,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,CHICAGO_ACTION,LA LAKERS_SCORE,CHICAGO_SCORE
380,4,5:00.0,R. Rondo enters the game for L. James,,115,101
381,4,4:47.0,,K. Dunn makes 2-pt layup from 2 ft (assist by R. Arcidiacono),115,103
382,4,4:37.0,Offensive foul by J. McGee (drawn by L. Markkanen),,115,103
383,4,4:37.0,Turnover by J. McGee (offensive foul),,115,103
384,4,4:23.0,,R. Arcidiacono makes 2-pt layup from 1 ft,115,105
385,4,4:01.0,J. McGee misses 2-pt layup from 2 ft,,115,105
386,4,3:59.0,,Defensive rebound by L. Markkanen,115,105
387,4,3:50.0,,L. Markkanen misses 2-pt layup from 1 ft,115,105
388,4,3:48.0,Defensive rebound by J. McGee,,115,105
389,4,3:39.0,J. McGee misses 2-pt jump shot from 6 ft,,115,105
390,4,3:37.0,,Defensive rebound by R. Arcidiacono,115,105
391,4,3:28.0,,L. Markkanen misses 3-pt jump shot from 26 ft,115,105
392,4,3:25.0,Defensive rebound by K. Kuzma,,115,105
393,4,3:10.0,K. Kuzma makes 2-pt layup from 2 ft,,117,105
394,4,2:59.0,,O. Porter misses 2-pt jump shot from 20 ft,117,105
395,4,2:56.0,Defensive rebound by R. Rondo,,117,105
396,4,2:50.0,J. McGee makes 2-pt dunk from 1 ft (assist by R. Rondo),,119,105
397,4,2:34.0,,O. Porter misses 3-pt jump shot from 23 ft,119,105
398,4,2:30.0,,Offensive rebound by L. Markkanen,119,105
399,4,2:30.0,,L. Markkanen misses 2-pt layup from 2 ft (block by J. Hart),119,105
400,4,2:27.0,Defensive rebound by J. Hart,,119,105
401,4,2:05.0,R. Rondo makes 2-pt layup from 2 ft,,121,105
402,4,2:05.0,,Chicago full timeout,121,105
403,4,2:05.0,A. Ingram enters the game for J. Hart,,121,105
404,4,2:05.0,,A. Blakeney enters the game for R. Arcidiacono,121,105
405,4,2:05.0,,C. Felício enters the game for K. Dunn,121,105
406,4,2:05.0,,S. Harrison enters the game for R. Lopez,121,105
407,4,2:05.0,,T. Luwawu-Cabarrot enters the game for L. Markkanen,121,105
408,4,2:05.0,,B. Sampson enters the game for O. Porter,121,105
409,4,1:51.0,,C. Felício misses 2-pt layup from 2 ft,121,105
410,4,1:48.0,,Offensive rebound by C. Felício,121,105
411,4,1:48.0,,C. Felício misses 2-pt layup from 1 ft (block by J. McGee),121,105
412,4,1:48.0,,Offensive rebound by Team,121,105
413,4,1:42.0,,S. Harrison makes 2-pt layup from 1 ft,121,107
414,4,1:42.0,Violation by Team (def goaltending),,121,107
415,4,1:21.0,Personal foul by A. Blakeney (drawn by A. Ingram),,121,107
416,4,1:15.0,A. Ingram misses 2-pt jump shot from 17 ft,,121,107
417,4,1:13.0,Offensive rebound by J. McGee,,121,107
418,4,1:12.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,121,107
419,4,1:09.0,,Defensive rebound by A. Blakeney,121,107
420,4,1:00.0,,B. Sampson misses 3-pt jump shot from 24 ft,121,107
421,4,0:57.0,Defensive rebound by K. Kuzma,,121,107
422,4,0:38.0,K. Kuzma misses 3-pt jump shot from 25 ft,,121,107
423,4,0:36.0,,Defensive rebound by A. Blakeney,121,107
424,4,0:27.0,,Turnover by A. Blakeney (lost ball; steal by K. Caldwell-Pope),121,107
425,4,0:26.0,K. Caldwell-Pope makes 2-pt dunk from 1 ft,,123,107
426,4,0:20.0,,S. Harrison misses 2-pt layup from 2 ft,123,107
427,4,0:20.0,Defensive rebound by K. Kuzma,,123,107
