,QUARTER,TIME_REMAINING,BOSTON_ACTION,MIAMI_ACTION,BOSTON_SCORE,MIAMI_SCORE
0,1,11:37.0,M. Morris makes 3-pt jump shot from 26 ft,,3,0
1,1,11:08.0,,J. Winslow makes 2-pt jump shot from 9 ft (assist by J. Richardson),3,2
2,1,10:55.0,J. Tatum makes 3-pt jump shot from 25 ft (assist by A. Horford),,6,2
3,1,10:40.0,,J. Johnson misses 2-pt jump shot from 10 ft (block by A. Horford),6,2
4,1,10:40.0,,Offensive rebound by Team,6,2
5,1,10:32.0,,R. McGruder makes 3-pt jump shot from 26 ft (assist by J. Richardson),6,5
6,1,10:19.0,K. Irving makes 2-pt jump shot from 18 ft (assist by A. Horford),,8,5
7,1,10:02.0,,J. Johnson makes 3-pt jump shot from 26 ft,8,8
8,1,9:55.0,Personal foul by R. McGruder (drawn by K. Irving),,8,8
9,1,9:46.0,A. Horford misses 3-pt jump shot from 25 ft,,8,8
10,1,9:43.0,,Defensive rebound by R. McGruder,8,8
11,1,9:32.0,,J. Winslow misses 3-pt jump shot from 23 ft,8,8
12,1,9:30.0,Defensive rebound by K. Irving,,8,8
13,1,9:24.0,M. Morris makes 3-pt jump shot from 25 ft (assist by K. Irving),,11,8
14,1,9:04.0,,H. Whiteside makes 2-pt layup from 1 ft (assist by J. Richardson),11,10
15,1,8:47.0,K. Irving makes 2-pt jump shot from 16 ft,,13,10
16,1,8:35.0,,J. Richardson makes 3-pt jump shot from 25 ft (assist by J. Johnson),13,13
17,1,8:17.0,K. Irving makes 2-pt jump shot from 19 ft,,15,13
18,1,7:59.0,,J. Johnson misses 2-pt jump shot from 21 ft,15,13
19,1,7:57.0,Defensive rebound by M. Morris,,15,13
20,1,7:54.0,M. Smart misses 3-pt jump shot from 24 ft,,15,13
21,1,7:52.0,,Defensive rebound by J. Johnson,15,13
22,1,7:37.0,,R. McGruder misses 3-pt jump shot from 24 ft,15,13
23,1,7:33.0,Defensive rebound by A. Horford,,15,13
24,1,7:27.0,K. Irving misses 3-pt jump shot from 25 ft,,15,13
25,1,7:24.0,,Defensive rebound by H. Whiteside,15,13
26,1,7:16.0,,Personal foul by K. Irving (drawn by H. Whiteside),15,13
27,1,7:06.0,,J. Richardson misses 2-pt jump shot from 2 ft (block by M. Morris),15,13
28,1,7:02.0,Defensive rebound by A. Horford,,15,13
29,1,6:55.0,M. Morris misses 2-pt layup from 2 ft,,15,13
30,1,6:53.0,,Defensive rebound by R. McGruder,15,13
31,1,6:48.0,,J. Richardson makes 2-pt jump shot from 22 ft (assist by R. McGruder),15,15
32,1,6:32.0,J. Tatum misses 3-pt jump shot from 25 ft,,15,15
33,1,6:29.0,,Defensive rebound by H. Whiteside,15,15
34,1,6:22.0,,J. Johnson makes 2-pt dunk from 1 ft,15,17
35,1,6:07.0,K. Irving makes 3-pt jump shot from 25 ft,,18,17
36,1,5:49.0,,Turnover by R. McGruder (lost ball; steal by K. Irving),18,17
37,1,5:30.0,J. Tatum misses 2-pt jump shot from 16 ft,,18,17
38,1,5:27.0,,Defensive rebound by J. Richardson,18,17
39,1,5:07.0,,J. Johnson misses 3-pt jump shot from 23 ft,18,17
40,1,5:06.0,,Offensive rebound by J. Winslow,18,17
41,1,5:06.0,,Turnover by Team (shot clock),18,17
42,1,5:06.0,,Miami full timeout,18,17
43,1,5:06.0,G. Hayward enters the game for A. Horford,,18,17
44,1,5:06.0,D. Theis enters the game for M. Morris,,18,17
45,1,5:06.0,,D. Wade enters the game for R. McGruder,18,17
46,1,4:53.0,M. Smart misses 3-pt jump shot from 26 ft,,18,17
47,1,4:47.0,,Defensive rebound by H. Whiteside,18,17
48,1,4:36.0,,J. Johnson misses 2-pt layup from 1 ft,18,17
49,1,4:35.0,,Offensive rebound by H. Whiteside,18,17
50,1,4:32.0,,H. Whiteside makes 2-pt layup from 2 ft,18,19
51,1,4:19.0,K. Irving makes 2-pt jump shot from 17 ft,,20,19
52,1,3:59.0,,H. Whiteside makes 2-pt dunk from 1 ft (assist by J. Johnson),20,21
53,1,3:44.0,M. Smart misses 2-pt jump shot from 11 ft,,20,21
54,1,3:41.0,,Defensive rebound by H. Whiteside,20,21
55,1,3:32.0,,J. Johnson misses 3-pt jump shot from 26 ft,20,21
56,1,3:30.0,Defensive rebound by J. Tatum,,20,21
57,1,3:23.0,J. Tatum misses 2-pt jump shot from 15 ft,,20,21
58,1,3:14.0,,Defensive rebound by J. Winslow,20,21
59,1,3:07.0,,D. Wade makes 2-pt jump shot from 19 ft (assist by H. Whiteside),20,23
60,1,3:07.0,Boston full timeout,,20,23
61,1,3:07.0,J. Brown enters the game for M. Smart,,20,23
62,1,3:07.0,T. Rozier enters the game for J. Tatum,,20,23
63,1,2:58.0,G. Hayward makes 2-pt jump shot from 16 ft (assist by K. Irving),,22,23
64,1,2:41.0,,J. Johnson misses 2-pt jump shot from 6 ft,22,23
65,1,2:39.0,,Offensive rebound by H. Whiteside,22,23
