,QUARTER,TIME_REMAINING,INDIANA_ACTION,OKLAHOMA CITY_ACTION,INDIANA_SCORE,OKLAHOMA CITY_SCORE
390,4,4:32.0,Turnover by W. Matthews (bad pass; steal by J. Grant),,82,92
391,4,4:23.0,,J. Grant misses 3-pt jump shot from 27 ft,82,92
392,4,4:20.0,Defensive rebound by C. Joseph,,82,92
393,4,4:08.0,T. Young misses 2-pt layup from 5 ft (block by J. Grant),,82,92
394,4,4:07.0,Offensive rebound by Team,,82,92
395,4,4:07.0,D. Collison enters the game for C. Joseph,,82,92
396,4,4:07.0,M. Turner enters the game for T. Young,,82,92
397,4,4:01.0,D. Collison makes 3-pt jump shot from 24 ft,,85,92
398,4,3:53.0,,P. George makes 2-pt jump shot from 9 ft,85,94
399,4,3:53.0,,Shooting foul by W. Matthews (drawn by P. George),85,94
400,4,3:53.0,,P. George makes free throw 1 of 1,85,95
401,4,3:42.0,D. Collison misses 3-pt jump shot from 26 ft,,85,95
402,4,3:38.0,,Defensive rebound by T. Ferguson,85,95
403,4,3:31.0,,T. Ferguson misses 3-pt jump shot from 27 ft,85,95
404,4,3:29.0,Defensive rebound by Team,,85,95
405,4,3:29.0,,Loose ball foul by S. Adams (drawn by D. Collison),85,95
406,4,3:18.0,Offensive foul by D. Collison (drawn by R. Westbrook),,85,95
407,4,3:18.0,Turnover by D. Collison (offensive foul),,85,95
408,4,3:09.0,,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),85,97
409,4,2:50.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by D. Collison),,87,97
410,4,2:30.0,,P. George misses 3-pt jump shot from 25 ft,87,97
411,4,2:27.0,Defensive rebound by D. Collison,,87,97
412,4,2:26.0,W. Matthews makes 2-pt layup from 1 ft (assist by D. Collison),,89,97
413,4,2:26.0,,Violation by Team (def goaltending),89,97
414,4,2:11.0,,Shooting foul by M. Turner (drawn by S. Adams),89,97
415,4,2:11.0,,Oklahoma City full timeout,89,97
416,4,2:11.0,,S. Adams misses free throw 1 of 2,89,97
417,4,2:11.0,,Offensive rebound by Team,89,97
418,4,2:11.0,,S. Adams makes free throw 2 of 2,89,98
419,4,1:59.0,B. Bogdanović makes 3-pt jump shot from 24 ft,,92,98
420,4,1:34.0,,J. Grant makes 2-pt layup from 1 ft (assist by P. George),92,100
421,4,1:26.0,B. Bogdanović makes 3-pt jump shot from 28 ft (assist by D. Collison),,95,100
422,4,1:13.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by R. Westbrook),95,103
423,4,0:56.0,D. Sabonis makes 2-pt layup from 3 ft (assist by B. Bogdanović),,97,103
424,4,0:36.0,,R. Westbrook makes 2-pt jump shot from 15 ft,97,105
425,4,0:35.0,Indiana full timeout,,97,105
426,4,0:31.0,D. Sabonis makes 2-pt dunk from 1 ft (assist by W. Matthews),,99,105
427,4,0:23.0,,Personal foul by W. Matthews (drawn by P. George),99,105
428,4,0:21.0,,Personal take foul by W. Matthews (drawn by R. Westbrook),99,105
429,4,0:21.0,,R. Westbrook makes free throw 1 of 2,99,106
430,4,0:21.0,,R. Westbrook makes free throw 2 of 2,99,107
431,4,0:21.0,Indiana full timeout,,99,107
432,4,0:21.0,T. Evans enters the game for D. Collison,,99,107
433,4,0:21.0,D. McDermott enters the game for M. Turner,,99,107
434,4,0:17.0,W. Matthews misses 3-pt jump shot from 23 ft,,99,107
435,4,0:14.0,,Defensive rebound by S. Adams,99,107
