,QUARTER,TIME_REMAINING,NEW YORK_ACTION,BOSTON_ACTION,NEW YORK_SCORE,BOSTON_SCORE
46,1,6:56.0,,Shooting foul by M. Hezonja (drawn by J. Brown),13,10
47,1,6:56.0,,Boston full timeout,13,10
48,1,6:56.0,,J. Brown misses free throw 1 of 2,13,10
49,1,6:56.0,,Offensive rebound by Team,13,10
50,1,6:56.0,,J. Brown makes free throw 2 of 2,13,11
51,1,6:40.0,M. Hezonja misses 3-pt jump shot from 23 ft,,13,11
52,1,6:39.0,,Defensive rebound by A. Horford,13,11
53,1,6:33.0,,Turnover by K. Irving (bad pass; steal by M. Hezonja),13,11
54,1,6:19.0,Turnover by T. Hardaway (bad pass),,13,11
55,1,6:08.0,,Turnover by J. Brown (bad pass),13,11
56,1,6:08.0,F. Ntilikina enters the game for M. Hezonja,,13,11
57,1,6:08.0,,G. Hayward enters the game for J. Brown,13,11
58,1,6:08.0,,M. Morris enters the game for A. Horford,13,11
59,1,5:58.0,T. Hardaway misses 3-pt jump shot from 27 ft,,13,11
60,1,5:55.0,Offensive rebound by E. Freedom,,13,11
61,1,5:54.0,E. Freedom misses 2-pt hook shot from 7 ft,,13,11
62,1,5:53.0,,Defensive rebound by M. Morris,13,11
63,1,5:46.0,,K. Irving misses 3-pt jump shot from 24 ft,13,11
64,1,5:45.0,Defensive rebound by N. Vonleh,,13,11
65,1,5:29.0,E. Freedom makes 2-pt layup from 2 ft (assist by T. Hardaway),,15,11
66,1,5:16.0,,J. Tatum misses 2-pt jump shot from 15 ft,15,11
67,1,5:14.0,Defensive rebound by T. Hardaway,,15,11
68,1,5:06.0,E. Freedom misses 2-pt hook shot from 3 ft,,15,11
69,1,5:04.0,,Defensive rebound by J. Tatum,15,11
70,1,4:54.0,,G. Hayward misses 3-pt jump shot from 24 ft,15,11
71,1,4:52.0,Defensive rebound by Team,,15,11
72,1,4:52.0,T. Burke enters the game for E. Mudiay,,15,11
73,1,4:34.0,N. Vonleh misses 2-pt jump shot from 17 ft,,15,11
74,1,4:33.0,,Defensive rebound by M. Morris,15,11
75,1,4:22.0,,K. Irving misses 2-pt layup from 4 ft,15,11
76,1,4:21.0,Defensive rebound by T. Burke,,15,11
77,1,4:14.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by T. Burke),,18,11
78,1,3:55.0,,G. Hayward makes 2-pt layup from 4 ft (assist by M. Morris),18,13
79,1,3:44.0,T. Hardaway misses 2-pt jump shot from 11 ft,,18,13
80,1,3:42.0,,Defensive rebound by G. Hayward,18,13
81,1,3:33.0,,Shooting foul by F. Ntilikina (drawn by J. Tatum),18,13
82,1,3:33.0,,J. Tatum misses free throw 1 of 2,18,13
83,1,3:33.0,,Offensive rebound by Team,18,13
84,1,3:33.0,K. Knox enters the game for E. Freedom,,18,13
85,1,3:33.0,,A. Horford enters the game for A. Baynes,18,13
86,1,3:33.0,,T. Rozier enters the game for K. Irving,18,13
87,1,3:33.0,,J. Tatum makes free throw 2 of 2,18,14
88,1,3:20.0,F. Ntilikina makes 2-pt layup from 2 ft (assist by T. Burke),,20,14
89,1,2:58.0,,A. Horford misses 2-pt jump shot from 10 ft,20,14
90,1,2:56.0,Defensive rebound by N. Vonleh,,20,14
91,1,2:40.0,T. Burke makes 2-pt jump shot from 20 ft,,22,14
92,1,2:19.0,,T. Rozier misses 2-pt jump shot from 10 ft,22,14
93,1,2:18.0,Defensive rebound by T. Burke,,22,14
94,1,2:10.0,T. Burke makes 3-pt jump shot from 27 ft,,25,14
95,1,1:51.0,,G. Hayward misses 3-pt jump shot from 25 ft,25,14
96,1,1:49.0,Defensive rebound by K. Knox,,25,14
97,1,1:46.0,Shooting foul by M. Morris (drawn by K. Knox),,25,14
98,1,1:46.0,New York full timeout,,25,14
99,1,1:46.0,,M. Smart enters the game for J. Tatum,25,14
100,1,1:46.0,K. Knox makes free throw 1 of 2,,26,14
101,1,1:46.0,K. Knox misses free throw 2 of 2,,26,14
102,1,1:46.0,,Defensive rebound by A. Horford,26,14
103,1,1:38.0,,Offensive foul by T. Rozier (drawn by K. Knox),26,14
104,1,1:38.0,,Turnover by T. Rozier (offensive foul),26,14
105,1,1:19.0,T. Burke misses 3-pt jump shot from 28 ft,,26,14
106,1,1:17.0,,Defensive rebound by G. Hayward,26,14
107,1,0:59.0,,M. Morris makes 2-pt layup from 3 ft (assist by A. Horford),26,16
108,1,0:49.0,T. Hardaway misses 2-pt jump shot from 18 ft,,26,16
109,1,0:47.0,,Defensive rebound by G. Hayward,26,16
110,1,0:34.0,,M. Morris makes 2-pt jump shot from 9 ft,26,18
111,1,0:13.0,T. Burke misses 2-pt layup from 4 ft (block by A. Horford),,26,18
112,1,0:12.0,Offensive rebound by Team,,26,18
113,1,0:09.0,T. Burke misses 2-pt jump shot from 13 ft,,26,18
114,1,0:07.0,,Defensive rebound by G. Hayward,26,18
115,2,11:47.0,K. Knox misses 2-pt hook shot from 10 ft (block by A. Horford),,26,18
116,2,11:46.0,Offensive rebound by M. Robinson,,26,18
117,2,11:44.0,M. Robinson makes 2-pt layup from 3 ft,,28,18
118,2,11:28.0,,A. Horford misses 2-pt hook shot from 7 ft,28,18
119,2,11:28.0,,Offensive rebound by M. Smart,28,18
120,2,11:24.0,,M. Morris misses 3-pt jump shot from 25 ft,28,18
121,2,11:22.0,,Offensive rebound by A. Horford,28,18
122,2,11:16.0,,A. Horford makes 2-pt hook shot from 7 ft (assist by M. Morris),28,20
123,2,11:03.0,Turnover by T. Burke (bad pass; steal by M. Smart),,28,20
124,2,10:56.0,,G. Hayward makes 2-pt layup from 6 ft (assist by M. Smart),28,22
125,2,10:44.0,M. Robinson makes 2-pt dunk from 3 ft (assist by A. Trier),,30,22
126,2,10:29.0,,Personal foul by F. Ntilikina (drawn by A. Horford),30,22
127,2,10:23.0,,Shooting foul by K. Knox (drawn by M. Morris),30,22
128,2,10:23.0,,M. Morris makes free throw 1 of 2,30,23
129,2,10:23.0,,M. Morris makes free throw 2 of 2,30,24
130,2,10:02.0,M. Robinson makes 2-pt dunk from 5 ft (assist by A. Trier),,32,24
131,2,9:46.0,,M. Morris misses 2-pt layup from 2 ft (block by M. Robinson),32,24
132,2,9:45.0,Defensive rebound by T. Burke,,32,24
133,2,9:42.0,Turnover by A. Trier (lost ball),,32,24
134,2,9:27.0,,Turnover by G. Hayward (bad pass; steal by T. Burke),32,24
135,2,9:24.0,A. Trier makes 2-pt layup from 5 ft (assist by T. Burke),,34,24
136,2,9:13.0,,G. Hayward misses 3-pt jump shot from 25 ft,34,24
137,2,9:13.0,Defensive rebound by K. Knox,,34,24
138,2,9:05.0,K. Knox makes 2-pt jump shot from 21 ft,,36,24
139,2,8:53.0,,Personal foul by M. Robinson (drawn by A. Horford),36,24
140,2,8:53.0,,J. Brown enters the game for G. Hayward,36,24
141,2,8:44.0,,Offensive foul by J. Brown (drawn by F. Ntilikina),36,24
142,2,8:44.0,,Turnover by J. Brown (offensive foul),36,24
143,2,8:25.0,F. Ntilikina misses 2-pt jump shot from 10 ft,,36,24
144,2,8:23.0,,Defensive rebound by M. Morris,36,24
145,2,8:13.0,,J. Brown misses 3-pt jump shot from 23 ft,36,24
146,2,8:11.0,Defensive rebound by A. Trier,,36,24
147,2,8:08.0,Shooting foul by M. Smart (drawn by K. Knox),,36,24
148,2,8:08.0,K. Knox makes free throw 1 of 2,,37,24
149,2,8:08.0,N. Vonleh enters the game for M. Robinson,,37,24
150,2,8:08.0,,D. Theis enters the game for A. Horford,37,24
151,2,8:08.0,K. Knox makes free throw 2 of 2,,38,24
152,2,8:01.0,,M. Morris misses 3-pt jump shot from 25 ft,38,24
153,2,8:00.0,Defensive rebound by N. Vonleh,,38,24
154,2,7:51.0,T. Burke makes 2-pt jump shot from 17 ft,,40,24
155,2,7:50.0,,Boston full timeout,40,24
156,2,7:50.0,T. Hardaway enters the game for F. Ntilikina,,40,24
157,2,7:50.0,,K. Irving enters the game for M. Morris,40,24
158,2,7:34.0,,M. Smart makes 2-pt layup from 2 ft,40,26
159,2,7:22.0,K. Knox misses 2-pt layup from 4 ft (block by D. Theis),,40,26
160,2,7:22.0,,Defensive rebound by D. Theis,40,26
161,2,7:16.0,,Turnover by K. Irving (bad pass),40,26
162,2,7:03.0,T. Burke makes 3-pt jump shot from 28 ft (assist by T. Hardaway),,43,26
163,2,6:38.0,,M. Smart misses 2-pt layup from 5 ft (block by N. Vonleh),43,26
164,2,6:37.0,Defensive rebound by K. Knox,,43,26
165,2,6:37.0,,J. Tatum enters the game for T. Rozier,43,26
166,2,6:26.0,Shooting foul by D. Theis (drawn by A. Trier),,43,26
167,2,6:26.0,A. Trier makes free throw 1 of 2,,44,26
168,2,6:26.0,A. Trier misses free throw 2 of 2,,44,26
169,2,6:24.0,,Defensive rebound by M. Smart,44,26
170,2,6:13.0,,D. Theis misses 2-pt jump shot from 10 ft,44,26
171,2,6:11.0,,Offensive rebound by J. Brown,44,26
172,2,6:11.0,,J. Brown misses 2-pt layup from 1 ft,44,26
173,2,6:10.0,Defensive rebound by T. Burke,,44,26
174,2,6:00.0,T. Hardaway makes 2-pt jump shot from 21 ft (assist by T. Burke),,46,26
175,2,5:45.0,,J. Brown misses 3-pt jump shot from 24 ft,46,26
176,2,5:44.0,,Offensive rebound by M. Smart,46,26
177,2,5:42.0,,Shooting foul by N. Vonleh (drawn by M. Smart),46,26
178,2,5:42.0,,M. Smart misses free throw 1 of 2,46,26
179,2,5:42.0,,Offensive rebound by Team,46,26
180,2,5:42.0,,M. Smart misses free throw 2 of 2,46,26
181,2,5:42.0,,Offensive rebound by D. Theis,46,26
182,2,5:37.0,,J. Tatum makes 3-pt jump shot from 26 ft (assist by K. Irving),46,29
183,2,5:26.0,Turnover by T. Burke (bad pass; steal by K. Irving),,46,29
184,2,5:22.0,,D. Theis misses 2-pt layup from 5 ft (block by N. Vonleh),46,29
185,2,5:21.0,,Offensive rebound by J. Tatum,46,29
186,2,5:18.0,,M. Smart misses 3-pt jump shot from 28 ft,46,29
187,2,5:17.0,Defensive rebound by K. Knox,,46,29
188,2,4:59.0,T. Burke makes 3-pt jump shot from 28 ft (assist by N. Vonleh),,49,29
189,2,4:43.0,,J. Tatum misses 2-pt jump shot from 11 ft,49,29
190,2,4:41.0,Defensive rebound by N. Vonleh,,49,29
191,2,4:29.0,T. Burke makes 2-pt layup from 4 ft,,51,29
192,2,4:29.0,Shooting foul by D. Theis (drawn by T. Burke),,51,29
193,2,4:29.0,E. Freedom enters the game for K. Knox,,51,29
194,2,4:29.0,E. Mudiay enters the game for A. Trier,,51,29
195,2,4:29.0,,G. Hayward enters the game for J. Brown,51,29
196,2,4:29.0,,A. Horford enters the game for M. Smart,51,29
197,2,4:29.0,,M. Morris enters the game for D. Theis,51,29
198,2,4:29.0,T. Burke makes free throw 1 of 1,,52,29
199,2,4:18.0,,K. Irving makes 2-pt jump shot from 19 ft (assist by G. Hayward),52,31
200,2,4:00.0,N. Vonleh makes 3-pt jump shot from 27 ft (assist by E. Mudiay),,55,31
201,2,3:46.0,,K. Irving misses 3-pt jump shot from 23 ft,55,31
202,2,3:44.0,Defensive rebound by T. Burke,,55,31
203,2,3:34.0,E. Freedom makes 2-pt layup from 3 ft (assist by T. Burke),,57,31
204,2,3:24.0,,Personal foul by T. Hardaway (drawn by G. Hayward),57,31
205,2,3:24.0,,G. Hayward makes free throw 1 of 2,57,32
206,2,3:24.0,,G. Hayward makes free throw 2 of 2,57,33
207,2,3:13.0,T. Burke makes 2-pt jump shot from 15 ft,,59,33
208,2,2:55.0,,G. Hayward makes 2-pt jump shot from 9 ft,59,35
209,2,2:44.0,E. Freedom misses 2-pt hook shot from 8 ft,,59,35
210,2,2:42.0,,Defensive rebound by G. Hayward,59,35
211,2,2:35.0,,J. Tatum misses 2-pt layup from 5 ft,59,35
212,2,2:34.0,,Offensive rebound by J. Tatum,59,35
213,2,2:32.0,,Shooting foul by E. Freedom (drawn by J. Tatum),59,35
214,2,2:32.0,New York full timeout,,59,35
215,2,2:32.0,,J. Tatum makes free throw 1 of 2,59,36
216,2,2:32.0,,J. Tatum misses free throw 2 of 2,59,36
217,2,2:30.0,,Offensive rebound by M. Morris,59,36
218,2,2:18.0,,K. Irving makes 2-pt jump shot from 11 ft (assist by A. Horford),59,38
219,2,1:52.0,T. Burke misses 2-pt jump shot from 16 ft,,59,38
220,2,1:51.0,Offensive rebound by E. Freedom,,59,38
221,2,1:49.0,E. Freedom makes 2-pt layup from 2 ft,,61,38
222,2,1:35.0,,A. Horford makes 2-pt jump shot from 19 ft (assist by G. Hayward),61,40
223,2,1:35.0,,Away from play foul by T. Hardaway (drawn by G. Hayward),61,40
224,2,1:35.0,,G. Hayward makes free throw 1 of 1,61,41
225,2,1:35.0,A. Trier enters the game for T. Burke,,61,41
226,2,1:25.0,T. Hardaway misses 2-pt jump shot from 12 ft,,61,41
227,2,1:24.0,Offensive rebound by E. Freedom,,61,41
228,2,1:24.0,Shooting foul by J. Tatum (drawn by E. Freedom),,61,41
229,2,1:24.0,E. Freedom makes free throw 1 of 2,,62,41
230,2,1:24.0,E. Freedom makes free throw 2 of 2,,63,41
231,2,1:13.0,,G. Hayward makes 2-pt jump shot from 7 ft (assist by K. Irving),63,43
232,2,1:02.0,Turnover by T. Hardaway (lost ball; steal by G. Hayward),,63,43
233,2,0:59.0,,J. Tatum makes 2-pt dunk from 1 ft (assist by K. Irving),63,45
234,2,0:45.0,Turnover by E. Freedom (lost ball; steal by A. Horford),,63,45
235,2,0:45.0,,Personal foul by A. Trier (drawn by G. Hayward),63,45
236,2,0:45.0,,G. Hayward makes free throw 1 of 2,63,46
237,2,0:45.0,,G. Hayward makes free throw 2 of 2,63,47
238,2,0:28.0,T. Hardaway misses 2-pt layup from 6 ft,,63,47
239,2,0:27.0,Offensive rebound by E. Freedom,,63,47
240,2,0:27.0,E. Freedom makes 2-pt layup from 2 ft,,65,47
241,2,0:10.0,,A. Horford makes 2-pt dunk from 2 ft (assist by K. Irving),65,49
242,2,0:00.0,E. Mudiay misses 2-pt jump shot from 11 ft,,65,49
243,2,0:00.0,,Defensive rebound by J. Tatum,65,49
244,3,11:41.0,E. Mudiay misses 3-pt jump shot from 25 ft,,65,49
245,3,11:37.0,,Defensive rebound by J. Tatum,65,49
246,3,11:31.0,,K. Irving misses 2-pt jump shot from 12 ft,65,49
247,3,11:29.0,Defensive rebound by N. Vonleh,,65,49
248,3,11:16.0,Turnover by T. Hardaway (bad pass; steal by M. Morris),,65,49
249,3,11:07.0,,J. Tatum misses 2-pt jump shot from 14 ft,65,49
250,3,11:06.0,Defensive rebound by E. Mudiay,,65,49
251,3,10:57.0,T. Hardaway misses 3-pt jump shot from 25 ft,,65,49
252,3,10:55.0,,Defensive rebound by J. Tatum,65,49
253,3,10:50.0,,Personal foul by T. Hardaway (drawn by J. Tatum),65,49
254,3,10:50.0,,J. Brown enters the game for J. Tatum,65,49
255,3,10:43.0,,G. Hayward misses 2-pt jump shot from 20 ft,65,49
256,3,10:40.0,,Offensive rebound by A. Horford,65,49
257,3,10:32.0,,J. Brown misses 3-pt jump shot from 27 ft,65,49
258,3,10:30.0,Defensive rebound by E. Mudiay,,65,49
259,3,10:12.0,E. Mudiay misses 2-pt layup from 2 ft,,65,49
260,3,10:10.0,,Defensive rebound by G. Hayward,65,49
261,3,9:57.0,,G. Hayward misses 3-pt jump shot from 23 ft,65,49
262,3,9:54.0,,Offensive rebound by Team,65,49
263,3,9:46.0,,K. Irving makes 3-pt jump shot from 24 ft (assist by A. Horford),65,52
264,3,9:31.0,M. Hezonja misses 3-pt jump shot from 25 ft,,65,52
265,3,9:30.0,,Defensive rebound by J. Brown,65,52
266,3,9:19.0,,J. Brown makes 2-pt layup from 2 ft (assist by K. Irving),65,54
267,3,9:18.0,New York full timeout,,65,54
268,3,9:05.0,T. Hardaway misses 2-pt jump shot from 14 ft,,65,54
269,3,9:04.0,Offensive rebound by E. Freedom,,65,54
270,3,9:04.0,E. Freedom misses 2-pt layup from 1 ft,,65,54
271,3,9:02.0,,Defensive rebound by A. Horford,65,54
272,3,8:46.0,,Offensive foul by M. Morris (drawn by E. Mudiay),65,54
273,3,8:46.0,,Turnover by M. Morris (offensive foul),65,54
274,3,8:46.0,,Violation by Team (delay of game),65,54
275,3,8:31.0,Turnover by T. Hardaway (bad pass),,65,54
276,3,8:11.0,,K. Irving misses 2-pt jump shot from 10 ft,65,54
277,3,8:09.0,Defensive rebound by E. Freedom,,65,54
278,3,7:59.0,N. Vonleh misses 2-pt hook shot from 2 ft,,65,54
279,3,7:58.0,Offensive rebound by N. Vonleh,,65,54
280,3,7:58.0,N. Vonleh makes 2-pt layup from 1 ft,,67,54
281,3,7:45.0,,G. Hayward misses 3-pt jump shot from 27 ft,67,54
282,3,7:45.0,Defensive rebound by N. Vonleh,,67,54
283,3,7:22.0,T. Hardaway makes 2-pt layup from 5 ft,,69,54
284,3,7:22.0,Shooting foul by G. Hayward (drawn by T. Hardaway),,69,54
285,3,7:22.0,T. Hardaway makes free throw 1 of 1,,70,54
286,3,7:07.0,,K. Irving misses 3-pt jump shot from 26 ft,70,54
287,3,7:05.0,Defensive rebound by M. Hezonja,,70,54
288,3,6:49.0,T. Hardaway misses 2-pt jump shot from 8 ft,,70,54
289,3,6:47.0,,Defensive rebound by M. Morris,70,54
290,3,6:36.0,,J. Brown makes 2-pt layup from 1 ft (assist by K. Irving),70,56
291,3,6:13.0,N. Vonleh makes 2-pt hook shot from 4 ft,,72,56
292,3,5:56.0,,K. Irving makes 2-pt jump shot from 22 ft (assist by M. Morris),72,58
293,3,5:37.0,T. Hardaway misses 2-pt layup from 4 ft (block by J. Brown),,72,58
294,3,5:34.0,,Defensive rebound by M. Morris,72,58
295,3,5:22.0,,J. Brown misses 2-pt layup from 4 ft,72,58
296,3,5:20.0,Defensive rebound by E. Freedom,,72,58
297,3,5:06.0,E. Freedom misses 2-pt layup from 1 ft,,72,58
298,3,5:04.0,,Defensive rebound by M. Morris,72,58
299,3,4:58.0,,M. Morris makes 2-pt layup from 3 ft,72,60
300,3,4:50.0,New York full timeout,,72,60
301,3,4:50.0,T. Burke enters the game for M. Hezonja,,72,60
302,3,4:50.0,F. Ntilikina enters the game for E. Mudiay,,72,60
303,3,4:50.0,,A. Baynes enters the game for G. Hayward,72,60
304,3,4:50.0,,M. Smart enters the game for A. Horford,72,60
305,3,4:49.0,Turnover by F. Ntilikina (bad pass; steal by K. Irving),,72,60
306,3,4:46.0,,K. Irving makes 2-pt layup from 4 ft,72,62
307,3,4:32.0,T. Hardaway makes 3-pt jump shot from 24 ft (assist by E. Freedom),,75,62
308,3,4:26.0,,M. Morris makes 3-pt jump shot from 27 ft (assist by K. Irving),75,65
309,3,4:01.0,N. Vonleh makes 2-pt jump shot from 17 ft (assist by T. Burke),,77,65
310,3,3:45.0,Loose ball foul by E. Freedom (drawn by A. Baynes),,77,65
311,3,3:45.0,K. Knox enters the game for N. Vonleh,,77,65
312,3,3:34.0,,M. Morris misses 2-pt jump shot from 7 ft,77,65
313,3,3:32.0,Defensive rebound by E. Freedom,,77,65
314,3,3:23.0,F. Ntilikina misses 3-pt jump shot from 25 ft,,77,65
315,3,3:21.0,,Defensive rebound by J. Brown,77,65
316,3,3:15.0,,J. Brown makes 2-pt layup from 2 ft,77,67
317,3,3:04.0,Shooting foul by M. Morris (drawn by T. Burke),,77,67
318,3,3:04.0,T. Burke makes free throw 1 of 2,,78,67
319,3,3:04.0,A. Trier enters the game for T. Hardaway,,78,67
320,3,3:04.0,,J. Tatum enters the game for M. Morris,78,67
321,3,3:04.0,T. Burke makes free throw 2 of 2,,79,67
322,3,2:54.0,,K. Irving misses 2-pt jump shot from 21 ft,79,67
323,3,2:53.0,Defensive rebound by K. Knox,,79,67
324,3,2:38.0,T. Burke misses 2-pt jump shot from 19 ft,,79,67
325,3,2:32.0,,Defensive rebound by M. Smart,79,67
326,3,2:27.0,,J. Brown makes 2-pt dunk from 3 ft (assist by K. Irving),79,69
327,3,2:19.0,Offensive foul by T. Burke (drawn by K. Irving),,79,69
328,3,2:19.0,Turnover by T. Burke (offensive foul),,79,69
329,3,2:19.0,M. Robinson enters the game for E. Freedom,,79,69
330,3,2:08.0,,K. Irving misses 2-pt jump shot from 11 ft,79,69
331,3,2:05.0,Defensive rebound by M. Robinson,,79,69
332,3,1:57.0,A. Trier misses 3-pt jump shot from 23 ft,,79,69
333,3,1:55.0,,Defensive rebound by J. Tatum,79,69
334,3,1:41.0,,A. Baynes misses 3-pt jump shot from 23 ft,79,69
335,3,1:39.0,Defensive rebound by T. Burke,,79,69
336,3,1:32.0,Personal foul by J. Brown (drawn by T. Burke),,79,69
337,3,1:32.0,,A. Horford enters the game for A. Baynes,79,69
338,3,1:32.0,,T. Rozier enters the game for K. Irving,79,69
339,3,1:19.0,A. Trier makes 2-pt layup from 3 ft (assist by T. Burke),,81,69
340,3,0:55.0,,T. Rozier misses 2-pt layup from 5 ft (block by M. Robinson),81,69
341,3,0:54.0,,Offensive rebound by M. Smart,81,69
342,3,0:53.0,,M. Smart misses 3-pt jump shot from 24 ft,81,69
343,3,0:52.0,Defensive rebound by Team,,81,69
344,3,0:39.0,Offensive foul by K. Knox (drawn by T. Rozier),,81,69
345,3,0:39.0,Turnover by K. Knox (offensive foul),,81,69
346,3,0:30.0,,T. Rozier misses 2-pt layup from 4 ft (block by M. Robinson),81,69
347,3,0:30.0,,Offensive rebound by Team,81,69
348,3,0:23.0,,T. Rozier misses 3-pt jump shot from 28 ft,81,69
349,3,0:20.0,Defensive rebound by K. Knox,,81,69
350,3,0:00.0,A. Trier makes 3-pt jump shot from 25 ft (assist by T. Burke),,84,69
351,4,11:45.0,,J. Tatum misses 2-pt layup from 5 ft (block by M. Robinson),84,69
352,4,11:44.0,,Offensive rebound by Team,84,69
353,4,11:40.0,,Turnover by M. Smart (lost ball; steal by T. Burke),84,69
354,4,11:24.0,F. Ntilikina misses 3-pt jump shot from 23 ft,,84,69
355,4,11:23.0,,Defensive rebound by T. Rozier,84,69
356,4,11:11.0,,Shooting foul by M. Robinson (drawn by J. Brown),84,69
357,4,11:11.0,,J. Brown misses free throw 1 of 2,84,69
358,4,11:11.0,,Offensive rebound by Team,84,69
359,4,11:11.0,,J. Brown makes free throw 2 of 2,84,70
360,4,10:56.0,K. Knox makes 3-pt jump shot from 23 ft (assist by A. Trier),,87,70
361,4,10:41.0,,J. Tatum misses 2-pt layup from 5 ft,87,70
362,4,10:41.0,Defensive rebound by M. Robinson,,87,70
363,4,10:41.0,Personal foul by J. Tatum (drawn by M. Robinson),,87,70
364,4,10:41.0,,G. Hayward enters the game for J. Brown,87,70
365,4,10:41.0,,K. Irving enters the game for J. Tatum,87,70
366,4,10:26.0,K. Knox makes 3-pt jump shot from 25 ft (assist by T. Burke),,90,70
367,4,10:08.0,,A. Horford misses 2-pt hook shot from 5 ft (block by M. Robinson),90,70
368,4,10:08.0,,Offensive rebound by A. Horford,90,70
369,4,10:08.0,,Shooting foul by F. Ntilikina (drawn by A. Horford),90,70
370,4,10:08.0,,A. Horford makes free throw 1 of 2,90,71
371,4,10:08.0,,A. Horford misses free throw 2 of 2,90,71
372,4,10:06.0,Defensive rebound by K. Knox,,90,71
373,4,9:52.0,F. Ntilikina makes 2-pt jump shot from 20 ft,,92,71
374,4,9:40.0,,G. Hayward makes 3-pt jump shot from 26 ft (assist by K. Irving),92,74
375,4,9:25.0,T. Burke misses 2-pt jump shot from 16 ft,,92,74
376,4,9:23.0,,Defensive rebound by G. Hayward,92,74
377,4,9:11.0,,A. Horford makes 3-pt jump shot from 27 ft (assist by M. Smart),92,77
378,4,8:51.0,Offensive foul by A. Trier (drawn by K. Irving),,92,77
379,4,8:51.0,Turnover by A. Trier (offensive foul),,92,77
380,4,8:51.0,T. Hardaway enters the game for A. Trier,,92,77
381,4,8:37.0,,K. Irving misses 3-pt jump shot from 26 ft,92,77
382,4,8:35.0,Defensive rebound by M. Robinson,,92,77
383,4,8:21.0,T. Hardaway makes 2-pt jump shot from 20 ft (assist by T. Burke),,94,77
384,4,8:00.0,,K. Irving makes 2-pt layup from 2 ft (assist by M. Smart),94,79
