,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,GOLDEN STATE_ACTION,OKLAHOMA CITY_SCORE,GOLDEN STATE_SCORE
0,1,11:48.0,,Turnover by K. Thompson (bad pass; steal by S. Adams),0,0
1,1,11:43.0,Turnover by P. George (bad pass),,0,0
2,1,11:31.0,,S. Curry makes 3-pt jump shot from 24 ft (assist by K. Durant),0,3
3,1,11:13.0,S. Adams misses 2-pt jump shot from 12 ft,,0,3
4,1,11:11.0,Offensive rebound by D. Schröder,,0,3
5,1,11:07.0,P. George misses 3-pt jump shot from 26 ft,,0,3
6,1,11:05.0,,Defensive rebound by K. Durant,0,3
7,1,10:57.0,,K. Durant makes 2-pt layup from 2 ft,0,5
8,1,10:38.0,D. Schröder misses 2-pt jump shot from 14 ft,,0,5
9,1,10:36.0,Offensive rebound by D. Schröder,,0,5
10,1,10:23.0,S. Adams misses 2-pt layup from 3 ft (block by K. Durant),,0,5
11,1,10:21.0,,Defensive rebound by D. Green,0,5
12,1,10:18.0,,Turnover by D. Green (out of bounds lost ball),0,5
13,1,10:08.0,P. Patterson makes 2-pt layup from 2 ft (assist by S. Adams),,2,5
14,1,10:08.0,Shooting foul by D. Green (drawn by P. Patterson),,2,5
15,1,10:08.0,P. Patterson makes free throw 1 of 1,,3,5
16,1,9:58.0,,D. Jones makes 2-pt dunk from 1 ft (assist by D. Green),3,7
17,1,9:41.0,P. Patterson misses 2-pt hook shot from 8 ft,,3,7
18,1,9:40.0,Offensive rebound by P. Patterson,,3,7
19,1,9:40.0,Shooting foul by K. Thompson (drawn by P. Patterson),,3,7
20,1,9:40.0,P. Patterson makes free throw 1 of 2,,4,7
21,1,9:40.0,P. Patterson misses free throw 2 of 2,,4,7
22,1,9:40.0,,Defensive rebound by D. Green,4,7
23,1,9:29.0,,D. Green misses 3-pt jump shot from 28 ft,4,7
24,1,9:27.0,Defensive rebound by D. Schröder,,4,7
25,1,9:12.0,P. Patterson misses 2-pt jump shot from 16 ft,,4,7
26,1,9:11.0,,Defensive rebound by S. Curry,4,7
27,1,9:07.0,,Turnover by S. Curry (bad pass; steal by P. George),4,7
28,1,9:02.0,Turnover by S. Adams (bad pass; steal by K. Durant),,4,7
29,1,8:53.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by D. Green),4,10
30,1,8:33.0,Shooting foul by S. Curry (drawn by D. Schröder),,4,10
