,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PHILADELPHIA_ACTION,BROOKLYN_SCORE,PHILADELPHIA_SCORE
100,1,2:25.0,Defensive rebound by E. Davis,,22,27
101,1,2:13.0,,Violation by Team (kicked ball),22,27
102,1,2:07.0,Shooting foul by S. Milton (drawn by D. Carroll),,22,27
103,1,2:07.0,D. Carroll makes free throw 1 of 2,,23,27
104,1,2:07.0,D. Carroll makes free throw 2 of 2,,24,27
105,1,1:56.0,,J. Redick misses 2-pt jump shot from 15 ft,24,27
106,1,1:51.0,Defensive rebound by E. Davis,,24,27
107,1,1:45.0,R. Kurucs makes 2-pt layup from 4 ft (assist by D. Carroll),,26,27
108,1,1:45.0,Shooting foul by S. Milton (drawn by R. Kurucs),,26,27
109,1,1:45.0,R. Kurucs makes free throw 1 of 1,,27,27
110,1,1:29.0,,Turnover by J. Embiid (traveling),27,27
111,1,1:09.0,R. Kurucs makes 2-pt layup from 2 ft (assist by D. Russell),,29,27
112,1,0:55.0,,J. Embiid makes 2-pt hook shot from 3 ft (assist by S. Milton),29,29
113,1,0:49.0,S. Dinwiddie makes 2-pt layup from 2 ft (assist by D. Russell),,31,29
114,1,0:34.0,,J. Redick misses 3-pt jump shot from 26 ft,31,29
115,1,0:31.0,Defensive rebound by E. Davis,,31,29
116,1,0:28.0,D. Carroll misses 3-pt jump shot from 26 ft,,31,29
117,1,0:24.0,,Defensive rebound by J. Redick,31,29
118,1,0:24.0,Loose ball foul by R. Kurucs (drawn by J. Redick),,31,29
119,1,0:24.0,J. Harris enters the game for D. Russell,,31,29
120,1,0:24.0,,F. Korkmaz enters the game for S. Milton,31,29
121,1,0:01.0,,Turnover by F. Korkmaz (offensive foul),31,29
122,1,0:01.0,,Offensive foul by F. Korkmaz (drawn by R. Kurucs),31,29
123,2,11:49.0,,Personal foul by J. Dudley (drawn by J. Embiid),31,29
124,2,11:41.0,,Turnover by T. McConnell (out of bounds lost ball),31,29
125,2,11:16.0,Turnover by Team (shot clock),,31,29
126,2,11:05.0,,T. McConnell makes 2-pt layup from 2 ft,31,31
127,2,10:51.0,D. Russell makes 2-pt jump shot from 12 ft,,33,31
128,2,10:39.0,,J. Redick misses 3-pt jump shot from 25 ft,33,31
129,2,10:39.0,Defensive rebound by E. Davis,,33,31
130,2,10:26.0,D. Russell misses 2-pt jump shot from 20 ft,,33,31
131,2,10:24.0,,Defensive rebound by J. Embiid,33,31
132,2,10:17.0,,T. McConnell makes 2-pt jump shot from 11 ft,33,33
133,2,9:50.0,D. Russell makes 2-pt layup from 4 ft,,35,33
134,2,9:31.0,,W. Chandler misses 3-pt jump shot from 27 ft,35,33
135,2,9:27.0,Defensive rebound by D. Carroll,,35,33
136,2,9:17.0,Shooting foul by J. Embiid (drawn by D. Carroll),,35,33
137,2,9:17.0,D. Carroll makes free throw 1 of 2,,36,33
138,2,9:17.0,S. Dinwiddie enters the game for R. Kurucs,,36,33
139,2,9:17.0,,L. Shamet enters the game for J. Redick,36,33
140,2,9:17.0,D. Carroll makes free throw 2 of 2,,37,33
141,2,9:01.0,,Philadelphia full timeout,37,33
142,2,8:54.0,,J. Embiid misses 2-pt jump shot from 17 ft,37,33
143,2,8:51.0,Defensive rebound by D. Carroll,,37,33
144,2,8:39.0,D. Carroll misses 3-pt jump shot from 25 ft,,37,33
145,2,8:35.0,,Defensive rebound by T. McConnell,37,33
146,2,8:16.0,,J. Embiid makes 2-pt hook shot from 4 ft,37,35
147,2,8:05.0,D. Russell misses 2-pt jump shot from 17 ft,,37,35
148,2,8:04.0,,Defensive rebound by J. Embiid,37,35
149,2,7:53.0,,F. Korkmaz misses 2-pt jump shot from 16 ft,37,35
150,2,7:49.0,Defensive rebound by S. Dinwiddie,,37,35
151,2,7:44.0,S. Dinwiddie misses 2-pt jump shot from 22 ft,,37,35
152,2,7:42.0,Offensive rebound by D. Carroll,,37,35
153,2,7:40.0,D. Carroll makes 2-pt layup from 2 ft,,39,35
154,2,7:32.0,,T. McConnell makes 2-pt layup from 1 ft (assist by W. Chandler),39,37
155,2,7:15.0,Turnover by D. Russell (out of bounds lost ball),,39,37
156,2,7:15.0,J. Harris enters the game for D. Russell,,39,37
157,2,7:15.0,,A. Johnson enters the game for J. Embiid,39,37
158,2,7:15.0,,B. Simmons enters the game for T. McConnell,39,37
159,2,7:01.0,,F. Korkmaz makes 2-pt jump shot from 5 ft (assist by B. Simmons),39,39
160,2,6:50.0,J. Dudley makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),,42,39
161,2,6:39.0,,A. Johnson misses 3-pt jump shot from 26 ft,42,39
162,2,6:36.0,Defensive rebound by E. Davis,,42,39
163,2,6:25.0,Shooting foul by A. Johnson (drawn by S. Dinwiddie),,42,39
164,2,6:25.0,S. Dinwiddie makes free throw 1 of 2,,43,39
165,2,6:25.0,J. Allen enters the game for E. Davis,,43,39
166,2,6:25.0,S. Dinwiddie makes free throw 2 of 2,,44,39
167,2,6:16.0,,A. Johnson makes 2-pt jump shot from 15 ft,44,41
168,2,6:16.0,,J. Redick enters the game for F. Korkmaz,44,41
169,2,5:51.0,S. Dinwiddie misses 2-pt jump shot from 9 ft,,44,41
170,2,5:46.0,,Defensive rebound by Team,44,41
171,2,5:44.0,,Turnover by L. Shamet (traveling),44,41
172,2,5:23.0,J. Harris makes 2-pt layup from 2 ft (assist by S. Dinwiddie),,46,41
173,2,5:14.0,,W. Chandler misses 3-pt jump shot from 28 ft,46,41
174,2,5:11.0,Defensive rebound by J. Allen,,46,41
175,2,5:08.0,Personal foul by B. Simmons (drawn by S. Dinwiddie),,46,41
176,2,5:08.0,A. Crabbe enters the game for D. Carroll,,46,41
177,2,4:53.0,Shooting foul by J. Redick (drawn by J. Dudley),,46,41
178,2,4:53.0,J. Dudley misses free throw 1 of 2,,46,41
179,2,4:53.0,Offensive rebound by Team,,46,41
180,2,4:53.0,J. Dudley misses free throw 2 of 2,,46,41
181,2,4:50.0,,Defensive rebound by Team,46,41
182,2,4:41.0,,A. Johnson misses 3-pt jump shot from 23 ft,46,41
183,2,4:37.0,Defensive rebound by A. Crabbe,,46,41
184,2,4:27.0,A. Crabbe makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),,49,41
185,2,4:26.0,,Philadelphia full timeout,49,41
186,2,4:26.0,E. Davis enters the game for J. Allen,,49,41
187,2,4:26.0,,J. Embiid enters the game for W. Chandler,49,41
188,2,4:26.0,,T. McConnell enters the game for A. Johnson,49,41
189,2,4:17.0,,B. Simmons makes 2-pt layup from 1 ft (assist by T. McConnell),49,43
190,2,3:59.0,J. Harris makes 2-pt jump shot from 11 ft (assist by J. Dudley),,51,43
191,2,3:44.0,,J. Embiid makes 2-pt jump shot from 14 ft (assist by B. Simmons),51,45
192,2,3:23.0,A. Crabbe misses 3-pt jump shot from 27 ft,,51,45
193,2,3:16.0,Offensive rebound by J. Dudley,,51,45
194,2,3:16.0,J. Harris misses 2-pt jump shot from 3 ft (block by J. Embiid),,51,45
195,2,3:16.0,Offensive rebound by Team,,51,45
196,2,3:06.0,E. Davis misses 2-pt layup from 2 ft,,51,45
197,2,3:04.0,,Defensive rebound by B. Simmons,51,45
198,2,3:02.0,,Personal take foul by J. Dudley (drawn by B. Simmons),51,45
199,2,3:02.0,R. Hollis-Jefferson enters the game for J. Dudley,,51,45
200,2,2:54.0,,J. Embiid makes 2-pt layup from 1 ft (assist by B. Simmons),51,47
201,2,2:46.0,Turnover by R. Hollis-Jefferson (bad pass; steal by J. Embiid),,51,47
202,2,2:40.0,,B. Simmons makes 2-pt dunk at rim (assist by T. McConnell),51,49
203,2,2:26.0,S. Dinwiddie makes 2-pt layup from 3 ft,,53,49
204,2,2:15.0,,Turnover by J. Embiid (lost ball; steal by R. Hollis-Jefferson),53,49
205,2,2:06.0,Shooting foul by T. McConnell (drawn by E. Davis),,53,49
206,2,2:06.0,E. Davis makes free throw 1 of 2,,54,49
207,2,2:06.0,E. Davis misses free throw 2 of 2,,54,49
208,2,2:03.0,,Defensive rebound by J. Embiid,54,49
209,2,1:53.0,,B. Simmons misses 2-pt jump shot from 9 ft,54,49
210,2,1:50.0,,Offensive rebound by J. Embiid,54,49
211,2,1:43.0,,J. Embiid makes 2-pt hook shot from 5 ft,54,51
212,2,1:43.0,,Shooting foul by E. Davis (drawn by J. Embiid),54,51
213,2,1:43.0,,J. Embiid misses free throw 1 of 1,54,51
214,2,1:43.0,Defensive rebound by R. Hollis-Jefferson,,54,51
215,2,1:24.0,S. Dinwiddie makes 3-pt jump shot from 25 ft,,57,51
216,2,1:09.0,,J. Redick misses 3-pt jump shot from 23 ft,57,51
217,2,1:05.0,Defensive rebound by E. Davis,,57,51
218,2,0:59.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,57,51
219,2,0:57.0,,Defensive rebound by J. Embiid,57,51
220,2,0:47.0,,J. Embiid misses 2-pt hook shot from 6 ft,57,51
221,2,0:46.0,,Offensive rebound by J. Embiid,57,51
222,2,0:45.0,,J. Embiid makes 2-pt layup from 3 ft,57,53
223,2,0:35.0,S. Dinwiddie misses 2-pt jump shot from 16 ft,,57,53
224,2,0:33.0,,Defensive rebound by J. Embiid,57,53
225,2,0:28.0,,J. Embiid makes 3-pt jump shot from 25 ft (assist by L. Shamet),57,56
226,2,0:03.0,R. Hollis-Jefferson misses 2-pt jump shot from 9 ft (block by B. Simmons),,57,56
227,2,0:03.0,,Defensive rebound by J. Embiid,57,56
228,3,11:43.0,,Personal foul by A. Crabbe (drawn by J. Embiid),57,56
229,3,11:38.0,,Personal foul by J. Allen (drawn by J. Embiid),57,56
230,3,11:27.0,,W. Chandler misses 3-pt jump shot from 27 ft,57,56
231,3,11:23.0,Defensive rebound by A. Crabbe,,57,56
232,3,11:14.0,R. Hollis-Jefferson misses 2-pt jump shot from 8 ft,,57,56
233,3,11:11.0,,Defensive rebound by J. Embiid,57,56
234,3,11:04.0,,Personal foul by J. Harris (drawn by B. Simmons),57,56
235,3,11:00.0,,Personal foul by R. Hollis-Jefferson (drawn by B. Simmons),57,56
236,3,10:51.0,,Turnover by B. Simmons (lost ball; steal by R. Hollis-Jefferson),57,56
237,3,10:36.0,Turnover by D. Russell (bad pass; steal by B. Simmons),,57,56
238,3,10:34.0,,B. Simmons makes 2-pt dunk from 2 ft,57,58
239,3,10:19.0,J. Harris misses 3-pt jump shot from 25 ft,,57,58
240,3,10:17.0,Offensive rebound by A. Crabbe,,57,58
241,3,10:09.0,R. Hollis-Jefferson misses 2-pt jump shot from 6 ft,,57,58
242,3,10:06.0,,Defensive rebound by B. Simmons,57,58
243,3,9:56.0,,Turnover by J. Embiid (lost ball; steal by R. Hollis-Jefferson),57,58
244,3,9:49.0,Shooting foul by J. Embiid (drawn by J. Harris),,57,58
245,3,9:49.0,J. Harris makes free throw 1 of 2,,58,58
246,3,9:49.0,E. Davis enters the game for J. Allen,,58,58
247,3,9:49.0,J. Harris makes free throw 2 of 2,,59,58
248,3,9:35.0,,W. Chandler makes 3-pt jump shot from 24 ft (assist by F. Korkmaz),59,61
249,3,9:15.0,Turnover by E. Davis (bad pass; steal by F. Korkmaz),,59,61
250,3,9:12.0,,F. Korkmaz makes 2-pt layup from 1 ft,59,63
251,3,9:02.0,Personal foul by W. Chandler (drawn by R. Hollis-Jefferson),,59,63
252,3,8:52.0,A. Crabbe misses 2-pt jump shot from 9 ft,,59,63
253,3,8:50.0,,Defensive rebound by J. Embiid,59,63
254,3,8:44.0,,J. Redick makes 2-pt jump shot from 19 ft (assist by W. Chandler),59,65
255,3,8:42.0,Brooklyn full timeout,,59,65
256,3,8:27.0,A. Crabbe makes 3-pt jump shot from 25 ft (assist by J. Harris),,62,65
257,3,8:27.0,Shooting foul by J. Embiid (drawn by A. Crabbe),,62,65
258,3,8:27.0,A. Crabbe misses free throw 1 of 1,,62,65
259,3,8:27.0,,Defensive rebound by J. Embiid,62,65
260,3,8:12.0,,Personal foul by R. Hollis-Jefferson (drawn by B. Simmons),62,65
261,3,8:12.0,,B. Simmons makes free throw 1 of 2,62,66
262,3,8:12.0,,B. Simmons makes free throw 2 of 2,62,67
263,3,7:59.0,D. Russell misses 3-pt jump shot from 25 ft,,62,67
264,3,7:57.0,,Defensive rebound by W. Chandler,62,67
265,3,7:52.0,,J. Redick makes 2-pt layup from 1 ft (assist by B. Simmons),62,69
266,3,7:40.0,J. Harris makes 3-pt jump shot from 25 ft (assist by D. Russell),,65,69
267,3,7:20.0,,F. Korkmaz misses 2-pt jump shot from 8 ft,65,69
268,3,7:16.0,Defensive rebound by E. Davis,,65,69
269,3,7:10.0,J. Harris makes 3-pt jump shot from 26 ft (assist by D. Russell),,68,69
270,3,6:52.0,,W. Chandler makes 3-pt jump shot from 26 ft (assist by J. Redick),68,72
271,3,6:52.0,S. Dinwiddie enters the game for D. Russell,,68,72
272,3,6:52.0,,L. Shamet enters the game for J. Redick,68,72
273,3,6:26.0,J. Harris makes 2-pt layup from 2 ft,,70,72
274,3,6:17.0,,F. Korkmaz misses 2-pt layup from 3 ft,70,72
275,3,6:17.0,Defensive rebound by Team,,70,72
276,3,6:17.0,,A. Johnson enters the game for W. Chandler,70,72
277,3,6:17.0,,T. McConnell enters the game for J. Embiid,70,72
278,3,5:59.0,Offensive foul by E. Davis (drawn by F. Korkmaz),,70,72
279,3,5:59.0,Turnover by E. Davis (offensive foul),,70,72
280,3,5:59.0,J. Allen enters the game for E. Davis,,70,72
281,3,5:50.0,,T. McConnell misses 2-pt jump shot from 18 ft,70,72
282,3,5:46.0,Defensive rebound by J. Allen,,70,72
283,3,5:40.0,S. Dinwiddie makes 2-pt hook shot from 4 ft,,72,72
284,3,5:25.0,,L. Shamet misses 3-pt jump shot from 26 ft,72,72
285,3,5:22.0,Defensive rebound by R. Hollis-Jefferson,,72,72
286,3,5:04.0,Shooting foul by A. Johnson (drawn by A. Crabbe),,72,72
287,3,5:04.0,A. Crabbe makes free throw 1 of 2,,73,72
288,3,5:04.0,D. Carroll enters the game for J. Harris,,73,72
289,3,5:04.0,A. Crabbe makes free throw 2 of 2,,74,72
290,3,4:48.0,,T. McConnell makes 3-pt jump shot from 25 ft (assist by F. Korkmaz),74,75
291,3,4:30.0,S. Dinwiddie makes 2-pt layup from 1 ft,,76,75
292,3,4:15.0,,F. Korkmaz misses 2-pt jump shot from 8 ft,76,75
293,3,4:12.0,Defensive rebound by J. Allen,,76,75
294,3,4:07.0,Shooting foul by A. Johnson (drawn by S. Dinwiddie),,76,75
295,3,4:07.0,S. Dinwiddie makes free throw 1 of 2,,77,75
296,3,4:07.0,S. Dinwiddie makes free throw 2 of 2,,78,75
297,3,3:58.0,,F. Korkmaz misses 2-pt jump shot from 15 ft,78,75
298,3,3:55.0,Defensive rebound by R. Hollis-Jefferson,,78,75
299,3,3:46.0,S. Dinwiddie makes 3-pt jump shot from 26 ft,,81,75
300,3,3:44.0,,Philadelphia full timeout,81,75
301,3,3:44.0,,J. Embiid enters the game for A. Johnson,81,75
302,3,3:44.0,,J. Redick enters the game for F. Korkmaz,81,75
303,3,3:33.0,,B. Simmons misses 2-pt jump shot from 9 ft,81,75
304,3,3:30.0,Defensive rebound by D. Carroll,,81,75
305,3,3:18.0,J. Allen misses 3-pt jump shot from 24 ft,,81,75
306,3,3:14.0,,Defensive rebound by J. Embiid,81,75
307,3,3:02.0,,J. Redick misses 2-pt layup from 1 ft,81,75
308,3,3:00.0,Defensive rebound by D. Carroll,,81,75
309,3,2:53.0,A. Crabbe makes 3-pt jump shot from 25 ft (assist by J. Allen),,84,75
310,3,2:40.0,,Turnover by J. Embiid (traveling),84,75
311,3,2:40.0,J. Dudley enters the game for R. Hollis-Jefferson,,84,75
312,3,2:24.0,S. Dinwiddie makes 3-pt jump shot from 27 ft (assist by J. Allen),,87,75
313,3,1:56.0,,T. McConnell makes 2-pt jump shot from 11 ft (assist by J. Embiid),87,77
314,3,1:37.0,J. Allen makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),,89,77
315,3,1:18.0,,B. Simmons makes 2-pt jump shot from 6 ft,89,79
316,3,1:11.0,S. Dinwiddie makes 3-pt jump shot from 26 ft,,92,79
317,3,0:52.0,,J. Embiid makes 2-pt layup from 1 ft,92,81
318,3,0:52.0,,Shooting foul by J. Allen (drawn by J. Embiid),92,81
319,3,0:52.0,R. Kurucs enters the game for A. Crabbe,,92,81
320,3,0:52.0,,W. Chandler enters the game for B. Simmons,92,81
321,3,0:52.0,,J. Embiid makes free throw 1 of 1,92,82
322,3,0:46.0,Personal foul by W. Chandler (drawn by J. Dudley),,92,82
323,3,0:46.0,J. Dudley makes free throw 1 of 2,,93,82
324,3,0:46.0,E. Davis enters the game for J. Allen,,93,82
325,3,0:46.0,J. Dudley makes free throw 2 of 2,,94,82
326,3,0:36.0,,J. Redick misses 2-pt jump shot from 20 ft,94,82
327,3,0:33.0,Defensive rebound by D. Carroll,,94,82
328,3,0:30.0,Offensive foul by D. Carroll (drawn by J. Redick),,94,82
329,3,0:30.0,Turnover by D. Carroll (offensive foul),,94,82
330,3,0:30.0,R. Hollis-Jefferson enters the game for R. Kurucs,,94,82
331,3,0:20.0,,J. Redick makes 2-pt jump shot from 19 ft (assist by J. Embiid),94,84
332,3,0:18.0,,Violation by Team (delay of game),94,84
333,3,0:01.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,94,84
334,3,0:01.0,Offensive rebound by Team,,94,84
335,4,11:41.0,D. Carroll misses 2-pt jump shot from 14 ft,,94,84
336,4,11:37.0,,Defensive rebound by F. Korkmaz,94,84
337,4,11:27.0,,T. McConnell makes 2-pt layup from 3 ft (assist by J. Embiid),94,86
338,4,11:09.0,R. Kurucs misses 2-pt jump shot from 21 ft,,94,86
339,4,11:06.0,,Defensive rebound by F. Korkmaz,94,86
340,4,10:51.0,,F. Korkmaz makes 3-pt jump shot from 23 ft (assist by J. Embiid),94,89
341,4,10:32.0,R. Kurucs makes 3-pt jump shot from 26 ft (assist by D. Russell),,97,89
342,4,10:12.0,,F. Korkmaz makes 2-pt layup from 2 ft (assist by J. Embiid),97,91
343,4,9:53.0,D. Russell makes 3-pt jump shot from 29 ft,,100,91
344,4,9:38.0,,Turnover by T. McConnell (bad pass; steal by R. Kurucs),100,91
345,4,9:37.0,Shooting foul by J. Redick (drawn by R. Kurucs),,100,91
346,4,9:37.0,R. Kurucs misses free throw 1 of 2,,100,91
347,4,9:37.0,Offensive rebound by Team,,100,91
348,4,9:37.0,S. Dinwiddie enters the game for D. Russell,,100,91
349,4,9:37.0,R. Kurucs makes free throw 2 of 2,,101,91
350,4,9:24.0,,J. Redick makes 2-pt layup from 4 ft (assist by F. Korkmaz),101,93
351,4,9:12.0,D. Carroll misses 3-pt jump shot from 26 ft,,101,93
352,4,9:10.0,Offensive rebound by E. Davis,,101,93
353,4,9:09.0,E. Davis makes 2-pt layup from 2 ft,,103,93
354,4,8:59.0,,Turnover by J. Embiid (lost ball; steal by S. Dinwiddie),103,93
355,4,8:48.0,Shooting foul by J. Redick (drawn by R. Kurucs),,103,93
356,4,8:48.0,R. Kurucs makes free throw 1 of 2,,104,93
357,4,8:48.0,R. Hollis-Jefferson enters the game for E. Davis,,104,93
358,4,8:48.0,,L. Shamet enters the game for J. Embiid,104,93
359,4,8:48.0,,B. Simmons enters the game for J. Redick,104,93
360,4,8:48.0,R. Kurucs makes free throw 2 of 2,,105,93
361,4,8:40.0,,L. Shamet misses 2-pt jump shot from 8 ft,105,93
362,4,8:38.0,,Offensive rebound by L. Shamet,105,93
363,4,8:28.0,,T. McConnell makes 2-pt jump shot from 16 ft,105,95
364,4,8:01.0,J. Dudley misses 3-pt jump shot from 26 ft,,105,95
365,4,7:59.0,,Defensive rebound by Team,105,95
366,4,7:59.0,Loose ball foul by R. Hollis-Jefferson (drawn by F. Korkmaz),,105,95
367,4,7:50.0,,L. Shamet misses 3-pt jump shot from 25 ft,105,95
368,4,7:47.0,Defensive rebound by S. Dinwiddie,,105,95
369,4,7:41.0,Turnover by S. Dinwiddie (lost ball; steal by L. Shamet),,105,95
370,4,7:39.0,,Personal take foul by J. Dudley (drawn by B. Simmons),105,95
371,4,7:37.0,,Turnover by B. Simmons (offensive foul),105,95
