,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,GOLDEN STATE_ACTION,WASHINGTON_SCORE,GOLDEN STATE_SCORE
132,2,10:45.0,,Shooting foul by K. Oubre (drawn by S. Livingston),39,48
133,2,10:45.0,,S. Livingston makes free throw 1 of 2,39,49
134,2,10:45.0,,S. Livingston makes free throw 2 of 2,39,50
135,2,10:29.0,O. Porter makes 3-pt jump shot from 29 ft (assist by J. Green),,42,50
136,2,10:12.0,,Offensive foul by S. Livingston (drawn by A. Rivers),42,50
137,2,10:12.0,,Turnover by S. Livingston (offensive foul),42,50
138,2,10:12.0,,J. Bell enters the game for J. Jerebko,42,50
139,2,9:57.0,J. Green misses 2-pt layup from 2 ft,,42,50
140,2,9:56.0,Offensive rebound by A. Rivers,,42,50
141,2,9:53.0,O. Porter misses 3-pt jump shot from 25 ft,,42,50
142,2,9:51.0,,Defensive rebound by S. Livingston,42,50
143,2,9:42.0,,K. Thompson makes 2-pt jump shot from 19 ft (assist by D. Green),42,52
144,2,9:28.0,A. Rivers misses 3-pt jump shot from 26 ft,,42,52
145,2,9:26.0,Offensive rebound by Team,,42,52
146,2,9:24.0,Turnover by O. Porter (traveling),,42,52
147,2,9:21.0,,K. Thompson makes 2-pt jump shot from 5 ft (assist by D. Green),42,54
148,2,9:08.0,T. Satoranský misses 3-pt jump shot from 27 ft,,42,54
149,2,9:06.0,,Defensive rebound by S. Livingston,42,54
150,2,9:02.0,,K. Thompson misses 2-pt jump shot from 19 ft,42,54
151,2,9:01.0,Defensive rebound by A. Rivers,,42,54
152,2,8:48.0,J. Green misses 3-pt jump shot from 25 ft,,42,54
153,2,8:46.0,Offensive rebound by K. Oubre,,42,54
154,2,8:46.0,Shooting foul by K. Thompson (drawn by K. Oubre),,42,54
155,2,8:46.0,K. Oubre makes free throw 1 of 2,,43,54
156,2,8:46.0,,K. Durant enters the game for A. Iguodala,43,54
157,2,8:46.0,K. Oubre makes free throw 2 of 2,,44,54
158,2,8:35.0,,J. Bell makes 2-pt dunk from 3 ft (assist by D. Green),44,56
159,2,8:27.0,K. Oubre makes 2-pt layup from 4 ft (assist by T. Satoranský),,46,56
160,2,8:18.0,,S. Livingston misses 2-pt layup from 4 ft,46,56
161,2,8:17.0,,Offensive rebound by S. Livingston,46,56
162,2,8:11.0,,K. Durant misses 3-pt jump shot from 27 ft,46,56
163,2,8:09.0,Defensive rebound by J. Green,,46,56
164,2,8:05.0,J. Green makes 2-pt layup from 2 ft,,48,56
165,2,7:52.0,,K. Thompson makes 2-pt layup from 2 ft (assist by K. Durant),48,58
166,2,7:51.0,,Golden State full timeout,48,58
167,2,7:51.0,J. Wall enters the game for T. Satoranský,,48,58
168,2,7:35.0,Shooting foul by S. Livingston (drawn by J. Green),,48,58
169,2,7:35.0,J. Green makes free throw 1 of 2,,49,58
170,2,7:35.0,,S. Curry enters the game for S. Livingston,49,58
171,2,7:35.0,J. Green makes free throw 2 of 2,,50,58
172,2,7:23.0,,Turnover by K. Durant (bad pass; steal by O. Porter),50,58
173,2,7:11.0,K. Oubre misses 2-pt jump shot from 11 ft (block by S. Curry),,50,58
174,2,7:09.0,,Defensive rebound by K. Durant,50,58
175,2,7:02.0,,J. Bell makes 2-pt layup from 3 ft (assist by K. Durant),50,60
176,2,6:43.0,Turnover by K. Oubre (out of bounds lost ball),,50,60
177,2,6:43.0,M. Morris enters the game for K. Oubre,,50,60
178,2,6:36.0,,K. Thompson misses 3-pt jump shot from 26 ft,50,60
179,2,6:34.0,Defensive rebound by O. Porter,,50,60
180,2,6:25.0,J. Green misses 3-pt jump shot from 23 ft,,50,60
181,2,6:23.0,,Defensive rebound by K. Durant,50,60
182,2,6:10.0,,Turnover by D. Green (bad pass),50,60
183,2,5:48.0,O. Porter misses 3-pt jump shot from 27 ft,,50,60
184,2,5:46.0,,Defensive rebound by K. Durant,50,60
185,2,5:41.0,,K. Durant makes 2-pt dunk from 1 ft,50,62
186,2,5:18.0,J. Wall makes 2-pt layup from 4 ft,,52,62
187,2,5:10.0,,K. Durant misses 3-pt jump shot from 29 ft,52,62
188,2,5:08.0,Defensive rebound by J. Wall,,52,62
189,2,4:58.0,J. Wall makes 2-pt layup from 1 ft,,54,62
190,2,4:58.0,,Golden State full timeout,54,62
191,2,4:58.0,B. Beal enters the game for M. Morris,,54,62
192,2,4:58.0,K. Oubre enters the game for A. Rivers,,54,62
193,2,4:58.0,,A. Iguodala enters the game for D. Green,54,62
194,2,4:58.0,,K. Looney enters the game for K. Thompson,54,62
195,2,4:39.0,,K. Durant makes 2-pt jump shot from 16 ft,54,64
196,2,4:25.0,K. Oubre makes 3-pt jump shot from 24 ft (assist by J. Wall),,57,64
197,2,4:11.0,,S. Curry misses 3-pt jump shot from 24 ft,57,64
198,2,4:08.0,,Offensive rebound by Team,57,64
199,2,4:01.0,,K. Durant makes 2-pt jump shot from 14 ft (assist by K. Looney),57,66
200,2,3:53.0,J. Wall makes 2-pt layup from 1 ft (assist by O. Porter),,59,66
201,2,3:36.0,,A. Iguodala misses 3-pt jump shot from 28 ft,59,66
202,2,3:34.0,Defensive rebound by B. Beal,,59,66
203,2,3:25.0,J. Wall misses 2-pt layup from 4 ft (block by J. Bell),,59,66
204,2,3:24.0,,Defensive rebound by A. Iguodala,59,66
205,2,3:18.0,,Turnover by S. Curry (bad pass; steal by J. Green),59,66
206,2,3:14.0,J. Wall misses 3-pt jump shot from 27 ft,,59,66
207,2,3:12.0,,Defensive rebound by S. Curry,59,66
208,2,3:03.0,,Shooting foul by J. Wall (drawn by K. Durant),59,66
209,2,3:03.0,,K. Durant makes free throw 1 of 2,59,67
210,2,3:03.0,,D. Green enters the game for J. Bell,59,67
211,2,3:03.0,,K. Thompson enters the game for K. Looney,59,67
212,2,3:03.0,,K. Durant makes free throw 2 of 2,59,68
213,2,2:44.0,Turnover by K. Oubre (bad pass),,59,68
214,2,2:35.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),59,71
215,2,2:25.0,J. Green makes 2-pt dunk at rim (assist by B. Beal),,61,71
216,2,2:07.0,,Personal foul by B. Beal (drawn by S. Curry),61,71
217,2,2:03.0,,S. Curry makes 2-pt jump shot from 19 ft,61,73
218,2,2:03.0,,Shooting foul by J. Wall (drawn by S. Curry),61,73
219,2,2:03.0,,S. Curry makes free throw 1 of 1,61,74
220,2,1:55.0,B. Beal makes 2-pt layup from 2 ft,,63,74
221,2,1:46.0,,K. Thompson makes 2-pt layup from 1 ft (assist by D. Green),63,76
222,2,1:36.0,B. Beal makes 2-pt jump shot from 4 ft,,65,76
223,2,1:22.0,,Turnover by K. Durant (bad pass),65,76
224,2,1:18.0,Personal foul by K. Thompson (drawn by J. Green),,65,76
225,2,1:18.0,J. Green makes free throw 1 of 2,,66,76
226,2,1:18.0,J. Green makes free throw 2 of 2,,67,76
227,2,1:06.0,,Personal foul by J. Green (drawn by S. Curry),67,76
228,2,1:06.0,,S. Curry makes free throw 1 of 2,67,77
229,2,1:06.0,T. Satoranský enters the game for J. Wall,,67,77
230,2,1:06.0,,S. Curry makes free throw 2 of 2,67,78
231,2,0:49.0,J. Green makes 2-pt hook shot from 9 ft,,69,78
232,2,0:40.0,,K. Thompson misses 2-pt layup from 1 ft,69,78
233,2,0:39.0,Defensive rebound by T. Satoranský,,69,78
234,2,0:30.0,B. Beal misses 3-pt jump shot from 26 ft,,69,78
235,2,0:28.0,,Defensive rebound by S. Curry,69,78
236,2,0:11.0,,K. Durant makes 2-pt jump shot from 15 ft (assist by S. Curry),69,80
237,2,0:02.0,B. Beal makes 2-pt jump shot from 13 ft,,71,80
238,3,11:43.0,M. Morris misses 2-pt jump shot from 12 ft,,71,80
239,3,11:40.0,,Defensive rebound by K. Thompson,71,80
240,3,11:20.0,,K. Thompson misses 3-pt jump shot from 26 ft,71,80
241,3,11:18.0,Defensive rebound by B. Beal,,71,80
242,3,11:05.0,B. Beal makes 2-pt jump shot from 18 ft,,73,80
243,3,10:58.0,,K. Durant makes 3-pt jump shot from 26 ft (assist by S. Curry),73,83
244,3,10:42.0,O. Porter makes 2-pt jump shot from 19 ft,,75,83
245,3,10:24.0,,Turnover by K. Thompson (bad pass; steal by J. Smith),75,83
246,3,10:22.0,Personal foul by D. Green (drawn by J. Wall),,75,83
247,3,10:16.0,J. Smith misses 2-pt layup from 2 ft,,75,83
248,3,10:14.0,,Defensive rebound by D. Green,75,83
249,3,10:06.0,,K. Durant makes 2-pt dunk from 2 ft (assist by K. Thompson),75,85
250,3,9:56.0,O. Porter misses 3-pt jump shot from 27 ft,,75,85
251,3,9:53.0,,Defensive rebound by Team,75,85
252,3,9:53.0,Loose ball foul by J. Smith (drawn by K. Thompson),,75,85
253,3,9:34.0,,K. Thompson misses 2-pt jump shot from 15 ft,75,85
254,3,9:31.0,Defensive rebound by J. Smith,,75,85
255,3,9:17.0,M. Morris makes 3-pt jump shot from 23 ft (assist by B. Beal),,78,85
256,3,9:03.0,,S. Curry misses 2-pt jump shot from 12 ft,78,85
257,3,9:00.0,,Offensive rebound by D. Jones,78,85
258,3,8:58.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by D. Jones),78,88
259,3,8:35.0,M. Morris misses 3-pt jump shot from 24 ft,,78,88
260,3,8:34.0,,Defensive rebound by Team,78,88
261,3,8:28.0,,D. Jones makes 2-pt dunk from 1 ft (assist by K. Durant),78,90
262,3,8:28.0,J. Green enters the game for J. Smith,,78,90
263,3,8:19.0,M. Morris makes 2-pt layup from 1 ft (assist by B. Beal),,80,90
264,3,7:53.0,,K. Thompson makes 2-pt jump shot from 12 ft,80,92
265,3,7:34.0,Turnover by J. Wall (lost ball; steal by D. Green),,80,92
266,3,7:26.0,,Personal foul by M. Morris (drawn by K. Durant),80,92
267,3,7:20.0,,Turnover by K. Durant (bad pass; steal by J. Green),80,92
268,3,7:15.0,B. Beal misses 3-pt jump shot from 31 ft,,80,92
269,3,7:13.0,,Defensive rebound by D. Green,80,92
270,3,7:08.0,,Turnover by D. Green (bad pass),80,92
271,3,6:58.0,B. Beal makes 2-pt dunk from 2 ft (assist by J. Wall),,82,92
272,3,6:41.0,,K. Durant misses 2-pt jump shot from 16 ft,82,92
273,3,6:38.0,,Offensive rebound by D. Jones,82,92
274,3,6:36.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by D. Green),82,95
275,3,6:11.0,B. Beal makes 2-pt layup from 2 ft,,84,95
276,3,5:57.0,,K. Durant misses 2-pt jump shot from 8 ft,84,95
277,3,5:52.0,Defensive rebound by M. Morris,,84,95
278,3,5:44.0,O. Porter makes 3-pt jump shot from 26 ft (assist by J. Wall),,87,95
279,3,5:33.0,,Golden State full timeout,87,95
280,3,5:33.0,,K. Looney enters the game for D. Jones,87,95
281,3,5:16.0,,K. Durant makes 2-pt dunk from 2 ft,87,97
282,3,5:16.0,,Shooting foul by J. Green (drawn by K. Durant),87,97
283,3,5:16.0,,K. Durant makes free throw 1 of 1,87,98
284,3,5:03.0,Shooting foul by K. Looney (drawn by J. Wall),,87,98
285,3,5:03.0,J. Wall makes free throw 1 of 2,,88,98
286,3,5:03.0,K. Oubre enters the game for O. Porter,,88,98
287,3,5:03.0,,A. Iguodala enters the game for K. Thompson,88,98
288,3,5:03.0,J. Wall misses free throw 2 of 2,,88,98
289,3,5:01.0,,Defensive rebound by K. Durant,88,98
290,3,4:53.0,,D. Green misses 3-pt jump shot from 26 ft,88,98
291,3,4:50.0,Defensive rebound by B. Beal,,88,98
292,3,4:50.0,Personal foul by D. Green (drawn by B. Beal),,88,98
293,3,4:50.0,,J. Bell enters the game for D. Green,88,98
294,3,4:38.0,B. Beal misses 2-pt layup from 3 ft,,88,98
295,3,4:36.0,,Defensive rebound by J. Bell,88,98
296,3,4:34.0,,Shooting foul by M. Morris (drawn by S. Curry),88,98
297,3,4:34.0,,S. Curry makes free throw 1 of 2,88,99
298,3,4:34.0,,S. Curry makes free throw 2 of 2,88,100
299,3,4:21.0,Turnover by J. Wall (bad pass; steal by A. Iguodala),,88,100
300,3,4:15.0,,S. Curry makes 3-pt jump shot from 23 ft,88,103
301,3,4:15.0,,Shooting foul by B. Beal (drawn by S. Curry),88,103
302,3,4:15.0,,S. Curry makes free throw 1 of 1,88,104
303,3,3:55.0,M. Morris makes 2-pt jump shot from 11 ft,,90,104
304,3,3:44.0,,A. Iguodala misses 3-pt jump shot from 23 ft,90,104
305,3,3:41.0,,Offensive rebound by K. Looney,90,104
306,3,3:39.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by K. Looney),90,107
307,3,3:29.0,B. Beal makes 3-pt jump shot from 26 ft,,93,107
308,3,3:11.0,,S. Curry misses 2-pt layup from 7 ft,93,107
309,3,3:06.0,Defensive rebound by M. Morris,,93,107
310,3,2:59.0,B. Beal misses 3-pt jump shot from 27 ft,,93,107
311,3,2:55.0,,Defensive rebound by K. Durant,93,107
312,3,2:46.0,,S. Curry makes 3-pt jump shot from 31 ft (assist by K. Durant),93,110
313,3,2:46.0,A. Rivers enters the game for M. Morris,,93,110
314,3,2:46.0,,S. Livingston enters the game for K. Durant,93,110
315,3,2:27.0,J. Wall misses 2-pt layup from 2 ft,,93,110
316,3,2:25.0,,Defensive rebound by A. Iguodala,93,110
317,3,2:22.0,,A. Iguodala misses 2-pt jump shot from 18 ft,93,110
318,3,2:21.0,Defensive rebound by J. Green,,93,110
319,3,2:07.0,B. Beal misses 2-pt jump shot from 11 ft,,93,110
320,3,2:06.0,,Defensive rebound by K. Looney,93,110
321,3,1:54.0,,S. Curry misses 3-pt jump shot from 23 ft,93,110
322,3,1:50.0,,Offensive rebound by S. Livingston,93,110
323,3,1:44.0,,Personal foul by B. Beal (drawn by S. Curry),93,110
324,3,1:44.0,,S. Curry makes free throw 1 of 2,93,111
325,3,1:44.0,,S. Curry makes free throw 2 of 2,93,112
326,3,1:36.0,K. Oubre misses 2-pt layup from 4 ft (block by K. Looney),,93,112
327,3,1:35.0,Offensive rebound by Team,,93,112
328,3,1:26.0,J. Wall misses 2-pt jump shot from 19 ft,,93,112
329,3,1:25.0,,Defensive rebound by S. Curry,93,112
330,3,1:20.0,,S. Curry makes 3-pt jump shot from 31 ft,93,115
331,3,1:00.0,B. Beal makes 2-pt layup from 2 ft,,95,115
332,3,0:51.0,,S. Curry misses 3-pt jump shot from 35 ft,95,115
333,3,0:47.0,Defensive rebound by K. Oubre,,95,115
334,3,0:45.0,Shooting foul by A. Iguodala (drawn by B. Beal),,95,115
335,3,0:45.0,B. Beal makes free throw 1 of 2,,96,115
336,3,0:45.0,T. Satoranský enters the game for J. Wall,,96,115
337,3,0:45.0,,K. Durant enters the game for K. Looney,96,115
338,3,0:45.0,B. Beal makes free throw 2 of 2,,97,115
339,3,0:33.0,,Turnover by S. Curry (step out of bounds),97,115
340,3,0:33.0,J. McRae enters the game for B. Beal,,97,115
341,3,0:14.0,T. Satoranský misses 2-pt jump shot from 20 ft,,97,115
342,3,0:10.0,,Defensive rebound by K. Durant,97,115
343,3,0:02.0,,S. Curry misses 3-pt jump shot from 32 ft,97,115
344,3,0:00.0,Defensive rebound by J. McRae,,97,115
345,4,11:36.0,,Turnover by Team (shot clock),97,115
346,4,11:27.0,Shooting foul by S. Livingston (drawn by T. Satoranský),,97,115
347,4,11:27.0,T. Satoranský makes free throw 1 of 2,,98,115
348,4,11:27.0,T. Satoranský makes free throw 2 of 2,,99,115
349,4,11:08.0,,K. Durant misses 2-pt jump shot from 17 ft,99,115
350,4,11:02.0,Defensive rebound by J. McRae,,99,115
351,4,10:52.0,J. McRae misses 3-pt jump shot from 23 ft,,99,115
352,4,10:50.0,,Defensive rebound by A. Iguodala,99,115
353,4,10:45.0,,Personal foul by A. Rivers (drawn by K. Thompson),99,115
354,4,10:34.0,,Personal foul by J. Green (drawn by K. Thompson),99,115
355,4,10:32.0,,D. Green makes 3-pt jump shot from 28 ft (assist by K. Durant),99,118
356,4,10:20.0,Turnover by T. Satoranský (bad pass; steal by K. Thompson),,99,118
357,4,10:20.0,Violation by Team (kicked ball),,99,118
358,4,10:04.0,,Personal foul by K. Oubre (drawn by D. Green),99,118
359,4,9:50.0,,K. Thompson makes 2-pt jump shot from 17 ft,99,120
360,4,9:35.0,Personal foul by D. Green (drawn by J. Green),,99,120
361,4,9:27.0,K. Oubre misses 3-pt jump shot from 26 ft,,99,120
362,4,9:25.0,,Defensive rebound by Team,99,120
363,4,9:21.0,,K. Durant makes 2-pt dunk from 1 ft,99,122
364,4,9:20.0,Washington full timeout,,99,122
365,4,9:20.0,T. Bryant enters the game for J. Green,,99,122
366,4,9:01.0,J. McRae misses 2-pt jump shot from 17 ft,,99,122
367,4,8:58.0,,Defensive rebound by D. Green,99,122
368,4,8:42.0,,S. Livingston makes 2-pt dunk from 1 ft (assist by K. Durant),99,124
369,4,8:31.0,Personal foul by A. Iguodala (drawn by T. Bryant),,99,124
370,4,8:31.0,,J. Bell enters the game for K. Durant,99,124
371,4,8:31.0,,J. Jerebko enters the game for D. Green,99,124
372,4,8:22.0,T. Satoranský misses 3-pt jump shot from 27 ft,,99,124
373,4,8:22.0,,Defensive rebound by Team,99,124
374,4,8:03.0,,S. Livingston misses 2-pt layup from 3 ft,99,124
375,4,7:59.0,Defensive rebound by T. Bryant,,99,124
376,4,7:58.0,Shooting foul by J. Jerebko (drawn by K. Oubre),,99,124
377,4,7:58.0,K. Oubre makes free throw 1 of 2,,100,124
378,4,7:58.0,K. Oubre makes free throw 2 of 2,,101,124
379,4,7:43.0,,J. Jerebko makes 2-pt jump shot from 18 ft (assist by J. Bell),101,126
380,4,7:24.0,A. Rivers misses 3-pt jump shot from 26 ft,,101,126
381,4,7:21.0,,Defensive rebound by K. Thompson,101,126
382,4,7:16.0,,A. Iguodala makes 2-pt layup at rim (assist by J. Jerebko),101,128
383,4,7:02.0,T. Bryant makes 2-pt layup from 4 ft (assist by T. Satoranský),,103,128
384,4,6:50.0,,K. Thompson misses 3-pt jump shot from 28 ft,103,128
385,4,6:47.0,,Offensive rebound by J. Bell,103,128
386,4,6:44.0,,Golden State full timeout,103,128
