,QUARTER,TIME_REMAINING,NEW YORK_ACTION,ATLANTA_ACTION,NEW YORK_SCORE,ATLANTA_SCORE
0,1,11:45.0,,T. Prince misses 3-pt jump shot from 24 ft,0,0
1,1,11:39.0,Defensive rebound by D. Dotson,,0,0
2,1,11:36.0,Turnover by D. Dotson (bad pass; steal by D. Dedmon),,0,0
3,1,11:32.0,,K. Huerter misses 3-pt jump shot from 25 ft,0,0
4,1,11:29.0,Defensive rebound by D. Jordan,,0,0
5,1,11:26.0,Shooting foul by D. Dedmon (drawn by D. Smith),,0,0
6,1,11:26.0,D. Smith misses free throw 1 of 2,,0,0
7,1,11:26.0,Offensive rebound by Team,,0,0
8,1,11:26.0,D. Smith makes free throw 2 of 2,,1,0
9,1,11:06.0,,J. Collins misses 3-pt jump shot from 23 ft,1,0
10,1,11:03.0,Defensive rebound by Team,,1,0
11,1,10:49.0,D. Smith makes 3-pt jump shot from 25 ft (assist by D. Dotson),,4,0
12,1,10:37.0,,T. Young misses 2-pt jump shot from 14 ft,4,0
13,1,10:32.0,Defensive rebound by D. Jordan,,4,0
14,1,10:15.0,D. Dotson misses 3-pt jump shot from 25 ft,,4,0
15,1,10:13.0,,Defensive rebound by K. Huerter,4,0
16,1,9:57.0,,Turnover by K. Huerter (bad pass; steal by D. Jordan),4,0
17,1,9:48.0,D. Dotson makes 2-pt jump shot from 16 ft (assist by D. Smith),,6,0
18,1,9:33.0,,J. Collins misses 2-pt layup from 3 ft,6,0
19,1,9:30.0,Defensive rebound by D. Jordan,,6,0
20,1,9:26.0,L. Kornet makes 3-pt jump shot from 26 ft (assist by D. Smith),,9,0
21,1,9:09.0,,D. Dedmon misses 3-pt jump shot from 26 ft,9,0
22,1,9:06.0,Defensive rebound by K. Knox,,9,0
23,1,9:02.0,K. Knox makes 3-pt jump shot from 25 ft,,12,0
24,1,9:02.0,,Atlanta full timeout,12,0
25,1,8:45.0,,K. Huerter misses 2-pt jump shot from 21 ft,12,0
26,1,8:42.0,Defensive rebound by K. Knox,,12,0
27,1,8:39.0,D. Smith makes 2-pt layup from 2 ft (assist by K. Knox),,14,0
28,1,8:25.0,,D. Dedmon misses 2-pt jump shot from 20 ft,14,0
29,1,8:24.0,Defensive rebound by Team,,14,0
30,1,8:24.0,,Loose ball foul by J. Collins (drawn by L. Kornet),14,0
31,1,8:11.0,L. Kornet misses 2-pt jump shot from 18 ft,,14,0
32,1,8:08.0,,Defensive rebound by T. Prince,14,0
33,1,8:03.0,,T. Young misses 2-pt layup from 1 ft (block by D. Jordan),14,0
34,1,8:03.0,,Offensive rebound by Team,14,0
35,1,7:54.0,,J. Collins misses 3-pt jump shot from 25 ft,14,0
36,1,7:51.0,Defensive rebound by D. Jordan,,14,0
37,1,7:40.0,K. Knox misses 2-pt layup from 1 ft,,14,0
38,1,7:37.0,,Defensive rebound by K. Huerter,14,0
39,1,7:34.0,,T. Prince misses 2-pt layup from 8 ft,14,0
40,1,7:26.0,,Offensive rebound by J. Collins,14,0
41,1,7:26.0,,J. Collins makes 2-pt dunk from 1 ft,14,2
42,1,7:08.0,Shooting foul by K. Huerter (drawn by D. Dotson),,14,2
43,1,7:08.0,D. Dotson makes free throw 1 of 2,,15,2
44,1,7:08.0,,K. Bazemore enters the game for D. Dedmon,15,2
45,1,7:08.0,,A. Len enters the game for K. Huerter,15,2
46,1,7:08.0,D. Dotson makes free throw 2 of 2,,16,2
47,1,6:57.0,,T. Prince misses 3-pt jump shot from 25 ft,16,2
48,1,6:54.0,Defensive rebound by D. Jordan,,16,2
49,1,6:44.0,L. Kornet misses 3-pt jump shot from 23 ft,,16,2
50,1,6:41.0,,Defensive rebound by A. Len,16,2
51,1,6:35.0,,T. Young misses 2-pt layup from 1 ft,16,2
52,1,6:32.0,,Offensive rebound by T. Young,16,2
53,1,6:31.0,,T. Young misses 2-pt layup from 1 ft,16,2
54,1,6:31.0,,Offensive rebound by K. Bazemore,16,2
55,1,6:28.0,,K. Bazemore makes 2-pt layup from 1 ft,16,4
56,1,6:25.0,Turnover by D. Smith (bad pass; steal by T. Prince),,16,4
57,1,6:18.0,,Shooting foul by D. Dotson (drawn by A. Len),16,4
58,1,6:18.0,,A. Len misses free throw 1 of 2,16,4
59,1,6:18.0,,Offensive rebound by Team,16,4
60,1,6:18.0,K. Allen enters the game for D. Smith,,16,4
61,1,6:18.0,,D. Bembry enters the game for J. Collins,16,4
62,1,6:18.0,,O. Spellman enters the game for T. Young,16,4
63,1,6:18.0,,A. Len makes free throw 2 of 2,16,5
64,1,6:11.0,Personal foul by D. Bembry (drawn by K. Allen),,16,5
65,1,6:04.0,D. Dotson misses 3-pt jump shot from 25 ft,,16,5
66,1,6:01.0,,Defensive rebound by O. Spellman,16,5
67,1,5:53.0,,T. Prince misses 2-pt layup from 6 ft,16,5
68,1,5:53.0,,Offensive rebound by Team,16,5
69,1,5:53.0,Loose ball foul by D. Dotson (drawn by O. Spellman),,16,5
70,1,5:42.0,,O. Spellman misses 3-pt jump shot from 23 ft,16,5
71,1,5:39.0,Defensive rebound by K. Knox,,16,5
72,1,5:33.0,K. Knox misses 2-pt layup from 6 ft (block by A. Len),,16,5
73,1,5:33.0,Offensive rebound by Team,,16,5
74,1,5:33.0,A. Trier enters the game for D. Dotson,,16,5
75,1,5:33.0,,V. Carter enters the game for T. Prince,16,5
76,1,5:21.0,Offensive foul by K. Knox (drawn by V. Carter),,16,5
77,1,5:21.0,Turnover by K. Knox (offensive foul),,16,5
78,1,5:09.0,,Offensive foul by A. Len (drawn by A. Trier),16,5
79,1,5:09.0,,Turnover by A. Len (offensive foul),16,5
80,1,5:09.0,M. Robinson enters the game for D. Jordan,,16,5
81,1,5:02.0,M. Robinson makes 2-pt dunk from 1 ft (assist by K. Allen),,18,5
82,1,4:42.0,,D. Bembry misses 2-pt jump shot from 13 ft,18,5
83,1,4:38.0,Defensive rebound by K. Knox,,18,5
84,1,4:37.0,Shooting foul by K. Bazemore (drawn by K. Knox),,18,5
85,1,4:37.0,K. Knox makes free throw 1 of 2,,19,5
86,1,4:37.0,K. Knox misses free throw 2 of 2,,19,5
87,1,4:35.0,,Defensive rebound by O. Spellman,19,5
88,1,4:27.0,,Personal foul by A. Trier (drawn by O. Spellman),19,5
89,1,4:19.0,,D. Bembry makes 2-pt dunk from 1 ft (assist by O. Spellman),19,7
90,1,4:01.0,Turnover by K. Allen (lost ball; steal by D. Bembry),,19,7
91,1,3:56.0,,K. Bazemore misses 2-pt layup from 1 ft (block by L. Kornet),19,7
92,1,3:49.0,,Offensive rebound by O. Spellman,19,7
93,1,3:49.0,,O. Spellman misses 2-pt layup from 2 ft,19,7
94,1,3:48.0,Defensive rebound by K. Knox,,19,7
95,1,3:48.0,New York full timeout,,19,7
96,1,3:34.0,L. Kornet misses 3-pt jump shot from 26 ft,,19,7
97,1,3:29.0,,Defensive rebound by K. Bazemore,19,7
98,1,3:25.0,,K. Bazemore makes 2-pt layup from 1 ft,19,9
99,1,2:56.0,K. Knox makes 3-pt jump shot from 23 ft (assist by K. Allen),,22,9
100,1,2:39.0,,A. Len misses 3-pt jump shot from 25 ft,22,9
