,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,PHOENIX_ACTION,MILWAUKEE_SCORE,PHOENIX_SCORE
25,1,8:18.0,E. Bledsoe makes 2-pt layup from 1 ft,,16,10
26,1,8:17.0,,Phoenix full timeout,16,10
27,1,8:17.0,N. Mirotić enters the game for G. Antetokounmpo,,16,10
28,1,8:04.0,,D. Booker misses 3-pt jump shot from 23 ft,16,10
29,1,8:02.0,,Offensive rebound by K. Oubre,16,10
30,1,8:02.0,,K. Oubre misses 2-pt layup from 1 ft,16,10
31,1,7:58.0,,Offensive rebound by K. Oubre,16,10
32,1,7:57.0,,K. Oubre makes 2-pt layup from 1 ft,16,12
33,1,7:50.0,B. Lopez makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),,19,12
34,1,7:32.0,,T. Johnson misses 2-pt hook shot from 5 ft,19,12
35,1,7:32.0,Defensive rebound by B. Lopez,,19,12
36,1,7:27.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,19,12
37,1,7:25.0,,Defensive rebound by D. Bender,19,12
38,1,7:14.0,,Turnover by D. Booker (bad pass; steal by M. Brogdon),19,12
39,1,6:56.0,M. Brogdon misses 2-pt layup from 1 ft (block by D. Bender),,19,12
40,1,6:52.0,,Defensive rebound by K. Oubre,19,12
41,1,6:49.0,,K. Oubre misses 3-pt jump shot from 25 ft,19,12
42,1,6:46.0,Defensive rebound by N. Mirotić,,19,12
43,1,6:39.0,K. Middleton misses 3-pt jump shot from 25 ft,,19,12
44,1,6:36.0,,Defensive rebound by D. Bender,19,12
45,1,6:25.0,,D. Booker makes 2-pt jump shot from 3 ft,19,14
46,1,6:13.0,B. Lopez misses 3-pt jump shot from 27 ft,,19,14
47,1,6:09.0,Offensive rebound by M. Brogdon,,19,14
48,1,6:01.0,N. Mirotić makes 3-pt jump shot from 23 ft,,22,14
49,1,5:38.0,,D. Ayton makes 2-pt jump shot from 8 ft (assist by T. Johnson),22,16
50,1,5:33.0,Milwaukee full timeout,,22,16
51,1,5:33.0,G. Antetokounmpo enters the game for E. Bledsoe,,22,16
52,1,5:33.0,E. İlyasova enters the game for M. Brogdon,,22,16
53,1,5:33.0,,M. Bridges enters the game for D. Bender,22,16
54,1,5:33.0,,J. Jackson enters the game for K. Oubre,22,16
55,1,5:21.0,N. Mirotić misses 3-pt jump shot from 26 ft,,22,16
56,1,5:17.0,,Defensive rebound by J. Jackson,22,16
57,1,5:04.0,,D. Ayton misses 2-pt jump shot from 18 ft,22,16
58,1,5:00.0,Defensive rebound by N. Mirotić,,22,16
59,1,4:56.0,K. Middleton misses 3-pt jump shot from 25 ft,,22,16
60,1,4:53.0,Offensive rebound by E. İlyasova,,22,16
61,1,4:49.0,Turnover by K. Middleton (bad pass; steal by T. Johnson),,22,16
62,1,4:45.0,,D. Booker misses 3-pt jump shot from 26 ft,22,16
63,1,4:42.0,Defensive rebound by G. Antetokounmpo,,22,16
64,1,4:25.0,E. İlyasova makes 2-pt layup from 1 ft,,24,16
65,1,4:00.0,,Turnover by Team (shot clock),24,16
66,1,3:48.0,E. İlyasova misses 2-pt layup from 1 ft,,24,16
67,1,3:47.0,Offensive rebound by E. İlyasova,,24,16
68,1,3:37.0,B. Lopez misses 2-pt jump shot from 17 ft,,24,16
69,1,3:34.0,,Defensive rebound by M. Bridges,24,16
70,1,3:24.0,,Turnover by J. Jackson (bad pass),24,16
71,1,3:08.0,B. Lopez misses 3-pt jump shot from 26 ft,,24,16
72,1,3:06.0,Offensive rebound by E. İlyasova,,24,16
73,1,3:05.0,E. İlyasova misses 2-pt layup at rim,,24,16
74,1,3:05.0,Offensive rebound by E. İlyasova,,24,16
75,1,3:05.0,Shooting foul by T. Johnson (drawn by E. İlyasova),,24,16
76,1,3:05.0,E. İlyasova makes free throw 1 of 2,,25,16
77,1,3:05.0,P. Connaughton enters the game for B. Lopez,,25,16
78,1,3:05.0,T. Snell enters the game for K. Middleton,,25,16
79,1,3:05.0,,R. Holmes enters the game for D. Ayton,25,16
80,1,3:05.0,E. İlyasova makes free throw 2 of 2,,26,16
81,1,2:50.0,,Personal foul by P. Connaughton (drawn by D. Booker),26,16
82,1,2:40.0,,J. Jackson makes 2-pt layup from 1 ft (assist by R. Holmes),26,18
83,1,2:40.0,,Shooting foul by E. İlyasova (drawn by J. Jackson),26,18
84,1,2:40.0,,J. Crawford enters the game for T. Johnson,26,18
85,1,2:40.0,,J. Jackson misses free throw 1 of 1,26,18
86,1,2:38.0,Defensive rebound by E. İlyasova,,26,18
87,1,2:22.0,T. Snell makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,28,18
88,1,2:11.0,,Turnover by D. Booker (bad pass; steal by G. Antetokounmpo),28,18
89,1,2:11.0,P. Gasol enters the game for N. Mirotić,,28,18
90,1,1:56.0,G. Antetokounmpo misses 2-pt jump shot from 22 ft,,28,18
91,1,1:53.0,,Defensive rebound by D. Booker,28,18
92,1,1:41.0,,D. Booker misses 2-pt jump shot from 15 ft,28,18
93,1,1:39.0,,Offensive rebound by R. Holmes,28,18
94,1,1:37.0,,D. Booker makes 2-pt jump shot from 12 ft (assist by R. Holmes),28,20
95,1,1:28.0,Turnover by G. Antetokounmpo (traveling),,28,20
96,1,1:28.0,M. Brogdon enters the game for G. Antetokounmpo,,28,20
97,1,1:16.0,,R. Holmes misses 2-pt jump shot from 13 ft,28,20
98,1,1:12.0,Defensive rebound by E. İlyasova,,28,20
99,1,1:03.0,P. Gasol misses 2-pt jump shot from 10 ft,,28,20
100,1,1:01.0,,Defensive rebound by R. Holmes,28,20
101,1,0:55.0,,Turnover by J. Crawford (bad pass),28,20
102,1,0:41.0,M. Brogdon misses 2-pt jump shot from 10 ft (block by J. Jackson),,28,20
103,1,0:38.0,Offensive rebound by M. Brogdon,,28,20
104,1,0:33.0,T. Snell makes 3-pt jump shot from 26 ft (assist by P. Gasol),,31,20
105,1,0:13.0,,J. Crawford misses 2-pt jump shot from 17 ft,31,20
106,1,0:10.0,Defensive rebound by P. Gasol,,31,20
107,1,0:00.0,P. Connaughton misses 3-pt jump shot from 25 ft,,31,20
108,1,0:00.0,Offensive rebound by Team,,31,20
109,2,11:44.0,Violation by Team (kicked ball),,31,20
110,2,11:40.0,,Turnover by J. Crawford (bad pass),31,20
111,2,11:25.0,E. İlyasova misses 2-pt layup from 1 ft,,31,20
112,2,11:24.0,Offensive rebound by E. İlyasova,,31,20
113,2,11:22.0,E. İlyasova makes 2-pt layup from 1 ft,,33,20
114,2,11:04.0,,T. Daniels misses 2-pt jump shot from 19 ft,33,20
115,2,11:01.0,Defensive rebound by E. İlyasova,,33,20
116,2,10:53.0,P. Gasol misses 3-pt jump shot from 23 ft,,33,20
117,2,10:50.0,,Defensive rebound by J. Crawford,33,20
118,2,10:45.0,,J. Crawford makes 2-pt jump shot from 16 ft,33,22
119,2,10:25.0,Turnover by P. Gasol (bad pass; steal by J. Crawford),,33,22
120,2,10:17.0,,J. Crawford misses 2-pt jump shot from 15 ft,33,22
121,2,10:14.0,Defensive rebound by P. Gasol,,33,22
122,2,9:59.0,Turnover by T. Snell (bad pass; steal by J. Jackson),,33,22
123,2,9:54.0,,Offensive foul by J. Jackson (drawn by E. İlyasova),33,22
124,2,9:54.0,,Turnover by J. Jackson (offensive foul),33,22
125,2,9:54.0,G. Antetokounmpo enters the game for E. İlyasova,,33,22
126,2,9:44.0,T. Snell makes 2-pt dunk from 1 ft (assist by G. Antetokounmpo),,35,22
127,2,9:27.0,,Turnover by R. Holmes (lost ball; steal by G. Antetokounmpo),35,22
128,2,9:23.0,Turnover by G. Antetokounmpo (bad pass; steal by M. Bridges),,35,22
129,2,9:19.0,,R. Holmes makes 2-pt dunk from 1 ft (assist by J. Crawford),35,24
130,2,9:03.0,Personal foul by J. Jackson (drawn by P. Gasol),,35,24
131,2,9:03.0,E. Bledsoe enters the game for M. Brogdon,,35,24
132,2,9:03.0,B. Lopez enters the game for P. Gasol,,35,24
133,2,8:57.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,37,24
134,2,8:40.0,,R. Holmes misses 2-pt layup from 2 ft,37,24
135,2,8:38.0,Defensive rebound by G. Antetokounmpo,,37,24
136,2,8:32.0,B. Lopez makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,40,24
137,2,8:31.0,,Phoenix full timeout,40,24
138,2,8:31.0,,D. Ayton enters the game for R. Holmes,40,24
139,2,8:17.0,,T. Daniels makes 2-pt jump shot from 17 ft (assist by J. Crawford),40,26
140,2,8:08.0,B. Lopez misses 3-pt jump shot from 26 ft,,40,26
141,2,8:06.0,,Defensive rebound by Team,40,26
142,2,7:52.0,,J. Crawford makes 2-pt jump shot from 17 ft,40,28
143,2,7:39.0,Offensive foul by G. Antetokounmpo (drawn by J. Jackson),,40,28
144,2,7:39.0,Turnover by G. Antetokounmpo (offensive foul),,40,28
145,2,7:27.0,,J. Crawford misses 2-pt hook shot from 11 ft,40,28
146,2,7:26.0,Defensive rebound by G. Antetokounmpo,,40,28
147,2,7:20.0,B. Lopez misses 3-pt jump shot from 25 ft,,40,28
148,2,7:16.0,,Defensive rebound by J. Jackson,40,28
149,2,7:02.0,,J. Crawford misses 2-pt jump shot from 18 ft,40,28
150,2,6:58.0,Defensive rebound by G. Antetokounmpo,,40,28
151,2,6:37.0,E. Bledsoe misses 2-pt layup from 2 ft (block by D. Ayton),,40,28
152,2,6:37.0,Offensive rebound by Team,,40,28
153,2,6:37.0,K. Middleton enters the game for P. Connaughton,,40,28
154,2,6:37.0,N. Mirotić enters the game for T. Snell,,40,28
155,2,6:37.0,,T. Johnson enters the game for J. Crawford,40,28
156,2,6:37.0,,K. Oubre enters the game for J. Jackson,40,28
157,2,6:37.0,Turnover by Team (shot clock),,40,28
158,2,6:24.0,,T. Johnson misses 2-pt layup from 2 ft (block by N. Mirotić),40,28
159,2,6:21.0,Defensive rebound by K. Middleton,,40,28
160,2,6:21.0,Shooting foul by M. Bridges (drawn by G. Antetokounmpo),,40,28
161,2,6:21.0,Offensive rebound by Team,,40,28
162,2,6:21.0,G. Antetokounmpo misses free throw 1 of 2,,40,28
163,2,6:21.0,,D. Booker enters the game for T. Daniels,40,28
164,2,6:21.0,G. Antetokounmpo makes free throw 2 of 2,,41,28
165,2,6:04.0,,D. Booker misses 2-pt jump shot from 9 ft,41,28
166,2,6:00.0,Defensive rebound by K. Middleton,,41,28
167,2,6:00.0,Personal foul by D. Booker (drawn by K. Middleton),,41,28
168,2,5:53.0,K. Middleton misses 2-pt jump shot from 16 ft,,41,28
169,2,5:50.0,,Defensive rebound by M. Bridges,41,28
170,2,5:41.0,,M. Bridges makes 3-pt jump shot from 23 ft (assist by D. Booker),41,31
171,2,5:29.0,Personal foul by D. Booker (drawn by K. Middleton),,41,31
172,2,5:23.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,43,31
173,2,5:10.0,,D. Ayton misses 2-pt jump shot from 20 ft,43,31
174,2,5:08.0,Defensive rebound by G. Antetokounmpo,,43,31
175,2,4:55.0,N. Mirotić misses 3-pt jump shot from 27 ft,,43,31
176,2,4:51.0,,Defensive rebound by T. Johnson,43,31
177,2,4:41.0,,D. Ayton makes 2-pt dunk from 1 ft (assist by T. Johnson),43,33
178,2,4:33.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by K. Middleton),,45,33
179,2,4:27.0,,Turnover by D. Booker (lost ball; steal by B. Lopez),45,33
180,2,4:20.0,Turnover by E. Bledsoe (bad pass; steal by T. Johnson),,45,33
181,2,4:15.0,,M. Bridges misses 3-pt jump shot from 23 ft,45,33
182,2,4:12.0,,Offensive rebound by D. Ayton,45,33
183,2,4:10.0,,K. Oubre makes 2-pt hook shot from 3 ft (assist by D. Ayton),45,35
184,2,4:09.0,Milwaukee full timeout,,45,35
185,2,4:09.0,E. İlyasova enters the game for G. Antetokounmpo,,45,35
186,2,3:59.0,N. Mirotić makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,48,35
187,2,3:41.0,,M. Bridges misses 3-pt jump shot from 23 ft,48,35
188,2,3:40.0,,Offensive rebound by K. Oubre,48,35
189,2,3:39.0,,K. Oubre makes 2-pt layup from 1 ft,48,37
190,2,3:32.0,Shooting foul by M. Bridges (drawn by N. Mirotić),,48,37
191,2,3:32.0,N. Mirotić makes free throw 1 of 2,,49,37
192,2,3:32.0,,J. Jackson enters the game for M. Bridges,49,37
193,2,3:32.0,N. Mirotić makes free throw 2 of 2,,50,37
194,2,3:14.0,,D. Ayton misses 2-pt jump shot from 21 ft,50,37
195,2,3:12.0,Defensive rebound by K. Middleton,,50,37
196,2,3:05.0,N. Mirotić misses 3-pt jump shot from 26 ft,,50,37
197,2,3:01.0,,Defensive rebound by D. Booker,50,37
198,2,2:52.0,,J. Jackson makes 2-pt jump shot from 15 ft,50,39
199,2,2:28.0,K. Middleton misses 2-pt jump shot from 12 ft,,50,39
200,2,2:26.0,Offensive rebound by E. İlyasova,,50,39
201,2,2:26.0,E. İlyasova misses 2-pt layup from 1 ft,,50,39
202,2,2:25.0,Offensive rebound by N. Mirotić,,50,39
203,2,2:25.0,N. Mirotić misses 2-pt layup from 1 ft,,50,39
204,2,2:22.0,,Defensive rebound by D. Ayton,50,39
205,2,2:21.0,,Shooting foul by K. Middleton (drawn by K. Oubre),50,39
206,2,2:21.0,,K. Oubre makes free throw 1 of 2,50,40
207,2,2:21.0,G. Antetokounmpo enters the game for E. Bledsoe,,50,40
208,2,2:21.0,M. Brogdon enters the game for B. Lopez,,50,40
209,2,2:21.0,,K. Oubre misses free throw 2 of 2,50,40
210,2,2:19.0,Defensive rebound by N. Mirotić,,50,40
211,2,2:08.0,E. İlyasova makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,52,40
212,2,1:52.0,,K. Oubre makes 2-pt layup from 1 ft (assist by J. Jackson),52,42
213,2,1:52.0,,Shooting foul by E. İlyasova (drawn by K. Oubre),52,42
214,2,1:52.0,,K. Oubre misses free throw 1 of 1,52,42
215,2,1:50.0,Defensive rebound by G. Antetokounmpo,,52,42
216,2,1:42.0,G. Antetokounmpo misses 2-pt layup at rim (block by K. Oubre),,52,42
217,2,1:41.0,,Defensive rebound by K. Oubre,52,42
218,2,1:41.0,,Turnover by K. Oubre (bad pass; steal by G. Antetokounmpo),52,42
219,2,1:39.0,G. Antetokounmpo makes 2-pt layup at rim,,54,42
220,2,1:27.0,,T. Johnson makes 2-pt jump shot from 11 ft,54,44
221,2,1:20.0,N. Mirotić misses 3-pt jump shot from 27 ft,,54,44
222,2,1:19.0,Loose ball foul by E. İlyasova (drawn by J. Jackson),,54,44
223,2,1:19.0,,Defensive rebound by Team,54,44
224,2,1:19.0,,J. Jackson makes free throw 1 of 2,54,45
225,2,1:19.0,T. Snell enters the game for E. İlyasova,,54,45
226,2,1:19.0,,J. Jackson makes free throw 2 of 2,54,46
227,2,1:05.0,K. Middleton misses 2-pt jump shot from 13 ft (block by J. Jackson),,54,46
228,2,1:03.0,Offensive rebound by K. Middleton,,54,46
229,2,0:57.0,Turnover by G. Antetokounmpo (bad pass; steal by K. Oubre),,54,46
230,2,0:51.0,,T. Johnson makes 3-pt jump shot from 25 ft (assist by D. Booker),54,49
231,2,0:43.0,N. Mirotić misses 2-pt jump shot from 9 ft,,54,49
232,2,0:41.0,,Defensive rebound by J. Jackson,54,49
233,2,0:30.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by D. Booker),54,52
234,2,0:10.0,K. Middleton misses 3-pt jump shot from 25 ft,,54,52
235,2,0:07.0,,Defensive rebound by K. Oubre,54,52
236,2,0:02.0,,J. Jackson misses 3-pt jump shot from 27 ft,54,52
237,2,0:02.0,Defensive rebound by M. Brogdon,,54,52
238,3,11:47.0,,K. Oubre misses 2-pt jump shot from 18 ft,54,52
239,3,11:43.0,Defensive rebound by M. Brogdon,,54,52
240,3,11:38.0,M. Brogdon misses 3-pt jump shot from 26 ft,,54,52
241,3,11:36.0,,Defensive rebound by D. Ayton,54,52
242,3,11:27.0,,D. Ayton misses 2-pt jump shot from 17 ft,54,52
243,3,11:23.0,Defensive rebound by K. Middleton,,54,52
244,3,11:11.0,K. Middleton misses 3-pt jump shot from 26 ft,,54,52
245,3,11:08.0,,Defensive rebound by D. Ayton,54,52
246,3,10:48.0,,D. Booker misses 2-pt jump shot from 14 ft,54,52
247,3,10:42.0,Defensive rebound by G. Antetokounmpo,,54,52
248,3,10:40.0,G. Antetokounmpo misses 2-pt layup at rim (block by D. Bender),,54,52
249,3,10:40.0,Offensive rebound by Team,,54,52
250,3,10:30.0,Flagrant foul type 1 by D. Bender (drawn by K. Middleton),,54,52
251,3,10:30.0,K. Middleton makes flagrant free throw 1 of 2,,55,52
252,3,10:30.0,K. Middleton misses flagrant free throw 2 of 2,,55,52
253,3,10:30.0,Offensive rebound by Team,,55,52
254,3,10:13.0,M. Brogdon misses 2-pt layup from 1 ft (block by K. Oubre),,55,52
255,3,10:10.0,,Defensive rebound by D. Booker,55,52
256,3,10:10.0,,Personal foul by G. Antetokounmpo (drawn by D. Booker),55,52
257,3,10:02.0,,D. Booker makes 3-pt jump shot from 26 ft (assist by D. Bender),55,55
258,3,9:47.0,,Violation by Team (kicked ball),55,55
259,3,9:41.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by K. Middleton),,57,55
260,3,9:41.0,Shooting foul by D. Ayton (drawn by G. Antetokounmpo),,57,55
261,3,9:41.0,G. Antetokounmpo misses free throw 1 of 1,,57,55
262,3,9:39.0,Offensive rebound by K. Middleton,,57,55
263,3,9:35.0,K. Middleton misses 3-pt jump shot from 23 ft,,57,55
264,3,9:31.0,,Defensive rebound by D. Booker,57,55
265,3,9:23.0,,D. Booker makes 2-pt jump shot from 16 ft,57,57
266,3,9:11.0,Personal foul by D. Booker (drawn by E. Bledsoe),,57,57
267,3,9:04.0,E. Bledsoe makes 2-pt layup at rim,,59,57
268,3,8:50.0,,Turnover by D. Booker (bad pass; steal by K. Middleton),59,57
269,3,8:46.0,K. Middleton misses 2-pt layup from 1 ft (block by K. Oubre),,59,57
270,3,8:43.0,Offensive rebound by G. Antetokounmpo,,59,57
271,3,8:37.0,Personal foul by D. Ayton (drawn by G. Antetokounmpo),,59,57
272,3,8:37.0,,Technical foul by D. Ayton,59,57
273,3,8:37.0,M. Brogdon misses technical free throw,,59,57
274,3,8:37.0,Offensive rebound by Team,,59,57
275,3,8:25.0,E. Bledsoe misses 3-pt jump shot from 22 ft,,59,57
276,3,8:22.0,Offensive rebound by M. Brogdon,,59,57
277,3,8:21.0,M. Brogdon makes 2-pt layup at rim,,61,57
278,3,8:09.0,,Personal foul by M. Brogdon (drawn by T. Johnson),61,57
279,3,8:01.0,,K. Oubre misses 2-pt layup from 1 ft,61,57
280,3,8:01.0,,Offensive rebound by K. Oubre,61,57
281,3,8:01.0,,Shooting foul by E. Bledsoe (drawn by K. Oubre),61,57
282,3,8:01.0,,K. Oubre makes free throw 1 of 2,61,58
283,3,8:01.0,N. Mirotić enters the game for M. Brogdon,,61,58
284,3,8:01.0,,K. Oubre makes free throw 2 of 2,61,59
285,3,7:52.0,E. Bledsoe makes 2-pt jump shot from 16 ft,,63,59
286,3,7:32.0,,T. Johnson misses 3-pt jump shot from 26 ft,63,59
287,3,7:29.0,Defensive rebound by E. Bledsoe,,63,59
288,3,7:24.0,B. Lopez misses 3-pt jump shot from 25 ft,,63,59
289,3,7:20.0,Offensive rebound by N. Mirotić,,63,59
290,3,7:19.0,N. Mirotić misses 2-pt layup from 1 ft,,63,59
291,3,7:17.0,,Defensive rebound by K. Oubre,63,59
292,3,7:07.0,,Turnover by K. Oubre (bad pass; steal by N. Mirotić),63,59
293,3,7:03.0,Turnover by G. Antetokounmpo (bad pass; steal by D. Booker),,63,59
294,3,6:57.0,,K. Oubre makes 2-pt layup from 1 ft (assist by D. Booker),63,61
295,3,6:39.0,Turnover by E. Bledsoe (bad pass; steal by T. Johnson),,63,61
296,3,6:33.0,,T. Johnson misses 2-pt layup from 6 ft,63,61
297,3,6:31.0,Defensive rebound by E. Bledsoe,,63,61
298,3,6:26.0,N. Mirotić misses 3-pt jump shot from 28 ft,,63,61
299,3,6:22.0,,Defensive rebound by D. Bender,63,61
300,3,6:10.0,,Personal foul by E. Bledsoe (drawn by D. Booker),63,61
301,3,6:10.0,,Phoenix full timeout,63,61
302,3,6:10.0,T. Snell enters the game for G. Antetokounmpo,,63,61
303,3,6:01.0,,Shooting foul by K. Middleton (drawn by K. Oubre),63,61
304,3,6:01.0,,K. Oubre makes free throw 1 of 2,63,62
305,3,6:01.0,,J. Jackson enters the game for D. Bender,63,62
306,3,6:01.0,,K. Oubre misses free throw 2 of 2,63,62
307,3,6:00.0,Defensive rebound by N. Mirotić,,63,62
308,3,5:51.0,K. Middleton misses 2-pt layup from 2 ft (block by D. Ayton),,63,62
309,3,5:48.0,,Defensive rebound by D. Ayton,63,62
310,3,5:35.0,,D. Ayton makes 2-pt jump shot from 12 ft,63,64
311,3,5:14.0,E. Bledsoe misses 2-pt layup from 1 ft,,63,64
312,3,5:13.0,,Defensive rebound by D. Ayton,63,64
313,3,5:04.0,,T. Johnson misses 2-pt layup at rim,63,64
314,3,5:03.0,Defensive rebound by K. Middleton,,63,64
315,3,4:59.0,E. Bledsoe makes 2-pt layup from 1 ft,,65,64
316,3,4:35.0,,J. Jackson makes 2-pt jump shot from 20 ft,65,66
317,3,4:29.0,Personal foul by J. Jackson (drawn by N. Mirotić),,65,66
318,3,4:29.0,N. Mirotić makes free throw 1 of 2,,66,66
319,3,4:29.0,M. Brogdon enters the game for E. Bledsoe,,66,66
320,3,4:29.0,P. Connaughton enters the game for B. Lopez,,66,66
321,3,4:29.0,E. İlyasova enters the game for K. Middleton,,66,66
322,3,4:29.0,,M. Bridges enters the game for D. Ayton,66,66
323,3,4:29.0,,R. Holmes enters the game for K. Oubre,66,66
324,3,4:29.0,N. Mirotić makes free throw 2 of 2,,67,66
325,3,4:10.0,,Shooting foul by E. İlyasova (drawn by D. Booker),67,66
326,3,4:10.0,,D. Booker makes free throw 1 of 2,67,67
327,3,4:10.0,,D. Booker makes free throw 2 of 2,67,68
328,3,3:55.0,N. Mirotić misses 3-pt jump shot from 25 ft,,67,68
329,3,3:51.0,,Defensive rebound by R. Holmes,67,68
330,3,3:39.0,,J. Jackson misses 3-pt jump shot from 25 ft,67,68
331,3,3:36.0,Defensive rebound by M. Brogdon,,67,68
332,3,3:24.0,Turnover by N. Mirotić (bad pass; steal by T. Johnson),,67,68
333,3,3:21.0,,T. Johnson makes 2-pt dunk from 1 ft,67,70
334,3,3:20.0,Milwaukee full timeout,,67,70
335,3,3:20.0,G. Antetokounmpo enters the game for N. Mirotić,,67,70
336,3,3:05.0,T. Snell makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,70,70
337,3,2:39.0,,T. Johnson misses 3-pt jump shot from 26 ft,70,70
338,3,2:34.0,,Offensive rebound by T. Johnson,70,70
339,3,2:28.0,,J. Jackson misses 2-pt layup from 2 ft,70,70
340,3,2:25.0,,Offensive rebound by J. Jackson,70,70
341,3,2:25.0,,J. Jackson makes 2-pt layup from 1 ft,70,72
342,3,2:18.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,72,72
343,3,2:13.0,,Shooting foul by P. Connaughton (drawn by D. Booker),72,72
344,3,2:13.0,,D. Booker makes free throw 1 of 2,72,73
345,3,2:13.0,,J. Crawford enters the game for T. Johnson,72,73
346,3,2:13.0,,D. Booker makes free throw 2 of 2,72,74
347,3,2:02.0,M. Brogdon makes 2-pt layup from 1 ft,,74,74
348,3,1:43.0,,D. Booker makes 2-pt jump shot from 11 ft,74,76
349,3,1:34.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,77,76
350,3,1:10.0,,D. Booker misses 2-pt jump shot from 16 ft,77,76
351,3,1:10.0,Defensive rebound by T. Snell,,77,76
352,3,1:02.0,M. Brogdon makes 2-pt layup from 2 ft,,79,76
353,3,0:37.0,,R. Holmes misses 2-pt layup from 1 ft,79,76
354,3,0:36.0,,Offensive rebound by R. Holmes,79,76
355,3,0:33.0,,R. Holmes misses 2-pt layup at rim,79,76
356,3,0:32.0,Defensive rebound by E. İlyasova,,79,76
357,3,0:25.0,M. Brogdon makes 3-pt jump shot from 26 ft (assist by E. İlyasova),,82,76
358,3,0:03.0,,Turnover by J. Jackson (bad pass),82,76
359,3,0:00.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,82,76
360,3,0:00.0,Offensive rebound by Team,,82,76
361,4,11:45.0,T. Snell misses 2-pt layup from 2 ft,,82,76
362,4,11:40.0,G. Antetokounmpo makes 2-pt dunk at rim,,84,76
363,4,11:40.0,Offensive rebound by G. Antetokounmpo,,84,76
364,4,11:29.0,,K. Oubre misses 2-pt layup from 1 ft,84,76
365,4,11:27.0,,Offensive rebound by R. Holmes,84,76
366,4,11:27.0,,R. Holmes misses 2-pt layup from 1 ft,84,76
367,4,11:26.0,,Offensive rebound by M. Bridges,84,76
368,4,11:23.0,,J. Jackson misses 3-pt jump shot from 26 ft,84,76
369,4,11:20.0,,Offensive rebound by R. Holmes,84,76
370,4,11:18.0,,J. Crawford misses 3-pt jump shot from 24 ft,84,76
371,4,11:16.0,,Offensive rebound by J. Crawford,84,76
372,4,11:16.0,,Personal foul by M. Brogdon (drawn by J. Crawford),84,76
373,4,11:04.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by K. Oubre),84,79
374,4,10:45.0,Shooting foul by M. Bridges (drawn by M. Brogdon),,84,79
375,4,10:45.0,M. Brogdon makes free throw 1 of 2,,85,79
