,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MINNESOTA_ACTION,LA LAKERS_SCORE,MINNESOTA_SCORE
0,1,11:40.0,,J. Teague misses 2-pt layup from 2 ft (block by J. McGee),0,0
1,1,11:37.0,Defensive rebound by B. Ingram,,0,0
2,1,11:35.0,K. Kuzma misses 2-pt layup from 1 ft,,0,0
3,1,11:32.0,,Defensive rebound by J. Okogie,0,0
4,1,11:26.0,,J. Butler makes 2-pt jump shot from 14 ft,0,2
5,1,11:18.0,J. McGee makes 2-pt dunk at rim (assist by B. Ingram),,2,2
6,1,11:00.0,,J. Butler misses 2-pt jump shot from 7 ft,2,2
7,1,10:57.0,Defensive rebound by L. James,,2,2
8,1,10:53.0,K. Kuzma misses 3-pt jump shot from 25 ft (block by T. Gibson),,2,2
9,1,10:49.0,,Defensive rebound by J. Okogie,2,2
10,1,10:47.0,,J. Butler makes 2-pt dunk from 1 ft (assist by J. Okogie),2,4
11,1,10:29.0,Personal foul by J. Okogie (drawn by J. McGee),,2,4
12,1,10:22.0,K. Kuzma makes 2-pt dunk from 1 ft,,4,4
13,1,10:09.0,,Turnover by K. Towns (lost ball; steal by J. McGee),4,4
14,1,10:05.0,Turnover by L. Ball (bad pass),,4,4
15,1,9:54.0,,K. Towns makes 2-pt layup from 1 ft (assist by J. Teague),4,6
16,1,9:41.0,K. Kuzma makes 2-pt jump shot from 4 ft (assist by L. James),,6,6
17,1,9:23.0,,T. Gibson makes 2-pt layup from 3 ft (assist by J. Butler),6,8
18,1,9:05.0,K. Kuzma makes 3-pt jump shot from 26 ft (assist by L. James),,9,8
19,1,8:51.0,,J. Okogie makes 3-pt jump shot from 23 ft (assist by J. Teague),9,11
20,1,8:40.0,Offensive foul by B. Ingram (drawn by J. Okogie),,9,11
21,1,8:40.0,Turnover by B. Ingram (offensive foul),,9,11
22,1,8:22.0,,K. Towns makes 3-pt jump shot from 24 ft (assist by J. Okogie),9,14
23,1,8:05.0,L. James misses 2-pt layup from 2 ft (block by K. Towns),,9,14
24,1,8:04.0,Offensive rebound by Team,,9,14
25,1,8:01.0,Turnover by L. James (bad pass; steal by K. Towns),,9,14
26,1,7:58.0,,K. Towns makes 2-pt dunk from 1 ft (assist by J. Teague),9,16
27,1,7:49.0,Turnover by B. Ingram (bad pass; steal by J. Butler),,9,16
28,1,7:38.0,,Turnover by K. Towns (bad pass; steal by L. James),9,16
29,1,7:35.0,K. Kuzma makes 2-pt dunk at rim (assist by L. James),,11,16
30,1,7:26.0,,Turnover by T. Gibson (lost ball; steal by J. McGee),11,16
31,1,7:23.0,K. Kuzma makes 2-pt dunk from 1 ft (assist by L. Ball),,13,16
32,1,7:05.0,,J. Butler makes 2-pt layup from 2 ft (assist by K. Towns),13,18
33,1,6:59.0,B. Ingram misses 2-pt layup from 2 ft (block by K. Towns),,13,18
34,1,6:59.0,,Defensive rebound by J. Teague,13,18
35,1,6:58.0,,Technical foul by L. Walton,13,18
36,1,6:58.0,,Minnesota full timeout,13,18
37,1,6:58.0,J. Hart enters the game for L. James,,13,18
38,1,6:58.0,J. Williams enters the game for J. McGee,,13,18
39,1,6:58.0,,J. Teague makes technical free throw,13,19
40,1,6:47.0,,Shooting foul by J. Hart (drawn by J. Teague),13,19
41,1,6:47.0,,J. Teague makes free throw 1 of 2,13,20
42,1,6:47.0,,J. Teague makes free throw 2 of 2,13,21
