,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,SACRAMENTO_ACTION,NEW ORLEANS_SCORE,SACRAMENTO_SCORE
0,1,11:53.0,,Turnover by B. Hield (lost ball; steal by T. Frazier),0,0
1,1,11:35.0,J. Holiday misses 3-pt jump shot from 25 ft,,0,0
2,1,11:32.0,,Defensive rebound by I. Shumpert,0,0
3,1,11:21.0,,I. Shumpert makes 3-pt jump shot from 23 ft (assist by D. Fox),0,3
4,1,11:03.0,T. Frazier makes 3-pt jump shot from 23 ft (assist by A. Davis),,3,3
5,1,10:44.0,,B. Hield misses 3-pt jump shot from 25 ft,3,3
6,1,10:41.0,Defensive rebound by A. Davis,,3,3
7,1,10:29.0,D. Miller misses 3-pt jump shot from 25 ft,,3,3
8,1,10:27.0,,Defensive rebound by I. Shumpert,3,3
9,1,10:21.0,,D. Fox misses 2-pt jump shot from 23 ft,3,3
10,1,10:18.0,Defensive rebound by J. Holiday,,3,3
11,1,10:10.0,Shooting foul by W. Cauley-Stein (drawn by A. Davis),,3,3
12,1,10:10.0,A. Davis makes free throw 1 of 2,,4,3
13,1,10:10.0,A. Davis makes free throw 2 of 2,,5,3
14,1,9:58.0,,W. Cauley-Stein makes 2-pt jump shot from 14 ft,5,5
15,1,9:46.0,A. Davis misses 2-pt jump shot from 8 ft,,5,5
16,1,9:43.0,Offensive rebound by A. Davis,,5,5
17,1,9:42.0,A. Davis misses 2-pt layup from 4 ft,,5,5
18,1,9:40.0,,Defensive rebound by N. Bjelica,5,5
19,1,9:38.0,,Personal foul by T. Frazier (drawn by B. Hield),5,5
20,1,9:27.0,,B. Hield misses 3-pt jump shot from 26 ft,5,5
21,1,9:25.0,Defensive rebound by J. Randle,,5,5
22,1,9:23.0,J. Randle makes 2-pt layup from 2 ft,,7,5
23,1,9:23.0,Shooting foul by N. Bjelica (drawn by J. Randle),,7,5
24,1,9:23.0,J. Randle makes free throw 1 of 1,,8,5
25,1,9:16.0,,Personal foul by T. Frazier (drawn by B. Hield),8,5
26,1,9:16.0,E. Moore enters the game for T. Frazier,,8,5
27,1,9:04.0,,N. Bjelica misses 2-pt hook shot from 4 ft,8,5
28,1,9:02.0,,Offensive rebound by W. Cauley-Stein,8,5
29,1,8:58.0,,N. Bjelica misses 3-pt jump shot from 25 ft,8,5
30,1,8:52.0,Defensive rebound by D. Miller,,8,5
31,1,8:48.0,J. Randle makes 2-pt layup from 5 ft (assist by J. Holiday),,10,5
32,1,8:38.0,,W. Cauley-Stein misses 2-pt layup from 2 ft,10,5
33,1,8:35.0,Defensive rebound by J. Holiday,,10,5
34,1,8:33.0,E. Moore makes 2-pt jump shot from 7 ft,,12,5
35,1,8:31.0,,Sacramento full timeout,12,5
36,1,8:14.0,,I. Shumpert makes 2-pt jump shot from 14 ft,12,7
37,1,7:54.0,D. Miller makes 2-pt jump shot from 7 ft,,14,7
38,1,7:39.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by D. Fox),14,9
39,1,7:26.0,A. Davis misses 3-pt jump shot from 26 ft,,14,9
40,1,7:23.0,,Defensive rebound by N. Bjelica,14,9
41,1,7:12.0,,I. Shumpert misses 2-pt jump shot from 22 ft,14,9
42,1,7:09.0,Defensive rebound by A. Davis,,14,9
43,1,7:05.0,Turnover by J. Randle (traveling),,14,9
44,1,6:47.0,,Turnover by I. Shumpert (bad pass; steal by A. Davis),14,9
45,1,6:39.0,D. Miller misses 3-pt jump shot from 26 ft,,14,9
46,1,6:36.0,,Defensive rebound by N. Bjelica,14,9
47,1,6:32.0,,I. Shumpert misses 3-pt jump shot from 25 ft,14,9
48,1,6:29.0,Defensive rebound by A. Davis,,14,9
49,1,6:27.0,J. Holiday makes 2-pt layup from 1 ft (assist by A. Davis),,16,9
50,1,6:27.0,Shooting foul by I. Shumpert (drawn by J. Holiday),,16,9
51,1,6:27.0,J. Okafor enters the game for J. Randle,,16,9
52,1,6:27.0,,B. Bogdanović enters the game for B. Hield,16,9
53,1,6:27.0,J. Holiday makes free throw 1 of 1,,17,9
54,1,6:17.0,,W. Cauley-Stein misses 2-pt dunk from 1 ft,17,9
55,1,6:14.0,Defensive rebound by J. Okafor,,17,9
56,1,6:05.0,E. Moore misses 3-pt jump shot from 22 ft,,17,9
57,1,6:03.0,,Defensive rebound by N. Bjelica,17,9
58,1,5:56.0,,N. Bjelica misses 2-pt jump shot from 21 ft,17,9
59,1,5:53.0,Defensive rebound by J. Okafor,,17,9
60,1,5:41.0,J. Holiday makes 2-pt layup from 2 ft (assist by D. Miller),,19,9
61,1,5:25.0,,W. Cauley-Stein misses 2-pt hook shot from 4 ft,19,9
62,1,5:22.0,,Offensive rebound by B. Bogdanović,19,9
63,1,5:19.0,,B. Bogdanović misses 2-pt jump shot from 17 ft,19,9
64,1,5:17.0,Defensive rebound by J. Holiday,,19,9
65,1,5:15.0,,Violation by Team (kicked ball),19,9
66,1,5:15.0,S. Hill enters the game for D. Miller,,19,9
67,1,5:15.0,,J. Jackson enters the game for I. Shumpert,19,9
68,1,5:08.0,S. Hill makes 2-pt layup from 2 ft (assist by E. Moore),,21,9
69,1,5:08.0,,Sacramento full timeout,21,9
70,1,5:08.0,,K. Koufos enters the game for W. Cauley-Stein,21,9
71,1,4:55.0,,D. Fox misses 2-pt jump shot from 19 ft,21,9
72,1,4:52.0,Defensive rebound by J. Okafor,,21,9
73,1,4:32.0,A. Davis misses 2-pt layup from 2 ft,,21,9
74,1,4:29.0,,Defensive rebound by N. Bjelica,21,9
75,1,4:25.0,,Offensive foul by K. Koufos (drawn by J. Okafor),21,9
76,1,4:25.0,,Turnover by K. Koufos (offensive foul),21,9
77,1,4:12.0,E. Moore makes 2-pt jump shot from 9 ft (assist by J. Holiday),,23,9
78,1,3:56.0,,K. Koufos misses 2-pt hook shot from 7 ft,23,9
79,1,3:53.0,Defensive rebound by S. Hill,,23,9
80,1,3:47.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by S. Hill),,26,9
81,1,3:30.0,,D. Fox makes 2-pt jump shot from 8 ft,26,11
82,1,3:30.0,,Shooting foul by J. Okafor (drawn by D. Fox),26,11
83,1,3:30.0,F. Jackson enters the game for J. Holiday,,26,11
84,1,3:30.0,,D. Fox misses free throw 1 of 1,26,11
85,1,3:27.0,Defensive rebound by S. Hill,,26,11
86,1,3:15.0,S. Hill misses 3-pt jump shot from 25 ft,,26,11
87,1,3:09.0,Offensive rebound by J. Okafor,,26,11
88,1,3:05.0,J. Okafor makes 2-pt layup from 2 ft,,28,11
89,1,2:59.0,,B. Bogdanović makes 2-pt layup from 4 ft (assist by D. Fox),28,13
90,1,2:45.0,Personal foul by D. Fox (drawn by A. Davis),,28,13
