,QUARTER,TIME_REMAINING,INDIANA_ACTION,DENVER_ACTION,INDIANA_SCORE,DENVER_SCORE
70,1,1:58.0,D. McDermott enters the game for W. Matthews,,29,23
71,1,1:58.0,,P. Millsap enters the game for W. Barton,29,23
72,1,1:58.0,,J. Murray enters the game for N. Jokić,29,23
73,1,1:58.0,M. Turner makes free throw 2 of 2,,30,23
74,1,1:45.0,,Turnover by P. Millsap (traveling),30,23
75,1,1:45.0,T. Young enters the game for M. Turner,,30,23
76,1,1:30.0,D. Sabonis makes 2-pt layup from 1 ft,,32,23
77,1,1:14.0,,J. Murray makes 2-pt layup from 4 ft,32,25
78,1,0:58.0,T. Young makes 2-pt hook shot from 4 ft,,34,25
79,1,0:49.0,,Personal foul by T. Evans (drawn by P. Millsap),34,25
80,1,0:45.0,,J. Murray misses 3-pt jump shot from 26 ft,34,25
81,1,0:41.0,Defensive rebound by T. Young,,34,25
82,1,0:34.0,C. Joseph misses 2-pt jump shot from 9 ft,,34,25
83,1,0:28.0,Offensive rebound by D. Sabonis,,34,25
84,1,0:28.0,D. Sabonis misses 2-pt layup at rim,,34,25
85,1,0:27.0,,Defensive rebound by M. Morris,34,25
86,1,0:12.0,,J. Murray misses 3-pt jump shot from 25 ft,34,25
87,1,0:08.0,Defensive rebound by T. Evans,,34,25
88,1,0:01.0,T. Young makes 2-pt layup from 1 ft (assist by D. Sabonis),,36,25
89,2,11:44.0,,M. Beasley makes 3-pt jump shot from 23 ft (assist by M. Morris),36,28
90,2,11:29.0,D. McDermott misses 3-pt jump shot from 22 ft,,36,28
91,2,11:26.0,,Defensive rebound by M. Plumlee,36,28
92,2,11:20.0,,M. Morris misses 2-pt jump shot from 12 ft,36,28
93,2,11:17.0,Defensive rebound by T. Evans,,36,28
94,2,11:12.0,T. Evans misses 2-pt layup from 2 ft (block by P. Millsap),,36,28
95,2,11:07.0,Offensive rebound by T. Young,,36,28
96,2,11:07.0,T. Young makes 2-pt layup at rim,,38,28
97,2,10:45.0,,J. Murray misses 3-pt jump shot from 26 ft,38,28
98,2,10:41.0,Defensive rebound by D. Sabonis,,38,28
99,2,10:28.0,D. McDermott makes 2-pt layup from 1 ft (assist by T. Evans),,40,28
100,2,10:12.0,,Shooting foul by D. Sabonis (drawn by M. Plumlee),40,28
101,2,10:12.0,,M. Plumlee misses free throw 1 of 2,40,28
102,2,10:12.0,,Offensive rebound by Team,40,28
103,2,10:12.0,,M. Plumlee misses free throw 2 of 2,40,28
104,2,10:10.0,Defensive rebound by D. Sabonis,,40,28
105,2,9:58.0,Shooting foul by P. Millsap (drawn by D. Sabonis),,40,28
106,2,9:58.0,,J. Hernangómez enters the game for M. Plumlee,40,28
107,2,9:58.0,D. Sabonis misses free throw 1 of 2,,40,28
108,2,9:58.0,Offensive rebound by Team,,40,28
109,2,9:58.0,D. Sabonis makes free throw 2 of 2,,41,28
110,2,9:38.0,,J. Hernangómez misses 3-pt jump shot from 25 ft,41,28
111,2,9:35.0,Defensive rebound by T. Evans,,41,28
112,2,9:31.0,D. McDermott makes 3-pt jump shot from 22 ft (assist by T. Evans),,44,28
113,2,9:27.0,,Denver full timeout,44,28
114,2,9:13.0,,Turnover by M. Morris (lost ball; steal by C. Joseph),44,28
115,2,8:57.0,T. Young misses 2-pt layup from 4 ft (block by J. Hernangómez),,44,28
116,2,8:55.0,,Defensive rebound by J. Hernangómez,44,28
117,2,8:52.0,,M. Beasley makes 3-pt jump shot from 23 ft (assist by J. Hernangómez),44,31
118,2,8:37.0,Turnover by T. Young (bad pass; steal by M. Beasley),,44,31
119,2,8:33.0,,Turnover by M. Beasley (lost ball; steal by D. Sabonis),44,31
120,2,8:29.0,Shooting foul by P. Millsap (drawn by T. Evans),,44,31
121,2,8:29.0,M. Turner enters the game for T. Young,,44,31
122,2,8:29.0,,W. Barton enters the game for P. Millsap,44,31
123,2,8:29.0,,N. Jokić enters the game for J. Murray,44,31
124,2,8:29.0,T. Evans misses free throw 1 of 2,,44,31
125,2,8:29.0,Offensive rebound by Team,,44,31
126,2,8:29.0,T. Evans misses free throw 2 of 2,,44,31
127,2,8:27.0,,Defensive rebound by W. Barton,44,31
128,2,8:18.0,,Personal foul by T. Evans (drawn by M. Morris),44,31
129,2,8:18.0,W. Matthews enters the game for T. Evans,,44,31
130,2,8:15.0,,M. Beasley misses 3-pt jump shot from 25 ft,44,31
131,2,8:11.0,Defensive rebound by D. Sabonis,,44,31
132,2,7:58.0,Shooting foul by J. Hernangómez (drawn by D. Sabonis),,44,31
133,2,7:58.0,D. Sabonis misses free throw 1 of 2,,44,31
134,2,7:58.0,Offensive rebound by Team,,44,31
135,2,7:58.0,D. Sabonis makes free throw 2 of 2,,45,31
136,2,7:50.0,,Personal foul by M. Turner (drawn by N. Jokić),45,31
137,2,7:42.0,,Offensive foul by J. Hernangómez (drawn by W. Matthews),45,31
138,2,7:42.0,,Turnover by J. Hernangómez (offensive foul),45,31
139,2,7:28.0,D. Sabonis makes 2-pt hook shot from 6 ft (assist by W. Matthews),,47,31
140,2,7:13.0,,N. Jokić misses 2-pt jump shot from 11 ft,47,31
141,2,7:13.0,Defensive rebound by M. Turner,,47,31
142,2,6:51.0,M. Turner makes 2-pt layup from 4 ft (assist by W. Matthews),,49,31
143,2,6:28.0,,N. Jokić misses 3-pt jump shot from 25 ft,49,31
144,2,6:27.0,,Offensive rebound by Team,49,31
145,2,6:27.0,B. Bogdanović enters the game for D. McDermott,,49,31
146,2,6:27.0,,G. Harris enters the game for M. Beasley,49,31
147,2,6:27.0,,P. Millsap enters the game for J. Hernangómez,49,31
148,2,6:18.0,,M. Morris makes 2-pt jump shot from 6 ft (assist by W. Barton),49,33
149,2,6:05.0,W. Matthews misses 3-pt jump shot from 25 ft,,49,33
150,2,6:01.0,,Defensive rebound by P. Millsap,49,33
151,2,6:01.0,,J. Murray enters the game for M. Morris,49,33
152,2,5:48.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by J. Murray),49,36
153,2,5:41.0,Indiana full timeout,,49,36
154,2,5:41.0,D. Collison enters the game for C. Joseph,,49,36
155,2,5:41.0,T. Young enters the game for D. Sabonis,,49,36
156,2,5:25.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,49,36
157,2,5:22.0,,Defensive rebound by W. Barton,49,36
158,2,5:11.0,,Shooting foul by D. Collison (drawn by W. Barton),49,36
159,2,5:11.0,,W. Barton makes free throw 1 of 2,49,37
160,2,5:11.0,,W. Barton makes free throw 2 of 2,49,38
161,2,4:55.0,T. Young makes 3-pt jump shot from 25 ft (assist by D. Collison),,52,38
162,2,4:39.0,,G. Harris makes 2-pt jump shot from 8 ft (assist by N. Jokić),52,40
163,2,4:17.0,D. Collison makes 2-pt jump shot from 17 ft,,54,40
164,2,4:00.0,,Personal foul by T. Young (drawn by P. Millsap),54,40
165,2,4:00.0,,P. Millsap makes free throw 1 of 2,54,41
166,2,4:00.0,,P. Millsap makes free throw 2 of 2,54,42
167,2,3:39.0,D. Collison makes 2-pt jump shot from 5 ft (assist by T. Young),,56,42
168,2,3:39.0,Shooting foul by J. Murray (drawn by D. Collison),,56,42
169,2,3:39.0,D. Collison makes free throw 1 of 1,,57,42
170,2,3:26.0,,Turnover by N. Jokić (traveling),57,42
171,2,3:16.0,Personal foul by G. Harris (drawn by D. Collison),,57,42
172,2,3:16.0,D. Collison makes free throw 1 of 2,,58,42
173,2,3:16.0,D. Collison misses free throw 2 of 2,,58,42
174,2,3:14.0,,Defensive rebound by P. Millsap,58,42
175,2,2:53.0,,N. Jokić misses 2-pt layup from 1 ft,58,42
176,2,2:50.0,,Offensive rebound by N. Jokić,58,42
177,2,2:50.0,,N. Jokić makes 2-pt layup from 1 ft,58,44
178,2,2:39.0,Turnover by B. Bogdanović (traveling),,58,44
179,2,2:17.0,,P. Millsap misses 2-pt jump shot from 6 ft,58,44
180,2,2:13.0,,Offensive rebound by P. Millsap,58,44
181,2,2:13.0,,P. Millsap makes 2-pt layup from 1 ft,58,46
182,2,2:02.0,Turnover by W. Matthews (bad pass),,58,46
183,2,1:59.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by P. Millsap),58,49
184,2,1:34.0,Shooting foul by P. Millsap (drawn by M. Turner),,58,49
185,2,1:34.0,M. Turner makes free throw 1 of 2,,59,49
186,2,1:34.0,,M. Plumlee enters the game for P. Millsap,59,49
187,2,1:34.0,M. Turner makes free throw 2 of 2,,60,49
188,2,1:22.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by N. Jokić),60,52
189,2,1:05.0,T. Young misses 3-pt jump shot from 24 ft,,60,52
190,2,1:04.0,,Defensive rebound by Team,60,52
191,2,0:48.0,,N. Jokić misses 3-pt jump shot from 25 ft,60,52
192,2,0:46.0,,Offensive rebound by G. Harris,60,52
193,2,0:40.0,,J. Murray makes 2-pt jump shot from 9 ft (assist by G. Harris),60,54
194,2,0:19.0,T. Young misses 3-pt jump shot from 25 ft,,60,54
195,2,0:16.0,,Defensive rebound by W. Barton,60,54
196,2,0:01.0,,W. Barton makes 3-pt jump shot from 25 ft,60,57
197,3,11:44.0,,G. Harris misses 3-pt jump shot from 24 ft,60,57
198,3,11:39.0,Defensive rebound by W. Matthews,,60,57
199,3,11:17.0,B. Bogdanović misses 2-pt jump shot from 16 ft,,60,57
200,3,11:15.0,,Defensive rebound by P. Millsap,60,57
201,3,11:01.0,,P. Millsap misses 2-pt jump shot from 4 ft,60,57
202,3,10:58.0,Defensive rebound by D. Collison,,60,57
203,3,10:53.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,60,57
204,3,10:51.0,,Defensive rebound by P. Millsap,60,57
205,3,10:43.0,,J. Murray makes 2-pt layup from 2 ft,60,59
206,3,10:22.0,B. Bogdanović makes 2-pt jump shot from 3 ft (assist by M. Turner),,62,59
207,3,10:02.0,,G. Harris makes 2-pt jump shot from 2 ft (assist by N. Jokić),62,61
208,3,9:44.0,T. Young misses 2-pt jump shot from 13 ft,,62,61
209,3,9:41.0,,Defensive rebound by G. Harris,62,61
210,3,9:35.0,,J. Murray misses 2-pt layup from 2 ft,62,61
211,3,9:34.0,,Offensive rebound by N. Jokić,62,61
212,3,9:29.0,,P. Millsap misses 3-pt jump shot from 22 ft,62,61
213,3,9:25.0,Defensive rebound by B. Bogdanović,,62,61
214,3,9:09.0,D. Collison misses 2-pt jump shot from 17 ft,,62,61
215,3,9:06.0,,Defensive rebound by G. Harris,62,61
216,3,9:02.0,,G. Harris misses 2-pt layup from 3 ft (block by M. Turner),62,61
217,3,8:58.0,Defensive rebound by B. Bogdanović,,62,61
218,3,8:52.0,M. Turner misses 3-pt jump shot from 26 ft,,62,61
219,3,8:49.0,,Defensive rebound by W. Barton,62,61
220,3,8:40.0,,Turnover by N. Jokić (lost ball; steal by M. Turner),62,61
221,3,8:32.0,D. Collison misses 2-pt jump shot from 20 ft,,62,61
222,3,8:27.0,Offensive rebound by T. Young,,62,61
223,3,8:27.0,T. Young misses 2-pt layup from 1 ft,,62,61
224,3,8:26.0,,Defensive rebound by N. Jokić,62,61
225,3,8:15.0,,G. Harris makes 2-pt layup from 2 ft (assist by W. Barton),62,63
226,3,8:15.0,Indiana full timeout,,62,63
227,3,8:01.0,Shooting foul by W. Barton (drawn by W. Matthews),,62,63
228,3,8:01.0,W. Matthews misses free throw 1 of 2,,62,63
229,3,8:01.0,Offensive rebound by Team,,62,63
230,3,8:01.0,W. Matthews makes free throw 2 of 2,,63,63
231,3,7:49.0,,J. Murray misses 2-pt layup from 3 ft,63,63
232,3,7:46.0,Defensive rebound by W. Matthews,,63,63
233,3,7:43.0,W. Matthews misses 3-pt jump shot from 25 ft,,63,63
234,3,7:39.0,Offensive rebound by T. Young,,63,63
235,3,7:26.0,Turnover by Team (shot clock),,63,63
236,3,7:07.0,,W. Barton misses 3-pt jump shot from 24 ft,63,63
237,3,7:03.0,Defensive rebound by W. Matthews,,63,63
238,3,6:58.0,D. Collison makes 2-pt layup from 2 ft,,65,63
239,3,6:46.0,,N. Jokić makes 3-pt jump shot from 24 ft (assist by W. Barton),65,66
240,3,6:25.0,T. Young misses 2-pt jump shot from 15 ft,,65,66
241,3,6:22.0,,Defensive rebound by N. Jokić,65,66
242,3,6:13.0,,J. Murray makes 2-pt layup from 2 ft,65,68
243,3,5:51.0,Turnover by D. Collison (bad pass; steal by W. Barton),,65,68
244,3,5:51.0,,Personal foul by D. Collison (drawn by W. Barton),65,68
245,3,5:51.0,D. Sabonis enters the game for T. Young,,65,68
246,3,5:45.0,,J. Murray misses 3-pt jump shot from 24 ft,65,68
247,3,5:40.0,Defensive rebound by W. Matthews,,65,68
248,3,5:32.0,Turnover by M. Turner (lost ball; steal by J. Murray),,65,68
249,3,5:29.0,,Shooting foul by W. Matthews (drawn by P. Millsap),65,68
250,3,5:29.0,,P. Millsap makes free throw 1 of 2,65,69
251,3,5:29.0,,M. Morris enters the game for J. Murray,65,69
252,3,5:29.0,,P. Millsap makes free throw 2 of 2,65,70
253,3,5:07.0,D. Sabonis makes 2-pt jump shot from 3 ft (assist by D. Collison),,67,70
254,3,4:52.0,,Shooting foul by M. Turner (drawn by G. Harris),67,70
255,3,4:52.0,,G. Harris makes free throw 1 of 2,67,71
256,3,4:52.0,,M. Plumlee enters the game for P. Millsap,67,71
257,3,4:52.0,,G. Harris misses free throw 2 of 2,67,71
258,3,4:50.0,Defensive rebound by M. Turner,,67,71
259,3,4:42.0,Turnover by D. Sabonis (bad pass; steal by G. Harris),,67,71
260,3,4:37.0,,G. Harris misses 2-pt dunk from 2 ft,67,71
261,3,4:35.0,,Offensive rebound by W. Barton,67,71
262,3,4:34.0,,M. Morris misses 3-pt jump shot from 24 ft,67,71
263,3,4:34.0,Defensive rebound by Team,,67,71
264,3,4:31.0,Flagrant foul type 1 by M. Plumlee (drawn by D. Sabonis),,67,71
265,3,4:31.0,D. Sabonis makes flagrant free throw 1 of 2,,68,71
266,3,4:31.0,D. Sabonis makes flagrant free throw 2 of 2,,69,71
267,3,4:21.0,D. Sabonis misses 2-pt hook shot from 6 ft,,69,71
268,3,4:19.0,,Defensive rebound by N. Jokić,69,71
269,3,4:07.0,,N. Jokić misses 2-pt jump shot from 9 ft,69,71
270,3,4:03.0,Defensive rebound by D. Sabonis,,69,71
271,3,3:54.0,D. Sabonis misses 2-pt jump shot from 11 ft,,69,71
272,3,3:51.0,,Defensive rebound by N. Jokić,69,71
273,3,3:32.0,,W. Barton misses 3-pt jump shot from 25 ft,69,71
274,3,3:29.0,Defensive rebound by D. Sabonis,,69,71
275,3,3:21.0,W. Matthews misses 3-pt jump shot from 24 ft,,69,71
276,3,3:20.0,,Defensive rebound by Team,69,71
277,3,3:20.0,Loose ball foul by D. Sabonis (drawn by N. Jokić),,69,71
278,3,3:20.0,T. Evans enters the game for B. Bogdanović,,69,71
279,3,3:20.0,C. Joseph enters the game for W. Matthews,,69,71
280,3,3:20.0,,M. Beasley enters the game for G. Harris,69,71
281,3,3:05.0,,Offensive foul by N. Jokić (drawn by M. Turner),69,71
282,3,3:05.0,,Turnover by N. Jokić (offensive foul),69,71
283,3,3:05.0,D. McDermott enters the game for D. Collison,,69,71
284,3,2:49.0,M. Turner misses 3-pt jump shot from 25 ft,,69,71
285,3,2:46.0,Offensive rebound by D. Sabonis,,69,71
286,3,2:42.0,D. Sabonis makes 2-pt jump shot from 7 ft,,71,71
287,3,2:42.0,,Denver full timeout,71,71
288,3,2:42.0,,J. Murray enters the game for W. Barton,71,71
289,3,2:26.0,,N. Jokić misses 2-pt jump shot from 14 ft,71,71
290,3,2:23.0,Defensive rebound by T. Evans,,71,71
291,3,2:03.0,T. Evans misses 3-pt jump shot from 24 ft,,71,71
292,3,2:01.0,,Defensive rebound by M. Plumlee,71,71
293,3,1:45.0,,J. Murray makes 3-pt jump shot from 24 ft (assist by M. Plumlee),71,74
294,3,1:25.0,D. Sabonis makes 2-pt jump shot from 8 ft (assist by T. Evans),,73,74
295,3,1:07.0,,M. Beasley makes 2-pt jump shot from 6 ft (assist by N. Jokić),73,76
296,3,0:55.0,D. McDermott misses 3-pt jump shot from 26 ft,,73,76
297,3,0:51.0,,Defensive rebound by J. Murray,73,76
298,3,0:34.0,,N. Jokić makes 3-pt jump shot from 25 ft (assist by M. Plumlee),73,79
299,3,0:17.0,Shooting foul by M. Plumlee (drawn by T. Evans),,73,79
300,3,0:17.0,T. Evans makes free throw 1 of 2,,74,79
301,3,0:17.0,T. Young enters the game for M. Turner,,74,79
302,3,0:17.0,,P. Millsap enters the game for N. Jokić,74,79
303,3,0:17.0,T. Evans makes free throw 2 of 2,,75,79
304,3,0:01.0,,M. Morris misses 2-pt jump shot from 17 ft,75,79
305,3,0:01.0,Defensive rebound by T. Young,,75,79
306,4,11:47.0,T. Evans makes 2-pt layup from 2 ft,,77,79
307,4,11:47.0,Shooting foul by M. Plumlee (drawn by T. Evans),,77,79
308,4,11:47.0,T. Evans makes free throw 1 of 1,,78,79
309,4,11:28.0,,Personal foul by C. Joseph (drawn by J. Murray),78,79
310,4,11:20.0,,Personal foul by C. Joseph (drawn by J. Murray),78,79
311,4,11:13.0,,Shooting foul by C. Joseph (drawn by J. Murray),78,79
312,4,11:13.0,,J. Murray makes free throw 1 of 2,78,80
313,4,11:13.0,,J. Murray makes free throw 2 of 2,78,81
314,4,10:58.0,T. Young makes 2-pt jump shot from 4 ft (assist by D. Sabonis),,80,81
315,4,10:38.0,,P. Millsap makes 2-pt jump shot from 4 ft (assist by M. Plumlee),80,83
316,4,10:26.0,T. Evans misses 3-pt jump shot from 25 ft,,80,83
317,4,10:24.0,,Defensive rebound by J. Murray,80,83
318,4,10:04.0,,M. Plumlee misses 3-pt jump shot from 24 ft,80,83
319,4,10:02.0,Defensive rebound by T. Evans,,80,83
320,4,9:51.0,C. Joseph misses 2-pt jump shot from 22 ft,,80,83
321,4,9:48.0,,Defensive rebound by P. Millsap,80,83
322,4,9:29.0,,J. Murray makes 2-pt layup from 1 ft (assist by M. Plumlee),80,85
323,4,9:29.0,Indiana full timeout,,80,85
324,4,9:29.0,B. Bogdanović enters the game for D. McDermott,,80,85
325,4,9:17.0,Shooting foul by M. Plumlee (drawn by D. Sabonis),,80,85
326,4,9:17.0,D. Sabonis misses free throw 1 of 2,,80,85
327,4,9:17.0,Offensive rebound by Team,,80,85
328,4,9:17.0,D. Sabonis misses free throw 2 of 2,,80,85
329,4,9:15.0,,Defensive rebound by P. Millsap,80,85
330,4,9:06.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by M. Morris),80,87
331,4,9:06.0,,Shooting foul by D. Sabonis (drawn by M. Plumlee),80,87
332,4,9:06.0,,M. Plumlee misses free throw 1 of 1,80,87
333,4,9:02.0,Defensive rebound by C. Joseph,,80,87
334,4,8:47.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,80,87
335,4,8:46.0,,Defensive rebound by Team,80,87
336,4,8:32.0,,P. Millsap makes 2-pt jump shot from 13 ft (assist by M. Beasley),80,89
337,4,8:32.0,,Shooting foul by B. Bogdanović (drawn by P. Millsap),80,89
338,4,8:32.0,,P. Millsap misses free throw 1 of 1,80,89
339,4,8:29.0,Defensive rebound by B. Bogdanović,,80,89
340,4,8:18.0,Shooting foul by J. Murray (drawn by C. Joseph),,80,89
341,4,8:18.0,C. Joseph misses free throw 1 of 2,,80,89
342,4,8:18.0,Offensive rebound by Team,,80,89
343,4,8:18.0,C. Joseph makes free throw 2 of 2,,81,89
344,4,7:58.0,,M. Plumlee makes 2-pt hook shot from 7 ft,81,91
345,4,7:32.0,D. Sabonis makes 2-pt dunk at rim (assist by C. Joseph),,83,91
346,4,7:05.0,,M. Beasley misses 3-pt jump shot from 26 ft,83,91
347,4,7:03.0,Defensive rebound by Team,,83,91
348,4,7:03.0,,W. Barton enters the game for P. Millsap,83,91
349,4,7:03.0,,N. Jokić enters the game for J. Murray,83,91
350,4,6:44.0,T. Evans misses 2-pt jump shot from 5 ft (block by M. Plumlee),,83,91
351,4,6:40.0,Offensive rebound by T. Young,,83,91
352,4,6:39.0,T. Young makes 2-pt layup from 2 ft,,85,91
353,4,6:28.0,,M. Beasley makes 3-pt jump shot from 25 ft (assist by W. Barton),85,94
354,4,6:11.0,D. Sabonis misses 2-pt hook shot from 4 ft,,85,94
355,4,6:08.0,Offensive rebound by T. Young,,85,94
356,4,6:01.0,Personal foul by M. Plumlee (drawn by C. Joseph),,85,94
357,4,6:01.0,M. Turner enters the game for T. Young,,85,94
358,4,5:47.0,C. Joseph misses 2-pt jump shot from 18 ft (block by M. Plumlee),,85,94
359,4,5:47.0,Offensive rebound by Team,,85,94
360,4,5:47.0,Turnover by Team (shot clock),,85,94
361,4,5:24.0,,N. Jokić misses 3-pt jump shot from 26 ft,85,94
362,4,5:23.0,,Offensive rebound by M. Beasley,85,94
363,4,5:23.0,,Turnover by Team (shot clock),85,94
364,4,5:23.0,Indiana full timeout,,85,94
365,4,5:23.0,D. Collison enters the game for T. Evans,,85,94
366,4,5:23.0,W. Matthews enters the game for C. Joseph,,85,94
367,4,5:23.0,,G. Harris enters the game for M. Beasley,85,94
368,4,5:23.0,,P. Millsap enters the game for M. Morris,85,94
369,4,5:23.0,,J. Murray enters the game for M. Plumlee,85,94
370,4,5:07.0,B. Bogdanović misses 2-pt jump shot from 13 ft (block by G. Harris),,85,94
371,4,5:05.0,,Defensive rebound by P. Millsap,85,94
372,4,4:50.0,,N. Jokić makes 2-pt layup from 2 ft (assist by P. Millsap),85,96
373,4,4:39.0,D. Collison makes 2-pt jump shot from 22 ft,,87,96
374,4,4:24.0,,Turnover by N. Jokić (bad pass; steal by M. Turner),87,96
375,4,4:19.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,87,96
376,4,4:14.0,,Defensive rebound by P. Millsap,87,96
377,4,3:53.0,,W. Barton misses 3-pt jump shot from 24 ft,87,96
378,4,3:50.0,Defensive rebound by B. Bogdanović,,87,96
379,4,3:45.0,Personal foul by J. Murray (drawn by B. Bogdanović),,87,96
380,4,3:45.0,,Denver full timeout,87,96
381,4,3:45.0,T. Young enters the game for D. Sabonis,,87,96
382,4,3:45.0,B. Bogdanović makes free throw 1 of 2,,88,96
383,4,3:45.0,B. Bogdanović makes free throw 2 of 2,,89,96
384,4,3:25.0,,Turnover by W. Barton (lost ball; steal by D. Collison),89,96
385,4,3:20.0,D. Collison misses 2-pt layup from 4 ft,,89,96
386,4,3:17.0,,Defensive rebound by P. Millsap,89,96
