,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,UTAH_ACTION,LA CLIPPERS_SCORE,UTAH_SCORE
79,1,3:57.0,D. Gallinari makes 2-pt layup from 3 ft,,28,12
80,1,3:57.0,Shooting foul by R. Gobert (drawn by D. Gallinari),,28,12
81,1,3:57.0,M. Harrell enters the game for I. Zubac,,28,12
82,1,3:57.0,D. Gallinari makes free throw 1 of 1,,29,12
83,1,3:43.0,,Shooting foul by L. Shamet (drawn by D. Mitchell),29,12
84,1,3:43.0,,D. Mitchell makes free throw 1 of 2,29,13
85,1,3:43.0,G. Temple enters the game for L. Shamet,,29,13
86,1,3:43.0,,D. Mitchell makes free throw 2 of 2,29,14
87,1,3:32.0,Turnover by L. Williams (bad pass; steal by R. O'Neale),,29,14
88,1,3:28.0,,Personal foul by L. Williams (drawn by R. Gobert),29,14
89,1,3:28.0,,R. Gobert makes free throw 1 of 2,29,15
90,1,3:28.0,J. Green enters the game for D. Gallinari,,29,15
91,1,3:28.0,,R. Gobert makes free throw 2 of 2,29,16
92,1,3:15.0,L. Williams misses 2-pt jump shot from 14 ft,,29,16
93,1,3:11.0,,Defensive rebound by R. O'Neale,29,16
94,1,3:03.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by R. O'Neale),29,19
95,1,3:00.0,LA Clippers full timeout,,29,19
96,1,3:00.0,,J. Ingles enters the game for D. Mitchell,29,19
97,1,3:00.0,,R. Neto enters the game for R. O'Neale,29,19
98,1,2:40.0,M. Harrell misses 2-pt jump shot from 7 ft,,29,19
99,1,2:38.0,,Defensive rebound by R. Neto,29,19
100,1,2:38.0,T. Wallace enters the game for P. Beverley,,29,19
101,1,2:16.0,,Offensive foul by R. Gobert (drawn by M. Harrell),29,19
102,1,2:16.0,,Turnover by R. Gobert (offensive foul),29,19
103,1,2:16.0,,D. Favors enters the game for R. Gobert,29,19
104,1,2:09.0,L. Williams misses 2-pt jump shot from 21 ft,,29,19
105,1,2:06.0,,Defensive rebound by R. Neto,29,19
106,1,1:57.0,,J. Crowder misses 2-pt jump shot from 11 ft,29,19
107,1,1:53.0,,Offensive rebound by R. Neto,29,19
108,1,1:48.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by R. Neto),29,22
109,1,1:26.0,T. Wallace misses 2-pt layup from 6 ft,,29,22
110,1,1:25.0,,Defensive rebound by J. Crowder,29,22
111,1,1:18.0,,J. Crowder misses 2-pt layup from 2 ft,29,22
112,1,1:17.0,,Offensive rebound by D. Favors,29,22
113,1,1:14.0,,D. Favors misses 2-pt layup from 2 ft,29,22
114,1,1:13.0,Defensive rebound by T. Wallace,,29,22
115,1,1:07.0,J. Green misses 3-pt jump shot from 26 ft,,29,22
116,1,1:04.0,,Defensive rebound by J. Crowder,29,22
117,1,0:52.0,,D. Favors makes 2-pt dunk from 2 ft (assist by J. Ingles),29,24
118,1,0:50.0,Personal foul by J. Ingles (drawn by L. Williams),,29,24
119,1,0:50.0,L. Williams makes free throw 1 of 2,,30,24
120,1,0:50.0,L. Williams makes free throw 2 of 2,,31,24
121,1,0:37.0,,Personal foul by G. Temple (drawn by J. Ingles),31,24
122,1,0:37.0,,J. Ingles misses free throw 1 of 2,31,24
123,1,0:37.0,,Offensive rebound by Team,31,24
124,1,0:37.0,,J. Ingles misses free throw 2 of 2,31,24
125,1,0:35.0,Defensive rebound by M. Harrell,,31,24
126,1,0:30.0,T. Wallace misses 2-pt layup from 3 ft,,31,24
127,1,0:27.0,J. Green makes 2-pt dunk at rim,,33,24
128,1,0:27.0,Offensive rebound by J. Green,,33,24
129,1,0:18.0,,D. Favors makes 2-pt layup from 2 ft (assist by J. Ingles),33,26
130,1,0:00.0,G. Temple misses 3-pt jump shot from 23 ft (block by K. Korver),,33,26
131,1,0:00.0,Offensive rebound by Team,,33,26
132,2,11:49.0,T. Wallace misses 2-pt jump shot from 7 ft (block by D. Favors),,33,26
133,2,11:46.0,,Defensive rebound by D. Favors,33,26
134,2,11:36.0,,R. Neto misses 2-pt layup from 2 ft,33,26
135,2,11:33.0,Defensive rebound by M. Harrell,,33,26
136,2,11:29.0,T. Wallace misses 2-pt layup from 5 ft (block by D. Favors),,33,26
137,2,11:25.0,,Defensive rebound by J. Ingles,33,26
138,2,11:20.0,,R. Neto misses 3-pt jump shot from 23 ft,33,26
139,2,11:18.0,Defensive rebound by M. Harrell,,33,26
140,2,11:00.0,M. Harrell makes 2-pt layup from 5 ft,,35,26
141,2,10:37.0,,Turnover by K. Korver (bad pass; steal by L. Williams),35,26
142,2,10:33.0,G. Temple makes 2-pt layup from 3 ft (assist by L. Williams),,37,26
143,2,10:20.0,,Personal foul by G. Temple (drawn by J. Ingles),37,26
144,2,10:20.0,,T. Sefolosha enters the game for J. Crowder,37,26
145,2,10:13.0,,Personal foul by M. Harrell (drawn by J. Ingles),37,26
146,2,10:04.0,,D. Favors misses 2-pt jump shot from 11 ft,37,26
147,2,10:01.0,Defensive rebound by M. Harrell,,37,26
148,2,9:52.0,Shooting foul by T. Sefolosha (drawn by J. Green),,37,26
149,2,9:52.0,J. Green makes free throw 1 of 2,,38,26
150,2,9:52.0,J. Green makes free throw 2 of 2,,39,26
151,2,9:39.0,,J. Ingles misses 2-pt layup from 5 ft,39,26
152,2,9:38.0,,Offensive rebound by D. Favors,39,26
153,2,9:37.0,,D. Favors makes 2-pt dunk from 2 ft,39,28
154,2,9:21.0,Turnover by J. Green (bad pass; steal by T. Sefolosha),,39,28
155,2,9:13.0,,D. Favors makes 2-pt dunk from 2 ft (assist by J. Ingles),39,30
156,2,8:57.0,L. Williams makes 2-pt layup from 3 ft,,41,30
157,2,8:39.0,,Turnover by R. Neto (bad pass; steal by G. Temple),41,30
158,2,8:33.0,,Loose ball foul by K. Korver (drawn by L. Williams),41,30
159,2,8:33.0,S. Gilgeous-Alexander enters the game for T. Wallace,,41,30
160,2,8:33.0,,D. Mitchell enters the game for J. Ingles,41,30
161,2,8:33.0,,R. O'Neale enters the game for R. Neto,41,30
162,2,8:24.0,M. Harrell misses 2-pt layup from 4 ft,,41,30
163,2,8:23.0,,Defensive rebound by D. Favors,41,30
164,2,8:16.0,,D. Mitchell makes 2-pt jump shot from 13 ft,41,32
165,2,8:16.0,P. Beverley enters the game for G. Temple,,41,32
166,2,8:16.0,,R. Rubio enters the game for K. Korver,41,32
167,2,7:56.0,L. Williams misses 2-pt layup from 4 ft,,41,32
168,2,7:54.0,,Defensive rebound by D. Favors,41,32
169,2,7:46.0,,T. Sefolosha misses 3-pt jump shot from 26 ft,41,32
170,2,7:43.0,Defensive rebound by L. Williams,,41,32
171,2,7:41.0,LA Clippers full timeout,,41,32
172,2,7:41.0,,R. Gobert enters the game for D. Favors,41,32
173,2,7:36.0,J. Green makes 2-pt jump shot from 17 ft,,43,32
174,2,7:17.0,,D. Mitchell misses 2-pt jump shot from 10 ft (block by P. Beverley),43,32
175,2,7:14.0,Defensive rebound by P. Beverley,,43,32
176,2,7:06.0,L. Williams misses 2-pt jump shot from 9 ft,,43,32
177,2,7:02.0,,Defensive rebound by R. Gobert,43,32
178,2,6:56.0,,D. Mitchell makes 3-pt jump shot from 25 ft (assist by R. O'Neale),43,35
179,2,6:39.0,Personal foul by D. Mitchell (drawn by L. Williams),,43,35
180,2,6:39.0,D. Gallinari enters the game for M. Harrell,,43,35
181,2,6:28.0,J. Green misses 3-pt jump shot from 25 ft,,43,35
182,2,6:24.0,,Defensive rebound by R. O'Neale,43,35
183,2,6:17.0,,D. Mitchell makes 2-pt layup from 4 ft,43,37
184,2,5:58.0,P. Beverley misses 3-pt jump shot from 26 ft,,43,37
185,2,5:54.0,,Defensive rebound by T. Sefolosha,43,37
186,2,5:46.0,,R. Rubio misses 2-pt jump shot from 18 ft,43,37
187,2,5:43.0,Defensive rebound by J. Green,,43,37
188,2,5:31.0,S. Gilgeous-Alexander makes 2-pt jump shot from 18 ft,,45,37
189,2,5:09.0,,Shooting foul by S. Gilgeous-Alexander (drawn by D. Mitchell),45,37
190,2,5:09.0,,D. Mitchell makes free throw 1 of 2,45,38
191,2,5:09.0,L. Shamet enters the game for J. Green,,45,38
192,2,5:09.0,I. Zubac enters the game for L. Williams,,45,38
193,2,5:09.0,,J. Crowder enters the game for T. Sefolosha,45,38
194,2,5:09.0,,D. Mitchell makes free throw 2 of 2,45,39
195,2,4:51.0,Shooting foul by R. Rubio (drawn by I. Zubac),,45,39
196,2,4:51.0,I. Zubac misses free throw 1 of 2,,45,39
197,2,4:51.0,Offensive rebound by Team,,45,39
198,2,4:51.0,G. Temple enters the game for S. Gilgeous-Alexander,,45,39
199,2,4:51.0,I. Zubac makes free throw 2 of 2,,46,39
200,2,4:35.0,,Personal foul by L. Shamet (drawn by D. Mitchell),46,39
201,2,4:25.0,,J. Crowder misses 3-pt jump shot from 25 ft,46,39
202,2,4:21.0,Defensive rebound by P. Beverley,,46,39
203,2,4:14.0,P. Beverley misses 2-pt jump shot from 10 ft,,46,39
204,2,4:12.0,Offensive rebound by I. Zubac,,46,39
205,2,4:12.0,I. Zubac misses 2-pt layup from 3 ft,,46,39
206,2,4:12.0,Offensive rebound by I. Zubac,,46,39
207,2,4:08.0,I. Zubac misses 2-pt layup at rim,,46,39
208,2,4:07.0,Offensive rebound by I. Zubac,,46,39
209,2,4:07.0,I. Zubac misses 2-pt layup at rim,,46,39
210,2,4:06.0,,Defensive rebound by D. Mitchell,46,39
211,2,4:02.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by D. Mitchell),46,41
212,2,3:45.0,L. Shamet makes 2-pt layup from 1 ft (assist by I. Zubac),,48,41
213,2,3:33.0,,R. O'Neale misses 3-pt jump shot from 26 ft,48,41
214,2,3:29.0,Defensive rebound by P. Beverley,,48,41
215,2,3:24.0,D. Gallinari misses 3-pt jump shot from 26 ft,,48,41
216,2,3:22.0,,Defensive rebound by J. Crowder,48,41
217,2,3:15.0,,Utah full timeout,48,41
218,2,3:15.0,,J. Ingles enters the game for R. O'Neale,48,41
219,2,3:01.0,,D. Mitchell makes 2-pt jump shot from 11 ft (assist by R. Gobert),48,43
220,2,2:45.0,D. Gallinari misses 3-pt jump shot from 22 ft,,48,43
221,2,2:42.0,,Defensive rebound by R. Gobert,48,43
222,2,2:33.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by J. Ingles),48,45
223,2,2:18.0,Personal foul by J. Crowder (drawn by D. Gallinari),,48,45
224,2,2:18.0,D. Gallinari misses free throw 1 of 2,,48,45
225,2,2:18.0,Offensive rebound by Team,,48,45
226,2,2:18.0,L. Williams enters the game for G. Temple,,48,45
227,2,2:18.0,D. Gallinari makes free throw 2 of 2,,49,45
228,2,2:06.0,,J. Crowder misses 3-pt jump shot from 23 ft,49,45
229,2,2:04.0,,Offensive rebound by J. Crowder,49,45
230,2,1:53.0,,J. Ingles misses 3-pt jump shot from 25 ft,49,45
231,2,1:50.0,Defensive rebound by P. Beverley,,49,45
232,2,1:37.0,L. Williams makes 3-pt jump shot from 24 ft,,52,45
233,2,1:24.0,,Personal foul by L. Shamet (drawn by R. Rubio),52,45
234,2,1:24.0,,R. Rubio makes free throw 1 of 2,52,46
235,2,1:24.0,G. Temple enters the game for L. Shamet,,52,46
236,2,1:24.0,,R. Rubio makes free throw 2 of 2,52,47
237,2,1:13.0,I. Zubac misses 2-pt dunk from 4 ft (block by R. Gobert),,52,47
238,2,1:11.0,,Defensive rebound by J. Crowder,52,47
239,2,1:06.0,,Turnover by D. Mitchell (lost ball; steal by G. Temple),52,47
240,2,1:01.0,D. Gallinari misses 3-pt jump shot from 25 ft,,52,47
241,2,0:58.0,,Defensive rebound by J. Ingles,52,47
242,2,0:47.0,,R. Rubio misses 2-pt layup from 1 ft,52,47
243,2,0:45.0,Defensive rebound by I. Zubac,,52,47
244,2,0:39.0,P. Beverley makes 2-pt layup from 4 ft (assist by G. Temple),,54,47
245,2,0:31.0,,R. Rubio makes 2-pt layup from 3 ft,54,49
246,2,0:13.0,L. Williams misses 2-pt jump shot from 10 ft (block by R. Gobert),,54,49
247,2,0:09.0,,Defensive rebound by R. Rubio,54,49
248,2,0:08.0,,J. Crowder misses 2-pt layup from 1 ft,54,49
249,2,0:08.0,Defensive rebound by G. Temple,,54,49
250,2,0:02.0,Personal foul by J. Ingles (drawn by L. Williams),,54,49
251,2,0:02.0,L. Williams makes free throw 1 of 2,,55,49
252,2,0:02.0,S. Thornwell enters the game for G. Temple,,55,49
253,2,0:02.0,L. Williams makes free throw 2 of 2,,56,49
254,2,0:00.0,,D. Mitchell misses 3-pt jump shot from 67 ft,56,49
255,2,0:00.0,,Offensive rebound by Team,56,49
256,3,11:50.0,D. Gallinari misses 3-pt jump shot from 24 ft,,56,49
257,3,11:48.0,,Defensive rebound by R. Rubio,56,49
258,3,11:36.0,,Turnover by R. Gobert (lost ball; steal by S. Gilgeous-Alexander),56,49
259,3,11:33.0,S. Gilgeous-Alexander makes 2-pt dunk from 3 ft,,58,49
260,3,11:18.0,,D. Favors misses 3-pt jump shot from 24 ft,58,49
261,3,11:15.0,Defensive rebound by P. Beverley,,58,49
262,3,11:10.0,P. Beverley misses 3-pt jump shot from 26 ft,,58,49
263,3,11:06.0,,Defensive rebound by D. Mitchell,58,49
264,3,10:59.0,,Shooting foul by S. Gilgeous-Alexander (drawn by D. Mitchell),58,49
265,3,10:59.0,,Offensive rebound by Team,58,49
266,3,10:59.0,,D. Mitchell misses free throw 1 of 2,58,49
267,3,10:59.0,,D. Mitchell makes free throw 2 of 2,58,50
268,3,10:41.0,Turnover by D. Gallinari (bad pass; steal by R. Rubio),,58,50
269,3,10:36.0,,D. Mitchell makes 3-pt jump shot from 24 ft (assist by R. Rubio),58,53
270,3,10:23.0,L. Shamet misses 2-pt jump shot from 15 ft (block by J. Ingles),,58,53
271,3,10:21.0,,Defensive rebound by J. Ingles,58,53
272,3,10:14.0,,D. Mitchell makes 3-pt jump shot from 26 ft (assist by J. Ingles),58,56
273,3,10:12.0,LA Clippers full timeout,,58,56
274,3,9:59.0,P. Beverley misses 3-pt jump shot from 26 ft,,58,56
275,3,9:56.0,,Defensive rebound by D. Favors,58,56
276,3,9:45.0,,R. Gobert misses 2-pt layup from 3 ft,58,56
277,3,9:43.0,,Offensive rebound by R. Gobert,58,56
278,3,9:42.0,,R. Gobert makes 2-pt layup from 2 ft,58,58
279,3,9:29.0,I. Zubac misses 2-pt hook shot from 7 ft (block by R. Gobert),,58,58
280,3,9:27.0,,Defensive rebound by R. Gobert,58,58
281,3,9:19.0,,R. Rubio misses 2-pt jump shot from 5 ft,58,58
282,3,9:16.0,,Offensive rebound by R. Rubio,58,58
283,3,9:08.0,,J. Ingles makes 2-pt jump shot from 22 ft,58,60
284,3,8:52.0,I. Zubac makes 2-pt layup from 6 ft (assist by S. Gilgeous-Alexander),,60,60
285,3,8:36.0,,Turnover by R. Rubio (bad pass),60,60
286,3,8:36.0,L. Williams enters the game for S. Gilgeous-Alexander,,60,60
287,3,8:25.0,P. Beverley makes 2-pt jump shot from 6 ft,,62,60
288,3,8:17.0,,D. Mitchell misses 2-pt jump shot from 20 ft,62,60
289,3,8:12.0,,R. Gobert makes 2-pt dunk at rim,62,62
290,3,8:12.0,,Offensive rebound by R. Gobert,62,62
291,3,8:00.0,P. Beverley makes 2-pt jump shot from 8 ft (assist by I. Zubac),,64,62
292,3,7:54.0,,Shooting foul by D. Gallinari (drawn by D. Favors),64,62
293,3,7:54.0,S. Gilgeous-Alexander enters the game for L. Shamet,,64,62
294,3,7:54.0,,D. Favors makes free throw 1 of 2,64,63
295,3,7:54.0,,D. Favors misses free throw 2 of 2,64,63
296,3,7:52.0,Defensive rebound by I. Zubac,,64,63
297,3,7:44.0,D. Gallinari misses 2-pt jump shot from 12 ft,,64,63
298,3,7:41.0,,Defensive rebound by D. Mitchell,64,63
299,3,7:31.0,,Personal foul by P. Beverley (drawn by D. Mitchell),64,63
300,3,7:31.0,,J. Crowder enters the game for D. Favors,64,63
301,3,7:24.0,,Shooting foul by I. Zubac (drawn by R. Gobert),64,63
302,3,7:24.0,,R. Gobert makes free throw 1 of 2,64,64
303,3,7:24.0,M. Harrell enters the game for I. Zubac,,64,64
304,3,7:24.0,,R. Gobert makes free throw 2 of 2,64,65
305,3,7:07.0,P. Beverley makes 3-pt jump shot from 25 ft (assist by L. Williams),,67,65
306,3,6:49.0,,R. Gobert misses 2-pt layup from 5 ft,67,65
307,3,6:48.0,Defensive rebound by Team,,67,65
308,3,6:38.0,S. Gilgeous-Alexander misses 2-pt jump shot from 15 ft (block by J. Ingles),,67,65
309,3,6:36.0,,Defensive rebound by Team,67,65
310,3,6:36.0,Loose ball foul by S. Gilgeous-Alexander (drawn by R. Gobert),,67,65
311,3,6:36.0,,R. Gobert makes free throw 1 of 2,67,66
312,3,6:36.0,G. Temple enters the game for S. Gilgeous-Alexander,,67,66
313,3,6:36.0,,R. Gobert misses free throw 2 of 2,67,66
314,3,6:35.0,,Offensive rebound by J. Ingles,67,66
315,3,6:30.0,,R. Rubio makes 2-pt layup from 2 ft (assist by J. Ingles),67,68
316,3,6:27.0,LA Clippers full timeout,,67,68
317,3,6:16.0,Shooting foul by R. Gobert (drawn by D. Gallinari),,67,68
318,3,6:16.0,D. Gallinari makes free throw 1 of 2,,68,68
319,3,6:16.0,D. Gallinari makes free throw 2 of 2,,69,68
320,3,6:02.0,,Turnover by D. Mitchell (bad pass; steal by P. Beverley),69,68
321,3,5:58.0,Turnover by P. Beverley (bad pass; steal by R. Rubio),,69,68
322,3,5:54.0,,J. Crowder makes 3-pt jump shot from 24 ft (assist by R. Rubio),69,71
323,3,5:35.0,M. Harrell makes 2-pt jump shot from 14 ft (assist by D. Gallinari),,71,71
324,3,5:20.0,,R. Rubio makes 2-pt layup from 2 ft,71,73
325,3,5:09.0,L. Williams makes 2-pt jump shot from 20 ft,,73,73
326,3,4:50.0,,R. Gobert misses 2-pt layup from 2 ft,73,73
327,3,4:49.0,Defensive rebound by P. Beverley,,73,73
328,3,4:41.0,G. Temple misses 3-pt jump shot from 25 ft,,73,73
329,3,4:37.0,,Defensive rebound by R. Gobert,73,73
330,3,4:31.0,,Turnover by D. Mitchell (lost ball; steal by P. Beverley),73,73
331,3,4:29.0,Personal foul by R. Rubio (drawn by G. Temple),,73,73
332,3,4:29.0,J. Green enters the game for D. Gallinari,,73,73
333,3,4:29.0,,R. O'Neale enters the game for J. Ingles,73,73
334,3,4:25.0,J. Green makes 2-pt jump shot from 16 ft (assist by L. Williams),,75,73
335,3,4:05.0,,R. Rubio misses 3-pt jump shot from 25 ft,75,73
336,3,4:02.0,Defensive rebound by P. Beverley,,75,73
337,3,3:47.0,J. Green misses 3-pt jump shot from 25 ft,,75,73
338,3,3:45.0,,Defensive rebound by R. Gobert,75,73
339,3,3:36.0,,D. Mitchell makes 2-pt jump shot from 7 ft (assist by R. Rubio),75,75
340,3,3:23.0,L. Williams misses 2-pt jump shot from 10 ft,,75,75
341,3,3:16.0,,Defensive rebound by R. Gobert,75,75
342,3,3:12.0,,R. Rubio makes 2-pt jump shot from 8 ft,75,77
343,3,3:12.0,,Shooting foul by G. Temple (drawn by R. Rubio),75,77
344,3,3:12.0,L. Shamet enters the game for P. Beverley,,75,77
345,3,3:12.0,,D. Favors enters the game for J. Crowder,75,77
346,3,3:12.0,,J. Ingles enters the game for R. Gobert,75,77
347,3,3:12.0,,K. Korver enters the game for D. Mitchell,75,77
348,3,3:12.0,,R. Rubio makes free throw 1 of 1,75,78
349,3,2:55.0,G. Temple misses 2-pt layup from 6 ft (block by D. Favors),,75,78
350,3,2:52.0,,Defensive rebound by D. Favors,75,78
351,3,2:45.0,,K. Korver misses 3-pt jump shot from 26 ft,75,78
352,3,2:43.0,Defensive rebound by M. Harrell,,75,78
353,3,2:38.0,L. Williams misses 2-pt jump shot from 18 ft,,75,78
354,3,2:32.0,J. Green makes 2-pt dunk from 1 ft,,77,78
355,3,2:32.0,Offensive rebound by J. Green,,77,78
356,3,2:18.0,,Offensive foul by D. Favors (drawn by L. Shamet),77,78
357,3,2:18.0,,Turnover by D. Favors (offensive foul),77,78
358,3,2:18.0,,R. Neto enters the game for R. Rubio,77,78
359,3,2:08.0,Turnover by L. Williams (bad pass; steal by D. Favors),,77,78
360,3,1:59.0,,J. Ingles misses 3-pt jump shot from 23 ft,77,78
361,3,1:56.0,,Offensive rebound by D. Favors,77,78
362,3,1:43.0,,J. Ingles misses 2-pt layup from 2 ft,77,78
363,3,1:42.0,Defensive rebound by M. Harrell,,77,78
364,3,1:37.0,L. Williams makes 2-pt layup from 2 ft,,79,78
365,3,1:17.0,,R. O'Neale misses 3-pt jump shot from 25 ft,79,78
366,3,1:16.0,Defensive rebound by Team,,79,78
367,3,1:03.0,M. Harrell makes 2-pt dunk from 3 ft (assist by L. Williams),,81,78
368,3,0:52.0,,K. Korver misses 2-pt layup from 4 ft (block by M. Harrell),81,78
369,3,0:49.0,Defensive rebound by J. Green,,81,78
370,3,0:48.0,L. Shamet makes 2-pt layup from 3 ft (assist by G. Temple),,83,78
371,3,0:37.0,,Shooting foul by M. Harrell (drawn by D. Favors),83,78
372,3,0:37.0,,D. Favors makes free throw 1 of 2,83,79
373,3,0:37.0,,J. Crowder enters the game for K. Korver,83,79
374,3,0:37.0,,D. Favors makes free throw 2 of 2,83,80
375,3,0:28.0,Turnover by L. Williams (bad pass; steal by R. O'Neale),,83,80
376,3,0:06.0,,R. Neto makes 3-pt jump shot from 22 ft (assist by D. Favors),83,83
377,3,0:04.0,Turnover by J. Green (bad pass; steal by J. Crowder),,83,83
378,3,0:01.0,,J. Crowder misses 3-pt jump shot from 25 ft,83,83
379,3,0:01.0,,Offensive rebound by R. O'Neale,83,83
380,3,0:00.0,,R. O'Neale misses 2-pt layup from 1 ft,83,83
