,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DENVER_ACTION,SAN ANTONIO_SCORE,DENVER_SCORE
37,1,6:17.0,L. Aldridge misses 2-pt jump shot from 14 ft,,11,11
38,1,6:13.0,,Defensive rebound by T. Craig,11,11
39,1,6:11.0,,Personal foul by L. Aldridge (drawn by N. Jokić),11,11
40,1,6:11.0,R. Gay enters the game for J. Poeltl,,11,11
41,1,6:04.0,,G. Harris misses 3-pt jump shot from 26 ft,11,11
42,1,6:02.0,,Offensive rebound by P. Millsap,11,11
43,1,5:53.0,,P. Millsap misses 3-pt jump shot from 25 ft,11,11
44,1,5:51.0,Defensive rebound by R. Gay,,11,11
45,1,5:44.0,R. Gay misses 3-pt jump shot from 24 ft,,11,11
46,1,5:41.0,,Defensive rebound by T. Craig,11,11
47,1,5:23.0,,G. Harris makes 3-pt jump shot from 23 ft (assist by P. Millsap),11,14
48,1,4:59.0,D. DeRozan misses 2-pt layup from 2 ft,,11,14
49,1,4:57.0,,Defensive rebound by N. Jokić,11,14
50,1,4:50.0,,Personal foul by R. Gay (drawn by P. Millsap),11,14
51,1,4:50.0,M. Belinelli enters the game for B. Forbes,,11,14
52,1,4:50.0,,M. Beasley enters the game for T. Craig,11,14
53,1,4:37.0,,J. Murray misses 3-pt jump shot from 22 ft,11,14
54,1,4:34.0,,Offensive rebound by P. Millsap,11,14
55,1,4:30.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by M. Beasley),11,17
56,1,4:12.0,D. DeRozan misses 2-pt jump shot from 7 ft,,11,17
57,1,4:10.0,,Defensive rebound by J. Murray,11,17
58,1,4:02.0,,G. Harris makes 2-pt layup from 2 ft (assist by N. Jokić),11,19
59,1,4:02.0,San Antonio full timeout,,11,19
60,1,4:02.0,D. Bertāns enters the game for D. DeRozan,,11,19
61,1,4:02.0,P. Mills enters the game for D. White,,11,19
62,1,3:49.0,P. Mills misses 3-pt jump shot from 23 ft,,11,19
63,1,3:45.0,,Defensive rebound by J. Murray,11,19
64,1,3:38.0,,Turnover by J. Murray (bad pass; steal by L. Aldridge),11,19
65,1,3:33.0,M. Belinelli misses 3-pt jump shot from 25 ft,,11,19
66,1,3:32.0,,Defensive rebound by Team,11,19
67,1,3:32.0,Loose ball foul by R. Gay (drawn by P. Millsap),,11,19
68,1,3:09.0,,Turnover by P. Millsap (lost ball; steal by P. Mills),11,19
69,1,3:09.0,,M. Morris enters the game for P. Millsap,11,19
70,1,3:09.0,,M. Plumlee enters the game for J. Murray,11,19
71,1,2:48.0,Shooting foul by M. Plumlee (drawn by L. Aldridge),,11,19
72,1,2:48.0,L. Aldridge makes free throw 1 of 2,,12,19
73,1,2:48.0,L. Aldridge misses free throw 2 of 2,,12,19
74,1,2:46.0,,Defensive rebound by M. Beasley,12,19
75,1,2:31.0,,Turnover by N. Jokić (lost ball; steal by P. Mills),12,19
76,1,2:22.0,R. Gay makes 2-pt jump shot from 18 ft,,14,19
77,1,1:59.0,,M. Plumlee misses 2-pt hook shot from 6 ft,14,19
78,1,1:58.0,Defensive rebound by D. Bertāns,,14,19
79,1,1:44.0,L. Aldridge misses 2-pt hook shot from 3 ft,,14,19
80,1,1:42.0,,Defensive rebound by N. Jokić,14,19
81,1,1:37.0,,M. Beasley makes 2-pt jump shot from 6 ft,14,21
82,1,1:37.0,,Shooting foul by D. Bertāns (drawn by M. Beasley),14,21
83,1,1:37.0,,W. Barton enters the game for G. Harris,14,21
84,1,1:37.0,,T. Craig enters the game for N. Jokić,14,21
85,1,1:37.0,,M. Beasley makes free throw 1 of 1,14,22
86,1,1:12.0,M. Belinelli misses 3-pt jump shot from 24 ft,,14,22
87,1,1:09.0,,Defensive rebound by M. Morris,14,22
88,1,0:57.0,,T. Craig misses 3-pt jump shot from 25 ft,14,22
89,1,0:54.0,Defensive rebound by L. Aldridge,,14,22
90,1,0:45.0,P. Mills makes 3-pt jump shot from 24 ft (assist by M. Belinelli),,17,22
91,1,0:34.0,,M. Morris makes 2-pt jump shot from 16 ft,17,24
92,1,0:17.0,L. Aldridge makes 2-pt hook shot from 6 ft (assist by P. Mills),,19,24
93,1,0:00.0,,M. Morris makes 2-pt layup from 3 ft,19,26
94,2,11:39.0,D. Bertāns misses 2-pt jump shot from 16 ft,,19,26
95,2,11:36.0,,Defensive rebound by T. Craig,19,26
96,2,11:23.0,,M. Plumlee misses 2-pt layup from 3 ft,19,26
97,2,11:21.0,Defensive rebound by M. Belinelli,,19,26
98,2,11:14.0,M. Belinelli misses 2-pt layup from 2 ft (block by M. Plumlee),,19,26
99,2,11:14.0,Offensive rebound by Team,,19,26
100,2,11:06.0,D. DeRozan misses 2-pt jump shot from 1 ft,,19,26
101,2,11:02.0,Offensive rebound by J. Poeltl,,19,26
102,2,11:02.0,J. Poeltl makes 2-pt layup at rim,,21,26
103,2,10:44.0,,M. Plumlee misses 2-pt hook shot from 4 ft,21,26
104,2,10:44.0,Defensive rebound by Team,,21,26
105,2,10:32.0,D. DeRozan misses 2-pt layup from 2 ft (block by T. Craig),,21,26
106,2,10:32.0,Offensive rebound by J. Poeltl,,21,26
107,2,10:32.0,J. Poeltl makes 2-pt layup from 1 ft,,23,26
108,2,10:32.0,Shooting foul by M. Plumlee (drawn by J. Poeltl),,23,26
109,2,10:32.0,,N. Jokić enters the game for M. Plumlee,23,26
110,2,10:32.0,J. Poeltl misses free throw 1 of 1,,23,26
111,2,10:26.0,,Defensive rebound by T. Craig,23,26
112,2,10:20.0,,M. Beasley misses 2-pt layup from 6 ft (block by M. Belinelli),23,26
113,2,10:20.0,Defensive rebound by D. DeRozan,,23,26
114,2,10:09.0,D. DeRozan misses 2-pt jump shot from 13 ft,,23,26
115,2,10:05.0,,Defensive rebound by T. Craig,23,26
116,2,10:01.0,,W. Barton makes 3-pt jump shot from 26 ft (assist by M. Morris),23,29
117,2,9:42.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by J. Poeltl),,26,29
118,2,9:35.0,,Shooting foul by M. Belinelli (drawn by W. Barton),26,29
119,2,9:35.0,,W. Barton makes free throw 1 of 2,26,30
120,2,9:35.0,,W. Barton makes free throw 2 of 2,26,31
121,2,9:19.0,Turnover by D. Bertāns (bad pass; steal by N. Jokić),,26,31
122,2,9:15.0,,Offensive foul by W. Barton (drawn by P. Mills),26,31
123,2,9:15.0,,Turnover by W. Barton (offensive foul),26,31
124,2,8:59.0,M. Belinelli makes 2-pt jump shot from 20 ft (assist by J. Poeltl),,28,31
125,2,8:57.0,,Denver full timeout,28,31
126,2,8:57.0,R. Gay enters the game for D. Bertāns,,28,31
127,2,8:45.0,,N. Jokić makes 2-pt jump shot from 16 ft (assist by W. Barton),28,33
128,2,8:27.0,D. DeRozan makes 2-pt jump shot from 15 ft,,30,33
129,2,8:10.0,,N. Jokić misses 3-pt jump shot from 26 ft,30,33
130,2,8:06.0,Defensive rebound by P. Mills,,30,33
131,2,8:02.0,D. DeRozan misses 2-pt jump shot from 16 ft,,30,33
132,2,8:00.0,,Defensive rebound by Team,30,33
133,2,8:00.0,,P. Millsap enters the game for T. Craig,30,33
134,2,7:46.0,,W. Barton makes 2-pt jump shot from 6 ft (assist by N. Jokić),30,35
135,2,7:24.0,D. DeRozan makes 2-pt jump shot from 11 ft,,32,35
136,2,7:00.0,,M. Morris makes 2-pt jump shot from 7 ft (assist by N. Jokić),32,37
137,2,6:36.0,R. Gay misses 2-pt jump shot from 6 ft,,32,37
138,2,6:34.0,,Defensive rebound by N. Jokić,32,37
139,2,6:34.0,B. Forbes enters the game for M. Belinelli,,32,37
140,2,6:34.0,D. White enters the game for P. Mills,,32,37
141,2,6:34.0,,G. Harris enters the game for M. Beasley,32,37
142,2,6:34.0,,J. Murray enters the game for M. Morris,32,37
143,2,6:25.0,,J. Murray makes 2-pt jump shot from 2 ft (assist by N. Jokić),32,39
144,2,6:25.0,L. Aldridge enters the game for R. Gay,,32,39
145,2,6:12.0,Offensive foul by J. Poeltl (drawn by G. Harris),,32,39
146,2,6:12.0,Turnover by J. Poeltl (offensive foul),,32,39
147,2,6:12.0,R. Gay enters the game for J. Poeltl,,32,39
148,2,6:00.0,,P. Millsap misses 2-pt jump shot from 6 ft,32,39
149,2,5:57.0,Defensive rebound by R. Gay,,32,39
150,2,5:46.0,L. Aldridge misses 2-pt hook shot from 3 ft,,32,39
151,2,5:44.0,Offensive rebound by R. Gay,,32,39
152,2,5:41.0,Turnover by D. White (bad pass),,32,39
153,2,5:29.0,,J. Murray misses 2-pt jump shot from 3 ft,32,39
154,2,5:26.0,Defensive rebound by D. DeRozan,,32,39
155,2,5:14.0,L. Aldridge makes 2-pt layup from 2 ft (assist by R. Gay),,34,39
156,2,5:14.0,Shooting foul by N. Jokić (drawn by L. Aldridge),,34,39
157,2,5:14.0,L. Aldridge makes free throw 1 of 1,,35,39
158,2,4:54.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by W. Barton),35,42
159,2,4:31.0,D. White misses 2-pt layup from 3 ft,,35,42
160,2,4:28.0,,Defensive rebound by J. Murray,35,42
161,2,4:25.0,,W. Barton misses 3-pt jump shot from 25 ft,35,42
162,2,4:21.0,Defensive rebound by D. DeRozan,,35,42
163,2,4:19.0,Turnover by D. DeRozan (bad pass; steal by J. Murray),,35,42
164,2,4:13.0,,W. Barton misses 2-pt layup from 3 ft (block by R. Gay),35,42
165,2,4:12.0,,Offensive rebound by Team,35,42
166,2,4:06.0,,Personal foul by D. White (drawn by J. Murray),35,42
167,2,4:01.0,,Personal foul by D. White (drawn by N. Jokić),35,42
168,2,3:51.0,,J. Murray makes 2-pt layup from 1 ft,35,44
169,2,3:44.0,San Antonio full timeout,,35,44
170,2,3:44.0,M. Belinelli enters the game for D. DeRozan,,35,44
171,2,3:35.0,B. Forbes misses 2-pt jump shot from 18 ft,,35,44
172,2,3:31.0,,Defensive rebound by P. Millsap,35,44
173,2,3:15.0,,G. Harris makes 2-pt layup from 2 ft (assist by N. Jokić),35,46
174,2,3:03.0,Shooting foul by N. Jokić (drawn by D. White),,35,46
175,2,3:03.0,D. White misses free throw 1 of 2,,35,46
176,2,3:03.0,Offensive rebound by Team,,35,46
177,2,3:03.0,D. White makes free throw 2 of 2,,36,46
178,2,2:48.0,,J. Murray makes 2-pt layup from 2 ft (assist by N. Jokić),36,48
179,2,2:48.0,,Shooting foul by D. White (drawn by J. Murray),36,48
180,2,2:48.0,P. Mills enters the game for R. Gay,,36,48
181,2,2:48.0,J. Poeltl enters the game for D. White,,36,48
182,2,2:48.0,,J. Murray makes free throw 1 of 1,36,49
183,2,2:32.0,Personal foul by P. Millsap (drawn by L. Aldridge),,36,49
184,2,2:23.0,L. Aldridge makes 2-pt hook shot from 7 ft,,38,49
185,2,2:09.0,,P. Millsap makes 2-pt layup from 2 ft (assist by J. Murray),38,51
186,2,2:03.0,P. Mills misses 3-pt jump shot from 25 ft (block by J. Murray),,38,51
187,2,2:00.0,,Defensive rebound by N. Jokić,38,51
188,2,1:52.0,,N. Jokić makes 2-pt layup from 2 ft (assist by J. Murray),38,53
189,2,1:36.0,J. Poeltl makes 2-pt layup from 2 ft (assist by M. Belinelli),,40,53
190,2,1:17.0,,J. Murray misses 3-pt jump shot from 25 ft,40,53
191,2,1:14.0,Defensive rebound by L. Aldridge,,40,53
192,2,0:56.0,B. Forbes misses 2-pt jump shot from 5 ft,,40,53
193,2,0:55.0,,Defensive rebound by N. Jokić,40,53
194,2,0:45.0,,P. Millsap misses 3-pt jump shot from 25 ft,40,53
195,2,0:42.0,Defensive rebound by P. Mills,,40,53
196,2,0:39.0,L. Aldridge makes 2-pt dunk from 1 ft (assist by P. Mills),,42,53
197,2,0:29.0,,J. Murray misses 2-pt jump shot from 14 ft,42,53
198,2,0:26.0,Defensive rebound by L. Aldridge,,42,53
199,2,0:08.0,L. Aldridge misses 2-pt layup from 1 ft,,42,53
200,2,0:06.0,,Defensive rebound by W. Barton,42,53
201,3,11:39.0,D. DeRozan misses 2-pt jump shot from 14 ft,,42,53
202,3,11:35.0,,Defensive rebound by P. Millsap,42,53
203,3,11:24.0,,Shooting foul by J. Poeltl (drawn by P. Millsap),42,53
204,3,11:24.0,,P. Millsap makes free throw 1 of 3,42,54
205,3,11:24.0,,P. Millsap makes free throw 2 of 3,42,55
206,3,11:24.0,,P. Millsap misses free throw 3 of 3,42,55
207,3,11:22.0,Defensive rebound by L. Aldridge,,42,55
208,3,11:10.0,Turnover by L. Aldridge (bad pass; steal by J. Murray),,42,55
209,3,11:01.0,,Personal foul by D. White (drawn by N. Jokić),42,55
210,3,11:01.0,P. Mills enters the game for D. White,,42,55
211,3,10:59.0,,J. Murray makes 3-pt jump shot from 23 ft (assist by G. Harris),42,58
212,3,10:49.0,Personal foul by T. Craig (drawn by J. Poeltl),,42,58
213,3,10:49.0,P. Mills misses 3-pt jump shot from 23 ft,,42,58
214,3,10:35.0,,Defensive rebound by T. Craig,42,58
215,3,10:24.0,,Shooting foul by L. Aldridge (drawn by P. Millsap),42,58
216,3,10:24.0,,P. Millsap makes free throw 1 of 2,42,59
217,3,10:24.0,,P. Millsap makes free throw 2 of 2,42,60
218,3,10:11.0,P. Mills makes 2-pt jump shot from 21 ft,,44,60
219,3,9:53.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by J. Murray),44,63
220,3,9:37.0,Turnover by D. DeRozan (step out of bounds),,44,63
221,3,9:26.0,,J. Murray makes 2-pt jump shot from 21 ft,44,65
222,3,9:21.0,San Antonio full timeout,,44,65
223,3,9:02.0,P. Mills misses 2-pt layup from 3 ft,,44,65
224,3,8:58.0,Offensive rebound by J. Poeltl,,44,65
225,3,8:58.0,J. Poeltl makes 2-pt layup from 1 ft,,46,65
226,3,8:42.0,,P. Millsap makes 2-pt jump shot from 7 ft (assist by J. Murray),46,67
227,3,8:21.0,P. Mills misses 3-pt jump shot from 25 ft,,46,67
228,3,8:16.0,,Defensive rebound by G. Harris,46,67
229,3,8:07.0,,Personal foul by B. Forbes (drawn by N. Jokić),46,67
230,3,7:53.0,,N. Jokić misses 2-pt jump shot from 17 ft,46,67
231,3,7:51.0,,Offensive rebound by J. Murray,46,67
232,3,7:44.0,,J. Murray makes 2-pt jump shot from 21 ft,46,69
233,3,7:28.0,Personal foul by J. Murray (drawn by P. Mills),,46,69
234,3,7:18.0,D. DeRozan makes 2-pt jump shot from 6 ft,,48,69
235,3,7:18.0,Shooting foul by G. Harris (drawn by D. DeRozan),,48,69
236,3,7:18.0,D. DeRozan makes free throw 1 of 1,,49,69
237,3,7:06.0,,Shooting foul by J. Poeltl (drawn by N. Jokić),49,69
238,3,7:06.0,,N. Jokić makes free throw 1 of 2,49,70
239,3,7:06.0,,N. Jokić makes free throw 2 of 2,49,71
240,3,6:56.0,Personal foul by T. Craig (drawn by D. DeRozan),,49,71
241,3,6:46.0,P. Mills misses 2-pt layup from 2 ft (block by G. Harris),,49,71
242,3,6:46.0,Offensive rebound by Team,,49,71
243,3,6:43.0,L. Aldridge misses 2-pt jump shot from 11 ft,,49,71
244,3,6:39.0,,Defensive rebound by N. Jokić,49,71
245,3,6:29.0,,Turnover by T. Craig (step out of bounds),49,71
246,3,6:08.0,Turnover by L. Aldridge (bad pass; steal by N. Jokić),,49,71
247,3,6:04.0,,Shooting foul by D. DeRozan (drawn by G. Harris),49,71
248,3,6:04.0,,G. Harris makes free throw 1 of 2,49,72
249,3,6:04.0,R. Gay enters the game for J. Poeltl,,49,72
250,3,6:04.0,,G. Harris makes free throw 2 of 2,49,73
251,3,5:46.0,B. Forbes misses 3-pt jump shot from 25 ft,,49,73
252,3,5:43.0,,Defensive rebound by P. Millsap,49,73
253,3,5:33.0,,P. Millsap misses 2-pt hook shot from 3 ft,49,73
254,3,5:31.0,Defensive rebound by R. Gay,,49,73
255,3,5:18.0,R. Gay misses 2-pt jump shot from 13 ft,,49,73
256,3,5:13.0,,Defensive rebound by G. Harris,49,73
257,3,5:13.0,,Denver full timeout,49,73
258,3,5:13.0,M. Belinelli enters the game for L. Aldridge,,49,73
259,3,5:13.0,J. Poeltl enters the game for B. Forbes,,49,73
260,3,4:55.0,,J. Murray misses 3-pt jump shot from 26 ft,49,73
261,3,4:52.0,,Offensive rebound by T. Craig,49,73
262,3,4:51.0,,Shooting foul by M. Belinelli (drawn by T. Craig),49,73
263,3,4:51.0,,T. Craig misses free throw 1 of 2,49,73
264,3,4:51.0,,Offensive rebound by Team,49,73
265,3,4:51.0,,T. Craig makes free throw 2 of 2,49,74
266,3,4:38.0,R. Gay misses 2-pt jump shot from 7 ft,,49,74
267,3,4:32.0,Offensive rebound by R. Gay,,49,74
268,3,4:29.0,M. Belinelli misses 2-pt layup from 3 ft,,49,74
269,3,4:28.0,,Defensive rebound by N. Jokić,49,74
270,3,4:26.0,,J. Murray makes 3-pt jump shot from 26 ft (assist by N. Jokić),49,77
271,3,4:10.0,Shooting foul by N. Jokić (drawn by D. DeRozan),,49,77
272,3,4:10.0,D. DeRozan makes free throw 1 of 2,,50,77
273,3,4:10.0,,M. Beasley enters the game for P. Millsap,50,77
274,3,4:10.0,D. DeRozan makes free throw 2 of 2,,51,77
275,3,4:00.0,,J. Murray misses 3-pt jump shot from 24 ft,51,77
276,3,3:57.0,Defensive rebound by J. Poeltl,,51,77
277,3,3:42.0,R. Gay misses 3-pt jump shot from 22 ft,,51,77
278,3,3:39.0,,Defensive rebound by N. Jokić,51,77
279,3,3:24.0,,G. Harris misses 2-pt layup from 1 ft,51,77
280,3,3:21.0,Defensive rebound by R. Gay,,51,77
281,3,3:18.0,R. Gay makes 2-pt layup from 2 ft,,53,77
282,3,3:18.0,Shooting foul by G. Harris (drawn by R. Gay),,53,77
283,3,3:18.0,,M. Morris enters the game for J. Murray,53,77
284,3,3:18.0,R. Gay misses free throw 1 of 1,,53,77
285,3,3:16.0,,Defensive rebound by M. Morris,53,77
286,3,2:59.0,,N. Jokić misses 2-pt hook shot from 3 ft,53,77
287,3,2:56.0,,Offensive rebound by N. Jokić,53,77
288,3,2:56.0,,N. Jokić misses 2-pt layup at rim,53,77
289,3,2:56.0,Defensive rebound by J. Poeltl,,53,77
290,3,2:50.0,D. DeRozan makes 2-pt jump shot from 8 ft,,55,77
291,3,2:50.0,,Denver full timeout,55,77
292,3,2:50.0,D. White enters the game for P. Mills,,55,77
293,3,2:33.0,,Turnover by M. Beasley (bad pass; steal by D. DeRozan),55,77
294,3,2:28.0,Shooting foul by T. Craig (drawn by D. DeRozan),,55,77
295,3,2:28.0,D. DeRozan makes free throw 1 of 2,,56,77
296,3,2:28.0,,W. Barton enters the game for G. Harris,56,77
297,3,2:28.0,D. DeRozan makes free throw 2 of 2,,57,77
298,3,2:09.0,,M. Morris misses 3-pt jump shot from 22 ft,57,77
299,3,2:05.0,Defensive rebound by R. Gay,,57,77
300,3,1:50.0,R. Gay makes 2-pt jump shot from 10 ft,,59,77
301,3,1:32.0,,M. Beasley misses 2-pt jump shot from 16 ft,59,77
302,3,1:29.0,Defensive rebound by D. DeRozan,,59,77
303,3,1:23.0,D. DeRozan misses 2-pt jump shot from 17 ft,,59,77
304,3,1:20.0,,Defensive rebound by W. Barton,59,77
305,3,1:12.0,,Shooting foul by J. Poeltl (drawn by N. Jokić),59,77
306,3,1:12.0,,N. Jokić makes free throw 1 of 2,59,78
307,3,1:12.0,,N. Jokić makes free throw 2 of 2,59,79
308,3,0:54.0,M. Belinelli makes 2-pt jump shot from 15 ft (assist by J. Poeltl),,61,79
309,3,0:39.0,,N. Jokić makes 3-pt jump shot from 24 ft (assist by M. Beasley),61,82
310,3,0:31.0,J. Poeltl makes 2-pt jump shot from 7 ft (assist by D. DeRozan),,63,82
311,3,0:12.0,,N. Jokić makes 3-pt jump shot from 25 ft (assist by M. Morris),63,85
312,3,0:00.0,J. Poeltl misses 2-pt jump shot from 4 ft,,63,85
313,3,0:00.0,,Defensive rebound by T. Craig,63,85
314,4,11:41.0,,M. Beasley makes 3-pt jump shot from 25 ft,63,88
315,4,11:38.0,San Antonio full timeout,,63,88
316,4,11:20.0,D. White misses 3-pt jump shot from 25 ft,,63,88
317,4,11:16.0,,Defensive rebound by M. Plumlee,63,88
318,4,11:05.0,,W. Barton makes 2-pt jump shot from 14 ft,63,90
319,4,10:45.0,R. Gay misses 2-pt jump shot from 14 ft,,63,90
320,4,10:41.0,,Defensive rebound by M. Plumlee,63,90
321,4,10:21.0,,M. Morris misses 3-pt jump shot from 25 ft,63,90
322,4,10:17.0,Defensive rebound by L. Aldridge,,63,90
323,4,10:08.0,D. White misses 2-pt layup from 3 ft,,63,90
324,4,10:06.0,,Defensive rebound by W. Barton,63,90
325,4,10:03.0,,Turnover by W. Barton (bad pass; steal by L. Aldridge),63,90
326,4,10:00.0,Personal take foul by M. Plumlee (drawn by L. Walker),,63,90
327,4,10:00.0,D. Bertāns enters the game for R. Gay,,63,90
328,4,9:50.0,D. White misses 2-pt layup from 6 ft (block by M. Morris),,63,90
329,4,9:47.0,,Defensive rebound by M. Morris,63,90
330,4,9:44.0,,W. Barton makes 2-pt layup from 1 ft (assist by M. Morris),63,92
331,4,9:44.0,,Away from play foul by L. Aldridge (drawn by M. Plumlee),63,92
332,4,9:44.0,,M. Plumlee misses free throw 1 of 1,63,92
333,4,9:42.0,Defensive rebound by L. Aldridge,,63,92
334,4,9:27.0,L. Walker misses 2-pt jump shot from 8 ft,,63,92
335,4,9:24.0,Offensive rebound by L. Aldridge,,63,92
336,4,9:23.0,L. Aldridge makes 2-pt layup from 4 ft,,65,92
337,4,9:09.0,,W. Barton makes 2-pt jump shot from 11 ft,65,94
338,4,8:56.0,Personal foul by W. Barton (drawn by L. Walker),,65,94
339,4,8:51.0,D. White makes 2-pt jump shot from 21 ft,,67,94
340,4,8:39.0,,Shooting foul by L. Aldridge (drawn by M. Plumlee),67,94
341,4,8:39.0,,M. Plumlee makes free throw 1 of 2,67,95
342,4,8:39.0,B. Forbes enters the game for M. Belinelli,,67,95
343,4,8:39.0,,T. Craig enters the game for J. Murray,67,95
344,4,8:39.0,,M. Plumlee misses free throw 2 of 2,67,95
345,4,8:37.0,Defensive rebound by L. Aldridge,,67,95
346,4,8:30.0,D. Bertāns misses 3-pt jump shot from 26 ft,,67,95
347,4,8:25.0,Offensive rebound by L. Aldridge,,67,95
348,4,8:22.0,D. White makes 2-pt layup from 2 ft (assist by D. Bertāns),,69,95
349,4,8:22.0,Shooting foul by T. Craig (drawn by D. White),,69,95
350,4,8:22.0,D. White misses free throw 1 of 1,,69,95
351,4,8:19.0,,Defensive rebound by T. Craig,69,95
352,4,8:02.0,,M. Morris makes 2-pt jump shot from 9 ft (assist by W. Barton),69,97
353,4,7:53.0,B. Forbes misses 3-pt jump shot from 25 ft,,69,97
354,4,7:50.0,,Defensive rebound by W. Barton,69,97
355,4,7:45.0,,M. Beasley makes 2-pt layup from 1 ft,69,99
356,4,7:31.0,L. Aldridge makes 2-pt jump shot from 8 ft (assist by D. White),,71,99
357,4,7:14.0,,M. Morris makes 2-pt jump shot from 20 ft,71,101
358,4,7:01.0,D. White makes 3-pt jump shot from 26 ft,,74,101
359,4,6:43.0,,M. Morris misses 2-pt jump shot from 7 ft,74,101
360,4,6:43.0,Defensive rebound by D. Bertāns,,74,101
361,4,6:43.0,Personal foul by M. Morris (drawn by D. Bertāns),,74,101
362,4,6:32.0,D. White makes 2-pt jump shot from 13 ft,,76,101
363,4,6:04.0,,W. Barton makes 2-pt layup from 2 ft,76,103
364,4,5:55.0,L. Aldridge makes 3-pt jump shot from 25 ft (assist by L. Walker),,79,103
365,4,5:54.0,,Denver full timeout,79,103
366,4,5:54.0,P. Mills enters the game for L. Aldridge,,79,103
367,4,5:54.0,D. Motiejūnas enters the game for D. White,,79,103
368,4,5:54.0,,J. Hernangómez enters the game for T. Craig,79,103
369,4,5:46.0,,Offensive foul by J. Hernangómez (drawn by P. Mills),79,103
370,4,5:46.0,,Turnover by J. Hernangómez (offensive foul),79,103
371,4,5:37.0,D. Bertāns misses 3-pt jump shot from 25 ft,,79,103
372,4,5:33.0,,Defensive rebound by M. Morris,79,103
373,4,5:23.0,,W. Barton misses 3-pt jump shot from 22 ft,79,103
374,4,5:19.0,Defensive rebound by P. Mills,,79,103
375,4,5:11.0,Shooting foul by J. Hernangómez (drawn by B. Forbes),,79,103
376,4,5:11.0,B. Forbes misses free throw 1 of 2,,79,103
377,4,5:11.0,Offensive rebound by Team,,79,103
378,4,5:11.0,D. Cunningham enters the game for P. Mills,,79,103
379,4,5:11.0,B. Forbes makes free throw 2 of 2,,80,103
380,4,4:57.0,,W. Barton misses 3-pt jump shot from 25 ft,80,103
381,4,4:56.0,,Offensive rebound by M. Beasley,80,103
382,4,4:56.0,,Personal foul by D. Bertāns (drawn by M. Beasley),80,103
383,4,4:56.0,Q. Pondexter enters the game for B. Forbes,,80,103
384,4,4:41.0,,M. Plumlee misses 2-pt jump shot from 19 ft,80,103
