,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,BOSTON_ACTION,PHILADELPHIA_SCORE,BOSTON_SCORE
31,1,7:27.0,Defensive rebound by J. Embiid,,12,10
32,1,7:17.0,J. Redick makes 3-pt jump shot from 30 ft (assist by B. Simmons),,15,10
33,1,6:56.0,,A. Horford misses 2-pt jump shot from 14 ft,15,10
34,1,6:54.0,Defensive rebound by J. Embiid,,15,10
35,1,6:46.0,J. Butler misses 2-pt jump shot from 18 ft,,15,10
36,1,6:45.0,,Defensive rebound by M. Morris,15,10
37,1,6:39.0,,J. Tatum makes 2-pt layup from 1 ft (assist by K. Irving),15,12
38,1,6:29.0,J. Redick misses 2-pt layup from 4 ft,,15,12
39,1,6:27.0,,Defensive rebound by J. Tatum,15,12
40,1,6:21.0,,J. Tatum misses 3-pt jump shot from 26 ft,15,12
41,1,6:19.0,,Offensive rebound by A. Horford,15,12
42,1,6:16.0,,J. Tatum misses 3-pt jump shot from 25 ft,15,12
43,1,6:15.0,,Offensive rebound by K. Irving,15,12
44,1,6:12.0,,K. Irving makes 2-pt layup from 2 ft,15,14
45,1,6:12.0,Philadelphia full timeout,,15,14
46,1,6:12.0,T. McConnell enters the game for W. Chandler,,15,14
47,1,6:12.0,M. Muscala enters the game for J. Embiid,,15,14
48,1,6:12.0,L. Shamet enters the game for J. Redick,,15,14
49,1,6:12.0,,G. Hayward enters the game for A. Horford,15,14
50,1,6:12.0,,D. Theis enters the game for M. Morris,15,14
51,1,5:58.0,Turnover by J. Butler (bad pass; steal by G. Hayward),,15,14
52,1,5:47.0,,D. Theis misses 2-pt jump shot from 17 ft,15,14
53,1,5:45.0,Defensive rebound by J. Butler,,15,14
54,1,5:42.0,Personal foul by G. Hayward (drawn by B. Simmons),,15,14
55,1,5:33.0,J. Butler misses 2-pt jump shot from 14 ft,,15,14
56,1,5:31.0,Offensive rebound by J. Butler,,15,14
57,1,5:31.0,Personal foul by K. Irving (drawn by J. Butler),,15,14
58,1,5:24.0,Turnover by M. Muscala (bad pass),,15,14
59,1,5:04.0,,K. Irving makes 2-pt layup from 5 ft,15,16
60,1,4:49.0,Turnover by J. Butler (offensive foul),,15,16
61,1,4:49.0,Offensive foul by J. Butler (drawn by K. Irving),,15,16
62,1,4:38.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by G. Hayward),15,19
63,1,4:24.0,J. Butler misses 2-pt jump shot from 20 ft,,15,19
64,1,4:20.0,,Defensive rebound by D. Theis,15,19
65,1,4:16.0,,K. Irving makes 2-pt layup from 1 ft,15,21
66,1,4:02.0,J. Butler makes 2-pt dunk from 1 ft,,17,21
67,1,3:51.0,,Personal foul by L. Shamet (drawn by G. Hayward),17,21
68,1,3:41.0,,G. Hayward makes 2-pt jump shot from 19 ft (assist by D. Theis),17,23
69,1,3:28.0,B. Simmons makes 2-pt layup from 3 ft,,19,23
70,1,3:18.0,,Turnover by G. Hayward (bad pass; steal by T. McConnell),19,23
71,1,3:09.0,L. Shamet misses 2-pt jump shot from 21 ft,,19,23
72,1,3:07.0,,Defensive rebound by J. Tatum,19,23
73,1,3:03.0,,J. Tatum makes 2-pt layup from 2 ft,19,25
74,1,2:48.0,J. Butler misses 3-pt jump shot from 27 ft,,19,25
75,1,2:46.0,,Defensive rebound by J. Tatum,19,25
76,1,2:43.0,,J. Tatum misses 3-pt jump shot from 26 ft,19,25
77,1,2:41.0,Defensive rebound by M. Muscala,,19,25
78,1,2:34.0,B. Simmons misses 2-pt layup from 4 ft,,19,25
79,1,2:33.0,Offensive rebound by J. Butler,,19,25
80,1,2:32.0,J. Butler misses 2-pt layup from 4 ft,,19,25
81,1,2:30.0,,Defensive rebound by D. Theis,19,25
82,1,2:27.0,,Boston full timeout,19,25
83,1,2:27.0,J. Embiid enters the game for J. Butler,,19,25
84,1,2:27.0,F. Korkmaz enters the game for L. Shamet,,19,25
85,1,2:27.0,J. Redick enters the game for B. Simmons,,19,25
86,1,2:27.0,,J. Brown enters the game for M. Smart,19,25
87,1,2:27.0,,T. Rozier enters the game for J. Tatum,19,25
88,1,2:22.0,,Personal foul by F. Korkmaz (drawn by J. Brown),19,25
89,1,2:17.0,,G. Hayward misses 3-pt jump shot from 26 ft,19,25
90,1,2:15.0,,Offensive rebound by Team,19,25
91,1,2:12.0,,G. Hayward misses 2-pt jump shot from 20 ft,19,25
92,1,2:10.0,,Offensive rebound by K. Irving,19,25
93,1,2:02.0,,D. Theis misses 2-pt jump shot from 14 ft,19,25
94,1,1:59.0,Defensive rebound by J. Embiid,,19,25
95,1,1:54.0,J. Redick makes 3-pt jump shot from 23 ft (assist by T. McConnell),,22,25
96,1,1:46.0,,K. Irving makes 3-pt jump shot from 26 ft,22,28
97,1,1:30.0,M. Muscala misses 3-pt jump shot from 24 ft,,22,28
98,1,1:28.0,,Defensive rebound by K. Irving,22,28
99,1,1:19.0,,K. Irving makes 2-pt jump shot from 10 ft (assist by J. Brown),22,30
100,1,0:54.0,F. Korkmaz misses 2-pt jump shot from 18 ft,,22,30
101,1,0:52.0,,Defensive rebound by K. Irving,22,30
102,1,0:45.0,,J. Brown makes 2-pt jump shot from 17 ft,22,32
103,1,0:37.0,Personal foul by J. Brown (drawn by J. Redick),,22,32
104,1,0:37.0,J. Redick misses free throw 1 of 2,,22,32
105,1,0:37.0,Offensive rebound by Team,,22,32
106,1,0:37.0,,M. Morris enters the game for K. Irving,22,32
107,1,0:37.0,J. Redick makes free throw 2 of 2,,23,32
108,1,0:25.0,,M. Morris misses 3-pt jump shot from 27 ft,23,32
109,1,0:22.0,Defensive rebound by J. Embiid,,23,32
110,1,0:07.0,Shooting foul by D. Theis (drawn by J. Embiid),,23,32
111,1,0:07.0,J. Embiid makes free throw 1 of 2,,24,32
112,1,0:07.0,J. Butler enters the game for F. Korkmaz,,24,32
113,1,0:07.0,,K. Irving enters the game for D. Theis,24,32
114,1,0:07.0,J. Embiid makes free throw 2 of 2,,25,32
115,1,0:02.0,,Personal foul by T. McConnell (drawn by K. Irving),25,32
116,1,0:00.0,,K. Irving misses 3-pt jump shot from 25 ft,25,32
117,1,0:00.0,,Offensive rebound by J. Brown,25,32
118,2,11:39.0,J. Embiid misses 2-pt jump shot from 12 ft,,25,32
119,2,11:37.0,,Defensive rebound by T. Rozier,25,32
120,2,11:32.0,,Personal foul by T. McConnell (drawn by T. Rozier),25,32
121,2,11:16.0,,A. Horford misses 2-pt hook shot from 6 ft,25,32
122,2,11:14.0,Defensive rebound by J. Embiid,,25,32
123,2,10:56.0,M. Muscala misses 3-pt jump shot from 24 ft,,25,32
124,2,10:54.0,,Defensive rebound by A. Horford,25,32
125,2,10:36.0,,M. Morris makes 3-pt jump shot from 27 ft (assist by J. Brown),25,35
126,2,10:19.0,M. Muscala misses 3-pt jump shot from 26 ft,,25,35
127,2,10:15.0,,Defensive rebound by T. Rozier,25,35
128,2,10:09.0,,T. Rozier misses 2-pt jump shot from 19 ft,25,35
129,2,10:07.0,Defensive rebound by J. Embiid,,25,35
130,2,10:00.0,J. Redick makes 2-pt jump shot from 16 ft,,27,35
131,2,10:00.0,W. Chandler enters the game for M. Muscala,,27,35
132,2,9:37.0,,Shooting foul by J. Redick (drawn by M. Morris),27,35
133,2,9:37.0,B. Simmons enters the game for T. McConnell,,27,35
134,2,9:37.0,,M. Morris makes free throw 1 of 2,27,36
135,2,9:37.0,,M. Morris makes free throw 2 of 2,27,37
136,2,9:14.0,J. Embiid makes 2-pt jump shot from 4 ft,,29,37
137,2,9:00.0,,A. Horford misses 3-pt jump shot from 24 ft,29,37
138,2,8:58.0,Defensive rebound by J. Embiid,,29,37
139,2,8:55.0,J. Butler makes 2-pt dunk from 1 ft (assist by B. Simmons),,31,37
140,2,8:42.0,,A. Horford misses 3-pt jump shot from 26 ft,31,37
141,2,8:40.0,Defensive rebound by B. Simmons,,31,37
142,2,8:29.0,J. Butler makes 2-pt jump shot from 17 ft (assist by J. Embiid),,33,37
143,2,8:13.0,,M. Morris makes 2-pt layup from 1 ft (assist by T. Rozier),33,39
144,2,8:05.0,J. Butler makes 3-pt jump shot from 26 ft (assist by B. Simmons),,36,39
145,2,7:56.0,,Boston full timeout,36,39
146,2,7:56.0,L. Shamet enters the game for J. Redick,,36,39
147,2,7:56.0,,J. Tatum enters the game for G. Hayward,36,39
148,2,7:49.0,,Turnover by M. Morris (bad pass; steal by J. Butler),36,39
149,2,7:45.0,Turnover by J. Butler (bad pass),,36,39
150,2,7:35.0,,Shooting foul by J. Embiid (drawn by J. Tatum),36,39
151,2,7:35.0,,J. Tatum makes free throw 1 of 2,36,40
152,2,7:35.0,,J. Tatum makes free throw 2 of 2,36,41
153,2,7:14.0,J. Embiid misses 2-pt jump shot from 18 ft,,36,41
154,2,7:12.0,,Defensive rebound by T. Rozier,36,41
155,2,7:08.0,,A. Horford misses 3-pt jump shot from 26 ft,36,41
156,2,7:08.0,Defensive rebound by B. Simmons,,36,41
157,2,6:53.0,W. Chandler makes 3-pt jump shot from 24 ft (assist by L. Shamet),,39,41
158,2,6:35.0,,M. Morris makes 2-pt jump shot from 18 ft (assist by A. Horford),39,43
159,2,6:25.0,J. Embiid misses 3-pt jump shot from 25 ft,,39,43
160,2,6:22.0,,Defensive rebound by M. Morris,39,43
161,2,6:07.0,,J. Tatum misses 3-pt jump shot from 24 ft,39,43
162,2,6:05.0,Defensive rebound by L. Shamet,,39,43
163,2,5:56.0,W. Chandler misses 3-pt jump shot from 23 ft,,39,43
164,2,5:54.0,,Defensive rebound by M. Morris,39,43
165,2,5:35.0,,A. Horford misses 2-pt hook shot from 3 ft (block by J. Embiid),39,43
166,2,5:33.0,,Offensive rebound by M. Morris,39,43
167,2,5:32.0,,Personal foul by B. Simmons (drawn by M. Morris),39,43
168,2,5:32.0,M. Muscala enters the game for J. Embiid,,39,43
169,2,5:32.0,,K. Irving enters the game for A. Horford,39,43
170,2,5:32.0,,M. Smart enters the game for M. Morris,39,43
171,2,5:32.0,,D. Theis enters the game for T. Rozier,39,43
172,2,5:25.0,,K. Irving makes 2-pt jump shot from 10 ft (assist by M. Smart),39,45
173,2,5:13.0,J. Butler misses 2-pt jump shot from 21 ft,,39,45
174,2,5:11.0,Offensive rebound by M. Muscala,,39,45
175,2,4:49.0,W. Chandler misses 3-pt jump shot from 27 ft,,39,45
176,2,4:47.0,,Defensive rebound by D. Theis,39,45
177,2,4:38.0,,K. Irving makes 3-pt jump shot from 26 ft,39,48
178,2,4:36.0,Philadelphia full timeout,,39,48
179,2,4:36.0,T. McConnell enters the game for W. Chandler,,39,48
180,2,4:36.0,J. Redick enters the game for L. Shamet,,39,48
181,2,4:24.0,M. Muscala misses 3-pt jump shot from 28 ft,,39,48
182,2,4:22.0,,Defensive rebound by J. Brown,39,48
183,2,4:08.0,,J. Brown misses 2-pt jump shot from 14 ft,39,48
184,2,4:05.0,Defensive rebound by B. Simmons,,39,48
185,2,3:58.0,Turnover by B. Simmons (lost ball; steal by J. Brown),,39,48
186,2,3:55.0,,J. Brown makes 2-pt dunk from 1 ft,39,50
187,2,3:44.0,J. Redick makes 3-pt jump shot from 27 ft (assist by B. Simmons),,42,50
188,2,3:31.0,,Shooting foul by B. Simmons (drawn by D. Theis),42,50
189,2,3:31.0,,D. Theis makes free throw 1 of 2,42,51
190,2,3:31.0,J. Embiid enters the game for J. Butler,,42,51
191,2,3:31.0,F. Korkmaz enters the game for M. Muscala,,42,51
192,2,3:31.0,,D. Theis misses free throw 2 of 2,42,51
193,2,3:31.0,Defensive rebound by F. Korkmaz,,42,51
194,2,3:09.0,J. Embiid makes 2-pt jump shot from 3 ft,,44,51
195,2,2:52.0,,J. Tatum misses 2-pt jump shot from 16 ft,44,51
196,2,2:48.0,Defensive rebound by T. McConnell,,44,51
197,2,2:43.0,Turnover by T. McConnell (bad pass; steal by J. Tatum),,44,51
198,2,2:39.0,,J. Tatum misses 3-pt jump shot from 24 ft,44,51
199,2,2:37.0,Defensive rebound by T. McConnell,,44,51
200,2,2:30.0,B. Simmons makes 2-pt layup from 2 ft (assist by T. McConnell),,46,51
201,2,2:30.0,Shooting foul by D. Theis (drawn by B. Simmons),,46,51
202,2,2:30.0,,G. Hayward enters the game for J. Brown,46,51
203,2,2:30.0,B. Simmons makes free throw 1 of 1,,47,51
204,2,2:16.0,,K. Irving makes 2-pt jump shot from 7 ft,47,53
205,2,1:59.0,J. Redick misses 2-pt jump shot from 21 ft,,47,53
206,2,1:57.0,,Defensive rebound by J. Tatum,47,53
207,2,1:53.0,,Shooting foul by B. Simmons (drawn by J. Tatum),47,53
208,2,1:53.0,,J. Tatum makes free throw 1 of 2,47,54
209,2,1:53.0,,J. Tatum makes free throw 2 of 2,47,55
210,2,1:53.0,W. Chandler enters the game for B. Simmons,,47,55
211,2,1:40.0,Turnover by J. Redick (lost ball; steal by J. Tatum),,47,55
212,2,1:37.0,,J. Tatum makes 2-pt dunk from 3 ft,47,57
213,2,1:13.0,J. Embiid makes 2-pt layup from 2 ft,,49,57
214,2,1:01.0,,M. Smart misses 2-pt jump shot from 12 ft,49,57
215,2,0:59.0,Defensive rebound by W. Chandler,,49,57
216,2,0:52.0,J. Embiid makes 2-pt jump shot from 19 ft (assist by T. McConnell),,51,57
217,2,0:41.0,,K. Irving misses 3-pt jump shot from 27 ft,51,57
218,2,0:38.0,Defensive rebound by T. McConnell,,51,57
219,2,0:31.0,W. Chandler misses 3-pt jump shot from 27 ft,,51,57
220,2,0:27.0,,Defensive rebound by G. Hayward,51,57
221,2,0:09.0,,D. Theis misses 3-pt jump shot from 26 ft,51,57
222,2,0:03.0,,Offensive rebound by M. Smart,51,57
223,2,0:03.0,,M. Smart misses 2-pt layup from 1 ft,51,57
224,2,0:02.0,,Offensive rebound by M. Smart,51,57
225,2,0:02.0,,M. Smart misses 2-pt layup from 1 ft,51,57
226,2,0:02.0,Defensive rebound by W. Chandler,,51,57
227,2,0:00.0,T. McConnell misses 3-pt jump shot from 27 ft,,51,57
228,2,0:00.0,Offensive rebound by Team,,51,57
229,3,11:42.0,Turnover by B. Simmons (back court),,51,57
230,3,11:29.0,,K. Irving makes 2-pt layup from 1 ft (assist by A. Horford),51,59
231,3,11:15.0,J. Redick misses 2-pt jump shot from 16 ft,,51,59
232,3,11:14.0,Offensive rebound by B. Simmons,,51,59
233,3,11:12.0,J. Butler makes 3-pt jump shot from 24 ft (assist by B. Simmons),,54,59
234,3,11:01.0,,K. Irving misses 2-pt jump shot from 22 ft,54,59
235,3,10:59.0,Defensive rebound by B. Simmons,,54,59
236,3,10:46.0,J. Redick misses 2-pt layup from 2 ft (block by M. Morris),,54,59
237,3,10:44.0,,Defensive rebound by K. Irving,54,59
238,3,10:31.0,,M. Morris misses 2-pt jump shot from 19 ft,54,59
239,3,10:29.0,Defensive rebound by J. Embiid,,54,59
240,3,10:22.0,J. Embiid makes 3-pt jump shot from 28 ft (assist by B. Simmons),,57,59
241,3,10:03.0,,J. Tatum misses 3-pt jump shot from 27 ft,57,59
242,3,10:01.0,Defensive rebound by J. Embiid,,57,59
243,3,9:52.0,B. Simmons makes 2-pt dunk from 1 ft (assist by J. Butler),,59,59
244,3,9:52.0,,Boston full timeout,59,59
245,3,9:36.0,,J. Tatum misses 2-pt jump shot from 20 ft,59,59
246,3,9:34.0,Defensive rebound by J. Redick,,59,59
247,3,9:30.0,B. Simmons misses 2-pt layup from 3 ft (block by J. Tatum),,59,59
248,3,9:30.0,Offensive rebound by Team,,59,59
249,3,9:21.0,Turnover by J. Redick (bad pass),,59,59
250,3,9:12.0,,A. Horford misses 3-pt jump shot from 28 ft,59,59
251,3,9:07.0,,Offensive rebound by M. Morris,59,59
252,3,9:07.0,,M. Morris makes 2-pt layup at rim,59,61
253,3,8:51.0,Turnover by B. Simmons (bad pass; steal by M. Smart),,59,61
254,3,8:45.0,,A. Horford makes 2-pt layup from 4 ft (assist by K. Irving),59,63
255,3,8:45.0,Philadelphia full timeout,,59,63
256,3,8:33.0,J. Butler makes 2-pt jump shot from 7 ft (assist by W. Chandler),,61,63
257,3,8:14.0,,J. Tatum makes 2-pt jump shot from 5 ft,61,65
258,3,8:14.0,,Shooting foul by J. Redick (drawn by J. Tatum),61,65
259,3,8:14.0,,J. Tatum makes free throw 1 of 1,61,66
260,3,8:04.0,W. Chandler makes 2-pt layup from 2 ft (assist by B. Simmons),,63,66
261,3,7:47.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by A. Horford),63,69
262,3,7:37.0,J. Redick misses 3-pt jump shot from 25 ft,,63,69
263,3,7:33.0,,Defensive rebound by A. Horford,63,69
264,3,7:32.0,,Personal foul by J. Redick (drawn by M. Smart),63,69
265,3,7:32.0,Technical foul by J. Redick,,63,69
266,3,7:32.0,,K. Irving makes technical free throw,63,70
267,3,7:28.0,,Offensive foul by K. Irving (drawn by J. Redick),63,70
268,3,7:28.0,,Turnover by K. Irving (offensive foul),63,70
269,3,7:14.0,Turnover by J. Embiid (lost ball; steal by K. Irving),,63,70
270,3,7:08.0,,M. Smart makes 3-pt jump shot from 27 ft (assist by A. Horford),63,73
271,3,6:55.0,Shooting foul by J. Tatum (drawn by J. Butler),,63,73
272,3,6:55.0,J. Butler makes free throw 1 of 3,,64,73
273,3,6:55.0,J. Butler makes free throw 2 of 3,,65,73
274,3,6:55.0,T. McConnell enters the game for W. Chandler,,65,73
275,3,6:55.0,M. Muscala enters the game for J. Embiid,,65,73
276,3,6:55.0,L. Shamet enters the game for J. Redick,,65,73
277,3,6:55.0,,D. Theis enters the game for A. Horford,65,73
278,3,6:55.0,J. Butler makes free throw 3 of 3,,66,73
279,3,6:41.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by M. Smart),66,76
280,3,6:27.0,M. Muscala misses 3-pt jump shot from 27 ft,,66,76
281,3,6:25.0,,Defensive rebound by K. Irving,66,76
282,3,6:17.0,,K. Irving misses 2-pt layup from 2 ft,66,76
283,3,6:15.0,Defensive rebound by B. Simmons,,66,76
284,3,6:06.0,J. Butler makes 2-pt layup at rim (assist by B. Simmons),,68,76
285,3,5:54.0,,M. Smart makes 3-pt jump shot from 26 ft,68,79
286,3,5:36.0,L. Shamet makes 3-pt jump shot from 26 ft (assist by J. Butler),,71,79
287,3,5:23.0,,M. Smart misses 3-pt jump shot from 28 ft,71,79
288,3,5:21.0,Defensive rebound by T. McConnell,,71,79
289,3,5:16.0,M. Muscala misses 3-pt jump shot from 24 ft,,71,79
290,3,5:16.0,,Defensive rebound by M. Smart,71,79
291,3,5:11.0,,Personal foul by T. McConnell (drawn by K. Irving),71,79
292,3,5:11.0,,G. Hayward enters the game for M. Morris,71,79
293,3,5:06.0,,K. Irving misses 3-pt jump shot from 27 ft,71,79
294,3,5:04.0,Defensive rebound by M. Muscala,,71,79
295,3,4:49.0,J. Butler makes 3-pt jump shot from 26 ft (assist by T. McConnell),,74,79
296,3,4:32.0,,J. Tatum misses 2-pt jump shot from 14 ft,74,79
297,3,4:32.0,,Offensive rebound by Team,74,79
298,3,4:32.0,Loose ball foul by B. Simmons (drawn by G. Hayward),,74,79
299,3,4:32.0,W. Chandler enters the game for B. Simmons,,74,79
300,3,4:32.0,,J. Brown enters the game for J. Tatum,74,79
301,3,4:26.0,,D. Theis makes 2-pt jump shot from 14 ft (assist by M. Smart),74,81
302,3,4:13.0,L. Shamet misses 3-pt jump shot from 26 ft,,74,81
303,3,4:09.0,,Defensive rebound by D. Theis,74,81
304,3,4:03.0,,K. Irving misses 2-pt jump shot from 16 ft (block by T. McConnell),74,81
305,3,4:00.0,Defensive rebound by J. Butler,,74,81
306,3,3:53.0,L. Shamet makes 2-pt layup from 1 ft (assist by T. McConnell),,76,81
307,3,3:30.0,,M. Smart misses 3-pt jump shot from 26 ft,76,81
308,3,3:28.0,Defensive rebound by W. Chandler,,76,81
309,3,3:20.0,T. McConnell makes 2-pt jump shot from 17 ft,,78,81
310,3,2:55.0,,J. Brown misses 2-pt layup from 1 ft,78,81
311,3,2:53.0,Defensive rebound by J. Butler,,78,81
312,3,2:46.0,J. Butler misses 2-pt jump shot from 16 ft,,78,81
313,3,2:42.0,,Defensive rebound by D. Theis,78,81
314,3,2:35.0,,Turnover by K. Irving (bad pass; steal by J. Butler),78,81
315,3,2:28.0,M. Muscala makes 3-pt jump shot from 26 ft (assist by J. Butler),,81,81
316,3,2:27.0,,Boston full timeout,81,81
317,3,2:27.0,J. Embiid enters the game for M. Muscala,,81,81
318,3,2:27.0,J. Redick enters the game for L. Shamet,,81,81
319,3,2:27.0,,M. Morris enters the game for K. Irving,81,81
320,3,2:27.0,,T. Rozier enters the game for M. Smart,81,81
321,3,2:12.0,,G. Hayward misses 3-pt jump shot from 27 ft,81,81
322,3,2:10.0,Defensive rebound by J. Embiid,,81,81
323,3,1:57.0,Shooting foul by D. Theis (drawn by J. Embiid),,81,81
324,3,1:57.0,J. Embiid makes free throw 1 of 2,,82,81
325,3,1:57.0,J. Embiid makes free throw 2 of 2,,83,81
326,3,1:38.0,,T. Rozier makes 2-pt jump shot from 7 ft,83,83
327,3,1:29.0,Personal foul by D. Theis (drawn by J. Embiid),,83,83
328,3,1:29.0,J. Embiid makes free throw 1 of 2,,84,83
329,3,1:29.0,J. Embiid makes free throw 2 of 2,,85,83
330,3,1:12.0,,J. Brown misses 2-pt jump shot from 21 ft,85,83
331,3,1:11.0,Defensive rebound by Team,,85,83
332,3,1:00.0,J. Embiid makes 2-pt dunk from 2 ft (assist by W. Chandler),,87,83
333,3,0:50.0,,D. Theis makes 3-pt jump shot from 26 ft,87,86
334,3,0:30.0,Personal foul by J. Brown (drawn by J. Embiid),,87,86
335,3,0:30.0,J. Embiid makes free throw 1 of 2,,88,86
336,3,0:30.0,J. Embiid makes free throw 2 of 2,,89,86
337,3,0:10.0,Violation by Team (kicked ball),,89,86
338,3,0:10.0,,K. Irving enters the game for D. Theis,89,86
339,3,0:00.0,,M. Morris misses 2-pt jump shot from 18 ft,89,86
340,3,0:00.0,,Offensive rebound by Team,89,86
341,4,11:42.0,,T. Rozier makes 3-pt jump shot from 28 ft (assist by M. Morris),89,89
342,4,11:26.0,Turnover by J. Embiid (out of bounds lost ball),,89,89
343,4,11:05.0,,T. Rozier misses 2-pt layup from 3 ft,89,89
344,4,11:03.0,Defensive rebound by J. Embiid,,89,89
345,4,10:57.0,W. Chandler makes 2-pt jump shot from 18 ft (assist by T. McConnell),,91,89
346,4,10:44.0,,D. Theis misses 3-pt jump shot from 27 ft,91,89
347,4,10:42.0,Defensive rebound by F. Korkmaz,,91,89
348,4,10:40.0,Personal foul by M. Morris (drawn by F. Korkmaz),,91,89
349,4,10:40.0,,A. Horford enters the game for D. Theis,91,89
350,4,10:28.0,F. Korkmaz misses 3-pt jump shot from 26 ft,,91,89
351,4,10:26.0,,Defensive rebound by J. Brown,91,89
352,4,10:19.0,,J. Brown misses 2-pt jump shot from 18 ft,91,89
353,4,10:15.0,Defensive rebound by J. Embiid,,91,89
354,4,10:09.0,J. Redick misses 3-pt jump shot from 28 ft (block by J. Brown),,91,89
355,4,10:06.0,,Defensive rebound by T. Rozier,91,89
356,4,10:05.0,,Shooting foul by T. McConnell (drawn by T. Rozier),91,89
357,4,10:05.0,,T. Rozier makes free throw 1 of 2,91,90
358,4,10:05.0,,T. Rozier makes free throw 2 of 2,91,91
359,4,9:48.0,Shooting foul by J. Brown (drawn by J. Redick),,91,91
360,4,9:48.0,J. Redick misses free throw 1 of 2,,91,91
361,4,9:48.0,Offensive rebound by Team,,91,91
362,4,9:48.0,J. Redick makes free throw 2 of 2,,92,91
363,4,9:37.0,,Personal foul by F. Korkmaz (drawn by J. Brown),92,91
364,4,9:33.0,,A. Horford misses 3-pt jump shot from 27 ft,92,91
365,4,9:31.0,Defensive rebound by J. Redick,,92,91
366,4,9:14.0,J. Embiid misses 2-pt jump shot from 15 ft,,92,91
367,4,9:12.0,,Defensive rebound by T. Rozier,92,91
368,4,9:10.0,,T. Rozier misses 3-pt jump shot from 26 ft,92,91
369,4,9:08.0,Defensive rebound by T. McConnell,,92,91
370,4,8:54.0,W. Chandler makes 3-pt jump shot from 26 ft (assist by J. Embiid),,95,91
371,4,8:28.0,,J. Brown misses 3-pt jump shot from 23 ft,95,91
372,4,8:26.0,Defensive rebound by T. McConnell,,95,91
373,4,8:13.0,F. Korkmaz makes 3-pt jump shot from 25 ft (assist by T. McConnell),,98,91
374,4,8:13.0,,Boston full timeout,98,91
375,4,8:13.0,J. Butler enters the game for J. Embiid,,98,91
376,4,8:13.0,M. Muscala enters the game for F. Korkmaz,,98,91
377,4,8:13.0,L. Shamet enters the game for T. McConnell,,98,91
378,4,8:13.0,B. Simmons enters the game for J. Redick,,98,91
379,4,8:13.0,,K. Irving enters the game for J. Brown,98,91
380,4,8:13.0,,J. Tatum enters the game for A. Horford,98,91
381,4,8:13.0,,D. Theis enters the game for M. Morris,98,91
382,4,8:01.0,,K. Irving makes 2-pt layup from 3 ft,98,93
383,4,7:51.0,Turnover by W. Chandler (bad pass),,98,93
384,4,7:41.0,,K. Irving misses 2-pt jump shot from 19 ft,98,93
385,4,7:39.0,Defensive rebound by W. Chandler,,98,93
386,4,7:19.0,M. Muscala misses 2-pt jump shot from 19 ft,,98,93
387,4,7:18.0,,Defensive rebound by K. Irving,98,93
388,4,7:14.0,,T. Rozier makes 3-pt jump shot from 27 ft,98,96
389,4,7:13.0,Philadelphia full timeout,,98,96
