,QUARTER,TIME_REMAINING,BOSTON_ACTION,ORLANDO_ACTION,BOSTON_SCORE,ORLANDO_SCORE
0,1,11:45.0,J. Tatum misses 2-pt layup from 2 ft (block by A. Gordon),,0,0
1,1,11:43.0,Offensive rebound by J. Tatum,,0,0
2,1,11:43.0,Shooting foul by A. Gordon (drawn by J. Tatum),,0,0
3,1,11:43.0,J. Tatum makes free throw 1 of 2,,1,0
4,1,11:43.0,J. Tatum makes free throw 2 of 2,,2,0
5,1,11:24.0,,A. Gordon misses 2-pt jump shot from 19 ft,2,0
6,1,11:21.0,Defensive rebound by K. Irving,,2,0
7,1,11:16.0,K. Irving misses 3-pt jump shot from 26 ft,,2,0
8,1,11:14.0,Offensive rebound by A. Horford,,2,0
9,1,11:12.0,M. Morris makes 3-pt jump shot from 26 ft (assist by A. Horford),,5,0
10,1,10:52.0,,Offensive foul by A. Gordon (drawn by M. Morris),5,0
11,1,10:52.0,,Turnover by A. Gordon (offensive foul),5,0
12,1,10:38.0,Shooting foul by J. Isaac (drawn by M. Morris),,5,0
13,1,10:38.0,M. Morris misses free throw 1 of 2,,5,0
14,1,10:38.0,Offensive rebound by Team,,5,0
15,1,10:38.0,M. Morris misses free throw 2 of 2,,5,0
16,1,10:36.0,,Defensive rebound by J. Isaac,5,0
17,1,10:21.0,,E. Fournier misses 3-pt jump shot from 24 ft,5,0
18,1,10:16.0,,Offensive rebound by A. Gordon,5,0
19,1,10:16.0,,A. Gordon makes 2-pt layup from 1 ft,5,2
20,1,10:05.0,Offensive foul by J. Tatum (drawn by A. Gordon),,5,2
21,1,10:05.0,Turnover by J. Tatum (offensive foul),,5,2
22,1,10:05.0,Violation by Team (delay of game),,5,2
23,1,9:52.0,,N. Vučević misses 2-pt jump shot from 12 ft,5,2
24,1,9:50.0,Defensive rebound by M. Morris,,5,2
25,1,9:46.0,K. Irving misses 2-pt jump shot from 12 ft,,5,2
26,1,9:43.0,Offensive rebound by Team,,5,2
27,1,9:36.0,K. Irving misses 2-pt layup from 5 ft,,5,2
28,1,9:33.0,,Defensive rebound by N. Vučević,5,2
29,1,9:23.0,,N. Vučević misses 2-pt hook shot from 10 ft,5,2
30,1,9:20.0,Defensive rebound by K. Irving,,5,2
31,1,9:15.0,M. Smart makes 3-pt jump shot from 23 ft (assist by K. Irving),,8,2
32,1,9:01.0,,E. Fournier misses 3-pt jump shot from 25 ft,8,2
33,1,8:58.0,Defensive rebound by M. Morris,,8,2
34,1,8:44.0,J. Tatum misses 3-pt jump shot from 26 ft,,8,2
35,1,8:41.0,,Defensive rebound by N. Vučević,8,2
36,1,8:34.0,,J. Isaac makes 3-pt jump shot from 26 ft (assist by N. Vučević),8,5
37,1,8:15.0,,Violation by Team (kicked ball),8,5
38,1,8:09.0,A. Horford makes 2-pt jump shot from 17 ft (assist by M. Smart),,10,5
39,1,7:55.0,,A. Gordon misses 3-pt jump shot from 24 ft,10,5
40,1,7:53.0,,Offensive rebound by Team,10,5
41,1,7:49.0,,Turnover by N. Vučević (lost ball; steal by K. Irving),10,5
42,1,7:40.0,J. Tatum misses 3-pt jump shot from 26 ft,,10,5
43,1,7:40.0,,Defensive rebound by E. Fournier,10,5
44,1,7:14.0,,E. Fournier misses 3-pt jump shot from 25 ft,10,5
45,1,7:09.0,Defensive rebound by M. Smart,,10,5
46,1,7:04.0,K. Irving makes 2-pt jump shot from 10 ft,,12,5
47,1,6:52.0,,D. Augustin misses 2-pt layup from 3 ft (block by J. Tatum),12,5
48,1,6:49.0,Defensive rebound by K. Irving,,12,5
49,1,6:44.0,M. Morris misses 3-pt jump shot from 25 ft,,12,5
50,1,6:43.0,,Defensive rebound by N. Vučević,12,5
51,1,6:35.0,,A. Gordon misses 3-pt jump shot from 25 ft,12,5
52,1,6:33.0,Defensive rebound by A. Horford,,12,5
53,1,6:20.0,J. Tatum misses 2-pt jump shot from 17 ft,,12,5
54,1,6:19.0,,Defensive rebound by Team,12,5
55,1,6:19.0,,Orlando full timeout,12,5
56,1,6:19.0,G. Hayward enters the game for J. Tatum,,12,5
57,1,6:06.0,,Turnover by A. Gordon (3 sec),12,5
58,1,6:06.0,,W. Iwundu enters the game for A. Gordon,12,5
59,1,5:53.0,K. Irving makes 2-pt jump shot from 20 ft (assist by A. Horford),,14,5
60,1,5:34.0,,D. Augustin makes 3-pt jump shot from 25 ft (assist by E. Fournier),14,8
61,1,5:18.0,Turnover by A. Horford (traveling),,14,8
62,1,5:03.0,,D. Augustin misses 3-pt jump shot from 24 ft,14,8
63,1,5:02.0,,Offensive rebound by J. Isaac,14,8
64,1,5:02.0,,Shooting foul by M. Morris (drawn by J. Isaac),14,8
65,1,5:02.0,,J. Isaac makes free throw 1 of 2,14,9
66,1,5:02.0,,J. Isaac makes free throw 2 of 2,14,10
67,1,4:46.0,Personal foul by W. Iwundu (drawn by M. Smart),,14,10
68,1,4:46.0,,I. Briscoe enters the game for D. Augustin,14,10
69,1,4:32.0,M. Morris makes 2-pt jump shot from 9 ft,,16,10
70,1,4:13.0,,E. Fournier misses 3-pt jump shot from 26 ft,16,10
71,1,4:09.0,Defensive rebound by A. Horford,,16,10
72,1,4:05.0,M. Smart makes 2-pt layup from 2 ft,,18,10
73,1,3:47.0,,W. Iwundu misses 2-pt layup from 15 ft,18,10
74,1,3:47.0,Defensive rebound by A. Horford,,18,10
75,1,3:41.0,M. Morris misses 3-pt jump shot from 23 ft,,18,10
76,1,3:38.0,,Defensive rebound by N. Vučević,18,10
77,1,3:32.0,,J. Isaac misses 3-pt jump shot from 25 ft,18,10
78,1,3:30.0,Defensive rebound by A. Horford,,18,10
79,1,3:16.0,Shooting foul by I. Briscoe (drawn by G. Hayward),,18,10
80,1,3:16.0,G. Hayward misses free throw 1 of 2,,18,10
81,1,3:16.0,Offensive rebound by Team,,18,10
