,QUARTER,TIME_REMAINING,NEW YORK_ACTION,MEMPHIS_ACTION,NEW YORK_SCORE,MEMPHIS_SCORE
30,1,7:32.0,,Defensive rebound by K. Anderson,9,10
31,1,7:28.0,,G. Temple misses 3-pt jump shot from 24 ft,9,10
32,1,7:23.0,,Offensive rebound by K. Anderson,9,10
33,1,7:23.0,,Personal foul by N. Vonleh (drawn by K. Anderson),9,10
34,1,7:23.0,T. Burke enters the game for E. Mudiay,,9,10
35,1,7:23.0,M. Robinson enters the game for N. Vonleh,,9,10
36,1,7:02.0,,M. Gasol misses 2-pt jump shot from 6 ft,9,10
37,1,6:59.0,Defensive rebound by E. Freedom,,9,10
38,1,6:50.0,T. Hardaway misses 2-pt jump shot from 6 ft,,9,10
39,1,6:47.0,,Defensive rebound by G. Temple,9,10
40,1,6:40.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by K. Anderson),9,13
41,1,6:33.0,New York full timeout,,9,13
42,1,6:33.0,F. Ntilikina enters the game for M. Hezonja,,9,13
43,1,6:26.0,T. Hardaway makes 2-pt dunk from 1 ft,,11,13
44,1,5:59.0,,M. Gasol misses 2-pt jump shot from 18 ft,11,13
45,1,5:56.0,Defensive rebound by E. Freedom,,11,13
46,1,5:45.0,Shooting foul by J. Jackson (drawn by E. Freedom),,11,13
47,1,5:45.0,E. Freedom makes free throw 1 of 2,,12,13
48,1,5:45.0,,J. Green enters the game for K. Anderson,12,13
49,1,5:45.0,,W. Selden enters the game for J. Jackson,12,13
50,1,5:45.0,E. Freedom misses free throw 2 of 2,,12,13
51,1,5:42.0,,Defensive rebound by G. Temple,12,13
52,1,5:32.0,,W. Selden makes 3-pt jump shot from 26 ft (assist by M. Conley),12,16
53,1,5:18.0,T. Hardaway misses 3-pt jump shot from 25 ft,,12,16
54,1,5:14.0,,Defensive rebound by W. Selden,12,16
55,1,4:55.0,,G. Temple misses 3-pt jump shot from 25 ft,12,16
56,1,4:54.0,Defensive rebound by E. Freedom,,12,16
57,1,4:46.0,Shooting foul by W. Selden (drawn by T. Burke),,12,16
58,1,4:46.0,T. Burke makes free throw 1 of 2,,13,16
59,1,4:46.0,K. Knox enters the game for E. Freedom,,13,16
60,1,4:46.0,,S. Mack enters the game for M. Conley,13,16
61,1,4:46.0,T. Burke makes free throw 2 of 2,,14,16
62,1,4:33.0,,M. Gasol misses 2-pt jump shot from 13 ft,14,16
63,1,4:30.0,,Offensive rebound by J. Green,14,16
64,1,4:30.0,,J. Green misses 2-pt layup at rim,14,16
65,1,4:29.0,Defensive rebound by K. Knox,,14,16
66,1,4:16.0,K. Knox misses 2-pt jump shot from 19 ft,,14,16
67,1,4:13.0,,Defensive rebound by Team,14,16
68,1,4:13.0,Loose ball foul by F. Ntilikina (drawn by W. Selden),,14,16
69,1,3:50.0,,S. Mack misses 3-pt jump shot from 26 ft,14,16
70,1,3:47.0,Defensive rebound by F. Ntilikina,,14,16
71,1,3:43.0,F. Ntilikina misses 2-pt layup from 1 ft (block by M. Gasol),,14,16
72,1,3:43.0,Offensive rebound by Team,,14,16
73,1,3:39.0,T. Burke misses 2-pt jump shot from 18 ft,,14,16
74,1,3:36.0,,Defensive rebound by J. Green,14,16
75,1,3:32.0,,Personal foul by M. Robinson (drawn by M. Gasol),14,16
76,1,3:32.0,A. Trier enters the game for T. Hardaway,,14,16
77,1,3:18.0,,G. Temple makes 2-pt layup from 1 ft (assist by W. Selden),14,18
78,1,3:02.0,F. Ntilikina makes 2-pt jump shot from 20 ft,,16,18
79,1,2:48.0,,M. Gasol makes 2-pt layup from 1 ft (assist by S. Mack),16,20
80,1,2:48.0,,Shooting foul by M. Robinson (drawn by M. Gasol),16,20
81,1,2:48.0,,Memphis full timeout,16,20
82,1,2:48.0,,M. Brooks enters the game for G. Temple,16,20
83,1,2:48.0,,M. Gasol misses free throw 1 of 1,16,20
84,1,2:46.0,Defensive rebound by F. Ntilikina,,16,20
85,1,2:37.0,F. Ntilikina misses 2-pt jump shot from 14 ft,,16,20
86,1,2:33.0,Offensive rebound by F. Ntilikina,,16,20
87,1,2:33.0,F. Ntilikina misses 2-pt layup from 1 ft,,16,20
88,1,2:31.0,Offensive rebound by M. Robinson,,16,20
89,1,2:29.0,F. Ntilikina makes 3-pt jump shot from 23 ft (assist by T. Burke),,19,20
90,1,2:01.0,,M. Brooks misses 2-pt jump shot from 7 ft,19,20
91,1,2:01.0,,Offensive rebound by Team,19,20
92,1,2:01.0,Loose ball foul by K. Knox (drawn by J. Green),,19,20
93,1,2:01.0,,J. Green makes free throw 1 of 2,19,21
94,1,2:01.0,,J. Jackson enters the game for M. Gasol,19,21
95,1,2:01.0,,J. Green makes free throw 2 of 2,19,22
96,1,1:52.0,T. Burke misses 2-pt jump shot from 10 ft (block by J. Jackson),,19,22
97,1,1:48.0,Offensive rebound by T. Burke,,19,22
98,1,1:48.0,T. Burke misses 2-pt layup from 1 ft,,19,22
99,1,1:46.0,Offensive rebound by M. Robinson,,19,22
100,1,1:46.0,M. Robinson misses 2-pt dunk from 1 ft (block by J. Jackson),,19,22
101,1,1:45.0,,Defensive rebound by J. Green,19,22
102,1,1:28.0,,J. Green makes 2-pt hook shot from 7 ft (assist by W. Selden),19,24
103,1,1:08.0,T. Burke makes 2-pt jump shot from 10 ft,,21,24
104,1,0:50.0,,W. Selden misses 2-pt layup from 3 ft,21,24
105,1,0:47.0,Defensive rebound by A. Trier,,21,24
106,1,0:43.0,F. Ntilikina misses 3-pt jump shot from 25 ft,,21,24
107,1,0:40.0,,Defensive rebound by J. Green,21,24
108,1,0:35.0,,M. Brooks makes 2-pt layup from 6 ft,21,26
109,1,0:24.0,M. Robinson misses 2-pt dunk from 2 ft (block by W. Selden),,21,26
110,1,0:20.0,,Defensive rebound by J. Jackson,21,26
111,1,0:01.0,,Turnover by J. Jackson (lost ball; steal by M. Robinson),21,26
112,1,0:00.0,A. Trier misses 3-pt jump shot from 31 ft,,21,26
113,1,0:00.0,Offensive rebound by Team,,21,26
114,2,11:46.0,,Personal foul by K. Knox (drawn by J. Green),21,26
115,2,11:35.0,,J. Jackson makes 3-pt jump shot from 26 ft (assist by W. Selden),21,29
116,2,11:10.0,E. Freedom makes 2-pt layup from 1 ft,,23,29
117,2,10:58.0,,J. Green makes 2-pt jump shot from 14 ft (assist by J. Jackson),23,31
118,2,10:45.0,T. Burke misses 2-pt jump shot from 10 ft,,23,31
119,2,10:45.0,Offensive rebound by Team,,23,31
120,2,10:45.0,Personal foul by J. Green (drawn by E. Freedom),,23,31
121,2,10:34.0,K. Knox misses 3-pt jump shot from 24 ft,,23,31
122,2,10:31.0,Offensive rebound by E. Freedom,,23,31
123,2,10:31.0,E. Freedom misses 2-pt layup from 2 ft,,23,31
124,2,10:31.0,Offensive rebound by Team,,23,31
125,2,10:31.0,Turnover by Team (shot clock),,23,31
126,2,10:10.0,,W. Selden misses 3-pt jump shot from 25 ft,23,31
127,2,10:06.0,Defensive rebound by K. Knox,,23,31
128,2,10:01.0,K. Knox misses 3-pt jump shot from 26 ft,,23,31
129,2,9:58.0,,Defensive rebound by W. Selden,23,31
130,2,9:52.0,,M. Brooks misses 2-pt jump shot from 12 ft,23,31
131,2,9:50.0,Defensive rebound by F. Ntilikina,,23,31
132,2,9:46.0,A. Trier makes 2-pt layup at rim (assist by F. Ntilikina),,25,31
133,2,9:20.0,,S. Mack misses 2-pt layup from 2 ft (block by K. Knox),25,31
134,2,9:20.0,,Offensive rebound by Team,25,31
135,2,9:20.0,T. Hardaway enters the game for K. Knox,,25,31
136,2,9:20.0,M. Hezonja enters the game for F. Ntilikina,,25,31
137,2,9:20.0,,O. Casspi enters the game for J. Green,25,31
138,2,9:20.0,,M. Conley enters the game for W. Selden,25,31
139,2,9:17.0,,Turnover by Team (shot clock),25,31
140,2,9:07.0,M. Hezonja misses 2-pt layup at rim,,25,31
141,2,9:06.0,Offensive rebound by E. Freedom,,25,31
142,2,9:04.0,E. Freedom makes 2-pt layup from 2 ft,,27,31
143,2,8:51.0,,O. Casspi makes 2-pt layup at rim (assist by J. Jackson),27,33
144,2,8:36.0,E. Freedom misses 2-pt layup at rim,,27,33
145,2,8:32.0,,Defensive rebound by O. Casspi,27,33
146,2,8:28.0,,M. Brooks makes 2-pt layup from 1 ft,27,35
147,2,8:23.0,New York full timeout,,27,35
148,2,8:23.0,,M. Gasol enters the game for J. Jackson,27,35
149,2,8:03.0,T. Burke misses 2-pt jump shot from 21 ft,,27,35
150,2,8:02.0,Offensive rebound by E. Freedom,,27,35
151,2,8:02.0,Turnover by Team (shot clock),,27,35
152,2,7:46.0,,S. Mack makes 2-pt layup from 1 ft (assist by M. Conley),27,37
153,2,7:35.0,A. Trier makes 2-pt layup from 1 ft,,29,37
154,2,7:21.0,,Personal foul by A. Trier (drawn by M. Conley),29,37
155,2,7:21.0,,G. Temple enters the game for S. Mack,29,37
156,2,7:12.0,,M. Gasol misses 2-pt hook shot from 4 ft,29,37
157,2,7:10.0,Defensive rebound by E. Freedom,,29,37
158,2,7:02.0,Turnover by A. Trier (bad pass; steal by M. Gasol),,29,37
159,2,6:56.0,,O. Casspi makes 2-pt layup from 1 ft (assist by M. Gasol),29,39
160,2,6:40.0,T. Hardaway misses 2-pt jump shot from 20 ft,,29,39
161,2,6:38.0,,Defensive rebound by O. Casspi,29,39
162,2,6:31.0,,M. Brooks makes 2-pt layup from 1 ft,29,41
163,2,6:24.0,New York full timeout,,29,41
164,2,6:24.0,N. Vonleh enters the game for T. Burke,,29,41
165,2,6:24.0,,K. Anderson enters the game for M. Brooks,29,41
166,2,6:24.0,Away from play foul by K. Anderson (drawn by A. Trier),,29,41
167,2,6:24.0,T. Hardaway makes free throw 1 of 1,,30,41
168,2,6:13.0,T. Hardaway misses 3-pt jump shot from 26 ft,,30,41
169,2,6:10.0,,Defensive rebound by O. Casspi,30,41
170,2,5:51.0,,O. Casspi misses 2-pt jump shot from 4 ft,30,41
171,2,5:47.0,Defensive rebound by E. Freedom,,30,41
172,2,5:43.0,A. Trier makes 2-pt layup from 1 ft (assist by E. Freedom),,32,41
173,2,5:29.0,,M. Gasol misses 2-pt layup from 1 ft,32,41
174,2,5:27.0,Defensive rebound by E. Freedom,,32,41
175,2,5:19.0,N. Vonleh makes 3-pt jump shot from 26 ft (assist by A. Trier),,35,41
176,2,5:17.0,,Memphis full timeout,35,41
177,2,5:17.0,E. Mudiay enters the game for A. Trier,,35,41
178,2,5:17.0,,J. Green enters the game for O. Casspi,35,41
179,2,5:05.0,,Turnover by K. Anderson (bad pass),35,41
180,2,4:47.0,E. Freedom misses 3-pt jump shot from 26 ft,,35,41
181,2,4:44.0,,Defensive rebound by J. Green,35,41
182,2,4:37.0,,Offensive foul by G. Temple (drawn by E. Freedom),35,41
183,2,4:37.0,,Turnover by G. Temple (offensive foul),35,41
184,2,4:37.0,,Technical foul by G. Temple,35,41
185,2,4:37.0,T. Hardaway makes technical free throw,,36,41
186,2,4:26.0,T. Hardaway misses 2-pt layup from 3 ft (block by M. Gasol),,36,41
187,2,4:26.0,,Defensive rebound by Team,36,41
188,2,4:26.0,Loose ball foul by T. Hardaway (drawn by M. Gasol),,36,41
189,2,4:11.0,,M. Conley makes 3-pt jump shot from 26 ft (assist by M. Gasol),36,44
190,2,4:00.0,Turnover by E. Freedom (traveling),,36,44
191,2,3:48.0,,M. Gasol misses 3-pt jump shot from 25 ft,36,44
192,2,3:46.0,,Offensive rebound by M. Conley,36,44
193,2,3:35.0,,M. Conley misses 3-pt jump shot from 25 ft,36,44
194,2,3:33.0,Defensive rebound by E. Freedom,,36,44
195,2,3:20.0,N. Vonleh makes 2-pt hook shot from 6 ft,,38,44
196,2,3:00.0,,G. Temple makes 3-pt jump shot from 23 ft (assist by M. Conley),38,47
197,2,2:46.0,E. Mudiay makes 2-pt layup from 1 ft (assist by E. Freedom),,40,47
198,2,2:33.0,,Shooting foul by E. Freedom (drawn by M. Gasol),40,47
199,2,2:33.0,,M. Gasol misses free throw 1 of 2,40,47
200,2,2:33.0,,Offensive rebound by Team,40,47
201,2,2:33.0,A. Trier enters the game for M. Hezonja,,40,47
202,2,2:33.0,,M. Gasol misses free throw 2 of 2,40,47
203,2,2:30.0,Defensive rebound by A. Trier,,40,47
204,2,2:21.0,Personal foul by G. Temple (drawn by N. Vonleh),,40,47
205,2,2:08.0,E. Mudiay misses 2-pt jump shot from 12 ft,,40,47
206,2,2:04.0,,Defensive rebound by J. Green,40,47
207,2,1:43.0,,M. Gasol makes 3-pt jump shot from 27 ft (assist by M. Conley),40,50
208,2,1:41.0,Technical foul by N. Vonleh,,40,50
209,2,1:41.0,,Technical foul by J. Green,40,50
210,2,1:21.0,E. Mudiay makes 3-pt jump shot from 26 ft (assist by T. Hardaway),,43,50
211,2,1:03.0,,J. Green misses 2-pt hook shot from 5 ft,43,50
212,2,1:01.0,Defensive rebound by N. Vonleh,,43,50
213,2,0:55.0,Offensive foul by E. Mudiay (drawn by G. Temple),,43,50
214,2,0:55.0,Turnover by E. Mudiay (offensive foul),,43,50
215,2,0:36.0,,M. Gasol makes 2-pt hook shot from 8 ft (assist by M. Conley),43,52
216,2,0:30.0,A. Trier misses 2-pt layup at rim (block by K. Anderson),,43,52
217,2,0:26.0,,Defensive rebound by K. Anderson,43,52
218,2,0:23.0,,G. Temple misses 3-pt jump shot from 23 ft,43,52
219,2,0:22.0,Defensive rebound by Team,,43,52
220,2,0:22.0,T. Burke enters the game for N. Vonleh,,43,52
221,2,0:04.0,E. Mudiay misses 2-pt jump shot from 4 ft (block by J. Green),,43,52
222,2,0:01.0,,Defensive rebound by M. Conley,43,52
223,2,0:00.0,,M. Conley misses 3-pt jump shot from 46 ft,43,52
224,2,0:00.0,,Offensive rebound by Team,43,52
225,3,11:43.0,,Shooting foul by N. Vonleh (drawn by K. Anderson),43,52
226,3,11:43.0,,K. Anderson misses free throw 1 of 2,43,52
227,3,11:43.0,,Offensive rebound by Team,43,52
228,3,11:43.0,,K. Anderson misses free throw 2 of 2,43,52
229,3,11:40.0,Defensive rebound by E. Freedom,,43,52
230,3,11:26.0,Def 3 sec tech foul by Team,,43,52
231,3,11:26.0,T. Hardaway makes technical free throw,,44,52
232,3,11:17.0,E. Freedom misses 2-pt layup from 5 ft,,44,52
233,3,11:14.0,,Defensive rebound by J. Jackson,44,52
234,3,10:56.0,,M. Conley makes 2-pt layup from 1 ft,44,54
235,3,10:49.0,M. Hezonja makes 2-pt layup from 1 ft (assist by E. Mudiay),,46,54
236,3,10:38.0,,M. Conley misses 2-pt layup at rim (block by E. Mudiay),46,54
237,3,10:35.0,Defensive rebound by E. Freedom,,46,54
238,3,10:35.0,Shooting foul by K. Anderson (drawn by E. Mudiay),,46,54
239,3,10:35.0,E. Mudiay makes free throw 1 of 2,,47,54
240,3,10:35.0,E. Mudiay makes free throw 2 of 2,,48,54
241,3,10:16.0,,M. Conley makes 2-pt jump shot from 10 ft,48,56
242,3,10:05.0,E. Mudiay misses 2-pt jump shot from 18 ft,,48,56
243,3,10:02.0,,Defensive rebound by M. Gasol,48,56
244,3,9:51.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by M. Conley),48,59
245,3,9:42.0,Shooting foul by G. Temple (drawn by T. Hardaway),,48,59
246,3,9:42.0,T. Hardaway makes free throw 1 of 2,,49,59
247,3,9:42.0,T. Hardaway makes free throw 2 of 2,,50,59
248,3,9:22.0,,M. Conley misses 3-pt jump shot from 27 ft,50,59
249,3,9:19.0,Defensive rebound by E. Freedom,,50,59
250,3,9:10.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by N. Vonleh),,53,59
251,3,9:09.0,,Memphis full timeout,53,59
252,3,8:55.0,,Shooting foul by T. Hardaway (drawn by M. Conley),53,59
253,3,8:55.0,,M. Conley makes free throw 1 of 2,53,60
254,3,8:55.0,,M. Conley misses free throw 2 of 2,53,60
255,3,8:53.0,,Offensive rebound by M. Gasol,53,60
256,3,8:44.0,,M. Conley makes 3-pt jump shot from 23 ft (assist by M. Gasol),53,63
257,3,8:21.0,T. Hardaway misses 2-pt jump shot from 18 ft,,53,63
258,3,8:18.0,,Defensive rebound by J. Jackson,53,63
259,3,8:05.0,,M. Gasol makes 3-pt jump shot from 26 ft (assist by G. Temple),53,66
260,3,8:05.0,New York full timeout,,53,66
261,3,7:47.0,Shooting foul by J. Jackson (drawn by E. Freedom),,53,66
262,3,7:47.0,E. Freedom makes free throw 1 of 2,,54,66
263,3,7:47.0,E. Freedom makes free throw 2 of 2,,55,66
264,3,7:22.0,,M. Conley misses 2-pt jump shot from 13 ft,55,66
265,3,7:20.0,Defensive rebound by E. Freedom,,55,66
266,3,7:11.0,M. Hezonja makes 2-pt layup at rim (assist by N. Vonleh),,57,66
267,3,6:54.0,,M. Gasol misses 2-pt jump shot from 8 ft,57,66
268,3,6:54.0,Defensive rebound by M. Hezonja,,57,66
269,3,6:45.0,E. Freedom makes 2-pt layup from 1 ft (assist by E. Mudiay),,59,66
270,3,6:23.0,,Shooting foul by E. Freedom (drawn by M. Conley),59,66
271,3,6:23.0,,M. Conley makes free throw 1 of 2,59,67
272,3,6:23.0,,J. Green enters the game for J. Jackson,59,67
273,3,6:23.0,,M. Conley makes free throw 2 of 2,59,68
274,3,6:10.0,E. Mudiay misses 3-pt jump shot from 26 ft,,59,68
275,3,6:07.0,Offensive rebound by E. Freedom,,59,68
276,3,6:06.0,E. Freedom makes 2-pt layup from 1 ft,,61,68
277,3,5:50.0,,G. Temple misses 2-pt jump shot from 15 ft,61,68
278,3,5:48.0,Defensive rebound by E. Mudiay,,61,68
279,3,5:41.0,Personal foul by J. Green (drawn by N. Vonleh),,61,68
280,3,5:41.0,,W. Selden enters the game for G. Temple,61,68
281,3,5:36.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by E. Mudiay),,64,68
282,3,5:17.0,,J. Green misses 3-pt jump shot from 25 ft,64,68
283,3,5:14.0,Defensive rebound by N. Vonleh,,64,68
284,3,5:06.0,T. Hardaway makes 2-pt layup at rim,,66,68
285,3,5:06.0,,Memphis full timeout,66,68
286,3,5:06.0,,S. Mack enters the game for K. Anderson,66,68
287,3,5:06.0,,G. Temple enters the game for M. Conley,66,68
288,3,4:46.0,,J. Green misses 2-pt jump shot from 8 ft,66,68
289,3,4:43.0,Defensive rebound by M. Hezonja,,66,68
290,3,4:31.0,M. Hezonja misses 2-pt layup from 1 ft (block by M. Gasol),,66,68
291,3,4:29.0,Offensive rebound by E. Freedom,,66,68
292,3,4:29.0,E. Freedom makes 2-pt layup at rim,,68,68
293,3,4:29.0,,Violation by Team (def goaltending),68,68
294,3,4:12.0,,Turnover by S. Mack (lost ball; steal by E. Mudiay),68,68
295,3,4:08.0,T. Hardaway misses 2-pt layup from 1 ft,,68,68
296,3,4:05.0,,Defensive rebound by G. Temple,68,68
297,3,3:56.0,,Shooting foul by E. Freedom (drawn by M. Gasol),68,68
298,3,3:56.0,,M. Gasol misses free throw 1 of 2,68,68
299,3,3:56.0,,Offensive rebound by Team,68,68
300,3,3:56.0,T. Burke enters the game for E. Mudiay,,68,68
301,3,3:56.0,,M. Gasol makes free throw 2 of 2,68,69
302,3,3:45.0,T. Burke misses 2-pt jump shot from 13 ft,,68,69
303,3,3:45.0,Offensive rebound by Team,,68,69
304,3,3:45.0,,Loose ball foul by S. Mack (drawn by T. Burke),68,69
305,3,3:45.0,T. Burke makes free throw 1 of 2,,69,69
306,3,3:45.0,T. Burke makes free throw 2 of 2,,70,69
307,3,3:32.0,,M. Gasol misses 2-pt jump shot from 14 ft,70,69
308,3,3:30.0,Defensive rebound by E. Freedom,,70,69
309,3,3:14.0,T. Burke misses 3-pt jump shot from 25 ft,,70,69
310,3,3:12.0,Offensive rebound by Team,,70,69
311,3,3:12.0,A. Trier enters the game for M. Hezonja,,70,69
312,3,3:12.0,,M. Conley enters the game for M. Gasol,70,69
313,3,3:12.0,,J. Jackson enters the game for W. Selden,70,69
314,3,3:01.0,E. Freedom makes 2-pt hook shot from 2 ft,,72,69
315,3,2:43.0,,J. Green misses 2-pt jump shot from 17 ft,72,69
316,3,2:41.0,Defensive rebound by N. Vonleh,,72,69
317,3,2:32.0,Personal foul by G. Temple (drawn by T. Hardaway),,72,69
318,3,2:32.0,M. Robinson enters the game for N. Vonleh,,72,69
319,3,2:32.0,,K. Anderson enters the game for S. Mack,72,69
320,3,2:32.0,,M. Brooks enters the game for G. Temple,72,69
321,3,2:32.0,T. Hardaway makes free throw 1 of 2,,73,69
322,3,2:32.0,T. Hardaway makes free throw 2 of 2,,74,69
323,3,2:15.0,,M. Conley misses 2-pt jump shot from 17 ft,74,69
324,3,2:11.0,,Offensive rebound by J. Green,74,69
325,3,2:11.0,,J. Green misses 2-pt layup from 1 ft,74,69
326,3,2:11.0,Defensive rebound by E. Freedom,,74,69
327,3,2:06.0,E. Freedom misses 2-pt layup from 1 ft (block by J. Green),,74,69
328,3,2:06.0,Offensive rebound by Team,,74,69
329,3,1:55.0,E. Freedom makes 2-pt jump shot from 2 ft (assist by T. Burke),,76,69
330,3,1:34.0,,K. Anderson makes 2-pt jump shot from 9 ft (assist by J. Jackson),76,71
331,3,1:16.0,E. Freedom misses 2-pt layup from 1 ft (block by J. Jackson),,76,71
332,3,1:10.0,Offensive rebound by E. Freedom,,76,71
333,3,1:10.0,E. Freedom makes 2-pt layup at rim,,78,71
334,3,0:51.0,,M. Conley misses 2-pt layup from 1 ft,78,71
335,3,0:48.0,Defensive rebound by E. Freedom,,78,71
336,3,0:46.0,Shooting foul by M. Brooks (drawn by A. Trier),,78,71
337,3,0:46.0,A. Trier misses free throw 1 of 2,,78,71
338,3,0:46.0,Offensive rebound by Team,,78,71
339,3,0:46.0,,M. Gasol enters the game for J. Green,78,71
340,3,0:46.0,A. Trier misses free throw 2 of 2,,78,71
341,3,0:45.0,,Defensive rebound by M. Gasol,78,71
342,3,0:34.0,,M. Brooks misses 2-pt jump shot from 17 ft,78,71
343,3,0:32.0,Defensive rebound by E. Freedom,,78,71
344,3,0:16.0,Shooting foul by M. Gasol (drawn by E. Freedom),,78,71
345,3,0:16.0,E. Freedom misses free throw 1 of 2,,78,71
346,3,0:16.0,Offensive rebound by Team,,78,71
347,3,0:16.0,E. Freedom misses free throw 2 of 2,,78,71
348,3,0:15.0,,Defensive rebound by K. Anderson,78,71
349,3,0:05.0,,M. Conley misses 3-pt jump shot from 26 ft,78,71
350,3,0:02.0,Defensive rebound by T. Burke,,78,71
351,4,11:37.0,A. Trier makes 2-pt jump shot from 15 ft,,80,71
352,4,11:10.0,,Personal foul by M. Robinson (drawn by M. Gasol),80,71
353,4,11:01.0,,M. Gasol makes 2-pt layup at rim (assist by S. Mack),80,73
354,4,11:01.0,,Shooting foul by E. Freedom (drawn by M. Gasol),80,73
355,4,11:01.0,,M. Gasol makes free throw 1 of 1,80,74
356,4,10:37.0,Turnover by E. Freedom (bad pass; steal by S. Mack),,80,74
357,4,10:34.0,,Turnover by S. Mack (lost ball; steal by T. Burke),80,74
358,4,10:32.0,Turnover by T. Burke (bad pass; steal by K. Anderson),,80,74
359,4,10:31.0,,S. Mack makes 2-pt layup from 1 ft (assist by K. Anderson),80,76
360,4,10:31.0,New York full timeout,,80,76
361,4,10:31.0,N. Vonleh enters the game for E. Freedom,,80,76
362,4,10:18.0,Shooting foul by K. Anderson (drawn by N. Vonleh),,80,76
363,4,10:18.0,N. Vonleh makes free throw 1 of 2,,81,76
364,4,10:18.0,N. Vonleh makes free throw 2 of 2,,82,76
365,4,9:56.0,,M. Gasol misses 2-pt layup from 2 ft (block by A. Trier),82,76
366,4,9:52.0,Defensive rebound by N. Vonleh,,82,76
367,4,9:48.0,A. Trier makes 2-pt layup from 1 ft,,84,76
368,4,9:28.0,,M. Conley makes 2-pt jump shot from 13 ft,84,78
369,4,9:19.0,T. Burke misses 2-pt jump shot from 15 ft,,84,78
370,4,9:16.0,Offensive rebound by F. Ntilikina,,84,78
371,4,9:08.0,A. Trier misses 2-pt jump shot from 15 ft,,84,78
372,4,9:05.0,,Defensive rebound by M. Gasol,84,78
373,4,9:02.0,,K. Anderson makes 2-pt layup from 1 ft (assist by M. Conley),84,80
374,4,9:02.0,,Shooting foul by F. Ntilikina (drawn by K. Anderson),84,80
375,4,9:02.0,,J. Jackson enters the game for G. Temple,84,80
376,4,9:02.0,,K. Anderson misses free throw 1 of 1,84,80
377,4,9:02.0,Defensive rebound by N. Vonleh,,84,80
378,4,8:48.0,T. Burke misses 2-pt jump shot from 5 ft,,84,80
379,4,8:45.0,,Defensive rebound by S. Mack,84,80
380,4,8:37.0,,Personal foul by A. Trier (drawn by K. Anderson),84,80
381,4,8:37.0,T. Hardaway enters the game for F. Ntilikina,,84,80
382,4,8:37.0,E. Freedom enters the game for M. Robinson,,84,80
383,4,8:31.0,,M. Gasol misses 3-pt jump shot from 26 ft,84,80
384,4,8:28.0,Defensive rebound by N. Vonleh,,84,80
385,4,8:16.0,T. Burke makes 3-pt jump shot from 26 ft (assist by T. Hardaway),,87,80
386,4,7:51.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by M. Conley),87,83
387,4,7:33.0,A. Trier misses 2-pt layup from 1 ft (block by M. Gasol),,87,83
388,4,7:29.0,Offensive rebound by A. Trier,,87,83
