,QUARTER,TIME_REMAINING,NEW YORK_ACTION,MEMPHIS_ACTION,NEW YORK_SCORE,MEMPHIS_SCORE
389,4,7:29.0,A. Trier misses 2-pt layup at rim (block by J. Jackson),,87,83
390,4,7:29.0,,Defensive rebound by J. Jackson,87,83
391,4,7:25.0,,S. Mack misses 3-pt jump shot from 25 ft,87,83
392,4,7:21.0,Defensive rebound by T. Burke,,87,83
393,4,7:19.0,A. Trier misses 2-pt layup from 1 ft (block by M. Gasol),,87,83
394,4,7:11.0,,Defensive rebound by S. Mack,87,83
395,4,6:58.0,,M. Gasol makes 2-pt layup from 1 ft (assist by M. Conley),87,85
396,4,6:45.0,T. Burke misses 2-pt layup from 2 ft (block by J. Jackson),,87,85
397,4,6:41.0,,Defensive rebound by J. Jackson,87,85
398,4,6:26.0,,K. Anderson misses 2-pt jump shot from 3 ft,87,85
399,4,6:23.0,Defensive rebound by E. Freedom,,87,85
400,4,6:13.0,A. Trier misses 2-pt layup from 1 ft (block by J. Jackson),,87,85
401,4,6:12.0,Offensive rebound by A. Trier,,87,85
402,4,6:12.0,,G. Temple enters the game for S. Mack,87,85
403,4,6:06.0,T. Hardaway misses 3-pt jump shot from 25 ft (block by K. Anderson),,87,85
404,4,6:04.0,,Defensive rebound by K. Anderson,87,85
405,4,5:50.0,,M. Conley misses 2-pt jump shot from 4 ft,87,85
406,4,5:47.0,Defensive rebound by E. Freedom,,87,85
407,4,5:40.0,T. Burke makes 2-pt jump shot from 17 ft,,89,85
408,4,5:30.0,,Memphis full timeout,89,85
409,4,5:30.0,E. Mudiay enters the game for A. Trier,,89,85
410,4,5:21.0,,Personal foul by N. Vonleh (drawn by M. Gasol),89,85
411,4,5:21.0,,M. Gasol makes free throw 1 of 2,89,86
412,4,5:21.0,,M. Gasol makes free throw 2 of 2,89,87
413,4,5:01.0,T. Hardaway misses 2-pt layup from 1 ft (block by G. Temple),,89,87
414,4,4:58.0,,Defensive rebound by M. Gasol,89,87
415,4,4:39.0,,M. Conley makes 2-pt jump shot from 18 ft,89,89
416,4,4:14.0,Personal foul by J. Jackson (drawn by N. Vonleh),,89,89
417,4,4:07.0,T. Burke misses 2-pt jump shot from 20 ft,,89,89
418,4,4:03.0,,Defensive rebound by M. Conley,89,89
419,4,3:49.0,,M. Conley misses 3-pt jump shot from 25 ft,89,89
420,4,3:46.0,Defensive rebound by T. Hardaway,,89,89
421,4,3:32.0,N. Vonleh misses 2-pt hook shot from 5 ft,,89,89
422,4,3:30.0,,Defensive rebound by M. Gasol,89,89
423,4,3:30.0,,Personal foul by E. Mudiay (drawn by M. Conley),89,89
424,4,3:30.0,,M. Conley makes free throw 1 of 2,89,90
425,4,3:30.0,,M. Conley makes free throw 2 of 2,89,91
426,4,3:21.0,Personal foul by G. Temple (drawn by T. Hardaway),,89,91
427,4,3:11.0,Personal foul by M. Gasol (drawn by E. Freedom),,89,91
428,4,2:58.0,E. Mudiay misses 2-pt layup from 2 ft (block by J. Jackson),,89,91
429,4,2:57.0,Offensive rebound by Team,,89,91
430,4,2:57.0,Turnover by Team (shot clock),,89,91
431,4,2:57.0,,Memphis full timeout,89,91
432,4,2:37.0,,M. Conley misses 3-pt jump shot from 26 ft,89,91
433,4,2:34.0,Defensive rebound by E. Freedom,,89,91
434,4,2:20.0,T. Hardaway makes 3-pt jump shot from 24 ft,,92,91
435,4,1:56.0,,M. Conley makes 2-pt jump shot from 10 ft,92,93
436,4,1:49.0,Personal foul by M. Conley (drawn by T. Burke),,92,93
437,4,1:49.0,T. Burke makes free throw 1 of 2,,93,93
438,4,1:49.0,T. Burke makes free throw 2 of 2,,94,93
439,4,1:37.0,,Turnover by G. Temple (bad pass; steal by T. Burke),94,93
440,4,1:35.0,E. Mudiay makes 2-pt dunk at rim (assist by T. Burke),,96,93
441,4,1:35.0,Shooting foul by G. Temple (drawn by E. Mudiay),,96,93
442,4,1:35.0,,S. Mack enters the game for G. Temple,96,93
443,4,1:35.0,E. Mudiay makes free throw 1 of 1,,97,93
444,4,1:17.0,,M. Conley misses 2-pt layup from 4 ft (block by T. Burke),97,93
445,4,1:17.0,Defensive rebound by Team,,97,93
446,4,1:00.0,New York full timeout,,97,93
447,4,0:54.0,T. Burke misses 2-pt jump shot from 14 ft,,97,93
448,4,0:52.0,,Defensive rebound by J. Jackson,97,93
449,4,0:35.0,,S. Mack misses 3-pt jump shot from 25 ft (block by N. Vonleh),97,93
450,4,0:32.0,Defensive rebound by E. Freedom,,97,93
451,4,0:29.0,Personal take foul by S. Mack (drawn by E. Mudiay),,97,93
452,4,0:29.0,E. Mudiay makes free throw 1 of 2,,98,93
453,4,0:29.0,E. Mudiay makes free throw 2 of 2,,99,93
454,4,0:29.0,,Memphis full timeout,99,93
455,4,0:29.0,F. Ntilikina enters the game for E. Freedom,,99,93
456,4,0:27.0,,M. Conley misses 3-pt jump shot from 27 ft,99,93
457,4,0:24.0,,Offensive rebound by M. Gasol,99,93
458,4,0:23.0,,M. Gasol makes 2-pt layup at rim,99,95
459,4,0:23.0,Violation by Team (def goaltending),,99,95
460,4,0:20.0,New York full timeout,,99,95
461,4,0:19.0,Personal take foul by J. Jackson (drawn by T. Burke),,99,95
462,4,0:19.0,T. Burke makes free throw 1 of 2,,100,95
463,4,0:19.0,T. Burke makes free throw 2 of 2,,101,95
464,4,0:11.0,,J. Jackson makes 3-pt jump shot from 24 ft (assist by M. Gasol),101,98
465,4,0:10.0,Personal take foul by J. Jackson (drawn by F. Ntilikina),,101,98
466,4,0:10.0,F. Ntilikina makes free throw 1 of 2,,102,98
467,4,0:10.0,F. Ntilikina makes free throw 2 of 2,,103,98
468,4,0:02.0,,M. Gasol misses 3-pt jump shot from 27 ft,103,98
469,4,0:02.0,Defensive rebound by F. Ntilikina,,103,98
