,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,SAN ANTONIO_ACTION,SACRAMENTO_SCORE,SAN ANTONIO_SCORE
46,1,6:45.0,,L. Aldridge makes 2-pt jump shot from 14 ft,7,15
47,1,6:29.0,B. Hield misses 2-pt jump shot from 18 ft,,7,15
48,1,6:28.0,,Defensive rebound by Team,7,15
49,1,6:07.0,,L. Aldridge makes 2-pt jump shot from 11 ft,7,17
50,1,5:53.0,W. Cauley-Stein makes 2-pt jump shot from 18 ft,,9,17
51,1,5:31.0,,D. DeRozan makes 2-pt jump shot from 10 ft,9,19
52,1,5:16.0,W. Cauley-Stein makes 2-pt jump shot from 17 ft (assist by D. Fox),,11,19
53,1,5:04.0,,L. Aldridge makes 2-pt layup from 5 ft (assist by D. DeRozan),11,21
54,1,4:48.0,B. Hield misses 2-pt jump shot from 16 ft,,11,21
55,1,4:44.0,Offensive rebound by W. Cauley-Stein,,11,21
56,1,4:41.0,N. Bjelica makes 3-pt jump shot from 25 ft (assist by H. Barnes),,14,21
57,1,4:40.0,,San Antonio full timeout,14,21
58,1,4:40.0,B. Bogdanović enters the game for H. Barnes,,14,21
59,1,4:40.0,K. Koufos enters the game for W. Cauley-Stein,,14,21
60,1,4:40.0,,M. Belinelli enters the game for B. Forbes,14,21
61,1,4:40.0,,P. Mills enters the game for D. White,14,21
62,1,4:22.0,,L. Aldridge misses 2-pt layup from 7 ft,14,21
63,1,4:16.0,,Offensive rebound by L. Aldridge,14,21
64,1,4:16.0,,L. Aldridge makes 2-pt layup from 1 ft,14,23
65,1,3:57.0,D. Fox makes 2-pt layup from 7 ft (assist by K. Koufos),,16,23
66,1,3:31.0,,D. Bertāns misses 3-pt jump shot from 26 ft,16,23
67,1,3:31.0,Defensive rebound by K. Koufos,,16,23
68,1,3:25.0,Personal foul by D. Bertāns (drawn by N. Bjelica),,16,23
69,1,3:25.0,,R. Gay enters the game for D. DeRozan,16,23
70,1,3:13.0,D. Fox misses 2-pt jump shot from 15 ft,,16,23
71,1,3:09.0,Offensive rebound by K. Koufos,,16,23
72,1,3:07.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,16,23
73,1,3:01.0,,Defensive rebound by R. Gay,16,23
74,1,3:00.0,,Turnover by R. Gay (lost ball; steal by B. Hield),16,23
75,1,2:52.0,N. Bjelica makes 2-pt layup from 3 ft (assist by B. Hield),,18,23
76,1,2:43.0,,L. Aldridge makes 2-pt jump shot from 7 ft (assist by M. Belinelli),18,25
77,1,2:33.0,Personal foul by M. Belinelli (drawn by B. Bogdanović),,18,25
78,1,2:33.0,C. Brewer enters the game for N. Bjelica,,18,25
79,1,2:33.0,Y. Ferrell enters the game for D. Fox,,18,25
80,1,2:33.0,,J. Poeltl enters the game for L. Aldridge,18,25
81,1,2:19.0,K. Koufos makes 2-pt hook shot from 8 ft (assist by C. Brewer),,20,25
82,1,2:05.0,,P. Mills misses 3-pt jump shot from 23 ft,20,25
83,1,1:59.0,Defensive rebound by B. Bogdanović,,20,25
84,1,1:48.0,Y. Ferrell misses 2-pt layup from 2 ft,,20,25
85,1,1:45.0,Offensive rebound by K. Koufos,,20,25
86,1,1:42.0,Turnover by K. Koufos (out of bounds lost ball),,20,25
87,1,1:20.0,,R. Gay makes 2-pt jump shot from 22 ft (assist by D. Bertāns),20,27
88,1,1:02.0,B. Bogdanović makes 2-pt layup from 7 ft (assist by B. Hield),,22,27
89,1,0:48.0,,R. Gay misses 2-pt jump shot from 6 ft,22,27
90,1,0:48.0,Defensive rebound by B. Hield,,22,27
91,1,0:43.0,B. Hield makes 2-pt layup from 5 ft,,24,27
92,1,0:43.0,Shooting foul by J. Poeltl (drawn by B. Hield),,24,27
93,1,0:43.0,B. Hield makes free throw 1 of 1,,25,27
94,1,0:34.0,,M. Belinelli misses 3-pt jump shot from 28 ft,25,27
95,1,0:29.0,,Offensive rebound by J. Poeltl,25,27
96,1,0:20.0,,M. Belinelli makes 3-pt jump shot from 26 ft,25,30
97,1,0:02.0,B. Hield makes 3-pt jump shot from 26 ft,,28,30
98,1,0:00.0,,R. Gay misses 3-pt jump shot from 45 ft,28,30
99,1,0:00.0,,Offensive rebound by Team,28,30
100,2,11:38.0,B. Bogdanović misses 2-pt jump shot from 21 ft,,28,30
101,2,11:34.0,,Defensive rebound by P. Mills,28,30
102,2,11:23.0,,Turnover by P. Mills (bad pass; steal by Y. Ferrell),28,30
103,2,11:06.0,Shooting foul by R. Gay (drawn by H. Barnes),,28,30
104,2,11:06.0,H. Barnes makes free throw 1 of 2,,29,30
105,2,11:06.0,H. Barnes makes free throw 2 of 2,,30,30
106,2,10:52.0,,M. Belinelli misses 2-pt jump shot from 20 ft,30,30
107,2,10:50.0,Defensive rebound by K. Koufos,,30,30
108,2,10:39.0,H. Barnes makes 3-pt jump shot from 24 ft (assist by C. Brewer),,33,30
109,2,10:26.0,,R. Gay makes 2-pt layup from 5 ft (assist by D. Bertāns),33,32
110,2,10:11.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,33,32
111,2,10:11.0,,Defensive rebound by R. Gay,33,32
112,2,10:05.0,,Turnover by R. Gay (bad pass; steal by B. Bogdanović),33,32
113,2,10:00.0,Y. Ferrell misses 2-pt jump shot from 10 ft (block by J. Poeltl),,33,32
114,2,10:00.0,Offensive rebound by Team,,33,32
115,2,10:00.0,,B. Forbes enters the game for D. Bertāns,33,32
116,2,9:56.0,Shooting foul by R. Gay (drawn by B. Bogdanović),,33,32
117,2,9:56.0,B. Bogdanović makes free throw 1 of 2,,34,32
118,2,9:56.0,B. Bogdanović makes free throw 2 of 2,,35,32
119,2,9:42.0,,B. Forbes makes 2-pt jump shot from 5 ft (assist by P. Mills),35,34
120,2,9:30.0,K. Koufos misses 2-pt jump shot from 9 ft,,35,34
121,2,9:26.0,,Defensive rebound by R. Gay,35,34
122,2,9:18.0,,P. Mills makes 2-pt jump shot from 21 ft (assist by R. Gay),35,36
123,2,9:04.0,K. Koufos misses 2-pt hook shot from 11 ft,,35,36
124,2,9:04.0,,Defensive rebound by R. Gay,35,36
125,2,8:50.0,,R. Gay makes 2-pt jump shot from 15 ft,35,38
126,2,8:48.0,Sacramento full timeout,,35,38
127,2,8:48.0,W. Cauley-Stein enters the game for K. Koufos,,35,38
128,2,8:48.0,,L. Aldridge enters the game for M. Belinelli,35,38
129,2,8:48.0,,D. DeRozan enters the game for R. Gay,35,38
130,2,8:48.0,,D. White enters the game for J. Poeltl,35,38
131,2,8:25.0,C. Brewer makes 2-pt layup from 1 ft (assist by B. Bogdanović),,37,38
132,2,8:09.0,,Turnover by D. DeRozan (lost ball; steal by C. Brewer),37,38
133,2,8:09.0,,Violation by Team (kicked ball),37,38
134,2,7:53.0,H. Barnes makes 2-pt layup from 5 ft,,39,38
135,2,7:47.0,,San Antonio full timeout,39,38
136,2,7:47.0,,M. Belinelli enters the game for P. Mills,39,38
137,2,7:36.0,,L. Aldridge misses 2-pt jump shot from 9 ft,39,38
138,2,7:33.0,Defensive rebound by H. Barnes,,39,38
139,2,7:16.0,Y. Ferrell makes 2-pt jump shot from 10 ft (assist by C. Brewer),,41,38
140,2,6:57.0,,D. DeRozan makes 2-pt jump shot from 17 ft (assist by L. Aldridge),41,40
141,2,6:45.0,Turnover by B. Bogdanović (bad pass),,41,40
142,2,6:41.0,,Personal foul by C. Brewer (drawn by D. White),41,40
143,2,6:41.0,N. Bjelica enters the game for H. Barnes,,41,40
144,2,6:41.0,D. Fox enters the game for Y. Ferrell,,41,40
145,2,6:25.0,,D. DeRozan misses 2-pt jump shot from 11 ft,41,40
146,2,6:22.0,Defensive rebound by N. Bjelica,,41,40
147,2,6:12.0,C. Brewer makes 3-pt jump shot from 24 ft (assist by D. Fox),,44,40
148,2,5:52.0,,L. Aldridge misses 2-pt jump shot from 12 ft,44,40
149,2,5:49.0,Defensive rebound by D. Fox,,44,40
150,2,5:42.0,W. Cauley-Stein misses 2-pt hook shot from 8 ft,,44,40
151,2,5:42.0,Offensive rebound by Team,,44,40
152,2,5:42.0,,Loose ball foul by M. Belinelli (drawn by C. Brewer),44,40
153,2,5:35.0,D. Fox makes 2-pt jump shot from 9 ft,,46,40
154,2,5:17.0,,M. Belinelli makes 2-pt jump shot from 18 ft (assist by B. Forbes),46,42
155,2,4:58.0,Turnover by W. Cauley-Stein (lost ball; steal by D. DeRozan),,46,42
156,2,4:53.0,,B. Forbes misses 2-pt layup from 5 ft,46,42
157,2,4:49.0,,Offensive rebound by D. DeRozan,46,42
158,2,4:49.0,,D. DeRozan makes 2-pt layup from 1 ft,46,44
159,2,4:39.0,D. Fox misses 3-pt jump shot from 25 ft,,46,44
160,2,4:39.0,,Defensive rebound by Team,46,44
161,2,4:23.0,,D. DeRozan makes 2-pt jump shot from 5 ft,46,46
162,2,4:08.0,Turnover by N. Bjelica (lost ball; steal by M. Belinelli),,46,46
163,2,4:07.0,,M. Belinelli makes 3-pt jump shot from 27 ft (assist by D. DeRozan),46,49
164,2,3:50.0,Personal foul by B. Forbes (drawn by B. Bogdanović),,46,49
165,2,3:50.0,B. Hield enters the game for C. Brewer,,46,49
166,2,3:50.0,,R. Gay enters the game for B. Forbes,46,49
167,2,3:42.0,Personal foul by D. DeRozan (drawn by N. Bjelica),,46,49
168,2,3:42.0,N. Bjelica misses free throw 1 of 2,,46,49
169,2,3:42.0,Offensive rebound by Team,,46,49
170,2,3:42.0,N. Bjelica makes free throw 2 of 2,,47,49
171,2,3:26.0,,Shooting foul by N. Bjelica (drawn by M. Belinelli),47,49
172,2,3:26.0,,M. Belinelli makes free throw 1 of 2,47,50
173,2,3:26.0,H. Barnes enters the game for B. Bogdanović,,47,50
174,2,3:26.0,,M. Belinelli makes free throw 2 of 2,47,51
175,2,3:16.0,W. Cauley-Stein makes 2-pt layup from 9 ft (assist by D. Fox),,49,51
176,2,2:59.0,,D. White misses 2-pt jump shot from 3 ft,49,51
177,2,2:59.0,,Offensive rebound by L. Aldridge,49,51
178,2,2:52.0,,L. Aldridge misses 2-pt layup from 1 ft,49,51
179,2,2:50.0,,Offensive rebound by L. Aldridge,49,51
180,2,2:50.0,,L. Aldridge makes 2-pt layup from 1 ft,49,53
181,2,2:43.0,H. Barnes misses 3-pt jump shot from 25 ft,,49,53
182,2,2:39.0,,Defensive rebound by R. Gay,49,53
183,2,2:34.0,,R. Gay misses 2-pt jump shot from 8 ft,49,53
184,2,2:31.0,Defensive rebound by H. Barnes,,49,53
185,2,2:22.0,B. Hield misses 2-pt jump shot from 10 ft,,49,53
186,2,2:19.0,,Defensive rebound by L. Aldridge,49,53
187,2,2:08.0,,R. Gay makes 2-pt dunk from 3 ft (assist by D. White),49,55
188,2,2:00.0,D. Fox makes 2-pt layup from 2 ft,,51,55
189,2,2:00.0,Shooting foul by D. White (drawn by D. Fox),,51,55
190,2,2:00.0,K. Koufos enters the game for W. Cauley-Stein,,51,55
191,2,2:00.0,D. Fox makes free throw 1 of 1,,52,55
192,2,1:37.0,,R. Gay makes 2-pt jump shot from 14 ft,52,57
193,2,1:37.0,C. Brewer enters the game for N. Bjelica,,52,57
194,2,1:12.0,H. Barnes misses 2-pt jump shot from 3 ft (block by L. Aldridge),,52,57
195,2,1:11.0,Offensive rebound by Team,,52,57
196,2,1:11.0,,Loose ball foul by D. DeRozan (drawn by H. Barnes),52,57
197,2,1:11.0,H. Barnes makes free throw 1 of 2,,53,57
198,2,1:11.0,H. Barnes makes free throw 2 of 2,,54,57
199,2,0:57.0,,Turnover by D. White (lost ball; steal by D. Fox),54,57
200,2,0:55.0,Turnover by K. Koufos (traveling),,54,57
201,2,0:49.0,,D. White misses 2-pt layup from 3 ft (block by C. Brewer),54,57
202,2,0:45.0,Defensive rebound by B. Hield,,54,57
203,2,0:44.0,D. Fox makes 2-pt layup from 3 ft (assist by B. Hield),,56,57
204,2,0:32.0,,D. DeRozan misses 2-pt jump shot from 18 ft,56,57
205,2,0:29.0,Defensive rebound by B. Hield,,56,57
206,2,0:26.0,B. Hield makes 2-pt jump shot from 13 ft,,58,57
207,2,0:08.0,,L. Aldridge misses 2-pt jump shot from 17 ft,58,57
208,2,0:05.0,Defensive rebound by H. Barnes,,58,57
209,2,0:00.0,B. Hield misses 2-pt layup from 2 ft,,58,57
210,2,0:00.0,Offensive rebound by Team,,58,57
211,3,11:35.0,D. Fox misses 2-pt jump shot from 17 ft,,58,57
212,3,11:32.0,,Defensive rebound by D. White,58,57
213,3,11:17.0,,D. White makes 2-pt jump shot from 9 ft (assist by R. Gay),58,59
214,3,11:10.0,B. Hield makes 2-pt layup from 4 ft (assist by D. Fox),,60,59
215,3,10:52.0,,D. White misses 2-pt jump shot from 14 ft,60,59
216,3,10:52.0,,Offensive rebound by L. Aldridge,60,59
217,3,10:45.0,,L. Aldridge makes 2-pt layup at rim,60,61
218,3,10:34.0,B. Hield makes 2-pt jump shot from 11 ft,,62,61
219,3,10:22.0,,R. Gay misses 3-pt jump shot from 27 ft,62,61
220,3,10:17.0,,Offensive rebound by B. Forbes,62,61
221,3,10:10.0,,D. White makes 2-pt jump shot from 15 ft,62,63
222,3,9:50.0,H. Barnes makes 2-pt jump shot from 8 ft,,64,63
223,3,9:38.0,,D. White makes 2-pt layup from 2 ft,64,65
224,3,9:24.0,Shooting foul by B. Forbes (drawn by B. Hield),,64,65
225,3,9:24.0,B. Hield makes free throw 1 of 2,,65,65
226,3,9:24.0,B. Hield misses free throw 2 of 2,,65,65
227,3,9:22.0,,Defensive rebound by R. Gay,65,65
228,3,9:14.0,,Offensive foul by D. White (drawn by D. Fox),65,65
229,3,9:14.0,,Turnover by D. White (offensive foul),65,65
230,3,9:04.0,H. Barnes misses 2-pt layup from 2 ft (block by D. White),,65,65
231,3,9:04.0,,Defensive rebound by Team,65,65
232,3,9:04.0,Technical foul by G. Popovich,,65,65
233,3,9:04.0,Technical foul by G. Popovich,,65,65
234,3,9:04.0,B. Hield makes technical free throw,,66,65
235,3,9:04.0,B. Hield makes technical free throw,,67,65
236,3,8:49.0,,D. DeRozan misses 2-pt jump shot from 18 ft,67,65
237,3,8:45.0,Defensive rebound by W. Cauley-Stein,,67,65
238,3,8:32.0,H. Barnes misses 3-pt jump shot from 24 ft,,67,65
239,3,8:29.0,,Defensive rebound by D. White,67,65
240,3,8:26.0,,Turnover by D. White (bad pass; steal by W. Cauley-Stein),67,65
241,3,8:23.0,Shooting foul by L. Aldridge (drawn by D. Fox),,67,65
242,3,8:23.0,D. Fox makes free throw 1 of 2,,68,65
243,3,8:23.0,D. Fox misses free throw 2 of 2,,68,65
244,3,8:21.0,,Defensive rebound by L. Aldridge,68,65
245,3,8:01.0,,Shooting foul by W. Cauley-Stein (drawn by L. Aldridge),68,65
246,3,8:01.0,,L. Aldridge misses free throw 1 of 2,68,65
247,3,8:01.0,,Offensive rebound by Team,68,65
248,3,8:01.0,,L. Aldridge misses free throw 2 of 2,68,65
249,3,7:58.0,Defensive rebound by W. Cauley-Stein,,68,65
250,3,7:48.0,D. Fox misses 2-pt jump shot from 8 ft,,68,65
251,3,7:46.0,,Defensive rebound by B. Forbes,68,65
252,3,7:40.0,,B. Forbes makes 2-pt jump shot from 19 ft,68,67
253,3,7:23.0,W. Cauley-Stein makes 2-pt layup from 2 ft,,70,67
254,3,7:23.0,Shooting foul by L. Aldridge (drawn by W. Cauley-Stein),,70,67
255,3,7:23.0,W. Cauley-Stein makes free throw 1 of 1,,71,67
256,3,7:05.0,,D. DeRozan makes 2-pt jump shot from 9 ft,71,69
257,3,6:53.0,W. Cauley-Stein misses 2-pt jump shot from 16 ft,,71,69
258,3,6:50.0,,Defensive rebound by R. Gay,71,69
259,3,6:44.0,,Personal foul by W. Cauley-Stein (drawn by L. Aldridge),71,69
260,3,6:44.0,,San Antonio full timeout,71,69
261,3,6:44.0,B. Bogdanović enters the game for N. Bjelica,,71,69
262,3,6:44.0,K. Koufos enters the game for W. Cauley-Stein,,71,69
263,3,6:33.0,,R. Gay makes 3-pt jump shot from 23 ft (assist by D. White),71,72
264,3,6:05.0,B. Hield makes 3-pt jump shot from 24 ft (assist by H. Barnes),,74,72
265,3,5:47.0,,B. Forbes makes 3-pt jump shot from 26 ft (assist by D. White),74,75
266,3,5:33.0,B. Hield makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),,77,75
267,3,5:14.0,,L. Aldridge misses 2-pt hook shot from 3 ft,77,75
268,3,5:11.0,Defensive rebound by K. Koufos,,77,75
269,3,5:10.0,Offensive foul by D. Fox (drawn by D. White),,77,75
270,3,5:10.0,Turnover by D. Fox (offensive foul),,77,75
271,3,5:10.0,,D. Bertāns enters the game for R. Gay,77,75
272,3,5:10.0,,P. Mills enters the game for D. White,77,75
273,3,4:56.0,,D. Bertāns misses 3-pt jump shot from 25 ft,77,75
274,3,4:52.0,Defensive rebound by K. Koufos,,77,75
275,3,4:46.0,Personal foul by D. DeRozan (drawn by B. Hield),,77,75
276,3,4:46.0,,M. Belinelli enters the game for B. Forbes,77,75
277,3,4:37.0,Turnover by H. Barnes (bad pass),,77,75
278,3,4:24.0,,Personal foul by H. Barnes (drawn by D. DeRozan),77,75
279,3,4:20.0,,Personal foul by K. Koufos (drawn by D. Bertāns),77,75
280,3,4:07.0,,L. Aldridge misses 3-pt jump shot from 25 ft,77,75
281,3,4:04.0,Defensive rebound by K. Koufos,,77,75
282,3,3:54.0,B. Hield misses 2-pt layup from 3 ft,,77,75
283,3,3:52.0,,Defensive rebound by D. Bertāns,77,75
284,3,3:47.0,,M. Belinelli makes 2-pt layup from 5 ft (assist by D. Bertāns),77,77
285,3,3:33.0,Turnover by K. Koufos (lost ball; steal by P. Mills),,77,77
286,3,3:15.0,,P. Mills misses 3-pt jump shot from 26 ft,77,77
287,3,3:11.0,Defensive rebound by K. Koufos,,77,77
288,3,3:02.0,B. Bogdanović misses 2-pt jump shot from 9 ft,,77,77
289,3,2:59.0,,Defensive rebound by L. Aldridge,77,77
290,3,2:49.0,,M. Belinelli makes 2-pt jump shot from 7 ft (assist by L. Aldridge),77,79
291,3,2:49.0,,Shooting foul by K. Koufos (drawn by M. Belinelli),77,79
292,3,2:49.0,Sacramento full timeout,,77,79
293,3,2:49.0,C. Brewer enters the game for D. Fox,,77,79
294,3,2:49.0,Y. Ferrell enters the game for B. Hield,,77,79
295,3,2:49.0,,J. Poeltl enters the game for L. Aldridge,77,79
296,3,2:49.0,,M. Belinelli misses free throw 1 of 1,77,79
297,3,2:47.0,Defensive rebound by K. Koufos,,77,79
298,3,2:35.0,H. Barnes misses 2-pt jump shot from 16 ft,,77,79
299,3,2:32.0,,Defensive rebound by P. Mills,77,79
300,3,2:23.0,,D. Bertāns makes 3-pt jump shot from 23 ft (assist by D. DeRozan),77,82
301,3,2:05.0,B. Bogdanović makes 3-pt jump shot from 27 ft,,80,82
302,3,1:42.0,,Turnover by D. Bertāns (bad pass; steal by Y. Ferrell),80,82
303,3,1:33.0,B. Bogdanović makes 3-pt jump shot from 26 ft,,83,82
304,3,1:33.0,Shooting foul by D. Bertāns (drawn by B. Bogdanović),,83,82
305,3,1:33.0,,R. Gay enters the game for D. DeRozan,83,82
306,3,1:33.0,B. Bogdanović makes free throw 1 of 1,,84,82
307,3,1:17.0,,R. Gay makes 3-pt jump shot from 25 ft,84,85
308,3,0:56.0,H. Barnes misses 2-pt jump shot from 4 ft,,84,85
309,3,0:54.0,,Defensive rebound by P. Mills,84,85
310,3,0:52.0,,P. Mills misses 3-pt jump shot from 26 ft,84,85
311,3,0:49.0,,Offensive rebound by J. Poeltl,84,85
312,3,0:49.0,,J. Poeltl misses 2-pt layup at rim,84,85
313,3,0:49.0,,Offensive rebound by Team,84,85
314,3,0:49.0,Loose ball foul by C. Brewer (drawn by J. Poeltl),,84,85
315,3,0:49.0,,J. Poeltl makes free throw 1 of 2,84,86
316,3,0:49.0,,J. Poeltl makes free throw 2 of 2,84,87
317,3,0:38.0,Y. Ferrell makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),,87,87
318,3,0:23.0,,P. Mills misses 3-pt jump shot from 24 ft,87,87
319,3,0:20.0,Defensive rebound by B. Bogdanović,,87,87
320,3,0:05.0,Y. Ferrell makes 2-pt jump shot from 4 ft (assist by K. Koufos),,89,87
321,3,0:03.0,,Turnover by P. Mills (bad pass; steal by B. Bogdanović),89,87
322,3,0:01.0,B. Bogdanović misses 3-pt jump shot from 54 ft,,89,87
323,3,0:01.0,Offensive rebound by Team,,89,87
324,4,11:39.0,,M. Belinelli misses 3-pt jump shot from 25 ft,89,87
325,4,11:36.0,Defensive rebound by K. Koufos,,89,87
326,4,11:18.0,N. Bjelica misses 2-pt hook shot from 6 ft,,89,87
327,4,11:16.0,,Defensive rebound by R. Gay,89,87
328,4,11:06.0,,P. Mills misses 3-pt jump shot from 24 ft,89,87
329,4,11:04.0,Defensive rebound by C. Brewer,,89,87
330,4,10:56.0,C. Brewer misses 3-pt jump shot from 24 ft,,89,87
331,4,10:55.0,,Defensive rebound by J. Poeltl,89,87
332,4,10:54.0,,D. White misses 2-pt jump shot from 20 ft,89,87
333,4,10:41.0,Defensive rebound by K. Koufos,,89,87
334,4,10:25.0,Y. Ferrell makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),,92,87
335,4,10:22.0,,San Antonio full timeout,92,87
336,4,10:22.0,W. Cauley-Stein enters the game for K. Koufos,,92,87
337,4,10:22.0,,B. Forbes enters the game for P. Mills,92,87
338,4,10:07.0,,D. White misses 3-pt jump shot from 24 ft,92,87
339,4,10:04.0,Defensive rebound by N. Bjelica,,92,87
340,4,9:48.0,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by B. Bogdanović),,94,87
341,4,9:35.0,,Turnover by R. Gay (step out of bounds),94,87
342,4,9:11.0,B. Bogdanović makes 2-pt jump shot from 11 ft,,96,87
343,4,8:59.0,,M. Belinelli misses 2-pt layup from 4 ft,96,87
344,4,8:57.0,Defensive rebound by C. Brewer,,96,87
345,4,8:48.0,B. Bogdanović misses 2-pt jump shot from 6 ft,,96,87
346,4,8:44.0,Offensive rebound by N. Bjelica,,96,87
347,4,8:44.0,N. Bjelica makes 2-pt layup from 1 ft,,98,87
348,4,8:31.0,,Personal foul by N. Bjelica (drawn by M. Belinelli),98,87
349,4,8:31.0,,L. Aldridge enters the game for M. Belinelli,98,87
350,4,8:31.0,,D. DeRozan enters the game for J. Poeltl,98,87
351,4,8:19.0,,D. White misses 2-pt jump shot from 4 ft,98,87
352,4,8:15.0,,Offensive rebound by L. Aldridge,98,87
353,4,8:15.0,,L. Aldridge misses 2-pt layup at rim,98,87
354,4,8:14.0,Defensive rebound by W. Cauley-Stein,,98,87
355,4,8:03.0,Y. Ferrell misses 3-pt jump shot from 26 ft,,98,87
356,4,8:02.0,Offensive rebound by C. Brewer,,98,87
357,4,7:58.0,Turnover by Y. Ferrell (bad pass; steal by L. Aldridge),,98,87
358,4,7:53.0,,B. Forbes makes 2-pt layup from 1 ft (assist by D. DeRozan),98,89
359,4,7:53.0,Sacramento full timeout,,98,89
360,4,7:37.0,Shooting foul by D. White (drawn by B. Bogdanović),,98,89
361,4,7:37.0,B. Bogdanović makes free throw 1 of 2,,99,89
362,4,7:37.0,B. Bogdanović makes free throw 2 of 2,,100,89
363,4,7:22.0,,Turnover by D. DeRozan (bad pass; steal by W. Cauley-Stein),100,89
364,4,7:19.0,Shooting foul by D. DeRozan (drawn by C. Brewer),,100,89
365,4,7:19.0,C. Brewer misses free throw 1 of 2,,100,89
366,4,7:19.0,Offensive rebound by Team,,100,89
367,4,7:19.0,D. Fox enters the game for Y. Ferrell,,100,89
368,4,7:19.0,C. Brewer makes free throw 2 of 2,,101,89
369,4,7:00.0,,D. DeRozan makes 2-pt jump shot from 11 ft,101,91
370,4,6:39.0,Turnover by W. Cauley-Stein (bad pass; steal by L. Aldridge),,101,91
371,4,6:22.0,,Shooting foul by C. Brewer (drawn by B. Forbes),101,91
372,4,6:22.0,,B. Forbes makes free throw 1 of 3,101,92
373,4,6:22.0,,B. Forbes makes free throw 2 of 3,101,93
374,4,6:22.0,H. Barnes enters the game for N. Bjelica,,101,93
375,4,6:22.0,B. Hield enters the game for C. Brewer,,101,93
