,QUARTER,TIME_REMAINING,ATLANTA_ACTION,CLEVELAND_ACTION,ATLANTA_SCORE,CLEVELAND_SCORE
0,1,11:45.0,K. Bazemore misses 2-pt layup from 2 ft,,0,0
1,1,11:42.0,,Defensive rebound by K. Love,0,0
2,1,11:24.0,,T. Thompson makes 2-pt jump shot from 6 ft (assist by G. Hill),0,2
3,1,11:05.0,T. Prince makes 2-pt layup at rim,,2,2
4,1,10:56.0,,K. Love misses 3-pt jump shot from 25 ft,2,2
5,1,10:52.0,Defensive rebound by T. Young,,2,2
6,1,10:34.0,V. Carter makes 3-pt jump shot from 25 ft (assist by A. Len),,5,2
7,1,10:23.0,,G. Hill makes 2-pt jump shot from 17 ft,5,4
8,1,10:04.0,Turnover by T. Prince (lost ball; steal by G. Hill),,5,4
9,1,9:59.0,,K. Love makes 2-pt dunk from 1 ft (assist by G. Hill),5,6
10,1,9:42.0,Personal foul by R. Hood (drawn by A. Len),,5,6
11,1,9:34.0,Offensive foul by A. Len (drawn by C. Osman),,5,6
12,1,9:34.0,Turnover by A. Len (offensive foul),,5,6
13,1,9:15.0,,T. Thompson makes 2-pt hook shot from 8 ft (assist by K. Love),5,8
14,1,9:05.0,T. Young misses 3-pt jump shot from 31 ft,,5,8
15,1,9:03.0,,Defensive rebound by R. Hood,5,8
16,1,8:56.0,,K. Love makes 3-pt jump shot from 26 ft (assist by R. Hood),5,11
17,1,8:56.0,Atlanta full timeout,,5,11
18,1,8:56.0,O. Spellman enters the game for V. Carter,,5,11
19,1,8:42.0,Turnover by O. Spellman (step out of bounds),,5,11
20,1,8:31.0,,K. Love misses 3-pt jump shot from 26 ft,5,11
21,1,8:28.0,Defensive rebound by T. Prince,,5,11
22,1,8:16.0,T. Prince misses 3-pt jump shot from 27 ft,,5,11
23,1,8:12.0,,Defensive rebound by C. Osman,5,11
24,1,8:04.0,,Turnover by R. Hood (bad pass; steal by T. Prince),5,11
25,1,7:56.0,A. Len makes 2-pt dunk from 2 ft (assist by T. Prince),,7,11
26,1,7:43.0,,R. Hood misses 2-pt jump shot from 20 ft,7,11
27,1,7:41.0,Defensive rebound by Team,,7,11
28,1,7:32.0,K. Bazemore misses 2-pt layup from 2 ft,,7,11
29,1,7:30.0,,Defensive rebound by T. Thompson,7,11
30,1,7:26.0,,Personal foul by T. Young (drawn by G. Hill),7,11
31,1,7:13.0,,Turnover by C. Osman (bad pass; steal by T. Young),7,11
32,1,7:04.0,Turnover by K. Bazemore (bad pass; steal by T. Thompson),,7,11
33,1,6:57.0,,C. Osman misses 3-pt jump shot from 24 ft,7,11
34,1,6:54.0,,Offensive rebound by T. Thompson,7,11
35,1,6:50.0,,G. Hill makes 2-pt jump shot from 13 ft (assist by C. Osman),7,13
36,1,6:37.0,A. Len misses 2-pt layup from 2 ft,,7,13
37,1,6:35.0,Offensive rebound by A. Len,,7,13
38,1,6:35.0,A. Len misses 2-pt layup at rim,,7,13
39,1,6:35.0,Offensive rebound by A. Len,,7,13
40,1,6:35.0,A. Len misses 2-pt layup at rim,,7,13
41,1,6:35.0,Offensive rebound by Team,,7,13
42,1,6:35.0,D. Bembry enters the game for K. Bazemore,,7,13
43,1,6:31.0,T. Young misses 3-pt jump shot from 31 ft,,7,13
44,1,6:29.0,,Defensive rebound by R. Hood,7,13
45,1,6:21.0,,R. Hood misses 2-pt jump shot from 14 ft,7,13
46,1,6:18.0,,Offensive rebound by K. Love,7,13
47,1,6:12.0,,C. Osman misses 2-pt jump shot from 15 ft,7,13
48,1,6:12.0,,Offensive rebound by Team,7,13
49,1,6:12.0,,Personal foul by A. Len (drawn by T. Thompson),7,13
50,1,6:12.0,A. Poythress enters the game for A. Len,,7,13
51,1,6:12.0,,C. Sexton enters the game for R. Hood,7,13
52,1,6:07.0,,K. Love makes 2-pt layup from 1 ft (assist by C. Osman),7,15
53,1,5:52.0,Turnover by D. Bembry (out of bounds lost ball),,7,15
54,1,5:40.0,,K. Love makes 2-pt layup from 1 ft (assist by C. Osman),7,17
55,1,5:40.0,Atlanta full timeout,,7,17
56,1,5:40.0,J. Lin enters the game for T. Young,,7,17
57,1,5:24.0,Turnover by A. Poythress (lost ball),,7,17
58,1,5:24.0,Violation by Team (kicked ball),,7,17
59,1,5:17.0,,Def 3 sec tech foul by Team,7,17
60,1,5:17.0,,K. Love makes technical free throw,7,18
61,1,5:17.0,K. Huerter enters the game for T. Prince,,7,18
62,1,5:11.0,,C. Sexton makes 2-pt jump shot from 15 ft,7,20
63,1,4:52.0,J. Lin misses 2-pt layup from 7 ft,,7,20
64,1,4:50.0,,Defensive rebound by K. Love,7,20
65,1,4:42.0,,G. Hill misses 2-pt jump shot from 13 ft (block by K. Huerter),7,20
66,1,4:42.0,,Offensive rebound by T. Thompson,7,20
67,1,4:36.0,,T. Thompson makes 2-pt hook shot from 6 ft,7,22
68,1,4:22.0,Personal foul by T. Thompson (drawn by J. Lin),,7,22
69,1,4:22.0,,J. Clarkson enters the game for G. Hill,7,22
70,1,4:22.0,,L. Nance enters the game for T. Thompson,7,22
71,1,4:12.0,D. Bembry misses 2-pt hook shot from 12 ft,,7,22
72,1,4:09.0,,Defensive rebound by K. Love,7,22
73,1,3:54.0,,Turnover by K. Love (bad pass; steal by K. Huerter),7,22
74,1,3:47.0,O. Spellman makes 3-pt jump shot from 25 ft (assist by D. Bembry),,10,22
75,1,3:33.0,,Personal foul by O. Spellman (drawn by L. Nance),10,22
76,1,3:33.0,T. Young enters the game for J. Lin,,10,22
77,1,3:27.0,,C. Osman makes 2-pt layup at rim,10,24
78,1,3:14.0,T. Young makes 3-pt jump shot from 30 ft (assist by K. Huerter),,13,24
79,1,3:03.0,,C. Osman misses 2-pt layup from 1 ft,13,24
80,1,3:01.0,Defensive rebound by K. Huerter,,13,24
81,1,2:58.0,K. Huerter makes 3-pt jump shot from 29 ft,,16,24
82,1,2:56.0,,Cleveland full timeout,16,24
83,1,2:56.0,,R. Hood enters the game for C. Osman,16,24
84,1,2:45.0,,J. Clarkson makes 2-pt jump shot from 18 ft,16,26
85,1,2:26.0,Personal foul by C. Sexton (drawn by K. Huerter),,16,26
86,1,2:23.0,O. Spellman makes 3-pt jump shot from 27 ft (assist by A. Poythress),,19,26
87,1,2:01.0,,R. Hood misses 3-pt jump shot from 23 ft,19,26
88,1,1:58.0,,Offensive rebound by L. Nance,19,26
89,1,1:54.0,,J. Clarkson makes 3-pt jump shot from 23 ft (assist by L. Nance),19,29
90,1,1:41.0,T. Young misses 3-pt jump shot from 29 ft,,19,29
91,1,1:39.0,,Defensive rebound by K. Love,19,29
92,1,1:38.0,,Shooting foul by D. Bembry (drawn by L. Nance),19,29
93,1,1:38.0,,L. Nance misses free throw 1 of 2,19,29
94,1,1:38.0,,Offensive rebound by Team,19,29
95,1,1:38.0,,S. Dekker enters the game for K. Love,19,29
96,1,1:38.0,,L. Nance makes free throw 2 of 2,19,30
97,1,1:28.0,A. Poythress makes 2-pt dunk from 3 ft (assist by T. Young),,21,30
98,1,1:16.0,,S. Dekker makes 2-pt dunk at rim (assist by L. Nance),21,32
99,1,1:09.0,Turnover by T. Young (bad pass; steal by S. Dekker),,21,32
100,1,1:04.0,,C. Sexton misses 2-pt jump shot from 20 ft,21,32
101,1,1:03.0,,Offensive rebound by Team,21,32
102,1,0:57.0,,J. Clarkson makes 2-pt jump shot from 8 ft,21,34
103,1,0:49.0,Personal foul by C. Sexton (drawn by T. Young),,21,34
104,1,0:34.0,D. Bembry makes 3-pt jump shot from 23 ft (assist by K. Huerter),,24,34
105,1,0:15.0,,C. Sexton misses 2-pt jump shot from 19 ft,24,34
106,1,0:12.0,Defensive rebound by K. Huerter,,24,34
107,1,0:00.0,T. Young misses 2-pt layup from 2 ft,,24,34
108,1,0:00.0,,Defensive rebound by C. Sexton,24,34
109,2,11:46.0,,R. Hood misses 2-pt layup from 1 ft,24,34
110,2,11:46.0,,Offensive rebound by Team,24,34
111,2,11:43.0,,R. Hood misses 2-pt jump shot from 18 ft,24,34
112,2,11:40.0,Defensive rebound by K. Huerter,,24,34
113,2,11:34.0,K. Huerter misses 3-pt jump shot from 29 ft,,24,34
114,2,11:34.0,Offensive rebound by Team,,24,34
115,2,11:34.0,,Loose ball foul by S. Dekker (drawn by A. Len),24,34
116,2,11:25.0,A. Len makes 2-pt dunk from 1 ft (assist by T. Young),,26,34
117,2,11:05.0,,S. Dekker makes 3-pt jump shot from 25 ft (assist by C. Sexton),26,37
118,2,10:52.0,K. Huerter misses 2-pt jump shot from 12 ft,,26,37
119,2,10:50.0,,Defensive rebound by J. Clarkson,26,37
120,2,10:48.0,,Offensive foul by L. Nance (drawn by K. Bazemore),26,37
121,2,10:48.0,,Turnover by L. Nance (offensive foul),26,37
122,2,10:35.0,Personal foul by L. Nance (drawn by K. Bazemore),,26,37
123,2,10:29.0,T. Young makes 3-pt jump shot from 30 ft,,29,37
124,2,10:11.0,,L. Nance makes 2-pt jump shot from 14 ft,29,39
125,2,9:56.0,Turnover by V. Carter (3 sec),,29,39
126,2,9:56.0,,G. Hill enters the game for C. Sexton,29,39
127,2,9:45.0,,Personal foul by K. Huerter (drawn by J. Clarkson),29,39
128,2,9:41.0,,J. Clarkson makes 3-pt jump shot from 26 ft (assist by L. Nance),29,42
129,2,9:30.0,Personal foul by G. Hill (drawn by V. Carter),,29,42
130,2,9:26.0,T. Young makes 3-pt jump shot from 30 ft (assist by V. Carter),,32,42
131,2,9:09.0,,S. Dekker makes 2-pt jump shot from 19 ft (assist by R. Hood),32,44
132,2,8:56.0,T. Young misses 3-pt jump shot from 27 ft,,32,44
133,2,8:53.0,,Defensive rebound by S. Dekker,32,44
134,2,8:48.0,,L. Nance makes 2-pt layup at rim (assist by S. Dekker),32,46
135,2,8:48.0,,Shooting foul by K. Huerter (drawn by L. Nance),32,46
136,2,8:48.0,J. Lin enters the game for V. Carter,,32,46
