,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,OKLAHOMA CITY_ACTION,NEW ORLEANS_SCORE,OKLAHOMA CITY_SCORE
0,1,11:43.0,W. Johnson misses 3-pt jump shot from 23 ft,,0,0
1,1,11:35.0,,Defensive rebound by J. Grant,0,0
2,1,11:28.0,,S. Adams makes 2-pt hook shot from 2 ft (assist by R. Westbrook),0,2
3,1,11:17.0,N. Mirotić makes 3-pt jump shot from 26 ft (assist by A. Davis),,3,2
4,1,10:53.0,,S. Adams makes 2-pt layup at rim (assist by R. Westbrook),3,4
5,1,10:42.0,A. Davis misses 2-pt jump shot from 14 ft,,3,4
6,1,10:41.0,,Defensive rebound by R. Westbrook,3,4
7,1,10:36.0,,R. Westbrook makes 2-pt layup from 2 ft,3,6
8,1,10:24.0,Personal foul by R. Westbrook (drawn by J. Holiday),,3,6
9,1,10:16.0,J. Holiday misses 3-pt jump shot from 23 ft,,3,6
10,1,10:14.0,Offensive rebound by Team,,3,6
11,1,10:09.0,N. Mirotić misses 3-pt jump shot from 25 ft,,3,6
12,1,10:04.0,Offensive rebound by N. Mirotić,,3,6
13,1,10:03.0,Shooting foul by T. Ferguson (drawn by W. Johnson),,3,6
14,1,10:03.0,W. Johnson makes free throw 1 of 2,,4,6
15,1,10:03.0,W. Johnson makes free throw 2 of 2,,5,6
16,1,9:51.0,,Personal foul by W. Johnson (drawn by P. George),5,6
17,1,9:43.0,,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),5,8
18,1,9:33.0,A. Davis makes 2-pt layup from 1 ft (assist by J. Holiday),,7,8
19,1,9:26.0,,Turnover by R. Westbrook (bad pass; steal by N. Mirotić),7,8
20,1,9:14.0,N. Mirotić misses 2-pt layup from 1 ft,,7,8
21,1,9:12.0,,Defensive rebound by P. George,7,8
22,1,8:58.0,,J. Grant misses 2-pt jump shot from 2 ft,7,8
23,1,8:56.0,Defensive rebound by N. Mirotić,,7,8
24,1,8:51.0,Turnover by J. Holiday (bad pass; steal by P. George),,7,8
25,1,8:47.0,,J. Grant makes 2-pt dunk from 1 ft (assist by P. George),7,10
26,1,8:27.0,E. Moore makes 2-pt jump shot from 13 ft (assist by J. Holiday),,9,10
27,1,8:14.0,,P. George makes 2-pt layup from 1 ft (assist by R. Westbrook),9,12
28,1,8:02.0,A. Davis misses 2-pt jump shot from 22 ft,,9,12
29,1,7:59.0,Offensive rebound by W. Johnson,,9,12
30,1,7:55.0,N. Mirotić makes 2-pt jump shot from 12 ft,,11,12
31,1,7:54.0,,Oklahoma City full timeout,11,12
32,1,7:54.0,,Á. Abrines enters the game for T. Ferguson,11,12
33,1,7:42.0,,J. Grant makes 2-pt hook shot from 4 ft (assist by R. Westbrook),11,14
34,1,7:25.0,Turnover by N. Mirotić (bad pass; steal by P. George),,11,14
35,1,7:21.0,,R. Westbrook makes 2-pt layup from 1 ft,11,16
36,1,7:07.0,E. Moore makes 2-pt jump shot from 8 ft (assist by J. Holiday),,13,16
37,1,6:52.0,,J. Grant makes 2-pt jump shot from 15 ft (assist by R. Westbrook),13,18
38,1,6:45.0,W. Johnson misses 2-pt layup from 2 ft,,13,18
39,1,6:22.0,Offensive rebound by N. Mirotić,,13,18
40,1,6:20.0,Turnover by Team (shot clock),,13,18
41,1,6:08.0,,P. George misses 3-pt jump shot from 25 ft,13,18
42,1,6:05.0,Defensive rebound by J. Holiday,,13,18
43,1,5:55.0,Shooting foul by J. Grant (drawn by J. Holiday),,13,18
44,1,5:55.0,J. Holiday makes free throw 1 of 2,,14,18
45,1,5:55.0,J. Randle enters the game for N. Mirotić,,14,18
46,1,5:55.0,J. Holiday misses free throw 2 of 2,,14,18
47,1,5:54.0,,Defensive rebound by R. Westbrook,14,18
48,1,5:40.0,,R. Westbrook misses 2-pt layup from 1 ft,14,18
49,1,5:38.0,Defensive rebound by J. Randle,,14,18
50,1,5:29.0,A. Davis makes 2-pt layup from 1 ft (assist by J. Holiday),,16,18
51,1,5:29.0,Shooting foul by Á. Abrines (drawn by A. Davis),,16,18
52,1,5:29.0,A. Davis makes free throw 1 of 1,,17,18
53,1,5:13.0,,J. Grant misses 3-pt jump shot from 23 ft,17,18
54,1,5:09.0,,Offensive rebound by S. Adams,17,18
55,1,5:06.0,,P. George makes 3-pt jump shot from 25 ft (assist by J. Grant),17,21
56,1,4:53.0,A. Davis misses 2-pt jump shot from 4 ft,,17,21
57,1,4:51.0,Offensive rebound by A. Davis,,17,21
58,1,4:51.0,A. Davis misses 2-pt layup from 1 ft,,17,21
59,1,4:51.0,,Defensive rebound by R. Westbrook,17,21
60,1,4:47.0,,R. Westbrook makes 2-pt layup from 2 ft,17,23
61,1,4:32.0,W. Johnson makes 3-pt jump shot from 23 ft (assist by E. Moore),,20,23
62,1,4:07.0,,Shooting foul by A. Davis (drawn by J. Grant),20,23
63,1,4:07.0,,J. Grant makes free throw 1 of 2,20,24
64,1,4:07.0,,J. Grant makes free throw 2 of 2,20,25
65,1,3:56.0,J. Holiday misses 3-pt jump shot from 26 ft,,20,25
66,1,3:53.0,,Defensive rebound by S. Adams,20,25
67,1,3:45.0,,R. Westbrook misses 2-pt jump shot from 8 ft,20,25
68,1,3:40.0,Defensive rebound by J. Holiday,,20,25
69,1,3:37.0,W. Johnson misses 3-pt jump shot from 23 ft,,20,25
70,1,3:37.0,,Defensive rebound by Á. Abrines,20,25
71,1,3:27.0,,P. George makes 3-pt jump shot from 24 ft,20,28
72,1,3:10.0,Turnover by J. Holiday (lost ball; steal by S. Adams),,20,28
73,1,3:06.0,,Shooting foul by W. Johnson (drawn by R. Westbrook),20,28
74,1,3:06.0,,R. Westbrook misses free throw 1 of 2,20,28
75,1,3:06.0,,Offensive rebound by Team,20,28
76,1,3:06.0,,P. Patterson enters the game for J. Grant,20,28
77,1,3:06.0,,R. Westbrook makes free throw 2 of 2,20,29
78,1,3:04.0,New Orleans full timeout,,20,29
79,1,3:04.0,I. Clark enters the game for E. Moore,,20,29
80,1,3:04.0,,D. Schröder enters the game for R. Westbrook,20,29
81,1,2:47.0,I. Clark misses 3-pt jump shot from 25 ft,,20,29
82,1,2:44.0,Offensive rebound by A. Davis,,20,29
83,1,2:43.0,A. Davis misses 2-pt layup from 2 ft,,20,29
84,1,2:41.0,,Defensive rebound by S. Adams,20,29
85,1,2:38.0,,Turnover by Á. Abrines (out of bounds lost ball),20,29
86,1,2:23.0,J. Randle makes 2-pt dunk from 2 ft (assist by W. Johnson),,22,29
87,1,2:08.0,,S. Adams makes 2-pt layup from 2 ft (assist by P. George),22,31
88,1,1:49.0,I. Clark misses 2-pt jump shot from 9 ft,,22,31
89,1,1:48.0,Offensive rebound by I. Clark,,22,31
90,1,1:47.0,I. Clark misses 2-pt layup from 7 ft,,22,31
91,1,1:47.0,Offensive rebound by J. Randle,,22,31
92,1,1:32.0,A. Davis makes 2-pt layup from 2 ft (assist by J. Randle),,24,31
93,1,1:18.0,,Á. Abrines makes 3-pt jump shot from 25 ft (assist by P. George),24,34
94,1,1:02.0,J. Randle makes 2-pt layup from 2 ft (assist by J. Holiday),,26,34
95,1,0:48.0,,D. Schröder makes 2-pt layup from 1 ft,26,36
96,1,0:35.0,W. Johnson misses 3-pt jump shot from 23 ft,,26,36
97,1,0:32.0,,Defensive rebound by P. Patterson,26,36
98,1,0:32.0,C. Diallo enters the game for A. Davis,,26,36
99,1,0:32.0,,N. Noel enters the game for S. Adams,26,36
100,1,0:14.0,,P. George misses 2-pt jump shot from 15 ft,26,36
101,1,0:11.0,Defensive rebound by C. Diallo,,26,36
102,1,0:00.0,I. Clark makes 2-pt layup from 1 ft (assist by J. Holiday),,28,36
103,2,11:51.0,,D. Schröder misses 2-pt layup from 1 ft,28,36
104,2,11:49.0,Defensive rebound by J. Randle,,28,36
105,2,11:44.0,I. Clark makes 3-pt jump shot from 23 ft (assist by D. Miller),,31,36
106,2,11:25.0,,Personal foul by T. Frazier (drawn by N. Noel),31,36
107,2,11:20.0,,D. Schröder misses 3-pt jump shot from 25 ft,31,36
108,2,11:17.0,Defensive rebound by C. Diallo,,31,36
109,2,11:12.0,Personal foul by P. Patterson (drawn by J. Randle),,31,36
110,2,11:07.0,J. Randle makes 2-pt layup from 1 ft (assist by I. Clark),,33,36
111,2,10:50.0,,P. Patterson makes 3-pt jump shot from 25 ft (assist by Á. Abrines),33,39
112,2,10:30.0,I. Clark makes 2-pt jump shot from 7 ft,,35,39
113,2,10:18.0,,D. Schröder makes 2-pt jump shot from 6 ft,35,41
114,2,9:59.0,J. Randle makes 3-pt jump shot from 26 ft (assist by T. Frazier),,38,41
115,2,9:40.0,,H. Diallo misses 2-pt layup from 2 ft,38,41
116,2,9:39.0,,Offensive rebound by N. Noel,38,41
117,2,9:37.0,,P. Patterson misses 2-pt jump shot from 13 ft,38,41
118,2,9:33.0,Defensive rebound by J. Randle,,38,41
119,2,9:21.0,D. Miller misses 3-pt jump shot from 25 ft,,38,41
120,2,9:19.0,,Defensive rebound by N. Noel,38,41
121,2,9:11.0,,P. Patterson makes 3-pt jump shot from 25 ft (assist by D. Schröder),38,44
122,2,8:51.0,T. Frazier misses 2-pt layup from 4 ft,,38,44
123,2,8:50.0,Offensive rebound by C. Diallo,,38,44
124,2,8:50.0,Shooting foul by P. Patterson (drawn by C. Diallo),,38,44
125,2,8:50.0,C. Diallo makes free throw 1 of 2,,39,44
126,2,8:50.0,C. Diallo makes free throw 2 of 2,,40,44
127,2,8:40.0,,Shooting foul by C. Diallo (drawn by N. Noel),40,44
128,2,8:40.0,,N. Noel misses free throw 1 of 2,40,44
129,2,8:40.0,,Offensive rebound by Team,40,44
130,2,8:40.0,,R. Westbrook enters the game for Á. Abrines,40,44
131,2,8:40.0,,N. Noel makes free throw 2 of 2,40,45
132,2,8:31.0,D. Miller makes 3-pt jump shot from 25 ft (assist by T. Frazier),,43,45
133,2,8:17.0,,Turnover by D. Schröder (bad pass; steal by C. Diallo),43,45
134,2,8:01.0,Personal foul by D. Schröder (drawn by I. Clark),,43,45
135,2,7:58.0,T. Frazier misses 3-pt jump shot from 26 ft,,43,45
136,2,7:56.0,,Defensive rebound by P. Patterson,43,45
137,2,7:49.0,,Shooting foul by T. Frazier (drawn by R. Westbrook),43,45
138,2,7:49.0,,R. Westbrook makes free throw 1 of 2,43,46
139,2,7:49.0,,R. Westbrook makes free throw 2 of 2,43,47
140,2,7:35.0,Personal foul by H. Diallo (drawn by J. Randle),,43,47
141,2,7:22.0,J. Randle makes 2-pt hook shot from 6 ft,,45,47
142,2,7:04.0,,Personal foul by I. Clark (drawn by R. Westbrook),45,47
143,2,7:00.0,,R. Westbrook misses 2-pt layup from 2 ft (block by C. Diallo),45,47
144,2,6:57.0,Defensive rebound by J. Randle,,45,47
145,2,6:48.0,I. Clark misses 2-pt layup at rim (block by N. Noel),,45,47
146,2,6:46.0,Offensive rebound by D. Miller,,45,47
147,2,6:42.0,Offensive foul by J. Randle (drawn by R. Westbrook),,45,47
148,2,6:42.0,Turnover by J. Randle (offensive foul),,45,47
149,2,6:42.0,,Oklahoma City full timeout,45,47
150,2,6:42.0,A. Davis enters the game for C. Diallo,,45,47
151,2,6:42.0,J. Holiday enters the game for T. Frazier,,45,47
152,2,6:42.0,N. Mirotić enters the game for J. Randle,,45,47
153,2,6:42.0,,S. Adams enters the game for H. Diallo,45,47
154,2,6:42.0,,P. George enters the game for N. Noel,45,47
155,2,6:42.0,,J. Grant enters the game for P. Patterson,45,47
156,2,6:22.0,,D. Schröder makes 2-pt layup at rim (assist by P. George),45,49
157,2,6:07.0,A. Davis makes 2-pt layup from 2 ft (assist by J. Holiday),,47,49
158,2,5:53.0,,J. Grant misses 2-pt layup from 2 ft,47,49
159,2,5:53.0,,Offensive rebound by Team,47,49
160,2,5:50.0,,P. George misses 3-pt jump shot from 25 ft,47,49
