,QUARTER,TIME_REMAINING,INDIANA_ACTION,MINNESOTA_ACTION,INDIANA_SCORE,MINNESOTA_SCORE
386,4,8:07.0,T. Young enters the game for D. Sabonis,,77,86
387,4,8:07.0,,K. Towns enters the game for G. Dieng,77,86
388,4,8:07.0,,J. Okogie makes free throw 1 of 1,77,87
389,4,7:51.0,M. Turner makes 2-pt jump shot from 15 ft (assist by C. Joseph),,79,87
390,4,7:31.0,,T. Jones makes 2-pt jump shot from 20 ft,79,89
391,4,7:10.0,C. Joseph misses 3-pt jump shot from 25 ft,,79,89
392,4,7:08.0,,Defensive rebound by T. Jones,79,89
393,4,7:00.0,,Personal foul by D. McDermott (drawn by J. Butler),79,89
394,4,7:00.0,B. Bogdanović enters the game for D. McDermott,,79,89
395,4,6:52.0,,T. Jones misses 3-pt jump shot from 26 ft,79,89
396,4,6:48.0,Defensive rebound by V. Oladipo,,79,89
397,4,6:39.0,V. Oladipo misses 2-pt layup from 3 ft (block by A. Tolliver),,79,89
398,4,6:35.0,,Defensive rebound by J. Butler,79,89
399,4,6:33.0,,T. Jones makes 3-pt jump shot from 23 ft (assist by J. Butler),79,92
400,4,6:31.0,Indiana full timeout,,79,92
401,4,6:12.0,T. Young misses 2-pt layup from 5 ft (block by A. Tolliver),,79,92
402,4,6:09.0,,Defensive rebound by K. Towns,79,92
403,4,5:56.0,,Turnover by J. Butler (bad pass; steal by M. Turner),79,92
404,4,5:53.0,Personal foul by T. Jones (drawn by T. Young),,79,92
405,4,5:47.0,Turnover by V. Oladipo (bad pass; steal by T. Jones),,79,92
406,4,5:44.0,,Offensive foul by K. Towns (drawn by V. Oladipo),79,92
407,4,5:44.0,,Turnover by K. Towns (offensive foul),79,92
408,4,5:32.0,M. Turner misses 2-pt jump shot from 17 ft,,79,92
409,4,5:30.0,,Defensive rebound by T. Jones,79,92
410,4,5:26.0,,Personal foul by M. Turner (drawn by K. Towns),79,92
411,4,5:08.0,,T. Jones misses 3-pt jump shot from 23 ft,79,92
412,4,5:05.0,Defensive rebound by C. Joseph,,79,92
413,4,5:05.0,,T. Gibson enters the game for T. Jones,79,92
414,4,5:05.0,,J. Teague enters the game for A. Tolliver,79,92
415,4,4:49.0,B. Bogdanović makes 2-pt jump shot from 8 ft,,81,92
416,4,4:28.0,,J. Okogie makes 3-pt jump shot from 25 ft,81,95
417,4,4:14.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by V. Oladipo),,84,95
418,4,4:05.0,,Personal foul by T. Young (drawn by K. Towns),84,95
419,4,4:05.0,,K. Towns makes free throw 1 of 2,84,96
420,4,4:05.0,,D. Rose enters the game for J. Okogie,84,96
421,4,4:05.0,,K. Towns makes free throw 2 of 2,84,97
422,4,3:51.0,T. Young makes 2-pt layup from 1 ft,,86,97
423,4,3:31.0,,Turnover by J. Butler (3 sec),86,97
424,4,3:18.0,C. Joseph misses 2-pt jump shot from 16 ft,,86,97
425,4,3:11.0,Offensive rebound by M. Turner,,86,97
426,4,3:11.0,M. Turner misses 2-pt dunk at rim,,86,97
427,4,3:08.0,,Defensive rebound by T. Gibson,86,97
428,4,2:57.0,,Offensive foul by J. Teague (drawn by T. Young),86,97
429,4,2:57.0,,Turnover by J. Teague (offensive foul),86,97
430,4,2:48.0,M. Turner makes 2-pt layup from 1 ft (assist by V. Oladipo),,88,97
431,4,2:31.0,,J. Butler misses 2-pt jump shot from 6 ft,88,97
432,4,2:29.0,,Offensive rebound by T. Gibson,88,97
433,4,2:18.0,,D. Rose makes 2-pt jump shot from 19 ft,88,99
434,4,2:03.0,V. Oladipo makes 3-pt jump shot from 25 ft,,91,99
435,4,1:43.0,,T. Gibson makes 2-pt layup from 2 ft (assist by D. Rose),91,101
436,4,1:30.0,Turnover by V. Oladipo (lost ball; steal by J. Butler),,91,101
437,4,1:29.0,,J. Butler misses 2-pt layup from 1 ft (block by V. Oladipo),91,101
438,4,1:29.0,Defensive rebound by Team,,91,101
439,4,1:20.0,Shooting foul by K. Towns (drawn by V. Oladipo),,91,101
440,4,1:20.0,V. Oladipo misses free throw 1 of 2,,91,101
441,4,1:20.0,Offensive rebound by Team,,91,101
442,4,1:20.0,V. Oladipo misses free throw 2 of 2,,91,101
443,4,1:20.0,,Defensive rebound by K. Towns,91,101
444,4,1:00.0,,J. Teague misses 3-pt jump shot from 25 ft,91,101
445,4,0:57.0,Defensive rebound by T. Young,,91,101
446,4,0:50.0,V. Oladipo misses 3-pt jump shot from 25 ft,,91,101
447,4,0:47.0,,Defensive rebound by K. Towns,91,101
448,4,0:28.0,,D. Rose misses 2-pt jump shot from 17 ft,91,101
449,4,0:25.0,Defensive rebound by B. Bogdanović,,91,101
450,4,0:23.0,B. Bogdanović misses 2-pt layup from 2 ft (block by J. Butler),,91,101
451,4,0:22.0,,Defensive rebound by Team,91,101
