,QUARTER,TIME_REMAINING,ORLANDO_ACTION,DENVER_ACTION,ORLANDO_SCORE,DENVER_SCORE
73,1,3:16.0,,J. Hernangómez misses 3-pt jump shot from 24 ft,15,13
74,1,3:14.0,Defensive rebound by N. Vučević,,15,13
75,1,3:02.0,J. Isaac misses 3-pt jump shot from 23 ft,,15,13
76,1,3:00.0,,Defensive rebound by J. Hernangómez,15,13
77,1,2:52.0,,Shooting foul by J. Isaac (drawn by J. Hernangómez),15,13
78,1,2:52.0,Orlando full timeout,,15,13
79,1,2:52.0,M. Bamba enters the game for A. Gordon,,15,13
80,1,2:52.0,W. Iwundu enters the game for N. Vučević,,15,13
81,1,2:52.0,,T. Lyles enters the game for G. Harris,15,13
82,1,2:52.0,,J. Murray enters the game for P. Millsap,15,13
83,1,2:52.0,,J. Hernangómez makes free throw 1 of 2,15,14
84,1,2:52.0,,J. Hernangómez makes free throw 2 of 2,15,15
85,1,2:30.0,M. Bamba misses 2-pt jump shot from 6 ft,,15,15
86,1,2:28.0,,Defensive rebound by T. Lyles,15,15
87,1,2:20.0,,T. Lyles makes 2-pt dunk from 1 ft,15,17
88,1,1:56.0,W. Iwundu misses 3-pt jump shot from 26 ft,,15,17
89,1,1:53.0,,Defensive rebound by M. Plumlee,15,17
90,1,1:39.0,,T. Lyles misses 3-pt jump shot from 23 ft,15,17
91,1,1:35.0,Defensive rebound by J. Grant,,15,17
92,1,1:29.0,J. Grant misses 2-pt jump shot from 10 ft,,15,17
93,1,1:26.0,,Defensive rebound by M. Morris,15,17
94,1,1:13.0,,T. Lyles makes 2-pt jump shot from 6 ft (assist by M. Morris),15,19
95,1,0:59.0,Turnover by T. Ross (lost ball; steal by M. Plumlee),,15,19
96,1,0:55.0,,Personal foul by T. Ross (drawn by T. Lyles),15,19
97,1,0:55.0,,T. Lyles makes free throw 1 of 2,15,20
98,1,0:55.0,,M. Beasley enters the game for J. Hernangómez,15,20
99,1,0:55.0,,T. Lyles makes free throw 2 of 2,15,21
100,1,0:45.0,T. Ross makes 2-pt jump shot from 14 ft (assist by M. Bamba),,17,21
101,1,0:33.0,,T. Lyles misses 3-pt jump shot from 25 ft,17,21
102,1,0:30.0,Defensive rebound by W. Iwundu,,17,21
103,1,0:23.0,J. Isaac makes 2-pt layup from 3 ft (assist by W. Iwundu),,19,21
104,1,0:03.0,,J. Murray misses 2-pt jump shot from 13 ft,19,21
105,1,0:00.0,Defensive rebound by J. Grant,,19,21
106,1,0:00.0,Personal foul by M. Plumlee (drawn by J. Grant),,19,21
107,2,11:42.0,,M. Morris misses 2-pt jump shot from 9 ft,19,21
108,2,11:39.0,,Offensive rebound by M. Morris,19,21
109,2,11:36.0,,M. Morris misses 2-pt jump shot from 14 ft,19,21
110,2,11:32.0,,Offensive rebound by T. Lyles,19,21
111,2,11:32.0,,T. Lyles makes 2-pt layup from 1 ft,19,23
112,2,11:19.0,T. Ross makes 2-pt jump shot from 18 ft (assist by E. Fournier),,21,23
113,2,11:00.0,,Turnover by T. Lyles (lost ball; steal by J. Isaac),21,23
114,2,10:55.0,J. Isaac misses 2-pt layup from 3 ft,,21,23
115,2,10:50.0,Offensive rebound by J. Isaac,,21,23
116,2,10:50.0,J. Isaac misses 2-pt layup at rim,,21,23
117,2,10:47.0,,Defensive rebound by J. Murray,21,23
118,2,10:45.0,,T. Lyles makes 2-pt dunk from 1 ft (assist by M. Plumlee),21,25
119,2,10:20.0,Turnover by Team (shot clock),,21,25
120,2,10:04.0,,T. Lyles misses 2-pt jump shot from 11 ft,21,25
121,2,10:00.0,Defensive rebound by M. Bamba,,21,25
122,2,9:50.0,M. Bamba misses 2-pt hook shot from 5 ft,,21,25
123,2,9:46.0,,Defensive rebound by J. Murray,21,25
124,2,9:44.0,,J. Murray misses 3-pt jump shot from 26 ft,21,25
125,2,9:41.0,Defensive rebound by J. Grant,,21,25
126,2,9:35.0,T. Ross makes 3-pt jump shot from 26 ft (assist by J. Grant),,24,25
127,2,9:16.0,,M. Plumlee makes 2-pt layup from 2 ft,24,27
128,2,9:16.0,,Shooting foul by M. Bamba (drawn by M. Plumlee),24,27
129,2,9:16.0,,J. Hernangómez enters the game for M. Beasley,24,27
130,2,9:16.0,,M. Plumlee makes free throw 1 of 1,24,28
131,2,9:03.0,M. Bamba makes 2-pt jump shot from 17 ft (assist by J. Grant),,26,28
132,2,8:49.0,,M. Morris misses 2-pt layup from 2 ft,26,28
133,2,8:45.0,Defensive rebound by J. Isaac,,26,28
134,2,8:41.0,Turnover by J. Grant (bad pass; steal by M. Morris),,26,28
135,2,8:41.0,,Personal foul by J. Isaac (drawn by M. Morris),26,28
136,2,8:41.0,A. Gordon enters the game for J. Isaac,,26,28
137,2,8:29.0,,J. Murray misses 2-pt layup from 4 ft,26,28
138,2,8:24.0,,M. Plumlee makes 2-pt layup from 1 ft,26,30
139,2,8:24.0,,Offensive rebound by M. Plumlee,26,30
140,2,8:06.0,E. Fournier misses 3-pt jump shot from 25 ft,,26,30
141,2,8:04.0,,Defensive rebound by J. Hernangómez,26,30
142,2,7:54.0,,T. Lyles misses 3-pt jump shot from 23 ft,26,30
143,2,7:52.0,Defensive rebound by Team,,26,30
144,2,7:52.0,,Loose ball foul by J. Hernangómez (drawn by J. Grant),26,30
145,2,7:52.0,,G. Harris enters the game for J. Murray,26,30
146,2,7:36.0,M. Bamba misses 3-pt jump shot from 22 ft,,26,30
147,2,7:32.0,,Defensive rebound by M. Plumlee,26,30
148,2,7:16.0,,T. Lyles makes 2-pt hook shot from 6 ft,26,32
149,2,6:59.0,T. Ross makes 3-pt jump shot from 26 ft (assist by M. Bamba),,29,32
150,2,6:45.0,,M. Plumlee misses 2-pt layup from 4 ft,29,32
151,2,6:42.0,Defensive rebound by A. Gordon,,29,32
152,2,6:40.0,J. Grant misses 3-pt jump shot from 25 ft,,29,32
153,2,6:37.0,,Defensive rebound by M. Plumlee,29,32
154,2,6:34.0,,Denver full timeout,29,32
155,2,6:34.0,D. Augustin enters the game for M. Bamba,,29,32
156,2,6:34.0,N. Vučević enters the game for J. Grant,,29,32
157,2,6:34.0,,N. Jokić enters the game for T. Lyles,29,32
158,2,6:34.0,,P. Millsap enters the game for M. Plumlee,29,32
159,2,6:28.0,Violation by Team (kicked ball),,29,32
160,2,6:23.0,,Turnover by P. Millsap (lost ball; steal by E. Fournier),29,32
161,2,6:20.0,A. Gordon makes 2-pt dunk from 1 ft (assist by E. Fournier),,31,32
162,2,6:03.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by P. Millsap),31,35
163,2,5:47.0,T. Ross makes 2-pt jump shot from 16 ft (assist by D. Augustin),,33,35
164,2,5:30.0,,G. Harris misses 3-pt jump shot from 25 ft,33,35
165,2,5:28.0,Defensive rebound by A. Gordon,,33,35
166,2,5:21.0,Turnover by T. Ross (lost ball; steal by P. Millsap),,33,35
167,2,5:21.0,,Personal foul by T. Ross (drawn by G. Harris),33,35
168,2,5:21.0,,J. Murray enters the game for M. Morris,33,35
169,2,5:06.0,,J. Hernangómez makes 2-pt layup from 2 ft (assist by N. Jokić),33,37
170,2,4:52.0,,Violation by Team (kicked ball),33,37
171,2,4:52.0,J. Isaac enters the game for T. Ross,,33,37
172,2,4:47.0,Shooting foul by P. Millsap (drawn by J. Isaac),,33,37
173,2,4:47.0,J. Isaac makes free throw 1 of 2,,34,37
174,2,4:47.0,J. Isaac makes free throw 2 of 2,,35,37
175,2,4:32.0,,G. Harris makes 3-pt jump shot from 23 ft (assist by N. Jokić),35,40
176,2,4:13.0,E. Fournier misses 3-pt jump shot from 26 ft,,35,40
177,2,4:06.0,Offensive rebound by N. Vučević,,35,40
178,2,4:06.0,N. Vučević makes 2-pt layup at rim,,37,40
179,2,3:57.0,,G. Harris makes 2-pt jump shot from 20 ft (assist by N. Jokić),37,42
180,2,3:44.0,J. Isaac misses 3-pt jump shot from 25 ft,,37,42
181,2,3:43.0,,Defensive rebound by Team,37,42
182,2,3:33.0,,Personal foul by J. Isaac (drawn by J. Hernangómez),37,42
183,2,3:33.0,W. Iwundu enters the game for J. Isaac,,37,42
184,2,3:26.0,,J. Hernangómez makes 3-pt jump shot from 26 ft (assist by J. Murray),37,45
185,2,3:06.0,N. Vučević misses 2-pt jump shot from 17 ft,,37,45
186,2,3:03.0,,Defensive rebound by N. Jokić,37,45
187,2,2:55.0,,G. Harris makes 2-pt jump shot from 6 ft (assist by N. Jokić),37,47
188,2,2:48.0,Orlando full timeout,,37,47
189,2,2:41.0,A. Gordon makes 2-pt dunk from 2 ft (assist by E. Fournier),,39,47
190,2,2:19.0,,P. Millsap makes 2-pt dunk at rim (assist by G. Harris),39,49
191,2,1:58.0,N. Vučević makes 2-pt jump shot from 23 ft (assist by A. Gordon),,41,49
192,2,1:36.0,,N. Jokić misses 2-pt jump shot from 16 ft,41,49
193,2,1:31.0,Defensive rebound by A. Gordon,,41,49
194,2,1:24.0,D. Augustin misses 3-pt jump shot from 23 ft (block by P. Millsap),,41,49
195,2,1:24.0,Offensive rebound by Team,,41,49
196,2,1:21.0,E. Fournier misses 2-pt layup from 2 ft,,41,49
197,2,1:19.0,,Defensive rebound by J. Murray,41,49
198,2,1:13.0,,J. Murray misses 3-pt jump shot from 26 ft,41,49
199,2,1:12.0,,Offensive rebound by Team,41,49
200,2,1:12.0,,Personal foul by E. Fournier (drawn by P. Millsap),41,49
201,2,1:12.0,,P. Millsap makes free throw 1 of 2,41,50
202,2,1:12.0,,P. Millsap makes free throw 2 of 2,41,51
203,2,0:59.0,Personal foul by N. Jokić (drawn by N. Vučević),,41,51
204,2,0:59.0,,M. Plumlee enters the game for P. Millsap,41,51
205,2,0:53.0,A. Gordon misses 3-pt jump shot from 23 ft,,41,51
206,2,0:50.0,,Defensive rebound by N. Jokić,41,51
207,2,0:40.0,,G. Harris misses 3-pt jump shot from 23 ft,41,51
208,2,0:37.0,Defensive rebound by A. Gordon,,41,51
209,2,0:22.0,N. Vučević misses 2-pt hook shot from 3 ft (block by M. Plumlee),,41,51
210,2,0:18.0,,Defensive rebound by G. Harris,41,51
211,2,0:02.0,,J. Hernangómez makes 3-pt jump shot from 25 ft (assist by J. Murray),41,54
212,2,0:00.0,D. Augustin misses 3-pt jump shot from 49 ft,,41,54
213,2,0:00.0,Offensive rebound by Team,,41,54
214,3,11:51.0,,Personal foul by A. Gordon (drawn by J. Murray),41,54
215,3,11:41.0,,Turnover by P. Millsap (out of bounds lost ball),41,54
216,3,11:21.0,D. Augustin makes 3-pt jump shot from 26 ft (assist by E. Fournier),,44,54
217,3,10:59.0,,J. Murray misses 2-pt jump shot from 17 ft,44,54
218,3,10:56.0,Defensive rebound by W. Iwundu,,44,54
219,3,10:43.0,A. Gordon makes 2-pt jump shot from 20 ft,,46,54
220,3,10:23.0,,J. Murray makes 2-pt jump shot from 14 ft,46,56
221,3,10:08.0,Personal foul by N. Jokić (drawn by N. Vučević),,46,56
222,3,9:57.0,A. Gordon makes 3-pt jump shot from 26 ft (assist by D. Augustin),,49,56
223,3,9:44.0,,N. Jokić makes 2-pt hook shot from 5 ft (assist by J. Murray),49,58
224,3,9:30.0,Personal foul by P. Millsap (drawn by A. Gordon),,49,58
225,3,9:27.0,Personal foul by J. Murray (drawn by D. Augustin),,49,58
226,3,9:16.0,W. Iwundu misses 3-pt jump shot from 24 ft,,49,58
227,3,9:11.0,,Defensive rebound by G. Harris,49,58
228,3,9:00.0,,N. Jokić misses 3-pt jump shot from 26 ft,49,58
229,3,8:57.0,Defensive rebound by W. Iwundu,,49,58
230,3,8:51.0,Turnover by N. Vučević (lost ball; steal by N. Jokić),,49,58
231,3,8:45.0,,G. Harris misses 3-pt jump shot from 23 ft,49,58
232,3,8:41.0,,Offensive rebound by N. Jokić,49,58
233,3,8:40.0,,P. Millsap makes 2-pt jump shot from 6 ft (assist by N. Jokić),49,60
234,3,8:22.0,E. Fournier misses 3-pt jump shot from 22 ft,,49,60
235,3,8:20.0,,Defensive rebound by P. Millsap,49,60
236,3,8:17.0,,G. Harris makes 2-pt layup from 1 ft (assist by P. Millsap),49,62
237,3,8:17.0,Orlando full timeout,,49,62
238,3,7:55.0,E. Fournier misses 3-pt jump shot from 26 ft,,49,62
239,3,7:51.0,,Defensive rebound by N. Jokić,49,62
240,3,7:45.0,,Personal foul by W. Iwundu (drawn by N. Jokić),49,62
241,3,7:40.0,,N. Jokić makes 2-pt jump shot from 18 ft (assist by G. Harris),49,64
242,3,7:19.0,Personal foul by N. Jokić (drawn by N. Vučević),,49,64
243,3,7:11.0,E. Fournier makes 2-pt layup from 3 ft (assist by D. Augustin),,51,64
244,3,6:56.0,,Shooting foul by N. Vučević (drawn by N. Jokić),51,64
245,3,6:56.0,,N. Jokić makes free throw 1 of 2,51,65
246,3,6:56.0,,N. Jokić makes free throw 2 of 2,51,66
247,3,6:46.0,Turnover by D. Augustin (bad pass; steal by J. Murray),,51,66
248,3,6:40.0,,J. Murray misses 3-pt jump shot from 26 ft,51,66
249,3,6:37.0,Defensive rebound by N. Vučević,,51,66
250,3,6:22.0,D. Augustin misses 2-pt layup from 5 ft (block by P. Millsap),,51,66
251,3,6:18.0,,Defensive rebound by J. Murray,51,66
252,3,6:04.0,,J. Murray misses 2-pt jump shot from 9 ft,51,66
253,3,6:00.0,Defensive rebound by E. Fournier,,51,66
254,3,5:55.0,E. Fournier makes 2-pt layup from 3 ft,,53,66
255,3,5:55.0,Shooting foul by J. Murray (drawn by E. Fournier),,53,66
256,3,5:55.0,J. Isaac enters the game for W. Iwundu,,53,66
257,3,5:55.0,E. Fournier makes free throw 1 of 1,,54,66
258,3,5:45.0,,J. Murray makes 2-pt jump shot from 7 ft (assist by N. Jokić),54,68
259,3,5:45.0,,Shooting foul by D. Augustin (drawn by J. Murray),54,68
260,3,5:45.0,,M. Morris enters the game for G. Harris,54,68
261,3,5:45.0,,J. Murray misses free throw 1 of 1,54,68
262,3,5:45.0,Defensive rebound by N. Vučević,,54,68
263,3,5:20.0,A. Gordon misses 3-pt jump shot from 25 ft,,54,68
264,3,5:16.0,,Defensive rebound by P. Millsap,54,68
265,3,4:58.0,,N. Jokić misses 3-pt jump shot from 26 ft,54,68
266,3,4:55.0,,Offensive rebound by Team,54,68
267,3,4:55.0,J. Grant enters the game for D. Augustin,,54,68
268,3,4:55.0,T. Ross enters the game for E. Fournier,,54,68
269,3,4:51.0,,J. Murray makes 2-pt jump shot from 11 ft (assist by N. Jokić),54,70
270,3,4:34.0,N. Vučević makes 2-pt jump shot from 10 ft (assist by T. Ross),,56,70
271,3,4:21.0,,J. Murray misses 2-pt layup from 2 ft,56,70
272,3,4:19.0,Defensive rebound by J. Isaac,,56,70
273,3,4:11.0,J. Isaac misses 3-pt jump shot from 26 ft,,56,70
274,3,4:10.0,Offensive rebound by A. Gordon,,56,70
275,3,4:04.0,A. Gordon misses 3-pt jump shot from 23 ft,,56,70
276,3,4:03.0,Offensive rebound by N. Vučević,,56,70
277,3,3:57.0,T. Ross makes 3-pt jump shot from 26 ft,,59,70
278,3,3:56.0,,Denver full timeout,59,70
279,3,3:47.0,,N. Jokić misses 2-pt jump shot from 18 ft,59,70
280,3,3:44.0,Defensive rebound by J. Isaac,,59,70
281,3,3:39.0,Shooting foul by N. Jokić (drawn by A. Gordon),,59,70
282,3,3:39.0,A. Gordon makes free throw 1 of 2,,60,70
283,3,3:39.0,,M. Plumlee enters the game for N. Jokić,60,70
284,3,3:39.0,A. Gordon misses free throw 2 of 2,,60,70
285,3,3:36.0,,Defensive rebound by P. Millsap,60,70
286,3,3:23.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by M. Plumlee),60,73
287,3,3:10.0,Turnover by J. Grant (bad pass; steal by M. Plumlee),,60,73
288,3,3:02.0,,Personal foul by T. Ross (drawn by M. Plumlee),60,73
289,3,3:02.0,,M. Plumlee makes free throw 1 of 2,60,74
290,3,3:02.0,,M. Plumlee makes free throw 2 of 2,60,75
291,3,2:45.0,Turnover by A. Gordon (bad pass),,60,75
292,3,2:45.0,,T. Lyles enters the game for P. Millsap,60,75
293,3,2:26.0,,T. Lyles makes 2-pt jump shot from 6 ft (assist by M. Plumlee),60,77
294,3,2:12.0,J. Isaac misses 2-pt jump shot from 18 ft,,60,77
295,3,2:11.0,,Defensive rebound by M. Plumlee,60,77
296,3,1:56.0,,J. Murray misses 2-pt jump shot from 12 ft,60,77
297,3,1:53.0,Defensive rebound by A. Gordon,,60,77
298,3,1:49.0,Personal foul by M. Plumlee (drawn by N. Vučević),,60,77
299,3,1:49.0,N. Vučević makes free throw 1 of 2,,61,77
300,3,1:49.0,,G. Harris enters the game for J. Murray,61,77
301,3,1:49.0,N. Vučević makes free throw 2 of 2,,62,77
302,3,1:25.0,,Turnover by G. Harris (bad pass; steal by A. Gordon),62,77
303,3,1:20.0,Orlando full timeout,,62,77
304,3,1:11.0,T. Ross makes 3-pt jump shot from 28 ft (assist by J. Grant),,65,77
305,3,0:57.0,,M. Morris misses 2-pt layup from 4 ft,65,77
306,3,0:55.0,Defensive rebound by N. Vučević,,65,77
307,3,0:49.0,N. Vučević misses 3-pt jump shot from 26 ft,,65,77
308,3,0:48.0,Offensive rebound by Team,,65,77
309,3,0:48.0,Personal foul by G. Harris (drawn by J. Isaac),,65,77
310,3,0:48.0,J. Isaac misses free throw 1 of 2,,65,77
311,3,0:48.0,Offensive rebound by Team,,65,77
312,3,0:48.0,J. Isaac makes free throw 2 of 2,,66,77
313,3,0:39.0,,T. Lyles makes 3-pt jump shot from 26 ft (assist by M. Morris),66,80
314,3,0:19.0,N. Vučević misses 2-pt hook shot from 8 ft (block by M. Plumlee),,66,80
315,3,0:19.0,Offensive rebound by Team,,66,80
316,3,0:17.0,N. Vučević makes 2-pt jump shot from 19 ft (assist by J. Grant),,68,80
317,3,0:00.0,,M. Plumlee misses 2-pt layup from 2 ft (block by A. Gordon),68,80
318,3,0:00.0,Defensive rebound by A. Gordon,,68,80
319,4,11:38.0,Turnover by E. Fournier (bad pass; steal by J. Murray),,68,80
320,4,11:34.0,,J. Murray makes 2-pt layup from 2 ft (assist by T. Lyles),68,82
321,4,11:14.0,Shooting foul by T. Lyles (drawn by J. Isaac),,68,82
322,4,11:14.0,J. Isaac makes free throw 1 of 2,,69,82
323,4,11:14.0,J. Isaac makes free throw 2 of 2,,70,82
324,4,11:04.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by M. Morris),70,84
325,4,10:52.0,Offensive foul by M. Bamba (drawn by J. Murray),,70,84
326,4,10:52.0,Turnover by M. Bamba (offensive foul),,70,84
327,4,10:40.0,,J. Murray misses 2-pt jump shot from 7 ft,70,84
328,4,10:38.0,Defensive rebound by M. Bamba,,70,84
329,4,10:22.0,M. Bamba makes 3-pt jump shot from 23 ft (assist by J. Grant),,73,84
330,4,10:03.0,,Personal foul by E. Fournier (drawn by M. Beasley),73,84
331,4,9:54.0,,T. Lyles misses 2-pt layup from 3 ft,73,84
332,4,9:50.0,,Offensive rebound by M. Plumlee,73,84
333,4,9:50.0,,M. Plumlee makes 2-pt layup at rim,73,86
334,4,9:32.0,M. Bamba misses 2-pt jump shot from 14 ft,,73,86
335,4,9:29.0,,Defensive rebound by M. Morris,73,86
336,4,9:09.0,,M. Plumlee makes 2-pt layup from 3 ft (assist by M. Morris),73,88
337,4,8:54.0,J. Isaac misses 3-pt jump shot from 23 ft,,73,88
338,4,8:51.0,,Defensive rebound by M. Plumlee,73,88
339,4,8:46.0,,T. Lyles makes 2-pt layup from 2 ft (assist by J. Murray),73,90
340,4,8:46.0,Orlando full timeout,,73,90
341,4,8:25.0,Personal foul by T. Lyles (drawn by M. Bamba),,73,90
342,4,8:17.0,J. Grant misses 3-pt jump shot from 24 ft,,73,90
343,4,8:14.0,,Defensive rebound by M. Plumlee,73,90
344,4,8:02.0,,Turnover by J. Murray (bad pass),73,90
345,4,8:02.0,Personal foul by M. Plumlee (drawn by J. Grant),,73,90
346,4,8:02.0,D. Augustin enters the game for J. Grant,,73,90
347,4,8:02.0,A. Gordon enters the game for J. Isaac,,73,90
348,4,7:48.0,T. Ross misses 3-pt jump shot from 26 ft,,73,90
349,4,7:45.0,,Defensive rebound by M. Plumlee,73,90
350,4,7:35.0,,T. Lyles misses 3-pt jump shot from 26 ft,73,90
351,4,7:32.0,,Offensive rebound by M. Plumlee,73,90
352,4,7:32.0,,T. Lyles makes 2-pt layup from 3 ft (assist by M. Plumlee),73,92
353,4,7:32.0,,Shooting foul by M. Bamba (drawn by T. Lyles),73,92
354,4,7:32.0,,T. Lyles makes free throw 1 of 1,73,93
355,4,7:16.0,E. Fournier misses 2-pt jump shot from 8 ft,,73,93
356,4,7:13.0,,Defensive rebound by J. Murray,73,93
357,4,7:11.0,,J. Murray makes 3-pt jump shot from 26 ft,73,96
358,4,7:09.0,Orlando full timeout,,73,96
359,4,7:09.0,J. Simmons enters the game for E. Fournier,,73,96
360,4,6:54.0,Shooting foul by M. Morris (drawn by D. Augustin),,73,96
361,4,6:54.0,D. Augustin misses free throw 1 of 2,,73,96
362,4,6:54.0,Offensive rebound by Team,,73,96
363,4,6:54.0,D. Augustin makes free throw 2 of 2,,74,96
364,4,6:43.0,,J. Murray misses 3-pt jump shot from 26 ft,74,96
365,4,6:40.0,,Offensive rebound by Team,74,96
366,4,6:34.0,,M. Beasley makes 3-pt jump shot from 25 ft (assist by J. Murray),74,99
367,4,6:15.0,A. Gordon misses 2-pt jump shot from 19 ft,,74,99
368,4,6:12.0,,Defensive rebound by M. Plumlee,74,99
369,4,6:04.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by J. Murray),74,101
370,4,5:50.0,M. Bamba makes 2-pt layup from 2 ft (assist by D. Augustin),,76,101
371,4,5:33.0,,M. Morris makes 2-pt jump shot from 5 ft,76,103
372,4,5:32.0,Orlando full timeout,,76,103
373,4,5:32.0,K. Birch enters the game for D. Augustin,,76,103
374,4,5:32.0,I. Briscoe enters the game for M. Bamba,,76,103
375,4,5:32.0,W. Iwundu enters the game for A. Gordon,,76,103
376,4,5:32.0,J. Martin enters the game for T. Ross,,76,103
377,4,5:32.0,,T. Welsh enters the game for M. Plumlee,76,103
378,4,5:12.0,Turnover by I. Briscoe (bad pass; steal by M. Beasley),,76,103
379,4,5:08.0,,M. Beasley makes 2-pt dunk from 1 ft,76,105
