,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,SACRAMENTO_ACTION,MILWAUKEE_SCORE,SACRAMENTO_SCORE
26,1,7:48.0,,Defensive rebound by D. Fox,10,14
27,1,7:42.0,,H. Barnes misses 3-pt jump shot from 26 ft,10,14
28,1,7:37.0,Defensive rebound by G. Antetokounmpo,,10,14
29,1,7:33.0,K. Middleton misses 3-pt jump shot from 25 ft,,10,14
30,1,7:29.0,,Defensive rebound by W. Cauley-Stein,10,14
31,1,7:17.0,,D. Fox misses 2-pt layup from 3 ft,10,14
32,1,7:14.0,Defensive rebound by K. Middleton,,10,14
33,1,7:06.0,K. Middleton misses 2-pt hook shot from 7 ft,,10,14
34,1,7:03.0,,Defensive rebound by H. Barnes,10,14
35,1,6:48.0,,H. Barnes makes 3-pt jump shot from 23 ft (assist by B. Hield),10,17
36,1,6:48.0,Milwaukee full timeout,,10,17
37,1,6:48.0,P. Connaughton enters the game for G. Antetokounmpo,,10,17
38,1,6:48.0,N. Mirotić enters the game for M. Brogdon,,10,17
39,1,6:39.0,P. Connaughton makes 2-pt layup from 1 ft (assist by E. Bledsoe),,12,17
40,1,6:23.0,,B. Hield makes 3-pt jump shot from 24 ft,12,20
41,1,6:11.0,B. Lopez misses 3-pt jump shot from 23 ft,,12,20
42,1,6:08.0,,Defensive rebound by B. Hield,12,20
43,1,5:59.0,,W. Cauley-Stein misses 2-pt layup from 2 ft (block by B. Lopez),12,20
44,1,5:55.0,Defensive rebound by E. Bledsoe,,12,20
45,1,5:47.0,N. Mirotić misses 2-pt jump shot from 5 ft,,12,20
46,1,5:45.0,,Defensive rebound by W. Cauley-Stein,12,20
47,1,5:40.0,,Turnover by B. Hield (step out of bounds),12,20
48,1,5:40.0,,M. Bagley enters the game for B. Bogdanović,12,20
49,1,5:27.0,K. Middleton misses 3-pt jump shot from 27 ft,,12,20
50,1,5:23.0,,Defensive rebound by H. Barnes,12,20
51,1,5:18.0,,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by D. Fox),12,22
52,1,5:18.0,,Shooting foul by P. Connaughton (drawn by W. Cauley-Stein),12,22
53,1,5:18.0,I. Canaan enters the game for E. Bledsoe,,12,22
54,1,5:18.0,,W. Cauley-Stein misses free throw 1 of 1,12,22
55,1,5:12.0,Defensive rebound by B. Lopez,,12,22
56,1,5:09.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by K. Middleton),,15,22
57,1,4:44.0,,D. Fox misses 3-pt jump shot from 24 ft,15,22
58,1,4:40.0,,Offensive rebound by B. Hield,15,22
59,1,4:40.0,,B. Hield misses 2-pt layup from 1 ft,15,22
60,1,4:39.0,Defensive rebound by K. Middleton,,15,22
61,1,4:32.0,B. Lopez makes 2-pt layup from 2 ft (assist by K. Middleton),,17,22
62,1,4:26.0,,B. Hield makes 2-pt jump shot from 11 ft (assist by D. Fox),17,24
63,1,4:13.0,B. Lopez misses 3-pt jump shot from 25 ft,,17,24
64,1,4:10.0,,Defensive rebound by D. Fox,17,24
65,1,4:03.0,,B. Hield misses 2-pt jump shot from 19 ft,17,24
66,1,4:01.0,Defensive rebound by K. Middleton,,17,24
67,1,3:54.0,K. Middleton makes 2-pt jump shot from 14 ft,,19,24
68,1,3:32.0,,B. Hield misses 2-pt jump shot from 9 ft,19,24
69,1,3:28.0,,Offensive rebound by M. Bagley,19,24
70,1,3:28.0,,M. Bagley makes 2-pt layup from 1 ft,19,26
71,1,3:18.0,K. Middleton makes 2-pt jump shot from 7 ft,,21,26
72,1,2:58.0,,W. Cauley-Stein misses 2-pt jump shot from 18 ft,21,26
73,1,2:54.0,Defensive rebound by P. Connaughton,,21,26
74,1,2:47.0,K. Middleton makes 3-pt jump shot from 24 ft (assist by B. Lopez),,24,26
75,1,2:46.0,,Sacramento full timeout,24,26
76,1,2:46.0,E. İlyasova enters the game for P. Connaughton,,24,26
77,1,2:46.0,T. Snell enters the game for B. Lopez,,24,26
78,1,2:46.0,,C. Brewer enters the game for H. Barnes,24,26
79,1,2:46.0,,H. Giles enters the game for W. Cauley-Stein,24,26
80,1,2:30.0,,H. Giles misses 2-pt layup from 3 ft (block by N. Mirotić),24,26
81,1,2:27.0,Defensive rebound by N. Mirotić,,24,26
82,1,2:24.0,Shooting foul by C. Brewer (drawn by K. Middleton),,24,26
83,1,2:24.0,K. Middleton misses free throw 1 of 3,,24,26
84,1,2:24.0,Offensive rebound by Team,,24,26
85,1,2:24.0,K. Middleton makes free throw 2 of 3,,25,26
86,1,2:24.0,K. Middleton makes free throw 3 of 3,,26,26
87,1,2:10.0,,M. Bagley misses 2-pt layup from 2 ft,26,26
88,1,2:10.0,Defensive rebound by Team,,26,26
89,1,2:00.0,Turnover by I. Canaan (step out of bounds),,26,26
90,1,1:54.0,,Shooting foul by I. Canaan (drawn by D. Fox),26,26
91,1,1:54.0,,D. Fox makes free throw 1 of 2,26,27
92,1,1:54.0,M. Brogdon enters the game for I. Canaan,,26,27
93,1,1:54.0,P. Connaughton enters the game for K. Middleton,,26,27
94,1,1:54.0,,D. Fox makes free throw 2 of 2,26,28
95,1,1:40.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by M. Brogdon),,29,28
96,1,1:29.0,,B. Hield misses 2-pt jump shot from 16 ft,29,28
97,1,1:27.0,Defensive rebound by E. İlyasova,,29,28
98,1,1:24.0,M. Brogdon makes 3-pt jump shot from 25 ft (assist by P. Connaughton),,32,28
99,1,1:06.0,,M. Bagley misses 3-pt jump shot from 25 ft,32,28
100,1,1:02.0,Defensive rebound by M. Brogdon,,32,28
101,1,0:46.0,P. Connaughton misses 3-pt jump shot from 24 ft,,32,28
102,1,0:45.0,Offensive rebound by Team,,32,28
103,1,0:45.0,G. Antetokounmpo enters the game for N. Mirotić,,32,28
104,1,0:40.0,M. Brogdon misses 3-pt jump shot from 25 ft (block by C. Brewer),,32,28
105,1,0:38.0,,Defensive rebound by H. Giles,32,28
106,1,0:38.0,,C. Brewer makes 2-pt layup from 2 ft (assist by H. Giles),32,30
107,1,0:38.0,,Shooting foul by T. Snell (drawn by C. Brewer),32,30
108,1,0:38.0,,C. Brewer misses free throw 1 of 1,32,30
109,1,0:34.0,Defensive rebound by E. İlyasova,,32,30
110,1,0:28.0,E. İlyasova misses 2-pt jump shot from 9 ft,,32,30
111,1,0:27.0,Offensive rebound by E. İlyasova,,32,30
112,1,0:27.0,Shooting foul by H. Giles (drawn by E. İlyasova),,32,30
113,1,0:27.0,E. İlyasova makes free throw 1 of 2,,33,30
114,1,0:27.0,,B. Bogdanović enters the game for H. Giles,33,30
115,1,0:27.0,E. İlyasova makes free throw 2 of 2,,34,30
116,1,0:06.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by D. Fox),34,33
117,1,0:00.0,G. Antetokounmpo misses 2-pt layup from 6 ft,,34,33
118,1,0:00.0,Offensive rebound by Team,,34,33
119,2,11:51.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by E. İlyasova),,36,33
120,2,11:38.0,,M. Bagley makes 2-pt jump shot from 14 ft (assist by B. Bogdanović),36,35
121,2,11:19.0,N. Mirotić makes 2-pt jump shot from 10 ft (assist by T. Snell),,38,35
122,2,11:03.0,,H. Giles makes 2-pt jump shot from 19 ft (assist by B. Bogdanović),38,37
123,2,10:48.0,M. Brogdon makes 2-pt layup from 3 ft (assist by N. Mirotić),,40,37
124,2,10:38.0,,Y. Ferrell misses 2-pt jump shot from 14 ft,40,37
125,2,10:37.0,,Offensive rebound by Team,40,37
126,2,10:34.0,,B. Bogdanović misses 2-pt jump shot from 20 ft,40,37
127,2,10:31.0,Defensive rebound by N. Mirotić,,40,37
128,2,10:25.0,N. Mirotić misses 3-pt jump shot from 25 ft,,40,37
129,2,10:22.0,,Defensive rebound by M. Bagley,40,37
130,2,10:17.0,,M. Bagley misses 2-pt layup from 3 ft (block by E. İlyasova),40,37
131,2,10:17.0,,Offensive rebound by M. Bagley,40,37
132,2,10:08.0,,H. Giles misses 2-pt layup from 2 ft,40,37
133,2,10:03.0,,Offensive rebound by M. Bagley,40,37
134,2,10:02.0,,M. Bagley makes 2-pt dunk from 1 ft,40,39
135,2,9:56.0,N. Mirotić misses 3-pt jump shot from 25 ft,,40,39
136,2,9:52.0,,Defensive rebound by H. Giles,40,39
137,2,9:47.0,,M. Bagley misses 3-pt jump shot from 26 ft,40,39
138,2,9:43.0,Defensive rebound by M. Brogdon,,40,39
139,2,9:39.0,E. İlyasova misses 3-pt jump shot from 25 ft,,40,39
140,2,9:35.0,,Defensive rebound by M. Bagley,40,39
141,2,9:28.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by H. Giles),40,42
142,2,9:02.0,Shooting foul by B. Bogdanović (drawn by G. Antetokounmpo),,40,42
143,2,9:02.0,G. Antetokounmpo makes free throw 1 of 2,,41,42
144,2,9:02.0,G. Antetokounmpo misses free throw 2 of 2,,41,42
145,2,8:59.0,,Defensive rebound by H. Giles,41,42
146,2,8:45.0,,Y. Ferrell makes 2-pt jump shot from 18 ft (assist by B. Bogdanović),41,44
147,2,8:31.0,M. Brogdon makes 2-pt layup from 2 ft,,43,44
148,2,8:12.0,,C. Brewer misses 3-pt jump shot from 23 ft,43,44
149,2,8:09.0,Defensive rebound by N. Mirotić,,43,44
150,2,8:09.0,E. Bledsoe enters the game for G. Antetokounmpo,,43,44
151,2,8:09.0,P. Connaughton enters the game for M. Brogdon,,43,44
152,2,8:00.0,E. İlyasova makes 2-pt layup from 2 ft (assist by N. Mirotić),,45,44
153,2,7:53.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,45,44
154,2,7:53.0,Defensive rebound by E. İlyasova,,45,44
155,2,7:44.0,E. Bledsoe misses 2-pt jump shot from 9 ft,,45,44
156,2,7:37.0,Offensive rebound by N. Mirotić,,45,44
157,2,7:37.0,N. Mirotić makes 2-pt layup at rim,,47,44
158,2,7:21.0,,H. Giles misses 2-pt layup from 3 ft (block by N. Mirotić),47,44
159,2,7:19.0,,Offensive rebound by M. Bagley,47,44
160,2,7:19.0,,Shooting foul by T. Snell (drawn by M. Bagley),47,44
161,2,7:19.0,,M. Bagley makes free throw 1 of 2,47,45
162,2,7:19.0,B. Lopez enters the game for E. İlyasova,,47,45
163,2,7:19.0,D. Wilson enters the game for N. Mirotić,,47,45
164,2,7:19.0,,W. Cauley-Stein enters the game for H. Giles,47,45
165,2,7:19.0,,M. Bagley misses free throw 2 of 2,47,45
166,2,7:19.0,Defensive rebound by P. Connaughton,,47,45
167,2,7:00.0,T. Snell makes 2-pt layup from 1 ft (assist by E. Bledsoe),,49,45
168,2,6:40.0,,Y. Ferrell misses 2-pt jump shot from 9 ft,49,45
169,2,6:37.0,Defensive rebound by D. Wilson,,49,45
170,2,6:20.0,B. Lopez misses 2-pt layup from 8 ft,,49,45
171,2,6:20.0,Offensive rebound by P. Connaughton,,49,45
172,2,6:17.0,P. Connaughton makes 2-pt layup from 6 ft,,51,45
173,2,6:17.0,,Sacramento full timeout,51,45
174,2,6:17.0,,H. Barnes enters the game for M. Bagley,51,45
175,2,6:07.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by Y. Ferrell),51,47
176,2,5:58.0,P. Connaughton misses 2-pt dunk from 1 ft,,51,47
177,2,5:54.0,,Defensive rebound by Y. Ferrell,51,47
178,2,5:45.0,,Y. Ferrell makes 2-pt jump shot from 20 ft (assist by C. Brewer),51,49
179,2,5:25.0,E. Bledsoe makes 2-pt layup from 2 ft,,53,49
180,2,5:11.0,,B. Bogdanović misses 2-pt jump shot from 8 ft,53,49
181,2,5:08.0,Defensive rebound by E. Bledsoe,,53,49
182,2,5:02.0,P. Connaughton makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),,56,49
183,2,4:43.0,,H. Barnes misses 3-pt jump shot from 25 ft,56,49
184,2,4:40.0,Defensive rebound by E. Bledsoe,,56,49
185,2,4:38.0,Personal foul by Y. Ferrell (drawn by E. Bledsoe),,56,49
186,2,4:38.0,Technical foul by E. Bledsoe,,56,49
187,2,4:38.0,K. Middleton enters the game for T. Snell,,56,49
188,2,4:38.0,,D. Fox enters the game for C. Brewer,56,49
189,2,4:38.0,,B. Hield enters the game for Y. Ferrell,56,49
190,2,4:38.0,,B. Bogdanović makes technical free throw,56,50
191,2,4:35.0,Personal foul by D. Fox (drawn by E. Bledsoe),,56,50
192,2,4:20.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,56,50
193,2,4:16.0,,Defensive rebound by B. Hield,56,50
194,2,4:09.0,,B. Bogdanović misses 2-pt jump shot from 18 ft,56,50
195,2,4:03.0,,Offensive rebound by H. Barnes,56,50
196,2,4:02.0,,H. Barnes makes 2-pt layup from 4 ft,56,52
197,2,3:43.0,B. Lopez misses 2-pt hook shot from 7 ft (block by W. Cauley-Stein),,56,52
198,2,3:39.0,,Defensive rebound by H. Barnes,56,52
199,2,3:36.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,56,52
200,2,3:33.0,Defensive rebound by E. Bledsoe,,56,52
201,2,3:21.0,E. Bledsoe makes 3-pt jump shot from 23 ft (assist by B. Lopez),,59,52
202,2,3:16.0,,D. Fox makes 2-pt layup from 1 ft,59,54
203,2,3:16.0,,Shooting foul by P. Connaughton (drawn by D. Fox),59,54
204,2,3:16.0,Milwaukee full timeout,,59,54
205,2,3:16.0,,D. Fox makes free throw 1 of 1,59,55
206,2,3:03.0,E. Bledsoe makes 2-pt layup from 5 ft (assist by B. Lopez),,61,55
207,2,2:36.0,,Turnover by H. Barnes (bad pass; steal by K. Middleton),61,55
208,2,2:32.0,Turnover by K. Middleton (lost ball; steal by B. Hield),,61,55
209,2,2:29.0,,B. Bogdanović misses 2-pt layup from 3 ft,61,55
210,2,2:27.0,,Offensive rebound by H. Barnes,61,55
211,2,2:26.0,,H. Barnes misses 2-pt layup from 3 ft (block by B. Lopez),61,55
212,2,2:24.0,Defensive rebound by B. Lopez,,61,55
213,2,2:15.0,E. Bledsoe makes 3-pt jump shot from 25 ft,,64,55
214,2,2:00.0,,W. Cauley-Stein misses 2-pt layup from 2 ft,64,55
215,2,2:00.0,Defensive rebound by E. Bledsoe,,64,55
216,2,1:54.0,E. Bledsoe misses 2-pt layup from 3 ft,,64,55
217,2,1:50.0,,Defensive rebound by W. Cauley-Stein,64,55
218,2,1:47.0,,H. Barnes makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),64,58
219,2,1:26.0,K. Middleton makes 2-pt layup from 4 ft,,66,58
220,2,1:14.0,,H. Barnes makes 2-pt jump shot from 20 ft,66,60
221,2,1:04.0,B. Lopez makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,69,60
222,2,0:54.0,,B. Hield misses 2-pt jump shot from 18 ft,69,60
223,2,0:52.0,Defensive rebound by P. Connaughton,,69,60
224,2,0:45.0,Turnover by E. Bledsoe (bad pass),,69,60
225,2,0:45.0,M. Brogdon enters the game for E. Bledsoe,,69,60
226,2,0:45.0,E. İlyasova enters the game for B. Lopez,,69,60
227,2,0:45.0,N. Mirotić enters the game for D. Wilson,,69,60
228,2,0:45.0,,M. Bagley enters the game for W. Cauley-Stein,69,60
229,2,0:36.0,,D. Fox makes 2-pt jump shot from 9 ft,69,62
230,2,0:29.0,K. Middleton makes 2-pt jump shot from 11 ft,,71,62
231,2,0:06.0,,Turnover by B. Bogdanović (lost ball; steal by K. Middleton),71,62
232,2,0:02.0,P. Connaughton makes 2-pt dunk from 1 ft (assist by K. Middleton),,73,62
233,3,11:42.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,73,62
234,3,11:42.0,,Defensive rebound by Team,73,62
235,3,11:25.0,,W. Cauley-Stein misses 2-pt layup from 1 ft (block by G. Antetokounmpo),73,62
236,3,11:21.0,Defensive rebound by E. Bledsoe,,73,62
237,3,11:20.0,G. Antetokounmpo misses 2-pt layup from 9 ft (block by H. Barnes),,73,62
238,3,11:20.0,Offensive rebound by Team,,73,62
239,3,11:08.0,B. Lopez misses 2-pt hook shot from 6 ft,,73,62
240,3,11:04.0,,Defensive rebound by H. Barnes,73,62
241,3,10:57.0,,B. Hield misses 3-pt jump shot from 25 ft,73,62
242,3,10:54.0,Defensive rebound by G. Antetokounmpo,,73,62
243,3,10:46.0,B. Lopez misses 2-pt dunk from 3 ft,,73,62
244,3,10:44.0,,Defensive rebound by H. Barnes,73,62
245,3,10:42.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by D. Fox),73,65
246,3,10:27.0,B. Lopez misses 3-pt jump shot from 24 ft,,73,65
247,3,10:24.0,,Defensive rebound by B. Bogdanović,73,65
248,3,10:21.0,,Shooting foul by K. Middleton (drawn by B. Hield),73,65
249,3,10:21.0,,B. Hield makes free throw 1 of 3,73,66
250,3,10:21.0,,B. Hield makes free throw 2 of 3,73,67
251,3,10:21.0,,B. Hield makes free throw 3 of 3,73,68
252,3,10:08.0,M. Brogdon makes 2-pt layup from 3 ft (assist by G. Antetokounmpo),,75,68
253,3,10:08.0,Shooting foul by B. Hield (drawn by M. Brogdon),,75,68
254,3,10:08.0,M. Brogdon makes free throw 1 of 1,,76,68
255,3,9:53.0,,Personal foul by M. Brogdon (drawn by W. Cauley-Stein),76,68
256,3,9:41.0,,H. Barnes misses 2-pt jump shot from 8 ft,76,68
257,3,9:38.0,Defensive rebound by G. Antetokounmpo,,76,68
258,3,9:27.0,Turnover by E. Bledsoe (dbl dribble),,76,68
259,3,9:14.0,,Shooting foul by B. Lopez (drawn by W. Cauley-Stein),76,68
260,3,9:14.0,,W. Cauley-Stein misses free throw 1 of 2,76,68
261,3,9:14.0,,Offensive rebound by Team,76,68
262,3,9:14.0,,W. Cauley-Stein makes free throw 2 of 2,76,69
263,3,9:02.0,K. Middleton misses 3-pt jump shot from 26 ft,,76,69
264,3,8:59.0,,Defensive rebound by B. Bogdanović,76,69
265,3,8:55.0,,B. Hield misses 3-pt jump shot from 25 ft,76,69
266,3,8:51.0,Defensive rebound by G. Antetokounmpo,,76,69
267,3,8:45.0,Turnover by K. Middleton (bad pass),,76,69
268,3,8:38.0,,D. Fox misses 3-pt jump shot from 25 ft,76,69
269,3,8:35.0,Defensive rebound by G. Antetokounmpo,,76,69
270,3,8:24.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,78,69
271,3,8:12.0,,B. Hield makes 2-pt jump shot from 13 ft,78,71
272,3,7:59.0,K. Middleton misses 2-pt jump shot from 8 ft,,78,71
273,3,7:57.0,,Defensive rebound by D. Fox,78,71
274,3,7:56.0,,Shooting foul by M. Brogdon (drawn by W. Cauley-Stein),78,71
275,3,7:56.0,Milwaukee full timeout,,78,71
276,3,7:56.0,,W. Cauley-Stein misses free throw 1 of 2,78,71
277,3,7:56.0,,Offensive rebound by Team,78,71
278,3,7:56.0,,W. Cauley-Stein makes free throw 2 of 2,78,72
279,3,7:45.0,B. Lopez makes 2-pt dunk from 1 ft (assist by E. Bledsoe),,80,72
280,3,7:26.0,,W. Cauley-Stein misses 2-pt jump shot from 12 ft,80,72
281,3,7:22.0,,Offensive rebound by B. Bogdanović,80,72
282,3,7:22.0,,B. Bogdanović misses 2-pt layup at rim,80,72
283,3,7:21.0,,Offensive rebound by H. Barnes,80,72
284,3,7:19.0,,W. Cauley-Stein misses 2-pt layup from 4 ft,80,72
285,3,7:16.0,,Offensive rebound by H. Barnes,80,72
286,3,7:13.0,,B. Hield misses 2-pt jump shot from 16 ft,80,72
287,3,7:10.0,Defensive rebound by B. Lopez,,80,72
288,3,7:03.0,K. Middleton misses 2-pt jump shot from 4 ft,,80,72
289,3,6:59.0,,Defensive rebound by W. Cauley-Stein,80,72
290,3,6:53.0,,B. Bogdanović misses 2-pt jump shot from 8 ft,80,72
291,3,6:51.0,,Offensive rebound by W. Cauley-Stein,80,72
292,3,6:48.0,,B. Hield misses 3-pt jump shot from 23 ft,80,72
293,3,6:45.0,Defensive rebound by E. Bledsoe,,80,72
294,3,6:41.0,E. Bledsoe makes 3-pt jump shot from 26 ft,,83,72
295,3,6:27.0,,D. Fox makes 2-pt layup from 1 ft,83,74
296,3,6:20.0,G. Antetokounmpo makes 2-pt layup from 3 ft (assist by E. Bledsoe),,85,74
297,3,6:20.0,Shooting foul by H. Barnes (drawn by G. Antetokounmpo),,85,74
298,3,6:20.0,P. Connaughton enters the game for M. Brogdon,,85,74
299,3,6:20.0,N. Mirotić enters the game for B. Lopez,,85,74
300,3,6:20.0,,M. Bagley enters the game for W. Cauley-Stein,85,74
301,3,6:20.0,G. Antetokounmpo misses free throw 1 of 1,,85,74
302,3,6:15.0,Offensive rebound by E. Bledsoe,,85,74
303,3,6:15.0,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by E. Bledsoe),,87,74
304,3,6:15.0,,Sacramento full timeout,87,74
305,3,6:15.0,B. Lopez enters the game for G. Antetokounmpo,,87,74
306,3,6:00.0,,M. Bagley misses 2-pt layup from 7 ft (block by B. Lopez),87,74
307,3,6:00.0,Defensive rebound by K. Middleton,,87,74
308,3,5:48.0,Personal foul by B. Hield (drawn by B. Lopez),,87,74
309,3,5:40.0,K. Middleton makes 2-pt layup from 2 ft (assist by N. Mirotić),,89,74
310,3,5:23.0,,M. Bagley misses 2-pt jump shot from 11 ft,89,74
311,3,5:20.0,Defensive rebound by E. Bledsoe,,89,74
312,3,5:17.0,B. Lopez misses 3-pt jump shot from 26 ft,,89,74
313,3,5:13.0,Offensive rebound by E. Bledsoe,,89,74
314,3,5:11.0,B. Lopez misses 2-pt jump shot from 11 ft,,89,74
315,3,5:05.0,,Defensive rebound by B. Bogdanović,89,74
316,3,4:59.0,,Turnover by H. Barnes (out of bounds lost ball),89,74
317,3,4:40.0,Turnover by E. Bledsoe (lost ball; steal by B. Bogdanović),,89,74
318,3,4:40.0,I. Canaan enters the game for E. Bledsoe,,89,74
319,3,4:40.0,,C. Brewer enters the game for B. Bogdanović,89,74
320,3,4:26.0,,B. Hield makes 2-pt jump shot from 2 ft (assist by C. Brewer),89,76
321,3,4:16.0,N. Mirotić makes 3-pt jump shot from 23 ft (assist by P. Connaughton),,92,76
322,3,4:09.0,,D. Fox makes 2-pt jump shot from 9 ft,92,78
323,3,4:02.0,Personal foul by C. Brewer (drawn by K. Middleton),,92,78
324,3,4:02.0,E. İlyasova enters the game for B. Lopez,,92,78
325,3,4:02.0,,H. Giles enters the game for H. Barnes,92,78
326,3,3:57.0,Personal foul by B. Hield (drawn by K. Middleton),,92,78
327,3,3:57.0,K. Middleton misses free throw 1 of 2,,92,78
328,3,3:57.0,Offensive rebound by Team,,92,78
329,3,3:57.0,K. Middleton makes free throw 2 of 2,,93,78
330,3,3:49.0,,Personal foul by K. Middleton (drawn by H. Giles),93,78
331,3,3:49.0,,H. Giles misses free throw 1 of 2,93,78
332,3,3:49.0,,Offensive rebound by Team,93,78
333,3,3:49.0,,H. Giles misses free throw 2 of 2,93,78
334,3,3:45.0,Defensive rebound by I. Canaan,,93,78
335,3,3:34.0,K. Middleton makes 2-pt jump shot from 7 ft,,95,78
336,3,3:19.0,,H. Giles makes 2-pt layup from 2 ft (assist by M. Bagley),95,80
337,3,3:13.0,Personal foul by C. Brewer (drawn by K. Middleton),,95,80
338,3,3:13.0,K. Middleton misses free throw 1 of 2,,95,80
339,3,3:13.0,Offensive rebound by Team,,95,80
340,3,3:13.0,K. Middleton makes free throw 2 of 2,,96,80
341,3,3:02.0,,D. Fox misses 2-pt layup from 2 ft (block by I. Canaan),96,80
342,3,3:02.0,Defensive rebound by K. Middleton,,96,80
343,3,2:55.0,I. Canaan misses 3-pt jump shot from 25 ft,,96,80
344,3,2:55.0,,Defensive rebound by Team,96,80
345,3,2:55.0,T. Snell enters the game for K. Middleton,,96,80
346,3,2:55.0,,Y. Ferrell enters the game for D. Fox,96,80
347,3,2:46.0,,H. Giles makes 2-pt dunk from 1 ft (assist by B. Hield),96,82
348,3,2:27.0,N. Mirotić misses 2-pt layup from 4 ft,,96,82
349,3,2:24.0,,Defensive rebound by H. Giles,96,82
350,3,2:19.0,,B. Hield makes 3-pt jump shot from 25 ft,96,85
351,3,2:05.0,N. Mirotić misses 2-pt jump shot from 20 ft,,96,85
352,3,2:05.0,Offensive rebound by E. İlyasova,,96,85
353,3,1:59.0,E. İlyasova makes 2-pt layup from 2 ft,,98,85
354,3,1:57.0,,Shooting foul by E. İlyasova (drawn by B. Hield),98,85
355,3,1:57.0,,B. Hield makes free throw 1 of 2,98,86
356,3,1:57.0,M. Brogdon enters the game for I. Canaan,,98,86
357,3,1:57.0,,B. Hield makes free throw 2 of 2,98,87
358,3,1:45.0,Personal foul by Y. Ferrell (drawn by E. İlyasova),,98,87
359,3,1:45.0,E. İlyasova makes free throw 1 of 2,,99,87
360,3,1:45.0,E. İlyasova makes free throw 2 of 2,,100,87
361,3,1:31.0,,B. Hield misses 2-pt jump shot from 19 ft,100,87
362,3,1:28.0,,Offensive rebound by M. Bagley,100,87
363,3,1:28.0,,Shooting foul by N. Mirotić (drawn by M. Bagley),100,87
364,3,1:28.0,,M. Bagley makes free throw 1 of 2,100,88
365,3,1:28.0,G. Antetokounmpo enters the game for N. Mirotić,,100,88
366,3,1:28.0,,M. Bagley makes free throw 2 of 2,100,89
367,3,1:20.0,Turnover by G. Antetokounmpo (bad pass),,100,89
368,3,1:06.0,,B. Hield misses 3-pt jump shot from 25 ft (block by P. Connaughton),100,89
369,3,1:01.0,Defensive rebound by M. Brogdon,,100,89
