,QUARTER,TIME_REMAINING,HOUSTON_ACTION,CHICAGO_ACTION,HOUSTON_SCORE,CHICAGO_SCORE
0,1,11:46.0,P. Tucker misses 3-pt jump shot from 24 ft,,0,0
1,1,11:42.0,Offensive rebound by J. Ennis,,0,0
2,1,11:32.0,J. Ennis makes 3-pt jump shot from 27 ft (assist by C. Paul),,3,0
3,1,11:16.0,,J. Parker misses 2-pt jump shot from 18 ft,3,0
4,1,11:14.0,Defensive rebound by C. Capela,,3,0
5,1,11:05.0,P. Tucker misses 3-pt jump shot from 24 ft,,3,0
6,1,11:03.0,,Defensive rebound by J. Holiday,3,0
7,1,10:56.0,,C. Payne misses 3-pt jump shot from 25 ft,3,0
8,1,10:53.0,Defensive rebound by C. Paul,,3,0
9,1,10:49.0,J. Ennis makes 2-pt layup from 2 ft (assist by J. Harden),,5,0
10,1,10:33.0,,W. Carter makes 2-pt hook shot from 8 ft (assist by Z. LaVine),5,2
11,1,10:18.0,C. Capela misses 2-pt jump shot from 2 ft,,5,2
12,1,10:17.0,Offensive rebound by C. Capela,,5,2
13,1,10:17.0,C. Capela misses 2-pt layup from 2 ft,,5,2
14,1,10:17.0,Offensive rebound by C. Capela,,5,2
15,1,10:17.0,Shooting foul by Z. LaVine (drawn by C. Capela),,5,2
16,1,10:17.0,C. Capela makes free throw 1 of 2,,6,2
17,1,10:17.0,C. Capela misses free throw 2 of 2,,6,2
18,1,10:15.0,,Defensive rebound by W. Carter,6,2
19,1,10:00.0,,J. Parker misses 2-pt layup from 2 ft (block by J. Ennis),6,2
20,1,9:55.0,Defensive rebound by P. Tucker,,6,2
21,1,9:41.0,C. Paul misses 3-pt jump shot from 26 ft,,6,2
22,1,9:39.0,,Defensive rebound by J. Holiday,6,2
23,1,9:28.0,,W. Carter misses 2-pt hook shot from 8 ft,6,2
24,1,9:28.0,Defensive rebound by P. Tucker,,6,2
25,1,9:10.0,J. Harden misses 2-pt layup from 9 ft,,6,2
26,1,9:10.0,Offensive rebound by P. Tucker,,6,2
27,1,9:09.0,P. Tucker misses 2-pt layup from 1 ft,,6,2
28,1,9:08.0,,Defensive rebound by Z. LaVine,6,2
29,1,8:48.0,,Z. LaVine makes 2-pt layup from 1 ft,6,4
30,1,8:37.0,Turnover by C. Paul (bad pass; steal by W. Carter),,6,4
31,1,8:34.0,,Turnover by J. Parker (bad pass; steal by J. Harden),6,4
32,1,8:27.0,J. Ennis makes 3-pt jump shot from 25 ft (assist by J. Harden),,9,4
33,1,8:15.0,,Personal foul by C. Paul (drawn by C. Payne),9,4
34,1,8:15.0,C. Anthony enters the game for J. Ennis,,9,4
35,1,8:04.0,,J. Parker makes 3-pt jump shot from 26 ft (assist by J. Holiday),9,7
36,1,7:49.0,C. Anthony makes 3-pt jump shot from 26 ft (assist by J. Harden),,12,7
37,1,7:32.0,,Z. LaVine makes 3-pt jump shot from 25 ft,12,10
38,1,7:16.0,C. Paul misses 2-pt jump shot from 7 ft,,12,10
39,1,7:13.0,,Defensive rebound by W. Carter,12,10
40,1,7:12.0,Technical foul by C. Paul,,12,10
41,1,7:12.0,,Z. LaVine makes technical free throw,12,11
42,1,7:05.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by C. Payne),12,14
43,1,6:43.0,C. Anthony makes 2-pt jump shot from 21 ft (assist by C. Paul),,14,14
44,1,6:23.0,,W. Carter makes 2-pt jump shot from 15 ft (assist by C. Payne),14,16
45,1,6:14.0,,Chicago full timeout,14,16
46,1,6:14.0,G. Clark enters the game for C. Paul,,14,16
47,1,6:14.0,G. Green enters the game for P. Tucker,,14,16
48,1,6:07.0,G. Clark misses 3-pt jump shot from 27 ft,,14,16
49,1,6:03.0,,Defensive rebound by W. Carter,14,16
50,1,5:45.0,,C. Payne misses 2-pt layup from 1 ft,14,16
51,1,5:41.0,Defensive rebound by G. Green,,14,16
