,QUARTER,TIME_REMAINING,PORTLAND_ACTION,BOSTON_ACTION,PORTLAND_SCORE,BOSTON_SCORE
392,4,2:55.0,,K. Irving misses 2-pt layup from 2 ft (block by J. Nurkić),91,81
393,4,2:53.0,Defensive rebound by D. Lillard,,91,81
394,4,2:46.0,Shooting foul by A. Horford (drawn by J. Nurkić),,91,81
395,4,2:46.0,J. Nurkić makes free throw 1 of 2,,92,81
396,4,2:46.0,J. Nurkić makes free throw 2 of 2,,93,81
397,4,2:33.0,,M. Smart makes 3-pt jump shot from 25 ft (assist by A. Horford),93,84
398,4,2:15.0,Offensive foul by J. Nurkić (drawn by K. Irving),,93,84
399,4,2:15.0,Turnover by J. Nurkić (offensive foul),,93,84
400,4,2:07.0,,J. Brown misses 3-pt jump shot from 23 ft,93,84
401,4,2:06.0,,Offensive rebound by K. Irving,93,84
402,4,2:05.0,,K. Irving makes 2-pt layup from 1 ft,93,86
403,4,1:40.0,D. Lillard misses 3-pt jump shot from 27 ft,,93,86
404,4,1:38.0,Offensive rebound by M. Harkless,,93,86
405,4,1:35.0,Turnover by M. Harkless (bad pass; steal by A. Horford),,93,86
406,4,1:26.0,,A. Horford makes 2-pt hook shot from 5 ft,93,88
407,4,1:05.0,D. Lillard misses 2-pt layup from 3 ft,,93,88
408,4,1:04.0,Offensive rebound by Team,,93,88
409,4,0:53.0,C. McCollum misses 3-pt jump shot from 27 ft,,93,88
410,4,0:52.0,,Defensive rebound by Team,93,88
411,4,0:44.0,,M. Smart misses 3-pt jump shot from 25 ft,93,88
412,4,0:42.0,Defensive rebound by A. Aminu,,93,88
413,4,0:36.0,D. Lillard makes 2-pt layup from 2 ft (assist by C. McCollum),,95,88
414,4,0:36.0,,Boston full timeout,95,88
415,4,0:31.0,,A. Horford misses 3-pt jump shot from 25 ft,95,88
416,4,0:30.0,,Offensive rebound by M. Smart,95,88
417,4,0:28.0,,Shooting foul by C. McCollum (drawn by M. Smart),95,88
418,4,0:28.0,,M. Smart makes free throw 1 of 2,95,89
419,4,0:28.0,,M. Smart misses free throw 2 of 2,95,89
420,4,0:28.0,,Offensive rebound by A. Horford,95,89
421,4,0:25.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by A. Horford),95,92
422,4,0:11.0,Personal take foul by M. Smart (drawn by D. Lillard),,95,92
423,4,0:11.0,D. Lillard makes free throw 1 of 2,,96,92
424,4,0:11.0,D. Lillard makes free throw 2 of 2,,97,92
425,4,0:11.0,,Boston full timeout,97,92
426,4,0:11.0,R. Hood enters the game for J. Nurkić,,97,92
427,4,0:08.0,,K. Irving misses 3-pt jump shot from 29 ft,97,92
428,4,0:06.0,Defensive rebound by M. Harkless,,97,92
