,QUARTER,TIME_REMAINING,NEW YORK_ACTION,ORLANDO_ACTION,NEW YORK_SCORE,ORLANDO_SCORE
45,1,6:42.0,,Defensive rebound by N. Vučević,10,25
46,1,6:34.0,,N. Vučević misses 2-pt hook shot from 4 ft,10,25
47,1,6:31.0,Defensive rebound by E. Freedom,,10,25
48,1,6:24.0,E. Freedom misses 2-pt hook shot from 4 ft,,10,25
49,1,6:22.0,,Defensive rebound by D. Augustin,10,25
50,1,6:18.0,,A. Gordon misses 3-pt jump shot from 26 ft,10,25
51,1,6:14.0,,Offensive rebound by W. Iwundu,10,25
52,1,6:12.0,,D. Augustin makes 3-pt jump shot from 23 ft (assist by N. Vučević),10,28
53,1,5:59.0,T. Hardaway makes 3-pt jump shot from 27 ft,,13,28
54,1,5:49.0,,Personal foul by E. Mudiay (drawn by D. Augustin),13,28
55,1,5:49.0,,D. Augustin makes free throw 1 of 2,13,29
56,1,5:49.0,T. Burke enters the game for E. Mudiay,,13,29
57,1,5:49.0,,D. Augustin makes free throw 2 of 2,13,30
58,1,5:34.0,T. Hardaway misses 2-pt jump shot from 6 ft,,13,30
59,1,5:29.0,Offensive rebound by E. Freedom,,13,30
60,1,5:29.0,E. Freedom misses 2-pt layup from 1 ft,,13,30
61,1,5:28.0,,Defensive rebound by E. Fournier,13,30
62,1,5:26.0,,Turnover by E. Fournier (bad pass; steal by T. Hardaway),13,30
63,1,5:19.0,T. Burke misses 2-pt layup from 1 ft,,13,30
64,1,5:14.0,Offensive rebound by E. Freedom,,13,30
65,1,5:14.0,E. Freedom makes 2-pt layup from 2 ft,,15,30
66,1,5:00.0,,N. Vučević makes 2-pt jump shot from 12 ft (assist by E. Fournier),15,32
67,1,4:52.0,T. Burke makes 2-pt jump shot from 19 ft,,17,32
68,1,4:30.0,,E. Fournier makes 2-pt layup from 2 ft,17,34
69,1,4:18.0,E. Freedom misses 2-pt hook shot from 6 ft,,17,34
70,1,4:15.0,Offensive rebound by N. Vonleh,,17,34
71,1,4:14.0,A. Trier makes 3-pt jump shot from 26 ft (assist by N. Vonleh),,20,34
72,1,4:05.0,,Orlando full timeout,20,34
73,1,4:05.0,D. Dotson enters the game for A. Trier,,20,34
74,1,4:05.0,,J. Grant enters the game for D. Augustin,20,34
75,1,4:05.0,,T. Ross enters the game for W. Iwundu,20,34
76,1,3:54.0,,A. Gordon makes 3-pt jump shot from 26 ft,20,37
77,1,3:38.0,Shooting foul by E. Fournier (drawn by T. Hardaway),,20,37
78,1,3:38.0,T. Hardaway makes free throw 1 of 2,,21,37
79,1,3:38.0,,J. Isaac enters the game for E. Fournier,21,37
80,1,3:38.0,,J. Simmons enters the game for A. Gordon,21,37
81,1,3:38.0,T. Hardaway makes free throw 2 of 2,,22,37
82,1,3:38.0,,Violation by Team (delay of game),22,37
83,1,3:16.0,,J. Simmons makes 2-pt layup at rim (assist by N. Vučević),22,39
84,1,3:06.0,Turnover by T. Burke (lost ball; steal by J. Isaac),,22,39
85,1,3:06.0,F. Ntilikina enters the game for T. Hardaway,,22,39
86,1,2:51.0,,J. Isaac misses 2-pt layup from 11 ft,22,39
87,1,2:50.0,Defensive rebound by N. Vonleh,,22,39
88,1,2:39.0,Personal foul by J. Grant (drawn by T. Burke),,22,39
89,1,2:39.0,,M. Bamba enters the game for N. Vučević,22,39
90,1,2:31.0,T. Burke makes 2-pt layup from 2 ft,,24,39
91,1,2:31.0,,Violation by Team (def goaltending),24,39
92,1,2:17.0,,Offensive foul by J. Grant (drawn by T. Burke),24,39
93,1,2:17.0,,Turnover by J. Grant (offensive foul),24,39
94,1,2:04.0,N. Vonleh misses 2-pt hook shot from 3 ft,,24,39
95,1,2:04.0,Offensive rebound by E. Freedom,,24,39
96,1,2:04.0,Shooting foul by M. Bamba (drawn by E. Freedom),,24,39
97,1,2:04.0,E. Freedom makes free throw 1 of 2,,25,39
98,1,2:04.0,E. Freedom makes free throw 2 of 2,,26,39
99,1,1:46.0,,M. Bamba misses 2-pt jump shot from 19 ft,26,39
100,1,1:43.0,Defensive rebound by T. Burke,,26,39
101,1,1:38.0,D. Dotson misses 2-pt jump shot from 15 ft,,26,39
102,1,1:30.0,Offensive rebound by E. Freedom,,26,39
103,1,1:30.0,E. Freedom misses 2-pt layup from 1 ft,,26,39
104,1,1:29.0,,Defensive rebound by T. Ross,26,39
105,1,1:16.0,,T. Ross makes 3-pt jump shot from 26 ft,26,42
106,1,1:01.0,N. Vonleh misses 2-pt hook shot from 3 ft,,26,42
107,1,0:59.0,,Defensive rebound by J. Grant,26,42
108,1,0:54.0,,J. Grant misses 3-pt jump shot from 26 ft,26,42
109,1,0:52.0,,Offensive rebound by Team,26,42
110,1,0:48.0,,J. Simmons misses 3-pt jump shot from 26 ft,26,42
111,1,0:44.0,Defensive rebound by N. Vonleh,,26,42
112,1,0:41.0,Personal foul by J. Simmons (drawn by T. Burke),,26,42
113,1,0:41.0,T. Burke makes free throw 1 of 2,,27,42
114,1,0:41.0,T. Burke makes free throw 2 of 2,,28,42
115,1,0:24.0,,T. Ross misses 3-pt jump shot from 26 ft,28,42
116,1,0:19.0,Defensive rebound by N. Vonleh,,28,42
117,1,0:17.0,Turnover by N. Vonleh (lost ball; steal by J. Isaac),,28,42
118,1,0:15.0,,M. Bamba makes 2-pt jump shot from 1 ft (assist by J. Isaac),28,44
119,1,0:04.0,T. Burke makes 2-pt jump shot from 6 ft,,30,44
120,1,0:04.0,Shooting foul by J. Grant (drawn by T. Burke),,30,44
121,1,0:04.0,T. Hardaway enters the game for E. Freedom,,30,44
122,1,0:04.0,,I. Briscoe enters the game for J. Grant,30,44
123,1,0:04.0,T. Burke makes free throw 1 of 1,,31,44
124,1,0:00.0,,J. Simmons misses 2-pt jump shot from 16 ft (block by N. Vonleh),31,44
125,1,0:00.0,Defensive rebound by Team,,31,44
126,2,11:44.0,E. Freedom makes 2-pt dunk from 1 ft,,33,44
127,2,11:30.0,,T. Ross misses 2-pt jump shot from 14 ft,33,44
128,2,11:26.0,Defensive rebound by E. Freedom,,33,44
129,2,11:20.0,Turnover by E. Freedom (traveling),,33,44
130,2,11:09.0,,Shooting foul by D. Dotson (drawn by J. Simmons),33,44
131,2,11:09.0,,J. Simmons makes free throw 1 of 2,33,45
132,2,11:09.0,,J. Simmons makes free throw 2 of 2,33,46
133,2,11:01.0,T. Burke makes 2-pt jump shot from 12 ft,,35,46
134,2,11:01.0,Shooting foul by I. Briscoe (drawn by T. Burke),,35,46
135,2,11:01.0,T. Burke makes free throw 1 of 1,,36,46
136,2,10:44.0,,M. Bamba misses 2-pt layup from 7 ft,36,46
137,2,10:40.0,,Offensive rebound by M. Bamba,36,46
138,2,10:39.0,,M. Bamba makes 2-pt layup from 1 ft,36,48
139,2,10:24.0,N. Vonleh misses 2-pt jump shot from 8 ft,,36,48
140,2,10:21.0,Offensive rebound by E. Freedom,,36,48
141,2,10:16.0,E. Freedom makes 2-pt hook shot from 5 ft,,38,48
142,2,9:58.0,,M. Bamba misses 3-pt jump shot from 26 ft,38,48
143,2,9:58.0,,Offensive rebound by Team,38,48
144,2,9:58.0,,Personal foul by N. Vonleh (drawn by J. Isaac),38,48
145,2,9:53.0,,J. Isaac makes 2-pt layup from 3 ft (assist by J. Simmons),38,50
146,2,9:43.0,D. Dotson makes 2-pt layup from 1 ft (assist by T. Burke),,40,50
147,2,9:33.0,,Orlando full timeout,40,50
148,2,9:20.0,,Turnover by T. Ross (bad pass; steal by T. Burke),40,50
149,2,9:16.0,D. Dotson misses 2-pt layup from 3 ft (block by M. Bamba),,40,50
150,2,9:13.0,,Defensive rebound by J. Simmons,40,50
151,2,9:10.0,,T. Ross misses 3-pt jump shot from 26 ft,40,50
152,2,9:10.0,Defensive rebound by E. Freedom,,40,50
153,2,9:02.0,Turnover by E. Freedom (traveling),,40,50
154,2,8:47.0,,Personal foul by D. Dotson (drawn by J. Simmons),40,50
155,2,8:39.0,,M. Bamba misses 3-pt jump shot from 25 ft,40,50
156,2,8:35.0,Defensive rebound by N. Vonleh,,40,50
157,2,8:27.0,T. Burke makes 2-pt jump shot from 16 ft,,42,50
158,2,8:11.0,,J. Isaac makes 3-pt jump shot from 25 ft (assist by T. Ross),42,53
159,2,7:48.0,T. Burke makes 2-pt jump shot from 6 ft,,44,53
160,2,7:40.0,,J. Isaac misses 3-pt jump shot from 25 ft,44,53
161,2,7:40.0,Defensive rebound by E. Freedom,,44,53
162,2,7:29.0,T. Burke misses 2-pt jump shot from 17 ft,,44,53
163,2,7:26.0,Offensive rebound by E. Freedom,,44,53
164,2,7:25.0,Turnover by E. Freedom (bad pass; steal by J. Simmons),,44,53
165,2,7:20.0,,J. Simmons misses 2-pt layup from 3 ft,44,53
166,2,7:15.0,Defensive rebound by N. Vonleh,,44,53
167,2,7:02.0,Shooting foul by I. Briscoe (drawn by D. Dotson),,44,53
168,2,7:02.0,D. Dotson makes free throw 1 of 2,,45,53
169,2,7:02.0,T. Hardaway enters the game for F. Ntilikina,,45,53
170,2,7:02.0,M. Robinson enters the game for N. Vonleh,,45,53
171,2,7:02.0,,E. Fournier enters the game for J. Isaac,45,53
172,2,7:02.0,,A. Gordon enters the game for T. Ross,45,53
173,2,7:02.0,D. Dotson misses free throw 2 of 2,,45,53
174,2,6:58.0,,Defensive rebound by J. Simmons,45,53
175,2,6:40.0,,A. Gordon misses 3-pt jump shot from 25 ft,45,53
176,2,6:37.0,Defensive rebound by T. Burke,,45,53
177,2,6:26.0,T. Burke misses 3-pt jump shot from 27 ft,,45,53
178,2,6:24.0,,Defensive rebound by E. Fournier,45,53
179,2,6:13.0,,E. Fournier makes 3-pt jump shot from 27 ft (assist by A. Gordon),45,56
180,2,6:05.0,New York full timeout,,45,56
181,2,6:05.0,K. Knox enters the game for T. Burke,,45,56
182,2,6:05.0,E. Mudiay enters the game for D. Dotson,,45,56
183,2,6:05.0,,D. Augustin enters the game for I. Briscoe,45,56
184,2,5:49.0,E. Freedom makes 2-pt hook shot from 7 ft,,47,56
185,2,5:35.0,,A. Gordon makes 2-pt layup from 2 ft (assist by D. Augustin),47,58
186,2,5:35.0,,Shooting foul by M. Robinson (drawn by A. Gordon),47,58
187,2,5:35.0,,N. Vučević enters the game for M. Bamba,47,58
188,2,5:35.0,,A. Gordon misses free throw 1 of 1,47,58
189,2,5:35.0,Defensive rebound by E. Freedom,,47,58
190,2,5:16.0,T. Hardaway misses 3-pt jump shot from 25 ft,,47,58
191,2,5:13.0,Offensive rebound by E. Mudiay,,47,58
192,2,5:06.0,Shooting foul by A. Gordon (drawn by E. Mudiay),,47,58
193,2,5:06.0,E. Mudiay misses free throw 1 of 2,,47,58
194,2,5:06.0,Offensive rebound by Team,,47,58
195,2,5:06.0,E. Mudiay makes free throw 2 of 2,,48,58
196,2,4:41.0,,D. Augustin misses 2-pt jump shot from 10 ft,48,58
197,2,4:39.0,Defensive rebound by E. Freedom,,48,58
198,2,4:28.0,K. Knox misses 3-pt jump shot from 24 ft,,48,58
199,2,4:22.0,Offensive rebound by M. Robinson,,48,58
200,2,4:20.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by E. Freedom),,51,58
201,2,4:01.0,,E. Fournier misses 3-pt jump shot from 25 ft,51,58
202,2,3:59.0,Defensive rebound by T. Hardaway,,51,58
203,2,3:53.0,E. Freedom makes 2-pt layup from 2 ft (assist by T. Hardaway),,53,58
204,2,3:46.0,,Orlando full timeout,53,58
205,2,3:46.0,N. Vonleh enters the game for M. Robinson,,53,58
206,2,3:39.0,,Turnover by N. Vučević (3 sec),53,58
207,2,3:28.0,K. Knox misses 2-pt jump shot from 6 ft,,53,58
208,2,3:27.0,Offensive rebound by E. Freedom,,53,58
209,2,3:27.0,E. Freedom misses 2-pt layup from 1 ft,,53,58
210,2,3:27.0,Offensive rebound by E. Freedom,,53,58
211,2,3:25.0,E. Freedom makes 2-pt layup from 1 ft,,55,58
212,2,3:09.0,,Shooting foul by E. Freedom (drawn by N. Vučević),55,58
213,2,3:09.0,,N. Vučević makes free throw 1 of 2,55,59
214,2,3:09.0,,N. Vučević makes free throw 2 of 2,55,60
215,2,2:58.0,T. Hardaway misses 2-pt jump shot from 17 ft,,55,60
216,2,2:53.0,,Defensive rebound by J. Simmons,55,60
217,2,2:47.0,,N. Vučević makes 3-pt jump shot from 26 ft (assist by J. Simmons),55,63
218,2,2:33.0,E. Mudiay misses 2-pt jump shot from 15 ft,,55,63
219,2,2:32.0,Offensive rebound by Team,,55,63
220,2,2:32.0,,Loose ball foul by N. Vučević (drawn by E. Freedom),55,63
221,2,2:32.0,M. Robinson enters the game for E. Freedom,,55,63
222,2,2:32.0,,T. Ross enters the game for J. Simmons,55,63
223,2,2:27.0,Personal foul by D. Augustin (drawn by T. Hardaway),,55,63
224,2,2:27.0,,Technical foul by N. Vučević,55,63
225,2,2:27.0,T. Hardaway makes technical free throw,,56,63
226,2,2:27.0,T. Hardaway makes free throw 1 of 2,,57,63
227,2,2:27.0,T. Hardaway makes free throw 2 of 2,,58,63
228,2,2:11.0,,Personal foul by M. Robinson (drawn by N. Vučević),58,63
229,2,2:11.0,,N. Vučević makes free throw 1 of 2,58,64
230,2,2:11.0,E. Freedom enters the game for M. Robinson,,58,64
231,2,2:11.0,,N. Vučević makes free throw 2 of 2,58,65
232,2,2:02.0,E. Mudiay makes 2-pt layup from 2 ft (assist by T. Hardaway),,60,65
233,2,1:48.0,,N. Vučević misses 2-pt layup from 2 ft,60,65
234,2,1:46.0,,Offensive rebound by Team,60,65
235,2,1:30.0,,A. Gordon misses 3-pt jump shot from 26 ft,60,65
236,2,1:27.0,Defensive rebound by E. Freedom,,60,65
237,2,1:20.0,Turnover by N. Vonleh (3 sec),,60,65
238,2,1:20.0,,J. Simmons enters the game for E. Fournier,60,65
239,2,1:04.0,,N. Vučević misses 2-pt hook shot from 5 ft (block by E. Freedom),60,65
240,2,1:01.0,,Offensive rebound by N. Vučević,60,65
241,2,0:58.0,,A. Gordon makes 2-pt dunk at rim (assist by N. Vučević),60,67
242,2,0:50.0,T. Hardaway makes 2-pt layup from 3 ft,,62,67
243,2,0:50.0,Shooting foul by T. Ross (drawn by T. Hardaway),,62,67
244,2,0:50.0,F. Ntilikina enters the game for E. Freedom,,62,67
245,2,0:50.0,T. Hardaway makes free throw 1 of 1,,63,67
246,2,0:36.0,,J. Simmons misses 3-pt jump shot from 25 ft,63,67
247,2,0:33.0,Defensive rebound by F. Ntilikina,,63,67
248,2,0:27.0,N. Vonleh makes 3-pt jump shot from 26 ft (assist by E. Mudiay),,66,67
249,2,0:04.0,,Turnover by N. Vučević (3 sec),66,67
250,3,11:48.0,K. Knox misses 3-pt jump shot from 26 ft,,66,67
251,3,11:46.0,,Defensive rebound by Team,66,67
252,3,11:31.0,,E. Fournier makes 2-pt layup from 2 ft,66,69
253,3,11:18.0,E. Freedom misses 3-pt jump shot from 26 ft,,66,69
254,3,11:15.0,,Defensive rebound by N. Vučević,66,69
255,3,11:07.0,,D. Augustin makes 2-pt jump shot from 17 ft,66,71
256,3,10:56.0,Turnover by K. Knox (traveling),,66,71
257,3,10:39.0,,N. Vučević makes 2-pt hook shot from 8 ft,66,73
258,3,10:38.0,New York full timeout,,66,73
259,3,10:26.0,T. Hardaway makes 2-pt dunk from 2 ft,,68,73
260,3,10:09.0,,A. Gordon misses 3-pt jump shot from 23 ft,68,73
261,3,10:07.0,,Offensive rebound by Team,68,73
262,3,9:59.0,,N. Vučević makes 2-pt jump shot from 16 ft (assist by E. Fournier),68,75
263,3,9:44.0,T. Hardaway makes 3-pt jump shot from 26 ft,,71,75
264,3,9:22.0,,N. Vučević misses 3-pt jump shot from 25 ft,71,75
265,3,9:20.0,Defensive rebound by K. Knox,,71,75
266,3,9:09.0,K. Knox misses 2-pt jump shot from 22 ft,,71,75
267,3,9:07.0,Offensive rebound by N. Vonleh,,71,75
268,3,9:04.0,E. Freedom misses 2-pt jump shot from 13 ft,,71,75
269,3,9:00.0,Offensive rebound by K. Knox,,71,75
270,3,8:58.0,K. Knox makes 2-pt layup from 3 ft,,73,75
271,3,8:44.0,,Offensive foul by A. Gordon (drawn by E. Mudiay),73,75
272,3,8:44.0,,Turnover by A. Gordon (offensive foul),73,75
273,3,8:30.0,E. Mudiay misses 3-pt jump shot from 26 ft,,73,75
274,3,8:26.0,,Defensive rebound by A. Gordon,73,75
275,3,8:21.0,,E. Fournier makes 2-pt layup from 2 ft (assist by A. Gordon),73,77
276,3,8:05.0,E. Freedom misses 2-pt hook shot from 5 ft (block by N. Vučević),,73,77
277,3,8:02.0,,Defensive rebound by E. Fournier,73,77
278,3,7:58.0,,D. Augustin makes 3-pt jump shot from 25 ft (assist by E. Fournier),73,80
279,3,7:49.0,Offensive foul by E. Mudiay (drawn by D. Augustin),,73,80
280,3,7:49.0,Turnover by E. Mudiay (offensive foul),,73,80
281,3,7:38.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by N. Vučević),73,83
282,3,7:18.0,K. Knox makes 2-pt layup from 1 ft (assist by E. Mudiay),,75,83
283,3,7:09.0,,A. Gordon makes 2-pt dunk from 2 ft (assist by W. Iwundu),75,85
284,3,6:57.0,Turnover by E. Mudiay (lost ball; steal by E. Fournier),,75,85
285,3,6:55.0,,Shooting foul by T. Hardaway (drawn by W. Iwundu),75,85
286,3,6:55.0,,W. Iwundu makes free throw 1 of 2,75,86
287,3,6:55.0,T. Burke enters the game for E. Mudiay,,75,86
288,3,6:55.0,,W. Iwundu makes free throw 2 of 2,75,87
289,3,6:32.0,N. Vonleh makes 2-pt layup from 2 ft,,77,87
290,3,6:17.0,,Turnover by N. Vučević (traveling),77,87
291,3,6:09.0,T. Burke misses 3-pt jump shot from 27 ft,,77,87
292,3,6:05.0,,Defensive rebound by N. Vučević,77,87
293,3,5:55.0,,A. Gordon makes 2-pt layup from 3 ft (assist by E. Fournier),77,89
294,3,5:44.0,Turnover by T. Burke (bad pass),,77,89
295,3,5:44.0,F. Ntilikina enters the game for K. Knox,,77,89
296,3,5:31.0,,E. Fournier misses 3-pt jump shot from 26 ft,77,89
297,3,5:29.0,Defensive rebound by E. Freedom,,77,89
298,3,5:21.0,Personal foul by D. Augustin (drawn by N. Vonleh),,77,89
299,3,5:15.0,T. Burke makes 2-pt jump shot from 21 ft (assist by E. Freedom),,79,89
300,3,5:03.0,,Turnover by D. Augustin (bad pass; steal by T. Hardaway),79,89
301,3,5:00.0,T. Hardaway makes 2-pt dunk from 1 ft,,81,89
302,3,4:35.0,,Offensive foul by A. Gordon (drawn by N. Vonleh),81,89
303,3,4:35.0,,Turnover by A. Gordon (offensive foul),81,89
304,3,4:35.0,M. Robinson enters the game for E. Freedom,,81,89
305,3,4:35.0,,I. Briscoe enters the game for D. Augustin,81,89
306,3,4:35.0,,T. Ross enters the game for W. Iwundu,81,89
307,3,4:26.0,Shooting foul by I. Briscoe (drawn by T. Burke),,81,89
308,3,4:26.0,T. Burke makes free throw 1 of 2,,82,89
309,3,4:26.0,T. Burke makes free throw 2 of 2,,83,89
310,3,4:05.0,,Turnover by A. Gordon (lost ball; steal by T. Hardaway),83,89
311,3,3:45.0,T. Burke makes 2-pt jump shot from 5 ft,,85,89
312,3,3:45.0,,J. Isaac enters the game for E. Fournier,85,89
313,3,3:45.0,,J. Simmons enters the game for A. Gordon,85,89
314,3,3:20.0,,Personal foul by M. Robinson (drawn by N. Vučević),85,89
315,3,3:20.0,D. Dotson enters the game for M. Robinson,,85,89
316,3,3:13.0,,Personal foul by T. Hardaway (drawn by J. Isaac),85,89
317,3,2:59.0,,T. Ross misses 2-pt jump shot from 22 ft,85,89
318,3,2:58.0,,Offensive rebound by N. Vučević,85,89
319,3,2:56.0,,N. Vučević makes 2-pt layup from 3 ft,85,91
320,3,2:47.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by F. Ntilikina),,88,91
321,3,2:27.0,,J. Simmons makes 2-pt layup from 1 ft (assist by N. Vučević),88,93
322,3,2:27.0,,Shooting foul by F. Ntilikina (drawn by J. Simmons),88,93
323,3,2:27.0,,Orlando full timeout,88,93
324,3,2:27.0,,J. Simmons makes free throw 1 of 1,88,94
325,3,2:14.0,Shooting foul by J. Isaac (drawn by N. Vonleh),,88,94
326,3,2:14.0,N. Vonleh makes free throw 1 of 2,,89,94
327,3,2:14.0,,M. Bamba enters the game for N. Vučević,89,94
328,3,2:14.0,N. Vonleh makes free throw 2 of 2,,90,94
329,3,2:01.0,,T. Ross misses 3-pt jump shot from 26 ft,90,94
330,3,2:00.0,,Offensive rebound by J. Isaac,90,94
331,3,2:00.0,,J. Isaac makes 2-pt layup from 1 ft,90,96
332,3,2:00.0,,Shooting foul by N. Vonleh (drawn by J. Isaac),90,96
333,3,2:00.0,,J. Isaac misses free throw 1 of 1,90,96
334,3,2:00.0,Defensive rebound by N. Vonleh,,90,96
335,3,2:00.0,T. Burke misses 3-pt jump shot from 25 ft,,90,96
336,3,1:39.0,,Defensive rebound by T. Ross,90,96
337,3,1:27.0,,J. Isaac makes 2-pt layup from 2 ft (assist by M. Bamba),90,98
338,3,1:17.0,Turnover by D. Dotson (out of bounds lost ball),,90,98
339,3,1:17.0,E. Freedom enters the game for D. Dotson,,90,98
340,3,1:17.0,A. Trier enters the game for N. Vonleh,,90,98
341,3,0:55.0,,J. Simmons misses 2-pt jump shot from 9 ft,90,98
342,3,0:53.0,Defensive rebound by E. Freedom,,90,98
343,3,0:49.0,A. Trier misses 2-pt layup from 5 ft (block by J. Isaac),,90,98
344,3,0:45.0,,Defensive rebound by T. Ross,90,98
345,3,0:38.0,,Turnover by M. Bamba (bad pass; steal by T. Burke),90,98
346,3,0:34.0,Shooting foul by J. Simmons (drawn by A. Trier),,90,98
347,3,0:34.0,A. Trier makes free throw 1 of 2,,91,98
348,3,0:34.0,K. Knox enters the game for T. Hardaway,,91,98
349,3,0:34.0,A. Trier makes free throw 2 of 2,,92,98
350,3,0:15.0,,T. Ross misses 2-pt jump shot from 19 ft,92,98
351,3,0:12.0,Defensive rebound by F. Ntilikina,,92,98
352,3,0:03.0,Offensive foul by T. Burke (drawn by I. Briscoe),,92,98
353,3,0:03.0,Turnover by T. Burke (offensive foul),,92,98
354,3,0:00.0,,T. Ross misses 3-pt jump shot from 25 ft,92,98
355,3,0:00.0,,Offensive rebound by Team,92,98
356,4,12:00.0,,Turnover by (5 sec),92,98
357,4,11:46.0,Offensive foul by E. Freedom (drawn by M. Bamba),,92,98
358,4,11:46.0,Turnover by E. Freedom (offensive foul),,92,98
359,4,11:32.0,,J. Simmons makes 2-pt layup from 2 ft (assist by J. Isaac),92,100
360,4,11:15.0,Shooting foul by M. Bamba (drawn by E. Freedom),,92,100
361,4,11:15.0,E. Freedom makes free throw 1 of 2,,93,100
362,4,11:15.0,E. Freedom makes free throw 2 of 2,,94,100
363,4,10:55.0,,J. Isaac misses 3-pt jump shot from 26 ft,94,100
364,4,10:52.0,Defensive rebound by E. Freedom,,94,100
365,4,10:38.0,T. Burke makes 3-pt jump shot from 27 ft,,97,100
366,4,10:21.0,,T. Ross misses 3-pt jump shot from 25 ft,97,100
367,4,10:21.0,Defensive rebound by A. Trier,,97,100
368,4,10:03.0,T. Burke misses 3-pt jump shot from 25 ft,,97,100
369,4,10:02.0,,Defensive rebound by Team,97,100
370,4,9:39.0,,T. Ross misses 2-pt jump shot from 9 ft,97,100
371,4,9:39.0,,Offensive rebound by Team,97,100
372,4,9:33.0,,T. Ross makes 2-pt jump shot from 19 ft,97,102
373,4,9:19.0,T. Burke misses 2-pt jump shot from 19 ft,,97,102
374,4,9:16.0,,Defensive rebound by M. Bamba,97,102
375,4,9:00.0,,J. Simmons misses 2-pt jump shot from 16 ft,97,102
376,4,8:56.0,Defensive rebound by E. Freedom,,97,102
377,4,8:49.0,A. Trier makes 2-pt jump shot from 17 ft,,99,102
378,4,8:31.0,,Shooting foul by K. Knox (drawn by J. Isaac),99,102
379,4,8:31.0,,J. Isaac makes free throw 1 of 2,99,103
380,4,8:31.0,T. Hardaway enters the game for A. Trier,,99,103
381,4,8:31.0,,J. Isaac makes free throw 2 of 2,99,104
382,4,8:17.0,K. Knox misses 3-pt jump shot from 26 ft,,99,104
383,4,8:14.0,,Defensive rebound by I. Briscoe,99,104
