,QUARTER,TIME_REMAINING,MIAMI_ACTION,CHARLOTTE_ACTION,MIAMI_SCORE,CHARLOTTE_SCORE
0,1,11:44.0,J. Winslow makes 3-pt jump shot from 24 ft (assist by D. Waiters),,3,0
1,1,11:28.0,,M. Williams makes 3-pt jump shot from 23 ft (assist by K. Walker),3,3
2,1,11:08.0,D. Waiters misses 2-pt jump shot from 14 ft,,3,3
3,1,11:05.0,,Defensive rebound by M. Bridges,3,3
4,1,11:01.0,,K. Walker makes 2-pt jump shot from 12 ft,3,5
5,1,10:46.0,J. Winslow misses 2-pt jump shot from 12 ft,,3,5
6,1,10:42.0,,Defensive rebound by M. Williams,3,5
7,1,10:36.0,,Turnover by K. Walker (bad pass; steal by B. Adebayo),3,5
8,1,10:27.0,Turnover by B. Adebayo (traveling),,3,5
9,1,10:15.0,,M. Bridges misses 2-pt jump shot from 8 ft,3,5
10,1,10:11.0,Defensive rebound by D. Waiters,,3,5
11,1,9:56.0,D. Waiters makes 3-pt jump shot from 24 ft (assist by J. Richardson),,6,5
12,1,9:39.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by M. Williams),6,8
13,1,9:13.0,D. Waiters misses 3-pt jump shot from 25 ft,,6,8
14,1,9:09.0,,Defensive rebound by C. Zeller,6,8
15,1,8:54.0,,M. Bridges misses 3-pt jump shot from 22 ft,6,8
16,1,8:49.0,Defensive rebound by K. Olynyk,,6,8
17,1,8:44.0,B. Adebayo makes 2-pt layup from 2 ft,,8,8
18,1,8:30.0,,Personal foul by J. Winslow (drawn by K. Walker),8,8
19,1,8:15.0,,Turnover by Team (shot clock),8,8
20,1,7:59.0,D. Waiters misses 2-pt layup from 2 ft,,8,8
21,1,7:52.0,B. Adebayo makes 2-pt dunk at rim,,10,8
22,1,7:52.0,Offensive rebound by B. Adebayo,,10,8
23,1,7:43.0,,K. Walker makes 2-pt jump shot from 18 ft,10,10
24,1,7:30.0,J. Richardson misses 3-pt jump shot from 27 ft,,10,10
25,1,7:26.0,,Defensive rebound by C. Zeller,10,10
26,1,7:20.0,,M. Williams misses 2-pt layup from 4 ft,10,10
27,1,7:19.0,,Offensive rebound by Team,10,10
28,1,7:19.0,,J. Lamb enters the game for M. Bridges,10,10
29,1,7:14.0,,Offensive foul by M. Williams (drawn by J. Richardson),10,10
30,1,7:14.0,,Turnover by M. Williams (offensive foul),10,10
31,1,7:10.0,Personal foul by N. Batum (drawn by J. Winslow),,10,10
32,1,7:07.0,Turnover by K. Olynyk (bad pass),,10,10
33,1,7:07.0,,Charlotte full timeout,10,10
34,1,6:49.0,,Turnover by N. Batum (bad pass; steal by J. Winslow),10,10
35,1,6:34.0,B. Adebayo makes 2-pt layup from 6 ft (assist by J. Winslow),,12,10
36,1,6:23.0,,Turnover by N. Batum (traveling),12,10
37,1,6:07.0,Turnover by B. Adebayo (bad pass),,12,10
38,1,5:56.0,,M. Williams misses 2-pt layup from 5 ft,12,10
39,1,5:54.0,,Offensive rebound by M. Williams,12,10
40,1,5:54.0,,M. Williams misses 2-pt jump shot from 6 ft,12,10
41,1,5:54.0,Defensive rebound by J. Winslow,,12,10
42,1,5:54.0,Personal foul by C. Zeller (drawn by J. Winslow),,12,10
43,1,5:54.0,D. Wade enters the game for J. Richardson,,12,10
44,1,5:32.0,K. Olynyk makes 3-pt jump shot from 23 ft (assist by J. Winslow),,15,10
45,1,5:19.0,,C. Zeller makes 2-pt jump shot from 7 ft (assist by K. Walker),15,12
46,1,5:03.0,Personal foul by J. Lamb (drawn by B. Adebayo),,15,12
47,1,4:51.0,K. Olynyk misses 3-pt jump shot from 26 ft,,15,12
48,1,4:49.0,,Defensive rebound by Team,15,12
49,1,4:37.0,,N. Batum misses 3-pt jump shot from 28 ft,15,12
50,1,4:32.0,Defensive rebound by D. Waiters,,15,12
51,1,4:20.0,D. Waiters makes 3-pt jump shot from 23 ft (assist by J. Winslow),,18,12
52,1,4:04.0,,N. Batum misses 3-pt jump shot from 23 ft,18,12
53,1,4:01.0,Defensive rebound by K. Olynyk,,18,12
54,1,3:43.0,K. Olynyk makes 3-pt jump shot from 25 ft (assist by D. Wade),,21,12
55,1,3:28.0,,Turnover by K. Walker (bad pass; steal by D. Wade),21,12
56,1,3:20.0,Offensive foul by B. Adebayo (drawn by J. Lamb),,21,12
57,1,3:20.0,Turnover by B. Adebayo (offensive foul),,21,12
58,1,3:20.0,R. McGruder enters the game for B. Adebayo,,21,12
59,1,3:20.0,H. Whiteside enters the game for D. Waiters,,21,12
60,1,3:20.0,,F. Kaminsky enters the game for C. Zeller,21,12
61,1,3:03.0,,J. Lamb misses 3-pt jump shot from 25 ft,21,12
62,1,2:59.0,Defensive rebound by K. Olynyk,,21,12
63,1,2:50.0,D. Wade misses 2-pt jump shot from 15 ft,,21,12
64,1,2:45.0,Offensive rebound by H. Whiteside,,21,12
65,1,2:45.0,H. Whiteside makes 2-pt dunk at rim,,23,12
66,1,2:28.0,,Turnover by F. Kaminsky (lost ball; steal by K. Olynyk),23,12
67,1,2:22.0,D. Wade misses 3-pt jump shot from 25 ft,,23,12
68,1,2:19.0,Offensive rebound by Team,,23,12
69,1,2:19.0,Miami full timeout,,23,12
70,1,2:19.0,,B. Biyombo enters the game for N. Batum,23,12
71,1,2:19.0,,M. Bridges enters the game for K. Walker,23,12
72,1,2:19.0,,T. Parker enters the game for M. Williams,23,12
73,1,2:14.0,H. Whiteside makes 2-pt dunk from 2 ft (assist by D. Wade),,25,12
74,1,1:55.0,,B. Biyombo makes 2-pt layup from 2 ft (assist by J. Lamb),25,14
75,1,1:42.0,K. Olynyk misses 2-pt layup from 5 ft,,25,14
76,1,1:39.0,,Defensive rebound by M. Bridges,25,14
77,1,1:28.0,,T. Parker misses 2-pt jump shot from 19 ft,25,14
78,1,1:26.0,Defensive rebound by K. Olynyk,,25,14
79,1,1:11.0,J. Winslow makes 2-pt layup from 2 ft (assist by D. Wade),,27,14
80,1,0:51.0,,F. Kaminsky misses 2-pt layup from 3 ft (block by H. Whiteside),27,14
81,1,0:51.0,,Offensive rebound by Team,27,14
82,1,0:51.0,D. Jones enters the game for K. Olynyk,,27,14
83,1,0:51.0,J. Richardson enters the game for J. Winslow,,27,14
84,1,0:47.0,,T. Parker makes 2-pt jump shot from 19 ft (assist by J. Lamb),27,16
85,1,0:27.0,D. Wade makes 2-pt jump shot from 18 ft (assist by J. Richardson),,29,16
86,1,0:05.0,,B. Biyombo makes 2-pt layup from 4 ft (assist by T. Parker),29,18
87,1,0:00.0,J. Richardson misses 3-pt jump shot from 26 ft,,29,18
88,1,0:00.0,Offensive rebound by Team,,29,18
89,2,11:49.0,,T. Parker misses 2-pt layup from 2 ft (block by H. Whiteside),29,18
90,2,11:45.0,Defensive rebound by D. Jones,,29,18
91,2,11:39.0,D. Wade misses 2-pt layup from 4 ft (block by B. Biyombo),,29,18
92,2,11:33.0,Offensive rebound by H. Whiteside,,29,18
93,2,11:33.0,H. Whiteside makes 2-pt dunk at rim,,31,18
94,2,11:22.0,,J. Lamb misses 3-pt jump shot from 27 ft,31,18
95,2,11:18.0,Defensive rebound by H. Whiteside,,31,18
96,2,11:10.0,R. McGruder misses 3-pt jump shot from 25 ft,,31,18
97,2,11:07.0,,Defensive rebound by M. Bridges,31,18
98,2,11:00.0,,Shooting foul by H. Whiteside (drawn by M. Bridges),31,18
99,2,11:00.0,,Offensive rebound by Team,31,18
100,2,11:00.0,,M. Bridges misses free throw 1 of 2,31,18
101,2,11:00.0,,M. Bridges makes free throw 2 of 2,31,19
102,2,10:48.0,Turnover by J. Richardson (bad pass; steal by J. Lamb),,31,19
103,2,10:47.0,,Shooting foul by J. Richardson (drawn by J. Lamb),31,19
104,2,10:47.0,,J. Lamb makes free throw 1 of 2,31,20
105,2,10:47.0,,J. Lamb makes free throw 2 of 2,31,21
106,2,10:33.0,Turnover by D. Jones (bad pass; steal by T. Parker),,31,21
107,2,10:30.0,,J. Lamb makes 2-pt dunk from 2 ft,31,23
108,2,10:30.0,Miami full timeout,,31,23
109,2,10:13.0,H. Whiteside misses 2-pt layup from 2 ft,,31,23
110,2,10:10.0,Offensive rebound by H. Whiteside,,31,23
111,2,10:10.0,H. Whiteside misses 2-pt layup at rim,,31,23
112,2,10:06.0,,Defensive rebound by B. Biyombo,31,23
113,2,10:02.0,,Turnover by J. Lamb (bad pass),31,23
114,2,9:53.0,Turnover by D. Jones (bad pass; steal by M. Bridges),,31,23
115,2,9:47.0,,F. Kaminsky makes 3-pt jump shot from 27 ft (assist by J. Lamb),31,26
116,2,9:24.0,H. Whiteside misses 2-pt layup from 1 ft,,31,26
117,2,9:24.0,D. Jones misses 2-pt layup at rim,,31,26
118,2,9:24.0,Offensive rebound by D. Jones,,31,26
119,2,9:24.0,Offensive rebound by D. Jones,,31,26
120,2,9:24.0,D. Jones makes 2-pt layup at rim,,33,26
121,2,9:24.0,Shooting foul by B. Biyombo (drawn by D. Jones),,33,26
122,2,9:24.0,K. Olynyk enters the game for H. Whiteside,,33,26
123,2,9:24.0,D. Jones misses free throw 1 of 1,,33,26
124,2,9:22.0,Offensive rebound by Team,,33,26
125,2,9:12.0,Turnover by D. Wade (bad pass; steal by T. Parker),,33,26
126,2,9:02.0,,Turnover by T. Parker (traveling),33,26
127,2,8:49.0,Turnover by D. Jones (bad pass),,33,26
128,2,8:49.0,,K. Walker enters the game for B. Biyombo,33,26
129,2,8:49.0,,M. Williams enters the game for J. Lamb,33,26
130,2,8:36.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,33,26
131,2,8:32.0,Defensive rebound by D. Wade,,33,26
132,2,8:27.0,Turnover by D. Jones (off goaltending),,33,26
133,2,8:27.0,J. Winslow enters the game for D. Jones,,33,26
134,2,8:10.0,,Shooting foul by K. Olynyk (drawn by F. Kaminsky),33,26
135,2,8:10.0,,F. Kaminsky misses free throw 1 of 2,33,26
136,2,8:10.0,,Offensive rebound by Team,33,26
137,2,8:10.0,,N. Batum enters the game for M. Bridges,33,26
138,2,8:10.0,,F. Kaminsky misses free throw 2 of 2,33,26
139,2,8:07.0,Defensive rebound by J. Winslow,,33,26
140,2,7:51.0,Turnover by D. Wade (bad pass; steal by M. Williams),,33,26
141,2,7:41.0,,N. Batum makes 3-pt jump shot from 26 ft (assist by K. Walker),33,29
142,2,7:26.0,D. Wade misses 2-pt jump shot from 12 ft,,33,29
143,2,7:23.0,,Defensive rebound by N. Batum,33,29
144,2,7:13.0,,M. Williams misses 2-pt layup from 3 ft,33,29
145,2,7:09.0,Defensive rebound by J. Winslow,,33,29
146,2,7:05.0,D. Wade misses 2-pt layup from 2 ft,,33,29
147,2,7:05.0,,Defensive rebound by Team,33,29
148,2,7:05.0,B. Adebayo enters the game for D. Wade,,33,29
149,2,7:05.0,,C. Zeller enters the game for F. Kaminsky,33,29
150,2,6:42.0,,N. Batum misses 3-pt jump shot from 25 ft,33,29
151,2,6:40.0,Defensive rebound by R. McGruder,,33,29
152,2,6:36.0,K. Olynyk misses 2-pt layup from 3 ft (block by N. Batum),,33,29
153,2,6:31.0,,Defensive rebound by C. Zeller,33,29
154,2,6:29.0,,K. Walker makes 3-pt jump shot from 26 ft,33,32
155,2,6:14.0,K. Olynyk makes 2-pt jump shot from 16 ft (assist by J. Winslow),,35,32
156,2,6:08.0,,K. Walker misses 2-pt layup from 2 ft (block by B. Adebayo),35,32
157,2,6:08.0,,Offensive rebound by Team,35,32
158,2,6:08.0,,Charlotte full timeout,35,32
159,2,6:08.0,D. Waiters enters the game for J. Richardson,,35,32
160,2,6:00.0,,K. Walker misses 3-pt jump shot from 26 ft,35,32
161,2,5:57.0,Defensive rebound by B. Adebayo,,35,32
162,2,5:50.0,R. McGruder misses 3-pt jump shot from 25 ft,,35,32
163,2,5:46.0,Offensive rebound by K. Olynyk,,35,32
164,2,5:39.0,D. Waiters misses 2-pt layup from 2 ft,,35,32
165,2,5:36.0,,Defensive rebound by T. Parker,35,32
