,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,CLEVELAND_ACTION,GOLDEN STATE_SCORE,CLEVELAND_SCORE
0,1,11:42.0,K. Thompson makes 2-pt jump shot from 17 ft (assist by K. Durant),,2,0
1,1,11:25.0,,R. Hood makes 3-pt jump shot from 26 ft (assist by T. Thompson),2,3
2,1,11:12.0,S. Curry misses 2-pt jump shot from 19 ft,,2,3
3,1,11:10.0,,Defensive rebound by C. Sexton,2,3
4,1,11:05.0,,Personal foul by A. Iguodala (drawn by T. Thompson),2,3
5,1,10:58.0,,R. Hood makes 2-pt layup at rim,2,5
6,1,10:58.0,,Shooting foul by K. Looney (drawn by R. Hood),2,5
7,1,10:58.0,,R. Hood makes free throw 1 of 1,2,6
8,1,10:41.0,Turnover by K. Durant (lost ball; steal by C. Osman),,2,6
9,1,10:33.0,,C. Sexton makes 3-pt jump shot from 25 ft (assist by C. Osman),2,9
10,1,10:12.0,Turnover by S. Curry (bad pass; steal by R. Hood),,2,9
11,1,10:05.0,,R. Hood makes 3-pt jump shot from 26 ft,2,12
12,1,9:54.0,S. Curry makes 3-pt jump shot from 25 ft,,5,12
13,1,9:33.0,,C. Osman misses 3-pt jump shot from 25 ft,5,12
14,1,9:33.0,Defensive rebound by Team,,5,12
15,1,9:33.0,,Loose ball foul by T. Thompson (drawn by K. Durant),5,12
16,1,9:22.0,K. Durant misses 2-pt jump shot from 20 ft,,5,12
17,1,9:17.0,,Defensive rebound by T. Thompson,5,12
18,1,9:00.0,,R. Hood misses 3-pt jump shot from 23 ft,5,12
19,1,8:57.0,Defensive rebound by K. Thompson,,5,12
20,1,8:53.0,K. Thompson misses 3-pt jump shot from 30 ft,,5,12
21,1,8:49.0,,Defensive rebound by C. Osman,5,12
22,1,8:42.0,,C. Sexton misses 2-pt jump shot from 19 ft,5,12
23,1,8:39.0,Defensive rebound by K. Looney,,5,12
24,1,8:32.0,K. Thompson makes 2-pt layup from 2 ft (assist by S. Curry),,7,12
25,1,8:10.0,,Personal foul by K. Thompson (drawn by T. Thompson),7,12
26,1,8:02.0,,G. Hill misses 2-pt layup from 3 ft,7,12
27,1,7:59.0,Defensive rebound by K. Thompson,,7,12
28,1,7:57.0,Personal foul by C. Osman (drawn by K. Durant),,7,12
29,1,7:52.0,K. Durant makes 2-pt jump shot from 18 ft (assist by K. Looney),,9,12
30,1,7:32.0,,T. Thompson misses 2-pt hook shot from 7 ft,9,12
31,1,7:31.0,,Offensive rebound by G. Hill,9,12
32,1,7:31.0,,G. Hill misses 2-pt layup from 1 ft,9,12
33,1,7:29.0,Defensive rebound by S. Curry,,9,12
34,1,7:21.0,A. Iguodala makes 2-pt layup from 1 ft (assist by S. Curry),,11,12
35,1,7:03.0,,R. Hood makes 2-pt layup at rim,11,14
36,1,6:52.0,S. Curry misses 3-pt jump shot from 28 ft,,11,14
37,1,6:48.0,,Defensive rebound by T. Thompson,11,14
38,1,6:43.0,,Turnover by R. Hood (bad pass; steal by K. Durant),11,14
39,1,6:37.0,S. Curry makes 2-pt layup from 2 ft (assist by K. Durant),,13,14
40,1,6:14.0,,C. Sexton misses 2-pt jump shot from 15 ft (block by K. Thompson),13,14
41,1,6:14.0,,Offensive rebound by Team,13,14
42,1,6:14.0,Loose ball foul by K. Looney (drawn by T. Thompson),,13,14
43,1,6:14.0,,Cleveland full timeout,13,14
44,1,6:14.0,J. Bell enters the game for K. Looney,,13,14
45,1,6:01.0,,G. Hill misses 2-pt jump shot from 21 ft,13,14
46,1,5:57.0,Defensive rebound by K. Durant,,13,14
47,1,5:44.0,J. Bell misses 2-pt layup from 2 ft,,13,14
48,1,5:41.0,,Defensive rebound by C. Osman,13,14
49,1,5:37.0,,C. Osman misses 2-pt layup from 1 ft,13,14
50,1,5:32.0,,Offensive rebound by T. Thompson,13,14
51,1,5:32.0,,T. Thompson makes 2-pt layup from 1 ft,13,16
52,1,5:25.0,K. Durant misses 2-pt jump shot from 15 ft,,13,16
53,1,5:23.0,,Defensive rebound by T. Thompson,13,16
54,1,5:23.0,Technical foul by K. Durant,,13,16
55,1,5:23.0,,C. Sexton makes technical free throw,13,17
56,1,5:05.0,,R. Hood misses 3-pt jump shot from 25 ft,13,17
57,1,5:01.0,,Offensive rebound by T. Thompson,13,17
58,1,4:52.0,,G. Hill misses 2-pt jump shot from 6 ft,13,17
59,1,4:48.0,,T. Thompson makes 2-pt layup from 1 ft,13,19
60,1,4:48.0,,Offensive rebound by T. Thompson,13,19
61,1,4:44.0,K. Thompson misses 2-pt jump shot from 14 ft,,13,19
62,1,4:41.0,,Defensive rebound by T. Thompson,13,19
63,1,4:36.0,,Personal foul by J. Bell (drawn by T. Thompson),13,19
64,1,4:36.0,,T. Thompson misses free throw 1 of 2,13,19
65,1,4:36.0,,Offensive rebound by Team,13,19
66,1,4:36.0,J. Jerebko enters the game for A. Iguodala,,13,19
67,1,4:36.0,S. Livingston enters the game for K. Thompson,,13,19
68,1,4:36.0,,A. Burks enters the game for G. Hill,13,19
69,1,4:36.0,,J. Clarkson enters the game for R. Hood,13,19
70,1,4:36.0,,T. Thompson makes free throw 2 of 2,13,20
71,1,4:25.0,Personal foul by A. Burks (drawn by S. Curry),,13,20
72,1,4:20.0,S. Curry makes 3-pt jump shot from 26 ft (assist by J. Jerebko),,16,20
73,1,3:58.0,,J. Clarkson misses 2-pt jump shot from 19 ft,16,20
74,1,3:55.0,Defensive rebound by J. Jerebko,,16,20
75,1,3:49.0,K. Durant makes 2-pt layup from 1 ft,,18,20
76,1,3:32.0,,Shooting foul by J. Bell (drawn by C. Osman),18,20
77,1,3:32.0,,Violation by Team (delay of game),18,20
