,QUARTER,TIME_REMAINING,ORLANDO_ACTION,WASHINGTON_ACTION,ORLANDO_SCORE,WASHINGTON_SCORE
32,1,6:51.0,,Turnover by T. Satoranský (out of bounds lost ball),12,13
33,1,6:51.0,,Washington full timeout,12,13
34,1,6:28.0,N. Vučević misses 2-pt hook shot from 14 ft,,12,13
35,1,6:25.0,,Defensive rebound by B. Beal,12,13
36,1,6:10.0,,T. Ariza misses 2-pt jump shot from 20 ft,12,13
37,1,6:06.0,Defensive rebound by E. Fournier,,12,13
38,1,5:58.0,N. Vučević misses 2-pt hook shot from 7 ft,,12,13
39,1,5:55.0,,Defensive rebound by B. Portis,12,13
40,1,5:51.0,,B. Beal misses 2-pt layup from 2 ft,12,13
41,1,5:51.0,,Offensive rebound by Team,12,13
42,1,5:51.0,Loose ball foul by E. Fournier (drawn by B. Beal),,12,13
43,1,5:51.0,W. Iwundu enters the game for A. Gordon,,12,13
44,1,5:40.0,,B. Beal makes 2-pt layup from 2 ft (assist by B. Portis),12,15
45,1,5:30.0,W. Iwundu misses 2-pt jump shot from 16 ft,,12,15
46,1,5:28.0,Offensive rebound by N. Vučević,,12,15
47,1,5:28.0,Shooting foul by B. Portis (drawn by N. Vučević),,12,15
48,1,5:28.0,N. Vučević makes free throw 1 of 2,,13,15
49,1,5:28.0,N. Vučević makes free throw 2 of 2,,14,15
50,1,5:18.0,,B. Beal makes 2-pt layup from 1 ft (assist by T. Satoranský),14,17
51,1,5:06.0,E. Fournier makes 2-pt jump shot from 19 ft (assist by D. Augustin),,16,17
52,1,4:48.0,,B. Portis misses 2-pt hook shot from 6 ft,16,17
53,1,4:46.0,Defensive rebound by N. Vučević,,16,17
54,1,4:42.0,Personal foul by T. Ariza (drawn by J. Isaac),,16,17
55,1,4:42.0,,T. Brown enters the game for T. Ariza,16,17
56,1,4:34.0,D. Augustin makes 3-pt jump shot from 26 ft (assist by E. Fournier),,19,17
57,1,4:17.0,,B. Portis misses 3-pt jump shot from 26 ft,19,17
58,1,4:14.0,Defensive rebound by N. Vučević,,19,17
59,1,3:52.0,D. Augustin makes 2-pt layup from 3 ft,,21,17
60,1,3:43.0,,T. Brown makes 2-pt dunk at rim (assist by B. Beal),21,19
61,1,3:30.0,E. Fournier misses 2-pt jump shot from 7 ft,,21,19
62,1,3:28.0,,Defensive rebound by B. Portis,21,19
63,1,3:10.0,,J. Green misses 2-pt layup from 4 ft,21,19
64,1,3:08.0,Defensive rebound by N. Vučević,,21,19
65,1,3:04.0,D. Augustin makes 3-pt jump shot from 26 ft,,24,19
66,1,2:42.0,,T. Satoranský misses 2-pt hook shot from 12 ft,24,19
67,1,2:42.0,,Offensive rebound by Team,24,19
68,1,2:42.0,Loose ball foul by E. Fournier (drawn by B. Portis),,24,19
69,1,2:42.0,Orlando full timeout,,24,19
70,1,2:42.0,K. Birch enters the game for D. Augustin,,24,19
71,1,2:42.0,J. Grant enters the game for E. Fournier,,24,19
72,1,2:42.0,T. Ross enters the game for N. Vučević,,24,19
73,1,2:42.0,,T. Bryant enters the game for J. Green,24,19
74,1,2:42.0,,J. Parker enters the game for B. Portis,24,19
75,1,2:42.0,,C. Randle enters the game for T. Satoranský,24,19
76,1,2:36.0,,B. Beal makes 2-pt layup from 2 ft,24,21
77,1,2:19.0,K. Birch misses 2-pt hook shot from 9 ft,,24,21
78,1,2:17.0,,Defensive rebound by T. Bryant,24,21
79,1,2:07.0,,T. Brown makes 2-pt jump shot from 5 ft,24,23
80,1,1:55.0,Turnover by W. Iwundu (bad pass),,24,23
81,1,1:55.0,A. Gordon enters the game for J. Isaac,,24,23
82,1,1:43.0,,B. Beal makes 2-pt jump shot from 18 ft,24,25
83,1,1:27.0,T. Ross misses 2-pt jump shot from 14 ft,,24,25
84,1,1:24.0,,Defensive rebound by B. Beal,24,25
85,1,1:16.0,,C. Randle makes 2-pt layup from 1 ft (assist by B. Beal),24,27
86,1,1:02.0,Personal foul by J. Parker (drawn by A. Gordon),,24,27
87,1,0:59.0,A. Gordon makes 2-pt dunk from 2 ft (assist by W. Iwundu),,26,27
88,1,0:41.0,,T. Bryant makes 2-pt dunk from 1 ft (assist by T. Brown),26,29
89,1,0:36.0,Offensive foul by J. Grant (drawn by C. Randle),,26,29
90,1,0:36.0,Turnover by J. Grant (offensive foul),,26,29
91,1,0:32.0,,B. Beal misses 3-pt jump shot from 25 ft,26,29
92,1,0:29.0,Defensive rebound by A. Gordon,,26,29
93,1,0:20.0,A. Gordon misses 2-pt layup from 12 ft,,26,29
94,1,0:18.0,Offensive rebound by K. Birch,,26,29
95,1,0:18.0,K. Birch misses 2-pt layup from 1 ft,,26,29
96,1,0:18.0,Offensive rebound by K. Birch,,26,29
97,1,0:17.0,K. Birch makes 2-pt layup from 1 ft,,28,29
98,1,0:03.0,,T. Brown misses 3-pt jump shot from 23 ft,28,29
99,1,0:00.0,Defensive rebound by K. Birch,,28,29
100,2,11:45.0,Shooting foul by C. Randle (drawn by K. Birch),,28,29
101,2,11:45.0,K. Birch makes free throw 1 of 2,,29,29
102,2,11:45.0,K. Birch misses free throw 2 of 2,,29,29
103,2,11:41.0,,Defensive rebound by T. Bryant,29,29
104,2,11:31.0,,J. Parker makes 2-pt layup at rim (assist by T. Satoranský),29,31
105,2,11:14.0,E. Fournier misses 3-pt jump shot from 27 ft,,29,31
106,2,11:11.0,,Defensive rebound by T. Brown,29,31
107,2,11:06.0,,T. Bryant makes 2-pt layup from 1 ft (assist by T. Brown),29,33
108,2,10:46.0,A. Gordon misses 3-pt jump shot from 29 ft,,29,33
109,2,10:42.0,,Defensive rebound by T. Bryant,29,33
110,2,10:29.0,,T. Brown misses 3-pt jump shot from 27 ft,29,33
111,2,10:26.0,,Offensive rebound by T. Brown,29,33
112,2,10:23.0,,T. Brown makes 2-pt layup from 2 ft,29,35
113,2,10:08.0,T. Ross misses 3-pt jump shot from 29 ft,,29,35
114,2,10:06.0,,Defensive rebound by J. Parker,29,35
115,2,9:59.0,,J. Parker makes 3-pt jump shot from 25 ft (assist by T. Bryant),29,38
116,2,9:49.0,Orlando full timeout,,29,38
117,2,9:43.0,K. Birch makes 2-pt dunk from 1 ft (assist by A. Gordon),,31,38
118,2,9:23.0,,T. Satoranský misses 2-pt jump shot from 9 ft,31,38
119,2,9:20.0,,Offensive rebound by T. Bryant,31,38
120,2,9:20.0,,T. Bryant misses 2-pt layup from 1 ft,31,38
121,2,9:20.0,,Offensive rebound by T. Bryant,31,38
122,2,9:09.0,,C. Randle makes 2-pt jump shot from 17 ft,31,40
123,2,8:52.0,T. Ross misses 2-pt jump shot from 20 ft,,31,40
124,2,8:49.0,,Defensive rebound by T. Satoranský,31,40
125,2,8:44.0,,C. Randle makes 3-pt jump shot from 23 ft (assist by T. Brown),31,43
126,2,8:24.0,E. Fournier makes 3-pt jump shot from 26 ft,,34,43
127,2,8:11.0,,Personal foul by T. Ross (drawn by J. Parker),34,43
128,2,7:57.0,,T. Brown misses 2-pt jump shot from 7 ft (block by A. Gordon),34,43
129,2,7:53.0,Defensive rebound by A. Gordon,,34,43
130,2,7:47.0,A. Gordon makes 3-pt jump shot from 25 ft (assist by J. Grant),,37,43
131,2,7:32.0,,J. Parker makes 2-pt hook shot from 6 ft,37,45
132,2,7:14.0,A. Gordon misses 2-pt jump shot from 14 ft,,37,45
133,2,7:12.0,Offensive rebound by K. Birch,,37,45
134,2,7:12.0,Shooting foul by J. Parker (drawn by K. Birch),,37,45
135,2,7:12.0,K. Birch makes free throw 1 of 2,,38,45
136,2,7:12.0,D. Augustin enters the game for J. Grant,,38,45
137,2,7:12.0,,B. Beal enters the game for T. Satoranský,38,45
138,2,7:12.0,K. Birch makes free throw 2 of 2,,39,45
139,2,7:03.0,,B. Beal misses 2-pt jump shot from 18 ft,39,45
140,2,7:00.0,,Offensive rebound by T. Bryant,39,45
141,2,7:00.0,,T. Bryant makes 2-pt dunk at rim,39,47
142,2,6:46.0,K. Birch misses 2-pt layup from 3 ft,,39,47
143,2,6:44.0,,Defensive rebound by B. Beal,39,47
144,2,6:39.0,,B. Beal misses 3-pt jump shot from 26 ft,39,47
145,2,6:35.0,Defensive rebound by E. Fournier,,39,47
146,2,6:33.0,A. Gordon misses 3-pt jump shot from 26 ft,,39,47
147,2,6:29.0,,Defensive rebound by T. Brown,39,47
148,2,6:24.0,,T. Bryant misses 2-pt layup from 1 ft,39,47
149,2,6:22.0,Defensive rebound by E. Fournier,,39,47
150,2,6:15.0,T. Ross makes 2-pt jump shot from 8 ft (assist by K. Birch),,41,47
151,2,6:15.0,Shooting foul by C. Randle (drawn by T. Ross),,41,47
152,2,6:15.0,J. Isaac enters the game for K. Birch,,41,47
153,2,6:15.0,W. Iwundu enters the game for E. Fournier,,41,47
154,2,6:15.0,N. Vučević enters the game for A. Gordon,,41,47
155,2,6:15.0,,T. Ariza enters the game for T. Brown,41,47
156,2,6:15.0,,J. Green enters the game for C. Randle,41,47
157,2,6:15.0,T. Ross makes free throw 1 of 1,,42,47
158,2,6:02.0,,T. Bryant makes 3-pt jump shot from 26 ft (assist by B. Beal),42,50
159,2,5:49.0,D. Augustin misses 3-pt jump shot from 25 ft,,42,50
160,2,5:46.0,,Defensive rebound by T. Ariza,42,50
161,2,5:40.0,,T. Ariza misses 3-pt jump shot from 26 ft,42,50
162,2,5:36.0,Defensive rebound by T. Ross,,42,50
163,2,5:31.0,D. Augustin misses 2-pt layup from 3 ft,,42,50
164,2,5:27.0,Offensive rebound by N. Vučević,,42,50
165,2,5:27.0,N. Vučević misses 2-pt layup from 1 ft,,42,50
166,2,5:27.0,Offensive rebound by J. Isaac,,42,50
167,2,5:27.0,J. Isaac misses 2-pt layup from 1 ft (block by T. Bryant),,42,50
168,2,5:27.0,Offensive rebound by Team,,42,50
169,2,5:17.0,J. Isaac misses 2-pt layup from 2 ft,,42,50
170,2,5:17.0,,Defensive rebound by Team,42,50
171,2,5:01.0,,J. Parker misses 2-pt jump shot from 14 ft,42,50
172,2,4:59.0,Defensive rebound by T. Ross,,42,50
173,2,4:48.0,N. Vučević makes 2-pt hook shot from 2 ft (assist by D. Augustin),,44,50
174,2,4:46.0,,Washington full timeout,44,50
175,2,4:46.0,,B. Portis enters the game for T. Bryant,44,50
176,2,4:35.0,,Shooting foul by J. Isaac (drawn by J. Green),44,50
177,2,4:35.0,,J. Green makes free throw 1 of 2,44,51
178,2,4:35.0,,J. Green makes free throw 2 of 2,44,52
179,2,4:18.0,D. Augustin makes 3-pt jump shot from 26 ft (assist by N. Vučević),,47,52
180,2,3:59.0,,J. Parker makes 2-pt hook shot from 2 ft,47,54
181,2,3:42.0,N. Vučević makes 2-pt dunk from 1 ft (assist by W. Iwundu),,49,54
182,2,3:19.0,,T. Ariza misses 3-pt jump shot from 23 ft,49,54
183,2,3:15.0,Defensive rebound by N. Vučević,,49,54
184,2,3:03.0,Turnover by N. Vučević (bad pass; steal by B. Beal),,49,54
185,2,2:54.0,,B. Beal makes 2-pt jump shot from 18 ft,49,56
186,2,2:42.0,T. Ross misses 3-pt jump shot from 25 ft,,49,56
187,2,2:40.0,,Defensive rebound by J. Parker,49,56
188,2,2:33.0,,J. Parker makes 2-pt layup from 2 ft,49,58
189,2,2:26.0,Orlando full timeout,,49,58
190,2,2:26.0,A. Gordon enters the game for J. Isaac,,49,58
191,2,2:26.0,,T. Satoranský enters the game for J. Parker,49,58
192,2,2:20.0,T. Ross misses 2-pt hook shot from 12 ft,,49,58
193,2,2:17.0,,Defensive rebound by B. Portis,49,58
194,2,2:09.0,,Personal foul by W. Iwundu (drawn by B. Beal),49,58
195,2,1:58.0,,Shooting foul by N. Vučević (drawn by B. Beal),49,58
196,2,1:58.0,,B. Beal makes free throw 1 of 2,49,59
197,2,1:58.0,,B. Beal misses free throw 2 of 2,49,59
198,2,1:55.0,Defensive rebound by A. Gordon,,49,59
199,2,1:33.0,N. Vučević makes 2-pt hook shot from 6 ft,,51,59
200,2,1:14.0,,B. Portis makes 2-pt hook shot from 7 ft,51,61
201,2,1:02.0,A. Gordon misses 2-pt jump shot from 17 ft,,51,61
202,2,0:58.0,Offensive rebound by D. Augustin,,51,61
203,2,0:45.0,Turnover by N. Vučević (bad pass; steal by B. Beal),,51,61
204,2,0:33.0,,T. Satoranský misses 3-pt jump shot from 25 ft,51,61
205,2,0:29.0,Defensive rebound by W. Iwundu,,51,61
206,2,0:09.0,N. Vučević makes 2-pt layup from 3 ft (assist by D. Augustin),,53,61
207,2,0:02.0,,T. Satoranský misses 2-pt jump shot from 8 ft,53,61
208,2,0:02.0,,Offensive rebound by B. Beal,53,61
209,2,0:01.0,,B. Beal misses 2-pt layup at rim,53,61
210,2,0:01.0,,Offensive rebound by Team,53,61
211,3,11:39.0,E. Fournier misses 2-pt jump shot from 14 ft,,53,61
212,3,11:38.0,,Defensive rebound by Team,53,61
213,3,11:18.0,,B. Portis misses 2-pt hook shot from 11 ft,53,61
214,3,11:16.0,Defensive rebound by A. Gordon,,53,61
215,3,11:07.0,J. Isaac makes 2-pt dunk from 1 ft (assist by A. Gordon),,55,61
216,3,10:56.0,,J. Green misses 3-pt jump shot from 24 ft,55,61
217,3,10:53.0,Defensive rebound by E. Fournier,,55,61
218,3,10:35.0,E. Fournier misses 2-pt jump shot from 22 ft,,55,61
219,3,10:33.0,Offensive rebound by A. Gordon,,55,61
220,3,10:32.0,A. Gordon misses 2-pt layup from 10 ft,,55,61
221,3,10:30.0,Offensive rebound by A. Gordon,,55,61
222,3,10:29.0,A. Gordon misses 2-pt layup from 4 ft,,55,61
223,3,10:28.0,,Defensive rebound by T. Satoranský,55,61
224,3,10:15.0,,Turnover by T. Ariza (bad pass),55,61
225,3,9:55.0,D. Augustin misses 2-pt layup from 2 ft,,55,61
226,3,9:52.0,Offensive rebound by N. Vučević,,55,61
227,3,9:52.0,N. Vučević makes 2-pt layup at rim,,57,61
228,3,9:43.0,,Personal foul by E. Fournier (drawn by B. Beal),57,61
229,3,9:31.0,,T. Ariza misses 2-pt jump shot from 6 ft,57,61
230,3,9:30.0,Defensive rebound by Team,,57,61
231,3,9:11.0,N. Vučević makes 2-pt layup from 2 ft (assist by A. Gordon),,59,61
232,3,8:59.0,,B. Beal misses 2-pt jump shot from 20 ft,59,61
233,3,8:56.0,Defensive rebound by A. Gordon,,59,61
234,3,8:54.0,Shooting foul by T. Ariza (drawn by A. Gordon),,59,61
235,3,8:54.0,A. Gordon makes free throw 1 of 2,,60,61
236,3,8:54.0,,Washington full timeout,60,61
237,3,8:54.0,A. Gordon makes free throw 2 of 2,,61,61
238,3,8:38.0,,B. Portis misses 2-pt hook shot from 8 ft,61,61
239,3,8:36.0,Defensive rebound by N. Vučević,,61,61
240,3,8:25.0,Personal foul by J. Green (drawn by N. Vučević),,61,61
241,3,8:17.0,J. Isaac misses 3-pt jump shot from 27 ft,,61,61
242,3,8:13.0,,Defensive rebound by T. Satoranský,61,61
243,3,8:04.0,,T. Satoranský misses 2-pt layup from 3 ft (block by N. Vučević),61,61
244,3,8:01.0,,Offensive rebound by B. Portis,61,61
245,3,8:00.0,,B. Portis makes 2-pt layup from 3 ft,61,63
246,3,7:40.0,Turnover by A. Gordon (3 sec),,61,63
247,3,7:21.0,,J. Green misses 3-pt jump shot from 28 ft,61,63
248,3,7:17.0,Defensive rebound by N. Vučević,,61,63
249,3,7:14.0,J. Isaac makes 2-pt layup from 2 ft (assist by D. Augustin),,63,63
250,3,7:06.0,,Personal foul by D. Augustin (drawn by T. Satoranský),63,63
251,3,7:03.0,,Offensive foul by B. Portis (drawn by E. Fournier),63,63
252,3,7:03.0,,Turnover by B. Portis (offensive foul),63,63
253,3,6:52.0,N. Vučević misses 2-pt jump shot from 18 ft,,63,63
254,3,6:51.0,,Defensive rebound by Team,63,63
255,3,6:36.0,,T. Ariza misses 2-pt layup from 4 ft,63,63
256,3,6:33.0,Defensive rebound by A. Gordon,,63,63
257,3,6:28.0,Turnover by N. Vučević (off goaltending),,63,63
258,3,6:12.0,,B. Beal makes 2-pt jump shot from 12 ft (assist by T. Satoranský),63,65
259,3,5:45.0,J. Isaac misses 3-pt jump shot from 25 ft,,63,65
260,3,5:44.0,,Defensive rebound by Team,63,65
261,3,5:44.0,W. Iwundu enters the game for A. Gordon,,63,65
262,3,5:31.0,,B. Beal misses 2-pt jump shot from 21 ft,63,65
263,3,5:27.0,Defensive rebound by J. Isaac,,63,65
264,3,5:22.0,D. Augustin misses 3-pt jump shot from 27 ft,,63,65
265,3,5:19.0,,Defensive rebound by B. Portis,63,65
266,3,5:15.0,,Shooting foul by J. Isaac (drawn by J. Green),63,65
267,3,5:15.0,,J. Green makes free throw 1 of 2,63,66
268,3,5:15.0,,J. Green misses free throw 2 of 2,63,66
269,3,5:12.0,Defensive rebound by N. Vučević,,63,66
270,3,4:50.0,D. Augustin misses 2-pt jump shot from 4 ft,,63,66
271,3,4:50.0,Turnover by Team (shot clock),,63,66
272,3,4:50.0,Offensive rebound by Team,,63,66
273,3,4:40.0,,B. Portis misses 3-pt jump shot from 28 ft,63,66
274,3,4:37.0,Defensive rebound by W. Iwundu,,63,66
275,3,4:26.0,D. Augustin misses 3-pt jump shot from 26 ft,,63,66
276,3,4:24.0,,Defensive rebound by T. Ariza,63,66
277,3,4:13.0,,B. Beal makes 3-pt jump shot from 26 ft,63,69
278,3,3:57.0,J. Isaac makes 3-pt jump shot from 23 ft (assist by N. Vučević),,66,69
279,3,3:41.0,,B. Portis misses 2-pt jump shot from 9 ft,66,69
280,3,3:38.0,Defensive rebound by J. Isaac,,66,69
281,3,3:28.0,N. Vučević misses 2-pt hook shot from 7 ft,,66,69
282,3,3:28.0,,Defensive rebound by Team,66,69
283,3,3:28.0,Loose ball foul by N. Vučević (drawn by J. Green),,66,69
284,3,3:28.0,J. Grant enters the game for D. Augustin,,66,69
285,3,3:28.0,T. Ross enters the game for E. Fournier,,66,69
286,3,3:28.0,,T. Bryant enters the game for T. Ariza,66,69
287,3,3:28.0,,J. Parker enters the game for B. Portis,66,69
288,3,3:07.0,,Turnover by T. Bryant (bad pass),66,69
289,3,2:49.0,N. Vučević misses 2-pt hook shot from 4 ft,,66,69
290,3,2:47.0,Offensive rebound by J. Isaac,,66,69
291,3,2:46.0,Turnover by J. Isaac (bad pass; steal by J. Green),,66,69
292,3,2:26.0,,T. Satoranský misses 3-pt jump shot from 27 ft,66,69
293,3,2:23.0,Defensive rebound by N. Vučević,,66,69
294,3,2:13.0,J. Isaac makes 3-pt jump shot from 25 ft (assist by W. Iwundu),,69,69
295,3,1:56.0,,T. Bryant makes 2-pt hook shot from 2 ft (assist by T. Satoranský),69,71
296,3,1:43.0,J. Grant makes 2-pt layup from 7 ft (assist by T. Ross),,71,71
297,3,1:25.0,,J. Green misses 2-pt hook shot from 6 ft,71,71
298,3,1:22.0,Defensive rebound by J. Isaac,,71,71
299,3,1:16.0,J. Isaac makes 3-pt jump shot from 26 ft (assist by W. Iwundu),,74,71
300,3,0:57.0,,Offensive foul by J. Parker (drawn by J. Isaac),74,71
301,3,0:57.0,,Turnover by J. Parker (offensive foul),74,71
302,3,0:57.0,Orlando full timeout,,74,71
303,3,0:57.0,K. Birch enters the game for J. Isaac,,74,71
304,3,0:57.0,A. Gordon enters the game for N. Vučević,,74,71
305,3,0:57.0,,C. Randle enters the game for T. Satoranský,74,71
306,3,0:47.0,Turnover by A. Gordon (bad pass),,74,71
307,3,0:35.0,,C. Randle makes 3-pt jump shot from 25 ft (assist by B. Beal),74,74
308,3,0:14.0,A. Gordon misses 2-pt jump shot from 15 ft,,74,74
309,3,0:14.0,,Defensive rebound by T. Bryant,74,74
310,3,0:00.0,,B. Beal makes 2-pt jump shot from 18 ft,74,76
311,4,11:39.0,,C. Randle misses 3-pt jump shot from 25 ft,74,76
312,4,11:35.0,Defensive rebound by A. Gordon,,74,76
313,4,11:16.0,J. Grant makes 2-pt jump shot from 2 ft,,76,76
314,4,11:05.0,,J. Parker misses 2-pt jump shot from 19 ft,76,76
315,4,11:02.0,,Offensive rebound by C. Randle,76,76
316,4,10:54.0,,B. Beal misses 2-pt layup from 4 ft,76,76
317,4,10:52.0,,Offensive rebound by T. Bryant,76,76
318,4,10:51.0,,T. Bryant makes 2-pt layup from 3 ft,76,78
319,4,10:39.0,Turnover by T. Ross (bad pass; steal by T. Brown),,76,78
320,4,10:29.0,,J. Parker misses 3-pt jump shot from 26 ft,76,78
321,4,10:27.0,Defensive rebound by K. Birch,,76,78
322,4,10:23.0,T. Ross misses 3-pt jump shot from 25 ft,,76,78
323,4,10:18.0,,Defensive rebound by B. Beal,76,78
324,4,10:13.0,,B. Beal misses 2-pt jump shot from 4 ft,76,78
325,4,10:12.0,,Offensive rebound by J. Parker,76,78
326,4,10:12.0,,Shooting foul by A. Gordon (drawn by J. Parker),76,78
327,4,10:12.0,,J. Parker misses free throw 1 of 2,76,78
328,4,10:12.0,,Offensive rebound by Team,76,78
329,4,10:12.0,,J. Parker misses free throw 2 of 2,76,78
330,4,10:09.0,Defensive rebound by K. Birch,,76,78
331,4,9:55.0,T. Ross makes 2-pt jump shot from 14 ft (assist by E. Fournier),,78,78
332,4,9:40.0,,T. Brown misses 2-pt jump shot from 13 ft (block by T. Ross),78,78
333,4,9:39.0,,Offensive rebound by Team,78,78
334,4,9:39.0,,T. Satoranský enters the game for B. Beal,78,78
335,4,9:30.0,,T. Bryant misses 3-pt jump shot from 26 ft,78,78
336,4,9:26.0,Defensive rebound by T. Ross,,78,78
337,4,9:18.0,K. Birch misses 2-pt layup from 3 ft (block by T. Bryant),,78,78
338,4,9:14.0,,Defensive rebound by T. Bryant,78,78
339,4,8:55.0,,C. Randle misses 3-pt jump shot from 26 ft,78,78
340,4,8:53.0,Defensive rebound by K. Birch,,78,78
341,4,8:49.0,K. Birch misses 2-pt layup from 1 ft,,78,78
342,4,8:47.0,,Defensive rebound by J. Parker,78,78
343,4,8:31.0,,T. Bryant makes 2-pt jump shot from 9 ft,78,80
344,4,8:12.0,Turnover by E. Fournier (bad pass; steal by J. Parker),,78,80
345,4,8:11.0,,Personal foul by J. Grant (drawn by J. Parker),78,80
346,4,8:11.0,D. Augustin enters the game for K. Birch,,78,80
347,4,8:11.0,W. Iwundu enters the game for E. Fournier,,78,80
348,4,8:11.0,N. Vučević enters the game for J. Grant,,78,80
349,4,8:01.0,,Turnover by J. Parker (lost ball; steal by A. Gordon),78,80
350,4,7:57.0,W. Iwundu makes 2-pt dunk from 1 ft (assist by A. Gordon),,80,80
351,4,7:38.0,,Shooting foul by N. Vučević (drawn by T. Bryant),80,80
352,4,7:38.0,,T. Bryant makes free throw 1 of 2,80,81
353,4,7:38.0,,T. Bryant makes free throw 2 of 2,80,82
354,4,7:23.0,T. Ross misses 3-pt jump shot from 25 ft,,80,82
355,4,7:20.0,,Defensive rebound by C. Randle,80,82
356,4,7:13.0,,C. Randle makes 3-pt jump shot from 26 ft (assist by J. Parker),80,85
357,4,7:11.0,Orlando full timeout,,80,85
358,4,6:53.0,T. Ross misses 3-pt jump shot from 24 ft,,80,85
359,4,6:49.0,,Defensive rebound by T. Bryant,80,85
360,4,6:31.0,,J. Parker makes 2-pt hook shot from 9 ft,80,87
361,4,6:10.0,Personal foul by T. Bryant (drawn by N. Vučević),,80,87
362,4,6:10.0,J. Isaac enters the game for A. Gordon,,80,87
363,4,5:59.0,D. Augustin makes 2-pt jump shot from 21 ft,,82,87
364,4,5:48.0,,J. Parker makes 2-pt layup from 2 ft,82,89
365,4,5:35.0,T. Ross misses 3-pt jump shot from 27 ft,,82,89
366,4,5:33.0,Offensive rebound by Team,,82,89
367,4,5:33.0,,B. Beal enters the game for T. Brown,82,89
368,4,5:33.0,,Washington full timeout,82,89
369,4,5:19.0,D. Augustin misses 2-pt hook shot from 7 ft,,82,89
370,4,5:17.0,,Defensive rebound by J. Parker,82,89
371,4,5:05.0,,J. Parker makes 2-pt hook shot from 5 ft,82,91
372,4,5:05.0,,Violation by Team (delay of game),82,91
373,4,4:51.0,T. Ross makes 2-pt dunk from 2 ft (assist by D. Augustin),,84,91
374,4,4:32.0,,Turnover by J. Parker (lost ball; steal by W. Iwundu),84,91
375,4,4:32.0,Personal take foul by J. Parker (drawn by W. Iwundu),,84,91
376,4,4:32.0,E. Fournier enters the game for W. Iwundu,,84,91
377,4,4:32.0,A. Gordon enters the game for T. Ross,,84,91
378,4,4:19.0,D. Augustin misses 3-pt jump shot from 23 ft,,84,91
379,4,4:15.0,,Defensive rebound by J. Parker,84,91
380,4,4:12.0,,B. Beal misses 3-pt jump shot from 27 ft,84,91
381,4,4:09.0,Defensive rebound by N. Vučević,,84,91
382,4,3:56.0,J. Isaac misses 3-pt jump shot from 23 ft,,84,91
383,4,3:51.0,,Defensive rebound by J. Parker,84,91
384,4,3:48.0,,B. Beal makes 3-pt jump shot from 27 ft (assist by T. Satoranský),84,94
385,4,3:46.0,Orlando full timeout,,84,94
386,4,3:46.0,T. Ross enters the game for J. Isaac,,84,94
387,4,3:20.0,D. Augustin makes 3-pt jump shot from 23 ft (assist by E. Fournier),,87,94
388,4,3:18.0,,Washington full timeout,87,94
389,4,3:07.0,,Turnover by B. Beal (bad pass; steal by N. Vučević),87,94
