,QUARTER,TIME_REMAINING,DENVER_ACTION,ORLANDO_ACTION,DENVER_SCORE,ORLANDO_SCORE
380,4,1:02.0,Defensive rebound by Team,,112,109
381,4,0:42.0,N. Jokić misses 2-pt layup from 2 ft (block by A. Gordon),,112,109
382,4,0:38.0,,Defensive rebound by N. Vučević,112,109
383,4,0:35.0,,A. Gordon misses 3-pt jump shot from 28 ft,112,109
384,4,0:31.0,Defensive rebound by J. Hernangómez,,112,109
385,4,0:10.0,J. Murray misses 2-pt layup from 6 ft (block by E. Fournier),,112,109
386,4,0:09.0,,Defensive rebound by E. Fournier,112,109
387,4,0:09.0,,Orlando full timeout,112,109
388,4,0:09.0,T. Craig enters the game for N. Jokić,,112,109
389,4,0:09.0,M. Plumlee enters the game for J. Murray,,112,109
390,4,0:07.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by A. Gordon),112,112
391,4,0:06.0,Denver full timeout,,112,112
392,4,0:06.0,N. Jokić enters the game for T. Craig,,112,112
393,4,0:06.0,J. Murray enters the game for M. Plumlee,,112,112
394,4,0:06.0,,J. Isaac enters the game for D. Augustin,112,112
395,4,0:06.0,,J. Simmons enters the game for T. Ross,112,112
396,4,0:01.0,J. Murray misses 2-pt jump shot from 10 ft,,112,112
397,4,0:01.0,Offensive rebound by Team,,112,112
398,1OT,4:40.0,N. Jokić misses 2-pt hook shot from 8 ft,,112,112
399,1OT,4:38.0,,Defensive rebound by Team,112,112
400,1OT,4:24.0,,E. Fournier misses 3-pt jump shot from 27 ft,112,112
401,1OT,4:21.0,Defensive rebound by P. Millsap,,112,112
402,1OT,4:09.0,Shooting foul by E. Fournier (drawn by P. Millsap),,112,112
403,1OT,4:09.0,P. Millsap misses free throw 1 of 2,,112,112
404,1OT,4:09.0,Offensive rebound by Team,,112,112
405,1OT,4:09.0,P. Millsap makes free throw 2 of 2,,113,112
406,1OT,3:53.0,,A. Gordon misses 2-pt jump shot from 15 ft,113,112
407,1OT,3:49.0,Defensive rebound by N. Jokić,,113,112
408,1OT,3:36.0,P. Millsap makes 2-pt layup from 2 ft (assist by N. Jokić),,115,112
409,1OT,3:26.0,,Personal foul by N. Jokić (drawn by D. Augustin),115,112
410,1OT,3:20.0,,A. Gordon misses 2-pt jump shot from 21 ft,115,112
411,1OT,3:17.0,,Offensive rebound by E. Fournier,115,112
412,1OT,3:16.0,,Shooting foul by J. Hernangómez (drawn by E. Fournier),115,112
413,1OT,3:16.0,,E. Fournier makes free throw 1 of 2,115,113
414,1OT,3:16.0,,E. Fournier makes free throw 2 of 2,115,114
415,1OT,3:07.0,Turnover by N. Jokić (bad pass),,115,114
416,1OT,2:45.0,,E. Fournier misses 3-pt jump shot from 26 ft,115,114
417,1OT,2:42.0,Defensive rebound by P. Millsap,,115,114
418,1OT,2:30.0,J. Murray misses 3-pt jump shot from 27 ft,,115,114
419,1OT,2:27.0,,Defensive rebound by N. Vučević,115,114
420,1OT,2:23.0,,Personal foul by M. Beasley (drawn by D. Augustin),115,114
421,1OT,2:16.0,,N. Vučević misses 3-pt jump shot from 27 ft,115,114
422,1OT,2:13.0,Defensive rebound by P. Millsap,,115,114
423,1OT,2:00.0,Personal foul by E. Fournier (drawn by N. Jokić),,115,114
424,1OT,2:00.0,,J. Isaac enters the game for E. Fournier,115,114
425,1OT,2:00.0,,Technical foul by E. Fournier,115,114
426,1OT,2:00.0,J. Murray makes technical free throw,,116,114
427,1OT,1:48.0,J. Murray makes 3-pt jump shot from 23 ft (assist by N. Jokić),,119,114
428,1OT,1:35.0,,T. Ross misses 3-pt jump shot from 27 ft,119,114
429,1OT,1:32.0,Defensive rebound by N. Jokić,,119,114
430,1OT,1:13.0,N. Jokić makes 2-pt jump shot from 14 ft,,121,114
431,1OT,1:13.0,,Orlando full timeout,121,114
432,1OT,1:04.0,,N. Vučević makes 2-pt dunk from 2 ft (assist by T. Ross),121,116
433,1OT,0:45.0,J. Murray misses 2-pt layup from 2 ft,,121,116
434,1OT,0:43.0,,Defensive rebound by T. Ross,121,116
435,1OT,0:39.0,,Personal foul by N. Jokić (drawn by T. Ross),121,116
436,1OT,0:39.0,,T. Ross makes free throw 1 of 2,121,117
437,1OT,0:39.0,,T. Ross makes free throw 2 of 2,121,118
438,1OT,0:20.0,Personal foul by N. Vučević (drawn by J. Murray),,121,118
439,1OT,0:20.0,J. Murray makes free throw 1 of 2,,122,118
440,1OT,0:20.0,J. Murray makes free throw 2 of 2,,123,118
441,1OT,0:20.0,,Orlando full timeout,123,118
442,1OT,0:17.0,,J. Isaac misses 3-pt jump shot from 27 ft,123,118
443,1OT,0:11.0,Defensive rebound by M. Beasley,,123,118
444,1OT,0:10.0,Personal foul by J. Isaac (drawn by J. Murray),,123,118
445,1OT,0:10.0,J. Murray makes free throw 1 of 2,,124,118
446,1OT,0:10.0,J. Murray misses free throw 2 of 2,,124,118
447,1OT,0:08.0,,Defensive rebound by N. Vučević,124,118
448,1OT,0:03.0,,A. Gordon misses 3-pt jump shot from 27 ft,124,118
449,1OT,0:00.0,Defensive rebound by P. Millsap,,124,118
