,QUARTER,TIME_REMAINING,DALLAS_ACTION,CHARLOTTE_ACTION,DALLAS_SCORE,CHARLOTTE_SCORE
69,1,3:17.0,,F. Kaminsky enters the game for D. Graham,28,22
70,1,3:17.0,,M. Monk enters the game for W. Hernangómez,28,22
71,1,3:07.0,,M. Monk misses 3-pt jump shot from 25 ft,28,22
72,1,3:04.0,Defensive rebound by L. Dončić,,28,22
73,1,2:58.0,L. Dončić makes 3-pt jump shot from 29 ft,,31,22
74,1,2:38.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 18 ft (assist by N. Batum),31,24
75,1,2:20.0,L. Dončić misses 3-pt jump shot from 25 ft,,31,24
76,1,2:17.0,,Defensive rebound by M. Monk,31,24
77,1,2:09.0,,M. Kidd-Gilchrist misses 2-pt layup from 2 ft,31,24
78,1,2:06.0,Defensive rebound by D. Powell,,31,24
79,1,2:03.0,D. Harris misses 2-pt layup from 3 ft (block by M. Monk),,31,24
80,1,2:03.0,Offensive rebound by Team,,31,24
81,1,2:03.0,D. Finney-Smith enters the game for L. Dončić,,31,24
82,1,2:03.0,,T. Parker enters the game for K. Walker,31,24
83,1,1:52.0,D. Harris makes 3-pt jump shot from 25 ft (assist by J. Barea),,34,24
84,1,1:26.0,,T. Parker makes 2-pt jump shot from 22 ft (assist by F. Kaminsky),34,26
85,1,1:15.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,34,26
86,1,1:12.0,,Defensive rebound by T. Parker,34,26
87,1,1:07.0,,F. Kaminsky misses 3-pt jump shot from 27 ft,34,26
88,1,1:04.0,Defensive rebound by D. Finney-Smith,,34,26
89,1,0:54.0,J. Barea makes 2-pt layup from 2 ft,,36,26
90,1,0:41.0,,T. Parker misses 2-pt jump shot from 11 ft,36,26
91,1,0:39.0,Defensive rebound by D. Finney-Smith,,36,26
92,1,0:31.0,D. Nowitzki makes 3-pt jump shot from 29 ft (assist by J. Barea),,39,26
93,1,0:12.0,,M. Monk misses 3-pt jump shot from 26 ft,39,26
94,1,0:09.0,Defensive rebound by D. Nowitzki,,39,26
95,1,0:01.0,J. Barea makes 3-pt jump shot from 26 ft,,42,26
96,2,11:48.0,,F. Kaminsky misses 2-pt layup from 2 ft,42,26
97,2,11:46.0,Defensive rebound by D. Nowitzki,,42,26
98,2,11:26.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by D. Powell),,45,26
99,2,11:08.0,,Turnover by M. Monk (bad pass; steal by D. Finney-Smith),45,26
100,2,10:48.0,J. Barea misses 3-pt jump shot from 26 ft,,45,26
101,2,10:43.0,Offensive rebound by D. Powell,,45,26
102,2,10:40.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,45,26
103,2,10:35.0,Offensive rebound by J. Barea,,45,26
104,2,10:24.0,D. Harris misses 2-pt layup from 1 ft,,45,26
105,2,10:22.0,,Defensive rebound by M. Bridges,45,26
106,2,10:14.0,,M. Bridges misses 3-pt jump shot from 23 ft,45,26
107,2,10:11.0,Defensive rebound by D. Powell,,45,26
108,2,10:09.0,Personal take foul by T. Parker (drawn by J. Barea),,45,26
109,2,10:09.0,,D. Graham enters the game for M. Monk,45,26
110,2,9:58.0,D. Finney-Smith misses 3-pt jump shot from 27 ft,,45,26
111,2,9:54.0,Offensive rebound by D. Powell,,45,26
112,2,9:53.0,D. Finney-Smith makes 2-pt layup from 2 ft (assist by D. Powell),,47,26
113,2,9:53.0,,Charlotte full timeout,47,26
114,2,9:43.0,,T. Parker misses 2-pt jump shot from 20 ft,47,26
115,2,9:41.0,,Offensive rebound by Team,47,26
116,2,9:27.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by M. Bridges),47,28
117,2,9:13.0,D. Finney-Smith makes 2-pt dunk from 1 ft (assist by J. Barea),,49,28
118,2,8:53.0,,Turnover by D. Graham (traveling),49,28
119,2,8:37.0,Turnover by D. Finney-Smith (bad pass; steal by D. Graham),,49,28
120,2,8:37.0,,Personal take foul by J. Barea (drawn by D. Graham),49,28
121,2,8:37.0,H. Barnes enters the game for D. Nowitzki,,49,28
122,2,8:37.0,,D. Bacon enters the game for F. Kaminsky,49,28
123,2,8:16.0,,M. Williams misses 2-pt jump shot from 8 ft,49,28
124,2,8:13.0,,Offensive rebound by M. Bridges,49,28
125,2,8:09.0,,M. Williams misses 3-pt jump shot from 25 ft,49,28
126,2,8:07.0,Defensive rebound by D. Finney-Smith,,49,28
127,2,8:07.0,,K. Walker enters the game for T. Parker,49,28
128,2,7:55.0,J. Barea misses 2-pt jump shot from 18 ft,,49,28
129,2,7:51.0,,Defensive rebound by M. Williams,49,28
130,2,7:45.0,,D. Graham misses 3-pt jump shot from 27 ft,49,28
131,2,7:43.0,,Offensive rebound by M. Bridges,49,28
132,2,7:35.0,,D. Graham makes 2-pt layup from 2 ft (assist by M. Williams),49,30
133,2,7:17.0,H. Barnes makes 2-pt jump shot from 13 ft,,51,30
134,2,6:56.0,,M. Bridges misses 2-pt hook shot from 9 ft,51,30
135,2,6:53.0,Defensive rebound by J. Barea,,51,30
136,2,6:51.0,D. Harris makes 2-pt layup from 1 ft (assist by J. Barea),,53,30
137,2,6:31.0,,K. Walker misses 2-pt jump shot from 13 ft,53,30
138,2,6:29.0,,Offensive rebound by M. Williams,53,30
139,2,6:29.0,,M. Williams misses 2-pt layup from 1 ft,53,30
140,2,6:29.0,,Offensive rebound by Team,53,30
141,2,6:29.0,W. Matthews enters the game for D. Harris,,53,30
142,2,6:25.0,,K. Walker misses 2-pt jump shot from 21 ft,53,30
143,2,6:22.0,Defensive rebound by D. Powell,,53,30
144,2,6:11.0,D. Powell makes 2-pt layup from 2 ft (assist by J. Barea),,55,30
145,2,5:51.0,,Turnover by D. Bacon (lost ball; steal by D. Powell),55,30
146,2,5:41.0,Personal foul by D. Bacon (drawn by J. Barea),,55,30
147,2,5:30.0,J. Barea misses 3-pt jump shot from 26 ft,,55,30
148,2,5:29.0,,Defensive rebound by Team,55,30
149,2,5:20.0,,K. Walker makes 2-pt layup from 1 ft,55,32
150,2,5:20.0,,Shooting foul by D. Powell (drawn by K. Walker),55,32
151,2,5:20.0,L. Dončić enters the game for J. Barea,,55,32
152,2,5:20.0,D. Jordan enters the game for D. Finney-Smith,,55,32
153,2,5:20.0,D. Smith enters the game for D. Powell,,55,32
154,2,5:20.0,,W. Hernangómez enters the game for D. Bacon,55,32
155,2,5:20.0,,K. Walker makes free throw 1 of 1,55,33
156,2,5:05.0,H. Barnes misses 3-pt jump shot from 25 ft,,55,33
157,2,5:02.0,,Defensive rebound by W. Hernangómez,55,33
158,2,4:57.0,,K. Walker misses 3-pt jump shot from 26 ft,55,33
159,2,4:54.0,Defensive rebound by W. Matthews,,55,33
160,2,4:39.0,H. Barnes misses 2-pt jump shot from 9 ft,,55,33
161,2,4:39.0,Offensive rebound by Team,,55,33
162,2,4:39.0,,Loose ball foul by M. Williams (drawn by D. Jordan),55,33
163,2,4:25.0,D. Smith misses 3-pt jump shot from 25 ft,,55,33
164,2,4:23.0,,Defensive rebound by W. Hernangómez,55,33
165,2,4:19.0,,D. Graham misses 3-pt jump shot from 26 ft,55,33
166,2,4:15.0,,Offensive rebound by W. Hernangómez,55,33
167,2,4:15.0,,W. Hernangómez makes 2-pt layup from 1 ft,55,35
168,2,4:15.0,Dallas full timeout,,55,35
169,2,4:15.0,,N. Batum enters the game for M. Bridges,55,35
170,2,4:15.0,,M. Kidd-Gilchrist enters the game for M. Williams,55,35
171,2,3:58.0,L. Dončić makes 2-pt jump shot from 8 ft,,57,35
172,2,3:44.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by K. Walker),57,38
173,2,3:27.0,L. Dončić makes 2-pt hook shot from 6 ft,,59,38
174,2,3:17.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 20 ft (assist by K. Walker),59,40
175,2,2:56.0,W. Matthews misses 3-pt jump shot from 26 ft,,59,40
176,2,2:53.0,,Defensive rebound by K. Walker,59,40
177,2,2:51.0,,Shooting foul by D. Smith (drawn by K. Walker),59,40
178,2,2:51.0,,K. Walker makes free throw 1 of 2,59,41
179,2,2:51.0,J. Barea enters the game for D. Smith,,59,41
180,2,2:51.0,,K. Walker misses free throw 2 of 2,59,41
181,2,2:47.0,Defensive rebound by D. Jordan,,59,41
182,2,2:31.0,H. Barnes makes 2-pt jump shot from 16 ft,,61,41
183,2,2:19.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 20 ft,61,41
184,2,2:16.0,Defensive rebound by L. Dončić,,61,41
185,2,2:01.0,D. Jordan makes 2-pt dunk from 1 ft (assist by J. Barea),,63,41
186,2,1:34.0,,D. Graham misses 3-pt jump shot from 26 ft,63,41
187,2,1:31.0,Defensive rebound by D. Jordan,,63,41
188,2,1:23.0,H. Barnes misses 3-pt jump shot from 26 ft,,63,41
189,2,1:19.0,,Defensive rebound by K. Walker,63,41
190,2,1:09.0,,K. Walker misses 3-pt jump shot from 26 ft,63,41
191,2,1:06.0,Defensive rebound by D. Jordan,,63,41
192,2,0:54.0,H. Barnes makes 2-pt layup from 1 ft,,65,41
193,2,0:41.0,,W. Hernangómez misses 2-pt jump shot from 17 ft,65,41
194,2,0:38.0,Defensive rebound by D. Jordan,,65,41
195,2,0:32.0,H. Barnes misses 3-pt jump shot from 26 ft,,65,41
196,2,0:29.0,,Defensive rebound by N. Batum,65,41
197,2,0:09.0,,Turnover by D. Graham (bad pass; steal by J. Barea),65,41
198,2,0:04.0,Personal foul by D. Graham (drawn by D. Jordan),,65,41
199,2,0:04.0,,D. Bacon enters the game for N. Batum,65,41
200,2,0:02.0,L. Dončić misses 2-pt jump shot from 17 ft,,65,41
201,2,0:01.0,Offensive rebound by D. Jordan,,65,41
202,2,0:00.0,D. Jordan misses 2-pt layup at rim,,65,41
203,2,0:00.0,Offensive rebound by Team,,65,41
204,3,11:46.0,,D. Graham misses 3-pt jump shot from 25 ft,65,41
205,3,11:41.0,,Offensive rebound by W. Hernangómez,65,41
206,3,11:40.0,,K. Walker misses 2-pt layup from 3 ft,65,41
207,3,11:40.0,Defensive rebound by Team,,65,41
208,3,11:40.0,,Loose ball foul by W. Hernangómez (drawn by H. Barnes),65,41
209,3,11:24.0,H. Barnes makes 3-pt jump shot from 24 ft (assist by D. Smith),,68,41
210,3,11:13.0,,Turnover by N. Batum (bad pass; steal by H. Barnes),68,41
211,3,11:09.0,Shooting foul by N. Batum (drawn by D. Smith),,68,41
212,3,11:09.0,D. Smith makes free throw 1 of 2,,69,41
213,3,11:09.0,D. Smith misses free throw 2 of 2,,69,41
214,3,11:06.0,,Defensive rebound by W. Hernangómez,69,41
215,3,10:52.0,,M. Williams makes 2-pt layup from 8 ft (assist by K. Walker),69,43
216,3,10:36.0,Shooting foul by N. Batum (drawn by W. Matthews),,69,43
217,3,10:36.0,W. Matthews makes free throw 1 of 2,,70,43
218,3,10:36.0,W. Matthews makes free throw 2 of 2,,71,43
219,3,10:23.0,,K. Walker misses 3-pt jump shot from 25 ft,71,43
220,3,10:20.0,Defensive rebound by L. Dončić,,71,43
221,3,10:10.0,D. Jordan misses 2-pt layup from 2 ft,,71,43
222,3,10:07.0,,Defensive rebound by W. Hernangómez,71,43
223,3,10:06.0,,Turnover by W. Hernangómez (bad pass; steal by D. Smith),71,43
224,3,10:02.0,L. Dončić misses 3-pt jump shot from 26 ft,,71,43
225,3,9:59.0,,Defensive rebound by N. Batum,71,43
226,3,9:56.0,,W. Hernangómez makes 2-pt layup from 1 ft (assist by D. Graham),71,45
227,3,9:32.0,L. Dončić misses 3-pt jump shot from 25 ft,,71,45
228,3,9:30.0,Offensive rebound by D. Jordan,,71,45
229,3,9:30.0,D. Jordan misses 2-pt layup from 2 ft (block by W. Hernangómez),,71,45
230,3,9:30.0,Offensive rebound by Team,,71,45
231,3,9:30.0,Turnover by Team (shot clock),,71,45
232,3,9:16.0,,W. Hernangómez misses 2-pt layup from 3 ft (block by D. Jordan),71,45
233,3,9:14.0,Defensive rebound by D. Jordan,,71,45
234,3,9:08.0,D. Smith makes 2-pt layup from 2 ft,,73,45
235,3,8:54.0,,M. Williams makes 3-pt jump shot from 26 ft (assist by W. Hernangómez),73,48
236,3,8:35.0,Personal foul by K. Walker (drawn by H. Barnes),,73,48
237,3,8:35.0,,Technical foul by K. Walker,73,48
238,3,8:35.0,H. Barnes makes technical free throw,,74,48
239,3,8:22.0,L. Dončić makes 2-pt layup from 7 ft,,76,48
240,3,8:10.0,,D. Graham misses 3-pt jump shot from 28 ft,76,48
241,3,8:10.0,Defensive rebound by L. Dončić,,76,48
242,3,8:03.0,Shooting foul by D. Graham (drawn by H. Barnes),,76,48
243,3,8:03.0,H. Barnes makes free throw 1 of 2,,77,48
244,3,8:03.0,,B. Biyombo enters the game for D. Graham,77,48
245,3,8:03.0,,M. Bridges enters the game for W. Hernangómez,77,48
246,3,8:03.0,H. Barnes makes free throw 2 of 2,,78,48
247,3,7:52.0,,K. Walker makes 2-pt layup from 1 ft,78,50
248,3,7:37.0,Turnover by D. Smith (bad pass),,78,50
249,3,7:27.0,,K. Walker misses 3-pt jump shot from 26 ft,78,50
250,3,7:25.0,Defensive rebound by L. Dončić,,78,50
251,3,7:15.0,Shooting foul by M. Bridges (drawn by W. Matthews),,78,50
252,3,7:15.0,W. Matthews makes free throw 1 of 2,,79,50
253,3,7:15.0,W. Matthews makes free throw 2 of 2,,80,50
254,3,6:59.0,,M. Williams misses 2-pt jump shot from 7 ft,80,50
255,3,6:57.0,Defensive rebound by L. Dončić,,80,50
256,3,6:53.0,D. Jordan makes 2-pt dunk from 1 ft (assist by L. Dončić),,82,50
257,3,6:40.0,,Shooting foul by D. Jordan (drawn by B. Biyombo),82,50
258,3,6:40.0,,Charlotte full timeout,82,50
259,3,6:40.0,,B. Biyombo makes free throw 1 of 2,82,51
260,3,6:40.0,,B. Biyombo misses free throw 2 of 2,82,51
261,3,6:31.0,Defensive rebound by L. Dončić,,82,51
262,3,6:20.0,L. Dončić misses 2-pt jump shot from 11 ft,,82,51
263,3,6:18.0,,Defensive rebound by M. Bridges,82,51
264,3,6:18.0,,Turnover by M. Bridges (bad pass; steal by D. Smith),82,51
265,3,6:03.0,W. Matthews misses 3-pt jump shot from 26 ft,,82,51
266,3,6:03.0,,Defensive rebound by N. Batum,82,51
267,3,6:03.0,,Shooting foul by W. Matthews (drawn by M. Bridges),82,51
268,3,6:03.0,,M. Bridges makes free throw 1 of 2,82,52
269,3,6:03.0,,M. Bridges makes free throw 2 of 2,82,53
270,3,5:51.0,D. Smith makes 3-pt jump shot from 26 ft (assist by L. Dončić),,85,53
271,3,5:36.0,,M. Bridges misses 3-pt jump shot from 23 ft,85,53
272,3,5:33.0,,Offensive rebound by N. Batum,85,53
273,3,5:30.0,,M. Williams misses 2-pt jump shot from 12 ft,85,53
274,3,5:28.0,,Offensive rebound by B. Biyombo,85,53
275,3,5:27.0,,B. Biyombo misses 2-pt layup from 1 ft,85,53
276,3,5:25.0,Defensive rebound by H. Barnes,,85,53
277,3,5:24.0,Shooting foul by M. Williams (drawn by D. Smith),,85,53
278,3,5:24.0,D. Smith makes free throw 1 of 2,,86,53
279,3,5:24.0,D. Smith makes free throw 2 of 2,,87,53
280,3,5:08.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by K. Walker),87,56
281,3,4:58.0,D. Smith misses 2-pt jump shot from 23 ft,,87,56
282,3,4:58.0,,Defensive rebound by B. Biyombo,87,56
283,3,4:52.0,,Personal foul by H. Barnes (drawn by K. Walker),87,56
284,3,4:43.0,,N. Batum misses 2-pt jump shot from 12 ft,87,56
285,3,4:35.0,Defensive rebound by H. Barnes,,87,56
286,3,4:23.0,L. Dončić makes 2-pt layup from 2 ft (assist by D. Smith),,89,56
287,3,4:12.0,,M. Bridges makes 2-pt layup from 2 ft (assist by N. Batum),89,58
288,3,4:12.0,,Shooting foul by D. Jordan (drawn by M. Bridges),89,58
289,3,4:12.0,,M. Bridges makes free throw 1 of 1,89,59
290,3,3:50.0,D. Jordan makes 2-pt dunk from 1 ft (assist by D. Smith),,91,59
291,3,3:36.0,,B. Biyombo makes 2-pt dunk from 1 ft (assist by N. Batum),91,61
292,3,3:26.0,H. Barnes misses 3-pt jump shot from 30 ft,,91,61
293,3,3:23.0,,Defensive rebound by B. Biyombo,91,61
294,3,3:16.0,,N. Batum misses 3-pt jump shot from 23 ft,91,61
295,3,3:15.0,Defensive rebound by H. Barnes,,91,61
296,3,3:15.0,Dallas full timeout,,91,61
297,3,3:15.0,,D. Bacon enters the game for K. Walker,91,61
298,3,3:15.0,,D. Graham enters the game for M. Williams,91,61
299,3,3:02.0,H. Barnes misses 2-pt layup from 2 ft,,91,61
300,3,3:00.0,,Defensive rebound by B. Biyombo,91,61
301,3,2:57.0,,Turnover by N. Batum (bad pass; steal by D. Smith),91,61
302,3,2:52.0,Turnover by D. Smith (bad pass; steal by N. Batum),,91,61
303,3,2:44.0,,Offensive foul by D. Graham (drawn by D. Smith),91,61
304,3,2:44.0,,Turnover by D. Graham (offensive foul),91,61
305,3,2:44.0,,Violation by Team (delay of game),91,61
306,3,2:34.0,Turnover by L. Dončić (out of bounds lost ball),,91,61
307,3,2:23.0,,M. Bridges misses 3-pt jump shot from 25 ft,91,61
308,3,2:23.0,Defensive rebound by W. Matthews,,91,61
309,3,2:14.0,D. Jordan makes 2-pt layup from 1 ft (assist by D. Smith),,93,61
310,3,2:00.0,,M. Bridges makes 2-pt layup from 3 ft (assist by D. Graham),93,63
311,3,1:48.0,Shooting foul by D. Graham (drawn by L. Dončić),,93,63
312,3,1:48.0,L. Dončić misses free throw 1 of 2,,93,63
313,3,1:48.0,Offensive rebound by Team,,93,63
314,3,1:48.0,D. Harris enters the game for D. Jordan,,93,63
315,3,1:48.0,D. Powell enters the game for W. Matthews,,93,63
316,3,1:48.0,,J. Macura enters the game for D. Graham,93,63
317,3,1:48.0,L. Dončić makes free throw 2 of 2,,94,63
318,3,1:30.0,,D. Bacon makes 2-pt layup from 2 ft (assist by B. Biyombo),94,65
319,3,1:11.0,H. Barnes misses 2-pt jump shot from 16 ft,,94,65
320,3,1:08.0,,Defensive rebound by B. Biyombo,94,65
321,3,0:59.0,,Offensive foul by M. Bridges (drawn by D. Harris),94,65
322,3,0:59.0,,Turnover by M. Bridges (offensive foul),94,65
323,3,0:59.0,D. Finney-Smith enters the game for L. Dončić,,94,65
324,3,0:50.0,Turnover by D. Finney-Smith (out of bounds lost ball),,94,65
325,3,0:36.0,,J. Macura misses 3-pt jump shot from 25 ft,94,65
326,3,0:34.0,Defensive rebound by D. Powell,,94,65
327,3,0:28.0,D. Smith misses 2-pt layup from 2 ft,,94,65
328,3,0:26.0,,Defensive rebound by B. Biyombo,94,65
329,3,0:19.0,,J. Macura misses 2-pt layup from 7 ft,94,65
330,3,0:17.0,Defensive rebound by H. Barnes,,94,65
331,3,0:02.0,H. Barnes misses 3-pt jump shot from 27 ft,,94,65
332,3,0:02.0,,Defensive rebound by N. Batum,94,65
333,4,11:37.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,94,65
334,4,11:35.0,,Defensive rebound by J. Macura,94,65
335,4,11:29.0,,Turnover by D. Bacon (bad pass),94,65
336,4,11:13.0,D. Powell makes 2-pt dunk from 1 ft (assist by J. Brunson),,96,65
337,4,10:58.0,,D. Graham misses 2-pt layup from 1 ft,96,65
338,4,10:53.0,,Offensive rebound by F. Kaminsky,96,65
339,4,10:53.0,,F. Kaminsky makes 2-pt layup at rim,96,67
340,4,10:37.0,D. Powell makes 2-pt dunk from 2 ft (assist by D. Harris),,98,67
341,4,10:37.0,,Charlotte full timeout,98,67
342,4,10:22.0,,D. Bacon misses 3-pt jump shot from 26 ft,98,67
343,4,10:20.0,,Offensive rebound by F. Kaminsky,98,67
344,4,10:11.0,,J. Macura misses 3-pt jump shot from 30 ft,98,67
345,4,10:07.0,Defensive rebound by M. Kleber,,98,67
346,4,10:05.0,Personal foul by D. Bacon (drawn by J. Brunson),,98,67
347,4,9:57.0,M. Kleber makes 3-pt jump shot from 26 ft (assist by J. Brunson),,101,67
348,4,9:40.0,,J. Macura makes 2-pt layup at rim (assist by F. Kaminsky),101,69
349,4,9:39.0,Dallas full timeout,,101,69
350,4,9:39.0,S. Mejri enters the game for D. Harris,,101,69
351,4,9:26.0,Turnover by M. Kleber (step out of bounds),,101,69
352,4,9:14.0,,F. Kaminsky misses 2-pt jump shot from 10 ft,101,69
353,4,9:10.0,Defensive rebound by D. Finney-Smith,,101,69
354,4,9:05.0,D. Powell makes 3-pt jump shot from 24 ft (assist by D. Finney-Smith),,104,69
355,4,9:05.0,Shooting foul by M. Kidd-Gilchrist (drawn by D. Powell),,104,69
356,4,9:05.0,D. Powell makes free throw 1 of 1,,105,69
357,4,8:51.0,,J. Macura misses 3-pt jump shot from 23 ft,105,69
358,4,8:48.0,Defensive rebound by M. Kleber,,105,69
359,4,8:42.0,D. Powell misses 3-pt jump shot from 25 ft,,105,69
360,4,8:39.0,,Defensive rebound by F. Kaminsky,105,69
361,4,8:39.0,,M. Bridges enters the game for M. Kidd-Gilchrist,105,69
362,4,8:31.0,,D. Graham misses 2-pt jump shot from 15 ft,105,69
363,4,8:28.0,Defensive rebound by M. Kleber,,105,69
364,4,8:23.0,Offensive foul by D. Finney-Smith (drawn by J. Macura),,105,69
365,4,8:23.0,Turnover by D. Finney-Smith (offensive foul),,105,69
366,4,8:10.0,,Turnover by D. Bacon (bad pass; steal by M. Kleber),105,69
367,4,8:01.0,M. Kleber makes 3-pt jump shot from 26 ft (assist by J. Brunson),,108,69
368,4,7:43.0,,M. Bridges misses 3-pt jump shot from 24 ft,108,69
369,4,7:39.0,,Offensive rebound by F. Kaminsky,108,69
370,4,7:37.0,,J. Macura misses 2-pt layup from 3 ft (block by D. Powell),108,69
371,4,7:37.0,Defensive rebound by Team,,108,69
372,4,7:27.0,S. Mejri misses 2-pt jump shot from 22 ft,,108,69
373,4,7:23.0,,Defensive rebound by D. Bacon,108,69
374,4,7:17.0,,D. Bacon makes 2-pt layup from 1 ft,108,71
375,4,7:05.0,D. Powell makes 3-pt jump shot from 26 ft (assist by J. Brunson),,111,71
376,4,6:51.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,111,71
377,4,6:49.0,Defensive rebound by D. Finney-Smith,,111,71
378,4,6:43.0,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by M. Kleber),,114,71
379,4,6:43.0,,Charlotte full timeout,114,71
