,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,NEW ORLEANS_ACTION,BROOKLYN_SCORE,NEW ORLEANS_SCORE
67,1,5:23.0,S. Dinwiddie enters the game for D. Russell,,17,16
68,1,5:23.0,C. LeVert makes free throw 2 of 2,,18,16
69,1,5:09.0,,Personal foul by R. Hollis-Jefferson (drawn by J. Randle),18,16
70,1,5:06.0,,J. Holiday makes 2-pt dunk from 1 ft (assist by A. Davis),18,18
71,1,4:41.0,C. LeVert misses 2-pt layup from 3 ft,,18,18
72,1,4:40.0,Offensive rebound by Team,,18,18
73,1,4:40.0,Turnover by Team (shot clock),,18,18
74,1,4:40.0,,I. Clark enters the game for E. Payton,18,18
75,1,4:24.0,,J. Randle misses 2-pt hook shot from 7 ft,18,18
76,1,4:21.0,Defensive rebound by A. Crabbe,,18,18
77,1,4:19.0,R. Hollis-Jefferson makes 2-pt jump shot from 16 ft (assist by C. LeVert),,20,18
78,1,4:05.0,,Turnover by J. Holiday (bad pass; steal by S. Dinwiddie),20,18
79,1,3:58.0,C. LeVert makes 2-pt layup from 2 ft (assist by A. Crabbe),,22,18
80,1,3:49.0,,E. Moore makes 3-pt jump shot from 24 ft (assist by J. Holiday),22,21
81,1,3:35.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by S. Dinwiddie),,24,21
82,1,3:24.0,,Shooting foul by E. Davis (drawn by J. Holiday),24,21
83,1,3:24.0,,J. Holiday makes free throw 1 of 2,24,22
84,1,3:24.0,,N. Mirotić enters the game for A. Davis,24,22
85,1,3:24.0,,J. Holiday makes free throw 2 of 2,24,23
86,1,3:18.0,Shooting foul by I. Clark (drawn by A. Crabbe),,24,23
87,1,3:18.0,A. Crabbe makes free throw 1 of 3,,25,23
88,1,3:18.0,A. Crabbe makes free throw 2 of 3,,26,23
89,1,3:18.0,S. Napier enters the game for C. LeVert,,26,23
90,1,3:18.0,A. Crabbe makes free throw 3 of 3,,27,23
91,1,3:07.0,,N. Mirotić misses 2-pt layup at rim,27,23
92,1,3:04.0,Defensive rebound by R. Hollis-Jefferson,,27,23
93,1,3:00.0,S. Napier misses 3-pt jump shot from 25 ft,,27,23
94,1,2:56.0,,Defensive rebound by J. Holiday,27,23
95,1,2:51.0,,J. Holiday misses 3-pt jump shot from 25 ft,27,23
96,1,2:48.0,Defensive rebound by E. Davis,,27,23
97,1,2:40.0,A. Crabbe misses 3-pt jump shot from 25 ft,,27,23
98,1,2:37.0,,Defensive rebound by I. Clark,27,23
99,1,2:33.0,,Personal foul by A. Crabbe (drawn by N. Mirotić),27,23
100,1,2:33.0,,N. Mirotić makes free throw 1 of 2,27,24
101,1,2:33.0,,S. Hill enters the game for J. Holiday,27,24
102,1,2:33.0,,D. Miller enters the game for E. Moore,27,24
103,1,2:33.0,,N. Mirotić makes free throw 2 of 2,27,25
104,1,2:19.0,R. Hollis-Jefferson misses 2-pt jump shot from 17 ft,,27,25
105,1,2:16.0,,Defensive rebound by Team,27,25
106,1,2:06.0,,D. Miller makes 3-pt jump shot from 25 ft (assist by J. Randle),27,28
107,1,1:50.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,27,28
108,1,1:45.0,,Defensive rebound by N. Mirotić,27,28
109,1,1:40.0,,J. Randle misses 3-pt jump shot from 25 ft,27,28
110,1,1:34.0,Defensive rebound by S. Napier,,27,28
111,1,1:33.0,S. Napier makes 3-pt jump shot from 26 ft,,30,28
112,1,1:17.0,,I. Clark makes 2-pt jump shot from 21 ft (assist by D. Miller),30,30
113,1,1:00.0,Turnover by S. Dinwiddie (bad pass; steal by N. Mirotić),,30,30
114,1,0:52.0,,J. Randle misses 2-pt layup from 2 ft,30,30
115,1,0:50.0,Defensive rebound by E. Davis,,30,30
116,1,0:39.0,R. Hollis-Jefferson misses 2-pt layup from 3 ft,,30,30
117,1,0:33.0,Offensive rebound by E. Davis,,30,30
118,1,0:33.0,E. Davis misses 2-pt layup from 1 ft,,30,30
119,1,0:32.0,,Defensive rebound by I. Clark,30,30
120,1,0:29.0,,D. Miller misses 3-pt jump shot from 25 ft (block by S. Dinwiddie),30,30
121,1,0:29.0,Violation by Team (kicked ball),,30,30
122,1,0:29.0,,Offensive rebound by Team,30,30
123,1,0:23.0,,J. Randle makes 2-pt layup from 1 ft (assist by D. Miller),30,32
124,1,0:02.0,S. Dinwiddie misses 3-pt jump shot from 23 ft,,30,32
125,1,0:02.0,,Defensive rebound by J. Randle,30,32
126,2,11:42.0,S. Dinwiddie makes 3-pt jump shot from 23 ft (assist by J. Harris),,33,32
127,2,11:27.0,,D. Miller misses 2-pt jump shot from 23 ft,33,32
128,2,11:24.0,Defensive rebound by J. Harris,,33,32
129,2,11:18.0,Personal foul by D. Miller (drawn by S. Napier),,33,32
130,2,11:08.0,J. Harris makes 2-pt layup from 2 ft (assist by A. Crabbe),,35,32
131,2,10:52.0,,N. Mirotić misses 2-pt jump shot from 12 ft,35,32
132,2,10:49.0,Defensive rebound by S. Napier,,35,32
133,2,10:41.0,A. Crabbe misses 3-pt jump shot from 25 ft,,35,32
134,2,10:35.0,,Defensive rebound by D. Miller,35,32
135,2,10:23.0,,I. Clark makes 2-pt layup from 2 ft (assist by J. Randle),35,34
136,2,10:07.0,E. Davis misses 2-pt layup from 2 ft (block by N. Mirotić),,35,34
137,2,10:07.0,Offensive rebound by Team,,35,34
138,2,10:07.0,,E. Payton enters the game for D. Miller,35,34
139,2,10:00.0,A. Crabbe makes 2-pt jump shot from 6 ft (assist by S. Dinwiddie),,37,34
140,2,9:47.0,,S. Hill misses 3-pt jump shot from 26 ft,37,34
141,2,9:44.0,Defensive rebound by E. Davis,,37,34
142,2,9:34.0,S. Dinwiddie makes 3-pt jump shot from 27 ft,,40,34
143,2,9:11.0,,J. Randle makes 2-pt layup from 2 ft,40,36
144,2,8:57.0,Personal foul by E. Payton (drawn by S. Napier),,40,36
145,2,8:57.0,,A. Davis enters the game for J. Randle,40,36
146,2,8:52.0,S. Napier makes 3-pt jump shot from 27 ft (assist by E. Davis),,43,36
147,2,8:40.0,,E. Payton makes 2-pt layup from 1 ft,43,38
148,2,8:34.0,S. Dinwiddie makes 2-pt dunk from 1 ft (assist by S. Napier),,45,38
149,2,8:34.0,,New Orleans full timeout,45,38
150,2,8:34.0,,W. Johnson enters the game for N. Mirotić,45,38
151,2,8:21.0,,W. Johnson misses 2-pt jump shot from 16 ft,45,38
152,2,8:18.0,Defensive rebound by A. Crabbe,,45,38
153,2,8:13.0,Personal foul by I. Clark (drawn by S. Napier),,45,38
154,2,8:04.0,A. Crabbe misses 2-pt layup from 1 ft,,45,38
155,2,8:02.0,Offensive rebound by E. Davis,,45,38
156,2,8:00.0,E. Davis makes 2-pt layup from 2 ft,,47,38
157,2,7:53.0,,E. Payton misses 2-pt layup from 1 ft,47,38
158,2,7:53.0,Defensive rebound by S. Dinwiddie,,47,38
159,2,7:43.0,Turnover by S. Dinwiddie (bad pass; steal by A. Davis),,47,38
160,2,7:38.0,,S. Hill makes 2-pt layup from 2 ft,47,40
161,2,7:14.0,Personal foul by W. Johnson (drawn by A. Crabbe),,47,40
162,2,7:14.0,J. Allen enters the game for A. Crabbe,,47,40
163,2,7:14.0,J. Dudley enters the game for E. Davis,,47,40
164,2,7:14.0,C. LeVert enters the game for S. Dinwiddie,,47,40
165,2,7:14.0,D. Russell enters the game for S. Napier,,47,40
166,2,7:14.0,,J. Holiday enters the game for I. Clark,47,40
167,2,7:00.0,Turnover by Team (shot clock),,47,40
168,2,6:41.0,,E. Payton misses 3-pt jump shot from 25 ft,47,40
169,2,6:40.0,,Offensive rebound by Team,47,40
170,2,6:34.0,,A. Davis misses 2-pt hook shot from 3 ft,47,40
171,2,6:30.0,Defensive rebound by D. Russell,,47,40
172,2,6:19.0,Turnover by C. LeVert (lost ball; steal by W. Johnson),,47,40
173,2,6:16.0,,Turnover by W. Johnson (lost ball; steal by D. Russell),47,40
174,2,6:07.0,D. Russell makes 2-pt jump shot from 14 ft,,49,40
175,2,5:54.0,,A. Davis makes 3-pt jump shot from 24 ft (assist by E. Payton),49,43
176,2,5:43.0,Turnover by D. Russell (bad pass; steal by W. Johnson),,49,43
177,2,5:36.0,,A. Davis makes 2-pt layup from 2 ft (assist by S. Hill),49,45
178,2,5:36.0,Brooklyn full timeout,,49,45
179,2,5:11.0,D. Russell misses 2-pt jump shot from 19 ft,,49,45
180,2,5:09.0,,Defensive rebound by A. Davis,49,45
181,2,5:01.0,,Offensive foul by W. Johnson (drawn by C. LeVert),49,45
182,2,5:01.0,,Turnover by W. Johnson (offensive foul),49,45
183,2,4:42.0,C. LeVert misses 3-pt jump shot from 26 ft,,49,45
184,2,4:39.0,Offensive rebound by J. Allen,,49,45
185,2,4:38.0,J. Dudley makes 3-pt jump shot from 26 ft (assist by J. Allen),,52,45
186,2,4:20.0,,W. Johnson makes 2-pt jump shot from 13 ft (assist by E. Payton),52,47
187,2,4:09.0,C. LeVert misses 2-pt layup from 2 ft (block by J. Holiday),,52,47
188,2,4:09.0,Offensive rebound by C. LeVert,,52,47
189,2,4:09.0,C. LeVert misses 2-pt layup from 1 ft (block by A. Davis),,52,47
190,2,4:09.0,Offensive rebound by J. Allen,,52,47
191,2,4:08.0,J. Allen misses 2-pt layup from 2 ft (block by W. Johnson),,52,47
192,2,4:08.0,Offensive rebound by Team,,52,47
193,2,4:08.0,S. Dinwiddie enters the game for J. Dudley,,52,47
194,2,4:08.0,R. Hollis-Jefferson enters the game for J. Harris,,52,47
195,2,4:08.0,,E. Moore enters the game for S. Hill,52,47
196,2,3:57.0,C. LeVert misses 3-pt jump shot from 25 ft,,52,47
197,2,3:54.0,,Defensive rebound by E. Payton,52,47
198,2,3:52.0,,A. Davis misses 2-pt jump shot from 12 ft,52,47
199,2,3:50.0,Defensive rebound by S. Dinwiddie,,52,47
200,2,3:44.0,D. Russell makes 3-pt jump shot from 22 ft (assist by C. LeVert),,55,47
201,2,3:23.0,,E. Payton misses 2-pt layup from 1 ft,55,47
202,2,3:21.0,Defensive rebound by J. Allen,,55,47
203,2,3:18.0,Turnover by J. Allen (bad pass; steal by E. Moore),,55,47
204,2,3:11.0,,A. Davis misses 3-pt jump shot from 26 ft,55,47
205,2,3:09.0,Defensive rebound by D. Russell,,55,47
206,2,2:59.0,D. Russell makes 2-pt jump shot from 17 ft,,57,47
207,2,2:42.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by E. Payton),57,50
208,2,2:21.0,D. Russell makes 3-pt jump shot from 23 ft (assist by C. LeVert),,60,50
209,2,2:06.0,,A. Davis misses 2-pt jump shot from 17 ft,60,50
210,2,2:06.0,Defensive rebound by D. Russell,,60,50
211,2,1:57.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft,,60,50
212,2,1:53.0,,Defensive rebound by E. Moore,60,50
213,2,1:51.0,,Shooting foul by S. Dinwiddie (drawn by W. Johnson),60,50
214,2,1:51.0,,W. Johnson makes free throw 1 of 2,60,51
215,2,1:51.0,,W. Johnson misses free throw 2 of 2,60,51
216,2,1:49.0,Defensive rebound by J. Allen,,60,51
217,2,1:42.0,D. Russell makes 3-pt jump shot from 27 ft,,63,51
218,2,1:32.0,,A. Davis misses 2-pt layup from 3 ft (block by R. Hollis-Jefferson),63,51
219,2,1:32.0,,Offensive rebound by A. Davis,63,51
220,2,1:32.0,,Shooting foul by D. Russell (drawn by A. Davis),63,51
221,2,1:32.0,,A. Davis makes free throw 1 of 2,63,52
222,2,1:32.0,,A. Davis makes free throw 2 of 2,63,53
223,2,1:20.0,C. LeVert makes 2-pt layup from 1 ft,,65,53
224,2,1:20.0,Shooting foul by J. Holiday (drawn by C. LeVert),,65,53
225,2,1:20.0,C. LeVert makes free throw 1 of 1,,66,53
226,2,1:13.0,,A. Davis makes 2-pt dunk at rim (assist by E. Payton),66,55
227,2,0:48.0,J. Allen misses 2-pt layup from 2 ft (block by A. Davis),,66,55
228,2,0:48.0,Offensive rebound by Team,,66,55
229,2,0:48.0,Turnover by Team (shot clock),,66,55
230,2,0:29.0,,E. Moore makes 2-pt jump shot from 16 ft,66,57
231,2,0:09.0,Turnover by D. Russell (bad pass; steal by A. Davis),,66,57
232,2,0:03.0,,E. Moore misses 3-pt jump shot from 26 ft,66,57
233,2,0:01.0,,Offensive rebound by A. Davis,66,57
234,2,0:01.0,,A. Davis misses 2-pt jump shot from 5 ft,66,57
235,2,0:00.0,Defensive rebound by R. Hollis-Jefferson,,66,57
236,3,11:36.0,J. Allen makes 2-pt hook shot from 8 ft (assist by D. Russell),,68,57
237,3,11:19.0,,N. Mirotić makes 2-pt jump shot from 20 ft (assist by E. Moore),68,59
238,3,11:03.0,D. Russell makes 3-pt jump shot from 25 ft,,71,59
239,3,10:42.0,,A. Davis misses 2-pt jump shot from 15 ft,71,59
240,3,10:41.0,,Offensive rebound by N. Mirotić,71,59
241,3,10:40.0,,N. Mirotić makes 2-pt layup from 1 ft,71,61
242,3,10:24.0,J. Harris misses 2-pt jump shot from 13 ft (block by A. Davis),,71,61
243,3,10:20.0,,Defensive rebound by N. Mirotić,71,61
244,3,10:18.0,,N. Mirotić misses 3-pt jump shot from 29 ft,71,61
245,3,10:13.0,Defensive rebound by J. Allen,,71,61
246,3,10:08.0,C. LeVert misses 2-pt jump shot from 13 ft,,71,61
247,3,10:04.0,Offensive rebound by C. LeVert,,71,61
248,3,10:03.0,J. Harris misses 3-pt jump shot from 23 ft,,71,61
249,3,10:03.0,Offensive rebound by J. Allen,,71,61
250,3,9:57.0,D. Russell misses 3-pt jump shot from 25 ft,,71,61
251,3,9:55.0,,Defensive rebound by A. Davis,71,61
252,3,9:49.0,,E. Payton misses 2-pt layup from 1 ft,71,61
253,3,9:47.0,,Offensive rebound by N. Mirotić,71,61
254,3,9:44.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by A. Davis),71,64
255,3,9:18.0,C. LeVert misses 2-pt jump shot from 13 ft,,71,64
256,3,9:16.0,,Defensive rebound by N. Mirotić,71,64
257,3,9:07.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),71,66
258,3,9:07.0,Brooklyn full timeout,,71,66
259,3,8:57.0,Offensive foul by J. Dudley (drawn by E. Moore),,71,66
260,3,8:57.0,Turnover by J. Dudley (offensive foul),,71,66
261,3,8:47.0,,E. Payton misses 2-pt layup from 1 ft,71,66
262,3,8:42.0,,Offensive rebound by A. Davis,71,66
263,3,8:42.0,,A. Davis misses 2-pt layup from 1 ft,71,66
264,3,8:41.0,Defensive rebound by J. Allen,,71,66
265,3,8:26.0,C. LeVert misses 2-pt layup from 2 ft,,71,66
266,3,8:24.0,,Defensive rebound by E. Payton,71,66
267,3,8:21.0,,Turnover by E. Payton (bad pass),71,66
268,3,8:06.0,D. Russell misses 2-pt jump shot from 6 ft,,71,66
269,3,8:04.0,,Defensive rebound by A. Davis,71,66
270,3,7:49.0,,N. Mirotić makes 2-pt layup from 1 ft (assist by E. Payton),71,68
271,3,7:30.0,J. Allen makes 2-pt dunk from 1 ft (assist by C. LeVert),,73,68
272,3,7:15.0,,J. Holiday misses 3-pt jump shot from 26 ft,73,68
273,3,7:13.0,Defensive rebound by Team,,73,68
274,3,7:03.0,C. LeVert misses 3-pt jump shot from 25 ft,,73,68
275,3,7:01.0,,Defensive rebound by N. Mirotić,73,68
276,3,6:56.0,,E. Payton makes 2-pt layup from 3 ft,73,70
277,3,6:56.0,,Shooting foul by J. Allen (drawn by E. Payton),73,70
278,3,6:56.0,,E. Payton makes free throw 1 of 1,73,71
279,3,6:45.0,J. Dudley makes 3-pt jump shot from 25 ft (assist by D. Russell),,76,71
280,3,6:31.0,,E. Payton makes 3-pt jump shot from 27 ft (assist by A. Davis),76,74
281,3,6:19.0,C. LeVert misses 2-pt layup from 2 ft,,76,74
282,3,6:15.0,Offensive rebound by D. Russell,,76,74
283,3,6:06.0,D. Russell misses 3-pt jump shot from 26 ft,,76,74
284,3,6:02.0,,Defensive rebound by A. Davis,76,74
285,3,5:58.0,,Offensive foul by E. Payton (drawn by J. Dudley),76,74
286,3,5:58.0,,Turnover by E. Payton (offensive foul),76,74
287,3,5:58.0,A. Crabbe enters the game for J. Dudley,,76,74
288,3,5:58.0,R. Hollis-Jefferson enters the game for J. Harris,,76,74
289,3,5:58.0,,J. Randle enters the game for N. Mirotić,76,74
290,3,5:42.0,D. Russell misses 2-pt jump shot from 6 ft,,76,74
291,3,5:40.0,,Defensive rebound by E. Payton,76,74
292,3,5:35.0,,E. Moore misses 2-pt layup from 5 ft,76,74
293,3,5:35.0,,Offensive rebound by E. Moore,76,74
294,3,5:30.0,,E. Moore makes 2-pt layup from 1 ft,76,76
295,3,5:18.0,C. LeVert makes 3-pt jump shot from 26 ft,,79,76
296,3,5:08.0,,A. Davis misses 2-pt layup from 2 ft,79,76
297,3,5:08.0,,Offensive rebound by J. Randle,79,76
298,3,5:04.0,,Turnover by J. Randle (lost ball; steal by A. Crabbe),79,76
299,3,4:54.0,Personal foul by E. Payton (drawn by C. LeVert),,79,76
300,3,4:54.0,E. Davis enters the game for J. Allen,,79,76
301,3,4:54.0,S. Dinwiddie enters the game for D. Russell,,79,76
302,3,4:54.0,,I. Clark enters the game for E. Payton,79,76
303,3,4:47.0,C. LeVert misses 2-pt layup from 2 ft,,79,76
304,3,4:45.0,,Defensive rebound by J. Holiday,79,76
305,3,4:40.0,,J. Holiday misses 2-pt jump shot from 14 ft (block by S. Dinwiddie),79,76
306,3,4:40.0,Defensive rebound by R. Hollis-Jefferson,,79,76
307,3,4:36.0,Turnover by C. LeVert (bad pass),,79,76
308,3,4:27.0,,J. Holiday misses 2-pt jump shot from 8 ft,79,76
309,3,4:25.0,Defensive rebound by E. Davis,,79,76
310,3,4:14.0,E. Davis misses 2-pt layup from 2 ft (block by J. Randle),,79,76
311,3,4:13.0,Offensive rebound by E. Davis,,79,76
312,3,4:13.0,E. Davis misses 2-pt layup from 2 ft,,79,76
313,3,4:13.0,,Defensive rebound by Team,79,76
314,3,4:13.0,Loose ball foul by E. Davis (drawn by A. Davis),,79,76
315,3,4:13.0,,S. Hill enters the game for J. Holiday,79,76
316,3,3:51.0,,J. Randle misses 2-pt layup from 1 ft,79,76
317,3,3:51.0,Defensive rebound by Team,,79,76
318,3,3:40.0,A. Crabbe makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),,82,76
319,3,3:30.0,,E. Moore makes 2-pt layup from 2 ft,82,78
320,3,3:30.0,,Shooting foul by A. Crabbe (drawn by E. Moore),82,78
321,3,3:30.0,S. Napier enters the game for C. LeVert,,82,78
322,3,3:30.0,,E. Moore makes free throw 1 of 1,82,79
323,3,3:18.0,A. Crabbe misses 2-pt layup from 3 ft (block by A. Davis),,82,79
324,3,3:17.0,Offensive rebound by E. Davis,,82,79
325,3,3:17.0,Shooting foul by A. Davis (drawn by E. Davis),,82,79
326,3,3:17.0,E. Davis misses free throw 1 of 2,,82,79
327,3,3:17.0,Offensive rebound by Team,,82,79
328,3,3:17.0,E. Davis makes free throw 2 of 2,,83,79
329,3,3:07.0,,I. Clark misses 2-pt layup from 2 ft,83,79
330,3,3:05.0,,Offensive rebound by J. Randle,83,79
331,3,3:04.0,,J. Randle makes 2-pt layup from 2 ft,83,81
332,3,2:46.0,R. Hollis-Jefferson misses 2-pt layup from 3 ft (block by A. Davis),,83,81
333,3,2:42.0,Offensive rebound by E. Davis,,83,81
334,3,2:41.0,E. Davis makes 2-pt layup from 2 ft,,85,81
335,3,2:31.0,,J. Randle makes 2-pt layup from 3 ft,85,83
336,3,2:21.0,A. Crabbe misses 3-pt jump shot from 27 ft,,85,83
337,3,2:18.0,,Defensive rebound by A. Davis,85,83
338,3,2:12.0,,Personal foul by R. Hollis-Jefferson (drawn by J. Randle),85,83
339,3,2:12.0,,New Orleans full timeout,85,83
340,3,2:12.0,,J. Holiday enters the game for A. Davis,85,83
341,3,2:12.0,,N. Mirotić enters the game for E. Moore,85,83
342,3,2:05.0,,I. Clark makes 3-pt jump shot from 26 ft (assist by J. Holiday),85,86
343,3,1:52.0,Shooting foul by I. Clark (drawn by S. Napier),,85,86
344,3,1:52.0,S. Napier misses free throw 1 of 3,,85,86
345,3,1:52.0,Offensive rebound by Team,,85,86
346,3,1:52.0,S. Napier misses free throw 2 of 3,,85,86
347,3,1:52.0,Offensive rebound by Team,,85,86
348,3,1:52.0,S. Napier makes free throw 3 of 3,,86,86
349,3,1:36.0,,J. Randle misses 2-pt hook shot from 6 ft,86,86
350,3,1:33.0,Defensive rebound by R. Hollis-Jefferson,,86,86
351,3,1:26.0,S. Napier makes 2-pt layup from 2 ft (assist by R. Hollis-Jefferson),,88,86
352,3,1:11.0,,I. Clark makes 2-pt jump shot from 8 ft (assist by J. Randle),88,88
353,3,0:49.0,R. Hollis-Jefferson misses 2-pt jump shot from 6 ft,,88,88
354,3,0:47.0,,Defensive rebound by J. Randle,88,88
355,3,0:34.0,,N. Mirotić misses 2-pt jump shot from 10 ft,88,88
356,3,0:30.0,Defensive rebound by R. Hollis-Jefferson,,88,88
357,3,0:24.0,S. Napier misses 2-pt layup from 2 ft,,88,88
358,3,0:22.0,,Defensive rebound by N. Mirotić,88,88
359,3,0:14.0,,J. Holiday misses 2-pt layup from 2 ft,88,88
360,3,0:11.0,Defensive rebound by E. Davis,,88,88
361,3,0:00.0,S. Dinwiddie makes 3-pt jump shot from 26 ft,,91,88
362,4,11:43.0,,J. Randle misses 2-pt layup from 2 ft (block by E. Davis),91,88
363,4,11:43.0,,Offensive rebound by J. Randle,91,88
364,4,11:43.0,,J. Randle makes 2-pt layup from 1 ft,91,90
365,4,11:43.0,,Shooting foul by E. Davis (drawn by J. Randle),91,90
366,4,11:43.0,,E. Payton enters the game for N. Mirotić,91,90
367,4,11:43.0,,J. Randle misses free throw 1 of 1,91,90
368,4,11:43.0,Defensive rebound by J. Harris,,91,90
369,4,11:23.0,S. Napier makes 2-pt layup from 1 ft,,93,90
370,4,11:13.0,,J. Holiday misses 3-pt jump shot from 25 ft,93,90
371,4,11:11.0,Defensive rebound by E. Davis,,93,90
372,4,10:53.0,S. Napier misses 2-pt layup from 3 ft (block by J. Randle),,93,90
373,4,10:50.0,,Defensive rebound by J. Randle,93,90
374,4,10:50.0,,J. Randle misses 2-pt layup from 3 ft (block by A. Crabbe),93,90
375,4,10:47.0,,Offensive rebound by S. Hill,93,90
376,4,10:45.0,,S. Hill misses 2-pt jump shot from 11 ft,93,90
377,4,10:44.0,Defensive rebound by S. Dinwiddie,,93,90
378,4,10:37.0,S. Napier makes 2-pt layup from 1 ft (assist by S. Dinwiddie),,95,90
379,4,10:18.0,,E. Payton makes 2-pt jump shot from 8 ft,95,92
380,4,10:18.0,,Shooting foul by S. Napier (drawn by E. Payton),95,92
381,4,10:18.0,,A. Davis enters the game for J. Randle,95,92
