,QUARTER,TIME_REMAINING,ORLANDO_ACTION,BOSTON_ACTION,ORLANDO_SCORE,BOSTON_SCORE
0,1,11:45.0,,K. Irving misses 3-pt jump shot from 26 ft,0,0
1,1,11:44.0,Defensive rebound by J. Isaac,,0,0
2,1,11:27.0,D. Augustin misses 3-pt jump shot from 27 ft,,0,0
3,1,11:25.0,,Defensive rebound by J. Tatum,0,0
4,1,11:17.0,,J. Brown misses 2-pt layup from 4 ft,0,0
5,1,11:15.0,Defensive rebound by Team,,0,0
6,1,11:09.0,Personal foul by G. Hayward (drawn by A. Gordon),,0,0
7,1,11:02.0,Turnover by D. Augustin (bad pass; steal by G. Hayward),,0,0
8,1,10:56.0,,A. Horford misses 3-pt jump shot from 27 ft,0,0
9,1,10:54.0,Defensive rebound by N. Vučević,,0,0
10,1,10:36.0,E. Fournier makes 2-pt dunk from 2 ft (assist by D. Augustin),,2,0
11,1,10:17.0,,Shooting foul by N. Vučević (drawn by A. Horford),2,0
12,1,10:17.0,,A. Horford makes free throw 1 of 2,2,1
13,1,10:17.0,,A. Horford makes free throw 2 of 2,2,2
14,1,10:02.0,J. Isaac makes 2-pt dunk from 2 ft (assist by A. Gordon),,4,2
15,1,9:43.0,,A. Horford misses 3-pt jump shot from 25 ft,4,2
16,1,9:42.0,Defensive rebound by J. Isaac,,4,2
17,1,9:33.0,N. Vučević makes 2-pt jump shot from 15 ft,,6,2
18,1,9:24.0,,Personal foul by E. Fournier (drawn by K. Irving),6,2
19,1,9:14.0,,J. Brown misses 3-pt jump shot from 23 ft,6,2
20,1,9:13.0,Defensive rebound by N. Vučević,,6,2
21,1,8:55.0,E. Fournier misses 3-pt jump shot from 27 ft,,6,2
22,1,8:54.0,,Defensive rebound by J. Brown,6,2
23,1,8:43.0,,J. Tatum misses 2-pt jump shot from 15 ft,6,2
24,1,8:42.0,Defensive rebound by N. Vučević,,6,2
25,1,8:35.0,N. Vučević makes 2-pt hook shot from 12 ft (assist by D. Augustin),,8,2
26,1,8:20.0,,G. Hayward makes 3-pt jump shot from 26 ft,8,5
27,1,7:52.0,D. Augustin misses 2-pt layup from 1 ft,,8,5
28,1,7:51.0,Offensive rebound by J. Isaac,,8,5
29,1,7:51.0,J. Isaac makes 2-pt layup at rim,,10,5
30,1,7:41.0,,A. Horford misses 2-pt layup from 5 ft,10,5
31,1,7:41.0,Defensive rebound by D. Augustin,,10,5
32,1,7:31.0,D. Augustin misses 2-pt jump shot from 8 ft (block by K. Irving),,10,5
33,1,7:27.0,,Defensive rebound by K. Irving,10,5
