,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,PHOENIX_ACTION,MINNESOTA_SCORE,PHOENIX_SCORE
0,1,11:42.0,A. Wiggins makes 2-pt jump shot from 9 ft (assist by J. Okogie),,2,0
1,1,11:21.0,,M. Bridges misses 2-pt jump shot from 12 ft,2,0
2,1,11:19.0,Defensive rebound by K. Towns,,2,0
3,1,11:13.0,Turnover by D. Rose (bad pass; steal by D. Melton),,2,0
4,1,11:07.0,,M. Bridges misses 2-pt layup from 1 ft,2,0
5,1,11:05.0,Defensive rebound by J. Okogie,,2,0
6,1,11:01.0,Offensive foul by A. Wiggins (drawn by T. Warren),,2,0
7,1,11:01.0,Turnover by A. Wiggins (offensive foul),,2,0
8,1,10:46.0,,D. Bender makes 2-pt dunk from 1 ft,2,2
9,1,10:33.0,A. Wiggins misses 3-pt jump shot from 25 ft,,2,2
10,1,10:30.0,,Defensive rebound by D. Bender,2,2
11,1,10:20.0,,D. Bender misses 3-pt jump shot from 26 ft,2,2
12,1,10:17.0,Defensive rebound by A. Wiggins,,2,2
13,1,10:04.0,A. Wiggins misses 2-pt jump shot from 5 ft,,2,2
14,1,9:59.0,Offensive rebound by K. Towns,,2,2
15,1,9:59.0,K. Towns makes 2-pt dunk at rim,,4,2
16,1,9:54.0,,Turnover by D. Booker (lost ball; steal by J. Okogie),4,2
17,1,9:49.0,J. Okogie misses 2-pt layup at rim,,4,2
18,1,9:46.0,Offensive rebound by K. Towns,,4,2
19,1,9:43.0,D. Rose misses 3-pt jump shot from 26 ft,,4,2
20,1,9:41.0,Offensive rebound by A. Wiggins,,4,2
21,1,9:35.0,A. Wiggins makes 2-pt hook shot from 5 ft (assist by D. Rose),,6,2
22,1,9:06.0,,D. Melton misses 2-pt jump shot from 21 ft,6,2
23,1,9:03.0,Defensive rebound by K. Towns,,6,2
24,1,8:55.0,Turnover by T. Gibson (lost ball; steal by D. Melton),,6,2
25,1,8:50.0,,M. Bridges makes 2-pt dunk at rim (assist by D. Melton),6,4
26,1,8:38.0,K. Towns misses 3-pt jump shot from 26 ft,,6,4
27,1,8:36.0,Offensive rebound by T. Gibson,,6,4
28,1,8:31.0,Personal foul by D. Bender (drawn by K. Towns),,6,4
29,1,8:15.0,J. Okogie makes 2-pt jump shot from 20 ft (assist by D. Rose),,8,4
30,1,8:07.0,,D. Booker makes 2-pt jump shot from 9 ft,8,6
31,1,7:54.0,K. Towns makes 2-pt hook shot from 9 ft,,10,6
32,1,7:42.0,,D. Booker makes 2-pt jump shot from 9 ft,10,8
33,1,7:33.0,K. Towns misses 3-pt jump shot from 26 ft,,10,8
34,1,7:31.0,,Defensive rebound by D. Booker,10,8
35,1,7:28.0,,D. Bender makes 2-pt layup from 1 ft (assist by D. Booker),10,10
36,1,7:27.0,Minnesota full timeout,,10,10
37,1,7:10.0,K. Towns makes 2-pt hook shot from 2 ft (assist by D. Rose),,12,10
38,1,6:50.0,,T. Warren makes 2-pt layup at rim,12,12
39,1,6:28.0,K. Towns makes 3-pt jump shot from 25 ft (assist by A. Wiggins),,15,12
40,1,6:15.0,,D. Bender makes 2-pt dunk at rim (assist by T. Warren),15,14
41,1,6:03.0,D. Rose makes 2-pt layup from 1 ft,,17,14
42,1,5:50.0,,D. Bender misses 3-pt jump shot from 25 ft,17,14
43,1,5:48.0,Defensive rebound by T. Gibson,,17,14
44,1,5:35.0,A. Wiggins misses 3-pt jump shot from 25 ft,,17,14
45,1,5:32.0,,Defensive rebound by D. Bender,17,14
46,1,5:29.0,,Turnover by D. Melton (bad pass),17,14
47,1,5:29.0,,J. Jackson enters the game for M. Bridges,17,14
48,1,5:13.0,T. Gibson makes 2-pt jump shot from 4 ft (assist by K. Towns),,19,14
49,1,5:01.0,,D. Booker misses 2-pt jump shot from 20 ft,19,14
50,1,4:58.0,Defensive rebound by Team,,19,14
51,1,4:58.0,,Loose ball foul by D. Bender (drawn by A. Wiggins),19,14
52,1,4:58.0,D. Šarić enters the game for T. Gibson,,19,14
53,1,4:58.0,,Q. Acy enters the game for D. Bender,19,14
54,1,4:47.0,Shooting foul by Q. Acy (drawn by A. Wiggins),,19,14
55,1,4:47.0,A. Wiggins misses free throw 1 of 2,,19,14
56,1,4:47.0,Offensive rebound by Team,,19,14
57,1,4:47.0,A. Wiggins makes free throw 2 of 2,,20,14
58,1,4:31.0,,J. Jackson makes 2-pt dunk at rim (assist by D. Melton),20,16
59,1,4:10.0,J. Okogie makes 3-pt jump shot from 25 ft (assist by D. Šarić),,23,16
60,1,4:09.0,,Phoenix full timeout,23,16
61,1,4:09.0,J. Bayless enters the game for D. Rose,,23,16
62,1,4:09.0,,K. Oubre enters the game for D. Melton,23,16
63,1,3:58.0,,T. Warren makes 2-pt jump shot from 3 ft (assist by J. Jackson),23,18
64,1,3:43.0,A. Wiggins makes 2-pt jump shot from 19 ft (assist by J. Bayless),,25,18
65,1,3:30.0,,J. Jackson makes 3-pt jump shot from 27 ft (assist by D. Booker),25,21
66,1,3:12.0,Turnover by A. Wiggins (out of bounds lost ball),,25,21
67,1,3:12.0,G. Dieng enters the game for K. Towns,,25,21
68,1,2:59.0,,K. Oubre misses 3-pt jump shot from 25 ft,25,21
69,1,2:57.0,Defensive rebound by G. Dieng,,25,21
70,1,2:47.0,G. Dieng misses 2-pt jump shot from 11 ft,,25,21
71,1,2:45.0,,Defensive rebound by J. Jackson,25,21
72,1,2:40.0,,J. Jackson makes 2-pt layup from 1 ft,25,23
73,1,2:23.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by J. Bayless),,28,23
74,1,2:08.0,,Turnover by T. Warren (lost ball; steal by J. Bayless),28,23
75,1,2:04.0,J. Bayless misses 2-pt layup from 1 ft,,28,23
76,1,2:03.0,Offensive rebound by A. Wiggins,,28,23
77,1,2:03.0,A. Wiggins misses 2-pt layup at rim,,28,23
78,1,2:03.0,Offensive rebound by A. Wiggins,,28,23
79,1,2:03.0,Shooting foul by J. Jackson (drawn by A. Wiggins),,28,23
80,1,2:03.0,A. Wiggins misses free throw 1 of 2,,28,23
81,1,2:03.0,Offensive rebound by Team,,28,23
82,1,2:03.0,A. Tolliver enters the game for J. Okogie,,28,23
83,1,2:03.0,,J. Crawford enters the game for D. Booker,28,23
84,1,2:03.0,A. Wiggins makes free throw 2 of 2,,29,23
85,1,1:44.0,,J. Jackson misses 2-pt jump shot from 19 ft,29,23
86,1,1:42.0,Defensive rebound by D. Šarić,,29,23
87,1,1:35.0,A. Tolliver misses 3-pt jump shot from 25 ft,,29,23
88,1,1:34.0,,Defensive rebound by Team,29,23
89,1,1:16.0,,J. Jackson makes 2-pt layup from 1 ft (assist by Q. Acy),29,25
90,1,1:03.0,A. Wiggins misses 2-pt layup from 1 ft (block by K. Oubre),,29,25
