,QUARTER,TIME_REMAINING,CHICAGO_ACTION,DALLAS_ACTION,CHICAGO_SCORE,DALLAS_SCORE
68,1,3:07.0,Offensive rebound by C. Hutchison,,20,22
69,1,3:04.0,Chicago full timeout,,20,22
70,1,3:04.0,,D. Powell enters the game for D. Jordan,20,22
71,1,2:59.0,J. Parker makes 2-pt jump shot from 19 ft,,22,22
72,1,2:37.0,,M. Kleber makes 2-pt layup from 2 ft (assist by D. Powell),22,24
73,1,2:29.0,Turnover by J. Holiday (bad pass; steal by D. Powell),,22,24
74,1,2:24.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by J. Barea),22,27
75,1,2:03.0,J. Parker misses 2-pt layup from 4 ft,,22,27
76,1,2:00.0,Offensive rebound by J. Parker,,22,27
77,1,1:59.0,J. Parker makes 2-pt layup from 1 ft,,24,27
78,1,1:46.0,,J. Barea makes 2-pt layup from 1 ft,24,29
79,1,1:35.0,J. Parker makes 2-pt jump shot from 19 ft (assist by R. Lopez),,26,29
80,1,1:19.0,,J. Barea misses 2-pt jump shot from 17 ft,26,29
81,1,1:19.0,,Offensive rebound by Team,26,29
82,1,1:19.0,Loose ball foul by R. Lopez (drawn by D. Powell),,26,29
83,1,1:19.0,A. Blakeney enters the game for J. Holiday,,26,29
84,1,1:19.0,,J. Brunson enters the game for L. Dončić,26,29
85,1,1:11.0,,W. Matthews misses 3-pt jump shot from 26 ft,26,29
86,1,1:08.0,Defensive rebound by C. Payne,,26,29
87,1,0:56.0,J. Parker makes 2-pt jump shot from 16 ft (assist by C. Payne),,28,29
88,1,0:41.0,,Personal foul by R. Lopez (drawn by D. Powell),28,29
89,1,0:41.0,Technical foul by R. Lopez,,28,29
90,1,0:41.0,,J. Barea misses technical free throw,28,29
91,1,0:41.0,,Offensive rebound by Team,28,29
92,1,0:41.0,,D. Powell makes free throw 2 of 2,28,30
93,1,0:41.0,,D. Powell makes free throw 1 of 2,28,31
94,1,0:41.0,W. Carter enters the game for R. Lopez,,28,31
95,1,0:41.0,,D. Finney-Smith enters the game for W. Matthews,28,31
96,1,0:29.0,J. Parker misses 2-pt layup from 1 ft (block by M. Kleber),,28,31
97,1,0:29.0,Offensive rebound by Team,,28,31
98,1,0:27.0,A. Blakeney misses 2-pt jump shot from 19 ft,,28,31
99,1,0:24.0,,Defensive rebound by D. Powell,28,31
100,1,0:01.0,,J. Barea misses 2-pt jump shot from 13 ft,28,31
101,1,0:00.0,Defensive rebound by W. Carter,,28,31
102,2,11:44.0,,J. Brunson misses 3-pt jump shot from 26 ft,28,31
103,2,11:39.0,Defensive rebound by C. Hutchison,,28,31
104,2,11:25.0,C. Payne makes 2-pt layup from 1 ft (assist by W. Carter),,30,31
105,2,11:13.0,,J. Barea misses 3-pt jump shot from 26 ft,30,31
106,2,11:11.0,Defensive rebound by Team,,30,31
107,2,10:57.0,W. Carter misses 2-pt jump shot from 20 ft,,30,31
108,2,10:54.0,,Defensive rebound by M. Kleber,30,31
109,2,10:41.0,,J. Brunson makes 3-pt jump shot from 26 ft (assist by M. Kleber),30,34
110,2,10:29.0,J. Parker makes 3-pt jump shot from 25 ft,,33,34
111,2,10:15.0,,J. Barea makes 2-pt jump shot from 5 ft,33,36
112,2,10:15.0,,Shooting foul by C. Payne (drawn by J. Barea),33,36
113,2,10:15.0,Z. LaVine enters the game for A. Blakeney,,33,36
114,2,10:15.0,,R. Broekhoff enters the game for D. Finney-Smith,33,36
115,2,10:15.0,,J. Barea makes free throw 1 of 1,33,37
116,2,10:05.0,J. Parker makes 2-pt jump shot from 5 ft,,35,37
117,2,10:05.0,Shooting foul by M. Kleber (drawn by J. Parker),,35,37
118,2,10:05.0,,D. Finney-Smith enters the game for M. Kleber,35,37
119,2,10:05.0,J. Parker makes free throw 1 of 1,,36,37
120,2,9:49.0,,R. Broekhoff misses 3-pt jump shot from 26 ft,36,37
121,2,9:46.0,,Offensive rebound by J. Barea,36,37
122,2,9:39.0,,Turnover by J. Barea (bad pass; steal by C. Hutchison),36,37
123,2,9:28.0,Def 3 sec tech foul by Team,,36,37
124,2,9:28.0,Z. LaVine makes technical free throw,,37,37
125,2,9:16.0,J. Parker misses 3-pt jump shot from 25 ft,,37,37
126,2,9:14.0,,Defensive rebound by D. Finney-Smith,37,37
127,2,9:05.0,,Personal foul by C. Hutchison (drawn by D. Powell),37,37
128,2,8:58.0,,J. Brunson misses 2-pt layup from 4 ft,37,37
129,2,8:58.0,Defensive rebound by Team,,37,37
130,2,8:42.0,Z. LaVine makes 2-pt jump shot from 14 ft,,39,37
131,2,8:31.0,,J. Barea misses 3-pt jump shot from 25 ft,39,37
132,2,8:28.0,,Offensive rebound by D. Finney-Smith,39,37
133,2,8:23.0,,D. Finney-Smith misses 3-pt jump shot from 25 ft,39,37
134,2,8:21.0,Defensive rebound by W. Carter,,39,37
135,2,8:16.0,Offensive foul by J. Parker (drawn by J. Brunson),,39,37
136,2,8:16.0,Turnover by J. Parker (offensive foul),,39,37
137,2,8:16.0,,Dallas full timeout,39,37
138,2,8:16.0,,D. Smith enters the game for J. Barea,39,37
139,2,8:02.0,,J. Brunson misses 2-pt jump shot from 13 ft,39,37
140,2,7:58.0,Defensive rebound by C. Payne,,39,37
141,2,7:54.0,C. Payne misses 2-pt jump shot from 23 ft,,39,37
142,2,7:52.0,Offensive rebound by Z. LaVine,,39,37
143,2,7:43.0,W. Carter misses 2-pt hook shot from 7 ft,,39,37
144,2,7:42.0,,Defensive rebound by J. Brunson,39,37
145,2,7:42.0,,Personal foul by W. Carter (drawn by J. Brunson),39,37
146,2,7:42.0,K. Dunn enters the game for C. Payne,,39,37
147,2,7:42.0,,L. Dončić enters the game for R. Broekhoff,39,37
148,2,7:42.0,,D. Jordan enters the game for D. Powell,39,37
149,2,7:26.0,,J. Brunson makes 3-pt jump shot from 25 ft (assist by D. Smith),39,40
150,2,7:09.0,K. Dunn makes 3-pt jump shot from 24 ft (assist by J. Parker),,42,40
151,2,6:58.0,,L. Dončić makes 3-pt jump shot from 25 ft,42,43
152,2,6:49.0,K. Dunn makes 2-pt layup from 5 ft,,44,43
153,2,6:38.0,,L. Dončić misses 2-pt jump shot from 5 ft,44,43
154,2,6:35.0,Defensive rebound by Z. LaVine,,44,43
155,2,6:31.0,Turnover by W. Carter (lost ball; steal by J. Brunson),,44,43
156,2,6:14.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,44,43
157,2,6:12.0,,Offensive rebound by D. Jordan,44,43
158,2,6:02.0,,L. Dončić makes 2-pt jump shot from 10 ft,44,45
159,2,5:41.0,Z. LaVine makes 3-pt jump shot from 25 ft,,47,45
160,2,5:26.0,,Personal foul by C. Hutchison (drawn by L. Dončić),47,45
161,2,5:26.0,J. Holiday enters the game for C. Hutchison,,47,45
162,2,5:26.0,,W. Matthews enters the game for J. Brunson,47,45
163,2,5:18.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by L. Dončić),47,47
164,2,5:02.0,Shooting foul by L. Dončić (drawn by J. Holiday),,47,47
165,2,5:02.0,J. Holiday makes free throw 1 of 2,,48,47
166,2,5:02.0,J. Holiday makes free throw 2 of 2,,49,47
167,2,4:44.0,,Turnover by D. Smith (bad pass; steal by Z. LaVine),49,47
168,2,4:39.0,K. Dunn misses 2-pt layup from 1 ft,,49,47
169,2,4:37.0,Offensive rebound by J. Parker,,49,47
170,2,4:35.0,J. Parker makes 2-pt dunk at rim,,51,47
171,2,4:19.0,,L. Dončić makes 3-pt jump shot from 25 ft,51,50
172,2,3:59.0,Shooting foul by D. Finney-Smith (drawn by Z. LaVine),,51,50
173,2,3:59.0,Z. LaVine makes free throw 1 of 2,,52,50
174,2,3:59.0,B. Portis enters the game for J. Parker,,52,50
175,2,3:59.0,Z. LaVine makes free throw 2 of 2,,53,50
176,2,3:41.0,,D. Smith makes 3-pt jump shot from 26 ft (assist by W. Matthews),53,53
177,2,3:20.0,Z. LaVine makes 2-pt jump shot from 16 ft,,55,53
178,2,3:00.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by W. Matthews),55,55
179,2,2:51.0,J. Holiday makes 2-pt jump shot from 15 ft,,57,55
180,2,2:26.0,,L. Dončić misses 2-pt layup from 3 ft,57,55
181,2,2:24.0,Defensive rebound by W. Carter,,57,55
182,2,2:21.0,B. Portis makes 2-pt layup from 2 ft (assist by K. Dunn),,59,55
183,2,2:21.0,Shooting foul by D. Smith (drawn by B. Portis),,59,55
184,2,2:21.0,Chicago full timeout,,59,55
185,2,2:21.0,B. Portis misses free throw 1 of 1,,59,55
186,2,2:21.0,,Defensive rebound by D. Jordan,59,55
187,2,2:07.0,,Turnover by D. Finney-Smith (bad pass; steal by J. Holiday),59,55
188,2,1:56.0,Def 3 sec tech foul by Team,,59,55
189,2,1:56.0,Z. LaVine misses technical free throw,,59,55
190,2,1:56.0,Offensive rebound by Team,,59,55
191,2,1:56.0,C. Payne enters the game for K. Dunn,,59,55
192,2,1:53.0,Turnover by Z. LaVine (step out of bounds),,59,55
193,2,1:38.0,,D. Finney-Smith makes 2-pt jump shot from 13 ft (assist by W. Matthews),59,57
194,2,1:21.0,B. Portis misses 2-pt jump shot from 16 ft,,59,57
195,2,1:18.0,,Defensive rebound by D. Jordan,59,57
196,2,1:08.0,,Turnover by L. Dončić (bad pass),59,57
197,2,1:08.0,C. Hutchison enters the game for Z. LaVine,,59,57
198,2,0:53.0,J. Holiday misses 2-pt jump shot from 17 ft,,59,57
199,2,0:51.0,,Defensive rebound by D. Finney-Smith,59,57
200,2,0:46.0,,Personal foul by C. Payne (drawn by D. Smith),59,57
201,2,0:46.0,,D. Smith makes free throw 1 of 2,59,58
202,2,0:46.0,,D. Smith makes free throw 2 of 2,59,59
203,2,0:37.0,C. Payne makes 2-pt jump shot from 13 ft,,61,59
204,2,0:21.0,,D. Smith misses 3-pt jump shot from 26 ft,61,59
205,2,0:18.0,Defensive rebound by B. Portis,,61,59
206,2,0:03.0,C. Payne misses 2-pt layup from 7 ft,,61,59
207,2,0:01.0,,Defensive rebound by W. Matthews,61,59
208,3,11:38.0,,Turnover by D. Finney-Smith (traveling),61,59
209,3,11:19.0,W. Carter misses 2-pt jump shot from 18 ft,,61,59
210,3,11:17.0,,Defensive rebound by D. Smith,61,59
211,3,11:03.0,,D. Jordan makes 2-pt hook shot from 5 ft (assist by L. Dončić),61,61
212,3,10:45.0,B. Portis misses 2-pt jump shot from 17 ft,,61,61
213,3,10:43.0,,Defensive rebound by L. Dončić,61,61
214,3,10:35.0,,W. Matthews misses 2-pt jump shot from 13 ft,61,61
215,3,10:30.0,Defensive rebound by W. Carter,,61,61
216,3,10:26.0,Turnover by K. Dunn (bad pass; steal by D. Finney-Smith),,61,61
217,3,10:20.0,,D. Smith misses 2-pt jump shot from 21 ft,61,61
218,3,10:16.0,Defensive rebound by W. Carter,,61,61
219,3,10:10.0,Personal foul by D. Smith (drawn by B. Portis),,61,61
220,3,9:59.0,Z. LaVine makes 3-pt jump shot from 25 ft,,64,61
221,3,9:35.0,,W. Matthews misses 3-pt jump shot from 25 ft,64,61
222,3,9:32.0,Defensive rebound by Z. LaVine,,64,61
223,3,9:26.0,Z. LaVine misses 3-pt jump shot from 26 ft,,64,61
224,3,9:23.0,,Defensive rebound by D. Jordan,64,61
225,3,9:14.0,,D. Smith misses 2-pt jump shot from 18 ft,64,61
226,3,9:10.0,Defensive rebound by B. Portis,,64,61
227,3,9:06.0,Offensive foul by W. Carter (drawn by W. Matthews),,64,61
228,3,9:06.0,Turnover by W. Carter (offensive foul),,64,61
229,3,8:50.0,,D. Jordan misses 2-pt dunk from 4 ft,64,61
230,3,8:48.0,Defensive rebound by K. Dunn,,64,61
231,3,8:47.0,B. Portis makes 2-pt dunk at rim (assist by K. Dunn),,66,61
232,3,8:46.0,,Dallas full timeout,66,61
233,3,8:35.0,,Personal foul by K. Dunn (drawn by L. Dončić),66,61
234,3,8:30.0,,D. Jordan makes 2-pt hook shot from 2 ft (assist by L. Dončić),66,63
235,3,8:13.0,B. Portis makes 2-pt hook shot from 6 ft,,68,63
236,3,8:01.0,,D. Finney-Smith makes 3-pt jump shot from 24 ft (assist by D. Smith),68,66
237,3,7:38.0,K. Dunn misses 3-pt jump shot from 27 ft,,68,66
238,3,7:35.0,,Defensive rebound by D. Jordan,68,66
239,3,7:27.0,,Turnover by D. Smith (bad pass; steal by Z. LaVine),68,66
240,3,7:24.0,Z. LaVine makes 2-pt dunk from 1 ft,,70,66
241,3,7:03.0,,Shooting foul by B. Portis (drawn by W. Matthews),70,66
242,3,7:03.0,,W. Matthews makes free throw 1 of 2,70,67
243,3,7:03.0,,W. Matthews makes free throw 2 of 2,70,68
244,3,6:47.0,Personal foul by D. Finney-Smith (drawn by B. Portis),,70,68
245,3,6:33.0,J. Holiday misses 3-pt jump shot from 24 ft,,70,68
246,3,6:30.0,,Defensive rebound by D. Finney-Smith,70,68
247,3,6:23.0,,Turnover by W. Matthews (bad pass),70,68
248,3,5:59.0,W. Carter makes 2-pt dunk from 1 ft (assist by Z. LaVine),,72,68
249,3,5:32.0,,D. Finney-Smith misses 2-pt layup from 1 ft,72,68
250,3,5:27.0,,Offensive rebound by D. Finney-Smith,72,68
251,3,5:27.0,,D. Finney-Smith makes 2-pt layup at rim,72,70
252,3,5:18.0,K. Dunn misses 2-pt jump shot from 14 ft,,72,70
253,3,5:15.0,Offensive rebound by W. Carter,,72,70
254,3,5:15.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by W. Carter),,75,70
255,3,5:15.0,J. Parker enters the game for B. Portis,,75,70
256,3,5:03.0,,Turnover by D. Jordan (bad pass),75,70
257,3,4:57.0,W. Carter misses 3-pt jump shot from 23 ft,,75,70
258,3,4:54.0,,Defensive rebound by L. Dončić,75,70
259,3,4:50.0,,Personal foul by W. Carter (drawn by L. Dončić),75,70
260,3,4:39.0,,W. Matthews misses 2-pt jump shot from 15 ft,75,70
261,3,4:35.0,,Offensive rebound by D. Jordan,75,70
262,3,4:35.0,,D. Jordan misses 2-pt layup at rim,75,70
263,3,4:34.0,,Offensive rebound by D. Jordan,75,70
264,3,4:33.0,,D. Jordan makes 2-pt hook shot from 3 ft,75,72
265,3,4:24.0,Turnover by K. Dunn (dbl dribble),,75,72
266,3,4:15.0,,D. Smith misses 2-pt jump shot from 14 ft,75,72
267,3,4:15.0,,Offensive rebound by Team,75,72
268,3,4:15.0,C. Payne enters the game for K. Dunn,,75,72
269,3,4:15.0,,J. Barea enters the game for D. Smith,75,72
270,3,4:11.0,,Personal foul by J. Holiday (drawn by L. Dončić),75,72
271,3,4:11.0,R. Lopez enters the game for W. Carter,,75,72
272,3,4:09.0,,Personal foul by Z. LaVine (drawn by W. Matthews),75,72
273,3,4:09.0,,W. Matthews makes free throw 1 of 2,75,73
274,3,4:09.0,,W. Matthews makes free throw 2 of 2,75,74
275,3,3:56.0,R. Lopez misses 2-pt hook shot from 9 ft,,75,74
276,3,3:53.0,,Defensive rebound by D. Jordan,75,74
277,3,3:47.0,,L. Dončić misses 3-pt jump shot from 24 ft,75,74
278,3,3:47.0,,Offensive rebound by Team,75,74
279,3,3:47.0,Loose ball foul by R. Lopez (drawn by D. Jordan),,75,74
280,3,3:47.0,,D. Jordan makes free throw 1 of 2,75,75
281,3,3:47.0,,D. Jordan makes free throw 2 of 2,75,76
282,3,3:31.0,Z. LaVine misses 2-pt jump shot from 13 ft,,75,76
283,3,3:29.0,,Defensive rebound by Team,75,76
284,3,3:24.0,,Turnover by L. Dončić (traveling),75,76
285,3,3:13.0,Shooting foul by D. Jordan (drawn by Z. LaVine),,75,76
286,3,3:13.0,Z. LaVine makes free throw 1 of 2,,76,76
287,3,3:13.0,C. Hutchison enters the game for J. Holiday,,76,76
288,3,3:13.0,Z. LaVine makes free throw 2 of 2,,77,76
289,3,3:02.0,,Turnover by D. Jordan (bad pass; steal by J. Parker),77,76
290,3,3:01.0,Personal take foul by D. Jordan (drawn by J. Parker),,77,76
291,3,2:51.0,Z. LaVine misses 2-pt jump shot from 19 ft,,77,76
292,3,2:48.0,,Defensive rebound by D. Jordan,77,76
293,3,2:41.0,,W. Matthews makes 2-pt layup from 1 ft,77,78
294,3,2:29.0,Turnover by C. Payne (lost ball; steal by D. Finney-Smith),,77,78
295,3,2:25.0,,W. Matthews misses 3-pt jump shot from 24 ft,77,78
296,3,2:23.0,Defensive rebound by R. Lopez,,77,78
297,3,2:17.0,Chicago full timeout,,77,78
298,3,2:17.0,,M. Kleber enters the game for D. Finney-Smith,77,78
299,3,2:17.0,,D. Powell enters the game for D. Jordan,77,78
300,3,2:12.0,J. Parker misses 2-pt jump shot from 19 ft,,77,78
301,3,2:10.0,,Defensive rebound by L. Dončić,77,78
302,3,2:06.0,,Personal foul by R. Lopez (drawn by D. Powell),77,78
303,3,2:06.0,,D. Powell makes free throw 1 of 2,77,79
304,3,2:06.0,,D. Powell makes free throw 2 of 2,77,80
305,3,1:50.0,C. Hutchison makes 2-pt layup from 4 ft (assist by Z. LaVine),,79,80
306,3,1:34.0,,J. Barea misses 3-pt jump shot from 25 ft,79,80
307,3,1:32.0,Defensive rebound by Team,,79,80
308,3,1:22.0,Shooting foul by D. Powell (drawn by Z. LaVine),,79,80
309,3,1:22.0,Z. LaVine makes free throw 1 of 2,,80,80
310,3,1:22.0,,D. Finney-Smith enters the game for W. Matthews,80,80
311,3,1:22.0,Z. LaVine makes free throw 2 of 2,,81,80
312,3,1:13.0,,D. Powell misses 3-pt jump shot from 24 ft,81,80
313,3,1:12.0,Defensive rebound by Team,,81,80
314,3,1:12.0,,Loose ball foul by L. Dončić (drawn by C. Hutchison),81,80
315,3,1:12.0,C. Hutchison makes free throw 1 of 2,,82,80
316,3,1:12.0,C. Hutchison misses free throw 2 of 2,,82,80
317,3,1:10.0,,Defensive rebound by Team,82,80
318,3,1:01.0,,D. Powell misses 3-pt jump shot from 24 ft,82,80
319,3,0:58.0,,Offensive rebound by M. Kleber,82,80
320,3,0:58.0,,M. Kleber misses 2-pt layup from 3 ft (block by Z. LaVine),82,80
321,3,0:58.0,,Offensive rebound by Team,82,80
322,3,0:55.0,,D. Powell makes 2-pt layup from 2 ft (assist by J. Barea),82,82
323,3,0:44.0,Z. LaVine makes 2-pt dunk from 1 ft,,84,82
324,3,0:34.0,,M. Kleber misses 3-pt jump shot from 23 ft,84,82
325,3,0:32.0,,Offensive rebound by D. Powell,84,82
326,3,0:23.0,,L. Dončić misses 3-pt jump shot from 26 ft,84,82
327,3,0:18.0,,Offensive rebound by M. Kleber,84,82
328,3,0:10.0,,D. Powell makes 2-pt layup from 4 ft (assist by J. Barea),84,84
329,3,0:10.0,,Shooting foul by J. Parker (drawn by D. Powell),84,84
330,3,0:10.0,,D. Powell makes free throw 1 of 1,84,85
331,3,0:05.0,Offensive foul by R. Lopez (drawn by D. Powell),,84,85
332,3,0:05.0,Turnover by R. Lopez (offensive foul),,84,85
333,3,0:05.0,W. Carter enters the game for Z. LaVine,,84,85
334,3,0:05.0,J. Holiday enters the game for R. Lopez,,84,85
335,3,0:05.0,,J. Brunson enters the game for D. Finney-Smith,84,85
336,3,0:05.0,,W. Matthews enters the game for M. Kleber,84,85
337,3,0:01.0,,J. Barea makes 3-pt jump shot from 29 ft (assist by D. Powell),84,88
338,3,0:00.0,C. Hutchison misses 3-pt jump shot from 68 ft,,84,88
339,3,0:00.0,Offensive rebound by Team,,84,88
340,4,11:52.0,Turnover by C. Payne (bad pass),,84,88
341,4,11:42.0,,D. Powell misses 2-pt layup from 3 ft (block by B. Portis),84,88
342,4,11:42.0,,Offensive rebound by Team,84,88
343,4,11:37.0,,M. Kleber misses 2-pt jump shot from 9 ft,84,88
344,4,11:35.0,Defensive rebound by C. Hutchison,,84,88
345,4,11:18.0,C. Payne misses 2-pt jump shot from 4 ft,,84,88
346,4,11:14.0,,Defensive rebound by D. Powell,84,88
347,4,11:04.0,,M. Kleber makes 3-pt jump shot from 25 ft (assist by D. Finney-Smith),84,91
348,4,10:50.0,Personal foul by J. Barea (drawn by J. Parker),,84,91
349,4,10:43.0,B. Portis makes 2-pt layup from 1 ft (assist by C. Payne),,86,91
350,4,10:24.0,,J. Barea misses 3-pt jump shot from 25 ft,86,91
351,4,10:24.0,Defensive rebound by Team,,86,91
352,4,10:14.0,C. Payne misses 2-pt jump shot from 14 ft,,86,91
353,4,10:12.0,,Defensive rebound by J. Barea,86,91
354,4,10:12.0,,Personal foul by C. Payne (drawn by J. Barea),86,91
355,4,9:53.0,,M. Kleber makes 2-pt jump shot from 9 ft (assist by D. Powell),86,93
356,4,9:52.0,Chicago full timeout,,86,93
357,4,9:52.0,Technical foul by B. Portis,,86,93
358,4,9:52.0,K. Dunn enters the game for C. Hutchison,,86,93
359,4,9:52.0,Z. LaVine enters the game for C. Payne,,86,93
360,4,9:52.0,,J. Barea makes technical free throw,86,94
361,4,9:35.0,K. Dunn misses 2-pt jump shot from 14 ft,,86,94
362,4,9:33.0,,Defensive rebound by D. Powell,86,94
363,4,9:16.0,,J. Brunson misses 3-pt jump shot from 27 ft,86,94
364,4,9:12.0,Defensive rebound by B. Portis,,86,94
365,4,9:05.0,Turnover by Z. LaVine (lost ball; steal by D. Powell),,86,94
366,4,8:53.0,,M. Kleber makes 2-pt dunk at rim (assist by D. Powell),86,96
367,4,8:39.0,J. Parker makes 3-pt jump shot from 27 ft (assist by K. Dunn),,89,96
368,4,8:20.0,,D. Powell makes 2-pt hook shot from 7 ft (assist by J. Brunson),89,98
369,4,8:20.0,,Shooting foul by K. Dunn (drawn by D. Powell),89,98
370,4,8:20.0,,W. Matthews enters the game for D. Finney-Smith,89,98
371,4,8:20.0,,D. Powell makes free throw 1 of 1,89,99
372,4,8:01.0,J. Parker misses 2-pt jump shot from 19 ft,,89,99
373,4,7:58.0,,Defensive rebound by J. Barea,89,99
374,4,7:40.0,,W. Matthews misses 3-pt jump shot from 26 ft,89,99
375,4,7:37.0,,Offensive rebound by M. Kleber,89,99
376,4,7:36.0,,W. Matthews misses 3-pt jump shot from 25 ft,89,99
377,4,7:32.0,Defensive rebound by K. Dunn,,89,99
378,4,7:26.0,K. Dunn misses 3-pt jump shot from 27 ft,,89,99
379,4,7:24.0,,Defensive rebound by J. Barea,89,99
380,4,7:13.0,,J. Barea misses 3-pt jump shot from 25 ft,89,99
381,4,7:10.0,Defensive rebound by B. Portis,,89,99
382,4,7:01.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by K. Dunn),,92,99
383,4,6:59.0,,Dallas full timeout,92,99
384,4,6:59.0,,D. Smith enters the game for J. Barea,92,99
