,QUARTER,TIME_REMAINING,DETROIT_ACTION,CHICAGO_ACTION,DETROIT_SCORE,CHICAGO_SCORE
0,1,11:36.0,R. Jackson makes 3-pt jump shot from 22 ft,,3,0
1,1,11:14.0,,Turnover by O. Porter (bad pass; steal by A. Drummond),3,0
2,1,11:05.0,B. Brown makes 2-pt layup from 1 ft (assist by W. Ellington),,5,0
3,1,10:46.0,,R. Lopez makes 2-pt layup from 1 ft (assist by O. Porter),5,2
4,1,10:36.0,A. Drummond makes 2-pt jump shot from 12 ft (assist by R. Jackson),,7,2
5,1,10:24.0,,Shooting foul by A. Drummond (drawn by Z. LaVine),7,2
6,1,10:24.0,,Z. LaVine misses free throw 1 of 2,7,2
7,1,10:24.0,,Offensive rebound by Team,7,2
8,1,10:24.0,,Z. LaVine misses free throw 2 of 2,7,2
9,1,10:20.0,Defensive rebound by B. Griffin,,7,2
10,1,10:06.0,R. Jackson misses 3-pt jump shot from 26 ft,,7,2
11,1,10:04.0,,Defensive rebound by K. Dunn,7,2
12,1,9:55.0,,K. Dunn makes 3-pt jump shot from 23 ft (assist by L. Markkanen),7,5
13,1,9:35.0,Personal foul by O. Porter (drawn by W. Ellington),,7,5
14,1,9:22.0,B. Griffin makes 3-pt jump shot from 23 ft,,10,5
15,1,8:55.0,,L. Markkanen makes 3-pt jump shot from 26 ft,10,8
16,1,8:42.0,B. Griffin misses 2-pt jump shot from 16 ft,,10,8
17,1,8:38.0,,Defensive rebound by R. Lopez,10,8
18,1,8:25.0,,K. Dunn makes 2-pt jump shot from 12 ft,10,10
19,1,8:07.0,A. Drummond misses 2-pt hook shot from 4 ft,,10,10
20,1,8:05.0,,Defensive rebound by L. Markkanen,10,10
21,1,7:51.0,,Z. LaVine makes 2-pt layup from 2 ft,10,12
22,1,7:41.0,R. Jackson makes 2-pt jump shot from 11 ft,,12,12
23,1,7:28.0,,Turnover by L. Markkanen (out of bounds lost ball),12,12
24,1,7:08.0,R. Jackson misses 3-pt jump shot from 26 ft,,12,12
25,1,7:05.0,,Defensive rebound by L. Markkanen,12,12
26,1,6:56.0,,Z. LaVine makes 2-pt layup from 2 ft,12,14
27,1,6:47.0,W. Ellington misses 3-pt jump shot from 26 ft,,12,14
28,1,6:43.0,,Defensive rebound by K. Dunn,12,14
29,1,6:36.0,,O. Porter misses 3-pt jump shot from 25 ft,12,14
30,1,6:36.0,Defensive rebound by A. Drummond,,12,14
31,1,6:28.0,Turnover by W. Ellington (bad pass),,12,14
32,1,6:28.0,,Chicago full timeout,12,14
33,1,6:17.0,,L. Markkanen makes 2-pt dunk at rim (assist by O. Porter),12,16
34,1,5:57.0,B. Brown misses 3-pt jump shot from 24 ft,,12,16
35,1,5:53.0,,Defensive rebound by O. Porter,12,16
