,QUARTER,TIME_REMAINING,PORTLAND_ACTION,MIAMI_ACTION,PORTLAND_SCORE,MIAMI_SCORE
71,1,3:04.0,,B. Adebayo enters the game for R. McGruder,19,22
72,1,3:04.0,,T. Johnson enters the game for K. Olynyk,19,22
73,1,3:04.0,,J. Winslow enters the game for H. Whiteside,19,22
74,1,3:04.0,N. Stauskas makes free throw 1 of 1,,20,22
75,1,2:52.0,,G. Dragić misses 2-pt jump shot from 7 ft (block by Z. Collins),20,22
76,1,2:47.0,,Offensive rebound by B. Adebayo,20,22
77,1,2:45.0,,B. Adebayo makes 2-pt layup from 1 ft,20,24
78,1,2:40.0,E. Turner misses 2-pt jump shot from 17 ft,,20,24
79,1,2:40.0,,Defensive rebound by B. Adebayo,20,24
80,1,2:29.0,,Turnover by D. Wade (bad pass; steal by E. Turner),20,24
81,1,2:18.0,Turnover by E. Turner (bad pass; steal by J. Winslow),,20,24
82,1,2:18.0,,Shooting foul by E. Turner (drawn by J. Winslow),20,24
83,1,2:18.0,,J. Winslow makes free throw 1 of 2,20,25
84,1,2:18.0,,J. Richardson enters the game for G. Dragić,20,25
85,1,2:18.0,,J. Winslow misses free throw 2 of 2,20,25
86,1,2:15.0,Defensive rebound by M. Harkless,,20,25
87,1,2:08.0,Z. Collins misses 3-pt jump shot from 26 ft,,20,25
88,1,2:04.0,,Defensive rebound by J. Richardson,20,25
89,1,1:54.0,,D. Wade makes 2-pt layup from 2 ft,20,27
90,1,1:36.0,Turnover by N. Stauskas (bad pass; steal by T. Johnson),,20,27
91,1,1:36.0,,Personal foul by Z. Collins (drawn by T. Johnson),20,27
92,1,1:25.0,,T. Johnson misses 3-pt jump shot from 26 ft,20,27
93,1,1:21.0,Defensive rebound by Z. Collins,,20,27
94,1,1:06.0,N. Stauskas misses 2-pt layup from 3 ft,,20,27
95,1,1:04.0,Offensive rebound by N. Stauskas,,20,27
96,1,0:58.0,Shooting foul by J. Winslow (drawn by E. Turner),,20,27
97,1,0:58.0,E. Turner makes free throw 1 of 2,,21,27
98,1,0:58.0,E. Turner makes free throw 2 of 2,,22,27
99,1,0:48.0,,J. Winslow makes 3-pt jump shot from 26 ft (assist by J. Richardson),22,30
100,1,0:34.0,Turnover by E. Turner (bad pass; steal by J. Richardson),,22,30
101,1,0:29.0,,Turnover by B. Adebayo (bad pass),22,30
102,1,0:09.0,E. Turner misses 2-pt jump shot from 18 ft,,22,30
103,1,0:08.0,,Defensive rebound by J. Winslow,22,30
104,1,0:01.0,,T. Johnson makes 3-pt jump shot from 24 ft (assist by J. Richardson),22,33
105,1,0:01.0,,Violation by Team (delay of game),22,33
106,2,11:44.0,C. McCollum misses 2-pt jump shot from 16 ft,,22,33
107,2,11:38.0,,Defensive rebound by J. Winslow,22,33
108,2,11:34.0,,J. Richardson misses 3-pt jump shot from 25 ft,22,33
109,2,11:32.0,Defensive rebound by M. Harkless,,22,33
110,2,11:22.0,M. Harkless misses 2-pt jump shot from 22 ft,,22,33
111,2,11:20.0,,Defensive rebound by T. Johnson,22,33
112,2,11:12.0,,D. Wade makes 3-pt jump shot from 23 ft,22,36
113,2,10:53.0,E. Turner misses 2-pt jump shot from 18 ft,,22,36
114,2,10:51.0,,Defensive rebound by J. Richardson,22,36
115,2,10:46.0,,J. Winslow misses 2-pt layup from 2 ft,22,36
116,2,10:46.0,,Offensive rebound by B. Adebayo,22,36
117,2,10:46.0,,B. Adebayo makes 2-pt dunk from 1 ft,22,38
118,2,10:46.0,Portland full timeout,,22,38
119,2,10:27.0,Z. Collins misses 2-pt jump shot from 17 ft,,22,38
120,2,10:26.0,,Defensive rebound by D. Wade,22,38
121,2,10:17.0,,D. Wade makes 3-pt jump shot from 24 ft (assist by T. Johnson),22,41
122,2,9:57.0,C. McCollum misses 2-pt layup from 1 ft (block by J. Winslow),,22,41
123,2,9:57.0,,Defensive rebound by Team,22,41
124,2,9:57.0,Loose ball foul by Z. Collins (drawn by J. Winslow),,22,41
125,2,9:57.0,D. Lillard enters the game for Z. Collins,,22,41
126,2,9:57.0,J. Nurkić enters the game for E. Turner,,22,41
127,2,9:41.0,,B. Adebayo misses 2-pt jump shot from 7 ft (block by M. Harkless),22,41
128,2,9:36.0,Defensive rebound by D. Lillard,,22,41
129,2,9:34.0,M. Harkless makes 2-pt layup from 1 ft (assist by D. Lillard),,24,41
130,2,9:20.0,,T. Johnson misses 3-pt jump shot from 23 ft,24,41
131,2,9:16.0,Defensive rebound by J. Nurkić,,24,41
132,2,9:12.0,D. Lillard misses 3-pt jump shot from 26 ft,,24,41
133,2,9:12.0,,Defensive rebound by Team,24,41
134,2,8:59.0,,J. Richardson misses 2-pt layup from 1 ft (block by M. Harkless),24,41
135,2,8:59.0,,Offensive rebound by Team,24,41
136,2,8:55.0,Violation by Team (kicked ball),,24,41
137,2,8:48.0,,B. Adebayo misses 2-pt jump shot from 12 ft,24,41
138,2,8:42.0,Defensive rebound by M. Harkless,,24,41
139,2,8:36.0,Shooting foul by J. Richardson (drawn by D. Lillard),,24,41
140,2,8:36.0,D. Lillard makes free throw 1 of 2,,25,41
141,2,8:36.0,D. Lillard makes free throw 2 of 2,,26,41
142,2,8:19.0,,Turnover by B. Adebayo (lost ball; steal by M. Harkless),26,41
143,2,8:11.0,D. Lillard makes 2-pt layup from 1 ft,,28,41
144,2,7:57.0,,J. Winslow misses 2-pt layup from 1 ft,28,41
145,2,7:55.0,Defensive rebound by M. Harkless,,28,41
146,2,7:50.0,S. Curry misses 3-pt jump shot from 26 ft,,28,41
147,2,7:46.0,,Defensive rebound by T. Johnson,28,41
148,2,7:37.0,,D. Wade misses 3-pt jump shot from 25 ft,28,41
149,2,7:32.0,Defensive rebound by J. Nurkić,,28,41
150,2,7:32.0,,G. Dragić enters the game for B. Adebayo,28,41
151,2,7:32.0,,R. McGruder enters the game for J. Richardson,28,41
152,2,7:32.0,,H. Whiteside enters the game for D. Wade,28,41
153,2,7:21.0,D. Lillard misses 3-pt jump shot from 26 ft,,28,41
154,2,7:17.0,Offensive rebound by S. Curry,,28,41
155,2,7:12.0,Turnover by S. Curry (lost ball; steal by R. McGruder),,28,41
156,2,7:06.0,,G. Dragić makes 2-pt layup from 1 ft (assist by R. McGruder),28,43
157,2,6:39.0,D. Lillard misses 2-pt jump shot from 8 ft,,28,43
158,2,6:36.0,,Defensive rebound by H. Whiteside,28,43
159,2,6:35.0,,Shooting foul by S. Curry (drawn by J. Winslow),28,43
160,2,6:35.0,,J. Winslow makes free throw 1 of 2,28,44
161,2,6:35.0,,J. Winslow misses free throw 2 of 2,28,44
162,2,6:32.0,Defensive rebound by C. McCollum,,28,44
163,2,6:21.0,C. McCollum misses 2-pt layup from 1 ft (block by H. Whiteside),,28,44
164,2,6:18.0,,Defensive rebound by J. Winslow,28,44
165,2,6:09.0,,T. Johnson misses 3-pt jump shot from 28 ft,28,44
166,2,6:05.0,Defensive rebound by C. McCollum,,28,44
167,2,6:05.0,A. Aminu enters the game for M. Harkless,,28,44
168,2,5:52.0,J. Nurkić makes 2-pt jump shot from 22 ft (assist by S. Curry),,30,44
169,2,5:39.0,,J. Winslow misses 2-pt jump shot from 8 ft,30,44
170,2,5:39.0,Defensive rebound by Team,,30,44
171,2,5:39.0,N. Stauskas enters the game for S. Curry,,30,44
172,2,5:26.0,Turnover by D. Lillard (bad pass; steal by J. Winslow),,30,44
173,2,5:20.0,,G. Dragić misses 2-pt layup from 1 ft (block by C. McCollum),30,44
174,2,5:15.0,Defensive rebound by J. Nurkić,,30,44
175,2,5:00.0,C. McCollum misses 3-pt jump shot from 25 ft,,30,44
176,2,4:55.0,Offensive rebound by C. McCollum,,30,44
177,2,4:53.0,C. McCollum makes 2-pt jump shot from 10 ft,,32,44
178,2,4:53.0,,Miami full timeout,32,44
179,2,4:53.0,,K. Olynyk enters the game for J. Winslow,32,44
180,2,4:47.0,,Shooting foul by D. Lillard (drawn by G. Dragić),32,44
181,2,4:47.0,,G. Dragić makes free throw 1 of 2,32,45
182,2,4:47.0,,G. Dragić makes free throw 2 of 2,32,46
183,2,4:35.0,Personal foul by H. Whiteside (drawn by C. McCollum),,32,46
184,2,4:25.0,N. Stauskas misses 2-pt layup from 2 ft,,32,46
185,2,4:24.0,Offensive rebound by J. Nurkić,,32,46
186,2,4:23.0,J. Nurkić makes 2-pt layup at rim,,34,46
187,2,4:04.0,,R. McGruder makes 2-pt layup from 1 ft,34,48
188,2,3:53.0,Turnover by J. Nurkić (bad pass; steal by K. Olynyk),,34,48
189,2,3:43.0,,Turnover by K. Olynyk (discontinued dribble),34,48
190,2,3:43.0,,J. Richardson enters the game for T. Johnson,34,48
191,2,3:26.0,D. Lillard makes 2-pt jump shot from 21 ft,,36,48
192,2,3:21.0,,Personal foul by N. Stauskas (drawn by R. McGruder),36,48
193,2,3:12.0,,G. Dragić misses 3-pt jump shot from 25 ft,36,48
194,2,3:10.0,,Offensive rebound by H. Whiteside,36,48
195,2,3:04.0,,H. Whiteside misses 2-pt jump shot from 17 ft,36,48
196,2,3:00.0,,Offensive rebound by K. Olynyk,36,48
197,2,3:00.0,,K. Olynyk makes 2-pt dunk from 1 ft,36,50
198,2,2:46.0,C. McCollum misses 3-pt jump shot from 26 ft,,36,50
199,2,2:43.0,Offensive rebound by D. Lillard,,36,50
200,2,2:39.0,D. Lillard misses 3-pt jump shot from 25 ft,,36,50
201,2,2:39.0,,Defensive rebound by H. Whiteside,36,50
202,2,2:20.0,,R. McGruder misses 2-pt jump shot from 6 ft,36,50
203,2,2:20.0,Defensive rebound by A. Aminu,,36,50
204,2,2:06.0,D. Lillard makes 2-pt layup from 1 ft,,38,50
205,2,1:56.0,,G. Dragić makes 2-pt layup from 2 ft,38,52
206,2,1:44.0,C. McCollum misses 2-pt jump shot from 16 ft,,38,52
207,2,1:43.0,,Defensive rebound by G. Dragić,38,52
208,2,1:37.0,,G. Dragić misses 3-pt jump shot from 27 ft,38,52
209,2,1:35.0,Defensive rebound by J. Nurkić,,38,52
210,2,1:17.0,,Loose ball foul by J. Richardson (drawn by A. Aminu),38,52
211,2,1:17.0,,D. Wade enters the game for K. Olynyk,38,52
212,2,1:17.0,,J. Winslow enters the game for J. Richardson,38,52
213,2,1:09.0,D. Lillard makes 2-pt jump shot from 10 ft,,40,52
214,2,0:48.0,,D. Wade makes 2-pt layup from 1 ft,40,54
215,2,0:32.0,D. Lillard makes 2-pt layup from 1 ft,,42,54
216,2,0:09.0,,H. Whiteside misses 2-pt hook shot from 8 ft,42,54
217,2,0:07.0,,Offensive rebound by R. McGruder,42,54
218,2,0:05.0,,R. McGruder misses 2-pt jump shot from 11 ft,42,54
219,2,0:01.0,,Offensive rebound by D. Wade,42,54
220,2,0:00.0,,D. Wade makes 3-pt jump shot from 23 ft (assist by J. Winslow),42,57
221,3,11:48.0,J. Layman makes 2-pt dunk at rim (assist by D. Lillard),,44,57
222,3,11:26.0,,R. McGruder makes 2-pt jump shot from 9 ft,44,59
223,3,11:19.0,D. Lillard makes 3-pt jump shot from 26 ft,,47,59
224,3,10:57.0,Violation by Team (kicked ball),,47,59
225,3,10:48.0,,G. Dragić makes 2-pt layup from 1 ft (assist by K. Olynyk),47,61
226,3,10:36.0,Shooting foul by R. McGruder (drawn by D. Lillard),,47,61
227,3,10:36.0,D. Lillard makes free throw 1 of 2,,48,61
228,3,10:36.0,D. Lillard makes free throw 2 of 2,,49,61
229,3,10:20.0,,K. Olynyk misses 3-pt jump shot from 26 ft,49,61
230,3,10:18.0,Defensive rebound by C. McCollum,,49,61
231,3,10:11.0,C. McCollum misses 2-pt jump shot from 13 ft,,49,61
232,3,10:08.0,,Defensive rebound by K. Olynyk,49,61
233,3,10:00.0,,Turnover by J. Richardson (bad pass; steal by A. Aminu),49,61
234,3,9:58.0,Shooting foul by G. Dragić (drawn by A. Aminu),,49,61
235,3,9:58.0,A. Aminu makes free throw 1 of 2,,50,61
236,3,9:58.0,A. Aminu makes free throw 2 of 2,,51,61
237,3,9:46.0,,J. Richardson makes 2-pt jump shot from 16 ft,51,63
238,3,9:34.0,D. Lillard misses 2-pt jump shot from 15 ft,,51,63
239,3,9:31.0,,Defensive rebound by H. Whiteside,51,63
240,3,9:24.0,,Personal foul by J. Nurkić (drawn by H. Whiteside),51,63
241,3,9:15.0,,Turnover by J. Richardson (bad pass; steal by A. Aminu),51,63
242,3,9:07.0,C. McCollum makes 3-pt jump shot from 27 ft (assist by J. Layman),,54,63
243,3,8:51.0,,G. Dragić misses 2-pt jump shot from 11 ft,54,63
244,3,8:50.0,Defensive rebound by J. Nurkić,,54,63
245,3,8:50.0,Personal foul by K. Olynyk (drawn by J. Nurkić),,54,63
246,3,8:35.0,J. Nurkić misses 2-pt layup from 2 ft (block by H. Whiteside),,54,63
247,3,8:31.0,,Defensive rebound by J. Richardson,54,63
248,3,8:27.0,,J. Richardson makes 2-pt jump shot from 22 ft,54,65
249,3,8:05.0,A. Aminu misses 3-pt jump shot from 26 ft (block by H. Whiteside),,54,65
250,3,8:04.0,,Defensive rebound by K. Olynyk,54,65
251,3,8:03.0,,Personal foul by A. Aminu (drawn by K. Olynyk),54,65
252,3,7:51.0,,G. Dragić makes 2-pt layup from 1 ft,54,67
253,3,7:51.0,Portland full timeout,,54,67
254,3,7:40.0,D. Lillard makes 2-pt jump shot from 19 ft,,56,67
255,3,7:14.0,,K. Olynyk makes 3-pt jump shot from 26 ft (assist by J. Richardson),56,70
256,3,6:59.0,D. Lillard makes 3-pt jump shot from 27 ft,,59,70
257,3,6:59.0,Away from play foul by H. Whiteside (drawn by J. Nurkić),,59,70
258,3,6:59.0,J. Nurkić makes free throw 1 of 1,,60,70
259,3,6:45.0,Violation by Team (kicked ball),,60,70
260,3,6:35.0,,J. Richardson misses 3-pt jump shot from 25 ft,60,70
261,3,6:32.0,,Offensive rebound by G. Dragić,60,70
262,3,6:32.0,,G. Dragić misses 3-pt jump shot from 25 ft,60,70
263,3,6:32.0,,Offensive rebound by Team,60,70
264,3,6:32.0,Loose ball foul by C. McCollum (drawn by J. Richardson),,60,70
265,3,6:20.0,,Turnover by G. Dragić (bad pass; steal by J. Nurkić),60,70
266,3,6:13.0,C. McCollum misses 2-pt layup from 1 ft,,60,70
267,3,6:11.0,,Defensive rebound by H. Whiteside,60,70
268,3,6:06.0,,K. Olynyk makes 3-pt jump shot from 23 ft (assist by R. McGruder),60,73
269,3,5:49.0,A. Aminu misses 3-pt jump shot from 25 ft,,60,73
270,3,5:47.0,Offensive rebound by D. Lillard,,60,73
271,3,5:41.0,D. Lillard misses 3-pt jump shot from 23 ft,,60,73
272,3,5:40.0,,Defensive rebound by H. Whiteside,60,73
273,3,5:34.0,,H. Whiteside misses 2-pt jump shot from 5 ft,60,73
274,3,5:34.0,,Offensive rebound by R. McGruder,60,73
275,3,5:34.0,,R. McGruder makes 2-pt layup at rim,60,75
276,3,5:34.0,,Shooting foul by D. Lillard (drawn by R. McGruder),60,75
277,3,5:34.0,E. Turner enters the game for J. Layman,,60,75
278,3,5:34.0,,D. Wade enters the game for J. Richardson,60,75
279,3,5:34.0,,R. McGruder makes free throw 1 of 1,60,76
280,3,5:24.0,Turnover by J. Nurkić (offensive foul),,60,76
281,3,5:24.0,Offensive foul by J. Nurkić (drawn by K. Olynyk),,60,76
282,3,5:24.0,M. Leonard enters the game for J. Nurkić,,60,76
283,3,5:19.0,,Shooting foul by C. McCollum (drawn by R. McGruder),60,76
284,3,5:19.0,,R. McGruder makes free throw 1 of 2,60,77
285,3,5:19.0,Z. Collins enters the game for A. Aminu,,60,77
286,3,5:19.0,,R. McGruder makes free throw 2 of 2,60,78
287,3,5:08.0,D. Lillard misses 2-pt layup from 1 ft,,60,78
288,3,5:08.0,Offensive rebound by Team,,60,78
289,3,5:08.0,,Loose ball foul by D. Wade (drawn by M. Leonard),60,78
290,3,5:08.0,M. Leonard makes free throw 1 of 2,,61,78
291,3,5:08.0,M. Leonard makes free throw 2 of 2,,62,78
292,3,5:02.0,,Offensive foul by H. Whiteside (drawn by D. Lillard),62,78
293,3,5:02.0,,Turnover by H. Whiteside (offensive foul),62,78
294,3,4:36.0,E. Turner misses 2-pt layup from 1 ft,,62,78
295,3,4:34.0,,Defensive rebound by H. Whiteside,62,78
296,3,4:28.0,,K. Olynyk misses 3-pt jump shot from 25 ft,62,78
297,3,4:24.0,Defensive rebound by D. Lillard,,62,78
298,3,4:20.0,Z. Collins makes 2-pt layup from 1 ft (assist by D. Lillard),,64,78
299,3,4:09.0,,H. Whiteside misses 3-pt jump shot from 25 ft,64,78
300,3,4:05.0,Defensive rebound by C. McCollum,,64,78
301,3,3:59.0,Shooting foul by D. Wade (drawn by C. McCollum),,64,78
302,3,3:59.0,,Technical foul by D. Wade,64,78
303,3,3:59.0,C. McCollum misses technical free throw,,64,78
304,3,3:59.0,Offensive rebound by Team,,64,78
305,3,3:59.0,C. McCollum makes free throw 1 of 2,,65,78
306,3,3:59.0,C. McCollum misses free throw 2 of 2,,65,78
307,3,3:57.0,,Defensive rebound by H. Whiteside,65,78
308,3,3:54.0,,Miami full timeout,65,78
309,3,3:54.0,S. Curry enters the game for C. McCollum,,65,78
310,3,3:38.0,,D. Wade misses 2-pt jump shot from 11 ft,65,78
311,3,3:36.0,,Offensive rebound by R. McGruder,65,78
312,3,3:33.0,,G. Dragić makes 3-pt jump shot from 25 ft,65,81
313,3,3:16.0,D. Lillard makes 3-pt jump shot from 25 ft,,68,81
314,3,2:54.0,,D. Wade misses 2-pt jump shot from 20 ft (block by E. Turner),68,81
315,3,2:53.0,,Offensive rebound by D. Wade,68,81
316,3,2:52.0,,D. Wade misses 2-pt jump shot from 18 ft,68,81
317,3,2:51.0,,Offensive rebound by Team,68,81
318,3,2:46.0,,Turnover by Team (shot clock),68,81
319,3,2:31.0,S. Curry makes 3-pt jump shot from 23 ft (assist by D. Lillard),,71,81
320,3,2:08.0,,Personal foul by D. Lillard (drawn by K. Olynyk),71,81
321,3,2:08.0,,K. Olynyk makes free throw 1 of 2,71,82
322,3,2:08.0,,B. Adebayo enters the game for G. Dragić,71,82
323,3,2:08.0,,J. Richardson enters the game for H. Whiteside,71,82
324,3,2:08.0,,K. Olynyk makes free throw 2 of 2,71,83
325,3,1:56.0,Shooting foul by B. Adebayo (drawn by D. Lillard),,71,83
326,3,1:56.0,D. Lillard makes free throw 1 of 2,,72,83
327,3,1:56.0,,J. Winslow enters the game for K. Olynyk,72,83
328,3,1:56.0,D. Lillard makes free throw 2 of 2,,73,83
329,3,1:46.0,,Shooting foul by E. Turner (drawn by D. Wade),73,83
330,3,1:46.0,,D. Wade makes free throw 1 of 2,73,84
331,3,1:46.0,,T. Johnson enters the game for R. McGruder,73,84
332,3,1:46.0,,D. Wade misses free throw 2 of 2,73,84
333,3,1:46.0,Defensive rebound by M. Leonard,,73,84
334,3,1:29.0,M. Leonard misses 3-pt jump shot from 25 ft,,73,84
335,3,1:29.0,Offensive rebound by Z. Collins,,73,84
336,3,1:29.0,Shooting foul by D. Wade (drawn by Z. Collins),,73,84
337,3,1:29.0,Z. Collins makes free throw 1 of 2,,74,84
338,3,1:29.0,Z. Collins makes free throw 2 of 2,,75,84
339,3,1:14.0,,J. Richardson misses 2-pt jump shot from 14 ft,75,84
340,3,1:10.0,Defensive rebound by D. Lillard,,75,84
341,3,1:04.0,E. Turner makes 2-pt layup from 1 ft,,77,84
342,3,0:57.0,,J. Winslow makes 2-pt jump shot from 4 ft (assist by T. Johnson),77,86
343,3,0:57.0,,Shooting foul by Z. Collins (drawn by J. Winslow),77,86
344,3,0:57.0,,J. Winslow makes free throw 1 of 1,77,87
345,3,0:46.0,Personal foul by J. Winslow (drawn by Z. Collins),,77,87
346,3,0:46.0,Z. Collins makes free throw 1 of 2,,78,87
347,3,0:46.0,Z. Collins makes free throw 2 of 2,,79,87
348,3,0:34.0,,Def 3 sec tech foul by Team,79,87
349,3,0:34.0,,J. Richardson misses technical free throw,79,87
350,3,0:34.0,,Offensive rebound by Team,79,87
351,3,0:22.0,,T. Johnson makes 2-pt jump shot from 8 ft,79,89
352,3,0:00.0,D. Lillard misses 2-pt jump shot from 13 ft (block by J. Richardson),,79,89
353,3,0:00.0,Offensive rebound by Team,,79,89
354,4,11:47.0,,D. Wade misses 3-pt jump shot from 25 ft,79,89
355,4,11:44.0,Defensive rebound by Z. Collins,,79,89
356,4,11:35.0,E. Turner misses 2-pt layup from 2 ft,,79,89
357,4,11:34.0,Offensive rebound by Team,,79,89
358,4,11:33.0,,Loose ball foul by T. Johnson (drawn by C. McCollum),79,89
359,4,11:23.0,C. McCollum makes 2-pt jump shot from 18 ft,,81,89
360,4,11:01.0,,J. Winslow misses 2-pt jump shot from 9 ft,81,89
361,4,10:58.0,,Offensive rebound by B. Adebayo,81,89
362,4,10:58.0,,B. Adebayo misses 2-pt dunk at rim,81,89
363,4,10:57.0,,Offensive rebound by B. Adebayo,81,89
364,4,10:57.0,,Turnover by D. Wade (bad pass),81,89
365,4,10:40.0,M. Leonard misses 2-pt jump shot from 16 ft,,81,89
366,4,10:38.0,,Defensive rebound by B. Adebayo,81,89
367,4,10:28.0,,Personal foul by S. Curry (drawn by B. Adebayo),81,89
368,4,10:20.0,,B. Adebayo makes 2-pt layup from 2 ft (assist by J. Richardson),81,91
369,4,10:20.0,,Shooting foul by E. Turner (drawn by B. Adebayo),81,91
370,4,10:20.0,,B. Adebayo makes free throw 1 of 1,81,92
371,4,10:07.0,Turnover by S. Curry (bad pass; steal by J. Winslow),,81,92
372,4,9:55.0,,T. Johnson misses 2-pt jump shot from 10 ft,81,92
373,4,9:52.0,Defensive rebound by E. Turner,,81,92
374,4,9:51.0,Shooting foul by B. Adebayo (drawn by Z. Collins),,81,92
375,4,9:51.0,Z. Collins makes free throw 1 of 2,,82,92
376,4,9:51.0,Z. Collins makes free throw 2 of 2,,83,92
377,4,9:36.0,,J. Richardson misses 2-pt jump shot from 9 ft,83,92
378,4,9:32.0,Defensive rebound by M. Leonard,,83,92
379,4,9:18.0,E. Turner misses 3-pt jump shot from 23 ft,,83,92
380,4,9:12.0,,Defensive rebound by J. Winslow,83,92
381,4,9:05.0,,T. Johnson misses 3-pt jump shot from 24 ft,83,92
382,4,9:02.0,,Offensive rebound by T. Johnson,83,92
383,4,9:00.0,,T. Johnson makes 2-pt jump shot from 8 ft,83,94
384,4,8:51.0,C. McCollum makes 2-pt jump shot from 18 ft,,85,94
