,QUARTER,TIME_REMAINING,BOSTON_ACTION,INDIANA_ACTION,BOSTON_SCORE,INDIANA_SCORE
116,1,0:01.0,Personal foul by D. Sabonis (drawn by J. Brown),,28,18
117,1,0:01.0,A. Horford enters the game for M. Smart,,28,18
118,1,0:00.0,A. Horford misses 2-pt jump shot from 22 ft,,28,18
119,1,0:00.0,Offensive rebound by Team,,28,18
120,2,11:51.0,,C. Joseph misses 2-pt jump shot from 16 ft,28,18
121,2,11:48.0,Defensive rebound by T. Rozier,,28,18
122,2,11:34.0,T. Rozier makes 3-pt jump shot from 27 ft (assist by M. Smart),,31,18
123,2,11:12.0,,T. Leaf makes 2-pt dunk from 2 ft (assist by D. Sabonis),31,20
124,2,10:52.0,Shooting foul by C. Joseph (drawn by T. Rozier),,31,20
125,2,10:52.0,T. Rozier misses free throw 1 of 2,,31,20
126,2,10:52.0,Offensive rebound by Team,,31,20
127,2,10:52.0,G. Hayward enters the game for M. Smart,,31,20
128,2,10:52.0,T. Rozier makes free throw 2 of 2,,32,20
129,2,10:43.0,,T. Leaf makes 3-pt jump shot from 27 ft (assist by T. Evans),32,23
130,2,10:30.0,Turnover by T. Rozier (traveling),,32,23
131,2,10:19.0,,T. Evans makes 2-pt jump shot from 6 ft,32,25
132,2,9:56.0,A. Baynes misses 3-pt jump shot from 26 ft,,32,25
133,2,9:52.0,Offensive rebound by J. Brown,,32,25
134,2,9:51.0,J. Brown makes 2-pt layup from 1 ft,,34,25
135,2,9:39.0,,T. Evans makes 3-pt jump shot from 29 ft (assist by D. Sabonis),34,28
136,2,9:21.0,T. Rozier misses 2-pt jump shot from 10 ft,,34,28
137,2,9:18.0,,Defensive rebound by D. Sabonis,34,28
138,2,9:08.0,,D. McDermott misses 3-pt jump shot from 26 ft,34,28
139,2,9:06.0,Defensive rebound by A. Baynes,,34,28
140,2,9:01.0,G. Hayward makes 2-pt dunk at rim (assist by T. Rozier),,36,28
141,2,8:42.0,,T. Leaf misses 2-pt layup from 2 ft (block by G. Hayward),36,28
142,2,8:40.0,Defensive rebound by T. Rozier,,36,28
143,2,8:33.0,M. Morris misses 2-pt jump shot from 18 ft,,36,28
144,2,8:29.0,,Defensive rebound by D. McDermott,36,28
145,2,8:16.0,,D. Sabonis misses 2-pt layup from 1 ft (block by G. Hayward),36,28
146,2,8:13.0,Defensive rebound by J. Brown,,36,28
147,2,8:11.0,J. Brown misses 2-pt layup at rim,,36,28
148,2,8:09.0,Offensive rebound by M. Morris,,36,28
149,2,8:07.0,T. Rozier misses 3-pt jump shot from 26 ft,,36,28
150,2,8:04.0,,Defensive rebound by Team,36,28
151,2,8:04.0,Loose ball foul by G. Hayward (drawn by T. Evans),,36,28
152,2,8:04.0,,Indiana full timeout,36,28
153,2,8:04.0,,V. Oladipo enters the game for T. Leaf,36,28
154,2,8:04.0,,T. Young enters the game for D. McDermott,36,28
155,2,7:55.0,,Turnover by V. Oladipo (step out of bounds),36,28
156,2,7:44.0,J. Brown misses 2-pt layup from 6 ft (block by T. Evans),,36,28
157,2,7:41.0,,Defensive rebound by Team,36,28
158,2,7:21.0,,V. Oladipo misses 3-pt jump shot from 28 ft,36,28
159,2,7:18.0,,Offensive rebound by D. Sabonis,36,28
160,2,7:14.0,,Shooting foul by A. Baynes (drawn by C. Joseph),36,28
161,2,7:14.0,,C. Joseph makes free throw 1 of 2,36,29
162,2,7:14.0,,C. Joseph misses free throw 2 of 2,36,29
163,2,7:12.0,Defensive rebound by M. Morris,,36,29
164,2,6:58.0,M. Morris makes 3-pt jump shot from 27 ft (assist by G. Hayward),,39,29
165,2,6:41.0,,Shooting foul by A. Baynes (drawn by V. Oladipo),39,29
166,2,6:41.0,,V. Oladipo makes free throw 1 of 2,39,30
167,2,6:41.0,,V. Oladipo makes free throw 2 of 2,39,31
168,2,6:24.0,G. Hayward misses 3-pt jump shot from 26 ft,,39,31
169,2,6:19.0,,Defensive rebound by V. Oladipo,39,31
170,2,6:14.0,,T. Evans misses 3-pt jump shot from 29 ft,39,31
171,2,6:13.0,Defensive rebound by G. Hayward,,39,31
172,2,6:00.0,Turnover by J. Brown (lost ball; steal by V. Oladipo),,39,31
173,2,5:55.0,,V. Oladipo makes 3-pt jump shot from 26 ft (assist by T. Young),39,34
174,2,5:42.0,M. Morris makes 3-pt jump shot from 27 ft (assist by T. Rozier),,42,34
175,2,5:28.0,,D. Sabonis makes 2-pt jump shot from 20 ft (assist by V. Oladipo),42,36
176,2,5:08.0,M. Morris misses 2-pt jump shot from 18 ft,,42,36
177,2,5:06.0,,Defensive rebound by D. Sabonis,42,36
178,2,5:03.0,,Shooting foul by A. Baynes (drawn by T. Evans),42,36
179,2,5:03.0,,T. Evans makes free throw 1 of 2,42,37
180,2,5:03.0,A. Horford enters the game for A. Baynes,,42,37
181,2,5:03.0,K. Irving enters the game for J. Brown,,42,37
182,2,5:03.0,M. Smart enters the game for M. Morris,,42,37
183,2,5:03.0,J. Tatum enters the game for T. Rozier,,42,37
184,2,5:03.0,,M. Turner enters the game for D. Sabonis,42,37
185,2,5:03.0,,T. Evans makes free throw 2 of 2,42,38
186,2,4:53.0,J. Tatum misses 2-pt jump shot from 17 ft,,42,38
187,2,4:50.0,,Defensive rebound by V. Oladipo,42,38
188,2,4:38.0,,C. Joseph misses 2-pt jump shot from 13 ft,42,38
189,2,4:37.0,Defensive rebound by J. Tatum,,42,38
190,2,4:28.0,A. Horford misses 2-pt jump shot from 18 ft,,42,38
191,2,4:25.0,,Defensive rebound by M. Turner,42,38
192,2,4:18.0,,Shooting foul by G. Hayward (drawn by T. Young),42,38
193,2,4:18.0,,B. Bogdanović enters the game for T. Evans,42,38
194,2,4:18.0,,D. Collison enters the game for C. Joseph,42,38
195,2,4:18.0,,T. Young misses free throw 1 of 2,42,38
196,2,4:18.0,,Offensive rebound by Team,42,38
197,2,4:18.0,,T. Young misses free throw 2 of 2,42,38
198,2,4:16.0,Defensive rebound by J. Tatum,,42,38
199,2,4:03.0,J. Tatum makes 3-pt jump shot from 27 ft (assist by G. Hayward),,45,38
200,2,3:35.0,,Shooting foul by K. Irving (drawn by B. Bogdanović),45,38
201,2,3:35.0,,B. Bogdanović misses free throw 1 of 2,45,38
202,2,3:35.0,,Offensive rebound by Team,45,38
203,2,3:35.0,,B. Bogdanović misses free throw 2 of 2,45,38
204,2,3:34.0,Defensive rebound by J. Tatum,,45,38
205,2,3:28.0,Personal foul by M. Turner (drawn by A. Horford),,45,38
206,2,3:28.0,,Violation by Team (kicked ball),45,38
207,2,3:19.0,Turnover by M. Smart (bad pass; steal by D. Collison),,45,38
208,2,3:15.0,,B. Bogdanović misses 3-pt jump shot from 24 ft (block by A. Horford),45,38
209,2,3:14.0,,Offensive rebound by Team,45,38
210,2,3:14.0,M. Morris enters the game for G. Hayward,,45,38
211,2,3:14.0,T. Rozier enters the game for K. Irving,,45,38
212,2,2:56.0,,M. Turner makes 2-pt jump shot from 16 ft,45,40
213,2,2:43.0,M. Smart misses 2-pt jump shot from 21 ft,,45,40
214,2,2:40.0,Offensive rebound by M. Morris,,45,40
215,2,2:34.0,Turnover by M. Smart (bad pass; steal by V. Oladipo),,45,40
216,2,2:15.0,,B. Bogdanović misses 2-pt layup from 4 ft (block by M. Morris),45,40
217,2,2:15.0,Defensive rebound by Team,,45,40
218,2,2:15.0,Boston full timeout,,45,40
219,2,1:58.0,J. Tatum misses 3-pt jump shot from 28 ft,,45,40
220,2,1:55.0,,Defensive rebound by M. Turner,45,40
221,2,1:44.0,,V. Oladipo misses 3-pt jump shot from 28 ft,45,40
222,2,1:40.0,Defensive rebound by T. Rozier,,45,40
223,2,1:26.0,Turnover by M. Morris (lost ball; steal by T. Young),,45,40
224,2,1:03.0,,D. Collison makes 3-pt jump shot from 27 ft (assist by T. Young),45,43
225,2,0:49.0,A. Horford misses 3-pt jump shot from 27 ft,,45,43
226,2,0:46.0,,Defensive rebound by V. Oladipo,45,43
227,2,0:42.0,,Offensive foul by B. Bogdanović (drawn by M. Smart),45,43
228,2,0:42.0,,Turnover by B. Bogdanović (offensive foul),45,43
229,2,0:33.0,Turnover by J. Tatum (traveling),,45,43
230,2,0:25.0,,M. Turner makes 2-pt jump shot from 21 ft (assist by D. Collison),45,45
231,2,0:04.0,T. Rozier misses 3-pt jump shot from 27 ft,,45,45
232,2,0:01.0,,Defensive rebound by V. Oladipo,45,45
233,2,0:00.0,,V. Oladipo misses 3-pt jump shot from 51 ft,45,45
234,2,0:00.0,,Offensive rebound by Team,45,45
235,3,11:45.0,,Turnover by D. Collison (bad pass; steal by A. Horford),45,45
236,3,11:39.0,J. Brown misses 3-pt jump shot from 26 ft,,45,45
237,3,11:35.0,,Defensive rebound by V. Oladipo,45,45
238,3,11:24.0,,B. Bogdanović makes 2-pt layup at rim (assist by T. Young),45,47
239,3,11:07.0,J. Tatum makes 3-pt jump shot from 24 ft (assist by A. Horford),,48,47
240,3,10:51.0,,V. Oladipo misses 3-pt jump shot from 26 ft,48,47
241,3,10:48.0,Defensive rebound by G. Hayward,,48,47
242,3,10:34.0,G. Hayward misses 2-pt jump shot from 13 ft,,48,47
243,3,10:31.0,,Defensive rebound by V. Oladipo,48,47
244,3,10:27.0,,D. Collison makes 2-pt layup from 2 ft (assist by V. Oladipo),48,49
245,3,10:08.0,A. Horford makes 3-pt jump shot from 26 ft (assist by K. Irving),,51,49
246,3,9:48.0,,T. Young misses 2-pt layup from 1 ft,51,49
247,3,9:47.0,,Offensive rebound by Team,51,49
248,3,9:43.0,,B. Bogdanović makes 2-pt jump shot from 19 ft (assist by D. Collison),51,51
249,3,9:27.0,K. Irving misses 3-pt jump shot from 23 ft,,51,51
250,3,9:25.0,,Defensive rebound by B. Bogdanović,51,51
251,3,9:09.0,,T. Young misses 2-pt layup from 5 ft,51,51
252,3,9:05.0,,Offensive rebound by D. Collison,51,51
253,3,9:04.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,51,51
254,3,9:04.0,Defensive rebound by K. Irving,,51,51
255,3,8:55.0,K. Irving misses 3-pt jump shot from 27 ft,,51,51
256,3,8:52.0,,Defensive rebound by D. Collison,51,51
257,3,8:37.0,,V. Oladipo misses 2-pt layup from 1 ft (block by K. Irving),51,51
258,3,8:37.0,,Offensive rebound by Team,51,51
259,3,8:29.0,,T. Young misses 2-pt layup from 1 ft,51,51
260,3,8:27.0,Defensive rebound by J. Brown,,51,51
261,3,8:21.0,J. Tatum misses 3-pt jump shot from 23 ft,,51,51
262,3,8:18.0,Offensive rebound by A. Horford,,51,51
263,3,8:17.0,A. Horford makes 2-pt layup from 1 ft,,53,51
264,3,8:01.0,,Shooting foul by A. Horford (drawn by M. Turner),53,51
265,3,8:01.0,,M. Turner makes free throw 1 of 2,53,52
266,3,8:01.0,,M. Turner makes free throw 2 of 2,53,53
267,3,7:52.0,G. Hayward misses 3-pt jump shot from 24 ft,,53,53
268,3,7:47.0,,Defensive rebound by M. Turner,53,53
269,3,7:38.0,,M. Turner makes 2-pt jump shot from 19 ft (assist by D. Collison),53,55
270,3,7:20.0,A. Horford makes 2-pt dunk from 1 ft (assist by K. Irving),,55,55
271,3,7:01.0,,B. Bogdanović makes 3-pt jump shot from 28 ft (assist by T. Young),55,58
272,3,6:59.0,Boston full timeout,,55,58
273,3,6:44.0,A. Horford misses 2-pt layup from 1 ft (block by M. Turner),,55,58
274,3,6:40.0,,Defensive rebound by B. Bogdanović,55,58
275,3,6:39.0,,Turnover by B. Bogdanović (bad pass; steal by G. Hayward),55,58
276,3,6:36.0,A. Horford makes 2-pt dunk from 1 ft (assist by G. Hayward),,57,58
277,3,6:14.0,,D. Collison misses 2-pt jump shot from 10 ft,57,58
278,3,6:11.0,Defensive rebound by G. Hayward,,57,58
279,3,5:59.0,Turnover by J. Tatum (bad pass; steal by B. Bogdanović),,57,58
280,3,5:55.0,,D. Collison misses 2-pt layup from 1 ft (block by J. Brown),57,58
281,3,5:55.0,,Offensive rebound by Team,57,58
282,3,5:55.0,M. Morris enters the game for G. Hayward,,57,58
283,3,5:55.0,T. Rozier enters the game for J. Tatum,,57,58
284,3,5:40.0,,B. Bogdanović makes 2-pt jump shot from 6 ft,57,60
285,3,5:40.0,,Shooting foul by M. Morris (drawn by B. Bogdanović),57,60
286,3,5:40.0,,B. Bogdanović makes free throw 1 of 1,57,61
287,3,5:26.0,A. Horford misses 2-pt layup from 1 ft,,57,61
288,3,5:22.0,,Defensive rebound by T. Young,57,61
289,3,5:16.0,,V. Oladipo misses 3-pt jump shot from 23 ft,57,61
290,3,5:14.0,,Offensive rebound by T. Young,57,61
291,3,5:13.0,,T. Young makes 2-pt layup at rim,57,63
292,3,5:01.0,Turnover by M. Morris (bad pass),,57,63
293,3,4:55.0,,T. Young misses 3-pt jump shot from 28 ft,57,63
294,3,4:51.0,Defensive rebound by T. Rozier,,57,63
295,3,4:46.0,M. Morris makes 2-pt layup from 3 ft,,59,63
296,3,4:29.0,,T. Young misses 2-pt hook shot from 9 ft (block by J. Brown),59,63
297,3,4:29.0,,Offensive rebound by Team,59,63
298,3,4:29.0,,D. Sabonis enters the game for T. Young,59,63
299,3,4:20.0,,Shooting foul by M. Morris (drawn by V. Oladipo),59,63
300,3,4:20.0,,V. Oladipo makes free throw 1 of 2,59,64
301,3,4:20.0,M. Smart enters the game for J. Brown,,59,64
302,3,4:20.0,,C. Joseph enters the game for B. Bogdanović,59,64
303,3,4:20.0,,V. Oladipo makes free throw 2 of 2,59,65
304,3,4:14.0,Personal foul by D. Sabonis (drawn by M. Morris),,59,65
305,3,4:09.0,A. Horford misses 3-pt jump shot from 26 ft,,59,65
306,3,4:05.0,,Defensive rebound by V. Oladipo,59,65
307,3,3:44.0,,M. Turner misses 2-pt jump shot from 12 ft,59,65
308,3,3:44.0,Defensive rebound by Team,,59,65
309,3,3:44.0,,Loose ball foul by D. Sabonis (drawn by M. Smart),59,65
310,3,3:44.0,A. Baynes enters the game for A. Horford,,59,65
311,3,3:44.0,,T. Evans enters the game for D. Collison,59,65
312,3,3:24.0,K. Irving makes 3-pt jump shot from 25 ft (assist by M. Smart),,62,65
313,3,3:08.0,,V. Oladipo makes 2-pt jump shot from 9 ft,62,67
314,3,2:55.0,Turnover by K. Irving (lost ball; steal by T. Evans),,62,67
315,3,2:51.0,,T. Evans misses 2-pt layup at rim,62,67
316,3,2:51.0,,Offensive rebound by Team,62,67
317,3,2:51.0,Loose ball foul by M. Morris (drawn by V. Oladipo),,62,67
318,3,2:51.0,,Indiana full timeout,62,67
319,3,2:51.0,J. Tatum enters the game for K. Irving,,62,67
320,3,2:42.0,,V. Oladipo misses 3-pt jump shot from 26 ft,62,67
321,3,2:38.0,Defensive rebound by T. Rozier,,62,67
322,3,2:25.0,T. Rozier makes 3-pt jump shot from 27 ft (assist by M. Smart),,65,67
323,3,2:07.0,,Turnover by T. Evans (bad pass; steal by M. Morris),65,67
324,3,2:03.0,M. Morris makes 2-pt layup from 1 ft (assist by M. Smart),,67,67
325,3,1:41.0,,D. Sabonis misses 2-pt jump shot from 13 ft,67,67
326,3,1:38.0,Defensive rebound by J. Tatum,,67,67
327,3,1:20.0,M. Morris makes 3-pt jump shot from 23 ft (assist by M. Smart),,70,67
328,3,0:55.0,,D. Sabonis makes 2-pt jump shot from 3 ft,70,69
329,3,0:40.0,Turnover by J. Tatum (traveling),,70,69
330,3,0:40.0,,T. Leaf enters the game for V. Oladipo,70,69
331,3,0:40.0,,D. McDermott enters the game for M. Turner,70,69
332,3,0:32.0,,T. Leaf misses 2-pt layup from 1 ft,70,69
333,3,0:32.0,,Offensive rebound by D. Sabonis,70,69
334,3,0:31.0,,Turnover by D. Sabonis (off goaltending),70,69
335,3,0:12.0,M. Morris makes 2-pt jump shot from 15 ft,,72,69
336,3,0:02.0,,T. Evans makes 3-pt jump shot from 27 ft (assist by C. Joseph),72,72
337,4,11:46.0,A. Baynes makes 3-pt jump shot from 25 ft (assist by M. Smart),,75,72
338,4,11:19.0,,T. Evans makes 2-pt jump shot from 19 ft,75,74
339,4,11:06.0,Personal foul by D. McDermott (drawn by J. Tatum),,75,74
340,4,10:59.0,J. Tatum misses 2-pt jump shot from 17 ft,,75,74
341,4,10:55.0,,Defensive rebound by T. Leaf,75,74
342,4,10:41.0,,T. Evans makes 2-pt layup from 2 ft,75,76
343,4,10:23.0,M. Smart misses 2-pt layup from 4 ft,,75,76
344,4,10:21.0,,Defensive rebound by D. Sabonis,75,76
345,4,10:12.0,,C. Joseph misses 3-pt jump shot from 25 ft,75,76
346,4,10:08.0,Defensive rebound by M. Morris,,75,76
347,4,9:54.0,J. Tatum makes 3-pt jump shot from 29 ft (assist by M. Smart),,78,76
348,4,9:35.0,,Shooting foul by A. Baynes (drawn by D. Sabonis),78,76
349,4,9:35.0,,D. Sabonis makes free throw 1 of 2,78,77
350,4,9:35.0,J. Brown enters the game for M. Smart,,78,77
351,4,9:35.0,,D. Sabonis makes free throw 2 of 2,78,78
352,4,9:22.0,G. Hayward misses 2-pt jump shot from 17 ft,,78,78
353,4,9:18.0,,Defensive rebound by D. Sabonis,78,78
354,4,9:07.0,,D. Sabonis makes 2-pt hook shot from 7 ft,78,80
355,4,8:53.0,A. Baynes makes 3-pt jump shot from 25 ft (assist by J. Tatum),,81,80
356,4,8:42.0,,T. Evans misses 2-pt layup from 2 ft,81,80
357,4,8:39.0,Defensive rebound by G. Hayward,,81,80
358,4,8:35.0,G. Hayward makes 2-pt jump shot from 12 ft,,83,80
359,4,8:18.0,,D. Sabonis makes 2-pt jump shot from 11 ft (assist by C. Joseph),83,82
360,4,8:04.0,G. Hayward misses 3-pt jump shot from 29 ft,,83,82
361,4,8:02.0,,Defensive rebound by D. McDermott,83,82
362,4,7:47.0,,T. Evans makes 3-pt jump shot from 26 ft,83,85
363,4,7:40.0,Boston full timeout,,83,85
364,4,7:40.0,K. Irving enters the game for M. Morris,,83,85
365,4,7:27.0,Personal foul by C. Joseph (drawn by K. Irving),,83,85
366,4,7:23.0,Shooting foul by T. Leaf (drawn by J. Brown),,83,85
367,4,7:23.0,J. Brown misses free throw 1 of 2,,83,85
368,4,7:23.0,Offensive rebound by Team,,83,85
369,4,7:23.0,J. Brown makes free throw 2 of 2,,84,85
370,4,7:08.0,,T. Leaf makes 2-pt dunk from 2 ft (assist by D. Sabonis),84,87
371,4,6:59.0,Turnover by J. Brown (bad pass; steal by D. McDermott),,84,87
372,4,6:54.0,,T. Evans misses 2-pt layup from 3 ft,84,87
373,4,6:50.0,Defensive rebound by G. Hayward,,84,87
374,4,6:48.0,J. Brown misses 3-pt jump shot from 28 ft,,84,87
375,4,6:45.0,,Defensive rebound by Team,84,87
376,4,6:45.0,,V. Oladipo enters the game for T. Leaf,84,87
377,4,6:45.0,,T. Young enters the game for D. McDermott,84,87
378,4,6:26.0,,C. Joseph misses 3-pt jump shot from 27 ft,84,87
379,4,6:22.0,Defensive rebound by K. Irving,,84,87
380,4,6:13.0,K. Irving makes 3-pt jump shot from 29 ft,,87,87
381,4,6:07.0,,Indiana full timeout,87,87
382,4,6:07.0,A. Horford enters the game for A. Baynes,,87,87
383,4,6:07.0,M. Smart enters the game for J. Tatum,,87,87
384,4,5:55.0,,D. Sabonis makes 2-pt layup from 3 ft (assist by T. Evans),87,89
385,4,5:36.0,J. Brown misses 2-pt layup from 6 ft,,87,89
386,4,5:34.0,,Defensive rebound by D. Sabonis,87,89
387,4,5:23.0,,Personal foul by M. Smart (drawn by D. Sabonis),87,89
