,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,INDIANA_ACTION,WASHINGTON_SCORE,INDIANA_SCORE
28,1,8:14.0,Defensive rebound by Team,,7,7
29,1,8:03.0,J. Green makes 3-pt jump shot from 24 ft (assist by J. Wall),,10,7
30,1,7:41.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,10,7
31,1,7:38.0,Defensive rebound by J. Wall,,10,7
32,1,7:28.0,Shooting foul by T. Young (drawn by T. Bryant),,10,7
33,1,7:28.0,T. Bryant makes free throw 1 of 2,,11,7
34,1,7:28.0,T. Bryant makes free throw 2 of 2,,12,7
35,1,7:14.0,,B. Bogdanović makes 3-pt jump shot from 27 ft,12,10
36,1,7:00.0,J. Green misses 3-pt jump shot from 24 ft,,12,10
37,1,6:56.0,,Defensive rebound by V. Oladipo,12,10
38,1,6:48.0,,M. Turner misses 2-pt layup from 1 ft,12,10
39,1,6:46.0,Defensive rebound by T. Bryant,,12,10
40,1,6:40.0,J. Wall misses 3-pt jump shot from 28 ft,,12,10
41,1,6:38.0,,Defensive rebound by V. Oladipo,12,10
42,1,6:28.0,,M. Turner misses 2-pt jump shot from 17 ft,12,10
43,1,6:24.0,Defensive rebound by T. Bryant,,12,10
44,1,6:15.0,B. Beal misses 3-pt jump shot from 27 ft,,12,10
45,1,6:13.0,,Defensive rebound by M. Turner,12,10
46,1,6:05.0,,Turnover by D. Collison (bad pass; steal by T. Ariza),12,10
47,1,6:04.0,Personal take foul by B. Bogdanović (drawn by J. Wall),,12,10
48,1,6:04.0,,Indiana full timeout,12,10
49,1,5:43.0,T. Bryant makes 2-pt dunk from 1 ft (assist by B. Beal),,14,10
50,1,5:29.0,,M. Turner misses 2-pt jump shot from 16 ft,14,10
51,1,5:25.0,,Offensive rebound by T. Young,14,10
52,1,5:25.0,,T. Young misses 2-pt layup from 1 ft,14,10
53,1,5:25.0,Defensive rebound by J. Green,,14,10
54,1,5:19.0,Turnover by J. Wall (bad pass),,14,10
55,1,5:06.0,,D. Collison misses 3-pt jump shot from 23 ft,14,10
56,1,5:02.0,Defensive rebound by T. Ariza,,14,10
57,1,4:58.0,Personal foul by D. Collison (drawn by J. Wall),,14,10
58,1,4:58.0,M. Morris enters the game for B. Beal,,14,10
59,1,4:58.0,T. Satoranský enters the game for T. Bryant,,14,10
60,1,4:58.0,,D. Sabonis enters the game for T. Young,14,10
61,1,4:55.0,Turnover by T. Satoranský (traveling),,14,10
62,1,4:44.0,,Turnover by B. Bogdanović (bad pass),14,10
63,1,4:31.0,Turnover by J. Wall (bad pass; steal by D. Collison),,14,10
64,1,4:28.0,,D. Collison makes 2-pt layup at rim (assist by B. Bogdanović),14,12
65,1,4:16.0,M. Morris makes 2-pt layup from 2 ft (assist by J. Green),,16,12
66,1,4:16.0,Shooting foul by D. Sabonis (drawn by M. Morris),,16,12
67,1,4:16.0,,C. Joseph enters the game for B. Bogdanović,16,12
68,1,4:16.0,M. Morris makes free throw 1 of 1,,17,12
69,1,3:55.0,,M. Turner makes 2-pt jump shot from 9 ft,17,14
70,1,3:41.0,Turnover by J. Wall (out of bounds lost ball),,17,14
71,1,3:41.0,R. Baker enters the game for T. Ariza,,17,14
72,1,3:41.0,,D. McDermott enters the game for D. Collison,17,14
73,1,3:29.0,,M. Turner makes 3-pt jump shot from 27 ft (assist by C. Joseph),17,17
74,1,3:14.0,Shooting foul by C. Joseph (drawn by J. Wall),,17,17
75,1,3:14.0,J. Wall makes free throw 1 of 2,,18,17
76,1,3:14.0,J. Wall makes free throw 2 of 2,,19,17
77,1,3:03.0,,D. Sabonis makes 2-pt dunk from 1 ft (assist by V. Oladipo),19,19
78,1,2:50.0,Turnover by J. Green (bad pass; steal by V. Oladipo),,19,19
79,1,2:46.0,,C. Joseph makes 2-pt layup from 4 ft (assist by V. Oladipo),19,21
80,1,2:45.0,Washington full timeout,,19,21
81,1,2:45.0,S. Dekker enters the game for J. Green,,19,21
82,1,2:34.0,M. Morris makes 2-pt layup from 1 ft (assist by J. Wall),,21,21
83,1,2:22.0,,D. Sabonis makes 2-pt dunk from 1 ft (assist by V. Oladipo),21,23
84,1,2:08.0,M. Morris makes 2-pt layup from 2 ft (assist by J. Wall),,23,23
85,1,1:56.0,,C. Joseph misses 3-pt jump shot from 27 ft,23,23
86,1,1:55.0,Defensive rebound by J. Wall,,23,23
87,1,1:35.0,T. Satoranský misses 3-pt jump shot from 23 ft,,23,23
88,1,1:31.0,,Defensive rebound by D. Sabonis,23,23
89,1,1:25.0,,D. McDermott misses 3-pt jump shot from 27 ft,23,23
90,1,1:22.0,Defensive rebound by S. Dekker,,23,23
91,1,1:12.0,T. Satoranský misses 3-pt jump shot from 26 ft,,23,23
92,1,1:09.0,,Defensive rebound by D. McDermott,23,23
93,1,1:01.0,,Personal foul by T. Satoranský (drawn by D. McDermott),23,23
94,1,1:01.0,,A. Holiday enters the game for V. Oladipo,23,23
95,1,1:01.0,,T. Young enters the game for M. Turner,23,23
96,1,0:53.0,,C. Joseph misses 2-pt jump shot from 1 ft,23,23
97,1,0:51.0,,Offensive rebound by C. Joseph,23,23
98,1,0:42.0,,C. Joseph makes 2-pt jump shot from 3 ft,23,25
99,1,0:36.0,Shooting foul by T. Young (drawn by J. Wall),,23,25
100,1,0:36.0,J. Wall makes free throw 1 of 2,,24,25
101,1,0:36.0,J. Wall makes free throw 2 of 2,,25,25
102,1,0:29.0,,D. Sabonis makes 2-pt jump shot from 20 ft (assist by C. Joseph),25,27
103,1,0:10.0,Turnover by J. Wall (out of bounds lost ball),,25,27
104,1,0:03.0,,C. Joseph misses 2-pt jump shot from 11 ft,25,27
105,1,0:00.0,Defensive rebound by M. Morris,,25,27
106,2,11:44.0,M. Morris misses 2-pt layup from 4 ft,,25,27
107,2,11:43.0,,Defensive rebound by D. Sabonis,25,27
108,2,11:31.0,,D. McDermott makes 2-pt layup from 2 ft (assist by T. Young),25,29
109,2,11:17.0,S. Dekker makes 2-pt jump shot from 7 ft,,27,29
110,2,11:05.0,,A. Holiday makes 2-pt jump shot from 10 ft,27,31
111,2,10:48.0,M. Morris misses 2-pt jump shot from 15 ft,,27,31
112,2,10:46.0,,Defensive rebound by A. Holiday,27,31
113,2,10:39.0,,A. Holiday misses 2-pt jump shot from 9 ft,27,31
114,2,10:37.0,Defensive rebound by M. Morris,,27,31
115,2,10:31.0,S. Dekker misses 2-pt jump shot from 7 ft,,27,31
116,2,10:31.0,,Defensive rebound by T. Young,27,31
117,2,10:15.0,,D. McDermott misses 2-pt jump shot from 14 ft,27,31
118,2,10:12.0,Defensive rebound by R. Baker,,27,31
119,2,9:53.0,C. Randle misses 2-pt layup from 4 ft (block by D. Sabonis),,27,31
120,2,9:53.0,Offensive rebound by C. Randle,,27,31
121,2,9:53.0,Shooting foul by D. Sabonis (drawn by C. Randle),,27,31
122,2,9:53.0,C. Randle makes free throw 1 of 2,,28,31
123,2,9:53.0,C. Randle misses free throw 2 of 2,,28,31
124,2,9:52.0,,Defensive rebound by D. Sabonis,28,31
125,2,9:39.0,,Personal foul by S. Dekker (drawn by T. Young),28,31
126,2,9:36.0,,Offensive foul by D. McDermott (drawn by C. Randle),28,31
127,2,9:36.0,,Turnover by D. McDermott (offensive foul),28,31
128,2,9:21.0,Turnover by C. Randle (lost ball; steal by C. Joseph),,28,31
129,2,9:08.0,,C. Joseph misses 3-pt jump shot from 23 ft,28,31
130,2,9:04.0,,Offensive rebound by T. Young,28,31
131,2,9:04.0,,T. Young makes 2-pt dunk from 1 ft,28,33
132,2,8:52.0,Turnover by T. Satoranský (bad pass; steal by T. Young),,28,33
133,2,8:48.0,,T. Young makes 2-pt dunk at rim,28,35
134,2,8:48.0,Washington full timeout,,28,35
135,2,8:48.0,B. Beal enters the game for C. Randle,,28,35
136,2,8:33.0,M. Morris makes 2-pt hook shot from 6 ft,,30,35
137,2,8:17.0,,Turnover by A. Holiday (bad pass; steal by T. Satoranský),30,35
138,2,8:12.0,Turnover by T. Satoranský (bad pass; steal by D. McDermott),,30,35
139,2,8:06.0,,D. McDermott misses 3-pt jump shot from 27 ft,30,35
140,2,8:04.0,,Offensive rebound by D. McDermott,30,35
141,2,7:51.0,,A. Holiday misses 3-pt jump shot from 26 ft,30,35
142,2,7:47.0,,Offensive rebound by T. Young,30,35
143,2,7:47.0,,T. Young makes 2-pt layup from 1 ft,30,37
144,2,7:38.0,B. Beal makes 2-pt jump shot from 14 ft,,32,37
145,2,7:25.0,,A. Holiday misses 3-pt jump shot from 28 ft,32,37
146,2,7:22.0,Defensive rebound by M. Morris,,32,37
147,2,7:20.0,B. Beal misses 2-pt layup from 2 ft (block by A. Holiday),,32,37
148,2,7:19.0,Offensive rebound by Team,,32,37
149,2,7:19.0,T. Ariza enters the game for R. Baker,,32,37
150,2,7:19.0,J. Green enters the game for S. Dekker,,32,37
151,2,7:19.0,,B. Bogdanović enters the game for D. McDermott,32,37
152,2,7:19.0,,V. Oladipo enters the game for T. Young,32,37
153,2,7:17.0,Turnover by T. Ariza (bad pass; steal by A. Holiday),,32,37
154,2,7:11.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,32,37
155,2,7:07.0,Defensive rebound by T. Satoranský,,32,37
156,2,6:58.0,Personal foul by A. Holiday (drawn by B. Beal),,32,37
157,2,6:58.0,J. Wall enters the game for T. Satoranský,,32,37
158,2,6:55.0,B. Beal misses 3-pt jump shot from 29 ft,,32,37
159,2,6:51.0,,Defensive rebound by D. Sabonis,32,37
160,2,6:45.0,,C. Joseph makes 2-pt layup from 2 ft,32,39
161,2,6:39.0,Washington full timeout,,32,39
162,2,6:31.0,Turnover by J. Wall (bad pass; steal by V. Oladipo),,32,39
163,2,6:27.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by V. Oladipo),32,41
164,2,6:13.0,J. Wall misses 2-pt layup from 5 ft (block by D. Sabonis),,32,41
165,2,6:12.0,Offensive rebound by J. Wall,,32,41
166,2,6:11.0,Turnover by J. Wall (bad pass; steal by B. Bogdanović),,32,41
167,2,6:05.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by V. Oladipo),32,44
168,2,5:47.0,Shooting foul by D. Sabonis (drawn by B. Beal),,32,44
169,2,5:47.0,B. Beal makes free throw 1 of 2,,33,44
170,2,5:47.0,,M. Turner enters the game for D. Sabonis,33,44
171,2,5:47.0,B. Beal makes free throw 2 of 2,,34,44
172,2,5:37.0,,V. Oladipo makes 2-pt jump shot from 19 ft,34,46
173,2,5:15.0,M. Morris misses 2-pt layup from 1 ft,,34,46
174,2,5:13.0,,Defensive rebound by C. Joseph,34,46
175,2,5:05.0,,A. Holiday misses 2-pt dunk from 1 ft,34,46
176,2,5:05.0,Defensive rebound by Team,,34,46
177,2,4:55.0,M. Morris makes 3-pt jump shot from 23 ft (assist by J. Green),,37,46
178,2,4:34.0,,C. Joseph misses 2-pt layup from 1 ft,37,46
179,2,4:31.0,Defensive rebound by B. Beal,,37,46
180,2,4:27.0,B. Beal makes 3-pt jump shot from 27 ft (assist by T. Ariza),,40,46
181,2,4:18.0,,Indiana full timeout,40,46
182,2,4:18.0,,D. Collison enters the game for A. Holiday,40,46
183,2,4:05.0,,M. Turner misses 2-pt layup from 1 ft,40,46
184,2,4:04.0,,Offensive rebound by M. Turner,40,46
185,2,4:04.0,,M. Turner misses 2-pt layup from 1 ft,40,46
186,2,4:04.0,Defensive rebound by Team,,40,46
187,2,4:04.0,,T. Young enters the game for C. Joseph,40,46
188,2,3:47.0,M. Morris misses 3-pt jump shot from 26 ft,,40,46
189,2,3:43.0,,Defensive rebound by V. Oladipo,40,46
190,2,3:36.0,,V. Oladipo misses 3-pt jump shot from 26 ft,40,46
191,2,3:34.0,,Offensive rebound by T. Young,40,46
192,2,3:34.0,,Personal foul by T. Ariza (drawn by T. Young),40,46
193,2,3:34.0,T. Bryant enters the game for M. Morris,,40,46
194,2,3:24.0,,Turnover by B. Bogdanović (bad pass),40,46
195,2,3:05.0,J. Green misses 3-pt jump shot from 24 ft,,40,46
196,2,3:03.0,,Defensive rebound by M. Turner,40,46
197,2,2:40.0,,D. Collison misses 2-pt jump shot from 10 ft,40,46
198,2,2:38.0,Defensive rebound by T. Bryant,,40,46
199,2,2:27.0,J. Wall misses 2-pt jump shot from 14 ft,,40,46
200,2,2:24.0,,Defensive rebound by M. Turner,40,46
201,2,2:13.0,,M. Turner misses 2-pt jump shot from 15 ft,40,46
202,2,2:11.0,Defensive rebound by B. Beal,,40,46
203,2,2:07.0,J. Green makes 2-pt layup from 1 ft (assist by B. Beal),,42,46
204,2,2:07.0,Shooting foul by M. Turner (drawn by J. Green),,42,46
205,2,2:07.0,J. Green makes free throw 1 of 1,,43,46
206,2,1:50.0,,D. Collison makes 3-pt jump shot from 23 ft (assist by M. Turner),43,49
207,2,1:39.0,B. Beal misses 3-pt jump shot from 24 ft,,43,49
208,2,1:36.0,,Defensive rebound by V. Oladipo,43,49
209,2,1:28.0,,V. Oladipo makes 2-pt jump shot from 20 ft,43,51
210,2,1:10.0,Turnover by J. Green (bad pass),,43,51
211,2,0:59.0,,M. Turner makes 2-pt jump shot from 19 ft (assist by D. Collison),43,53
212,2,0:48.0,T. Bryant makes 3-pt jump shot from 27 ft (assist by J. Wall),,46,53
213,2,0:31.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,46,53
214,2,0:28.0,Defensive rebound by T. Bryant,,46,53
215,2,0:06.0,J. Wall misses 3-pt jump shot from 27 ft,,46,53
216,2,0:03.0,,Defensive rebound by M. Turner,46,53
217,2,0:00.0,,D. Collison misses 3-pt jump shot from 40 ft,46,53
218,2,0:00.0,,Offensive rebound by Team,46,53
219,3,11:45.0,Turnover by T. Ariza (bad pass; steal by M. Turner),,46,53
220,3,11:29.0,,V. Oladipo misses 2-pt jump shot from 20 ft,46,53
221,3,11:26.0,Defensive rebound by T. Bryant,,46,53
222,3,11:18.0,J. Wall makes 3-pt jump shot from 26 ft (assist by B. Beal),,49,53
223,3,11:02.0,,V. Oladipo misses 3-pt jump shot from 26 ft,49,53
224,3,11:00.0,Defensive rebound by Team,,49,53
225,3,10:39.0,J. Green misses 3-pt jump shot from 28 ft,,49,53
226,3,10:36.0,,Defensive rebound by T. Young,49,53
227,3,10:24.0,,T. Young makes 2-pt layup from 2 ft,49,55
228,3,10:07.0,Turnover by T. Bryant (bad pass),,49,55
229,3,9:49.0,,V. Oladipo misses 2-pt jump shot from 16 ft,49,55
230,3,9:47.0,Defensive rebound by T. Ariza,,49,55
231,3,9:41.0,B. Beal misses 3-pt jump shot from 26 ft,,49,55
232,3,9:37.0,,Defensive rebound by T. Young,49,55
233,3,9:22.0,,M. Turner misses 2-pt jump shot from 19 ft,49,55
234,3,9:19.0,Defensive rebound by B. Beal,,49,55
235,3,9:13.0,T. Ariza misses 3-pt jump shot from 26 ft,,49,55
236,3,9:10.0,,Defensive rebound by M. Turner,49,55
237,3,9:06.0,,D. Collison makes 2-pt jump shot from 19 ft,49,57
238,3,8:49.0,J. Wall misses 3-pt jump shot from 26 ft,,49,57
239,3,8:46.0,,Defensive rebound by V. Oladipo,49,57
240,3,8:41.0,,V. Oladipo makes 3-pt jump shot from 28 ft (assist by D. Collison),49,60
241,3,8:39.0,Washington full timeout,,49,60
242,3,8:31.0,Shooting foul by M. Turner (drawn by T. Bryant),,49,60
243,3,8:31.0,T. Bryant makes free throw 1 of 2,,50,60
244,3,8:31.0,T. Bryant makes free throw 2 of 2,,51,60
245,3,8:16.0,,T. Young misses 2-pt layup from 2 ft,51,60
246,3,8:16.0,,Offensive rebound by M. Turner,51,60
247,3,8:05.0,,T. Young misses 3-pt jump shot from 26 ft,51,60
248,3,8:02.0,Defensive rebound by J. Wall,,51,60
249,3,7:40.0,T. Ariza makes 3-pt jump shot from 27 ft,,54,60
250,3,7:26.0,,Turnover by M. Turner (out of bounds lost ball),54,60
251,3,7:12.0,J. Wall misses 2-pt jump shot from 16 ft,,54,60
252,3,7:08.0,,Defensive rebound by T. Young,54,60
253,3,6:59.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,54,60
254,3,6:56.0,,Offensive rebound by M. Turner,54,60
255,3,6:51.0,,T. Young misses 2-pt layup from 2 ft,54,60
256,3,6:50.0,,Offensive rebound by T. Young,54,60
257,3,6:49.0,,T. Young misses 2-pt layup from 2 ft,54,60
258,3,6:49.0,Defensive rebound by T. Bryant,,54,60
259,3,6:35.0,T. Bryant makes 2-pt layup from 1 ft (assist by B. Beal),,56,60
260,3,6:22.0,,M. Turner makes 2-pt layup from 2 ft (assist by V. Oladipo),56,62
261,3,6:22.0,,Shooting foul by T. Bryant (drawn by M. Turner),56,62
262,3,6:22.0,,M. Turner makes free throw 1 of 1,56,63
263,3,6:05.0,T. Bryant misses 2-pt layup from 2 ft,,56,63
264,3,6:04.0,,Defensive rebound by M. Turner,56,63
265,3,5:52.0,,B. Bogdanović misses 2-pt jump shot from 12 ft,56,63
266,3,5:49.0,,Offensive rebound by M. Turner,56,63
267,3,5:44.0,,Turnover by V. Oladipo (bad pass; steal by J. Wall),56,63
268,3,5:39.0,B. Beal misses 2-pt layup from 1 ft,,56,63
269,3,5:37.0,,Defensive rebound by D. Collison,56,63
270,3,5:32.0,,D. Collison misses 2-pt layup from 1 ft,56,63
271,3,5:29.0,,Offensive rebound by M. Turner,56,63
272,3,5:29.0,,M. Turner makes 2-pt dunk at rim,56,65
273,3,5:27.0,Turnover by T. Ariza (bad pass; steal by B. Bogdanović),,56,65
274,3,5:21.0,,Turnover by M. Turner (bad pass; steal by B. Beal),56,65
275,3,5:15.0,Turnover by J. Green (offensive foul),,56,65
276,3,5:15.0,Offensive foul by J. Green (drawn by V. Oladipo),,56,65
277,3,5:03.0,,D. Collison makes 3-pt jump shot from 26 ft,56,68
278,3,5:01.0,Washington full timeout,,56,68
279,3,5:01.0,M. Morris enters the game for T. Bryant,,56,68
280,3,4:47.0,T. Ariza misses 3-pt jump shot from 27 ft,,56,68
281,3,4:43.0,Offensive rebound by M. Morris,,56,68
282,3,4:41.0,M. Morris misses 3-pt jump shot from 28 ft,,56,68
283,3,4:37.0,,Defensive rebound by B. Bogdanović,56,68
284,3,4:19.0,,M. Turner makes 2-pt jump shot from 14 ft (assist by V. Oladipo),56,70
285,3,4:05.0,B. Beal misses 3-pt jump shot from 30 ft,,56,70
286,3,4:04.0,,Defensive rebound by B. Bogdanović,56,70
287,3,3:58.0,,Shooting foul by T. Ariza (drawn by B. Bogdanović),56,70
288,3,3:58.0,,B. Bogdanović makes free throw 1 of 2,56,71
289,3,3:58.0,T. Satoranský enters the game for B. Beal,,56,71
290,3,3:58.0,,D. Sabonis enters the game for T. Young,56,71
291,3,3:58.0,,B. Bogdanović misses free throw 2 of 2,56,71
292,3,3:57.0,Defensive rebound by T. Ariza,,56,71
293,3,3:57.0,,C. Joseph enters the game for B. Bogdanović,56,71
294,3,3:38.0,Turnover by J. Wall (bad pass),,56,71
295,3,3:17.0,,Personal foul by J. Wall (drawn by D. Sabonis),56,71
296,3,3:17.0,C. Randle enters the game for J. Wall,,56,71
297,3,3:11.0,,V. Oladipo misses 3-pt jump shot from 27 ft,56,71
298,3,3:09.0,Defensive rebound by J. Green,,56,71
299,3,2:51.0,J. Green misses 3-pt jump shot from 23 ft,,56,71
300,3,2:48.0,Offensive rebound by T. Satoranský,,56,71
301,3,2:46.0,J. Green misses 2-pt layup from 2 ft (block by M. Turner),,56,71
302,3,2:44.0,,Defensive rebound by C. Joseph,56,71
303,3,2:44.0,S. Dekker enters the game for J. Green,,56,71
304,3,2:44.0,,A. Holiday enters the game for D. Collison,56,71
305,3,2:44.0,,D. McDermott enters the game for V. Oladipo,56,71
306,3,2:28.0,,A. Holiday makes 3-pt jump shot from 28 ft (assist by M. Turner),56,74
307,3,2:11.0,Shooting foul by C. Joseph (drawn by C. Randle),,56,74
308,3,2:11.0,C. Randle misses free throw 1 of 2,,56,74
309,3,2:11.0,Offensive rebound by Team,,56,74
310,3,2:11.0,C. Randle makes free throw 2 of 2,,57,74
311,3,2:11.0,,Indiana full timeout,57,74
312,3,2:05.0,,Personal foul by T. Ariza (drawn by D. McDermott),57,74
313,3,1:57.0,,C. Joseph makes 2-pt jump shot from 11 ft,57,76
314,3,1:42.0,Personal foul by D. McDermott (drawn by T. Ariza),,57,76
315,3,1:36.0,C. Randle makes 3-pt jump shot from 27 ft (assist by M. Morris),,60,76
316,3,1:22.0,,A. Holiday makes 2-pt jump shot from 18 ft (assist by D. Sabonis),60,78
317,3,1:10.0,T. Satoranský misses 2-pt layup from 1 ft (block by M. Turner),,60,78
318,3,1:08.0,,Defensive rebound by D. Sabonis,60,78
319,3,1:05.0,,A. Holiday misses 2-pt jump shot from 20 ft,60,78
320,3,1:04.0,,Offensive rebound by Team,60,78
321,3,1:04.0,Loose ball foul by M. Morris (drawn by D. Sabonis),,60,78
322,3,1:04.0,,D. Sabonis makes free throw 1 of 2,60,79
323,3,1:04.0,,T. Young enters the game for M. Turner,60,79
324,3,1:04.0,,D. Sabonis makes free throw 2 of 2,60,80
325,3,0:49.0,C. Randle makes 2-pt layup from 1 ft (assist by T. Ariza),,62,80
326,3,0:47.0,,Personal foul by T. Satoranský (drawn by A. Holiday),62,80
327,3,0:47.0,,A. Holiday makes free throw 1 of 2,62,81
328,3,0:47.0,,A. Holiday makes free throw 2 of 2,62,82
329,3,0:35.0,T. Ariza misses 3-pt jump shot from 28 ft,,62,82
330,3,0:31.0,,Defensive rebound by C. Joseph,62,82
331,3,0:10.0,,T. Young makes 2-pt dunk from 1 ft (assist by D. Sabonis),62,84
332,3,0:01.0,T. Satoranský makes 2-pt jump shot from 10 ft (assist by C. Randle),,64,84
333,4,11:51.0,,A. Holiday makes 2-pt dunk from 2 ft,64,86
334,4,11:51.0,,Shooting foul by T. Satoranský (drawn by A. Holiday),64,86
335,4,11:51.0,,A. Holiday makes free throw 1 of 1,64,87
336,4,11:36.0,Shooting foul by T. Young (drawn by M. Morris),,64,87
337,4,11:36.0,M. Morris makes free throw 1 of 2,,65,87
338,4,11:36.0,M. Morris makes free throw 2 of 2,,66,87
339,4,11:24.0,,D. Sabonis makes 2-pt layup at rim (assist by A. Holiday),66,89
340,4,11:12.0,R. Baker misses 3-pt jump shot from 28 ft,,66,89
341,4,11:08.0,,Defensive rebound by C. Joseph,66,89
342,4,10:57.0,,Turnover by C. Joseph (offensive foul),66,89
343,4,10:57.0,,Offensive foul by C. Joseph (drawn by C. Randle),66,89
344,4,10:41.0,S. Dekker misses 2-pt jump shot from 20 ft,,66,89
345,4,10:38.0,Offensive rebound by T. Satoranský,,66,89
346,4,10:37.0,Personal foul by A. Holiday (drawn by T. Satoranský),,66,89
347,4,10:35.0,Personal foul by A. Holiday (drawn by T. Satoranský),,66,89
348,4,10:32.0,Personal foul by A. Holiday (drawn by M. Morris),,66,89
349,4,10:32.0,,V. Oladipo enters the game for A. Holiday,66,89
350,4,10:28.0,M. Morris misses 3-pt jump shot from 24 ft,,66,89
351,4,10:26.0,,Defensive rebound by C. Joseph,66,89
352,4,10:13.0,,D. Sabonis misses 2-pt jump shot from 20 ft,66,89
353,4,10:10.0,Defensive rebound by Team,,66,89
354,4,10:10.0,,Loose ball foul by T. Young (drawn by M. Morris),66,89
355,4,10:10.0,M. Morris makes free throw 1 of 2,,67,89
356,4,10:10.0,,B. Bogdanović enters the game for T. Young,67,89
357,4,10:10.0,M. Morris makes free throw 2 of 2,,68,89
358,4,9:59.0,,Turnover by D. Sabonis (bad pass; steal by C. Randle),68,89
359,4,9:54.0,Turnover by R. Baker (bad pass),,68,89
360,4,9:36.0,,Personal foul by T. Satoranský (drawn by D. Sabonis),68,89
361,4,9:24.0,,C. Joseph misses 2-pt jump shot from 8 ft,68,89
362,4,9:21.0,Defensive rebound by M. Morris,,68,89
363,4,9:12.0,R. Baker misses 3-pt jump shot from 24 ft,,68,89
364,4,9:09.0,,Defensive rebound by D. Sabonis,68,89
365,4,8:59.0,,Turnover by V. Oladipo (bad pass; steal by R. Baker),68,89
366,4,8:55.0,T. Satoranský makes 2-pt layup from 1 ft (assist by C. Randle),,70,89
367,4,8:55.0,,Indiana full timeout,70,89
368,4,8:39.0,,B. Bogdanović misses 2-pt layup from 1 ft,70,89
369,4,8:38.0,,Offensive rebound by D. Sabonis,70,89
370,4,8:36.0,,Personal foul by M. Morris (drawn by D. Sabonis),70,89
371,4,8:36.0,,M. Turner enters the game for D. Sabonis,70,89
372,4,8:30.0,,V. Oladipo makes 3-pt jump shot from 28 ft (assist by C. Joseph),70,92
373,4,8:07.0,Turnover by C. Randle (bad pass; steal by V. Oladipo),,70,92
374,4,8:03.0,,Turnover by D. McDermott (step out of bounds),70,92
375,4,8:03.0,,D. Sabonis enters the game for M. Turner,70,92
376,4,7:52.0,M. Morris misses 3-pt jump shot from 28 ft,,70,92
377,4,7:50.0,,Defensive rebound by B. Bogdanović,70,92
378,4,7:49.0,,Turnover by B. Bogdanović (bad pass; steal by M. Morris),70,92
379,4,7:39.0,Shooting foul by D. Sabonis (drawn by T. Satoranský),,70,92
380,4,7:39.0,T. Satoranský makes free throw 1 of 2,,71,92
381,4,7:39.0,T. Satoranský makes free throw 2 of 2,,72,92
382,4,7:20.0,,Turnover by C. Joseph (lost ball; steal by T. Satoranský),72,92
383,4,7:06.0,Turnover by T. Satoranský (bad pass; steal by B. Bogdanović),,72,92
384,4,7:02.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by B. Bogdanović),72,94
385,4,6:49.0,C. Randle makes 3-pt jump shot from 26 ft,,75,94
