,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,INDIANA_ACTION,GOLDEN STATE_SCORE,INDIANA_SCORE
27,1,8:21.0,Offensive rebound by Team,,8,6
28,1,8:21.0,Turnover by Team (shot clock),,8,6
29,1,8:09.0,,T. Young misses 2-pt hook shot from 7 ft,8,6
30,1,8:06.0,Defensive rebound by K. Durant,,8,6
31,1,8:00.0,K. Durant misses 2-pt layup from 6 ft,,8,6
32,1,7:58.0,Offensive rebound by K. Durant,,8,6
33,1,7:57.0,K. Durant makes 2-pt jump shot from 9 ft,,10,6
34,1,7:37.0,,Turnover by D. Collison (bad pass; steal by J. Bell),10,6
35,1,7:35.0,Flagrant foul type 1 by M. Turner (drawn by D. Cousins),,10,6
36,1,7:35.0,D. Cousins makes flagrant free throw 1 of 2,,11,6
37,1,7:35.0,D. Cousins makes flagrant free throw 2 of 2,,12,6
38,1,7:30.0,Personal foul by E. Sumner (drawn by K. Thompson),,12,6
39,1,7:26.0,K. Thompson misses 3-pt jump shot from 29 ft,,12,6
40,1,7:23.0,,Defensive rebound by B. Bogdanović,12,6
41,1,7:17.0,,Personal foul by K. Durant (drawn by M. Turner),12,6
42,1,7:09.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by D. Collison),12,9
43,1,6:54.0,D. Cousins makes 3-pt jump shot from 26 ft (assist by S. Curry),,15,9
44,1,6:33.0,,E. Sumner makes 2-pt layup at rim (assist by T. Young),15,11
45,1,6:29.0,Golden State full timeout,,15,11
46,1,6:15.0,Shooting foul by T. Young (drawn by D. Cousins),,15,11
47,1,6:15.0,D. Cousins makes free throw 1 of 2,,16,11
48,1,6:15.0,A. Iguodala enters the game for J. Bell,,16,11
49,1,6:15.0,D. Cousins misses free throw 2 of 2,,16,11
50,1,6:14.0,,Defensive rebound by M. Turner,16,11
51,1,6:02.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by T. Young),16,13
52,1,5:54.0,K. Durant misses 3-pt jump shot from 31 ft,,16,13
53,1,5:51.0,,Defensive rebound by M. Turner,16,13
54,1,5:35.0,,B. Bogdanović misses 2-pt jump shot from 12 ft (block by A. Iguodala),16,13
55,1,5:35.0,,Offensive rebound by Team,16,13
56,1,5:30.0,,D. Collison makes 3-pt jump shot from 28 ft (assist by B. Bogdanović),16,16
57,1,5:18.0,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Cousins),,19,16
58,1,5:05.0,,M. Turner misses 3-pt jump shot from 26 ft,19,16
59,1,5:01.0,Defensive rebound by S. Curry,,19,16
60,1,4:57.0,D. Cousins misses 2-pt layup from 3 ft,,19,16
61,1,4:53.0,Offensive rebound by S. Curry,,19,16
62,1,4:51.0,S. Curry makes 3-pt jump shot from 23 ft,,22,16
63,1,4:44.0,,B. Bogdanović misses 3-pt jump shot from 28 ft,22,16
64,1,4:41.0,Defensive rebound by K. Thompson,,22,16
65,1,4:24.0,Offensive foul by D. Cousins (drawn by T. Young),,22,16
66,1,4:24.0,Turnover by D. Cousins (offensive foul),,22,16
67,1,4:24.0,K. Looney enters the game for D. Cousins,,22,16
68,1,4:24.0,,C. Joseph enters the game for E. Sumner,22,16
69,1,4:24.0,,D. Sabonis enters the game for T. Young,22,16
70,1,4:13.0,,M. Turner misses 2-pt jump shot from 18 ft,22,16
71,1,4:10.0,Defensive rebound by K. Thompson,,22,16
72,1,3:59.0,S. Curry makes 2-pt jump shot from 5 ft,,24,16
73,1,3:50.0,,Indiana full timeout,24,16
74,1,3:50.0,A. McKinnie enters the game for K. Thompson,,24,16
75,1,3:39.0,,D. Collison misses 2-pt jump shot from 17 ft,24,16
76,1,3:36.0,,Offensive rebound by D. Sabonis,24,16
77,1,3:36.0,,Personal foul by A. McKinnie (drawn by D. Sabonis),24,16
78,1,3:29.0,,Personal foul by S. Curry (drawn by D. Collison),24,16
79,1,3:29.0,,D. Collison misses free throw 1 of 2,24,16
80,1,3:29.0,,Offensive rebound by Team,24,16
81,1,3:29.0,Q. Cook enters the game for S. Curry,,24,16
82,1,3:29.0,,D. Collison makes free throw 2 of 2,24,17
83,1,3:11.0,A. Iguodala makes 2-pt jump shot from 20 ft (assist by Q. Cook),,26,17
84,1,2:50.0,,D. Sabonis misses 2-pt jump shot from 7 ft,26,17
85,1,2:46.0,Defensive rebound by Q. Cook,,26,17
86,1,2:39.0,K. Looney makes 2-pt jump shot from 15 ft (assist by A. McKinnie),,28,17
87,1,2:26.0,,Turnover by B. Bogdanović (bad pass; steal by A. McKinnie),28,17
88,1,2:17.0,A. Iguodala makes 2-pt dunk from 2 ft (assist by K. Durant),,30,17
89,1,2:09.0,,Turnover by C. Joseph (lost ball; steal by A. Iguodala),30,17
90,1,2:05.0,K. Durant makes 2-pt dunk from 1 ft (assist by A. Iguodala),,32,17
91,1,2:05.0,,Indiana full timeout,32,17
92,1,2:05.0,,A. Holiday enters the game for D. Collison,32,17
93,1,2:05.0,,T. Leaf enters the game for M. Turner,32,17
94,1,1:53.0,,C. Joseph makes 2-pt jump shot from 19 ft,32,19
95,1,1:37.0,K. Durant makes 2-pt dunk from 1 ft (assist by A. Iguodala),,34,19
96,1,1:26.0,,A. Holiday misses 3-pt jump shot from 28 ft,34,19
97,1,1:23.0,Defensive rebound by K. Looney,,34,19
98,1,1:12.0,K. Durant makes 2-pt jump shot from 6 ft (assist by Q. Cook),,36,19
99,1,0:55.0,,T. Leaf misses 2-pt jump shot from 5 ft,36,19
100,1,0:54.0,Defensive rebound by Team,,36,19
101,1,0:54.0,,Loose ball foul by D. Sabonis (drawn by A. Iguodala),36,19
102,1,0:54.0,A. Iguodala makes free throw 1 of 2,,37,19
103,1,0:54.0,,D. McDermott enters the game for B. Bogdanović,37,19
104,1,0:54.0,A. Iguodala makes free throw 2 of 2,,38,19
105,1,0:30.0,,D. Sabonis misses 2-pt layup from 2 ft,38,19
106,1,0:28.0,Defensive rebound by Team,,38,19
107,1,0:28.0,,Loose ball foul by D. Sabonis (drawn by K. Looney),38,19
108,1,0:28.0,K. Looney makes free throw 1 of 2,,39,19
109,1,0:28.0,K. Looney makes free throw 2 of 2,,40,19
110,1,0:03.0,,A. Holiday makes 3-pt jump shot from 24 ft (assist by C. Joseph),40,22
111,1,0:01.0,K. Durant misses 3-pt jump shot from 38 ft,,40,22
112,1,0:01.0,Offensive rebound by Team,,40,22
113,2,11:43.0,K. Thompson makes 2-pt layup from 2 ft,,42,22
114,2,11:32.0,,D. McDermott misses 2-pt jump shot from 18 ft,42,22
115,2,11:29.0,,Offensive rebound by T. Leaf,42,22
116,2,11:29.0,,T. Leaf makes 2-pt dunk from 1 ft,42,24
117,2,11:13.0,K. Thompson makes 2-pt dunk from 1 ft (assist by A. Iguodala),,44,24
118,2,11:04.0,,Indiana full timeout,44,24
119,2,10:49.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by A. Holiday),44,26
120,2,10:36.0,K. Thompson makes 2-pt jump shot from 14 ft (assist by S. Livingston),,46,26
121,2,10:24.0,,Personal foul by D. Cousins (drawn by D. Sabonis),46,26
122,2,10:18.0,,T. Leaf misses 3-pt jump shot from 27 ft,46,26
123,2,10:15.0,Defensive rebound by Q. Cook,,46,26
124,2,10:05.0,D. Cousins misses 2-pt layup from 2 ft,,46,26
125,2,10:04.0,,Defensive rebound by D. Sabonis,46,26
126,2,9:49.0,,C. Joseph misses 2-pt jump shot from 21 ft,46,26
127,2,9:45.0,Defensive rebound by A. Iguodala,,46,26
128,2,9:42.0,Personal foul by C. Joseph (drawn by D. Cousins),,46,26
129,2,9:42.0,J. Bell enters the game for A. Iguodala,,46,26
130,2,9:42.0,,T. Young enters the game for T. Leaf,46,26
131,2,9:36.0,Personal foul by T. Young (drawn by J. Bell),,46,26
132,2,9:23.0,K. Thompson misses 2-pt jump shot from 12 ft,,46,26
133,2,9:20.0,,Defensive rebound by T. Young,46,26
134,2,9:17.0,,Personal foul by Q. Cook (drawn by A. Holiday),46,26
135,2,9:13.0,,Turnover by C. Joseph (dbl dribble),46,26
136,2,9:02.0,Personal foul by D. McDermott (drawn by D. Cousins),,46,26
137,2,8:52.0,D. Cousins misses 2-pt jump shot from 9 ft,,46,26
138,2,8:49.0,,Defensive rebound by C. Joseph,46,26
139,2,8:42.0,,C. Joseph misses 3-pt jump shot from 27 ft,46,26
140,2,8:39.0,Defensive rebound by D. Cousins,,46,26
141,2,8:30.0,Q. Cook makes 2-pt jump shot from 14 ft,,48,26
142,2,8:21.0,,T. Young makes 2-pt layup from 5 ft (assist by A. Holiday),48,28
143,2,7:58.0,S. Livingston makes 2-pt jump shot from 8 ft (assist by Q. Cook),,50,28
144,2,7:49.0,,D. McDermott makes 3-pt jump shot from 28 ft (assist by C. Joseph),50,31
145,2,7:39.0,Golden State full timeout,,50,31
146,2,7:39.0,S. Curry enters the game for Q. Cook,,50,31
147,2,7:39.0,M. Derrickson enters the game for D. Cousins,,50,31
148,2,7:27.0,J. Bell misses 2-pt jump shot from 20 ft,,50,31
149,2,7:24.0,,Defensive rebound by D. McDermott,50,31
150,2,7:05.0,,Offensive foul by D. Sabonis (drawn by J. Bell),50,31
151,2,7:05.0,,Turnover by D. Sabonis (offensive foul),50,31
152,2,7:05.0,Technical foul by J. Bell,,50,31
153,2,7:05.0,,D. McDermott makes technical free throw,50,32
154,2,7:05.0,,M. Turner enters the game for D. Sabonis,50,32
155,2,6:57.0,S. Livingston misses 2-pt jump shot from 12 ft,,50,32
156,2,6:54.0,,Defensive rebound by T. Young,50,32
157,2,6:42.0,,D. McDermott misses 3-pt jump shot from 23 ft (block by S. Livingston),50,32
158,2,6:38.0,,Offensive rebound by D. McDermott,50,32
159,2,6:35.0,,C. Joseph makes 2-pt layup at rim (assist by A. Holiday),50,34
160,2,6:22.0,S. Curry makes 2-pt jump shot from 20 ft (assist by J. Bell),,52,34
161,2,6:14.0,,Personal foul by M. Derrickson (drawn by T. Young),52,34
162,2,6:14.0,K. Durant enters the game for K. Thompson,,52,34
163,2,6:14.0,,B. Bogdanović enters the game for C. Joseph,52,34
164,2,6:14.0,,D. Collison enters the game for D. McDermott,52,34
165,2,6:08.0,,Turnover by T. Young (bad pass; steal by S. Livingston),52,34
166,2,6:02.0,M. Derrickson makes 2-pt layup from 2 ft (assist by K. Durant),,54,34
167,2,5:47.0,,T. Young misses 2-pt jump shot from 11 ft,54,34
168,2,5:47.0,Defensive rebound by S. Livingston,,54,34
169,2,5:41.0,S. Curry makes 3-pt jump shot from 27 ft (assist by S. Livingston),,57,34
170,2,5:26.0,,D. Collison makes 2-pt layup from 1 ft,57,36
171,2,5:12.0,Offensive foul by J. Bell (drawn by A. Holiday),,57,36
172,2,5:12.0,Turnover by J. Bell (offensive foul),,57,36
173,2,5:12.0,A. Iguodala enters the game for J. Bell,,57,36
174,2,5:12.0,K. Looney enters the game for S. Livingston,,57,36
175,2,5:12.0,,E. Sumner enters the game for A. Holiday,57,36
176,2,4:54.0,,T. Young misses 3-pt jump shot from 29 ft,57,36
177,2,4:51.0,Defensive rebound by Team,,57,36
178,2,4:40.0,M. Derrickson misses 3-pt jump shot from 29 ft,,57,36
179,2,4:37.0,,Defensive rebound by B. Bogdanović,57,36
180,2,4:35.0,,T. Young makes 2-pt dunk at rim (assist by B. Bogdanović),57,38
181,2,4:25.0,S. Curry makes 2-pt layup from 2 ft,,59,38
182,2,4:13.0,,E. Sumner misses 2-pt jump shot from 2 ft,59,38
183,2,4:11.0,,Offensive rebound by E. Sumner,59,38
184,2,4:11.0,,E. Sumner misses 2-pt layup from 1 ft,59,38
185,2,4:11.0,Defensive rebound by Team,,59,38
186,2,3:50.0,K. Durant misses 2-pt jump shot from 12 ft,,59,38
187,2,3:47.0,,Defensive rebound by T. Young,59,38
188,2,3:41.0,,M. Turner makes 2-pt jump shot from 20 ft (assist by D. Collison),59,40
189,2,3:32.0,Personal foul by D. Collison (drawn by S. Curry),,59,40
190,2,3:32.0,K. Thompson enters the game for M. Derrickson,,59,40
191,2,3:24.0,S. Curry makes 3-pt jump shot from 23 ft (assist by A. Iguodala),,62,40
192,2,3:08.0,,Turnover by D. Collison (lost ball; steal by S. Curry),62,40
193,2,3:01.0,S. Curry misses 2-pt jump shot from 24 ft,,62,40
194,2,3:00.0,Offensive rebound by A. Iguodala,,62,40
195,2,2:56.0,K. Durant misses 2-pt dunk from 1 ft,,62,40
196,2,2:54.0,,Defensive rebound by E. Sumner,62,40
197,2,2:48.0,,Personal foul by A. Iguodala (drawn by B. Bogdanović),62,40
198,2,2:36.0,,M. Turner makes 2-pt jump shot from 16 ft,62,42
199,2,2:24.0,K. Looney makes 2-pt dunk from 1 ft (assist by K. Durant),,64,42
200,2,2:00.0,,E. Sumner misses 2-pt layup from 1 ft,64,42
201,2,1:58.0,Defensive rebound by A. Iguodala,,64,42
202,2,1:50.0,K. Durant misses 2-pt jump shot from 19 ft,,64,42
203,2,1:47.0,,Defensive rebound by M. Turner,64,42
204,2,1:42.0,,D. Collison makes 2-pt layup from 2 ft,64,44
205,2,1:34.0,Turnover by K. Durant (bad pass; steal by E. Sumner),,64,44
206,2,1:29.0,,B. Bogdanović makes 2-pt layup from 1 ft,64,46
207,2,1:28.0,Golden State full timeout,,64,46
208,2,1:14.0,K. Durant misses 2-pt jump shot from 6 ft,,64,46
209,2,1:09.0,,Defensive rebound by M. Turner,64,46
210,2,1:01.0,,B. Bogdanović misses 2-pt jump shot from 11 ft,64,46
211,2,0:58.0,Defensive rebound by K. Looney,,64,46
212,2,0:51.0,Turnover by K. Looney (out of bounds lost ball),,64,46
213,2,0:36.0,,M. Turner misses 2-pt jump shot from 6 ft (block by K. Looney),64,46
214,2,0:33.0,Defensive rebound by S. Curry,,64,46
215,2,0:27.0,K. Looney makes 2-pt dunk from 2 ft (assist by A. Iguodala),,66,46
216,2,0:06.0,,M. Turner makes 2-pt dunk from 1 ft,66,48
217,2,0:00.0,S. Curry makes 3-pt jump shot from 27 ft,,69,48
218,3,11:47.0,D. Cousins makes 2-pt layup at rim (assist by K. Durant),,71,48
219,3,11:33.0,,Offensive foul by M. Turner (drawn by K. Durant),71,48
220,3,11:33.0,,Turnover by M. Turner (offensive foul),71,48
221,3,11:19.0,Turnover by K. Durant (bad pass; steal by M. Turner),,71,48
222,3,11:05.0,,D. Collison makes 3-pt jump shot from 24 ft (assist by T. Young),71,51
223,3,10:50.0,J. Bell makes 2-pt layup from 1 ft (assist by D. Cousins),,73,51
224,3,10:33.0,,D. Collison misses 2-pt jump shot from 18 ft,73,51
225,3,10:31.0,Defensive rebound by D. Cousins,,73,51
226,3,10:26.0,Turnover by K. Thompson (step out of bounds),,73,51
227,3,10:07.0,,T. Young makes 2-pt jump shot from 6 ft (assist by D. Collison),73,53
228,3,9:53.0,K. Thompson makes 3-pt jump shot from 27 ft (assist by J. Bell),,76,53
229,3,9:38.0,,B. Bogdanović misses 2-pt layup from 3 ft,76,53
230,3,9:35.0,Defensive rebound by D. Cousins,,76,53
231,3,9:21.0,J. Bell makes 2-pt layup at rim (assist by K. Durant),,78,53
232,3,9:02.0,Violation by Team (kicked ball),,78,53
233,3,8:55.0,,M. Turner misses 3-pt jump shot from 27 ft,78,53
234,3,8:51.0,Defensive rebound by D. Cousins,,78,53
235,3,8:48.0,Turnover by K. Durant (lost ball; steal by E. Sumner),,78,53
236,3,8:48.0,,Personal take foul by K. Thompson (drawn by E. Sumner),78,53
237,3,8:39.0,,M. Turner makes 2-pt jump shot from 20 ft (assist by D. Collison),78,55
238,3,8:30.0,K. Thompson misses 2-pt jump shot from 18 ft,,78,55
239,3,8:27.0,,Defensive rebound by M. Turner,78,55
240,3,8:23.0,,D. Collison misses 2-pt layup from 2 ft (block by J. Bell),78,55
241,3,8:19.0,Defensive rebound by S. Curry,,78,55
242,3,8:19.0,Loose ball foul by S. Curry (drawn by E. Sumner),,78,55
243,3,8:19.0,Turnover by S. Curry (turnover),,78,55
244,3,8:03.0,,T. Young makes 3-pt jump shot from 24 ft (assist by D. Collison),78,58
245,3,7:52.0,K. Thompson misses 2-pt layup from 1 ft (block by M. Turner),,78,58
246,3,7:49.0,Offensive rebound by J. Bell,,78,58
247,3,7:47.0,K. Thompson misses 3-pt jump shot from 23 ft,,78,58
248,3,7:42.0,Offensive rebound by K. Durant,,78,58
249,3,7:42.0,K. Durant misses 2-pt layup from 1 ft,,78,58
250,3,7:41.0,Offensive rebound by J. Bell,,78,58
251,3,7:40.0,J. Bell makes 2-pt hook shot from 2 ft,,80,58
252,3,7:24.0,,Turnover by T. Young (bad pass; steal by K. Thompson),80,58
253,3,7:17.0,K. Durant makes 2-pt dunk from 5 ft (assist by J. Bell),,82,58
254,3,7:17.0,Shooting foul by T. Young (drawn by K. Durant),,82,58
255,3,7:17.0,K. Durant makes free throw 1 of 1,,83,58
256,3,7:17.0,,Indiana full timeout,83,58
257,3,7:09.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by D. Collison),83,61
258,3,6:53.0,D. Cousins misses 3-pt jump shot from 24 ft,,83,61
259,3,6:50.0,Offensive rebound by J. Bell,,83,61
260,3,6:46.0,K. Durant makes 2-pt jump shot from 14 ft,,85,61
261,3,6:28.0,,T. Young makes 2-pt hook shot from 7 ft (assist by M. Turner),85,63
262,3,6:14.0,Turnover by S. Curry (bad pass; steal by M. Turner),,85,63
263,3,6:09.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by T. Young),85,66
264,3,6:07.0,Golden State full timeout,,85,66
265,3,6:07.0,A. Iguodala enters the game for J. Bell,,85,66
266,3,6:07.0,K. Looney enters the game for D. Cousins,,85,66
267,3,5:59.0,Turnover by A. Iguodala (bad pass),,85,66
268,3,5:49.0,,D. Collison makes 2-pt layup at rim,85,68
269,3,5:31.0,K. Thompson misses 2-pt layup from 4 ft (block by E. Sumner),,85,68
270,3,5:31.0,Offensive rebound by Team,,85,68
271,3,5:24.0,K. Looney makes 2-pt dunk from 1 ft (assist by A. Iguodala),,87,68
272,3,5:06.0,,M. Turner misses 2-pt jump shot from 17 ft,87,68
273,3,5:03.0,Defensive rebound by S. Curry,,87,68
274,3,4:57.0,K. Durant misses 3-pt jump shot from 27 ft,,87,68
275,3,4:54.0,,Defensive rebound by B. Bogdanović,87,68
276,3,4:48.0,,D. Collison misses 3-pt jump shot from 24 ft,87,68
277,3,4:43.0,,Offensive rebound by T. Young,87,68
278,3,4:42.0,,E. Sumner misses 3-pt jump shot from 26 ft,87,68
279,3,4:39.0,,Offensive rebound by T. Young,87,68
280,3,4:38.0,,T. Young misses 2-pt layup from 4 ft,87,68
281,3,4:36.0,,Offensive rebound by T. Young,87,68
282,3,4:31.0,,B. Bogdanović misses 2-pt layup from 2 ft (block by A. Iguodala),87,68
283,3,4:31.0,Defensive rebound by Team,,87,68
284,3,4:15.0,S. Curry makes 3-pt jump shot from 28 ft (assist by K. Durant),,90,68
285,3,3:59.0,,M. Turner makes 2-pt jump shot from 19 ft (assist by D. Collison),90,70
286,3,3:49.0,S. Curry misses 3-pt jump shot from 26 ft,,90,70
287,3,3:47.0,Offensive rebound by K. Looney,,90,70
288,3,3:45.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by K. Looney),,93,70
289,3,3:27.0,,B. Bogdanović misses 3-pt jump shot from 28 ft,93,70
290,3,3:23.0,Defensive rebound by A. Iguodala,,93,70
291,3,3:18.0,K. Looney makes 2-pt layup from 1 ft (assist by K. Thompson),,95,70
292,3,3:18.0,Shooting foul by D. Collison (drawn by K. Looney),,95,70
293,3,3:18.0,A. McKinnie enters the game for K. Thompson,,95,70
294,3,3:18.0,,C. Joseph enters the game for D. Collison,95,70
295,3,3:18.0,,D. Sabonis enters the game for T. Young,95,70
296,3,3:18.0,K. Looney makes free throw 1 of 1,,96,70
297,3,3:09.0,,M. Turner makes 2-pt jump shot from 14 ft (assist by C. Joseph),96,72
298,3,2:52.0,K. Looney makes 2-pt layup at rim (assist by S. Curry),,98,72
299,3,2:52.0,,D. McDermott enters the game for M. Turner,98,72
300,3,2:25.0,,B. Bogdanović misses 3-pt jump shot from 29 ft,98,72
301,3,2:22.0,Defensive rebound by S. Curry,,98,72
302,3,2:04.0,S. Curry misses 3-pt jump shot from 24 ft,,98,72
303,3,2:00.0,,Defensive rebound by D. Sabonis,98,72
304,3,1:49.0,,E. Sumner misses 2-pt layup from 2 ft,98,72
305,3,1:46.0,,Offensive rebound by D. Sabonis,98,72
306,3,1:46.0,,D. Sabonis makes 2-pt layup at rim,98,74
307,3,1:36.0,K. Durant misses 2-pt jump shot from 15 ft,,98,74
308,3,1:32.0,,Defensive rebound by D. McDermott,98,74
309,3,1:21.0,,Shooting foul by S. Curry (drawn by C. Joseph),98,74
310,3,1:21.0,,C. Joseph makes free throw 1 of 2,98,75
311,3,1:21.0,Q. Cook enters the game for S. Curry,,98,75
312,3,1:21.0,,A. Holiday enters the game for B. Bogdanović,98,75
313,3,1:21.0,,T. Leaf enters the game for E. Sumner,98,75
314,3,1:21.0,,C. Joseph makes free throw 2 of 2,98,76
315,3,1:05.0,K. Durant makes 3-pt jump shot from 28 ft (assist by A. Iguodala),,101,76
316,3,0:53.0,,D. McDermott misses 2-pt layup from 1 ft,101,76
317,3,0:50.0,Defensive rebound by A. McKinnie,,101,76
318,3,0:43.0,K. Durant misses 2-pt jump shot from 8 ft,,101,76
319,3,0:40.0,Offensive rebound by K. Looney,,101,76
320,3,0:39.0,Personal foul by A. Holiday (drawn by K. Looney),,101,76
321,3,0:30.0,K. Durant misses 2-pt layup from 3 ft,,101,76
322,3,0:28.0,Offensive rebound by K. Looney,,101,76
323,3,0:27.0,Q. Cook misses 3-pt jump shot from 24 ft,,101,76
324,3,0:25.0,,Defensive rebound by D. McDermott,101,76
325,3,0:07.0,,A. Holiday makes 3-pt jump shot from 26 ft,101,79
326,3,0:00.0,K. Durant misses 2-pt jump shot from 10 ft,,101,79
327,3,0:00.0,Offensive rebound by Team,,101,79
328,4,11:40.0,,D. Sabonis makes 2-pt jump shot from 6 ft (assist by T. Leaf),101,81
329,4,11:23.0,D. Cousins makes 2-pt layup at rim (assist by K. Thompson),,103,81
330,4,11:07.0,,D. Sabonis misses 2-pt hook shot from 4 ft,103,81
331,4,11:04.0,Defensive rebound by Q. Cook,,103,81
332,4,10:55.0,D. Cousins makes 2-pt layup from 2 ft,,105,81
333,4,10:38.0,,A. Holiday misses 2-pt jump shot from 20 ft,105,81
334,4,10:35.0,Defensive rebound by Q. Cook,,105,81
335,4,10:33.0,Shooting foul by A. Holiday (drawn by D. Cousins),,105,81
336,4,10:33.0,D. Cousins makes free throw 1 of 2,,106,81
337,4,10:33.0,D. Cousins makes free throw 2 of 2,,107,81
338,4,10:24.0,,D. Sabonis misses 2-pt layup from 1 ft (block by A. Iguodala),107,81
339,4,10:24.0,,Offensive rebound by Team,107,81
340,4,10:14.0,,T. Leaf makes 2-pt layup from 2 ft,107,83
341,4,10:14.0,,Shooting foul by A. Iguodala (drawn by T. Leaf),107,83
342,4,10:14.0,,T. Leaf misses free throw 1 of 1,107,83
343,4,10:13.0,Defensive rebound by Team,,107,83
344,4,10:02.0,K. Thompson makes 2-pt layup from 1 ft (assist by D. Cousins),,109,83
345,4,9:50.0,,D. Sabonis misses 2-pt jump shot from 19 ft,109,83
346,4,9:47.0,Defensive rebound by A. Iguodala,,109,83
347,4,9:32.0,D. Cousins makes 2-pt dunk from 1 ft (assist by S. Livingston),,111,83
348,4,9:16.0,,A. Holiday makes 3-pt jump shot from 29 ft (assist by C. Joseph),111,86
349,4,9:07.0,Technical foul by D. Burke,,111,86
350,4,9:07.0,K. Thompson misses technical free throw,,111,86
351,4,9:07.0,Offensive rebound by Team,,111,86
352,4,9:01.0,Shooting foul by D. Sabonis (drawn by D. Cousins),,111,86
353,4,9:01.0,D. Cousins misses free throw 1 of 2,,111,86
354,4,9:01.0,Offensive rebound by Team,,111,86
355,4,9:01.0,D. Cousins makes free throw 2 of 2,,112,86
356,4,8:43.0,,T. Leaf makes 2-pt jump shot from 4 ft (assist by D. Sabonis),112,88
357,4,8:26.0,D. Cousins makes 2-pt jump shot from 5 ft (assist by A. Iguodala),,114,88
358,4,8:26.0,Shooting foul by D. Sabonis (drawn by D. Cousins),,114,88
359,4,8:26.0,D. Cousins makes free throw 1 of 1,,115,88
360,4,8:12.0,,T. Leaf makes 2-pt layup from 1 ft (assist by D. Sabonis),115,90
361,4,7:48.0,K. Thompson misses 3-pt jump shot from 26 ft,,115,90
362,4,7:45.0,,Defensive rebound by T. Leaf,115,90
363,4,7:33.0,,Personal foul by D. Cousins (drawn by D. Sabonis),115,90
364,4,7:27.0,,Turnover by D. Sabonis (out of bounds lost ball),115,90
365,4,7:12.0,K. Thompson misses 2-pt jump shot from 14 ft,,115,90
366,4,7:09.0,,Defensive rebound by A. Holiday,115,90
367,4,7:04.0,,C. Joseph misses 3-pt jump shot from 22 ft,115,90
368,4,7:01.0,Defensive rebound by A. Iguodala,,115,90
369,4,7:01.0,Golden State full timeout,,115,90
370,4,7:01.0,D. Lee enters the game for K. Thompson,,115,90
371,4,6:47.0,Offensive foul by D. Cousins (drawn by A. Holiday),,115,90
372,4,6:47.0,Turnover by D. Cousins (offensive foul),,115,90
373,4,6:34.0,,Personal foul by Q. Cook (drawn by A. Holiday),115,90
374,4,6:22.0,,D. McDermott makes 2-pt layup from 1 ft (assist by D. Sabonis),115,92
375,4,6:03.0,S. Livingston makes 2-pt jump shot from 14 ft,,117,92
376,4,5:51.0,,C. Joseph misses 2-pt layup from 2 ft (block by S. Livingston),117,92
377,4,5:48.0,Defensive rebound by S. Livingston,,117,92
