,QUARTER,TIME_REMAINING,BOSTON_ACTION,MILWAUKEE_ACTION,BOSTON_SCORE,MILWAUKEE_SCORE
0,1,11:42.0,,Turnover by E. Bledsoe (bad pass; steal by J. Tatum),0,0
1,1,11:38.0,J. Tatum makes 2-pt dunk at rim,,2,0
2,1,11:24.0,,E. Bledsoe misses 3-pt jump shot from 27 ft,2,0
3,1,11:21.0,Defensive rebound by M. Morris,,2,0
4,1,11:03.0,J. Brown misses 2-pt hook shot from 9 ft,,2,0
5,1,11:00.0,,Defensive rebound by B. Lopez,2,0
6,1,10:53.0,,N. Mirotić misses 3-pt jump shot from 29 ft,2,0
7,1,10:50.0,Defensive rebound by K. Irving,,2,0
8,1,10:34.0,J. Tatum misses 2-pt jump shot from 16 ft,,2,0
9,1,10:31.0,,Defensive rebound by K. Middleton,2,0
10,1,10:18.0,,B. Lopez makes 3-pt jump shot from 30 ft (assist by G. Antetokounmpo),2,3
11,1,9:50.0,M. Morris makes 2-pt jump shot from 21 ft,,4,3
12,1,9:42.0,,Turnover by E. Bledsoe (out of bounds lost ball),4,3
13,1,9:29.0,K. Irving misses 2-pt layup from 5 ft (block by E. Bledsoe),,4,3
14,1,9:26.0,,Defensive rebound by G. Antetokounmpo,4,3
15,1,9:19.0,,N. Mirotić misses 3-pt jump shot from 28 ft,4,3
16,1,9:17.0,Defensive rebound by A. Horford,,4,3
17,1,9:07.0,Shooting foul by N. Mirotić (drawn by J. Brown),,4,3
18,1,9:07.0,J. Brown makes free throw 1 of 3,,5,3
19,1,9:07.0,J. Brown makes free throw 2 of 3,,6,3
20,1,9:07.0,J. Brown makes free throw 3 of 3,,7,3
21,1,8:51.0,,Shooting foul by J. Tatum (drawn by G. Antetokounmpo),7,3
22,1,8:51.0,,G. Antetokounmpo makes free throw 1 of 2,7,4
23,1,8:51.0,,G. Antetokounmpo makes free throw 2 of 2,7,5
24,1,8:43.0,Shooting foul by N. Mirotić (drawn by J. Brown),,7,5
25,1,8:43.0,J. Brown makes free throw 1 of 2,,8,5
26,1,8:43.0,,P. Connaughton enters the game for N. Mirotić,8,5
27,1,8:43.0,J. Brown makes free throw 2 of 2,,9,5
28,1,8:27.0,Defensive rebound by J. Tatum,,9,5
29,1,8:27.0,,K. Middleton misses 2-pt jump shot from 20 ft,9,5
30,1,8:18.0,A. Horford makes 3-pt jump shot from 27 ft (assist by J. Tatum),,12,5
31,1,8:17.0,,Milwaukee full timeout,12,5
32,1,8:03.0,,K. Middleton makes 2-pt layup from 1 ft,12,7
33,1,8:03.0,,Shooting foul by J. Brown (drawn by K. Middleton),12,7
34,1,8:03.0,,K. Middleton makes free throw 1 of 1,12,8
35,1,7:43.0,Shooting foul by K. Middleton (drawn by J. Tatum),,12,8
36,1,7:43.0,J. Tatum misses free throw 1 of 2,,12,8
37,1,7:43.0,Offensive rebound by Team,,12,8
38,1,7:43.0,A. Baynes enters the game for A. Horford,,12,8
39,1,7:43.0,J. Tatum makes free throw 2 of 2,,13,8
40,1,7:25.0,,E. Bledsoe misses 2-pt jump shot from 11 ft,13,8
41,1,7:22.0,Defensive rebound by J. Brown,,13,8
42,1,7:14.0,Turnover by K. Irving (bad pass; steal by G. Antetokounmpo),,13,8
43,1,7:12.0,,Turnover by G. Antetokounmpo (lost ball; steal by K. Irving),13,8
44,1,7:12.0,Personal take foul by G. Antetokounmpo (drawn by K. Irving),,13,8
45,1,7:12.0,,E. İlyasova enters the game for B. Lopez,13,8
46,1,6:56.0,K. Irving misses 2-pt jump shot from 11 ft,,13,8
47,1,6:53.0,,Defensive rebound by E. İlyasova,13,8
48,1,6:50.0,,Shooting foul by A. Baynes (drawn by G. Antetokounmpo),13,8
49,1,6:50.0,,G. Antetokounmpo makes free throw 1 of 2,13,9
50,1,6:50.0,G. Hayward enters the game for J. Tatum,,13,9
51,1,6:50.0,,G. Antetokounmpo makes free throw 2 of 2,13,10
52,1,6:28.0,K. Irving misses 2-pt hook shot from 7 ft,,13,10
53,1,6:25.0,Offensive rebound by M. Morris,,13,10
54,1,6:25.0,M. Morris makes 2-pt layup at rim,,15,10
55,1,6:15.0,,G. Antetokounmpo misses 3-pt jump shot from 29 ft,15,10
56,1,6:14.0,Defensive rebound by Team,,15,10
57,1,6:01.0,A. Baynes misses 3-pt jump shot from 27 ft,,15,10
58,1,5:56.0,,Defensive rebound by K. Middleton,15,10
59,1,5:49.0,,P. Connaughton makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),15,13
60,1,5:29.0,K. Irving misses 2-pt jump shot from 5 ft,,15,13
61,1,5:26.0,,Defensive rebound by G. Antetokounmpo,15,13
62,1,5:19.0,,K. Middleton makes 3-pt jump shot from 22 ft (assist by E. İlyasova),15,16
63,1,5:02.0,K. Irving misses 3-pt jump shot from 29 ft,,15,16
64,1,4:59.0,,Defensive rebound by K. Middleton,15,16
65,1,4:56.0,,Shooting foul by A. Baynes (drawn by G. Antetokounmpo),15,16
66,1,4:56.0,,G. Antetokounmpo makes free throw 1 of 2,15,17
67,1,4:56.0,A. Horford enters the game for A. Baynes,,15,17
68,1,4:56.0,T. Rozier enters the game for J. Brown,,15,17
69,1,4:56.0,,G. Hill enters the game for E. Bledsoe,15,17
70,1,4:56.0,,G. Antetokounmpo misses free throw 2 of 2,15,17
71,1,4:52.0,Defensive rebound by A. Horford,,15,17
72,1,4:35.0,A. Horford misses 2-pt hook shot from 5 ft,,15,17
73,1,4:32.0,,Defensive rebound by G. Antetokounmpo,15,17
74,1,4:20.0,,G. Antetokounmpo misses 2-pt jump shot from 6 ft,15,17
75,1,4:18.0,,Offensive rebound by G. Antetokounmpo,15,17
76,1,4:15.0,,G. Antetokounmpo misses 2-pt layup from 3 ft,15,17
77,1,4:12.0,Defensive rebound by M. Morris,,15,17
78,1,4:00.0,M. Morris makes 3-pt jump shot from 25 ft (assist by G. Hayward),,18,17
79,1,3:46.0,,Personal foul by T. Rozier (drawn by G. Antetokounmpo),18,17
80,1,3:46.0,,G. Antetokounmpo misses free throw 1 of 2,18,17
81,1,3:46.0,,Offensive rebound by Team,18,17
82,1,3:46.0,,B. Lopez enters the game for E. İlyasova,18,17
83,1,3:46.0,,G. Antetokounmpo misses free throw 2 of 2,18,17
84,1,3:43.0,Defensive rebound by A. Horford,,18,17
85,1,3:29.0,A. Horford makes 2-pt hook shot from 2 ft (assist by T. Rozier),,20,17
86,1,3:16.0,,K. Middleton misses 3-pt jump shot from 25 ft,20,17
87,1,3:16.0,Defensive rebound by T. Rozier,,20,17
88,1,3:16.0,Personal foul by P. Connaughton (drawn by T. Rozier),,20,17
89,1,3:16.0,T. Rozier makes free throw 1 of 2,,21,17
90,1,3:16.0,,E. İlyasova enters the game for G. Antetokounmpo,21,17
91,1,3:16.0,T. Rozier makes free throw 2 of 2,,22,17
92,1,3:02.0,,G. Hill misses 2-pt jump shot from 9 ft,22,17
93,1,2:59.0,Defensive rebound by A. Horford,,22,17
94,1,2:55.0,G. Hayward misses 2-pt layup from 5 ft,,22,17
95,1,2:52.0,,Defensive rebound by K. Middleton,22,17
96,1,2:44.0,,B. Lopez makes 3-pt jump shot from 27 ft (assist by G. Hill),22,20
97,1,2:37.0,Boston full timeout,,22,20
98,1,2:37.0,J. Tatum enters the game for M. Morris,,22,20
99,1,2:25.0,K. Irving misses 2-pt layup from 2 ft,,22,20
100,1,2:22.0,,Defensive rebound by K. Middleton,22,20
101,1,2:18.0,,K. Middleton makes 3-pt jump shot from 28 ft,22,23
102,1,2:03.0,Offensive foul by A. Horford (drawn by E. İlyasova),,22,23
103,1,2:03.0,Turnover by A. Horford (offensive foul),,22,23
104,1,2:03.0,,S. Brown enters the game for E. İlyasova,22,23
105,1,1:50.0,,K. Middleton misses 2-pt jump shot from 22 ft,22,23
106,1,1:50.0,Defensive rebound by J. Tatum,,22,23
107,1,1:37.0,,Defensive rebound by P. Connaughton,22,23
108,1,1:37.0,J. Tatum misses 2-pt layup from 1 ft,,22,23
109,1,1:26.0,,S. Brown misses 3-pt jump shot from 24 ft,22,23
110,1,1:23.0,Defensive rebound by T. Rozier,,22,23
111,1,1:15.0,A. Horford makes 2-pt jump shot from 16 ft (assist by K. Irving),,24,23
112,1,0:58.0,,Turnover by K. Middleton (lost ball; steal by T. Rozier),24,23
113,1,0:56.0,T. Rozier makes 2-pt layup from 2 ft (assist by A. Horford),,26,23
114,1,0:56.0,Shooting foul by S. Brown (drawn by T. Rozier),,26,23
115,1,0:56.0,J. Brown enters the game for K. Irving,,26,23
116,1,0:56.0,,E. Bledsoe enters the game for K. Middleton,26,23
117,1,0:56.0,T. Rozier makes free throw 1 of 1,,27,23
118,1,0:42.0,,B. Lopez misses 3-pt jump shot from 28 ft,27,23
119,1,0:40.0,Defensive rebound by J. Tatum,,27,23
120,1,0:27.0,G. Hayward makes 3-pt jump shot from 24 ft (assist by A. Horford),,30,23
121,1,0:09.0,,E. Bledsoe makes 2-pt layup from 2 ft,30,25
122,1,0:02.0,T. Rozier misses 3-pt jump shot from 27 ft,,30,25
123,1,0:02.0,,Defensive rebound by P. Connaughton,30,25
124,2,11:44.0,Shooting foul by S. Brown (drawn by G. Hayward),,30,25
