,QUARTER,TIME_REMAINING,CHICAGO_ACTION,PORTLAND_ACTION,CHICAGO_SCORE,PORTLAND_SCORE
108,2,8:42.0,,N. Stauskas misses 3-pt jump shot from 25 ft,33,38
109,2,8:40.0,Defensive rebound by B. Portis,,33,38
110,2,8:22.0,R. Lopez makes 2-pt hook shot from 4 ft,,35,38
111,2,8:08.0,,N. Stauskas makes 3-pt jump shot from 26 ft (assist by E. Turner),35,41
112,2,8:07.0,Chicago full timeout,,35,41
113,2,8:07.0,,C. McCollum enters the game for E. Turner,35,41
114,2,7:49.0,R. Lopez misses 2-pt hook shot from 10 ft,,35,41
115,2,7:46.0,,Defensive rebound by Z. Collins,35,41
116,2,7:38.0,,Offensive foul by Z. Collins (drawn by A. Blakeney),35,41
117,2,7:38.0,,Turnover by Z. Collins (offensive foul),35,41
118,2,7:26.0,R. Arcidiacono misses 2-pt jump shot from 22 ft,,35,41
119,2,7:22.0,,Defensive rebound by N. Stauskas,35,41
120,2,7:20.0,,Turnover by C. McCollum (out of bounds lost ball),35,41
121,2,7:20.0,L. Markkanen enters the game for B. Portis,,35,41
122,2,7:08.0,Personal foul by S. Curry (drawn by L. Markkanen),,35,41
123,2,6:58.0,L. Markkanen misses 3-pt jump shot from 26 ft,,35,41
124,2,6:56.0,,Defensive rebound by Z. Collins,35,41
125,2,6:45.0,,Z. Collins makes 2-pt layup from 1 ft (assist by C. McCollum),35,43
126,2,6:20.0,A. Blakeney misses 2-pt jump shot from 11 ft,,35,43
127,2,6:18.0,Offensive rebound by R. Lopez,,35,43
128,2,6:18.0,R. Lopez makes 2-pt dunk from 1 ft,,37,43
129,2,6:01.0,,C. McCollum misses 2-pt layup from 2 ft (block by L. Markkanen),37,43
130,2,5:59.0,Defensive rebound by R. Lopez,,37,43
131,2,5:54.0,A. Blakeney makes 2-pt layup from 2 ft (assist by S. Harrison),,39,43
132,2,5:35.0,,S. Curry makes 2-pt jump shot from 7 ft (assist by N. Stauskas),39,45
133,2,5:22.0,A. Blakeney makes 2-pt jump shot from 21 ft (assist by R. Lopez),,41,45
134,2,5:22.0,,Portland full timeout,41,45
135,2,5:22.0,W. Carter enters the game for R. Arcidiacono,,41,45
136,2,5:22.0,K. Dunn enters the game for S. Harrison,,41,45
137,2,5:22.0,Z. LaVine enters the game for R. Lopez,,41,45
138,2,5:22.0,,A. Aminu enters the game for Z. Collins,41,45
139,2,5:22.0,,D. Lillard enters the game for S. Curry,41,45
140,2,5:22.0,,J. Nurkić enters the game for M. Leonard,41,45
141,2,5:08.0,,J. Nurkić misses 2-pt layup from 1 ft,41,45
142,2,5:05.0,Defensive rebound by W. Carter,,41,45
143,2,4:51.0,K. Dunn misses 2-pt jump shot from 7 ft,,41,45
144,2,4:46.0,Offensive rebound by L. Markkanen,,41,45
145,2,4:46.0,L. Markkanen makes 2-pt layup from 1 ft,,43,45
146,2,4:35.0,,Shooting foul by W. Carter (drawn by J. Nurkić),43,45
147,2,4:35.0,,J. Nurkić makes free throw 1 of 2,43,46
148,2,4:35.0,,J. Nurkić makes free throw 2 of 2,43,47
149,2,4:20.0,Turnover by Z. LaVine (bad pass; steal by D. Lillard),,43,47
150,2,4:17.0,,Shooting foul by Z. LaVine (drawn by A. Aminu),43,47
151,2,4:17.0,,A. Aminu makes free throw 1 of 2,43,48
152,2,4:17.0,,E. Turner enters the game for N. Stauskas,43,48
153,2,4:17.0,,A. Aminu makes free throw 2 of 2,43,49
154,2,3:56.0,W. Carter misses 2-pt jump shot from 9 ft,,43,49
155,2,3:54.0,,Defensive rebound by C. McCollum,43,49
156,2,3:47.0,,C. McCollum makes 2-pt jump shot from 10 ft,43,51
157,2,3:46.0,Chicago full timeout,,43,51
158,2,3:46.0,C. Hutchison enters the game for A. Blakeney,,43,51
159,2,3:26.0,L. Markkanen misses 2-pt jump shot from 16 ft (block by E. Turner),,43,51
160,2,3:22.0,,Defensive rebound by E. Turner,43,51
161,2,3:17.0,,C. McCollum makes 2-pt jump shot from 15 ft (assist by E. Turner),43,53
162,2,3:02.0,K. Dunn makes 2-pt jump shot from 14 ft,,45,53
163,2,2:41.0,,E. Turner misses 2-pt jump shot from 17 ft,45,53
164,2,2:39.0,Defensive rebound by W. Carter,,45,53
165,2,2:30.0,Z. LaVine misses 2-pt jump shot from 16 ft,,45,53
166,2,2:26.0,,Defensive rebound by J. Nurkić,45,53
167,2,2:23.0,,Personal foul by C. Hutchison (drawn by A. Aminu),45,53
168,2,2:23.0,B. Portis enters the game for W. Carter,,45,53
169,2,2:15.0,,E. Turner misses 2-pt jump shot from 7 ft,45,53
170,2,2:15.0,,Offensive rebound by Team,45,53
171,2,2:15.0,Loose ball foul by B. Portis (drawn by J. Nurkić),,45,53
172,2,2:15.0,,J. Nurkić makes free throw 1 of 2,45,54
173,2,2:15.0,,J. Nurkić misses free throw 2 of 2,45,54
174,2,2:13.0,Defensive rebound by C. Hutchison,,45,54
175,2,2:03.0,B. Portis misses 3-pt jump shot from 25 ft,,45,54
176,2,2:02.0,Offensive rebound by C. Hutchison,,45,54
177,2,1:56.0,C. Hutchison makes 2-pt jump shot from 6 ft,,47,54
178,2,1:39.0,,J. Nurkić misses 2-pt layup from 1 ft,47,54
179,2,1:38.0,Defensive rebound by L. Markkanen,,47,54
180,2,1:30.0,K. Dunn misses 2-pt layup from 2 ft,,47,54
181,2,1:29.0,,Defensive rebound by J. Nurkić,47,54
182,2,1:22.0,,Turnover by D. Lillard (bad pass; steal by K. Dunn),47,54
183,2,1:18.0,B. Portis makes 2-pt layup from 1 ft (assist by K. Dunn),,49,54
184,2,1:04.0,,A. Aminu makes 2-pt layup from 2 ft (assist by E. Turner),49,56
185,2,0:49.0,B. Portis misses 2-pt hook shot from 4 ft,,49,56
186,2,0:47.0,,Defensive rebound by A. Aminu,49,56
187,2,0:47.0,,Turnover by E. Turner (traveling),49,56
188,2,0:40.0,Z. LaVine misses 2-pt layup from 2 ft (block by J. Nurkić),,49,56
189,2,0:33.0,Offensive rebound by B. Portis,,49,56
190,2,0:33.0,B. Portis misses 2-pt layup from 1 ft,,49,56
191,2,0:33.0,,Defensive rebound by E. Turner,49,56
192,2,0:25.0,,J. Nurkić misses 2-pt layup from 2 ft (block by L. Markkanen),49,56
193,2,0:23.0,Defensive rebound by B. Portis,,49,56
194,2,0:06.0,Personal take foul by E. Turner (drawn by Z. LaVine),,49,56
195,2,0:02.0,Shooting foul by E. Turner (drawn by Z. LaVine),,49,56
196,2,0:02.0,Z. LaVine makes free throw 1 of 3,,50,56
197,2,0:02.0,,M. Leonard enters the game for J. Nurkić,50,56
198,2,0:02.0,Z. LaVine misses free throw 2 of 3,,50,56
199,2,0:02.0,Offensive rebound by Team,,50,56
200,2,0:02.0,Z. LaVine makes free throw 3 of 3,,51,56
201,2,0:00.0,,Turnover by M. Leonard (bad pass; steal by L. Markkanen),51,56
202,3,11:46.0,K. Dunn makes 2-pt layup from 1 ft (assist by Z. LaVine),,53,56
203,3,11:22.0,,D. Lillard makes 2-pt layup from 2 ft,53,58
204,3,11:03.0,W. Carter makes 2-pt jump shot from 5 ft,,55,58
205,3,10:44.0,,J. Nurkić makes 2-pt layup from 1 ft (assist by A. Aminu),55,60
206,3,10:26.0,K. Dunn misses 2-pt jump shot from 5 ft,,55,60
207,3,10:24.0,,Defensive rebound by J. Nurkić,55,60
208,3,10:13.0,,J. Nurkić makes 2-pt layup from 2 ft (assist by C. McCollum),55,62
209,3,10:13.0,,Shooting foul by W. Carter (drawn by J. Nurkić),55,62
210,3,10:13.0,,J. Nurkić makes free throw 1 of 1,55,63
211,3,9:56.0,Z. LaVine makes 2-pt jump shot from 17 ft,,57,63
212,3,9:47.0,,Turnover by D. Lillard (out of bounds lost ball),57,63
213,3,9:31.0,Z. LaVine makes 2-pt layup from 2 ft,,59,63
214,3,9:08.0,,C. McCollum makes 3-pt jump shot from 23 ft (assist by D. Lillard),59,66
215,3,8:53.0,Shooting foul by J. Nurkić (drawn by Z. LaVine),,59,66
216,3,8:53.0,Z. LaVine makes free throw 1 of 2,,60,66
217,3,8:53.0,Z. LaVine makes free throw 2 of 2,,61,66
218,3,8:42.0,,D. Lillard misses 3-pt jump shot from 25 ft,61,66
219,3,8:39.0,Defensive rebound by C. Hutchison,,61,66
220,3,8:27.0,W. Carter makes 3-pt jump shot from 22 ft (assist by L. Markkanen),,64,66
221,3,8:12.0,,A. Aminu misses 3-pt jump shot from 26 ft,64,66
222,3,8:09.0,Defensive rebound by K. Dunn,,64,66
223,3,7:59.0,K. Dunn misses 2-pt layup from 3 ft (block by A. Aminu),,64,66
224,3,7:59.0,Offensive rebound by Team,,64,66
225,3,7:55.0,Z. LaVine misses 2-pt jump shot from 18 ft,,64,66
226,3,7:51.0,,Defensive rebound by A. Aminu,64,66
227,3,7:44.0,,J. Nurkić makes 2-pt dunk from 1 ft (assist by D. Lillard),64,68
228,3,7:44.0,Chicago full timeout,,64,68
229,3,7:22.0,L. Markkanen makes 2-pt layup from 2 ft (assist by K. Dunn),,66,68
230,3,7:10.0,,Offensive foul by J. Nurkić (drawn by L. Markkanen),66,68
231,3,7:10.0,,Turnover by J. Nurkić (offensive foul),66,68
232,3,6:58.0,C. Hutchison misses 2-pt layup from 3 ft,,66,68
233,3,6:56.0,,Defensive rebound by J. Nurkić,66,68
234,3,6:42.0,,C. McCollum makes 2-pt layup from 1 ft,66,70
235,3,6:30.0,Shooting foul by J. Nurkić (drawn by W. Carter),,66,70
236,3,6:30.0,W. Carter makes free throw 1 of 2,,67,70
237,3,6:30.0,,Z. Collins enters the game for J. Nurkić,67,70
238,3,6:30.0,W. Carter makes free throw 2 of 2,,68,70
239,3,6:20.0,,J. Layman makes 2-pt layup at rim (assist by Z. Collins),68,72
240,3,6:09.0,Z. LaVine misses 2-pt layup from 4 ft,,68,72
241,3,6:07.0,Offensive rebound by Z. LaVine,,68,72
242,3,6:06.0,Z. LaVine misses 2-pt layup from 2 ft (block by A. Aminu),,68,72
243,3,6:04.0,,Defensive rebound by A. Aminu,68,72
244,3,6:00.0,,A. Aminu misses 2-pt layup from 1 ft,68,72
245,3,5:58.0,Defensive rebound by L. Markkanen,,68,72
246,3,5:56.0,Turnover by L. Markkanen (lost ball; steal by Z. Collins),,68,72
247,3,5:51.0,,Personal foul by K. Dunn (drawn by D. Lillard),68,72
248,3,5:51.0,B. Portis enters the game for W. Carter,,68,72
249,3,5:45.0,,Shooting foul by Z. LaVine (drawn by C. McCollum),68,72
250,3,5:45.0,,C. McCollum makes free throw 1 of 2,68,73
251,3,5:45.0,,C. McCollum makes free throw 2 of 2,68,74
252,3,5:34.0,K. Dunn makes 2-pt layup from 1 ft,,70,74
253,3,5:28.0,,Personal foul by K. Dunn (drawn by D. Lillard),70,74
254,3,5:28.0,,E. Turner enters the game for J. Layman,70,74
255,3,5:13.0,,A. Aminu makes 2-pt layup from 3 ft,70,76
256,3,5:01.0,B. Portis makes 3-pt jump shot from 25 ft (assist by K. Dunn),,73,76
257,3,4:47.0,,Z. Collins makes 2-pt layup from 1 ft (assist by D. Lillard),73,78
258,3,4:31.0,L. Markkanen misses 3-pt jump shot from 25 ft,,73,78
259,3,4:29.0,Offensive rebound by B. Portis,,73,78
260,3,4:24.0,L. Markkanen misses 2-pt hook shot from 4 ft,,73,78
261,3,4:21.0,Offensive rebound by B. Portis,,73,78
262,3,4:21.0,B. Portis makes 2-pt layup at rim,,75,78
263,3,4:09.0,,D. Lillard misses 2-pt jump shot from 15 ft,75,78
264,3,4:07.0,Defensive rebound by Team,,75,78
265,3,3:57.0,Turnover by B. Portis (lost ball; steal by E. Turner),,75,78
266,3,3:44.0,,C. McCollum makes 2-pt jump shot from 18 ft,75,80
267,3,3:43.0,Chicago full timeout,,75,80
268,3,3:43.0,,S. Curry enters the game for C. McCollum,75,80
269,3,3:31.0,Z. LaVine misses 2-pt layup from 3 ft,,75,80
270,3,3:28.0,,Defensive rebound by A. Aminu,75,80
271,3,3:24.0,,Shooting foul by K. Dunn (drawn by D. Lillard),75,80
272,3,3:24.0,,D. Lillard makes free throw 1 of 2,75,81
273,3,3:24.0,,D. Lillard makes free throw 2 of 2,75,82
274,3,3:16.0,Personal foul by Z. Collins (drawn by B. Portis),,75,82
275,3,3:10.0,B. Portis makes 3-pt jump shot from 25 ft (assist by K. Dunn),,78,82
276,3,2:44.0,,E. Turner misses 2-pt jump shot from 8 ft,78,82
277,3,2:44.0,,Offensive rebound by Team,78,82
278,3,2:44.0,Loose ball foul by L. Markkanen (drawn by A. Aminu),,78,82
279,3,2:44.0,,A. Aminu makes free throw 1 of 2,78,83
280,3,2:44.0,,A. Aminu makes free throw 2 of 2,78,84
281,3,2:32.0,K. Dunn makes 2-pt layup at rim,,80,84
282,3,2:23.0,,D. Lillard makes 2-pt layup from 1 ft,80,86
283,3,2:17.0,Z. LaVine misses 2-pt layup from 2 ft (block by Z. Collins),,80,86
284,3,2:15.0,,Defensive rebound by E. Turner,80,86
285,3,2:07.0,,Personal foul by K. Dunn (drawn by D. Lillard),80,86
286,3,2:07.0,,D. Lillard makes free throw 1 of 2,80,87
287,3,2:07.0,R. Arcidiacono enters the game for K. Dunn,,80,87
288,3,2:07.0,A. Blakeney enters the game for C. Hutchison,,80,87
289,3,2:07.0,S. Harrison enters the game for Z. LaVine,,80,87
290,3,2:07.0,,D. Lillard makes free throw 2 of 2,80,88
291,3,1:56.0,B. Portis makes 3-pt jump shot from 25 ft (assist by S. Harrison),,83,88
292,3,1:43.0,,Shooting foul by S. Harrison (drawn by D. Lillard),83,88
293,3,1:43.0,,D. Lillard makes free throw 1 of 2,83,89
294,3,1:43.0,,D. Lillard makes free throw 2 of 2,83,90
295,3,1:29.0,Turnover by B. Portis (bad pass),,83,90
296,3,1:12.0,,D. Lillard misses 2-pt jump shot from 23 ft,83,90
297,3,1:10.0,,Offensive rebound by Z. Collins,83,90
298,3,1:09.0,,Z. Collins makes 2-pt layup from 2 ft,83,92
299,3,0:53.0,B. Portis makes 2-pt layup from 4 ft (assist by R. Arcidiacono),,85,92
300,3,0:32.0,,D. Lillard misses 2-pt jump shot from 16 ft,85,92
301,3,0:29.0,,Offensive rebound by Z. Collins,85,92
302,3,0:26.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by Z. Collins),85,95
303,3,0:03.0,A. Blakeney misses 3-pt jump shot from 23 ft,,85,95
304,3,0:01.0,,Defensive rebound by Z. Collins,85,95
305,4,11:43.0,,Z. Collins misses 3-pt jump shot from 25 ft,85,95
306,4,11:40.0,Defensive rebound by W. Carter,,85,95
307,4,11:31.0,Personal foul by Z. Collins (drawn by W. Carter),,85,95
308,4,11:27.0,A. Blakeney makes 2-pt jump shot from 12 ft (assist by R. Arcidiacono),,87,95
309,4,11:14.0,,Z. Collins makes 3-pt jump shot from 26 ft (assist by N. Stauskas),87,98
310,4,10:59.0,B. Portis misses 3-pt jump shot from 24 ft,,87,98
311,4,10:57.0,,Defensive rebound by M. Leonard,87,98
312,4,10:43.0,,Personal foul by S. Harrison (drawn by N. Stauskas),87,98
313,4,10:43.0,Z. LaVine enters the game for B. Portis,,87,98
314,4,10:37.0,,Turnover by M. Leonard (off goaltending),87,98
315,4,10:28.0,Personal foul by S. Curry (drawn by R. Arcidiacono),,87,98
316,4,10:28.0,L. Markkanen enters the game for S. Harrison,,87,98
317,4,10:28.0,,C. McCollum enters the game for N. Stauskas,87,98
318,4,10:17.0,W. Carter makes 2-pt layup from 1 ft (assist by R. Arcidiacono),,89,98
319,4,10:17.0,Shooting foul by Z. Collins (drawn by W. Carter),,89,98
320,4,10:17.0,,N. Stauskas enters the game for C. McCollum,89,98
321,4,10:17.0,W. Carter makes free throw 1 of 1,,90,98
322,4,10:06.0,,Personal foul by R. Arcidiacono (drawn by S. Curry),90,98
323,4,9:52.0,,M. Leonard makes 2-pt dunk from 1 ft (assist by Z. Collins),90,100
324,4,9:35.0,Z. LaVine misses 3-pt jump shot from 25 ft,,90,100
325,4,9:33.0,,Defensive rebound by Z. Collins,90,100
326,4,9:22.0,,Z. Collins misses 2-pt layup from 2 ft,90,100
327,4,9:22.0,,Offensive rebound by E. Turner,90,100
328,4,9:22.0,,Shooting foul by L. Markkanen (drawn by Z. Collins),90,100
329,4,9:22.0,,Z. Collins makes free throw 1 of 2,90,101
330,4,9:22.0,,C. McCollum enters the game for E. Turner,90,101
331,4,9:22.0,,Z. Collins makes free throw 2 of 2,90,102
332,4,9:09.0,A. Blakeney misses 2-pt jump shot from 9 ft,,90,102
333,4,9:07.0,Offensive rebound by W. Carter,,90,102
334,4,8:56.0,L. Markkanen makes 2-pt jump shot from 20 ft,,92,102
335,4,8:46.0,,Offensive foul by S. Curry (drawn by R. Arcidiacono),92,102
336,4,8:46.0,,Turnover by S. Curry (offensive foul),92,102
337,4,8:36.0,Z. LaVine misses 3-pt jump shot from 25 ft,,92,102
338,4,8:33.0,,Defensive rebound by S. Curry,92,102
339,4,8:22.0,,N. Stauskas makes 2-pt jump shot from 19 ft,92,104
340,4,8:07.0,Shooting foul by M. Leonard (drawn by L. Markkanen),,92,104
341,4,8:07.0,L. Markkanen makes free throw 1 of 2,,93,104
342,4,8:07.0,L. Markkanen makes free throw 2 of 2,,94,104
343,4,7:52.0,,M. Leonard makes 2-pt dunk from 1 ft (assist by C. McCollum),94,106
344,4,7:38.0,L. Markkanen misses 2-pt jump shot from 9 ft,,94,106
345,4,7:37.0,Offensive rebound by Team,,94,106
346,4,7:37.0,,Loose ball foul by M. Leonard (drawn by W. Carter),94,106
347,4,7:37.0,W. Carter makes free throw 1 of 2,,95,106
348,4,7:37.0,W. Carter makes free throw 2 of 2,,96,106
349,4,7:34.0,,C. McCollum makes 3-pt jump shot from 25 ft,96,109
350,4,7:11.0,L. Markkanen misses 2-pt jump shot from 12 ft,,96,109
351,4,7:08.0,,Defensive rebound by N. Stauskas,96,109
352,4,7:02.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by N. Stauskas),96,112
353,4,7:02.0,Chicago full timeout,,96,112
354,4,7:02.0,K. Dunn enters the game for R. Arcidiacono,,96,112
355,4,7:02.0,C. Hutchison enters the game for A. Blakeney,,96,112
356,4,7:02.0,B. Portis enters the game for L. Markkanen,,96,112
357,4,7:02.0,,D. Lillard enters the game for N. Stauskas,96,112
358,4,6:45.0,Personal foul by M. Leonard (drawn by W. Carter),,96,112
359,4,6:45.0,W. Carter makes free throw 1 of 2,,97,112
360,4,6:45.0,W. Carter makes free throw 2 of 2,,98,112
361,4,6:29.0,,S. Curry misses 2-pt jump shot from 15 ft,98,112
362,4,6:26.0,Defensive rebound by C. Hutchison,,98,112
363,4,6:20.0,Z. LaVine misses 2-pt layup from 2 ft (block by M. Leonard),,98,112
364,4,6:17.0,,Defensive rebound by C. McCollum,98,112
365,4,6:13.0,,D. Lillard misses 3-pt jump shot from 26 ft,98,112
366,4,6:11.0,,Offensive rebound by Team,98,112
367,4,6:11.0,Loose ball foul by C. Hutchison (drawn by Z. Collins),,98,112
368,4,6:03.0,,Z. Collins makes 3-pt jump shot from 23 ft (assist by C. McCollum),98,115
369,4,5:40.0,C. Hutchison misses 3-pt jump shot from 24 ft,,98,115
370,4,5:38.0,,Defensive rebound by M. Leonard,98,115
371,4,5:16.0,,S. Curry makes 2-pt layup from 1 ft (assist by Z. Collins),98,117
372,4,5:02.0,Turnover by B. Portis (lost ball; steal by S. Curry),,98,117
373,4,4:54.0,,S. Curry misses 2-pt layup from 2 ft,98,117
374,4,4:53.0,Defensive rebound by C. Hutchison,,98,117
375,4,4:41.0,Z. LaVine misses 3-pt jump shot from 29 ft,,98,117
