,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,BROOKLYN_ACTION,PHILADELPHIA_SCORE,BROOKLYN_SCORE
0,1,11:39.0,,C. LeVert makes 2-pt layup from 1 ft,0,2
1,1,11:23.0,J. Embiid makes 2-pt jump shot from 15 ft,,2,2
2,1,11:10.0,,J. Dudley makes 2-pt jump shot from 23 ft (assist by D. Russell),2,4
3,1,10:58.0,J. Embiid makes 2-pt jump shot from 4 ft (assist by B. Simmons),,4,4
4,1,10:45.0,,Turnover by C. LeVert (bad pass; steal by J. Embiid),4,4
5,1,10:42.0,Turnover by B. Simmons (out of bounds lost ball),,4,4
6,1,10:41.0,,Personal foul by B. Simmons (drawn by J. Dudley),4,4
7,1,10:32.0,,J. Harris makes 2-pt jump shot from 14 ft (assist by D. Russell),4,6
8,1,10:16.0,Turnover by J. Embiid (bad pass; steal by D. Russell),,4,6
9,1,10:07.0,,D. Russell misses 2-pt jump shot from 12 ft,4,6
10,1,10:04.0,Defensive rebound by J. Embiid,,4,6
11,1,9:58.0,B. Simmons makes 2-pt jump shot from 2 ft (assist by T. Harris),,6,6
12,1,9:46.0,,Shooting foul by J. Embiid (drawn by J. Harris),6,6
13,1,9:46.0,,J. Harris makes free throw 1 of 2,6,7
14,1,9:46.0,,J. Harris makes free throw 2 of 2,6,8
15,1,9:28.0,T. Harris misses 2-pt jump shot from 21 ft,,6,8
16,1,9:23.0,,Defensive rebound by J. Harris,6,8
17,1,9:18.0,,D. Russell misses 3-pt jump shot from 25 ft,6,8
18,1,9:15.0,Defensive rebound by J. Redick,,6,8
19,1,9:07.0,J. Embiid misses 3-pt jump shot from 25 ft,,6,8
20,1,9:03.0,,Defensive rebound by D. Russell,6,8
21,1,8:57.0,,C. LeVert misses 3-pt jump shot from 25 ft,6,8
22,1,8:54.0,Defensive rebound by J. Butler,,6,8
23,1,8:47.0,Shooting foul by J. Harris (drawn by J. Butler),,6,8
24,1,8:47.0,J. Butler makes free throw 1 of 2,,7,8
25,1,8:47.0,J. Butler makes free throw 2 of 2,,8,8
26,1,8:33.0,,D. Russell misses 2-pt layup from 2 ft,8,8
27,1,8:31.0,Defensive rebound by J. Butler,,8,8
28,1,8:27.0,Turnover by J. Embiid (traveling),,8,8
29,1,8:13.0,,J. Harris misses 2-pt layup from 1 ft (block by J. Embiid),8,8
30,1,8:12.0,,Offensive rebound by J. Allen,8,8
31,1,8:12.0,,Personal foul by J. Redick (drawn by J. Allen),8,8
32,1,8:05.0,,J. Allen makes 2-pt dunk from 2 ft (assist by C. LeVert),8,10
33,1,7:48.0,J. Redick makes 3-pt jump shot from 25 ft (assist by J. Butler),,11,10
34,1,7:37.0,,C. LeVert misses 2-pt jump shot from 12 ft,11,10
35,1,7:33.0,Defensive rebound by T. Harris,,11,10
36,1,7:19.0,T. Harris makes 2-pt jump shot from 14 ft,,13,10
37,1,7:05.0,,J. Allen misses 2-pt layup from 2 ft (block by T. Harris),13,10
38,1,7:00.0,,Offensive rebound by J. Allen,13,10
39,1,6:59.0,,C. LeVert makes 2-pt dunk from 1 ft (assist by J. Allen),13,12
40,1,6:50.0,Turnover by B. Simmons (lost ball; steal by J. Dudley),,13,12
41,1,6:46.0,,D. Russell makes 3-pt jump shot from 26 ft (assist by J. Dudley),13,15
42,1,6:45.0,Philadelphia full timeout,,13,15
43,1,6:45.0,B. Marjanović enters the game for J. Embiid,,13,15
44,1,6:29.0,J. Redick makes 3-pt jump shot from 24 ft (assist by J. Butler),,16,15
45,1,6:12.0,,J. Harris misses 3-pt jump shot from 25 ft,16,15
46,1,6:10.0,Defensive rebound by T. Harris,,16,15
47,1,6:05.0,T. Harris misses 2-pt jump shot from 14 ft (block by D. Russell),,16,15
48,1,6:00.0,,Defensive rebound by J. Harris,16,15
49,1,5:44.0,,J. Allen makes 2-pt layup from 1 ft (assist by C. LeVert),16,17
50,1,5:44.0,,Shooting foul by B. Marjanović (drawn by J. Allen),16,17
51,1,5:44.0,J. Ennis enters the game for J. Redick,,16,17
52,1,5:44.0,M. Scott enters the game for B. Simmons,,16,17
53,1,5:44.0,,J. Allen makes free throw 1 of 1,16,18
54,1,5:26.0,M. Scott misses 3-pt jump shot from 25 ft,,16,18
55,1,5:19.0,,Defensive rebound by J. Harris,16,18
56,1,5:12.0,,C. LeVert makes 2-pt layup at rim,16,20
57,1,4:56.0,Personal foul by D. Russell (drawn by T. Harris),,16,20
58,1,4:56.0,,S. Dinwiddie enters the game for J. Dudley,16,20
59,1,4:56.0,,T. Graham enters the game for C. LeVert,16,20
60,1,4:49.0,T. Harris makes 2-pt layup from 2 ft,,18,20
61,1,4:42.0,,Personal foul by J. Ennis (drawn by J. Allen),18,20
62,1,4:42.0,,J. Allen makes free throw 1 of 2,18,21
63,1,4:42.0,,J. Allen makes free throw 2 of 2,18,22
64,1,4:29.0,T. Harris makes 2-pt jump shot from 10 ft,,20,22
65,1,4:29.0,Shooting foul by T. Graham (drawn by T. Harris),,20,22
66,1,4:29.0,T. Harris misses free throw 1 of 1,,20,22
67,1,4:25.0,Offensive rebound by M. Scott,,20,22
68,1,4:24.0,J. Ennis misses 3-pt jump shot from 24 ft,,20,22
69,1,4:22.0,,Defensive rebound by Team,20,22
70,1,4:15.0,,D. Russell misses 3-pt jump shot from 25 ft,20,22
71,1,4:11.0,,Offensive rebound by J. Harris,20,22
72,1,4:06.0,,T. Graham misses 2-pt layup from 2 ft,20,22
73,1,4:06.0,,Offensive rebound by T. Graham,20,22
74,1,4:00.0,,J. Allen makes 2-pt layup from 1 ft (assist by T. Graham),20,24
75,1,3:50.0,T. Harris makes 2-pt jump shot from 14 ft,,22,24
76,1,3:40.0,,D. Russell misses 2-pt layup from 1 ft,22,24
77,1,3:37.0,Defensive rebound by B. Marjanović,,22,24
78,1,3:29.0,J. Butler misses 3-pt jump shot from 25 ft,,22,24
79,1,3:26.0,,Defensive rebound by J. Harris,22,24
80,1,3:11.0,,J. Allen misses 2-pt dunk from 1 ft,22,24
81,1,3:09.0,,Offensive rebound by D. Russell,22,24
82,1,3:08.0,,D. Russell misses 2-pt layup from 1 ft,22,24
83,1,3:07.0,,Offensive rebound by D. Russell,22,24
84,1,3:05.0,,D. Russell makes 2-pt layup from 1 ft,22,26
85,1,2:55.0,B. Marjanović misses 2-pt jump shot from 5 ft,,22,26
86,1,2:52.0,,Defensive rebound by J. Allen,22,26
87,1,2:43.0,,J. Allen makes 2-pt layup from 1 ft (assist by D. Russell),22,28
88,1,2:29.0,T. Harris misses 2-pt jump shot from 15 ft,,22,28
89,1,2:25.0,,Defensive rebound by S. Dinwiddie,22,28
90,1,2:20.0,,J. Allen misses 2-pt dunk from 1 ft,22,28
91,1,2:17.0,Defensive rebound by J. Butler,,22,28
92,1,2:11.0,Turnover by J. Butler (bad pass),,22,28
93,1,2:11.0,,Brooklyn full timeout,22,28
94,1,2:11.0,J. Embiid enters the game for J. Butler,,22,28
95,1,2:11.0,J. Redick enters the game for T. Harris,,22,28
96,1,2:11.0,B. Simmons enters the game for B. Marjanović,,22,28
97,1,2:11.0,,D. Carroll enters the game for J. Allen,22,28
98,1,2:11.0,,R. Hollis-Jefferson enters the game for J. Harris,22,28
99,1,2:11.0,,C. LeVert enters the game for D. Russell,22,28
100,1,1:51.0,,C. LeVert makes 3-pt jump shot from 25 ft,22,31
101,1,1:40.0,Personal foul by S. Dinwiddie (drawn by J. Redick),,22,31
102,1,1:29.0,M. Scott misses 3-pt jump shot from 23 ft,,22,31
103,1,1:26.0,,Defensive rebound by C. LeVert,22,31
104,1,1:21.0,,C. LeVert misses 3-pt jump shot from 25 ft,22,31
105,1,1:17.0,Defensive rebound by M. Scott,,22,31
106,1,1:04.0,J. Embiid makes 2-pt layup from 2 ft (assist by B. Simmons),,24,31
107,1,0:47.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft (block by J. Embiid),24,31
108,1,0:44.0,Defensive rebound by J. Embiid,,24,31
109,1,0:42.0,Turnover by B. Simmons (bad pass; steal by S. Dinwiddie),,24,31
110,1,0:37.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,24,31
111,1,0:34.0,,Offensive rebound by D. Carroll,24,31
112,1,0:32.0,,D. Carroll misses 3-pt jump shot from 26 ft,24,31
113,1,0:30.0,Defensive rebound by M. Scott,,24,31
114,1,0:13.0,Turnover by J. Redick (out of bounds lost ball),,24,31
115,1,0:13.0,J. Butler enters the game for J. Embiid,,24,31
116,1,0:13.0,T. Harris enters the game for J. Redick,,24,31
117,1,0:13.0,,J. Harris enters the game for R. Hollis-Jefferson,24,31
118,1,0:01.0,,Shooting foul by M. Scott (drawn by C. LeVert),24,31
119,1,0:01.0,,C. LeVert makes free throw 1 of 2,24,32
120,1,0:01.0,,R. Hollis-Jefferson enters the game for J. Harris,24,32
121,1,0:01.0,,C. LeVert makes free throw 2 of 2,24,33
122,2,11:43.0,J. Butler makes 2-pt jump shot from 21 ft (assist by J. Embiid),,26,33
123,2,11:27.0,,D. Russell misses 2-pt jump shot from 6 ft,26,33
124,2,11:24.0,Defensive rebound by B. Simmons,,26,33
125,2,11:18.0,Personal foul by D. Russell (drawn by J. Embiid),,26,33
126,2,11:17.0,Personal foul by S. Dinwiddie (drawn by J. Redick),,26,33
127,2,11:13.0,T. Harris makes 2-pt layup from 4 ft (assist by B. Simmons),,28,33
128,2,10:55.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft (block by J. Embiid),28,33
129,2,10:52.0,Defensive rebound by T. Harris,,28,33
130,2,10:42.0,J. Butler makes 2-pt layup from 5 ft,,30,33
131,2,10:27.0,,C. LeVert misses 2-pt jump shot from 6 ft,30,33
132,2,10:24.0,Defensive rebound by J. Embiid,,30,33
133,2,10:16.0,T. Harris misses 3-pt jump shot from 25 ft,,30,33
134,2,10:14.0,,Defensive rebound by R. Hollis-Jefferson,30,33
135,2,10:02.0,,S. Dinwiddie makes 3-pt jump shot from 24 ft,30,36
136,2,9:44.0,J. Butler makes 3-pt jump shot from 24 ft (assist by J. Embiid),,33,36
137,2,9:23.0,,R. Hollis-Jefferson misses 2-pt jump shot from 17 ft,33,36
138,2,9:20.0,Defensive rebound by B. Simmons,,33,36
139,2,9:14.0,J. Redick misses 3-pt jump shot from 23 ft,,33,36
140,2,9:09.0,,Defensive rebound by D. Russell,33,36
141,2,9:06.0,,S. Dinwiddie makes 2-pt layup from 1 ft (assist by D. Russell),33,38
142,2,8:49.0,J. Embiid makes 3-pt jump shot from 26 ft (assist by J. Butler),,36,38
143,2,8:35.0,,D. Russell misses 2-pt layup from 7 ft,36,38
144,2,8:33.0,Defensive rebound by J. Embiid,,36,38
145,2,8:27.0,B. Simmons makes 2-pt layup from 1 ft,,38,38
146,2,8:27.0,,Brooklyn full timeout,38,38
147,2,8:27.0,J. Ennis enters the game for J. Embiid,,38,38
148,2,8:27.0,B. Marjanović enters the game for J. Redick,,38,38
149,2,8:27.0,M. Scott enters the game for B. Simmons,,38,38
150,2,8:27.0,,J. Dudley enters the game for S. Dinwiddie,38,38
151,2,8:27.0,,J. Harris enters the game for R. Hollis-Jefferson,38,38
152,2,8:13.0,,D. Russell makes 2-pt layup from 1 ft (assist by J. Dudley),38,40
153,2,7:53.0,Personal foul by D. Carroll (drawn by B. Marjanović),,38,40
154,2,7:49.0,J. Ennis misses 2-pt layup from 3 ft,,38,40
155,2,7:47.0,,Defensive rebound by D. Carroll,38,40
156,2,7:43.0,,D. Carroll misses 3-pt jump shot from 25 ft,38,40
157,2,7:39.0,Defensive rebound by M. Scott,,38,40
158,2,7:32.0,J. Butler makes 2-pt layup from 1 ft,,40,40
159,2,7:22.0,,Shooting foul by M. Scott (drawn by D. Carroll),40,40
160,2,7:22.0,,D. Carroll makes free throw 1 of 2,40,41
161,2,7:22.0,,D. Carroll makes free throw 2 of 2,40,42
162,2,7:10.0,B. Marjanović misses 2-pt layup from 2 ft,,40,42
163,2,7:06.0,,Defensive rebound by D. Carroll,40,42
164,2,7:01.0,,J. Dudley misses 3-pt jump shot from 26 ft,40,42
165,2,6:58.0,,Offensive rebound by D. Carroll,40,42
166,2,6:54.0,,Turnover by D. Carroll (bad pass; steal by J. Butler),40,42
167,2,6:54.0,Personal take foul by J. Harris (drawn by J. Butler),,40,42
168,2,6:37.0,T. Harris misses 2-pt jump shot from 13 ft,,40,42
169,2,6:33.0,,Defensive rebound by C. LeVert,40,42
170,2,6:32.0,,Shooting foul by J. Ennis (drawn by D. Russell),40,42
171,2,6:32.0,,D. Russell makes free throw 1 of 2,40,43
172,2,6:32.0,,D. Russell makes free throw 2 of 2,40,44
173,2,6:19.0,J. Butler misses 2-pt layup from 4 ft,,40,44
174,2,6:17.0,Offensive rebound by B. Marjanović,,40,44
175,2,6:13.0,B. Marjanović makes 2-pt jump shot from 10 ft,,42,44
176,2,6:08.0,,D. Russell misses 3-pt jump shot from 25 ft,42,44
177,2,6:08.0,Defensive rebound by J. Butler,,42,44
178,2,5:58.0,J. Ennis makes 3-pt jump shot from 23 ft (assist by T. Harris),,45,44
179,2,5:41.0,,C. LeVert makes 3-pt jump shot from 25 ft,45,47
180,2,5:27.0,Personal foul by J. Dudley (drawn by T. Harris),,45,47
181,2,5:27.0,T. Harris makes free throw 1 of 2,,46,47
182,2,5:27.0,,J. Allen enters the game for D. Carroll,46,47
183,2,5:27.0,,S. Dinwiddie enters the game for C. LeVert,46,47
184,2,5:27.0,T. Harris makes free throw 2 of 2,,47,47
185,2,5:19.0,,J. Harris misses 3-pt jump shot from 26 ft,47,47
186,2,5:16.0,Defensive rebound by B. Marjanović,,47,47
187,2,5:03.0,Turnover by B. Marjanović (lost ball; steal by J. Allen),,47,47
188,2,4:58.0,,Offensive foul by S. Dinwiddie (drawn by J. Ennis),47,47
189,2,4:58.0,,Turnover by S. Dinwiddie (offensive foul),47,47
190,2,4:58.0,Philadelphia full timeout,,47,47
191,2,4:58.0,J. Bolden enters the game for J. Butler,,47,47
192,2,4:58.0,B. Simmons enters the game for B. Marjanović,,47,47
193,2,4:58.0,,D. Carroll enters the game for S. Dinwiddie,47,47
194,2,4:43.0,T. Harris makes 2-pt jump shot from 20 ft,,49,47
195,2,4:26.0,,J. Allen makes 2-pt dunk from 1 ft (assist by J. Dudley),49,49
196,2,4:13.0,J. Bolden misses 3-pt jump shot from 25 ft,,49,49
197,2,4:08.0,,Defensive rebound by D. Carroll,49,49
198,2,3:59.0,,J. Dudley makes 3-pt jump shot from 25 ft (assist by D. Russell),49,52
199,2,3:31.0,M. Scott misses 2-pt jump shot from 16 ft,,49,52
200,2,3:28.0,Offensive rebound by J. Bolden,,49,52
201,2,3:28.0,Shooting foul by J. Dudley (drawn by J. Bolden),,49,52
202,2,3:28.0,J. Bolden misses free throw 1 of 2,,49,52
203,2,3:28.0,Offensive rebound by Team,,49,52
204,2,3:28.0,J. Redick enters the game for J. Ennis,,49,52
205,2,3:28.0,,C. LeVert enters the game for D. Russell,49,52
206,2,3:28.0,J. Bolden makes free throw 2 of 2,,50,52
207,2,3:12.0,,J. Harris makes 2-pt layup from 1 ft (assist by J. Dudley),50,54
208,2,2:59.0,M. Scott makes 3-pt jump shot from 23 ft (assist by T. Harris),,53,54
209,2,2:41.0,,C. LeVert makes 2-pt layup from 1 ft,53,56
210,2,2:41.0,,Shooting foul by J. Bolden (drawn by C. LeVert),53,56
211,2,2:41.0,J. Butler enters the game for T. Harris,,53,56
212,2,2:41.0,,C. LeVert misses free throw 1 of 1,53,56
213,2,2:38.0,Defensive rebound by B. Simmons,,53,56
214,2,2:24.0,J. Redick misses 3-pt jump shot from 25 ft,,53,56
215,2,2:24.0,,Defensive rebound by Team,53,56
216,2,2:24.0,Loose ball foul by M. Scott (drawn by D. Carroll),,53,56
217,2,2:24.0,T. Harris enters the game for M. Scott,,53,56
218,2,2:04.0,,D. Carroll misses 3-pt jump shot from 24 ft,53,56
219,2,1:59.0,Defensive rebound by J. Bolden,,53,56
220,2,1:52.0,Turnover by J. Bolden (lost ball; steal by C. LeVert),,53,56
221,2,1:44.0,,J. Dudley makes 3-pt jump shot from 25 ft (assist by C. LeVert),53,59
222,2,1:29.0,Offensive foul by J. Redick (drawn by C. LeVert),,53,59
223,2,1:29.0,Turnover by J. Redick (offensive foul),,53,59
224,2,1:29.0,G. Monroe enters the game for J. Bolden,,53,59
225,2,1:18.0,,Personal foul by B. Simmons (drawn by J. Allen),53,59
226,2,1:18.0,,J. Allen makes free throw 1 of 2,53,60
227,2,1:18.0,,J. Allen makes free throw 2 of 2,53,61
228,2,1:04.0,T. Harris misses 2-pt layup from 1 ft,,53,61
229,2,1:02.0,,Defensive rebound by Team,53,61
230,2,0:48.0,,C. LeVert misses 3-pt jump shot from 26 ft,53,61
231,2,0:46.0,,Offensive rebound by D. Carroll,53,61
232,2,0:41.0,,J. Harris makes 2-pt layup from 1 ft (assist by J. Dudley),53,63
233,2,0:29.0,B. Simmons makes 2-pt layup from 2 ft,,55,63
234,2,0:12.0,,Turnover by C. LeVert (bad pass; steal by J. Butler),55,63
