,QUARTER,TIME_REMAINING,DALLAS_ACTION,BROOKLYN_ACTION,DALLAS_SCORE,BROOKLYN_SCORE
380,4,7:43.0,,R. Kurucs makes 3-pt jump shot from 25 ft (assist by C. LeVert),75,117
381,4,7:30.0,Turnover by D. Nowitzki (lost ball; steal by C. LeVert),,75,117
382,4,7:27.0,,C. LeVert makes 2-pt dunk from 1 ft,75,119
383,4,7:27.0,Dallas full timeout,,75,119
384,4,7:27.0,,J. Dudley enters the game for A. Crabbe,75,119
385,4,7:27.0,,R. Hollis-Jefferson enters the game for E. Davis,75,119
386,4,7:27.0,,T. Pinson enters the game for R. Kurucs,75,119
387,4,7:08.0,Turnover by D. Powell (bad pass; steal by T. Pinson),,75,119
388,4,7:01.0,,R. Hollis-Jefferson misses 3-pt jump shot from 23 ft,75,119
389,4,6:57.0,Defensive rebound by D. Nowitzki,,75,119
390,4,6:50.0,T. Burke makes 2-pt jump shot from 14 ft,,77,119
391,4,6:23.0,,T. Pinson misses 3-pt jump shot from 25 ft,77,119
392,4,6:21.0,Defensive rebound by D. Nowitzki,,77,119
393,4,6:12.0,D. Nowitzki misses 2-pt jump shot from 15 ft,,77,119
394,4,6:07.0,,Defensive rebound by R. Hollis-Jefferson,77,119
395,4,5:55.0,,C. LeVert misses 3-pt jump shot from 23 ft,77,119
396,4,5:52.0,Defensive rebound by D. Powell,,77,119
397,4,5:38.0,Shooting foul by C. LeVert (drawn by T. Burke),,77,119
398,4,5:38.0,T. Burke makes free throw 1 of 2,,78,119
399,4,5:38.0,T. Burke misses free throw 2 of 2,,78,119
400,4,5:36.0,,Defensive rebound by J. Dudley,78,119
401,4,5:16.0,,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by C. LeVert),78,121
402,4,5:09.0,Turnover by T. Burke (bad pass),,78,121
403,4,4:54.0,,C. LeVert misses 3-pt jump shot from 25 ft,78,121
404,4,4:51.0,Defensive rebound by C. Lee,,78,121
405,4,4:43.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,78,121
406,4,4:41.0,,Defensive rebound by S. Napier,78,121
407,4,4:34.0,,R. Hollis-Jefferson misses 3-pt jump shot from 23 ft,78,121
408,4,4:31.0,Defensive rebound by T. Burke,,78,121
409,4,4:21.0,C. Lee makes 2-pt jump shot from 6 ft,,80,121
410,4,4:04.0,,R. Hollis-Jefferson makes 2-pt jump shot from 5 ft (assist by C. LeVert),80,123
411,4,3:51.0,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by T. Burke),,82,123
412,4,3:34.0,,R. Hollis-Jefferson misses 2-pt jump shot from 14 ft,82,123
413,4,3:32.0,Defensive rebound by D. Powell,,82,123
414,4,3:26.0,Shooting foul by R. Hollis-Jefferson (drawn by T. Burke),,82,123
415,4,3:26.0,T. Burke makes free throw 1 of 2,,83,123
416,4,3:26.0,J. Jackson enters the game for D. Powell,,83,123
417,4,3:26.0,,R. Kurucs enters the game for C. LeVert,83,123
418,4,3:26.0,T. Burke makes free throw 2 of 2,,84,123
419,4,3:14.0,,R. Kurucs misses 2-pt layup from 3 ft,84,123
420,4,3:11.0,Defensive rebound by J. Jackson,,84,123
421,4,3:08.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,84,123
422,4,3:04.0,,Defensive rebound by J. Dudley,84,123
423,4,2:59.0,,Offensive foul by R. Hollis-Jefferson (drawn by T. Burke),84,123
424,4,2:59.0,,Turnover by R. Hollis-Jefferson (offensive foul),84,123
425,4,2:44.0,D. Nowitzki makes 2-pt jump shot from 14 ft (assist by C. Lee),,86,123
426,4,2:22.0,,Turnover by R. Kurucs (lost ball; steal by C. Lee),86,123
427,4,2:17.0,R. Broekhoff misses 3-pt jump shot from 25 ft,,86,123
428,4,2:14.0,,Defensive rebound by J. Dudley,86,123
429,4,2:08.0,,R. Hollis-Jefferson misses 2-pt jump shot from 5 ft,86,123
430,4,2:05.0,Defensive rebound by T. Burke,,86,123
431,4,1:48.0,D. Nowitzki misses 2-pt jump shot from 13 ft,,86,123
432,4,1:45.0,,Defensive rebound by J. Dudley,86,123
433,4,1:42.0,,Personal take foul by C. Lee (drawn by T. Pinson),86,123
434,4,1:42.0,D. Finney-Smith enters the game for D. Nowitzki,,86,123
435,4,1:36.0,,T. Pinson misses 3-pt jump shot from 26 ft,86,123
436,4,1:32.0,,Offensive rebound by R. Hollis-Jefferson,86,123
437,4,1:20.0,,S. Napier makes 2-pt layup from 1 ft (assist by R. Kurucs),86,125
438,4,1:05.0,T. Burke makes 2-pt layup from 1 ft,,88,125
439,4,0:55.0,,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by T. Pinson),88,127
440,4,0:44.0,D. Finney-Smith misses 3-pt jump shot from 26 ft,,88,127
441,4,0:41.0,,Defensive rebound by T. Pinson,88,127
442,4,0:35.0,,T. Pinson misses 3-pt jump shot from 25 ft,88,127
443,4,0:34.0,Defensive rebound by Team,,88,127
444,4,0:23.0,T. Burke misses 3-pt jump shot from 25 ft,,88,127
445,4,0:20.0,,Defensive rebound by S. Napier,88,127
