,QUARTER,TIME_REMAINING,TORONTO_ACTION,CHICAGO_ACTION,TORONTO_SCORE,CHICAGO_SCORE
0,1,11:39.0,,Turnover by R. Lopez (lost ball; steal by D. Green),0,0
1,1,11:30.0,S. Ibaka makes 2-pt jump shot from 13 ft (assist by M. Gasol),,2,0
2,1,11:16.0,,R. Arcidiacono makes 3-pt jump shot from 26 ft (assist by B. Sampson),2,3
3,1,11:00.0,F. VanVleet makes 2-pt layup from 2 ft (assist by M. Gasol),,4,3
4,1,10:43.0,,W. Selden makes 2-pt jump shot from 20 ft,4,5
5,1,10:25.0,S. Ibaka makes 2-pt hook shot from 4 ft,,6,5
6,1,10:10.0,,R. Arcidiacono misses 3-pt jump shot from 25 ft,6,5
7,1,10:07.0,Defensive rebound by D. Green,,6,5
8,1,10:03.0,K. Lowry misses 3-pt jump shot from 25 ft,,6,5
9,1,9:59.0,,Defensive rebound by R. Arcidiacono,6,5
10,1,9:51.0,,S. Harrison makes 2-pt layup from 3 ft,6,7
11,1,9:51.0,,Shooting foul by F. VanVleet (drawn by S. Harrison),6,7
12,1,9:51.0,,S. Harrison misses free throw 1 of 1,6,7
13,1,9:48.0,Defensive rebound by M. Gasol,,6,7
14,1,9:31.0,Personal foul by R. Arcidiacono (drawn by S. Ibaka),,6,7
15,1,9:21.0,F. VanVleet makes 2-pt jump shot from 6 ft,,8,7
16,1,9:21.0,Shooting foul by S. Harrison (drawn by F. VanVleet),,8,7
17,1,9:21.0,F. VanVleet makes free throw 1 of 1,,9,7
18,1,9:06.0,,R. Arcidiacono misses 2-pt jump shot from 6 ft,9,7
19,1,9:05.0,,Offensive rebound by R. Arcidiacono,9,7
20,1,9:02.0,,Turnover by R. Arcidiacono (lost ball; steal by K. Lowry),9,7
21,1,8:54.0,F. VanVleet makes 2-pt layup from 1 ft (assist by D. Green),,11,7
22,1,8:45.0,,W. Selden makes 3-pt jump shot from 27 ft (assist by R. Lopez),11,10
23,1,8:28.0,M. Gasol misses 2-pt jump shot from 18 ft,,11,10
24,1,8:27.0,,Defensive rebound by Team,11,10
25,1,8:14.0,,S. Harrison makes 2-pt layup from 2 ft,11,12
26,1,8:07.0,,Violation by Team (kicked ball),11,12
27,1,8:00.0,F. VanVleet misses 2-pt jump shot from 21 ft,,11,12
28,1,7:57.0,,Defensive rebound by B. Sampson,11,12
29,1,7:47.0,,S. Harrison misses 2-pt layup from 1 ft,11,12
30,1,7:46.0,,Offensive rebound by S. Harrison,11,12
31,1,7:42.0,,S. Harrison misses 2-pt layup from 1 ft,11,12
32,1,7:40.0,Defensive rebound by S. Ibaka,,11,12
33,1,7:36.0,M. Gasol misses 2-pt layup from 1 ft (block by S. Harrison),,11,12
34,1,7:36.0,Offensive rebound by Team,,11,12
35,1,7:31.0,S. Ibaka misses 3-pt jump shot from 25 ft,,11,12
36,1,7:29.0,,Defensive rebound by S. Harrison,11,12
37,1,7:18.0,,R. Arcidiacono makes 2-pt jump shot from 11 ft,11,14
38,1,7:08.0,Turnover by D. Green (bad pass),,11,14
39,1,7:08.0,,T. Luwawu-Cabarrot enters the game for B. Sampson,11,14
40,1,6:48.0,,R. Lopez misses 3-pt jump shot from 25 ft,11,14
41,1,6:45.0,Defensive rebound by S. Ibaka,,11,14
42,1,6:38.0,D. Green misses 2-pt jump shot from 21 ft,,11,14
43,1,6:35.0,,Defensive rebound by S. Harrison,11,14
44,1,6:26.0,,W. Selden misses 3-pt jump shot from 22 ft,11,14
45,1,6:23.0,Defensive rebound by M. Gasol,,11,14
46,1,6:16.0,S. Ibaka makes 2-pt hook shot from 5 ft (assist by D. Green),,13,14
47,1,5:59.0,,Personal foul by F. VanVleet (drawn by R. Lopez),13,14
48,1,5:59.0,,Chicago full timeout,13,14
49,1,5:59.0,J. Lin enters the game for M. Gasol,,13,14
50,1,5:59.0,N. Powell enters the game for F. VanVleet,,13,14
51,1,5:59.0,,W. Lemon enters the game for R. Arcidiacono,13,14
52,1,5:46.0,,W. Lemon misses 2-pt jump shot from 9 ft,13,14
53,1,5:44.0,Defensive rebound by S. Ibaka,,13,14
54,1,5:42.0,Shooting foul by T. Luwawu-Cabarrot (drawn by K. Lowry),,13,14
55,1,5:42.0,K. Lowry makes free throw 1 of 2,,14,14
56,1,5:42.0,K. Lowry makes free throw 2 of 2,,15,14
57,1,5:24.0,,W. Selden misses 2-pt layup from 2 ft (block by S. Ibaka),15,14
58,1,5:24.0,,Offensive rebound by Team,15,14
59,1,5:21.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,15,14
60,1,5:19.0,Defensive rebound by S. Ibaka,,15,14
61,1,5:16.0,Shooting foul by W. Lemon (drawn by K. Lowry),,15,14
62,1,5:16.0,K. Lowry makes free throw 1 of 2,,16,14
63,1,5:16.0,K. Lowry misses free throw 2 of 2,,16,14
64,1,5:14.0,,Defensive rebound by W. Selden,16,14
65,1,4:55.0,,R. Lopez misses 2-pt hook shot from 7 ft,16,14
66,1,4:52.0,Defensive rebound by K. Lowry,,16,14
67,1,4:50.0,K. Lowry misses 3-pt jump shot from 27 ft,,16,14
68,1,4:50.0,,Defensive rebound by W. Lemon,16,14
69,1,4:37.0,,W. Selden makes 2-pt jump shot from 5 ft,16,16
70,1,4:29.0,Turnover by K. Lowry (bad pass; steal by W. Lemon),,16,16
71,1,4:29.0,,Shooting foul by K. Lowry (drawn by W. Lemon),16,16
72,1,4:29.0,,W. Lemon makes free throw 1 of 2,16,17
73,1,4:29.0,,W. Lemon makes free throw 2 of 2,16,18
74,1,4:17.0,Personal foul by T. Luwawu-Cabarrot (drawn by K. Lowry),,16,18
75,1,4:17.0,K. Lowry makes free throw 1 of 2,,17,18
76,1,4:17.0,K. Lowry makes free throw 2 of 2,,18,18
77,1,4:17.0,,A. Blakeney enters the game for T. Luwawu-Cabarrot,18,18
78,1,4:09.0,,W. Lemon misses 2-pt layup from 5 ft,18,18
79,1,4:07.0,Defensive rebound by J. Lin,,18,18
80,1,4:03.0,J. Lin misses 2-pt layup from 4 ft (block by R. Lopez),,18,18
81,1,4:01.0,Offensive rebound by S. Ibaka,,18,18
82,1,3:51.0,S. Ibaka misses 2-pt jump shot from 10 ft,,18,18
83,1,3:44.0,,Defensive rebound by W. Selden,18,18
84,1,3:40.0,,Turnover by W. Lemon (bad pass; steal by J. Lin),18,18
85,1,3:40.0,Personal foul by A. Blakeney (drawn by J. Lin),,18,18
86,1,3:40.0,J. Lin makes free throw 1 of 2,,19,18
87,1,3:40.0,J. Lin makes free throw 2 of 2,,20,18
88,1,3:27.0,,S. Harrison misses 3-pt jump shot from 25 ft,20,18
89,1,3:23.0,Defensive rebound by D. Green,,20,18
90,1,3:18.0,K. Lowry misses 2-pt jump shot from 18 ft (block by W. Lemon),,20,18
91,1,3:18.0,Offensive rebound by Team,,20,18
92,1,3:18.0,Toronto full timeout,,20,18
93,1,3:18.0,,R. Alkins enters the game for S. Harrison,20,18
94,1,3:18.0,,T. Luwawu-Cabarrot enters the game for W. Selden,20,18
95,1,3:15.0,S. Ibaka misses 3-pt jump shot from 27 ft,,20,18
96,1,3:12.0,,Defensive rebound by W. Lemon,20,18
97,1,3:01.0,,R. Alkins makes 2-pt layup from 1 ft (assist by W. Lemon),20,20
98,1,2:49.0,S. Ibaka makes 2-pt jump shot from 9 ft (assist by K. Lowry),,22,20
99,1,2:32.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 23 ft,22,20
100,1,2:32.0,Defensive rebound by N. Powell,,22,20
101,1,2:24.0,N. Powell misses 3-pt jump shot from 25 ft,,22,20
102,1,2:18.0,,Defensive rebound by A. Blakeney,22,20
103,1,2:05.0,,R. Lopez misses 2-pt jump shot from 15 ft,22,20
