,QUARTER,TIME_REMAINING,ORLANDO_ACTION,TORONTO_ACTION,ORLANDO_SCORE,TORONTO_SCORE
157,2,6:50.0,N. Vučević makes 2-pt hook shot from 6 ft,,37,36
158,2,6:31.0,,K. Leonard misses 2-pt jump shot from 8 ft,37,36
159,2,6:29.0,Defensive rebound by A. Gordon,,37,36
160,2,6:11.0,D. Augustin misses 2-pt jump shot from 9 ft,,37,36
161,2,6:08.0,,Defensive rebound by D. Green,37,36
162,2,6:04.0,,D. Green makes 3-pt jump shot from 27 ft (assist by K. Lowry),37,39
163,2,5:41.0,N. Vučević misses 2-pt hook shot from 10 ft,,37,39
164,2,5:38.0,Offensive rebound by A. Gordon,,37,39
165,2,5:37.0,A. Gordon makes 2-pt dunk at rim,,39,39
166,2,5:08.0,,M. Gasol misses 3-pt jump shot from 23 ft,39,39
167,2,5:06.0,Defensive rebound by A. Gordon,,39,39
168,2,5:00.0,N. Vučević misses 2-pt hook shot from 2 ft,,39,39
169,2,4:57.0,Offensive rebound by A. Gordon,,39,39
170,2,4:54.0,J. Isaac misses 3-pt jump shot from 23 ft,,39,39
171,2,4:52.0,,Defensive rebound by K. Lowry,39,39
172,2,4:45.0,,Personal foul by T. Ross (drawn by K. Leonard),39,39
173,2,4:45.0,E. Fournier enters the game for T. Ross,,39,39
174,2,4:45.0,,P. Siakam enters the game for K. Lowry,39,39
175,2,4:34.0,,K. Leonard misses 2-pt jump shot from 10 ft,39,39
176,2,4:30.0,,Offensive rebound by M. Gasol,39,39
177,2,4:22.0,,K. Leonard misses 2-pt jump shot from 2 ft,39,39
178,2,4:21.0,,Offensive rebound by K. Leonard,39,39
179,2,4:19.0,,K. Leonard misses 2-pt layup from 1 ft,39,39
180,2,4:18.0,Defensive rebound by N. Vučević,,39,39
181,2,4:06.0,A. Gordon makes 3-pt jump shot from 26 ft (assist by N. Vučević),,42,39
182,2,3:46.0,,P. Siakam makes 2-pt jump shot from 9 ft,42,41
183,2,3:35.0,Personal foul by P. Siakam (drawn by N. Vučević),,42,41
184,2,3:29.0,D. Augustin makes 3-pt jump shot from 25 ft,,45,41
185,2,3:11.0,,K. Leonard misses 2-pt layup from 2 ft (block by N. Vučević),45,41
186,2,3:09.0,Defensive rebound by A. Gordon,,45,41
187,2,3:05.0,A. Gordon misses 2-pt layup from 1 ft,,45,41
188,2,3:03.0,Offensive rebound by N. Vučević,,45,41
189,2,2:59.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by D. Augustin),,48,41
190,2,2:54.0,,Toronto full timeout,48,41
191,2,2:54.0,T. Ross enters the game for J. Isaac,,48,41
192,2,2:54.0,,K. Lowry enters the game for F. VanVleet,48,41
193,2,2:35.0,,P. Siakam misses 3-pt jump shot from 26 ft,48,41
194,2,2:32.0,Defensive rebound by T. Ross,,48,41
195,2,2:24.0,D. Augustin makes 2-pt layup from 3 ft,,50,41
196,2,2:04.0,,D. Green misses 3-pt jump shot from 23 ft,50,41
197,2,2:03.0,Defensive rebound by N. Vučević,,50,41
198,2,1:56.0,Shooting foul by K. Lowry (drawn by D. Augustin),,50,41
199,2,1:56.0,D. Augustin makes free throw 1 of 2,,51,41
200,2,1:56.0,J. Isaac enters the game for T. Ross,,51,41
201,2,1:56.0,D. Augustin makes free throw 2 of 2,,52,41
202,2,1:41.0,,K. Lowry misses 3-pt jump shot from 26 ft,52,41
203,2,1:38.0,Defensive rebound by N. Vučević,,52,41
204,2,1:30.0,D. Augustin makes 3-pt jump shot from 25 ft (assist by E. Fournier),,55,41
205,2,1:13.0,,Turnover by K. Leonard (bad pass; steal by D. Augustin),55,41
206,2,1:08.0,N. Vučević makes 2-pt dunk at rim (assist by D. Augustin),,57,41
207,2,0:53.0,,P. Siakam makes 2-pt jump shot from 8 ft,57,43
208,2,0:44.0,Turnover by E. Fournier (traveling),,57,43
209,2,0:30.0,,M. Gasol makes 3-pt jump shot from 26 ft (assist by K. Leonard),57,46
210,2,0:07.0,J. Isaac misses 3-pt jump shot from 26 ft,,57,46
211,2,0:05.0,,Defensive rebound by Team,57,46
212,2,0:01.0,,D. Green makes 3-pt jump shot from 26 ft (assist by M. Gasol),57,49
213,3,11:42.0,D. Augustin misses 3-pt jump shot from 29 ft,,57,49
214,3,11:39.0,,Defensive rebound by P. Siakam,57,49
215,3,11:19.0,,P. Siakam misses 2-pt jump shot from 4 ft,57,49
216,3,11:15.0,Defensive rebound by A. Gordon,,57,49
217,3,11:03.0,A. Gordon misses 2-pt layup from 3 ft,,57,49
218,3,11:01.0,Offensive rebound by A. Gordon,,57,49
219,3,11:01.0,A. Gordon misses 2-pt layup from 1 ft,,57,49
220,3,11:00.0,,Defensive rebound by M. Gasol,57,49
221,3,10:59.0,,P. Siakam misses 2-pt layup from 2 ft,57,49
222,3,10:59.0,,Offensive rebound by Team,57,49
223,3,10:59.0,Loose ball foul by D. Augustin (drawn by K. Leonard),,57,49
224,3,10:44.0,,K. Leonard makes 2-pt jump shot from 19 ft (assist by M. Gasol),57,51
225,3,10:27.0,N. Vučević misses 2-pt jump shot from 14 ft,,57,51
226,3,10:25.0,,Defensive rebound by K. Leonard,57,51
227,3,10:16.0,,Shooting foul by A. Gordon (drawn by D. Green),57,51
228,3,10:16.0,,D. Green makes free throw 1 of 2,57,52
229,3,10:16.0,,D. Green makes free throw 2 of 2,57,53
230,3,9:56.0,E. Fournier misses 2-pt jump shot from 20 ft,,57,53
231,3,9:53.0,,Defensive rebound by K. Lowry,57,53
232,3,9:39.0,,P. Siakam misses 2-pt jump shot from 2 ft,57,53
233,3,9:38.0,Defensive rebound by N. Vučević,,57,53
234,3,9:28.0,J. Isaac makes 2-pt layup from 2 ft (assist by A. Gordon),,59,53
235,3,9:12.0,,P. Siakam makes 2-pt layup from 1 ft (assist by K. Leonard),59,55
236,3,8:56.0,E. Fournier misses 2-pt jump shot from 13 ft,,59,55
237,3,8:53.0,,Defensive rebound by K. Leonard,59,55
238,3,8:49.0,,K. Leonard makes 3-pt jump shot from 24 ft,59,58
239,3,8:48.0,Orlando full timeout,,59,58
240,3,8:26.0,Turnover by N. Vučević (bad pass; steal by D. Green),,59,58
241,3,8:19.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by P. Siakam),59,61
242,3,7:57.0,N. Vučević misses 3-pt jump shot from 27 ft,,59,61
243,3,7:55.0,,Defensive rebound by P. Siakam,59,61
244,3,7:50.0,,Shooting foul by E. Fournier (drawn by K. Lowry),59,61
245,3,7:50.0,,K. Lowry misses free throw 1 of 2,59,61
246,3,7:50.0,,Offensive rebound by Team,59,61
247,3,7:50.0,,K. Lowry misses free throw 2 of 2,59,61
248,3,7:48.0,Defensive rebound by D. Augustin,,59,61
249,3,7:32.0,N. Vučević misses 2-pt jump shot from 12 ft,,59,61
250,3,7:29.0,,Defensive rebound by D. Green,59,61
251,3,7:11.0,,Offensive foul by K. Leonard (drawn by E. Fournier),59,61
252,3,7:11.0,,Turnover by K. Leonard (offensive foul),59,61
253,3,6:57.0,D. Augustin misses 2-pt jump shot from 13 ft (block by D. Green),,59,61
254,3,6:54.0,,Defensive rebound by K. Lowry,59,61
255,3,6:47.0,,Turnover by D. Green (bad pass; steal by A. Gordon),59,61
256,3,6:42.0,Turnover by A. Gordon (lost ball; steal by P. Siakam),,59,61
257,3,6:38.0,,P. Siakam makes 2-pt dunk at rim (assist by D. Green),59,63
258,3,6:19.0,Shooting foul by D. Green (drawn by N. Vučević),,59,63
259,3,6:19.0,N. Vučević makes free throw 1 of 2,,60,63
260,3,6:19.0,N. Vučević makes free throw 2 of 2,,61,63
261,3,6:09.0,,K. Lowry misses 2-pt jump shot from 3 ft,61,63
262,3,6:07.0,,Offensive rebound by P. Siakam,61,63
263,3,6:05.0,,P. Siakam makes 2-pt layup from 1 ft,61,65
264,3,5:55.0,E. Fournier makes 2-pt jump shot from 20 ft (assist by D. Augustin),,63,65
265,3,5:36.0,,P. Siakam makes 2-pt layup from 1 ft,63,67
266,3,5:19.0,Personal foul by K. Leonard (drawn by A. Gordon),,63,67
267,3,5:15.0,Shooting foul by P. Siakam (drawn by D. Augustin),,63,67
268,3,5:15.0,D. Augustin misses free throw 1 of 2,,63,67
269,3,5:15.0,Offensive rebound by Team,,63,67
270,3,5:15.0,W. Iwundu enters the game for E. Fournier,,63,67
271,3,5:15.0,T. Ross enters the game for J. Isaac,,63,67
272,3,5:15.0,D. Augustin makes free throw 2 of 2,,64,67
273,3,4:56.0,,D. Green makes 2-pt jump shot from 22 ft (assist by M. Gasol),64,69
274,3,4:29.0,W. Iwundu makes 3-pt jump shot from 23 ft (assist by D. Augustin),,67,69
275,3,4:29.0,,F. VanVleet enters the game for K. Lowry,67,69
276,3,4:10.0,,K. Leonard makes 2-pt layup from 1 ft,67,71
277,3,4:10.0,,Shooting foul by A. Gordon (drawn by K. Leonard),67,71
278,3,4:10.0,,K. Leonard misses free throw 1 of 1,67,71
279,3,4:08.0,Defensive rebound by D. Augustin,,67,71
280,3,3:57.0,Violation by Team (kicked ball),,67,71
281,3,3:57.0,M. Carter-Williams enters the game for D. Augustin,,67,71
282,3,3:38.0,,Turnover by D. Green (bad pass; steal by W. Iwundu),67,71
283,3,3:35.0,Shooting foul by F. VanVleet (drawn by W. Iwundu),,67,71
284,3,3:35.0,W. Iwundu makes free throw 1 of 2,,68,71
285,3,3:35.0,,S. Ibaka enters the game for P. Siakam,68,71
286,3,3:35.0,W. Iwundu makes free throw 2 of 2,,69,71
287,3,3:21.0,,Personal foul by N. Vučević (drawn by M. Gasol),69,71
288,3,3:21.0,,M. Gasol misses free throw 1 of 2,69,71
289,3,3:21.0,,Offensive rebound by Team,69,71
290,3,3:21.0,,M. Gasol makes free throw 2 of 2,69,72
291,3,3:10.0,T. Ross misses 2-pt jump shot from 14 ft,,69,72
292,3,3:08.0,,Defensive rebound by S. Ibaka,69,72
293,3,3:02.0,,Offensive foul by K. Leonard (drawn by M. Carter-Williams),69,72
294,3,3:02.0,,Turnover by K. Leonard (offensive foul),69,72
295,3,2:48.0,A. Gordon misses 2-pt jump shot from 14 ft,,69,72
296,3,2:46.0,,Defensive rebound by S. Ibaka,69,72
297,3,2:34.0,,D. Green makes 3-pt jump shot from 26 ft (assist by S. Ibaka),69,75
298,3,2:17.0,M. Carter-Williams makes 2-pt jump shot from 4 ft,,71,75
299,3,2:08.0,,K. Leonard misses 3-pt jump shot from 26 ft,71,75
300,3,2:05.0,Defensive rebound by M. Carter-Williams,,71,75
301,3,1:59.0,T. Ross misses 2-pt jump shot from 6 ft,,71,75
302,3,1:57.0,,Defensive rebound by F. VanVleet,71,75
303,3,1:56.0,,Personal foul by T. Ross (drawn by F. VanVleet),71,75
304,3,1:56.0,,Toronto full timeout,71,75
305,3,1:56.0,K. Birch enters the game for N. Vučević,,71,75
306,3,1:56.0,,N. Powell enters the game for M. Gasol,71,75
307,3,1:56.0,,P. Siakam enters the game for K. Leonard,71,75
308,3,1:56.0,,F. VanVleet misses free throw 1 of 2,71,75
309,3,1:56.0,,Offensive rebound by Team,71,75
310,3,1:56.0,,F. VanVleet makes free throw 2 of 2,71,76
311,3,1:39.0,A. Gordon misses 2-pt layup from 3 ft,,71,76
312,3,1:37.0,,Defensive rebound by N. Powell,71,76
313,3,1:24.0,,D. Green misses 2-pt hook shot from 2 ft,71,76
314,3,1:22.0,Defensive rebound by T. Ross,,71,76
315,3,1:18.0,Shooting foul by S. Ibaka (drawn by T. Ross),,71,76
316,3,1:18.0,T. Ross makes free throw 1 of 2,,72,76
317,3,1:18.0,J. Isaac enters the game for A. Gordon,,72,76
318,3,1:18.0,T. Ross makes free throw 2 of 2,,73,76
319,3,1:03.0,,D. Green misses 3-pt jump shot from 25 ft,73,76
320,3,1:01.0,,Offensive rebound by S. Ibaka,73,76
321,3,0:59.0,,S. Ibaka misses 2-pt hook shot from 2 ft,73,76
322,3,0:57.0,Defensive rebound by J. Isaac,,73,76
323,3,0:49.0,J. Isaac makes 2-pt jump shot from 17 ft (assist by M. Carter-Williams),,75,76
324,3,0:28.0,,Offensive foul by F. VanVleet (drawn by M. Carter-Williams),75,76
325,3,0:28.0,,Turnover by F. VanVleet (offensive foul),75,76
326,3,0:08.0,Turnover by K. Birch (bad pass),,75,76
327,3,0:01.0,,P. Siakam misses 3-pt jump shot from 23 ft,75,76
328,3,0:01.0,Defensive rebound by M. Carter-Williams,,75,76
329,4,11:46.0,,S. Ibaka misses 2-pt dunk from 1 ft (block by J. Isaac),75,76
330,4,11:45.0,,Offensive rebound by Team,75,76
331,4,11:36.0,,F. VanVleet misses 3-pt jump shot from 25 ft,75,76
332,4,11:32.0,Defensive rebound by E. Fournier,,75,76
333,4,11:26.0,T. Ross misses 3-pt jump shot from 28 ft,,75,76
334,4,11:26.0,Offensive rebound by Team,,75,76
335,4,11:26.0,,Loose ball foul by K. Lowry (drawn by J. Isaac),75,76
336,4,11:14.0,E. Fournier misses 2-pt jump shot from 18 ft (block by S. Ibaka),,75,76
337,4,11:08.0,Offensive rebound by K. Birch,,75,76
338,4,11:07.0,K. Birch makes 2-pt dunk from 1 ft,,77,76
339,4,11:01.0,,Personal foul by M. Carter-Williams (drawn by K. Lowry),77,76
340,4,10:51.0,,P. Siakam misses 2-pt layup from 1 ft,77,76
341,4,10:49.0,Defensive rebound by K. Birch,,77,76
342,4,10:44.0,K. Birch makes 2-pt layup from 2 ft (assist by T. Ross),,79,76
343,4,10:44.0,Shooting foul by F. VanVleet (drawn by K. Birch),,79,76
344,4,10:44.0,K. Birch misses free throw 1 of 1,,79,76
345,4,10:41.0,T. Ross misses 2-pt layup from 1 ft,,79,76
346,4,10:41.0,Offensive rebound by T. Ross,,79,76
347,4,10:40.0,,Defensive rebound by S. Ibaka,79,76
348,4,10:32.0,,S. Ibaka makes 3-pt jump shot from 26 ft (assist by K. Lowry),79,79
349,4,10:13.0,Turnover by K. Birch (lost ball; steal by K. Lowry),,79,79
350,4,10:05.0,,K. Lowry misses 3-pt jump shot from 26 ft,79,79
351,4,10:01.0,Defensive rebound by M. Carter-Williams,,79,79
352,4,9:51.0,M. Carter-Williams makes 3-pt jump shot from 23 ft (assist by E. Fournier),,82,79
353,4,9:28.0,,F. VanVleet makes 3-pt jump shot from 24 ft (assist by K. Lowry),82,82
354,4,9:10.0,M. Carter-Williams makes 2-pt layup from 1 ft,,84,82
355,4,8:50.0,,F. VanVleet misses 2-pt jump shot from 5 ft,84,82
356,4,8:48.0,Defensive rebound by J. Isaac,,84,82
357,4,8:41.0,T. Ross misses 3-pt jump shot from 28 ft,,84,82
358,4,8:39.0,,Defensive rebound by S. Ibaka,84,82
359,4,8:33.0,,K. Lowry misses 3-pt jump shot from 29 ft,84,82
360,4,8:30.0,Defensive rebound by K. Birch,,84,82
361,4,8:22.0,Turnover by M. Carter-Williams (traveling),,84,82
362,4,8:10.0,,P. Siakam makes 2-pt jump shot from 19 ft,84,84
363,4,7:59.0,Offensive foul by T. Ross (drawn by N. Powell),,84,84
364,4,7:59.0,Turnover by T. Ross (offensive foul),,84,84
365,4,7:51.0,,Turnover by P. Siakam (lost ball; steal by K. Birch),84,84
366,4,7:41.0,E. Fournier misses 3-pt jump shot from 28 ft,,84,84
367,4,7:39.0,,Defensive rebound by K. Lowry,84,84
368,4,7:34.0,,F. VanVleet makes 2-pt layup at rim (assist by K. Lowry),84,86
369,4,7:22.0,E. Fournier misses 3-pt jump shot from 27 ft,,84,86
370,4,7:20.0,,Defensive rebound by K. Lowry,84,86
371,4,7:10.0,,N. Powell misses 3-pt jump shot from 24 ft,84,86
372,4,7:06.0,Defensive rebound by K. Birch,,84,86
373,4,6:51.0,M. Carter-Williams misses 2-pt jump shot from 19 ft,,84,86
374,4,6:48.0,,Defensive rebound by F. VanVleet,84,86
375,4,6:43.0,,N. Powell makes 2-pt layup from 1 ft (assist by F. VanVleet),84,88
376,4,6:43.0,Orlando full timeout,,84,88
377,4,6:43.0,D. Augustin enters the game for K. Birch,,84,88
378,4,6:43.0,A. Gordon enters the game for M. Carter-Williams,,84,88
379,4,6:43.0,N. Vučević enters the game for T. Ross,,84,88
380,4,6:43.0,,D. Green enters the game for K. Lowry,84,88
381,4,6:43.0,,K. Leonard enters the game for N. Powell,84,88
382,4,6:25.0,N. Vučević misses 2-pt dunk from 2 ft (block by P. Siakam),,84,88
383,4,6:25.0,Offensive rebound by Team,,84,88
