,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,DENVER_ACTION,PHILADELPHIA_SCORE,DENVER_SCORE
385,4,10:32.0,M. Muscala misses 2-pt layup from 1 ft,,96,111
386,4,10:32.0,Offensive rebound by M. Muscala,,96,111
387,4,10:31.0,J. Bolden misses 2-pt layup from 3 ft (block by T. Lyles),,96,111
388,4,10:27.0,,Defensive rebound by M. Plumlee,96,111
389,4,10:25.0,,Turnover by M. Plumlee (lost ball; steal by C. Brewer),96,111
390,4,10:20.0,J. Redick misses 2-pt layup from 2 ft,,96,111
391,4,10:17.0,Offensive rebound by J. Bolden,,96,111
392,4,10:17.0,J. Bolden makes 2-pt layup from 1 ft,,98,111
393,4,10:02.0,,M. Beasley makes 3-pt jump shot from 26 ft (assist by M. Plumlee),98,114
394,4,9:46.0,T. McConnell misses 2-pt jump shot from 7 ft (block by M. Plumlee),,98,114
395,4,9:42.0,,Defensive rebound by T. Lyles,98,114
396,4,9:30.0,,M. Morris misses 2-pt layup from 4 ft,98,114
397,4,9:29.0,Defensive rebound by T. McConnell,,98,114
398,4,9:25.0,J. Redick misses 3-pt jump shot from 26 ft,,98,114
399,4,9:21.0,,Defensive rebound by T. Lyles,98,114
400,4,9:20.0,,Personal foul by C. Brewer (drawn by T. Lyles),98,114
401,4,9:20.0,B. Simmons enters the game for J. Bolden,,98,114
402,4,9:03.0,,M. Beasley misses 2-pt layup from 4 ft,98,114
403,4,9:01.0,,Offensive rebound by M. Plumlee,98,114
404,4,8:58.0,,J. Hernangómez misses 2-pt layup from 3 ft (block by T. McConnell),98,114
405,4,8:55.0,Defensive rebound by M. Muscala,,98,114
406,4,8:45.0,C. Brewer makes 2-pt layup from 2 ft (assist by B. Simmons),,100,114
407,4,8:20.0,,M. Plumlee makes 2-pt dunk from 1 ft,100,116
408,4,7:58.0,J. Redick misses 3-pt jump shot from 24 ft,,100,116
409,4,7:55.0,,Defensive rebound by J. Hernangómez,100,116
410,4,7:49.0,,M. Morris misses 2-pt jump shot from 15 ft,100,116
411,4,7:46.0,Defensive rebound by B. Simmons,,100,116
412,4,7:43.0,Shooting foul by T. Lyles (drawn by B. Simmons),,100,116
413,4,7:43.0,B. Simmons makes free throw 1 of 2,,101,116
414,4,7:43.0,A. Johnson enters the game for T. McConnell,,101,116
415,4,7:43.0,S. Milton enters the game for M. Muscala,,101,116
416,4,7:43.0,L. Shamet enters the game for J. Redick,,101,116
417,4,7:43.0,,T. Craig enters the game for J. Hernangómez,101,116
418,4,7:43.0,B. Simmons makes free throw 2 of 2,,102,116
419,4,7:25.0,,M. Morris misses 2-pt jump shot from 13 ft,102,116
420,4,7:22.0,Defensive rebound by B. Simmons,,102,116
421,4,7:14.0,S. Milton makes 2-pt jump shot from 14 ft (assist by C. Brewer),,104,116
422,4,7:13.0,,Denver full timeout,104,116
423,4,7:13.0,,G. Harris enters the game for T. Lyles,104,116
424,4,7:13.0,,N. Jokić enters the game for M. Plumlee,104,116
425,4,7:02.0,,M. Beasley misses 3-pt jump shot from 24 ft,104,116
426,4,7:00.0,Defensive rebound by A. Johnson,,104,116
427,4,6:55.0,Turnover by A. Johnson (traveling),,104,116
428,4,6:50.0,,M. Beasley misses 2-pt layup from 4 ft,104,116
429,4,6:50.0,Defensive rebound by Team,,104,116
430,4,6:31.0,Turnover by A. Johnson (bad pass; steal by N. Jokić),,104,116
431,4,6:26.0,,M. Beasley makes 2-pt dunk from 1 ft (assist by N. Jokić),104,118
432,4,6:26.0,,W. Barton enters the game for M. Beasley,104,118
433,4,6:10.0,L. Shamet misses 2-pt jump shot from 19 ft,,104,118
434,4,6:08.0,,Defensive rebound by Team,104,118
435,4,5:48.0,,N. Jokić makes 2-pt layup from 2 ft,104,120
436,4,5:46.0,Philadelphia full timeout,,104,120
437,4,5:38.0,C. Brewer misses 3-pt jump shot from 23 ft,,104,120
438,4,5:35.0,Offensive rebound by B. Simmons,,104,120
439,4,5:33.0,B. Simmons makes 2-pt hook shot from 3 ft,,106,120
440,4,5:12.0,,G. Harris misses 3-pt jump shot from 25 ft,106,120
441,4,5:09.0,Defensive rebound by C. Brewer,,106,120
442,4,5:04.0,C. Brewer misses 2-pt layup from 3 ft (block by G. Harris),,106,120
443,4,5:04.0,,Defensive rebound by Team,106,120
444,4,4:40.0,,N. Jokić misses 2-pt jump shot from 4 ft,106,120
445,4,4:40.0,Defensive rebound by B. Simmons,,106,120
446,4,4:40.0,Turnover by B. Simmons (bad pass),,106,120
447,4,4:22.0,,N. Jokić misses 2-pt hook shot from 6 ft,106,120
448,4,4:20.0,Defensive rebound by A. Johnson,,106,120
449,4,4:05.0,L. Shamet misses 3-pt jump shot from 24 ft,,106,120
450,4,4:02.0,,Defensive rebound by G. Harris,106,120
451,4,3:39.0,,N. Jokić misses 2-pt jump shot from 3 ft,106,120
452,4,3:37.0,Defensive rebound by B. Simmons,,106,120
453,4,3:36.0,Personal foul by N. Jokić (drawn by B. Simmons),,106,120
454,4,3:36.0,H. Highsmith enters the game for B. Simmons,,106,120
455,4,3:28.0,S. Milton misses 3-pt jump shot from 23 ft,,106,120
456,4,3:25.0,Offensive rebound by A. Johnson,,106,120
457,4,3:24.0,C. Brewer misses 2-pt jump shot from 10 ft,,106,120
458,4,3:20.0,,Defensive rebound by W. Barton,106,120
459,4,3:08.0,,N. Jokić misses 2-pt jump shot from 2 ft,106,120
460,4,3:04.0,,Offensive rebound by N. Jokić,106,120
461,4,3:04.0,,N. Jokić makes 2-pt layup at rim,106,122
462,4,2:57.0,Philadelphia full timeout,,106,122
463,4,2:57.0,F. Korkmaz enters the game for C. Brewer,,106,122
464,4,2:57.0,,M. Beasley enters the game for W. Barton,106,122
465,4,2:57.0,,B. Goodwin enters the game for T. Craig,106,122
466,4,2:57.0,,J. Hernangómez enters the game for G. Harris,106,122
467,4,2:57.0,,T. Lydon enters the game for N. Jokić,106,122
468,4,2:57.0,,T. Lyles enters the game for M. Morris,106,122
469,4,2:57.0,Violation by Team (delay of game),,106,122
470,4,2:47.0,A. Johnson misses 2-pt hook shot from 7 ft,,106,122
471,4,2:44.0,,Defensive rebound by T. Lydon,106,122
472,4,2:33.0,,M. Beasley makes 2-pt layup from 1 ft (assist by T. Lyles),106,124
473,4,2:09.0,A. Johnson misses 3-pt jump shot from 25 ft,,106,124
474,4,2:07.0,,Defensive rebound by J. Hernangómez,106,124
475,4,1:49.0,,T. Lyles misses 2-pt jump shot from 21 ft,106,124
476,4,1:46.0,Defensive rebound by H. Highsmith,,106,124
477,4,1:42.0,F. Korkmaz makes 2-pt dunk from 1 ft (assist by H. Highsmith),,108,124
478,4,1:26.0,,J. Hernangómez misses 2-pt layup from 4 ft,108,124
479,4,1:25.0,Defensive rebound by F. Korkmaz,,108,124
480,4,1:11.0,F. Korkmaz misses 3-pt jump shot from 25 ft,,108,124
481,4,1:09.0,,Defensive rebound by J. Hernangómez,108,124
482,4,0:49.0,,M. Beasley misses 3-pt jump shot from 25 ft,108,124
483,4,0:47.0,,Offensive rebound by B. Goodwin,108,124
484,4,0:46.0,,B. Goodwin makes 2-pt layup from 1 ft,108,126
485,4,0:24.0,Shooting foul by M. Beasley (drawn by F. Korkmaz),,108,126
486,4,0:24.0,F. Korkmaz misses free throw 1 of 3,,108,126
487,4,0:24.0,Offensive rebound by Team,,108,126
488,4,0:24.0,F. Korkmaz makes free throw 2 of 3,,109,126
489,4,0:24.0,F. Korkmaz makes free throw 3 of 3,,110,126
490,4,0:00.0,,Turnover by Team (shot clock),110,126
