,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,DENVER_ACTION,PHILADELPHIA_SCORE,DENVER_SCORE
53,1,6:45.0,Philadelphia full timeout,,11,19
54,1,6:45.0,S. Milton enters the game for J. Bolden,,11,19
55,1,6:45.0,M. Muscala enters the game for T. McConnell,,11,19
56,1,6:45.0,L. Shamet enters the game for J. Redick,,11,19
57,1,6:28.0,C. Brewer makes 2-pt layup from 3 ft (assist by S. Milton),,13,19
58,1,6:16.0,,N. Jokić makes 2-pt dunk from 1 ft (assist by G. Harris),13,21
59,1,6:04.0,Turnover by B. Simmons (bad pass; steal by G. Harris),,13,21
60,1,6:00.0,,G. Harris makes 2-pt dunk from 1 ft,13,23
61,1,5:50.0,B. Simmons misses 2-pt layup from 3 ft (block by G. Harris),,13,23
62,1,5:50.0,,Defensive rebound by Team,13,23
63,1,5:50.0,,M. Morris enters the game for G. Harris,13,23
64,1,5:29.0,,P. Millsap misses 2-pt jump shot from 4 ft,13,23
65,1,5:27.0,Defensive rebound by M. Muscala,,13,23
66,1,5:20.0,C. Brewer makes 2-pt layup from 2 ft,,15,23
67,1,5:14.0,,W. Barton misses 2-pt layup from 2 ft,15,23
68,1,5:14.0,,Offensive rebound by Team,15,23
69,1,5:06.0,,N. Jokić misses 2-pt hook shot from 6 ft,15,23
70,1,5:03.0,Defensive rebound by L. Shamet,,15,23
71,1,4:57.0,Shooting foul by P. Millsap (drawn by B. Simmons),,15,23
72,1,4:57.0,B. Simmons makes free throw 1 of 2,,16,23
73,1,4:57.0,,M. Plumlee enters the game for P. Millsap,16,23
74,1,4:57.0,B. Simmons misses free throw 2 of 2,,16,23
75,1,4:55.0,,Defensive rebound by T. Craig,16,23
76,1,4:42.0,,N. Jokić makes 2-pt hook shot from 4 ft,16,25
77,1,4:35.0,C. Brewer makes 2-pt dunk from 1 ft (assist by L. Shamet),,18,25
78,1,4:35.0,Technical foul by C. Brewer,,18,25
79,1,4:35.0,,W. Barton misses technical free throw,18,25
80,1,4:35.0,,Offensive rebound by Team,18,25
81,1,4:21.0,,T. Craig misses 3-pt jump shot from 22 ft,18,25
82,1,4:18.0,,Offensive rebound by T. Craig,18,25
83,1,4:16.0,,W. Barton misses 3-pt jump shot from 22 ft,18,25
84,1,4:16.0,Defensive rebound by C. Brewer,,18,25
85,1,4:08.0,L. Shamet misses 3-pt jump shot from 22 ft,,18,25
86,1,4:04.0,,Defensive rebound by N. Jokić,18,25
87,1,3:55.0,,M. Morris misses 2-pt jump shot from 21 ft,18,25
88,1,3:52.0,Defensive rebound by B. Simmons,,18,25
89,1,3:46.0,B. Simmons misses 2-pt layup from 2 ft,,18,25
90,1,3:46.0,Offensive rebound by C. Brewer,,18,25
91,1,3:46.0,Shooting foul by M. Morris (drawn by C. Brewer),,18,25
92,1,3:46.0,,Denver full timeout,18,25
93,1,3:46.0,,M. Beasley enters the game for W. Barton,18,25
94,1,3:46.0,C. Brewer misses free throw 1 of 2,,18,25
95,1,3:46.0,Offensive rebound by Team,,18,25
96,1,3:46.0,C. Brewer makes free throw 2 of 2,,19,25
97,1,3:37.0,,N. Jokić makes 3-pt jump shot from 25 ft (assist by M. Beasley),19,28
98,1,3:23.0,M. Muscala makes 3-pt jump shot from 25 ft (assist by L. Shamet),,22,28
99,1,3:02.0,,N. Jokić misses 2-pt hook shot from 3 ft,22,28
100,1,3:00.0,Defensive rebound by C. Brewer,,22,28
101,1,2:56.0,M. Muscala makes 3-pt jump shot from 25 ft (assist by B. Simmons),,25,28
102,1,2:39.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by N. Jokić),25,30
103,1,2:26.0,L. Shamet makes 3-pt jump shot from 22 ft,,28,30
104,1,2:18.0,,M. Beasley makes 3-pt jump shot from 24 ft (assist by M. Plumlee),28,33
105,1,1:59.0,Personal foul by M. Plumlee (drawn by B. Simmons),,28,33
106,1,1:59.0,B. Simmons makes free throw 1 of 2,,29,33
107,1,1:59.0,F. Korkmaz enters the game for C. Brewer,,29,33
108,1,1:59.0,T. McConnell enters the game for S. Milton,,29,33
109,1,1:59.0,J. Redick enters the game for L. Shamet,,29,33
110,1,1:59.0,,T. Lyles enters the game for N. Jokić,29,33
111,1,1:59.0,B. Simmons makes free throw 2 of 2,,30,33
112,1,1:46.0,,M. Morris makes 2-pt jump shot from 5 ft (assist by M. Plumlee),30,35
113,1,1:26.0,B. Simmons makes 2-pt hook shot from 4 ft (assist by T. McConnell),,32,35
114,1,1:13.0,,Turnover by M. Beasley (bad pass; steal by T. McConnell),32,35
115,1,1:12.0,Turnover by M. Muscala (out of bounds lost ball),,32,35
116,1,1:12.0,A. Johnson enters the game for B. Simmons,,32,35
117,1,1:12.0,,J. Hernangómez enters the game for T. Craig,32,35
118,1,1:00.0,,M. Plumlee makes 2-pt hook shot from 2 ft,32,37
119,1,0:49.0,J. Redick makes 2-pt jump shot from 21 ft (assist by A. Johnson),,34,37
120,1,0:33.0,,M. Morris makes 2-pt jump shot from 8 ft,34,39
121,1,0:20.0,M. Muscala makes 3-pt jump shot from 25 ft (assist by T. McConnell),,37,39
122,1,0:06.0,,Shooting foul by F. Korkmaz (drawn by T. Lyles),37,39
123,1,0:06.0,,T. Lyles makes free throw 1 of 2,37,40
124,1,0:06.0,,T. Lyles makes free throw 2 of 2,37,41
125,2,11:44.0,A. Johnson makes 2-pt layup from 1 ft (assist by T. McConnell),,39,41
126,2,11:44.0,Shooting foul by M. Plumlee (drawn by A. Johnson),,39,41
127,2,11:44.0,A. Johnson makes free throw 1 of 1,,40,41
128,2,11:25.0,,T. Lyles misses 2-pt jump shot from 6 ft,40,41
129,2,11:25.0,Defensive rebound by T. McConnell,,40,41
130,2,11:21.0,Shooting foul by T. Lyles (drawn by M. Muscala),,40,41
131,2,11:21.0,M. Muscala misses free throw 1 of 2,,40,41
132,2,11:21.0,Offensive rebound by Team,,40,41
133,2,11:21.0,M. Muscala makes free throw 2 of 2,,41,41
134,2,11:09.0,,Shooting foul by T. McConnell (drawn by M. Plumlee),41,41
135,2,11:09.0,,M. Plumlee misses free throw 1 of 2,41,41
136,2,11:09.0,,Offensive rebound by Team,41,41
137,2,11:09.0,,M. Plumlee makes free throw 2 of 2,41,42
138,2,10:59.0,J. Redick misses 3-pt jump shot from 24 ft,,41,42
139,2,10:56.0,,Defensive rebound by M. Plumlee,41,42
140,2,10:46.0,,Personal foul by J. Redick (drawn by M. Beasley),41,42
141,2,10:42.0,,T. Lyles makes 3-pt jump shot from 25 ft (assist by J. Hernangómez),41,45
142,2,10:28.0,F. Korkmaz makes 3-pt jump shot from 23 ft (assist by A. Johnson),,44,45
143,2,10:13.0,,Shooting foul by A. Johnson (drawn by M. Plumlee),44,45
144,2,10:13.0,,M. Plumlee makes free throw 1 of 2,44,46
145,2,10:13.0,,M. Plumlee makes free throw 2 of 2,44,47
146,2,9:57.0,J. Redick makes 2-pt layup from 2 ft (assist by A. Johnson),,46,47
147,2,9:43.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by M. Morris),46,49
148,2,9:31.0,M. Muscala misses 3-pt jump shot from 25 ft,,46,49
149,2,9:29.0,,Defensive rebound by T. Lyles,46,49
150,2,9:15.0,,T. Lyles makes 2-pt jump shot from 4 ft,46,51
151,2,9:01.0,M. Muscala misses 2-pt hook shot from 4 ft,,46,51
152,2,8:59.0,,Defensive rebound by M. Plumlee,46,51
153,2,8:49.0,,M. Morris makes 2-pt jump shot from 9 ft,46,53
154,2,8:47.0,Philadelphia full timeout,,46,53
155,2,8:39.0,Turnover by M. Muscala (bad pass; steal by M. Beasley),,46,53
156,2,8:30.0,,M. Beasley misses 3-pt jump shot from 24 ft,46,53
157,2,8:26.0,Defensive rebound by M. Muscala,,46,53
158,2,8:17.0,Personal foul by M. Beasley (drawn by M. Muscala),,46,53
159,2,8:04.0,J. Redick makes 3-pt jump shot from 26 ft (assist by M. Muscala),,49,53
160,2,7:49.0,,M. Morris misses 2-pt jump shot from 6 ft,49,53
161,2,7:49.0,,Offensive rebound by Team,49,53
162,2,7:49.0,Loose ball foul by A. Johnson (drawn by M. Morris),,49,53
163,2,7:49.0,C. Brewer enters the game for A. Johnson,,49,53
164,2,7:49.0,S. Milton enters the game for F. Korkmaz,,49,53
165,2,7:49.0,L. Shamet enters the game for T. McConnell,,49,53
166,2,7:49.0,B. Simmons enters the game for J. Redick,,49,53
167,2,7:44.0,,M. Beasley misses 2-pt jump shot from 6 ft,49,53
168,2,7:41.0,Defensive rebound by B. Simmons,,49,53
169,2,7:38.0,B. Simmons misses 2-pt layup from 1 ft,,49,53
170,2,7:36.0,,Defensive rebound by J. Hernangómez,49,53
171,2,7:31.0,,Turnover by J. Hernangómez (lost ball; steal by C. Brewer),49,53
172,2,7:28.0,B. Simmons makes 2-pt dunk from 1 ft (assist by C. Brewer),,51,53
173,2,7:27.0,,Denver full timeout,51,53
174,2,7:27.0,,T. Craig enters the game for M. Beasley,51,53
175,2,7:27.0,,G. Harris enters the game for J. Hernangómez,51,53
176,2,7:27.0,,N. Jokić enters the game for T. Lyles,51,53
177,2,7:07.0,,T. Craig makes 3-pt jump shot from 25 ft (assist by M. Morris),51,56
178,2,6:57.0,Personal foul by T. Craig (drawn by B. Simmons),,51,56
179,2,6:54.0,M. Muscala misses 3-pt jump shot from 24 ft,,51,56
180,2,6:51.0,,Defensive rebound by T. Craig,51,56
181,2,6:32.0,,T. Craig misses 3-pt jump shot from 26 ft,51,56
182,2,6:29.0,Defensive rebound by B. Simmons,,51,56
183,2,6:22.0,S. Milton makes 3-pt jump shot from 22 ft (assist by L. Shamet),,54,56
184,2,6:01.0,,T. Craig makes 2-pt jump shot from 9 ft (assist by G. Harris),54,58
185,2,5:41.0,B. Simmons misses 2-pt layup from 2 ft,,54,58
186,2,5:38.0,,Defensive rebound by N. Jokić,54,58
187,2,5:34.0,,Turnover by T. Craig (bad pass; steal by S. Milton),54,58
188,2,5:34.0,,W. Barton enters the game for M. Morris,54,58
189,2,5:34.0,,P. Millsap enters the game for M. Plumlee,54,58
190,2,5:22.0,B. Simmons makes 2-pt dunk at rim (assist by L. Shamet),,56,58
191,2,5:15.0,,Personal foul by C. Brewer (drawn by N. Jokić),56,58
192,2,5:15.0,,N. Jokić misses free throw 1 of 2,56,58
193,2,5:15.0,,Offensive rebound by Team,56,58
194,2,5:15.0,,N. Jokić makes free throw 2 of 2,56,59
195,2,5:00.0,M. Muscala misses 3-pt jump shot from 25 ft,,56,59
196,2,4:56.0,Offensive rebound by C. Brewer,,56,59
197,2,4:52.0,S. Milton misses 2-pt jump shot from 7 ft,,56,59
198,2,4:49.0,Offensive rebound by S. Milton,,56,59
199,2,4:45.0,Turnover by L. Shamet (step out of bounds),,56,59
200,2,4:25.0,,Turnover by N. Jokić (bad pass; steal by C. Brewer),56,59
201,2,4:19.0,S. Milton misses 3-pt jump shot from 23 ft,,56,59
202,2,4:15.0,,Defensive rebound by P. Millsap,56,59
203,2,4:07.0,,Personal foul by B. Simmons (drawn by N. Jokić),56,59
204,2,4:07.0,,N. Jokić makes free throw 1 of 2,56,60
205,2,4:07.0,J. Bolden enters the game for C. Brewer,,56,60
206,2,4:07.0,T. McConnell enters the game for S. Milton,,56,60
207,2,4:07.0,J. Redick enters the game for M. Muscala,,56,60
208,2,4:07.0,,N. Jokić makes free throw 2 of 2,56,61
209,2,3:56.0,B. Simmons misses 2-pt jump shot from 6 ft,,56,61
210,2,3:54.0,,Defensive rebound by N. Jokić,56,61
211,2,3:51.0,,Personal foul by J. Bolden (drawn by P. Millsap),56,61
212,2,3:51.0,,P. Millsap makes free throw 1 of 2,56,62
213,2,3:51.0,,P. Millsap makes free throw 2 of 2,56,63
214,2,3:39.0,Shooting foul by W. Barton (drawn by L. Shamet),,56,63
215,2,3:39.0,L. Shamet makes free throw 1 of 3,,57,63
216,2,3:39.0,L. Shamet makes free throw 2 of 3,,58,63
217,2,3:39.0,L. Shamet makes free throw 3 of 3,,59,63
218,2,3:24.0,,G. Harris makes 2-pt dunk from 2 ft (assist by N. Jokić),59,65
219,2,3:08.0,T. McConnell misses 2-pt jump shot from 7 ft,,59,65
220,2,3:06.0,,Defensive rebound by W. Barton,59,65
221,2,3:00.0,,W. Barton makes 2-pt layup from 1 ft,59,67
222,2,2:56.0,Personal foul by P. Millsap (drawn by B. Simmons),,59,67
223,2,2:56.0,B. Simmons makes free throw 1 of 2,,60,67
224,2,2:56.0,,M. Plumlee enters the game for P. Millsap,60,67
225,2,2:56.0,B. Simmons misses free throw 2 of 2,,60,67
226,2,2:53.0,,Defensive rebound by N. Jokić,60,67
227,2,2:42.0,,Shooting foul by J. Bolden (drawn by W. Barton),60,67
228,2,2:42.0,,W. Barton misses free throw 1 of 2,60,67
229,2,2:42.0,,Offensive rebound by Team,60,67
230,2,2:42.0,M. Muscala enters the game for J. Bolden,,60,67
231,2,2:42.0,,W. Barton makes free throw 2 of 2,60,68
232,2,2:33.0,T. McConnell misses 2-pt jump shot from 18 ft,,60,68
233,2,2:31.0,,Defensive rebound by M. Plumlee,60,68
234,2,2:26.0,,G. Harris makes 2-pt jump shot from 23 ft (assist by M. Plumlee),60,70
235,2,2:04.0,B. Simmons makes 2-pt dunk from 1 ft (assist by J. Redick),,62,70
236,2,1:45.0,,W. Barton makes 2-pt jump shot from 13 ft,62,72
237,2,1:30.0,M. Muscala misses 3-pt jump shot from 24 ft,,62,72
238,2,1:27.0,,Defensive rebound by M. Plumlee,62,72
239,2,1:20.0,,T. Craig misses 3-pt jump shot from 24 ft,62,72
240,2,1:18.0,Defensive rebound by B. Simmons,,62,72
241,2,1:11.0,J. Redick misses 2-pt jump shot from 24 ft,,62,72
242,2,1:09.0,,Defensive rebound by N. Jokić,62,72
243,2,1:09.0,Loose ball foul by B. Simmons (drawn by T. Craig),,62,72
244,2,1:09.0,,T. Craig makes free throw 1 of 2,62,73
245,2,1:09.0,A. Johnson enters the game for B. Simmons,,62,73
246,2,1:09.0,,T. Craig makes free throw 2 of 2,62,74
247,2,0:54.0,J. Redick makes 3-pt jump shot from 22 ft (assist by T. McConnell),,65,74
248,2,0:49.0,,W. Barton makes 3-pt jump shot from 25 ft,65,77
249,2,0:33.0,T. McConnell makes 3-pt jump shot from 23 ft (assist by A. Johnson),,68,77
250,2,0:24.0,,T. Craig misses 2-pt dunk from 2 ft (block by A. Johnson),68,77
251,2,0:22.0,Defensive rebound by T. McConnell,,68,77
252,2,0:01.0,A. Johnson misses 2-pt layup from 6 ft,,68,77
253,2,0:01.0,,Defensive rebound by N. Jokić,68,77
254,2,0:00.0,,N. Jokić misses 3-pt jump shot from 65 ft,68,77
255,2,0:00.0,,Offensive rebound by Team,68,77
256,3,11:47.0,C. Brewer makes 3-pt jump shot from 25 ft (assist by J. Redick),,71,77
257,3,11:33.0,,Personal foul by A. Johnson (drawn by N. Jokić),71,77
258,3,11:27.0,,G. Harris misses 2-pt jump shot from 7 ft,71,77
259,3,11:24.0,Defensive rebound by A. Johnson,,71,77
260,3,11:13.0,J. Redick misses 3-pt jump shot from 25 ft,,71,77
261,3,11:11.0,Offensive rebound by J. Redick,,71,77
262,3,11:11.0,J. Redick makes 2-pt layup from 1 ft,,73,77
263,3,11:11.0,,Denver full timeout,73,77
264,3,11:01.0,,Turnover by G. Harris (bad pass; steal by A. Johnson),73,77
265,3,10:52.0,J. Redick makes 2-pt jump shot from 23 ft (assist by T. McConnell),,75,77
266,3,10:33.0,,G. Harris makes 3-pt jump shot from 24 ft (assist by N. Jokić),75,80
267,3,10:15.0,C. Brewer misses 2-pt jump shot from 15 ft,,75,80
268,3,10:13.0,,Defensive rebound by N. Jokić,75,80
269,3,10:06.0,,Offensive foul by T. Craig (drawn by J. Redick),75,80
270,3,10:06.0,,Turnover by T. Craig (offensive foul),75,80
271,3,9:52.0,B. Simmons misses 2-pt hook shot from 4 ft,,75,80
272,3,9:49.0,,Defensive rebound by P. Millsap,75,80
273,3,9:45.0,,W. Barton makes 2-pt jump shot from 21 ft,75,82
274,3,9:24.0,T. McConnell misses 2-pt jump shot from 10 ft,,75,82
275,3,9:21.0,,Defensive rebound by T. Craig,75,82
276,3,9:12.0,,N. Jokić makes 2-pt layup from 1 ft,75,84
277,3,9:10.0,Philadelphia full timeout,,75,84
278,3,9:00.0,Personal foul by G. Harris (drawn by A. Johnson),,75,84
279,3,8:54.0,A. Johnson makes 2-pt layup from 4 ft (assist by J. Redick),,77,84
280,3,8:39.0,,G. Harris misses 2-pt jump shot from 14 ft,77,84
281,3,8:37.0,Defensive rebound by B. Simmons,,77,84
282,3,8:34.0,J. Redick misses 3-pt jump shot from 24 ft,,77,84
283,3,8:31.0,Offensive rebound by J. Redick,,77,84
284,3,8:30.0,Turnover by C. Brewer (traveling),,77,84
285,3,8:20.0,,T. Craig misses 3-pt jump shot from 23 ft,77,84
286,3,8:19.0,,Offensive rebound by P. Millsap,77,84
287,3,8:17.0,,Personal foul by A. Johnson (drawn by P. Millsap),77,84
288,3,8:12.0,,P. Millsap makes 2-pt dunk at rim (assist by T. Craig),77,86
289,3,8:01.0,B. Simmons misses 2-pt dunk from 1 ft,,77,86
290,3,7:59.0,,Defensive rebound by P. Millsap,77,86
291,3,7:59.0,M. Muscala enters the game for A. Johnson,,77,86
292,3,7:48.0,,Turnover by T. Craig (out of bounds lost ball),77,86
293,3,7:37.0,Personal foul by G. Harris (drawn by J. Redick),,77,86
294,3,7:22.0,B. Simmons misses 2-pt hook shot from 3 ft,,77,86
295,3,7:20.0,,Defensive rebound by N. Jokić,77,86
296,3,7:15.0,,T. Craig makes 2-pt dunk from 1 ft (assist by N. Jokić),77,88
297,3,7:14.0,Philadelphia full timeout,,77,88
298,3,7:14.0,S. Milton enters the game for T. McConnell,,77,88
299,3,7:14.0,L. Shamet enters the game for J. Redick,,77,88
300,3,6:53.0,C. Brewer misses 3-pt jump shot from 25 ft,,77,88
301,3,6:49.0,Offensive rebound by L. Shamet,,77,88
302,3,6:46.0,S. Milton makes 3-pt jump shot from 25 ft (assist by L. Shamet),,80,88
303,3,6:28.0,,W. Barton misses 2-pt jump shot from 11 ft,80,88
304,3,6:25.0,,Offensive rebound by N. Jokić,80,88
305,3,6:17.0,,T. Craig misses 3-pt jump shot from 25 ft,80,88
306,3,6:14.0,Defensive rebound by M. Muscala,,80,88
307,3,6:05.0,C. Brewer makes 2-pt layup from 2 ft (assist by L. Shamet),,82,88
308,3,5:49.0,,Personal foul by L. Shamet (drawn by P. Millsap),82,88
309,3,5:49.0,,M. Morris enters the game for G. Harris,82,88
310,3,5:37.0,,T. Craig makes 2-pt layup from 1 ft (assist by N. Jokić),82,90
311,3,5:18.0,C. Brewer misses 2-pt jump shot from 2 ft,,82,90
312,3,5:17.0,,Defensive rebound by N. Jokić,82,90
313,3,4:57.0,,W. Barton misses 2-pt layup from 2 ft,82,90
314,3,4:56.0,,Offensive rebound by N. Jokić,82,90
315,3,4:56.0,,N. Jokić makes 2-pt layup at rim,82,92
316,3,4:56.0,,Violation by Team (delay of game),82,92
317,3,4:38.0,L. Shamet makes 2-pt layup from 1 ft,,84,92
318,3,4:27.0,,Shooting foul by S. Milton (drawn by W. Barton),84,92
319,3,4:27.0,,W. Barton misses free throw 1 of 2,84,92
320,3,4:27.0,,Offensive rebound by Team,84,92
321,3,4:27.0,,M. Plumlee enters the game for P. Millsap,84,92
322,3,4:27.0,,W. Barton makes free throw 2 of 2,84,93
323,3,4:18.0,Personal foul by W. Barton (drawn by B. Simmons),,84,93
324,3,4:14.0,L. Shamet misses 3-pt jump shot from 24 ft,,84,93
325,3,4:11.0,,Defensive rebound by M. Morris,84,93
326,3,4:00.0,,M. Morris makes 2-pt jump shot from 12 ft (assist by N. Jokić),84,95
327,3,3:46.0,S. Milton makes 3-pt jump shot from 25 ft (assist by B. Simmons),,87,95
328,3,3:29.0,,N. Jokić makes 2-pt layup from 1 ft (assist by M. Morris),87,97
329,3,3:22.0,Shooting foul by M. Plumlee (drawn by C. Brewer),,87,97
330,3,3:22.0,C. Brewer makes free throw 1 of 2,,88,97
331,3,3:22.0,,M. Beasley enters the game for W. Barton,88,97
332,3,3:22.0,C. Brewer makes free throw 2 of 2,,89,97
333,3,3:15.0,,Personal take foul by S. Milton (drawn by M. Plumlee),89,97
334,3,3:15.0,,M. Plumlee misses free throw 1 of 2,89,97
335,3,3:15.0,,Offensive rebound by Team,89,97
336,3,3:15.0,,M. Plumlee makes free throw 2 of 2,89,98
337,3,2:59.0,C. Brewer misses 3-pt jump shot from 23 ft,,89,98
338,3,2:56.0,,Defensive rebound by M. Beasley,89,98
339,3,2:44.0,,Personal foul by L. Shamet (drawn by M. Plumlee),89,98
340,3,2:44.0,,M. Plumlee misses free throw 1 of 2,89,98
341,3,2:44.0,,Offensive rebound by Team,89,98
342,3,2:44.0,T. McConnell enters the game for C. Brewer,,89,98
343,3,2:44.0,J. Redick enters the game for S. Milton,,89,98
344,3,2:44.0,,M. Plumlee makes free throw 2 of 2,89,99
345,3,2:36.0,B. Simmons misses 2-pt layup from 3 ft,,89,99
346,3,2:36.0,,Defensive rebound by Team,89,99
347,3,2:36.0,Loose ball foul by M. Muscala (drawn by M. Plumlee),,89,99
348,3,2:36.0,,M. Plumlee makes free throw 1 of 2,89,100
349,3,2:36.0,,M. Plumlee makes free throw 2 of 2,89,101
350,3,2:24.0,Shooting foul by M. Plumlee (drawn by B. Simmons),,89,101
351,3,2:24.0,B. Simmons misses free throw 1 of 2,,89,101
352,3,2:24.0,Offensive rebound by Team,,89,101
353,3,2:24.0,A. Johnson enters the game for M. Muscala,,89,101
354,3,2:24.0,B. Simmons makes free throw 2 of 2,,90,101
355,3,2:05.0,,M. Plumlee makes 2-pt hook shot from 2 ft (assist by N. Jokić),90,103
356,3,1:48.0,T. McConnell misses 2-pt jump shot from 17 ft,,90,103
357,3,1:45.0,,Defensive rebound by T. Craig,90,103
358,3,1:35.0,,Personal foul by A. Johnson (drawn by N. Jokić),90,103
359,3,1:35.0,,N. Jokić makes free throw 1 of 2,90,104
360,3,1:35.0,J. Bolden enters the game for A. Johnson,,90,104
361,3,1:35.0,,T. Lyles enters the game for M. Plumlee,90,104
362,3,1:35.0,,N. Jokić makes free throw 2 of 2,90,105
363,3,1:24.0,J. Redick makes 3-pt jump shot from 25 ft (assist by L. Shamet),,93,105
364,3,1:04.0,,M. Morris misses 3-pt jump shot from 25 ft,93,105
365,3,1:02.0,Defensive rebound by B. Simmons,,93,105
366,3,0:47.0,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Simmons),,96,105
367,3,0:36.0,,T. Lyles misses 3-pt jump shot from 22 ft,96,105
368,3,0:30.0,Defensive rebound by J. Bolden,,96,105
369,3,0:26.0,Turnover by J. Redick (step out of bounds),,96,105
370,3,0:26.0,,G. Harris enters the game for T. Craig,96,105
371,3,0:17.0,,Denver full timeout,96,105
372,3,0:03.0,,M. Morris makes 2-pt jump shot from 18 ft,96,107
373,3,0:00.0,B. Simmons misses 3-pt jump shot from 32 ft,,96,107
374,3,0:00.0,Offensive rebound by Team,,96,107
375,4,11:48.0,,Personal foul by C. Brewer (drawn by T. Lyles),96,107
376,4,11:41.0,,Turnover by M. Morris (bad pass),96,107
377,4,11:28.0,J. Redick misses 2-pt jump shot from 3 ft,,96,107
378,4,11:25.0,,Defensive rebound by J. Hernangómez,96,107
379,4,11:15.0,,M. Beasley makes 2-pt layup from 3 ft,96,109
380,4,11:05.0,Turnover by M. Muscala (bad pass),,96,109
381,4,10:53.0,,M. Beasley makes 2-pt jump shot from 10 ft (assist by T. Lyles),96,111
382,4,10:53.0,Philadelphia full timeout,,96,111
383,4,10:35.0,C. Brewer misses 2-pt layup from 3 ft,,96,111
384,4,10:32.0,Offensive rebound by M. Muscala,,96,111
