,QUARTER,TIME_REMAINING,ORLANDO_ACTION,MEMPHIS_ACTION,ORLANDO_SCORE,MEMPHIS_SCORE
53,1,5:25.0,,Defensive rebound by M. Conley,7,14
54,1,5:17.0,,Turnover by J. Valančiūnas (traveling),7,14
55,1,5:17.0,W. Iwundu enters the game for A. Gordon,,7,14
56,1,5:17.0,,J. Noah enters the game for B. Caboclo,7,14
57,1,5:17.0,,C. Parsons enters the game for J. Valančiūnas,7,14
58,1,5:02.0,N. Vučević misses 3-pt jump shot from 26 ft,,7,14
59,1,4:58.0,,Defensive rebound by M. Conley,7,14
60,1,4:55.0,,J. Noah makes 2-pt layup from 1 ft (assist by M. Conley),7,16
61,1,4:30.0,N. Vučević misses 2-pt jump shot from 14 ft,,7,16
62,1,4:26.0,,Defensive rebound by C. Parsons,7,16
63,1,4:16.0,,Turnover by C. Parsons (bad pass),7,16
64,1,4:16.0,,D. Wright enters the game for M. Conley,7,16
65,1,4:02.0,N. Vučević makes 2-pt hook shot from 6 ft (assist by D. Augustin),,9,16
66,1,3:52.0,,C. Miles makes 3-pt jump shot from 24 ft (assist by J. Noah),9,19
67,1,3:33.0,D. Augustin misses 2-pt jump shot from 19 ft,,9,19
68,1,3:29.0,,Defensive rebound by J. Noah,9,19
69,1,3:18.0,,Shooting foul by J. Isaac (drawn by C. Miles),9,19
70,1,3:18.0,,C. Miles makes free throw 1 of 2,9,20
71,1,3:18.0,J. Grant enters the game for D. Augustin,,9,20
72,1,3:18.0,T. Ross enters the game for E. Fournier,,9,20
73,1,3:18.0,,T. Dorsey enters the game for A. Bradley,9,20
74,1,3:18.0,,C. Miles makes free throw 2 of 2,9,21
75,1,3:05.0,J. Isaac misses 3-pt jump shot from 26 ft,,9,21
76,1,3:01.0,,Defensive rebound by T. Dorsey,9,21
77,1,2:54.0,,C. Miles misses 3-pt jump shot from 25 ft,9,21
78,1,2:50.0,Defensive rebound by J. Grant,,9,21
79,1,2:41.0,J. Isaac makes 3-pt jump shot from 22 ft (assist by N. Vučević),,12,21
80,1,2:28.0,,Personal foul by J. Grant (drawn by J. Noah),12,21
81,1,2:28.0,Orlando full timeout,,12,21
82,1,2:28.0,K. Birch enters the game for J. Isaac,,12,21
83,1,2:28.0,A. Gordon enters the game for N. Vučević,,12,21
84,1,2:19.0,,C. Miles makes 2-pt jump shot from 15 ft (assist by C. Parsons),12,23
85,1,2:00.0,T. Ross misses 2-pt jump shot from 13 ft,,12,23
86,1,1:58.0,,Defensive rebound by J. Noah,12,23
87,1,1:43.0,,T. Dorsey misses 3-pt jump shot from 26 ft,12,23
88,1,1:40.0,,Offensive rebound by C. Miles,12,23
89,1,1:34.0,,C. Miles misses 3-pt jump shot from 25 ft,12,23
90,1,1:29.0,Defensive rebound by W. Iwundu,,12,23
91,1,1:26.0,Shooting foul by C. Parsons (drawn by W. Iwundu),,12,23
92,1,1:26.0,W. Iwundu makes free throw 1 of 2,,13,23
93,1,1:26.0,W. Iwundu makes free throw 2 of 2,,14,23
94,1,1:05.0,,C. Parsons makes 3-pt jump shot from 27 ft (assist by D. Wright),14,26
95,1,0:43.0,Orlando full timeout,,14,26
96,1,0:41.0,T. Ross makes 3-pt jump shot from 26 ft (assist by A. Gordon),,17,26
97,1,0:26.0,,Turnover by T. Dorsey (traveling),17,26
98,1,0:07.0,Turnover by T. Ross (traveling),,17,26
99,1,0:00.0,,Offensive rebound by Team,17,26
100,1,0:02.0,,D. Wright misses 2-pt layup from 4 ft,17,26
101,2,11:47.0,,C. Parsons makes 2-pt layup from 3 ft,17,28
102,2,11:26.0,Shooting foul by J. Noah (drawn by K. Birch),,17,28
103,2,11:26.0,K. Birch makes free throw 1 of 2,,18,28
104,2,11:26.0,K. Birch makes free throw 2 of 2,,19,28
105,2,11:15.0,,Turnover by C. Parsons (bad pass; steal by K. Birch),19,28
106,2,11:09.0,Turnover by A. Gordon (bad pass; steal by C. Miles),,19,28
107,2,10:58.0,,Turnover by C. Miles (lost ball; steal by T. Ross),19,28
108,2,10:54.0,A. Gordon makes 2-pt dunk at rim (assist by T. Ross),,21,28
109,2,10:42.0,,C. Miles misses 2-pt layup from 3 ft,21,28
110,2,10:40.0,Defensive rebound by E. Fournier,,21,28
111,2,10:35.0,K. Birch makes 2-pt dunk from 1 ft (assist by E. Fournier),,23,28
112,2,10:35.0,,Memphis full timeout,23,28
113,2,10:35.0,,A. Bradley enters the game for T. Dorsey,23,28
114,2,10:35.0,,M. Conley enters the game for D. Wright,23,28
115,2,10:17.0,,Shooting foul by K. Birch (drawn by J. Noah),23,28
116,2,10:17.0,,J. Noah makes free throw 1 of 2,23,29
117,2,10:17.0,,J. Noah misses free throw 2 of 2,23,29
118,2,10:15.0,Defensive rebound by K. Birch,,23,29
119,2,10:03.0,T. Ross makes 2-pt dunk from 1 ft (assist by A. Gordon),,25,29
120,2,9:43.0,,A. Bradley misses 2-pt jump shot from 16 ft,25,29
121,2,9:39.0,Defensive rebound by T. Ross,,25,29
122,2,9:29.0,A. Gordon misses 3-pt jump shot from 24 ft,,25,29
123,2,9:23.0,Offensive rebound by K. Birch,,25,29
124,2,9:22.0,T. Ross misses 3-pt jump shot from 29 ft,,25,29
125,2,9:18.0,Offensive rebound by J. Grant,,25,29
126,2,9:16.0,K. Birch makes 2-pt dunk at rim (assist by A. Gordon),,27,29
127,2,8:59.0,,M. Conley makes 3-pt jump shot from 25 ft (assist by C. Miles),27,32
128,2,8:45.0,E. Fournier misses 3-pt jump shot from 25 ft,,27,32
129,2,8:42.0,,Defensive rebound by M. Conley,27,32
130,2,8:39.0,,M. Conley makes 2-pt layup from 4 ft,27,34
131,2,8:39.0,,Shooting foul by E. Fournier (drawn by M. Conley),27,34
132,2,8:39.0,W. Iwundu enters the game for E. Fournier,,27,34
133,2,8:39.0,,B. Caboclo enters the game for C. Miles,27,34
134,2,8:39.0,,J. Holiday enters the game for C. Parsons,27,34
135,2,8:39.0,,M. Conley makes free throw 1 of 1,27,35
136,2,8:26.0,A. Gordon makes 2-pt dunk from 1 ft,,29,35
137,2,8:06.0,,J. Noah makes 2-pt dunk from 1 ft (assist by M. Conley),29,37
138,2,7:45.0,T. Ross makes 2-pt jump shot from 21 ft (assist by K. Birch),,31,37
139,2,7:31.0,,M. Conley misses 3-pt jump shot from 25 ft,31,37
140,2,7:27.0,Defensive rebound by A. Gordon,,31,37
141,2,7:17.0,A. Gordon misses 2-pt hook shot from 8 ft,,31,37
142,2,7:15.0,,Defensive rebound by J. Noah,31,37
143,2,7:10.0,,A. Bradley makes 3-pt jump shot from 23 ft (assist by B. Caboclo),31,40
144,2,6:57.0,T. Ross misses 3-pt jump shot from 25 ft,,31,40
145,2,6:54.0,,Defensive rebound by B. Caboclo,31,40
146,2,6:48.0,,A. Bradley misses 3-pt jump shot from 25 ft,31,40
147,2,6:45.0,Defensive rebound by A. Gordon,,31,40
148,2,6:39.0,A. Gordon makes 2-pt layup from 4 ft,,33,40
149,2,6:39.0,Shooting foul by J. Holiday (drawn by A. Gordon),,33,40
150,2,6:39.0,D. Augustin enters the game for K. Birch,,33,40
151,2,6:39.0,N. Vučević enters the game for J. Grant,,33,40
152,2,6:39.0,,J. Valančiūnas enters the game for J. Holiday,33,40
153,2,6:39.0,,D. Wright enters the game for J. Noah,33,40
154,2,6:39.0,A. Gordon makes free throw 1 of 1,,34,40
155,2,6:25.0,,M. Conley misses 2-pt jump shot from 17 ft,34,40
156,2,6:21.0,Defensive rebound by W. Iwundu,,34,40
157,2,6:17.0,Shooting foul by A. Bradley (drawn by W. Iwundu),,34,40
158,2,6:17.0,W. Iwundu makes free throw 1 of 2,,35,40
159,2,6:17.0,J. Isaac enters the game for A. Gordon,,35,40
160,2,6:17.0,W. Iwundu makes free throw 2 of 2,,36,40
161,2,5:54.0,,D. Wright misses 3-pt jump shot from 25 ft,36,40
162,2,5:50.0,Defensive rebound by T. Ross,,36,40
163,2,5:43.0,Shooting foul by J. Valančiūnas (drawn by N. Vučević),,36,40
164,2,5:43.0,N. Vučević misses free throw 1 of 2,,36,40
165,2,5:43.0,Offensive rebound by Team,,36,40
166,2,5:43.0,N. Vučević makes free throw 2 of 2,,37,40
167,2,5:31.0,,Shooting foul by T. Ross (drawn by A. Bradley),37,40
168,2,5:31.0,,A. Bradley makes free throw 1 of 2,37,41
169,2,5:31.0,,A. Bradley makes free throw 2 of 2,37,42
170,2,5:14.0,T. Ross misses 3-pt jump shot from 25 ft,,37,42
171,2,5:12.0,,Defensive rebound by J. Valančiūnas,37,42
172,2,4:53.0,,Turnover by A. Bradley (bad pass; steal by D. Augustin),37,42
173,2,4:49.0,D. Augustin misses 2-pt jump shot from 6 ft,,37,42
174,2,4:43.0,Offensive rebound by J. Isaac,,37,42
175,2,4:43.0,J. Isaac misses 2-pt layup from 1 ft (block by J. Valančiūnas),,37,42
176,2,4:43.0,Offensive rebound by J. Isaac,,37,42
177,2,4:43.0,Shooting foul by J. Valančiūnas (drawn by J. Isaac),,37,42
178,2,4:43.0,J. Isaac makes free throw 1 of 2,,38,42
179,2,4:43.0,A. Gordon enters the game for T. Ross,,38,42
180,2,4:43.0,J. Isaac misses free throw 2 of 2,,38,42
181,2,4:41.0,,Defensive rebound by J. Valančiūnas,38,42
182,2,4:19.0,,M. Conley misses 2-pt jump shot from 18 ft,38,42
183,2,4:14.0,Defensive rebound by J. Isaac,,38,42
184,2,4:04.0,D. Augustin misses 3-pt jump shot from 26 ft,,38,42
185,2,4:01.0,,Defensive rebound by A. Bradley,38,42
186,2,3:54.0,,A. Bradley makes 2-pt jump shot from 9 ft,38,44
187,2,3:37.0,A. Gordon makes 3-pt jump shot from 24 ft (assist by N. Vučević),,41,44
188,2,3:24.0,,J. Valančiūnas misses 2-pt layup from 2 ft (block by N. Vučević),41,44
189,2,3:24.0,,Offensive rebound by Team,41,44
190,2,3:10.0,,A. Bradley misses 3-pt jump shot from 23 ft,41,44
191,2,3:08.0,Defensive rebound by W. Iwundu,,41,44
192,2,2:58.0,J. Isaac makes 2-pt jump shot from 23 ft (assist by W. Iwundu),,43,44
193,2,2:42.0,,B. Caboclo misses 3-pt jump shot from 24 ft,43,44
194,2,2:42.0,,Offensive rebound by D. Wright,43,44
195,2,2:33.0,,D. Wright makes 3-pt jump shot from 24 ft (assist by A. Bradley),43,47
196,2,2:18.0,Turnover by D. Augustin (bad pass; steal by D. Wright),,43,47
197,2,2:18.0,,Personal foul by W. Iwundu (drawn by D. Wright),43,47
198,2,2:18.0,Orlando full timeout,,43,47
199,2,2:00.0,,D. Wright misses 2-pt jump shot from 10 ft,43,47
200,2,1:54.0,,D. Wright makes 2-pt layup at rim,43,49
201,2,1:54.0,,Offensive rebound by D. Wright,43,49
202,2,1:36.0,A. Gordon misses 2-pt dunk from 2 ft (block by B. Caboclo),,43,49
203,2,1:36.0,A. Gordon makes 2-pt dunk from 1 ft,,45,49
204,2,1:36.0,Offensive rebound by A. Gordon,,45,49
205,2,1:36.0,Shooting foul by J. Valančiūnas (drawn by A. Gordon),,45,49
206,2,1:36.0,,J. Noah enters the game for J. Valančiūnas,45,49
207,2,1:36.0,A. Gordon makes free throw 1 of 1,,46,49
208,2,1:18.0,,J. Noah misses 2-pt layup from 3 ft,46,49
209,2,1:13.0,Defensive rebound by D. Augustin,,46,49
210,2,1:11.0,W. Iwundu misses 2-pt layup from 2 ft,,46,49
211,2,1:08.0,,Defensive rebound by J. Noah,46,49
212,2,1:07.0,,Turnover by J. Noah (lost ball; steal by W. Iwundu),46,49
213,2,1:04.0,D. Augustin misses 3-pt jump shot from 26 ft,,46,49
214,2,0:59.0,,Defensive rebound by B. Caboclo,46,49
215,2,0:52.0,,B. Caboclo misses 3-pt jump shot from 25 ft,46,49
216,2,0:49.0,Defensive rebound by N. Vučević,,46,49
217,2,0:28.0,Offensive foul by A. Gordon (drawn by A. Bradley),,46,49
218,2,0:28.0,Turnover by A. Gordon (offensive foul),,46,49
219,2,0:28.0,T. Ross enters the game for A. Gordon,,46,49
220,2,0:28.0,,C. Miles enters the game for B. Caboclo,46,49
221,2,0:08.0,,J. Noah misses 2-pt layup from 2 ft,46,49
222,2,0:05.0,Defensive rebound by W. Iwundu,,46,49
223,2,0:02.0,N. Vučević makes 2-pt layup from 2 ft (assist by W. Iwundu),,48,49
224,2,0:00.0,,A. Bradley misses 3-pt jump shot from 47 ft,48,49
225,2,0:00.0,,Offensive rebound by Team,48,49
226,3,11:38.0,,Shooting foul by N. Vučević (drawn by J. Valančiūnas),48,49
227,3,11:38.0,,J. Valančiūnas makes free throw 1 of 2,48,50
228,3,11:38.0,A. Gordon enters the game for W. Iwundu,,48,50
229,3,11:38.0,,J. Valančiūnas makes free throw 2 of 2,48,51
230,3,11:25.0,E. Fournier misses 2-pt layup from 3 ft,,48,51
231,3,11:20.0,Offensive rebound by N. Vučević,,48,51
232,3,11:20.0,N. Vučević makes 2-pt layup at rim,,50,51
233,3,11:13.0,,J. Valančiūnas makes 2-pt jump shot from 10 ft (assist by M. Conley),50,53
234,3,10:59.0,N. Vučević makes 2-pt jump shot from 8 ft (assist by D. Augustin),,52,53
235,3,10:42.0,,J. Valančiūnas makes 2-pt jump shot from 8 ft (assist by M. Conley),52,55
236,3,10:42.0,Violation by Team (def goaltending),,52,55
237,3,10:26.0,E. Fournier misses 2-pt jump shot from 12 ft,,52,55
238,3,10:22.0,Offensive rebound by E. Fournier,,52,55
239,3,10:21.0,Turnover by E. Fournier (bad pass),,52,55
240,3,10:21.0,Technical foul by E. Fournier,,52,55
241,3,10:21.0,Technical foul by E. Fournier,,52,55
242,3,10:21.0,,J. Holiday makes technical free throw,52,56
243,3,10:21.0,,J. Holiday makes technical free throw,52,57
244,3,10:21.0,E. Fournier ejected from game,,52,57
245,3,10:21.0,W. Iwundu enters the game for E. Fournier,,52,57
246,3,9:56.0,,J. Valančiūnas misses 2-pt hook shot from 8 ft,52,57
247,3,9:54.0,Defensive rebound by N. Vučević,,52,57
248,3,9:47.0,D. Augustin makes 3-pt jump shot from 25 ft (assist by A. Gordon),,55,57
249,3,9:34.0,,A. Bradley misses 3-pt jump shot from 27 ft,55,57
250,3,9:30.0,Defensive rebound by D. Augustin,,55,57
251,3,9:15.0,W. Iwundu misses 2-pt jump shot from 14 ft,,55,57
252,3,9:11.0,,Defensive rebound by J. Valančiūnas,55,57
253,3,9:04.0,,J. Valančiūnas misses 2-pt layup from 5 ft,55,57
254,3,9:02.0,Defensive rebound by A. Gordon,,55,57
255,3,9:02.0,Personal take foul by M. Conley (drawn by A. Gordon),,55,57
256,3,9:02.0,,C. Miles enters the game for B. Caboclo,55,57
257,3,8:54.0,N. Vučević makes 2-pt layup from 4 ft (assist by D. Augustin),,57,57
258,3,8:42.0,,A. Bradley makes 2-pt jump shot from 17 ft (assist by M. Conley),57,59
259,3,8:15.0,Turnover by Team (shot clock),,57,59
260,3,8:06.0,,C. Miles misses 2-pt jump shot from 15 ft,57,59
261,3,8:02.0,Defensive rebound by A. Gordon,,57,59
262,3,7:54.0,N. Vučević makes 2-pt hook shot from 8 ft,,59,59
263,3,7:36.0,,Personal foul by A. Gordon (drawn by J. Holiday),59,59
264,3,7:30.0,,M. Conley misses 2-pt jump shot from 13 ft,59,59
265,3,7:26.0,Defensive rebound by W. Iwundu,,59,59
266,3,7:23.0,A. Gordon misses 2-pt layup from 1 ft,,59,59
267,3,7:20.0,Offensive rebound by A. Gordon,,59,59
268,3,7:17.0,N. Vučević misses 3-pt jump shot from 25 ft,,59,59
269,3,7:13.0,,Defensive rebound by A. Bradley,59,59
270,3,7:07.0,,M. Conley misses 2-pt layup from 4 ft,59,59
271,3,7:03.0,Defensive rebound by D. Augustin,,59,59
272,3,7:02.0,Shooting foul by C. Miles (drawn by W. Iwundu),,59,59
273,3,7:02.0,W. Iwundu makes free throw 1 of 2,,60,59
274,3,7:02.0,,J. Noah enters the game for J. Valančiūnas,60,59
275,3,7:02.0,W. Iwundu misses free throw 2 of 2,,60,59
276,3,7:01.0,,Defensive rebound by Team,60,59
277,3,6:46.0,,A. Bradley makes 3-pt jump shot from 26 ft (assist by M. Conley),60,62
278,3,6:31.0,A. Gordon misses 3-pt jump shot from 23 ft,,60,62
279,3,6:27.0,Offensive rebound by N. Vučević,,60,62
280,3,6:21.0,Offensive foul by N. Vučević (drawn by M. Conley),,60,62
281,3,6:21.0,Turnover by N. Vučević (offensive foul),,60,62
282,3,6:21.0,,Memphis full timeout,60,62
283,3,5:58.0,,A. Bradley misses 2-pt layup from 4 ft (block by J. Isaac),60,62
284,3,5:58.0,,Offensive rebound by Team,60,62
285,3,5:56.0,,J. Noah misses 2-pt hook shot from 6 ft,60,62
286,3,5:54.0,Defensive rebound by N. Vučević,,60,62
287,3,5:47.0,N. Vučević misses 2-pt jump shot from 16 ft,,60,62
288,3,5:44.0,,Defensive rebound by J. Holiday,60,62
289,3,5:38.0,,M. Conley misses 2-pt jump shot from 11 ft,60,62
290,3,5:34.0,Defensive rebound by N. Vučević,,60,62
291,3,5:34.0,,I. Rabb enters the game for M. Conley,60,62
292,3,5:34.0,,D. Wright enters the game for J. Holiday,60,62
293,3,5:28.0,Turnover by D. Augustin (bad pass),,60,62
294,3,5:19.0,,J. Noah makes 2-pt dunk from 1 ft (assist by A. Bradley),60,64
295,3,5:01.0,Turnover by N. Vučević (lost ball; steal by A. Bradley),,60,64
296,3,4:55.0,,J. Noah makes 2-pt layup from 2 ft (assist by C. Miles),60,66
297,3,4:55.0,Orlando full timeout,,60,66
298,3,4:55.0,T. Ross enters the game for A. Gordon,,60,66
299,3,4:42.0,D. Augustin misses 3-pt jump shot from 22 ft,,60,66
300,3,4:38.0,,Defensive rebound by J. Noah,60,66
301,3,4:33.0,,Personal foul by T. Ross (drawn by A. Bradley),60,66
302,3,4:28.0,,A. Bradley misses 2-pt jump shot from 10 ft (block by T. Ross),60,66
303,3,4:24.0,,Offensive rebound by I. Rabb,60,66
304,3,4:22.0,,Shooting foul by J. Isaac (drawn by J. Noah),60,66
305,3,4:22.0,,J. Noah misses free throw 1 of 2,60,66
306,3,4:22.0,,Offensive rebound by Team,60,66
307,3,4:22.0,,C. Parsons enters the game for A. Bradley,60,66
308,3,4:22.0,,J. Noah makes free throw 2 of 2,60,67
309,3,4:02.0,,Violation by Team (kicked ball),60,67
310,3,4:02.0,J. Grant enters the game for D. Augustin,,60,67
311,3,3:56.0,J. Grant makes 3-pt jump shot from 23 ft (assist by N. Vučević),,63,67
312,3,3:29.0,,C. Parsons misses 2-pt jump shot from 15 ft (block by T. Ross),63,67
313,3,3:29.0,,Offensive rebound by I. Rabb,63,67
314,3,3:29.0,,Turnover by Team (shot clock),63,67
315,3,3:29.0,A. Gordon enters the game for W. Iwundu,,63,67
316,3,3:21.0,Personal foul by J. Noah (drawn by A. Gordon),,63,67
317,3,3:16.0,J. Grant makes 3-pt jump shot from 24 ft (assist by J. Isaac),,66,67
318,3,2:50.0,,C. Miles makes 3-pt jump shot from 24 ft (assist by D. Wright),66,70
319,3,2:29.0,N. Vučević misses 2-pt jump shot from 15 ft,,66,70
320,3,2:27.0,,Defensive rebound by I. Rabb,66,70
321,3,2:16.0,,Turnover by D. Wright (lost ball; steal by T. Ross),66,70
322,3,2:11.0,A. Gordon misses 3-pt jump shot from 23 ft,,66,70
323,3,2:07.0,,Defensive rebound by I. Rabb,66,70
324,3,1:46.0,,C. Miles misses 3-pt jump shot from 23 ft,66,70
325,3,1:44.0,Defensive rebound by J. Grant,,66,70
326,3,1:35.0,Personal foul by I. Rabb (drawn by N. Vučević),,66,70
327,3,1:35.0,K. Birch enters the game for J. Isaac,,66,70
328,3,1:35.0,J. Martin enters the game for N. Vučević,,66,70
329,3,1:25.0,J. Martin makes 3-pt jump shot from 26 ft (assist by A. Gordon),,69,70
330,3,1:15.0,,Shooting foul by J. Martin (drawn by D. Wright),69,70
331,3,1:15.0,,D. Wright makes free throw 1 of 2,69,71
332,3,1:15.0,,D. Wright makes free throw 2 of 2,69,72
333,3,1:00.0,J. Martin misses 2-pt layup at rim,,69,72
334,3,0:57.0,,Defensive rebound by I. Rabb,69,72
335,3,0:43.0,,D. Wright misses 3-pt jump shot from 25 ft,69,72
336,3,0:40.0,Defensive rebound by J. Martin,,69,72
337,3,0:34.0,T. Ross makes 3-pt jump shot from 26 ft (assist by J. Grant),,72,72
338,3,0:22.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by D. Wright),72,75
339,3,0:03.0,J. Grant misses 3-pt jump shot from 25 ft,,72,75
340,3,0:03.0,Offensive rebound by K. Birch,,72,75
341,4,11:44.0,Shooting foul by J. Noah (drawn by T. Ross),,72,75
342,4,11:44.0,T. Ross makes free throw 1 of 3,,73,75
343,4,11:44.0,T. Ross misses free throw 2 of 3,,73,75
344,4,11:44.0,Offensive rebound by Team,,73,75
345,4,11:44.0,T. Ross makes free throw 3 of 3,,74,75
346,4,11:24.0,,C. Parsons misses 2-pt jump shot from 16 ft,74,75
347,4,11:21.0,Defensive rebound by T. Ross,,74,75
348,4,11:17.0,T. Ross makes 3-pt jump shot from 25 ft,,77,75
349,4,10:48.0,,C. Parsons misses 3-pt jump shot from 23 ft,77,75
350,4,10:46.0,Defensive rebound by J. Grant,,77,75
351,4,10:30.0,K. Birch makes 2-pt jump shot from 4 ft (assist by A. Gordon),,79,75
352,4,10:29.0,,Memphis full timeout,79,75
353,4,10:29.0,W. Iwundu enters the game for A. Gordon,,79,75
354,4,10:29.0,,A. Bradley enters the game for C. Miles,79,75
355,4,10:29.0,,M. Conley enters the game for J. Noah,79,75
356,4,10:29.0,,J. Holiday enters the game for C. Parsons,79,75
357,4,10:29.0,,J. Valančiūnas enters the game for I. Rabb,79,75
358,4,10:07.0,,Shooting foul by K. Birch (drawn by J. Valančiūnas),79,75
359,4,10:07.0,,J. Valančiūnas makes free throw 1 of 2,79,76
360,4,10:07.0,,J. Valančiūnas makes free throw 2 of 2,79,77
361,4,9:48.0,T. Ross misses 3-pt jump shot from 25 ft (block by J. Valančiūnas),,79,77
362,4,9:44.0,,Defensive rebound by J. Holiday,79,77
363,4,9:42.0,,Turnover by (5 sec),79,77
364,4,9:27.0,J. Grant makes 3-pt jump shot from 25 ft (assist by T. Ross),,82,77
365,4,9:09.0,,A. Bradley makes 2-pt jump shot from 19 ft (assist by J. Valančiūnas),82,79
366,4,8:51.0,T. Ross misses 3-pt jump shot from 25 ft,,82,79
367,4,8:49.0,,Defensive rebound by D. Wright,82,79
368,4,8:45.0,,J. Holiday misses 3-pt jump shot from 23 ft,82,79
369,4,8:42.0,Defensive rebound by J. Grant,,82,79
370,4,8:28.0,J. Martin misses 3-pt jump shot from 23 ft,,82,79
371,4,8:25.0,,Defensive rebound by J. Valančiūnas,82,79
372,4,8:17.0,,M. Conley makes 2-pt layup from 2 ft,82,81
373,4,8:03.0,Personal foul by M. Conley (drawn by K. Birch),,82,81
374,4,8:03.0,D. Augustin enters the game for K. Birch,,82,81
375,4,8:03.0,N. Vučević enters the game for J. Grant,,82,81
376,4,8:03.0,,C. Miles enters the game for D. Wright,82,81
377,4,7:58.0,N. Vučević makes 2-pt jump shot from 10 ft (assist by D. Augustin),,84,81
378,4,7:45.0,,M. Conley misses 3-pt jump shot from 25 ft,84,81
379,4,7:42.0,Defensive rebound by T. Ross,,84,81
380,4,7:36.0,N. Vučević misses 3-pt jump shot from 24 ft,,84,81
381,4,7:32.0,,Defensive rebound by M. Conley,84,81
382,4,7:16.0,,J. Valančiūnas misses 2-pt hook shot from 9 ft,84,81
383,4,7:11.0,Defensive rebound by N. Vučević,,84,81
384,4,6:56.0,W. Iwundu misses 3-pt jump shot from 23 ft,,84,81
385,4,6:54.0,Personal foul by C. Miles (drawn by J. Martin),,84,81
