,QUARTER,TIME_REMAINING,DALLAS_ACTION,MEMPHIS_ACTION,DALLAS_SCORE,MEMPHIS_SCORE
48,1,6:13.0,,Defensive rebound by D. Wright,16,13
49,1,6:04.0,,T. Dorsey misses 3-pt jump shot from 25 ft,16,13
50,1,6:01.0,Defensive rebound by S. Mejri,,16,13
51,1,5:50.0,J. Jackson makes 2-pt jump shot from 13 ft (assist by J. Brunson),,18,13
52,1,5:29.0,,C. Parsons makes 3-pt jump shot from 26 ft (assist by T. Dorsey),18,16
53,1,5:10.0,D. Finney-Smith misses 3-pt jump shot from 26 ft,,18,16
54,1,5:08.0,,Defensive rebound by D. Wright,18,16
55,1,4:52.0,,T. Zeller makes 2-pt jump shot from 8 ft (assist by C. Parsons),18,18
56,1,4:52.0,Dallas full timeout,,18,18
57,1,4:52.0,T. Burke enters the game for J. Brunson,,18,18
58,1,4:52.0,D. Macon enters the game for C. Lee,,18,18
59,1,4:52.0,,J. Washburn enters the game for J. Holiday,18,18
60,1,4:37.0,Turnover by D. Macon (bad pass; steal by C. Parsons),,18,18
61,1,4:34.0,,C. Parsons misses 2-pt layup from 2 ft,18,18
62,1,4:32.0,,Offensive rebound by T. Dorsey,18,18
63,1,4:23.0,,C. Parsons misses 2-pt jump shot from 12 ft,18,18
64,1,4:19.0,Defensive rebound by S. Mejri,,18,18
65,1,4:08.0,T. Burke misses 2-pt jump shot from 18 ft,,18,18
66,1,4:05.0,,Defensive rebound by C. Parsons,18,18
67,1,3:49.0,,T. Zeller misses 2-pt hook shot from 6 ft,18,18
68,1,3:47.0,Defensive rebound by S. Mejri,,18,18
69,1,3:32.0,T. Burke makes 3-pt jump shot from 23 ft (assist by D. Finney-Smith),,21,18
70,1,3:14.0,,D. Wright misses 3-pt jump shot from 26 ft,21,18
71,1,3:09.0,Defensive rebound by D. Macon,,21,18
72,1,2:53.0,T. Burke misses 3-pt jump shot from 26 ft,,21,18
73,1,2:50.0,,Defensive rebound by D. Wright,21,18
74,1,2:47.0,,Shooting foul by D. Finney-Smith (drawn by D. Wright),21,18
75,1,2:47.0,,D. Wright makes free throw 1 of 2,21,19
76,1,2:47.0,D. Harris enters the game for J. Jackson,,21,19
77,1,2:47.0,,J. Holiday enters the game for T. Dorsey,21,19
78,1,2:47.0,,D. Wright misses free throw 2 of 2,21,19
79,1,2:45.0,Defensive rebound by D. Finney-Smith,,21,19
80,1,2:23.0,Turnover by Team (shot clock),,21,19
81,1,2:23.0,,J. Carter enters the game for D. Wright,21,19
82,1,2:08.0,,T. Zeller misses 2-pt hook shot from 1 ft,21,19
83,1,2:07.0,Defensive rebound by S. Mejri,,21,19
84,1,2:00.0,Shooting foul by T. Zeller (drawn by D. Macon),,21,19
85,1,2:00.0,D. Macon misses free throw 1 of 2,,21,19
86,1,2:00.0,Offensive rebound by Team,,21,19
87,1,2:00.0,D. Macon makes free throw 2 of 2,,22,19
88,1,1:39.0,,J. Carter makes 3-pt jump shot from 27 ft (assist by C. Parsons),22,22
89,1,1:24.0,D. Macon misses 2-pt jump shot from 15 ft,,22,22
90,1,1:22.0,,Defensive rebound by C. Parsons,22,22
91,1,1:13.0,,J. Carter makes 2-pt jump shot from 8 ft (assist by C. Parsons),22,24
92,1,0:47.0,D. Macon makes 2-pt jump shot from 10 ft (assist by S. Mejri),,24,24
93,1,0:36.0,,J. Carter misses 2-pt jump shot from 3 ft,24,24
94,1,0:35.0,,Offensive rebound by Team,24,24
95,1,0:35.0,Loose ball foul by T. Burke (drawn by T. Zeller),,24,24
96,1,0:31.0,,Personal foul by D. Finney-Smith (drawn by C. Parsons),24,24
97,1,0:31.0,,C. Parsons makes free throw 1 of 2,24,25
98,1,0:31.0,R. Broekhoff enters the game for D. Finney-Smith,,24,25
99,1,0:31.0,,C. Parsons makes free throw 2 of 2,24,26
100,1,0:21.0,S. Mejri misses 3-pt jump shot from 26 ft,,24,26
101,1,0:17.0,Offensive rebound by R. Broekhoff,,24,26
102,1,0:17.0,R. Broekhoff misses 2-pt layup from 1 ft,,24,26
103,1,0:17.0,,Defensive rebound by J. Holiday,24,26
104,1,0:03.0,,Turnover by C. Parsons (bad pass),24,26
105,1,0:00.0,D. Harris misses 3-pt jump shot from 45 ft,,24,26
106,1,0:00.0,Offensive rebound by Team,,24,26
107,2,11:39.0,D. Nowitzki makes 2-pt jump shot from 15 ft (assist by T. Burke),,26,26
108,2,11:25.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by J. Carter),26,29
109,2,10:56.0,D. Powell makes 2-pt layup from 1 ft (assist by T. Burke),,28,29
110,2,10:40.0,,T. Dorsey misses 3-pt jump shot from 26 ft,28,29
111,2,10:36.0,Defensive rebound by D. Nowitzki,,28,29
112,2,10:21.0,D. Nowitzki misses 2-pt jump shot from 11 ft,,28,29
113,2,10:18.0,,Defensive rebound by T. Zeller,28,29
114,2,10:03.0,,T. Dorsey makes 3-pt jump shot from 25 ft (assist by B. Caboclo),28,32
115,2,9:48.0,T. Burke makes 3-pt jump shot from 29 ft,,31,32
116,2,9:32.0,,T. Zeller makes 2-pt layup from 1 ft (assist by T. Dorsey),31,34
117,2,9:20.0,Shooting foul by J. Holiday (drawn by D. Harris),,31,34
118,2,9:20.0,D. Harris misses free throw 1 of 2,,31,34
119,2,9:20.0,Offensive rebound by Team,,31,34
120,2,9:20.0,D. Harris makes free throw 2 of 2,,32,34
121,2,9:12.0,,Shooting foul by T. Burke (drawn by J. Carter),32,34
122,2,9:12.0,,J. Carter makes free throw 1 of 2,32,35
123,2,9:12.0,,J. Carter makes free throw 2 of 2,32,36
124,2,8:58.0,T. Burke misses 3-pt jump shot from 23 ft,,32,36
125,2,8:56.0,,Defensive rebound by B. Caboclo,32,36
126,2,8:50.0,,J. Holiday misses 3-pt jump shot from 25 ft,32,36
127,2,8:46.0,Defensive rebound by D. Macon,,32,36
128,2,8:40.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,32,36
129,2,8:37.0,,Defensive rebound by J. Holiday,32,36
130,2,8:31.0,,Turnover by T. Dorsey (bad pass),32,36
131,2,8:31.0,,I. Rabb enters the game for T. Zeller,32,36
132,2,8:18.0,T. Burke makes 2-pt layup from 1 ft,,34,36
133,2,7:58.0,,J. Holiday makes 2-pt dunk from 1 ft,34,38
134,2,7:40.0,D. Nowitzki misses 2-pt jump shot from 10 ft,,34,38
135,2,7:37.0,,Defensive rebound by T. Dorsey,34,38
136,2,7:32.0,,T. Dorsey misses 3-pt jump shot from 26 ft,34,38
137,2,7:28.0,Defensive rebound by D. Nowitzki,,34,38
138,2,7:11.0,Shooting foul by J. Carter (drawn by D. Harris),,34,38
139,2,7:11.0,D. Harris makes free throw 1 of 2,,35,38
140,2,7:11.0,,D. Wright enters the game for T. Dorsey,35,38
141,2,7:11.0,D. Harris misses free throw 2 of 2,,35,38
142,2,7:09.0,,Defensive rebound by D. Wright,35,38
143,2,7:03.0,,J. Holiday makes 2-pt dunk at rim (assist by D. Wright),35,40
144,2,7:02.0,Dallas full timeout,,35,40
145,2,7:02.0,R. Broekhoff enters the game for D. Harris,,35,40
146,2,6:49.0,D. Powell makes 2-pt layup from 1 ft (assist by T. Burke),,37,40
147,2,6:49.0,Shooting foul by I. Rabb (drawn by D. Powell),,37,40
148,2,6:49.0,D. Powell misses free throw 1 of 1,,37,40
149,2,6:47.0,,Defensive rebound by D. Wright,37,40
150,2,6:35.0,,I. Rabb makes 2-pt hook shot from 9 ft (assist by D. Wright),37,42
151,2,6:14.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,37,42
152,2,6:12.0,,Defensive rebound by J. Holiday,37,42
153,2,6:04.0,,J. Carter makes 3-pt jump shot from 25 ft (assist by I. Rabb),37,45
154,2,5:46.0,Personal foul by J. Carter (drawn by T. Burke),,37,45
155,2,5:46.0,,C. Parsons enters the game for J. Holiday,37,45
156,2,5:38.0,T. Burke makes 2-pt jump shot from 12 ft,,39,45
157,2,5:24.0,,B. Caboclo misses 3-pt jump shot from 25 ft,39,45
158,2,5:21.0,Defensive rebound by D. Nowitzki,,39,45
159,2,5:09.0,D. Macon misses 3-pt jump shot from 23 ft,,39,45
160,2,5:06.0,,Defensive rebound by B. Caboclo,39,45
161,2,4:57.0,,I. Rabb misses 2-pt jump shot from 10 ft,39,45
162,2,4:54.0,Defensive rebound by D. Powell,,39,45
163,2,4:42.0,D. Powell makes 2-pt dunk at rim (assist by D. Macon),,41,45
164,2,4:32.0,,Memphis full timeout,41,45
165,2,4:32.0,J. Brunson enters the game for T. Burke,,41,45
166,2,4:32.0,D. Finney-Smith enters the game for D. Nowitzki,,41,45
167,2,4:32.0,S. Mejri enters the game for D. Powell,,41,45
168,2,4:32.0,,T. Dorsey enters the game for J. Carter,41,45
169,2,4:19.0,,C. Parsons misses 3-pt jump shot from 25 ft,41,45
170,2,4:15.0,,Offensive rebound by B. Caboclo,41,45
171,2,4:15.0,,Turnover by B. Caboclo (lost ball; steal by J. Brunson),41,45
172,2,4:11.0,J. Brunson misses 2-pt layup from 1 ft,,41,45
173,2,4:08.0,,Defensive rebound by C. Parsons,41,45
174,2,4:00.0,,Personal foul by J. Brunson (drawn by T. Dorsey),41,45
175,2,4:00.0,,T. Zeller enters the game for I. Rabb,41,45
176,2,3:51.0,,D. Wright makes 2-pt jump shot from 9 ft,41,47
177,2,3:39.0,Personal foul by C. Parsons (drawn by J. Brunson),,41,47
178,2,3:39.0,J. Brunson makes free throw 1 of 2,,42,47
179,2,3:39.0,J. Brunson makes free throw 2 of 2,,43,47
180,2,3:27.0,,C. Parsons misses 3-pt jump shot from 25 ft,43,47
181,2,3:25.0,Defensive rebound by Team,,43,47
182,2,3:25.0,,Loose ball foul by T. Zeller (drawn by S. Mejri),43,47
183,2,3:25.0,S. Mejri makes free throw 1 of 2,,44,47
184,2,3:25.0,C. Lee enters the game for D. Macon,,44,47
185,2,3:25.0,S. Mejri makes free throw 2 of 2,,45,47
186,2,3:07.0,,Shooting foul by C. Lee (drawn by T. Zeller),45,47
187,2,3:07.0,,T. Zeller misses free throw 1 of 2,45,47
188,2,3:07.0,,Offensive rebound by Team,45,47
189,2,3:07.0,,J. Holiday enters the game for B. Caboclo,45,47
190,2,3:07.0,,T. Zeller makes free throw 2 of 2,45,48
191,2,2:52.0,R. Broekhoff makes 3-pt jump shot from 26 ft (assist by J. Brunson),,48,48
192,2,2:38.0,,T. Dorsey misses 2-pt layup at rim (block by S. Mejri),48,48
193,2,2:33.0,Defensive rebound by C. Lee,,48,48
194,2,2:21.0,J. Brunson misses 3-pt jump shot from 23 ft,,48,48
195,2,2:18.0,,Defensive rebound by T. Dorsey,48,48
196,2,2:17.0,,C. Parsons makes 2-pt layup from 1 ft (assist by T. Dorsey),48,50
197,2,2:00.0,Personal foul by C. Parsons (drawn by J. Brunson),,48,50
198,2,2:00.0,J. Brunson makes free throw 1 of 2,,49,50
199,2,2:00.0,,B. Caboclo enters the game for C. Parsons,49,50
200,2,2:00.0,J. Brunson makes free throw 2 of 2,,50,50
201,2,1:47.0,,J. Holiday misses 2-pt layup from 1 ft (block by S. Mejri),50,50
202,2,1:43.0,Defensive rebound by D. Finney-Smith,,50,50
203,2,1:42.0,D. Finney-Smith makes 2-pt layup from 1 ft,,52,50
204,2,1:31.0,,D. Wright misses 2-pt jump shot from 9 ft,52,50
205,2,1:25.0,,Offensive rebound by T. Zeller,52,50
206,2,1:25.0,,T. Zeller makes 2-pt hook shot from 4 ft,52,52
207,2,1:12.0,D. Finney-Smith misses 3-pt jump shot from 26 ft,,52,52
208,2,1:09.0,,Defensive rebound by T. Zeller,52,52
209,2,1:03.0,,T. Dorsey misses 3-pt jump shot from 26 ft,52,52
210,2,1:00.0,Defensive rebound by D. Finney-Smith,,52,52
211,2,0:59.0,Dallas full timeout,,52,52
212,2,0:59.0,D. Macon enters the game for C. Lee,,52,52
213,2,0:59.0,,J. Carter enters the game for T. Dorsey,52,52
214,2,0:52.0,D. Finney-Smith misses 3-pt jump shot from 26 ft,,52,52
215,2,0:48.0,,Defensive rebound by D. Wright,52,52
216,2,0:36.0,,Shooting foul by D. Macon (drawn by J. Holiday),52,52
217,2,0:36.0,,J. Holiday makes free throw 1 of 2,52,53
218,2,0:36.0,,J. Holiday makes free throw 2 of 2,52,54
219,2,0:25.0,D. Finney-Smith misses 2-pt layup from 1 ft,,52,54
220,2,0:22.0,,Defensive rebound by B. Caboclo,52,54
221,2,0:00.0,,D. Wright makes 2-pt layup from 1 ft,52,56
222,3,11:48.0,Turnover by D. Finney-Smith (bad pass; steal by J. Holiday),,52,56
223,3,11:44.0,,B. Caboclo makes 2-pt layup from 1 ft (assist by J. Holiday),52,58
224,3,11:27.0,C. Lee misses 2-pt layup from 1 ft,,52,58
225,3,11:24.0,,Defensive rebound by B. Caboclo,52,58
226,3,11:17.0,,Turnover by D. Wright (bad pass; steal by D. Powell),52,58
227,3,11:14.0,J. Jackson makes 2-pt layup at rim (assist by J. Brunson),,54,58
228,3,10:57.0,,B. Caboclo makes 3-pt jump shot from 23 ft (assist by D. Wright),54,61
229,3,10:45.0,J. Brunson misses 3-pt jump shot from 26 ft,,54,61
230,3,10:43.0,Offensive rebound by D. Powell,,54,61
231,3,10:35.0,D. Finney-Smith misses 3-pt jump shot from 25 ft,,54,61
232,3,10:32.0,,Defensive rebound by B. Caboclo,54,61
233,3,10:21.0,,Personal foul by J. Brunson (drawn by I. Rabb),54,61
234,3,10:13.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by D. Wright),54,64
235,3,10:12.0,Dallas full timeout,,54,64
236,3,9:59.0,J. Jackson misses 2-pt jump shot from 14 ft,,54,64
237,3,9:57.0,,Defensive rebound by B. Caboclo,54,64
238,3,9:43.0,,Offensive foul by J. Holiday (drawn by J. Brunson),54,64
239,3,9:43.0,,Turnover by J. Holiday (offensive foul),54,64
240,3,9:26.0,J. Jackson misses 2-pt jump shot from 10 ft,,54,64
241,3,9:22.0,,Defensive rebound by I. Rabb,54,64
242,3,9:08.0,,J. Holiday misses 3-pt jump shot from 26 ft,54,64
243,3,9:05.0,Defensive rebound by D. Finney-Smith,,54,64
244,3,8:58.0,J. Brunson makes 2-pt layup from 1 ft,,56,64
245,3,8:43.0,,Personal foul by D. Powell (drawn by I. Rabb),56,64
246,3,8:36.0,,I. Rabb makes 2-pt jump shot from 15 ft (assist by D. Wright),56,66
247,3,8:21.0,D. Powell misses 2-pt jump shot from 10 ft,,56,66
248,3,8:19.0,Offensive rebound by D. Finney-Smith,,56,66
249,3,8:19.0,D. Finney-Smith misses 2-pt layup at rim,,56,66
250,3,8:17.0,,Defensive rebound by I. Rabb,56,66
251,3,8:10.0,,T. Dorsey misses 3-pt jump shot from 25 ft,56,66
252,3,8:07.0,Defensive rebound by J. Brunson,,56,66
253,3,8:06.0,Shooting foul by J. Holiday (drawn by J. Jackson),,56,66
254,3,8:06.0,J. Jackson makes free throw 1 of 2,,57,66
255,3,8:06.0,J. Jackson makes free throw 2 of 2,,58,66
256,3,7:52.0,,I. Rabb makes 2-pt layup from 1 ft (assist by D. Wright),58,68
257,3,7:36.0,D. Finney-Smith makes 2-pt jump shot from 7 ft (assist by J. Brunson),,60,68
258,3,7:36.0,Shooting foul by B. Caboclo (drawn by D. Finney-Smith),,60,68
259,3,7:36.0,D. Finney-Smith makes free throw 1 of 1,,61,68
260,3,7:16.0,,Shooting foul by J. Jackson (drawn by I. Rabb),61,68
261,3,7:16.0,,I. Rabb makes free throw 1 of 2,61,69
262,3,7:16.0,,C. Parsons enters the game for T. Dorsey,61,69
263,3,7:16.0,,I. Rabb makes free throw 2 of 2,61,70
264,3,7:03.0,D. Finney-Smith makes 2-pt layup from 1 ft (assist by J. Brunson),,63,70
265,3,6:45.0,,C. Parsons makes 3-pt jump shot from 23 ft (assist by B. Caboclo),63,73
266,3,6:29.0,C. Lee misses 2-pt jump shot from 22 ft,,63,73
267,3,6:27.0,,Defensive rebound by D. Wright,63,73
268,3,6:23.0,,C. Parsons misses 3-pt jump shot from 28 ft,63,73
269,3,6:19.0,,Offensive rebound by B. Caboclo,63,73
270,3,6:17.0,,J. Holiday misses 3-pt jump shot from 23 ft,63,73
271,3,6:14.0,,Offensive rebound by B. Caboclo,63,73
272,3,6:14.0,,B. Caboclo misses 2-pt jump shot from 4 ft,63,73
273,3,6:14.0,Defensive rebound by D. Finney-Smith,,63,73
274,3,6:03.0,D. Finney-Smith misses 3-pt jump shot from 25 ft,,63,73
275,3,6:00.0,,Defensive rebound by B. Caboclo,63,73
276,3,5:45.0,,J. Holiday misses 2-pt layup from 1 ft,63,73
277,3,5:42.0,Defensive rebound by C. Lee,,63,73
278,3,5:37.0,Turnover by J. Brunson (bad pass),,63,73
279,3,5:37.0,,T. Zeller enters the game for I. Rabb,63,73
280,3,5:24.0,,Shooting foul by D. Powell (drawn by D. Wright),63,73
281,3,5:24.0,,D. Wright makes free throw 1 of 2,63,74
282,3,5:24.0,,D. Wright makes free throw 2 of 2,63,75
283,3,5:18.0,D. Powell misses 3-pt jump shot from 27 ft,,63,75
284,3,5:15.0,,Defensive rebound by B. Caboclo,63,75
285,3,5:09.0,,D. Wright makes 3-pt jump shot from 26 ft,63,78
286,3,5:08.0,Dallas full timeout,,63,78
287,3,4:56.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by J. Brunson),,66,78
288,3,4:28.0,,C. Parsons misses 2-pt layup from 1 ft,66,78
289,3,4:26.0,Defensive rebound by D. Powell,,66,78
290,3,4:21.0,Personal foul by T. Zeller (drawn by D. Powell),,66,78
291,3,4:21.0,D. Macon enters the game for C. Lee,,66,78
292,3,4:21.0,,J. Washburn enters the game for B. Caboclo,66,78
293,3,4:19.0,D. Finney-Smith misses 3-pt jump shot from 26 ft,,66,78
294,3,4:15.0,,Defensive rebound by D. Wright,66,78
295,3,3:55.0,,T. Zeller makes 2-pt hook shot from 4 ft (assist by C. Parsons),66,80
296,3,3:38.0,Personal foul by T. Zeller (drawn by D. Powell),,66,80
297,3,3:38.0,,J. Carter enters the game for J. Holiday,66,80
298,3,3:38.0,,T. Dorsey enters the game for D. Wright,66,80
299,3,3:30.0,J. Brunson makes 2-pt jump shot from 11 ft,,68,80
300,3,3:15.0,,C. Parsons misses 2-pt layup from 1 ft,68,80
301,3,3:13.0,,Offensive rebound by C. Parsons,68,80
302,3,3:12.0,,C. Parsons misses 2-pt layup from 1 ft,68,80
303,3,3:11.0,Defensive rebound by D. Finney-Smith,,68,80
304,3,3:05.0,D. Powell misses 2-pt dunk from 2 ft,,68,80
305,3,3:02.0,Offensive rebound by J. Jackson,,68,80
306,3,2:59.0,D. Powell makes 2-pt layup from 2 ft (assist by J. Jackson),,70,80
307,3,2:43.0,,Shooting foul by D. Powell (drawn by T. Zeller),70,80
308,3,2:43.0,,T. Zeller makes free throw 1 of 2,70,81
309,3,2:43.0,S. Mejri enters the game for D. Powell,,70,81
310,3,2:43.0,,T. Zeller makes free throw 2 of 2,70,82
311,3,2:30.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,70,82
312,3,2:28.0,,Defensive rebound by J. Carter,70,82
313,3,2:14.0,,C. Parsons misses 2-pt jump shot from 20 ft,70,82
314,3,2:14.0,Defensive rebound by Team,,70,82
315,3,2:14.0,,Loose ball foul by T. Zeller (drawn by S. Mejri),70,82
316,3,2:14.0,S. Mejri misses free throw 1 of 2,,70,82
317,3,2:14.0,Offensive rebound by Team,,70,82
318,3,2:14.0,R. Broekhoff enters the game for J. Jackson,,70,82
319,3,2:14.0,,I. Rabb enters the game for T. Zeller,70,82
320,3,2:14.0,S. Mejri makes free throw 2 of 2,,71,82
321,3,2:04.0,,Shooting foul by S. Mejri (drawn by I. Rabb),71,82
322,3,2:04.0,,Offensive rebound by Team,71,82
323,3,2:04.0,,I. Rabb misses free throw 1 of 2,71,82
324,3,2:04.0,,I. Rabb makes free throw 2 of 2,71,83
325,3,1:55.0,D. Macon makes 3-pt jump shot from 25 ft (assist by D. Finney-Smith),,74,83
326,3,1:42.0,,T. Dorsey makes 3-pt jump shot from 26 ft (assist by I. Rabb),74,86
327,3,1:27.0,Personal foul by J. Washburn (drawn by R. Broekhoff),,74,86
328,3,1:27.0,R. Broekhoff makes free throw 1 of 2,,75,86
329,3,1:27.0,R. Broekhoff makes free throw 2 of 2,,76,86
330,3,1:10.0,,Personal foul by S. Mejri (drawn by I. Rabb),76,86
331,3,1:10.0,,I. Rabb makes free throw 1 of 2,76,87
332,3,1:10.0,,I. Rabb makes free throw 2 of 2,76,88
333,3,0:58.0,D. Macon makes 3-pt jump shot from 26 ft (assist by J. Brunson),,79,88
334,3,0:41.0,,C. Parsons misses 3-pt jump shot from 27 ft,79,88
335,3,0:37.0,Defensive rebound by D. Macon,,79,88
336,3,0:26.0,J. Brunson makes 2-pt jump shot from 6 ft (assist by S. Mejri),,81,88
337,3,0:05.0,,J. Carter misses 2-pt jump shot from 7 ft (block by S. Mejri),81,88
338,3,0:02.0,Defensive rebound by R. Broekhoff,,81,88
339,3,0:00.0,D. Finney-Smith makes 2-pt layup from 1 ft (assist by R. Broekhoff),,83,88
340,4,11:37.0,,D. Wright misses 2-pt jump shot from 17 ft,83,88
341,4,11:33.0,Defensive rebound by D. Macon,,83,88
342,4,11:09.0,T. Burke misses 3-pt jump shot from 26 ft,,83,88
343,4,11:06.0,,Defensive rebound by B. Caboclo,83,88
344,4,10:57.0,,C. Parsons misses 3-pt jump shot from 26 ft,83,88
345,4,10:54.0,Defensive rebound by D. Macon,,83,88
346,4,10:50.0,R. Broekhoff makes 3-pt jump shot from 26 ft (assist by D. Macon),,86,88
347,4,10:26.0,,T. Dorsey misses 2-pt jump shot from 17 ft,86,88
348,4,10:24.0,Defensive rebound by D. Macon,,86,88
349,4,10:20.0,D. Finney-Smith misses 3-pt jump shot from 26 ft,,86,88
350,4,10:16.0,,Defensive rebound by D. Wright,86,88
351,4,10:09.0,,D. Wright makes 2-pt dunk at rim,86,90
352,4,9:47.0,R. Broekhoff misses 3-pt jump shot from 25 ft,,86,90
353,4,9:45.0,,Defensive rebound by B. Caboclo,86,90
354,4,9:26.0,,Turnover by T. Dorsey (bad pass; steal by T. Burke),86,90
355,4,9:24.0,Shooting foul by D. Wright (drawn by T. Burke),,86,90
356,4,9:24.0,T. Burke makes free throw 1 of 2,,87,90
357,4,9:24.0,,J. Holiday enters the game for C. Parsons,87,90
358,4,9:24.0,,T. Zeller enters the game for I. Rabb,87,90
359,4,9:24.0,T. Burke makes free throw 2 of 2,,88,90
360,4,9:10.0,,Shooting foul by S. Mejri (drawn by B. Caboclo),88,90
361,4,9:10.0,,B. Caboclo makes free throw 1 of 2,88,91
362,4,9:10.0,D. Harris enters the game for T. Burke,,88,91
363,4,9:10.0,,B. Caboclo makes free throw 2 of 2,88,92
364,4,9:00.0,Shooting foul by T. Dorsey (drawn by D. Macon),,88,92
365,4,9:00.0,D. Macon misses free throw 1 of 3,,88,92
366,4,9:00.0,Offensive rebound by Team,,88,92
367,4,9:00.0,D. Macon makes free throw 2 of 3,,89,92
368,4,9:00.0,T. Burke enters the game for D. Finney-Smith,,89,92
369,4,9:00.0,D. Macon makes free throw 3 of 3,,90,92
370,4,8:36.0,,J. Holiday misses 2-pt jump shot from 1 ft,90,92
371,4,8:36.0,,Offensive rebound by Team,90,92
372,4,8:36.0,,Turnover by Team (shot clock),90,92
373,4,8:36.0,D. Finney-Smith enters the game for D. Macon,,90,92
374,4,8:23.0,S. Mejri misses 2-pt layup from 5 ft (block by T. Zeller),,90,92
375,4,8:20.0,,Defensive rebound by D. Wright,90,92
376,4,8:11.0,,T. Zeller makes 2-pt jump shot from 4 ft (assist by D. Wright),90,94
377,4,7:56.0,T. Burke makes 2-pt jump shot from 18 ft (assist by D. Harris),,92,94
378,4,7:35.0,,B. Caboclo misses 3-pt jump shot from 25 ft,92,94
379,4,7:32.0,Defensive rebound by R. Broekhoff,,92,94
380,4,7:19.0,S. Mejri makes 3-pt jump shot from 26 ft (assist by R. Broekhoff),,95,94
381,4,7:12.0,,Memphis full timeout,95,94
