,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PHILADELPHIA_ACTION,BROOKLYN_SCORE,PHILADELPHIA_SCORE
0,1,11:54.0,,B. Simmons misses 2-pt jump shot from 5 ft,0,0
1,1,11:51.0,,Offensive rebound by B. Simmons,0,0
2,1,11:50.0,,T. Harris misses 3-pt jump shot from 26 ft,0,0
3,1,11:48.0,Defensive rebound by Team,,0,0
4,1,11:36.0,D. Russell misses 3-pt jump shot from 25 ft,,0,0
5,1,11:29.0,Offensive rebound by R. Kurucs,,0,0
6,1,11:26.0,D. Carroll misses 2-pt jump shot from 4 ft,,0,0
7,1,11:24.0,Offensive rebound by J. Allen,,0,0
8,1,11:23.0,Turnover by J. Harris (out of bounds lost ball),,0,0
9,1,11:13.0,,J. Butler makes 2-pt jump shot from 8 ft,0,2
10,1,10:52.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by J. Allen),,3,2
11,1,10:39.0,,T. Harris misses 2-pt jump shot from 9 ft,3,2
12,1,10:34.0,Defensive rebound by J. Allen,,3,2
13,1,10:27.0,D. Carroll makes 3-pt jump shot from 26 ft (assist by J. Harris),,6,2
14,1,10:19.0,,B. Simmons makes 2-pt layup from 3 ft,6,4
15,1,9:56.0,D. Russell misses 2-pt jump shot from 7 ft,,6,4
16,1,9:52.0,,Defensive rebound by B. Simmons,6,4
17,1,9:49.0,,Shooting foul by R. Kurucs (drawn by B. Simmons),6,4
18,1,9:49.0,,B. Simmons misses free throw 1 of 2,6,4
19,1,9:49.0,,Offensive rebound by Team,6,4
20,1,9:49.0,,B. Simmons makes free throw 2 of 2,6,5
21,1,9:30.0,D. Russell makes 2-pt jump shot from 10 ft,,8,5
22,1,9:09.0,,B. Simmons makes 2-pt jump shot from 5 ft,8,7
23,1,8:59.0,Personal foul by J. Redick (drawn by J. Allen),,8,7
24,1,8:48.0,D. Russell misses 2-pt jump shot from 14 ft,,8,7
25,1,8:44.0,,Defensive rebound by T. Harris,8,7
26,1,8:34.0,,T. Harris misses 2-pt layup from 3 ft,8,7
27,1,8:32.0,Defensive rebound by D. Carroll,,8,7
28,1,8:29.0,J. Harris misses 3-pt jump shot from 24 ft,,8,7
29,1,8:24.0,Offensive rebound by D. Carroll,,8,7
30,1,8:22.0,J. Harris misses 3-pt jump shot from 25 ft,,8,7
31,1,8:19.0,,Defensive rebound by J. Embiid,8,7
32,1,8:11.0,,J. Redick makes 2-pt layup from 1 ft (assist by B. Simmons),8,9
33,1,7:55.0,J. Harris misses 2-pt jump shot from 19 ft,,8,9
34,1,7:52.0,,Defensive rebound by T. Harris,8,9
35,1,7:49.0,,Personal foul by J. Allen (drawn by J. Embiid),8,9
36,1,7:45.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by J. Butler),8,12
37,1,7:27.0,D. Russell misses 3-pt jump shot from 26 ft,,8,12
38,1,7:24.0,,Defensive rebound by B. Simmons,8,12
39,1,7:21.0,,B. Simmons makes 2-pt layup from 1 ft,8,14
40,1,7:06.0,Offensive foul by D. Russell (drawn by B. Simmons),,8,14
41,1,7:06.0,Turnover by D. Russell (offensive foul),,8,14
42,1,7:06.0,,Philadelphia full timeout,8,14
43,1,7:06.0,S. Dinwiddie enters the game for D. Carroll,,8,14
44,1,7:06.0,T. Graham enters the game for R. Kurucs,,8,14
45,1,7:06.0,,B. Marjanović enters the game for J. Embiid,8,14
46,1,6:54.0,,J. Redick misses 3-pt jump shot from 26 ft,8,14
47,1,6:53.0,,Offensive rebound by Team,8,14
48,1,6:53.0,Loose ball foul by J. Harris (drawn by B. Marjanović),,8,14
49,1,6:47.0,,J. Butler misses 3-pt jump shot from 23 ft,8,14
50,1,6:44.0,,Offensive rebound by T. Harris,8,14
51,1,6:42.0,,T. Harris misses 2-pt jump shot from 2 ft,8,14
52,1,6:42.0,,Offensive rebound by B. Marjanović,8,14
53,1,6:41.0,,B. Marjanović makes 2-pt layup at rim,8,16
54,1,6:25.0,S. Dinwiddie makes 2-pt jump shot from 10 ft (assist by J. Allen),,10,16
55,1,6:11.0,,J. Redick makes 2-pt jump shot from 11 ft (assist by B. Simmons),10,18
56,1,5:59.0,D. Russell makes 2-pt jump shot from 14 ft,,12,18
57,1,5:42.0,,B. Marjanović makes 2-pt dunk from 1 ft (assist by B. Simmons),12,20
58,1,5:31.0,D. Russell makes 3-pt jump shot from 26 ft,,15,20
59,1,5:31.0,Shooting foul by B. Simmons (drawn by D. Russell),,15,20
60,1,5:31.0,,J. Ennis enters the game for J. Redick,15,20
61,1,5:31.0,,M. Scott enters the game for B. Simmons,15,20
62,1,5:31.0,D. Russell makes free throw 1 of 1,,16,20
63,1,5:20.0,,B. Marjanović makes 2-pt jump shot from 16 ft (assist by J. Butler),16,22
64,1,5:05.0,D. Russell misses 3-pt jump shot from 26 ft,,16,22
65,1,5:03.0,,Defensive rebound by M. Scott,16,22
66,1,4:56.0,,T. Harris misses 2-pt layup from 3 ft,16,22
67,1,4:53.0,Defensive rebound by J. Allen,,16,22
68,1,4:50.0,D. Russell makes 2-pt layup from 2 ft (assist by S. Dinwiddie),,18,22
69,1,4:39.0,,B. Marjanović makes 2-pt jump shot from 17 ft,18,24
70,1,4:19.0,D. Russell misses 2-pt jump shot from 10 ft,,18,24
71,1,4:14.0,Offensive rebound by J. Harris,,18,24
72,1,4:12.0,S. Dinwiddie makes 3-pt jump shot from 26 ft (assist by J. Harris),,21,24
73,1,4:12.0,Shooting foul by M. Scott (drawn by J. Harris),,21,24
74,1,4:12.0,D. Carroll enters the game for J. Allen,,21,24
75,1,4:12.0,E. Davis enters the game for J. Harris,,21,24
76,1,4:12.0,C. LeVert enters the game for D. Russell,,21,24
77,1,4:12.0,S. Dinwiddie misses free throw 1 of 1,,21,24
78,1,4:04.0,,Defensive rebound by M. Scott,21,24
79,1,3:51.0,,J. Butler misses 2-pt jump shot from 9 ft,21,24
80,1,3:49.0,,Offensive rebound by B. Marjanović,21,24
81,1,3:47.0,,B. Marjanović makes 2-pt layup from 3 ft,21,26
82,1,3:25.0,D. Carroll misses 2-pt hook shot from 10 ft,,21,26
83,1,3:22.0,,Defensive rebound by B. Marjanović,21,26
84,1,3:10.0,,J. Butler makes 2-pt jump shot from 14 ft,21,28
85,1,3:09.0,Brooklyn full timeout,,21,28
86,1,3:09.0,,J. Redick enters the game for J. Butler,21,28
87,1,3:09.0,,B. Simmons enters the game for T. Harris,21,28
88,1,2:56.0,S. Dinwiddie makes 3-pt jump shot from 26 ft (assist by C. LeVert),,24,28
89,1,2:37.0,,Turnover by J. Redick (bad pass),24,28
90,1,2:24.0,Turnover by S. Dinwiddie (bad pass; steal by M. Scott),,24,28
91,1,2:18.0,,B. Simmons misses 2-pt layup from 2 ft,24,28
92,1,2:18.0,,Offensive rebound by M. Scott,24,28
93,1,2:18.0,,Shooting foul by D. Carroll (drawn by M. Scott),24,28
94,1,2:18.0,,M. Scott makes free throw 1 of 2,24,29
95,1,2:18.0,,J. Embiid enters the game for B. Marjanović,24,29
96,1,2:18.0,,M. Scott makes free throw 2 of 2,24,30
97,1,2:00.0,T. Graham makes 2-pt jump shot from 8 ft,,26,30
98,1,1:39.0,,M. Scott misses 3-pt jump shot from 23 ft,26,30
99,1,1:37.0,Defensive rebound by C. LeVert,,26,30
100,1,1:26.0,C. LeVert misses 3-pt jump shot from 26 ft,,26,30
101,1,1:23.0,,Defensive rebound by J. Embiid,26,30
102,1,1:09.0,,J. Redick makes 2-pt jump shot from 21 ft (assist by B. Simmons),26,32
103,1,0:46.0,S. Dinwiddie misses 2-pt jump shot from 2 ft,,26,32
104,1,0:46.0,Offensive rebound by E. Davis,,26,32
105,1,0:44.0,E. Davis makes 2-pt layup from 1 ft,,28,32
106,1,0:32.0,,Shooting foul by E. Davis (drawn by J. Embiid),28,32
107,1,0:32.0,,J. Embiid makes free throw 1 of 2,28,33
108,1,0:32.0,,J. Embiid makes free throw 2 of 2,28,34
109,1,0:12.0,Personal foul by J. Ennis (drawn by C. LeVert),,28,34
110,1,0:12.0,J. Harris enters the game for T. Graham,,28,34
111,1,0:12.0,,J. Butler enters the game for J. Redick,28,34
112,1,0:00.0,S. Dinwiddie misses 2-pt jump shot from 8 ft,,28,34
113,1,0:00.0,Offensive rebound by Team,,28,34
114,2,11:42.0,C. LeVert misses 2-pt jump shot from 7 ft,,28,34
115,2,11:38.0,,Defensive rebound by J. Embiid,28,34
116,2,11:33.0,,Shooting foul by E. Davis (drawn by T. Harris),28,34
117,2,11:33.0,,T. Harris makes free throw 1 of 2,28,35
118,2,11:33.0,,T. Harris makes free throw 2 of 2,28,36
119,2,11:15.0,Turnover by T. Graham (step out of bounds),,28,36
120,2,11:05.0,,B. Simmons makes 2-pt layup from 1 ft,28,38
121,2,10:52.0,D. Russell makes 3-pt jump shot from 27 ft,,31,38
122,2,10:42.0,,Shooting foul by E. Davis (drawn by J. Embiid),31,38
123,2,10:42.0,,J. Embiid misses free throw 1 of 2,31,38
