,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,PHOENIX_ACTION,LA CLIPPERS_SCORE,PHOENIX_SCORE
146,2,8:09.0,M. Scott makes 3-pt jump shot from 24 ft (assist by L. Williams),,35,35
147,2,8:01.0,,Turnover by D. Melton (bad pass; steal by P. Beverley),35,35
148,2,7:59.0,P. Beverley makes 2-pt layup from 1 ft,,37,35
149,2,7:59.0,Shooting foul by D. Melton (drawn by P. Beverley),,37,35
150,2,7:59.0,P. Beverley misses free throw 1 of 1,,37,35
151,2,7:56.0,Offensive rebound by M. Scott,,37,35
152,2,7:45.0,L. Williams misses 2-pt layup from 6 ft (block by T. Warren),,37,35
153,2,7:38.0,Offensive rebound by L. Williams,,37,35
154,2,7:37.0,M. Teodosić misses 3-pt jump shot from 27 ft,,37,35
155,2,7:33.0,,Defensive rebound by T. Daniels,37,35
156,2,7:30.0,,J. Jackson makes 2-pt layup from 3 ft,37,37
157,2,7:14.0,,Violation by Team (kicked ball),37,37
158,2,7:14.0,D. Gallinari enters the game for M. Harrell,,37,37
159,2,7:02.0,D. Gallinari makes 2-pt layup from 4 ft (assist by M. Teodosić),,39,37
160,2,7:02.0,Shooting foul by J. Jackson (drawn by D. Gallinari),,39,37
161,2,7:02.0,D. Gallinari makes free throw 1 of 1,,40,37
162,2,6:43.0,,T. Daniels misses 3-pt jump shot from 26 ft,40,37
163,2,6:39.0,Defensive rebound by M. Scott,,40,37
164,2,6:24.0,D. Gallinari misses 2-pt layup from 7 ft,,40,37
165,2,6:21.0,,Defensive rebound by D. Ayton,40,37
166,2,6:15.0,,T. Warren makes 2-pt jump shot from 2 ft,40,39
167,2,6:00.0,M. Scott makes 2-pt hook shot from 7 ft (assist by P. Beverley),,42,39
168,2,5:51.0,,Personal foul by P. Beverley (drawn by D. Melton),42,39
169,2,5:51.0,T. Harris enters the game for M. Teodosić,,42,39
170,2,5:43.0,,J. Jackson makes 3-pt jump shot from 26 ft (assist by D. Ayton),42,42
171,2,5:35.0,L. Williams makes 2-pt layup from 2 ft,,44,42
172,2,5:23.0,,Personal foul by T. Harris (drawn by D. Ayton),44,42
173,2,5:23.0,A. Bradley enters the game for M. Scott,,44,42
174,2,5:23.0,B. Marjanović enters the game for L. Williams,,44,42
175,2,5:23.0,,T. Ariza enters the game for J. Jackson,44,42
176,2,5:12.0,,D. Melton makes 2-pt layup from 4 ft (assist by T. Ariza),44,44
177,2,5:12.0,,Shooting foul by P. Beverley (drawn by D. Melton),44,44
178,2,5:12.0,,D. Melton makes free throw 1 of 1,44,45
179,2,4:58.0,Def 3 sec tech foul by Team,,44,45
180,2,4:58.0,D. Gallinari makes technical free throw,,45,45
181,2,4:58.0,S. Gilgeous-Alexander enters the game for P. Beverley,,45,45
182,2,4:51.0,T. Harris makes 2-pt jump shot from 18 ft,,47,45
183,2,4:36.0,,D. Ayton misses 2-pt jump shot from 20 ft,47,45
184,2,4:33.0,Defensive rebound by T. Harris,,47,45
185,2,4:30.0,Turnover by A. Bradley (step out of bounds),,47,45
186,2,4:23.0,Violation by Team (kicked ball),,47,45
187,2,4:22.0,,Turnover by T. Warren (bad pass),47,45
188,2,4:12.0,Personal foul by T. Warren (drawn by D. Gallinari),,47,45
189,2,4:12.0,LA Clippers full timeout,,47,45
190,2,4:06.0,A. Bradley makes 2-pt jump shot from 16 ft (assist by T. Harris),,49,45
191,2,3:51.0,,Offensive foul by D. Ayton (drawn by S. Gilgeous-Alexander),49,45
192,2,3:51.0,,Turnover by D. Ayton (offensive foul),49,45
193,2,3:38.0,Turnover by B. Marjanović (offensive foul),,49,45
194,2,3:38.0,Offensive foul by B. Marjanović (drawn by D. Ayton),,49,45
195,2,3:26.0,,T. Warren misses 2-pt jump shot from 8 ft,49,45
196,2,3:24.0,Defensive rebound by B. Marjanović,,49,45
197,2,3:09.0,B. Marjanović makes 2-pt layup from 2 ft (assist by S. Gilgeous-Alexander),,51,45
198,2,2:50.0,,D. Ayton misses 2-pt jump shot from 14 ft,51,45
199,2,2:49.0,,Offensive rebound by D. Melton,51,45
200,2,2:49.0,,D. Melton misses 2-pt layup from 2 ft,51,45
201,2,2:48.0,Defensive rebound by D. Gallinari,,51,45
202,2,2:39.0,Turnover by T. Harris (lost ball; steal by T. Daniels),,51,45
203,2,2:34.0,,T. Warren makes 2-pt layup from 3 ft (assist by D. Melton),51,47
204,2,2:08.0,D. Gallinari makes 2-pt jump shot from 22 ft (assist by B. Marjanović),,53,47
205,2,1:51.0,,D. Melton misses 2-pt jump shot from 6 ft,53,47
206,2,1:48.0,Defensive rebound by B. Marjanović,,53,47
207,2,1:44.0,Shooting foul by D. Ayton (drawn by T. Harris),,53,47
208,2,1:44.0,,Technical foul by T. Warren,53,47
209,2,1:44.0,,Technical foul by T. Warren,53,47
210,2,1:44.0,,T. Warren ejected from game,53,47
211,2,1:44.0,D. Gallinari makes technical free throw,,54,47
212,2,1:44.0,Offensive rebound by Team,,54,47
213,2,1:44.0,D. Gallinari misses technical free throw,,54,47
214,2,1:44.0,T. Harris makes free throw 1 of 2,,55,47
215,2,1:44.0,P. Beverley enters the game for S. Gilgeous-Alexander,,55,47
216,2,1:44.0,,M. Bridges enters the game for T. Daniels,55,47
217,2,1:44.0,,J. Jackson enters the game for T. Warren,55,47
218,2,1:44.0,T. Harris makes free throw 2 of 2,,56,47
219,2,1:30.0,,J. Jackson makes 2-pt jump shot from 9 ft,56,49
220,2,1:14.0,T. Harris misses 2-pt layup from 4 ft (block by J. Jackson),,56,49
221,2,1:11.0,Offensive rebound by T. Harris,,56,49
222,2,1:10.0,T. Harris misses 2-pt layup from 5 ft,,56,49
223,2,1:08.0,,Defensive rebound by D. Ayton,56,49
224,2,1:08.0,,Shooting foul by P. Beverley (drawn by T. Ariza),56,49
225,2,1:08.0,,T. Ariza makes free throw 1 of 2,56,50
226,2,1:08.0,,T. Ariza makes free throw 2 of 2,56,51
227,2,0:51.0,A. Bradley misses 2-pt layup from 2 ft (block by D. Ayton),,56,51
228,2,0:50.0,Offensive rebound by B. Marjanović,,56,51
229,2,0:50.0,B. Marjanović makes 2-pt layup from 1 ft,,58,51
230,2,0:41.0,,D. Melton misses 2-pt jump shot from 7 ft,58,51
231,2,0:38.0,,Offensive rebound by D. Ayton,58,51
232,2,0:34.0,,J. Jackson makes 3-pt jump shot from 28 ft,58,54
233,2,0:14.0,T. Harris misses 2-pt jump shot from 11 ft,,58,54
234,2,0:12.0,,Defensive rebound by J. Jackson,58,54
235,2,0:00.0,,D. Ayton makes 2-pt jump shot from 19 ft (assist by D. Melton),58,56
236,3,11:49.0,D. Gallinari makes 3-pt jump shot from 27 ft (assist by S. Gilgeous-Alexander),,61,56
237,3,11:33.0,,D. Ayton makes 2-pt dunk from 2 ft (assist by J. Jackson),61,58
238,3,11:20.0,D. Gallinari misses 3-pt jump shot from 24 ft,,61,58
239,3,11:18.0,,Defensive rebound by D. Ayton,61,58
240,3,10:59.0,,J. Jackson misses 2-pt jump shot from 10 ft,61,58
241,3,10:55.0,Defensive rebound by B. Marjanović,,61,58
242,3,10:48.0,B. Marjanović makes 2-pt hook shot from 2 ft (assist by T. Harris),,63,58
243,3,10:30.0,,J. Jackson misses 2-pt layup from 2 ft,63,58
244,3,10:27.0,Defensive rebound by B. Marjanović,,63,58
245,3,10:16.0,A. Bradley misses 3-pt jump shot from 23 ft,,63,58
246,3,10:14.0,,Defensive rebound by D. Melton,63,58
247,3,10:01.0,,D. Melton makes 2-pt jump shot from 8 ft,63,60
248,3,9:48.0,Turnover by S. Gilgeous-Alexander (bad pass; steal by T. Ariza),,63,60
249,3,9:44.0,,T. Ariza makes 2-pt layup from 3 ft (assist by J. Jackson),63,62
250,3,9:44.0,,Shooting foul by T. Harris (drawn by T. Ariza),63,62
251,3,9:44.0,,T. Ariza makes free throw 1 of 1,63,63
252,3,9:35.0,S. Gilgeous-Alexander makes 2-pt layup from 2 ft,,65,63
253,3,9:19.0,,J. Jackson makes 2-pt jump shot from 16 ft (assist by D. Ayton),65,65
254,3,8:55.0,Turnover by D. Gallinari (lost ball; steal by J. Jackson),,65,65
255,3,8:52.0,,D. Melton misses 2-pt layup from 3 ft (block by T. Harris),65,65
256,3,8:52.0,Defensive rebound by Team,,65,65
257,3,8:52.0,,E. Okobo enters the game for D. Melton,65,65
258,3,8:39.0,Personal foul by J. Jackson (drawn by T. Harris),,65,65
259,3,8:26.0,T. Harris misses 3-pt jump shot from 27 ft,,65,65
260,3,8:21.0,Offensive rebound by S. Gilgeous-Alexander,,65,65
261,3,8:15.0,Shooting foul by J. Jackson (drawn by D. Gallinari),,65,65
262,3,8:15.0,D. Gallinari makes free throw 1 of 2,,66,65
263,3,8:15.0,M. Harrell enters the game for B. Marjanović,,66,65
264,3,8:15.0,,T. Daniels enters the game for J. Jackson,66,65
265,3,8:15.0,D. Gallinari makes free throw 2 of 2,,67,65
266,3,8:00.0,,M. Bridges misses 2-pt layup from 7 ft (block by T. Harris),67,65
267,3,8:00.0,Defensive rebound by Team,,67,65
268,3,7:38.0,Shooting foul by D. Ayton (drawn by D. Gallinari),,67,65
269,3,7:38.0,D. Gallinari makes free throw 1 of 2,,68,65
270,3,7:38.0,D. Gallinari makes free throw 2 of 2,,69,65
271,3,7:17.0,,D. Ayton misses 2-pt jump shot from 16 ft,69,65
272,3,7:15.0,,Offensive rebound by D. Ayton,69,65
273,3,7:14.0,,D. Ayton makes 2-pt layup from 1 ft,69,67
274,3,6:55.0,T. Harris makes 2-pt dunk from 1 ft (assist by M. Harrell),,71,67
275,3,6:29.0,,D. Ayton makes 2-pt jump shot from 3 ft (assist by E. Okobo),71,69
276,3,6:20.0,D. Gallinari makes 2-pt dunk from 1 ft (assist by S. Gilgeous-Alexander),,73,69
277,3,6:01.0,,Turnover by T. Daniels (bad pass; steal by D. Gallinari),73,69
278,3,5:45.0,M. Harrell misses 2-pt jump shot from 3 ft,,73,69
279,3,5:40.0,Offensive rebound by M. Harrell,,73,69
280,3,5:40.0,M. Harrell misses 2-pt layup at rim,,73,69
281,3,5:40.0,,Defensive rebound by T. Ariza,73,69
282,3,5:34.0,,Phoenix full timeout,73,69
283,3,5:34.0,,R. Holmes enters the game for D. Ayton,73,69
284,3,5:29.0,,T. Daniels misses 3-pt jump shot from 26 ft,73,69
285,3,5:27.0,Defensive rebound by S. Gilgeous-Alexander,,73,69
286,3,5:21.0,T. Harris misses 3-pt jump shot from 27 ft,,73,69
287,3,5:18.0,,Defensive rebound by T. Ariza,73,69
288,3,4:58.0,,T. Daniels misses 2-pt layup from 2 ft (block by S. Gilgeous-Alexander),73,69
289,3,4:54.0,Defensive rebound by D. Gallinari,,73,69
290,3,4:47.0,T. Harris makes 2-pt dunk from 2 ft (assist by M. Harrell),,75,69
291,3,4:29.0,,M. Bridges makes 2-pt layup from 2 ft (assist by E. Okobo),75,71
292,3,4:29.0,,Shooting foul by T. Harris (drawn by M. Bridges),75,71
293,3,4:29.0,,M. Bridges makes free throw 1 of 1,75,72
294,3,4:18.0,Personal foul by T. Ariza (drawn by M. Harrell),,75,72
295,3,4:12.0,T. Harris makes 2-pt hook shot from 13 ft,,77,72
296,3,3:52.0,,M. Bridges makes 3-pt jump shot from 23 ft (assist by R. Holmes),77,75
297,3,3:35.0,,Violation by Team (kicked ball),77,75
298,3,3:35.0,P. Beverley enters the game for D. Gallinari,,77,75
299,3,3:35.0,M. Scott enters the game for S. Gilgeous-Alexander,,77,75
300,3,3:29.0,T. Harris makes 2-pt jump shot from 15 ft,,79,75
301,3,3:29.0,Shooting foul by R. Holmes (drawn by T. Harris),,79,75
302,3,3:29.0,T. Harris makes free throw 1 of 1,,80,75
303,3,3:17.0,,M. Bridges makes 3-pt jump shot from 26 ft (assist by R. Holmes),80,78
304,3,3:04.0,Shooting foul by E. Okobo (drawn by M. Harrell),,80,78
305,3,3:04.0,M. Harrell misses free throw 1 of 2,,80,78
306,3,3:04.0,Offensive rebound by Team,,80,78
307,3,3:04.0,M. Harrell makes free throw 2 of 2,,81,78
308,3,2:50.0,,R. Holmes makes 2-pt hook shot from 2 ft (assist by M. Bridges),81,80
309,3,2:27.0,M. Scott misses 3-pt jump shot from 23 ft,,81,80
310,3,2:23.0,Offensive rebound by M. Harrell,,81,80
311,3,2:18.0,Turnover by A. Bradley (bad pass; steal by E. Okobo),,81,80
312,3,2:04.0,,E. Okobo misses 2-pt layup from 3 ft,81,80
313,3,2:01.0,Defensive rebound by M. Harrell,,81,80
314,3,1:58.0,T. Harris makes 2-pt layup from 2 ft (assist by P. Beverley),,83,80
315,3,1:43.0,,Shooting foul by M. Scott (drawn by R. Holmes),83,80
316,3,1:43.0,LA Clippers full timeout,,83,80
317,3,1:43.0,M. Teodosić enters the game for A. Bradley,,83,80
318,3,1:43.0,T. Wallace enters the game for T. Harris,,83,80
319,3,1:43.0,,R. Holmes makes free throw 1 of 2,83,81
320,3,1:43.0,,R. Holmes makes free throw 2 of 2,83,82
321,3,1:19.0,M. Teodosić misses 2-pt jump shot from 20 ft (block by R. Holmes),,83,82
322,3,1:14.0,,Defensive rebound by T. Ariza,83,82
323,3,1:07.0,,Personal foul by P. Beverley (drawn by R. Holmes),83,82
324,3,1:07.0,,R. Holmes makes free throw 1 of 2,83,83
325,3,1:07.0,,R. Holmes makes free throw 2 of 2,83,84
326,3,0:56.0,M. Teodosić makes 2-pt jump shot from 18 ft (assist by M. Harrell),,85,84
327,3,0:45.0,,Turnover by M. Bridges (lost ball; steal by T. Wallace),85,84
328,3,0:36.0,M. Harrell makes 2-pt dunk from 3 ft (assist by M. Teodosić),,87,84
329,3,0:21.0,,M. Bridges misses 3-pt jump shot from 25 ft,87,84
330,3,0:18.0,Defensive rebound by M. Teodosić,,87,84
331,3,0:07.0,Personal foul by E. Okobo (drawn by M. Teodosić),,87,84
332,3,0:07.0,M. Teodosić misses free throw 1 of 2,,87,84
333,3,0:07.0,Offensive rebound by Team,,87,84
334,3,0:07.0,S. Thornwell enters the game for M. Scott,,87,84
335,3,0:07.0,M. Teodosić makes free throw 2 of 2,,88,84
336,3,0:00.0,,E. Okobo makes 2-pt layup from 2 ft,88,86
337,4,11:39.0,,R. Holmes makes 2-pt hook shot from 7 ft (assist by D. Melton),88,88
338,4,11:17.0,Turnover by M. Teodosić (bad pass; steal by D. Melton),,88,88
339,4,11:16.0,,Personal foul by M. Teodosić (drawn by D. Melton),88,88
340,4,10:59.0,,E. Okobo misses 3-pt jump shot from 26 ft,88,88
341,4,10:56.0,Defensive rebound by M. Scott,,88,88
342,4,10:56.0,Personal foul by E. Okobo (drawn by P. Beverley),,88,88
343,4,10:47.0,T. Wallace misses 2-pt layup from 3 ft,,88,88
344,4,10:45.0,,Defensive rebound by R. Holmes,88,88
345,4,10:39.0,,J. Jackson makes 2-pt jump shot from 10 ft,88,90
346,4,10:20.0,M. Teodosić makes 3-pt jump shot from 26 ft (assist by M. Harrell),,91,90
347,4,10:06.0,,T. Daniels makes 3-pt jump shot from 28 ft (assist by J. Jackson),91,93
348,4,9:52.0,Turnover by M. Teodosić (bad pass; steal by E. Okobo),,91,93
349,4,9:52.0,,Personal take foul by T. Wallace (drawn by E. Okobo),91,93
350,4,9:52.0,S. Gilgeous-Alexander enters the game for P. Beverley,,91,93
351,4,9:52.0,T. Harris enters the game for T. Wallace,,91,93
352,4,9:40.0,,Turnover by T. Daniels (bad pass; steal by S. Gilgeous-Alexander),91,93
353,4,9:35.0,Turnover by M. Harrell (lost ball; steal by E. Okobo),,91,93
354,4,9:26.0,,R. Holmes makes 2-pt dunk from 2 ft (assist by D. Melton),91,95
355,4,9:25.0,LA Clippers full timeout,,91,95
356,4,9:25.0,P. Beverley enters the game for M. Scott,,91,95
357,4,9:25.0,D. Gallinari enters the game for M. Teodosić,,91,95
358,4,9:15.0,Shooting foul by R. Holmes (drawn by T. Harris),,91,95
359,4,9:15.0,T. Harris makes free throw 1 of 2,,92,95
360,4,9:15.0,T. Harris makes free throw 2 of 2,,93,95
361,4,9:02.0,,T. Daniels makes 3-pt jump shot from 26 ft (assist by J. Jackson),93,98
362,4,8:39.0,Turnover by P. Beverley (lost ball; steal by E. Okobo),,93,98
363,4,8:24.0,,Shooting foul by S. Gilgeous-Alexander (drawn by D. Melton),93,98
364,4,8:24.0,,D. Melton makes free throw 1 of 2,93,99
365,4,8:24.0,,D. Melton makes free throw 2 of 2,93,100
366,4,8:16.0,,Loose ball foul by T. Daniels (drawn by S. Gilgeous-Alexander),93,100
367,4,8:10.0,S. Gilgeous-Alexander makes 2-pt jump shot from 14 ft,,95,100
368,4,7:58.0,,Personal foul by S. Gilgeous-Alexander (drawn by R. Holmes),95,100
369,4,7:58.0,,Phoenix full timeout,95,100
370,4,7:55.0,,T. Daniels misses 3-pt jump shot from 26 ft,95,100
371,4,7:50.0,,Offensive rebound by J. Jackson,95,100
372,4,7:43.0,,R. Holmes makes 2-pt layup from 3 ft (assist by D. Melton),95,102
