,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,MINNESOTA_ACTION,BROOKLYN_SCORE,MINNESOTA_SCORE
378,4,10:02.0,D. Russell enters the game for S. Dinwiddie,,91,95
379,4,9:50.0,,Offensive foul by K. Towns (drawn by J. Dudley),91,95
380,4,9:50.0,,Turnover by K. Towns (offensive foul),91,95
381,4,9:35.0,D. Russell misses 3-pt jump shot from 25 ft,,91,95
382,4,9:32.0,Offensive rebound by E. Davis,,91,95
383,4,9:31.0,J. Dudley makes 3-pt jump shot from 26 ft (assist by E. Davis),,94,95
384,4,9:22.0,,Minnesota full timeout,94,95
385,4,9:16.0,,J. Okogie misses 3-pt jump shot from 23 ft,94,95
386,4,9:13.0,,Offensive rebound by T. Jones,94,95
387,4,9:07.0,,D. Rose makes 2-pt jump shot from 16 ft,94,97
388,4,8:56.0,J. Harris misses 3-pt jump shot from 25 ft,,94,97
389,4,8:53.0,,Defensive rebound by K. Towns,94,97
390,4,8:41.0,,D. Rose misses 2-pt jump shot from 17 ft,94,97
391,4,8:38.0,Defensive rebound by J. Harris,,94,97
392,4,8:29.0,J. Harris misses 2-pt jump shot from 6 ft (block by J. Okogie),,94,97
393,4,8:27.0,Offensive rebound by E. Davis,,94,97
394,4,8:27.0,Shooting foul by A. Tolliver (drawn by E. Davis),,94,97
395,4,8:27.0,E. Davis makes free throw 1 of 2,,95,97
396,4,8:27.0,,J. Teague enters the game for T. Jones,95,97
397,4,8:27.0,E. Davis makes free throw 2 of 2,,96,97
398,4,8:12.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by J. Teague),96,100
399,4,7:46.0,D. Russell misses 3-pt jump shot from 26 ft,,96,100
400,4,7:43.0,,Defensive rebound by A. Tolliver,96,100
401,4,7:40.0,,Minnesota full timeout,96,100
402,4,7:40.0,S. Dinwiddie enters the game for J. Harris,,96,100
403,4,7:34.0,,J. Okogie misses 3-pt jump shot from 24 ft,96,100
404,4,7:29.0,,Offensive rebound by A. Tolliver,96,100
405,4,7:16.0,,J. Okogie makes 3-pt jump shot from 25 ft (assist by J. Teague),96,103
406,4,7:03.0,A. Crabbe misses 3-pt jump shot from 25 ft,,96,103
407,4,7:00.0,,Defensive rebound by K. Towns,96,103
408,4,6:52.0,,Turnover by D. Rose (lost ball; steal by E. Davis),96,103
409,4,6:40.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,96,103
410,4,6:37.0,,Defensive rebound by K. Towns,96,103
411,4,6:35.0,,Turnover by K. Towns (bad pass; steal by D. Russell),96,103
412,4,6:28.0,D. Russell misses 2-pt jump shot from 18 ft,,96,103
413,4,6:25.0,,Defensive rebound by K. Towns,96,103
414,4,6:20.0,,D. Rose misses 2-pt jump shot from 3 ft,96,103
415,4,6:19.0,Defensive rebound by E. Davis,,96,103
416,4,6:13.0,J. Dudley makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),,99,103
417,4,5:58.0,,Shooting foul by J. Dudley (drawn by J. Teague),99,103
418,4,5:58.0,,J. Teague makes free throw 1 of 2,99,104
419,4,5:58.0,R. Hollis-Jefferson enters the game for E. Davis,,99,104
420,4,5:58.0,,T. Gibson enters the game for J. Okogie,99,104
421,4,5:58.0,,A. Wiggins enters the game for A. Tolliver,99,104
422,4,5:58.0,,J. Teague makes free throw 2 of 2,99,105
423,4,5:42.0,Turnover by R. Hollis-Jefferson (lost ball; steal by A. Wiggins),,99,105
424,4,5:33.0,,Personal foul by S. Dinwiddie (drawn by K. Towns),99,105
425,4,5:33.0,Technical foul by S. Dinwiddie,,99,105
426,4,5:33.0,,K. Towns misses technical free throw,99,105
427,4,5:33.0,,Offensive rebound by Team,99,105
428,4,5:33.0,J. Harris enters the game for S. Dinwiddie,,99,105
429,4,5:33.0,,K. Towns makes free throw 1 of 2,99,106
430,4,5:33.0,,K. Towns makes free throw 2 of 2,99,107
431,4,5:16.0,R. Hollis-Jefferson misses 2-pt layup from 1 ft,,99,107
432,4,5:14.0,,Defensive rebound by A. Wiggins,99,107
433,4,5:06.0,,Offensive foul by K. Towns (drawn by D. Russell),99,107
434,4,5:06.0,,Turnover by K. Towns (offensive foul),99,107
435,4,4:48.0,A. Crabbe misses 2-pt jump shot from 20 ft,,99,107
436,4,4:45.0,,Defensive rebound by K. Towns,99,107
437,4,4:32.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by D. Rose),99,110
438,4,4:12.0,Shooting foul by T. Gibson (drawn by R. Hollis-Jefferson),,99,110
439,4,4:12.0,R. Hollis-Jefferson makes free throw 1 of 2,,100,110
440,4,4:12.0,D. Carroll enters the game for A. Crabbe,,100,110
441,4,4:12.0,R. Hollis-Jefferson makes free throw 2 of 2,,101,110
442,4,3:48.0,,K. Towns makes 2-pt layup from 4 ft (assist by D. Rose),101,112
443,4,3:37.0,Turnover by D. Russell (bad pass; steal by J. Teague),,101,112
444,4,3:26.0,,J. Teague misses 2-pt layup from 1 ft,101,112
445,4,3:24.0,Defensive rebound by J. Dudley,,101,112
446,4,3:20.0,J. Dudley misses 3-pt jump shot from 25 ft,,101,112
447,4,3:16.0,Offensive rebound by D. Carroll,,101,112
448,4,3:16.0,Personal foul by T. Gibson (drawn by D. Carroll),,101,112
449,4,3:16.0,Brooklyn full timeout,,101,112
450,4,3:08.0,J. Dudley misses 3-pt jump shot from 25 ft,,101,112
451,4,3:01.0,Offensive rebound by R. Hollis-Jefferson,,101,112
452,4,3:01.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft,,103,112
453,4,2:40.0,Violation by Team (kicked ball),,103,112
454,4,2:26.0,,D. Rose makes 2-pt jump shot from 18 ft,103,114
455,4,2:05.0,R. Hollis-Jefferson misses 2-pt layup from 1 ft,,103,114
456,4,2:03.0,Offensive rebound by J. Dudley,,103,114
457,4,2:02.0,D. Russell misses 3-pt jump shot from 25 ft,,103,114
458,4,1:57.0,,Defensive rebound by K. Towns,103,114
459,4,1:46.0,,A. Wiggins misses 2-pt jump shot from 16 ft,103,114
460,4,1:46.0,Defensive rebound by D. Carroll,,103,114
461,4,1:40.0,J. Dudley makes 2-pt layup from 1 ft (assist by D. Carroll),,105,114
462,4,1:19.0,,J. Teague makes 2-pt layup from 1 ft,105,116
463,4,1:06.0,D. Russell makes 3-pt jump shot from 24 ft (assist by R. Hollis-Jefferson),,108,116
464,4,0:59.0,,Personal take foul by J. Harris (drawn by D. Rose),108,116
465,4,0:59.0,,D. Rose makes free throw 1 of 2,108,117
466,4,0:59.0,,D. Rose makes free throw 2 of 2,108,118
467,4,0:59.0,Brooklyn full timeout,,108,118
468,4,0:58.0,D. Russell makes 3-pt jump shot from 23 ft (assist by D. Carroll),,111,118
469,4,0:54.0,,Personal take foul by R. Hollis-Jefferson (drawn by T. Gibson),111,118
470,4,0:54.0,,T. Gibson makes free throw 1 of 2,111,119
471,4,0:54.0,,T. Gibson makes free throw 2 of 2,111,120
472,4,0:54.0,Brooklyn full timeout,,111,120
473,4,0:48.0,D. Carroll misses 3-pt jump shot from 26 ft,,111,120
474,4,0:43.0,Offensive rebound by J. Harris,,111,120
475,4,0:38.0,R. Hollis-Jefferson misses 2-pt layup from 1 ft,,111,120
476,4,0:34.0,,Defensive rebound by J. Teague,111,120
477,4,0:12.0,,J. Teague misses 3-pt jump shot from 24 ft,111,120
478,4,0:09.0,Defensive rebound by D. Carroll,,111,120
479,4,0:02.0,D. Carroll makes 2-pt layup from 1 ft,,113,120
