,QUARTER,TIME_REMAINING,PHOENIX_ACTION,LA CLIPPERS_ACTION,PHOENIX_SCORE,LA CLIPPERS_SCORE
250,3,8:51.0,,D. Gallinari makes 3-pt jump shot from 28 ft (assist by P. Beverley),55,75
251,3,8:50.0,Phoenix full timeout,,55,75
252,3,8:41.0,Offensive foul by J. Jackson (drawn by P. Beverley),,55,75
253,3,8:41.0,Turnover by J. Jackson (offensive foul),,55,75
254,3,8:23.0,,D. Gallinari makes 3-pt jump shot from 27 ft (assist by L. Shamet),55,78
255,3,7:56.0,T. Johnson misses 3-pt jump shot from 23 ft (block by S. Gilgeous-Alexander),,55,78
256,3,7:53.0,,Defensive rebound by D. Gallinari,55,78
257,3,7:49.0,,Personal foul by J. Jackson (drawn by D. Gallinari),55,78
258,3,7:49.0,E. Okobo enters the game for J. Jackson,,55,78
259,3,7:49.0,K. Oubre enters the game for T. Johnson,,55,78
260,3,7:34.0,,P. Beverley makes 2-pt layup from 1 ft,55,80
261,3,7:26.0,Personal foul by I. Zubac (drawn by D. Booker),,55,80
262,3,7:21.0,D. Booker misses 3-pt jump shot from 23 ft,,55,80
263,3,7:18.0,,Defensive rebound by S. Gilgeous-Alexander,55,80
264,3,7:12.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 13 ft,55,82
265,3,6:56.0,Personal foul by P. Beverley (drawn by D. Booker),,55,82
266,3,6:52.0,Personal foul by I. Zubac (drawn by D. Booker),,55,82
267,3,6:52.0,,S. Thornwell enters the game for P. Beverley,55,82
268,3,6:43.0,K. Oubre makes 2-pt jump shot from 16 ft,,57,82
269,3,6:34.0,,Shooting foul by E. Okobo (drawn by S. Gilgeous-Alexander),57,82
270,3,6:34.0,,S. Gilgeous-Alexander misses free throw 1 of 2,57,82
271,3,6:34.0,,Offensive rebound by Team,57,82
272,3,6:34.0,,S. Gilgeous-Alexander misses free throw 2 of 2,57,82
273,3,6:31.0,Defensive rebound by D. Ayton,,57,82
274,3,6:21.0,Personal foul by S. Thornwell (drawn by D. Booker),,57,82
275,3,6:21.0,D. Booker makes free throw 1 of 2,,58,82
276,3,6:21.0,D. Booker makes free throw 2 of 2,,59,82
277,3,6:09.0,,Turnover by S. Gilgeous-Alexander (lost ball; steal by D. Booker),59,82
278,3,6:05.0,M. Bridges misses 3-pt jump shot from 24 ft,,59,82
279,3,6:01.0,,Defensive rebound by D. Gallinari,59,82
280,3,5:54.0,,I. Zubac makes 2-pt hook shot from 5 ft (assist by D. Gallinari),59,84
281,3,5:36.0,K. Oubre misses 3-pt jump shot from 25 ft,,59,84
282,3,5:30.0,,Defensive rebound by S. Gilgeous-Alexander,59,84
283,3,5:26.0,,Shooting foul by M. Bridges (drawn by I. Zubac),59,84
284,3,5:26.0,,I. Zubac makes free throw 1 of 2,59,85
285,3,5:26.0,,J. Green enters the game for D. Gallinari,59,85
286,3,5:26.0,,I. Zubac makes free throw 2 of 2,59,86
287,3,5:06.0,M. Bridges misses 3-pt jump shot from 26 ft,,59,86
288,3,5:04.0,,Defensive rebound by I. Zubac,59,86
289,3,4:59.0,,Shooting foul by D. Ayton (drawn by I. Zubac),59,86
290,3,4:59.0,,I. Zubac makes free throw 1 of 2,59,87
291,3,4:59.0,D. Bender enters the game for D. Ayton,,59,87
292,3,4:59.0,J. Crawford enters the game for D. Booker,,59,87
293,3,4:59.0,R. Holmes enters the game for M. Bridges,,59,87
294,3,4:59.0,,I. Zubac makes free throw 2 of 2,59,88
295,3,4:40.0,K. Oubre misses 2-pt dunk from 2 ft,,59,88
296,3,4:38.0,,Defensive rebound by S. Thornwell,59,88
297,3,4:33.0,,Turnover by S. Thornwell (lost ball; steal by J. Crawford),59,88
298,3,4:27.0,Turnover by D. Bender (bad pass; steal by S. Gilgeous-Alexander),,59,88
299,3,4:15.0,,I. Zubac makes 2-pt hook shot from 7 ft (assist by L. Shamet),59,90
300,3,4:15.0,Phoenix full timeout,,59,90
301,3,4:03.0,K. Oubre makes 2-pt dunk from 2 ft (assist by J. Crawford),,61,90
302,3,3:46.0,,J. Green misses 3-pt jump shot from 25 ft,61,90
303,3,3:43.0,Defensive rebound by J. Crawford,,61,90
304,3,3:40.0,Shooting foul by J. Green (drawn by R. Holmes),,61,90
305,3,3:40.0,R. Holmes makes free throw 1 of 2,,62,90
306,3,3:40.0,,L. Williams enters the game for S. Gilgeous-Alexander,62,90
307,3,3:40.0,R. Holmes misses free throw 2 of 2,,62,90
308,3,3:37.0,,Defensive rebound by J. Green,62,90
309,3,3:24.0,,L. Shamet misses 2-pt layup from 1 ft,62,90
310,3,3:22.0,Defensive rebound by D. Bender,,62,90
311,3,3:10.0,J. Crawford makes 2-pt jump shot from 16 ft (assist by E. Okobo),,64,90
312,3,2:43.0,,I. Zubac misses 2-pt hook shot from 4 ft,64,90
313,3,2:40.0,Defensive rebound by R. Holmes,,64,90
314,3,2:35.0,Turnover by J. Crawford (bad pass; steal by J. Green),,64,90
315,3,2:33.0,,Shooting foul by J. Crawford (drawn by L. Williams),64,90
316,3,2:33.0,,L. Williams makes free throw 1 of 2,64,91
317,3,2:33.0,,M. Harrell enters the game for L. Shamet,64,91
318,3,2:33.0,,G. Temple enters the game for I. Zubac,64,91
319,3,2:33.0,,L. Williams makes free throw 2 of 2,64,92
320,3,2:19.0,K. Oubre makes 2-pt dunk from 1 ft (assist by J. Crawford),,66,92
321,3,2:04.0,,G. Temple misses 3-pt jump shot from 26 ft,66,92
322,3,2:00.0,Defensive rebound by R. Holmes,,66,92
323,3,1:50.0,E. Okobo makes 3-pt jump shot from 28 ft,,69,92
324,3,1:35.0,,L. Williams misses 2-pt jump shot from 1 ft,69,92
325,3,1:31.0,,Offensive rebound by J. Green,69,92
326,3,1:31.0,,J. Green makes 2-pt layup at rim,69,94
327,3,1:26.0,Turnover by E. Okobo (bad pass; steal by M. Harrell),,69,94
328,3,1:24.0,,L. Williams makes 2-pt layup from 2 ft (assist by M. Harrell),69,96
329,3,1:06.0,Shooting foul by J. Green (drawn by J. Crawford),,69,96
330,3,1:06.0,J. Crawford makes free throw 1 of 2,,70,96
331,3,1:06.0,T. Daniels enters the game for E. Okobo,,70,96
332,3,1:06.0,,T. Wallace enters the game for S. Thornwell,70,96
333,3,1:06.0,J. Crawford makes free throw 2 of 2,,71,96
334,3,0:53.0,,J. Green misses 2-pt layup from 2 ft (block by J. Crawford),71,96
335,3,0:49.0,Defensive rebound by J. Crawford,,71,96
336,3,0:47.0,K. Oubre makes 2-pt jump shot from 10 ft (assist by J. Crawford),,73,96
337,3,0:40.0,,L. Williams misses 2-pt layup from 3 ft,73,96
338,3,0:39.0,,Offensive rebound by M. Harrell,73,96
339,3,0:39.0,,M. Harrell misses 2-pt layup from 1 ft (block by R. Holmes),73,96
340,3,0:34.0,,Offensive rebound by M. Harrell,73,96
341,3,0:33.0,,M. Harrell makes 2-pt dunk from 1 ft,73,98
342,3,0:33.0,J. Crawford makes 3-pt jump shot from 27 ft,,76,98
343,3,0:29.0,,L. Williams makes 2-pt jump shot from 21 ft,76,100
344,3,0:06.0,R. Holmes makes 2-pt layup from 3 ft (assist by J. Crawford),,78,100
345,3,0:06.0,Shooting foul by J. Green (drawn by R. Holmes),,78,100
346,3,0:06.0,E. Okobo enters the game for J. Crawford,,78,100
347,3,0:06.0,R. Holmes makes free throw 1 of 1,,79,100
348,3,0:00.0,,M. Harrell misses 3-pt jump shot from 26 ft,79,100
349,3,0:00.0,,Offensive rebound by Team,79,100
350,4,11:42.0,,T. Wallace makes 2-pt dunk from 2 ft (assist by J. Green),79,102
351,4,11:19.0,K. Oubre misses 3-pt jump shot from 24 ft,,79,102
352,4,11:15.0,,Defensive rebound by J. Green,79,102
353,4,11:08.0,,T. Wallace makes 2-pt hook shot from 5 ft,79,104
354,4,10:47.0,R. Holmes misses 2-pt layup from 3 ft (block by J. Green),,79,104
355,4,10:44.0,,Defensive rebound by G. Temple,79,104
356,4,10:43.0,,G. Temple makes 2-pt layup from 2 ft (assist by L. Williams),79,106
357,4,10:43.0,,Shooting foul by T. Daniels (drawn by G. Temple),79,106
358,4,10:43.0,D. Ayton enters the game for J. Crawford,,79,106
359,4,10:43.0,D. Booker enters the game for R. Holmes,,79,106
360,4,10:43.0,,G. Temple misses free throw 1 of 1,79,106
361,4,10:39.0,Defensive rebound by D. Ayton,,79,106
362,4,10:22.0,D. Bender misses 3-pt jump shot from 25 ft,,79,106
363,4,10:22.0,Offensive rebound by K. Oubre,,79,106
364,4,10:22.0,Shooting foul by T. Wallace (drawn by K. Oubre),,79,106
365,4,10:22.0,K. Oubre misses free throw 1 of 2,,79,106
366,4,10:22.0,Offensive rebound by Team,,79,106
367,4,10:22.0,K. Oubre makes free throw 2 of 2,,80,106
368,4,10:11.0,,J. Green makes 3-pt jump shot from 27 ft (assist by L. Williams),80,109
369,4,9:50.0,D. Ayton misses 2-pt hook shot from 5 ft,,80,109
370,4,9:47.0,,Defensive rebound by J. Green,80,109
371,4,9:31.0,,M. Harrell misses 2-pt hook shot from 6 ft,80,109
372,4,9:28.0,Defensive rebound by K. Oubre,,80,109
373,4,9:24.0,Turnover by K. Oubre (lost ball; steal by G. Temple),,80,109
374,4,9:22.0,,Turnover by T. Wallace (bad pass),80,109
375,4,9:12.0,Personal foul by G. Temple (drawn by D. Booker),,80,109
