,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,PHOENIX_ACTION,MINNESOTA_SCORE,PHOENIX_SCORE
77,1,3:43.0,Personal foul by T. Warren (drawn by D. Rose),,23,23
78,1,3:38.0,Turnover by A. Tolliver (bad pass; steal by J. Jackson),,23,23
79,1,3:29.0,,T. Warren makes 3-pt jump shot from 25 ft (assist by J. Evans),23,26
80,1,3:12.0,K. Towns misses 2-pt jump shot from 11 ft,,23,26
81,1,3:09.0,,Defensive rebound by D. Booker,23,26
82,1,3:02.0,,Personal foul by A. Tolliver (drawn by D. Booker),23,26
83,1,3:02.0,T. Jones enters the game for J. Teague,,23,26
84,1,2:49.0,,Turnover by J. Evans (bad pass; steal by T. Jones),23,26
85,1,2:44.0,Personal foul by J. Evans (drawn by T. Jones),,23,26
86,1,2:44.0,Minnesota full timeout,,23,26
87,1,2:44.0,T. Jones misses free throw 1 of 2,,23,26
88,1,2:44.0,Offensive rebound by Team,,23,26
89,1,2:44.0,T. Jones makes free throw 2 of 2,,24,26
90,1,2:24.0,,J. Jackson misses 2-pt layup from 8 ft,24,26
91,1,2:22.0,Defensive rebound by K. Towns,,24,26
92,1,2:04.0,K. Towns makes 2-pt layup from 1 ft (assist by A. Tolliver),,26,26
93,1,1:47.0,,D. Booker makes 2-pt jump shot from 17 ft,26,28
94,1,1:32.0,K. Towns makes 2-pt hook shot from 8 ft,,28,28
95,1,1:32.0,Shooting foul by R. Holmes (drawn by K. Towns),,28,28
96,1,1:32.0,,J. Crawford enters the game for D. Booker,28,28
97,1,1:32.0,K. Towns makes free throw 1 of 1,,29,28
98,1,1:18.0,,J. Jackson misses 3-pt jump shot from 23 ft,29,28
99,1,1:15.0,Defensive rebound by T. Jones,,29,28
100,1,1:09.0,A. Tolliver misses 3-pt jump shot from 25 ft,,29,28
101,1,1:05.0,,Defensive rebound by J. Jackson,29,28
102,1,1:00.0,,Turnover by J. Jackson (bad pass; steal by T. Jones),29,28
103,1,0:54.0,T. Jones misses 2-pt layup from 3 ft (block by J. Jackson),,29,28
104,1,0:50.0,Offensive rebound by K. Towns,,29,28
105,1,0:47.0,Shooting foul by J. Jackson (drawn by R. Covington),,29,28
106,1,0:47.0,R. Covington misses free throw 1 of 2,,29,28
107,1,0:47.0,Offensive rebound by Team,,29,28
108,1,0:47.0,G. Dieng enters the game for K. Towns,,29,28
109,1,0:47.0,R. Covington makes free throw 2 of 2,,30,28
110,1,0:34.0,,T. Warren misses 3-pt jump shot from 25 ft,30,28
111,1,0:31.0,Defensive rebound by G. Dieng,,30,28
112,1,0:20.0,Turnover by G. Dieng (traveling),,30,28
113,1,0:20.0,J. Okogie enters the game for R. Covington,,30,28
114,1,0:20.0,,D. Booker enters the game for J. Evans,30,28
115,1,0:03.0,,Turnover by J. Crawford (bad pass; steal by A. Tolliver),30,28
116,1,0:00.0,J. Okogie misses 3-pt jump shot from 47 ft,,30,28
117,1,0:00.0,Offensive rebound by Team,,30,28
118,2,11:46.0,,D. Ayton misses 2-pt hook shot from 7 ft,30,28
119,2,11:42.0,Defensive rebound by G. Dieng,,30,28
120,2,11:29.0,Turnover by D. Rose (lost ball; steal by D. Melton),,30,28
121,2,11:21.0,,M. Bridges misses 3-pt jump shot from 23 ft,30,28
122,2,11:19.0,Defensive rebound by D. Rose,,30,28
123,2,11:10.0,D. Rose makes 2-pt layup from 3 ft,,32,28
124,2,10:49.0,,J. Jackson misses 2-pt layup from 1 ft (block by J. Okogie),32,28
125,2,10:47.0,Defensive rebound by J. Okogie,,32,28
126,2,10:39.0,T. Jones misses 2-pt jump shot from 20 ft,,32,28
127,2,10:38.0,Offensive rebound by Team,,32,28
128,2,10:38.0,,Loose ball foul by D. Ayton (drawn by G. Dieng),32,28
129,2,10:32.0,T. Jones misses 3-pt jump shot from 25 ft,,32,28
130,2,10:29.0,,Defensive rebound by J. Jackson,32,28
131,2,10:26.0,,D. Melton makes 2-pt layup at rim (assist by J. Jackson),32,30
132,2,10:04.0,D. Rose makes 2-pt jump shot from 11 ft,,34,30
133,2,9:43.0,,J. Crawford misses 3-pt jump shot from 25 ft,34,30
134,2,9:41.0,Defensive rebound by G. Dieng,,34,30
135,2,9:30.0,J. Okogie makes 2-pt jump shot from 9 ft (assist by G. Dieng),,36,30
136,2,9:17.0,,Shooting foul by G. Dieng (drawn by J. Jackson),36,30
137,2,9:17.0,,J. Jackson misses free throw 1 of 2,36,30
138,2,9:17.0,,Offensive rebound by Team,36,30
139,2,9:17.0,,J. Jackson makes free throw 2 of 2,36,31
140,2,9:03.0,Turnover by A. Tolliver (bad pass),,36,31
141,2,8:48.0,,D. Ayton makes 2-pt dunk from 1 ft (assist by J. Crawford),36,33
142,2,8:48.0,,Shooting foul by G. Dieng (drawn by D. Ayton),36,33
143,2,8:48.0,,D. Ayton makes free throw 1 of 1,36,34
144,2,8:27.0,G. Dieng misses 2-pt layup from 1 ft,,36,34
145,2,8:26.0,,Defensive rebound by D. Ayton,36,34
146,2,8:22.0,,Turnover by J. Crawford (bad pass; steal by D. Rose),36,34
147,2,8:18.0,J. Okogie misses 3-pt jump shot from 24 ft,,36,34
148,2,8:14.0,,Defensive rebound by J. Crawford,36,34
149,2,8:06.0,,J. Jackson misses 2-pt jump shot from 11 ft,36,34
150,2,8:05.0,,Offensive rebound by J. Jackson,36,34
151,2,8:04.0,,J. Jackson misses 2-pt layup from 6 ft,36,34
152,2,8:03.0,,Offensive rebound by D. Ayton,36,34
153,2,7:58.0,,M. Bridges makes 3-pt jump shot from 23 ft (assist by D. Ayton),36,37
154,2,7:51.0,Minnesota full timeout,,36,37
155,2,7:51.0,D. Šarić enters the game for G. Dieng,,36,37
156,2,7:51.0,K. Towns enters the game for J. Okogie,,36,37
157,2,7:51.0,A. Wiggins enters the game for A. Tolliver,,36,37
158,2,7:51.0,,D. Booker enters the game for J. Jackson,36,37
159,2,7:37.0,K. Towns makes 2-pt jump shot from 19 ft (assist by D. Šarić),,38,37
160,2,7:19.0,,Turnover by J. Crawford (bad pass; steal by K. Towns),38,37
161,2,7:17.0,Personal take foul by J. Crawford (drawn by D. Rose),,38,37
162,2,7:17.0,J. Teague enters the game for T. Jones,,38,37
163,2,7:17.0,,T. Warren enters the game for D. Melton,38,37
164,2,7:05.0,K. Towns makes 2-pt layup from 1 ft,,40,37
165,2,6:52.0,,D. Booker makes 2-pt layup from 1 ft (assist by J. Crawford),40,39
166,2,6:40.0,D. Rose makes 2-pt layup from 1 ft (assist by J. Teague),,42,39
167,2,6:40.0,Shooting foul by T. Warren (drawn by D. Rose),,42,39
168,2,6:40.0,D. Rose makes free throw 1 of 1,,43,39
169,2,6:25.0,,J. Crawford makes 2-pt jump shot from 17 ft,43,41
170,2,6:12.0,J. Teague makes 2-pt jump shot from 9 ft,,45,41
171,2,5:53.0,,M. Bridges misses 2-pt layup at rim,45,41
172,2,5:50.0,,Offensive rebound by D. Ayton,45,41
173,2,5:50.0,,D. Ayton misses 2-pt layup from 1 ft,45,41
174,2,5:50.0,Defensive rebound by D. Šarić,,45,41
175,2,5:45.0,J. Teague misses 2-pt layup from 1 ft (block by M. Bridges),,45,41
176,2,5:44.0,,Defensive rebound by J. Crawford,45,41
177,2,5:38.0,,M. Bridges makes 3-pt jump shot from 25 ft (assist by T. Warren),45,44
178,2,5:19.0,K. Towns misses 2-pt hook shot from 8 ft,,45,44
179,2,5:17.0,,Defensive rebound by D. Ayton,45,44
180,2,5:10.0,,Turnover by D. Booker (bad pass),45,44
181,2,5:10.0,,R. Holmes enters the game for D. Ayton,45,44
182,2,4:51.0,K. Towns misses 2-pt hook shot from 8 ft,,45,44
183,2,4:49.0,,Defensive rebound by D. Booker,45,44
184,2,4:43.0,,M. Bridges misses 3-pt jump shot from 23 ft,45,44
185,2,4:43.0,Defensive rebound by A. Wiggins,,45,44
186,2,4:35.0,Personal foul by T. Warren (drawn by D. Šarić),,45,44
187,2,4:22.0,D. Rose makes 3-pt jump shot from 25 ft (assist by K. Towns),,48,44
188,2,4:20.0,,Phoenix full timeout,48,44
189,2,4:20.0,,J. Jackson enters the game for T. Warren,48,44
190,2,4:06.0,,Turnover by J. Jackson (bad pass; steal by D. Šarić),48,44
191,2,4:01.0,K. Towns makes 2-pt dunk at rim (assist by D. Rose),,50,44
192,2,3:36.0,,M. Bridges makes 2-pt layup at rim (assist by D. Booker),50,46
193,2,3:21.0,Personal foul by R. Holmes (drawn by K. Towns),,50,46
194,2,3:21.0,R. Covington enters the game for D. Rose,,50,46
195,2,3:21.0,K. Towns makes free throw 1 of 2,,51,46
196,2,3:21.0,K. Towns misses free throw 2 of 2,,51,46
197,2,3:18.0,,Defensive rebound by J. Jackson,51,46
198,2,3:10.0,Violation by Team (kicked ball),,51,46
199,2,3:03.0,,D. Booker makes 3-pt jump shot from 26 ft,51,49
200,2,2:41.0,J. Teague misses 2-pt jump shot from 8 ft,,51,49
201,2,2:41.0,Offensive rebound by Team,,51,49
202,2,2:37.0,D. Šarić makes 2-pt jump shot from 13 ft (assist by J. Teague),,53,49
203,2,2:13.0,,J. Crawford misses 3-pt jump shot from 36 ft,53,49
204,2,2:11.0,,Offensive rebound by Team,53,49
205,2,2:11.0,,Turnover by Team (shot clock),53,49
206,2,2:02.0,K. Towns misses 2-pt layup from 1 ft,,53,49
207,2,2:02.0,,Defensive rebound by Team,53,49
208,2,2:02.0,Loose ball foul by K. Towns (drawn by R. Holmes),,53,49
209,2,1:50.0,,R. Holmes makes 2-pt dunk at rim (assist by D. Booker),53,51
210,2,1:36.0,A. Wiggins makes 2-pt dunk from 1 ft (assist by K. Towns),,55,51
211,2,1:19.0,,J. Crawford misses 3-pt jump shot from 23 ft,55,51
212,2,1:16.0,Defensive rebound by A. Wiggins,,55,51
213,2,1:11.0,R. Covington misses 3-pt jump shot from 26 ft,,55,51
214,2,1:08.0,Offensive rebound by K. Towns,,55,51
215,2,1:07.0,K. Towns misses 2-pt hook shot from 2 ft,,55,51
216,2,1:05.0,Offensive rebound by D. Šarić,,55,51
217,2,1:04.0,D. Šarić misses 2-pt layup from 2 ft (block by M. Bridges),,55,51
218,2,1:01.0,,Defensive rebound by M. Bridges,55,51
219,2,0:49.0,,R. Holmes makes 2-pt layup at rim (assist by D. Booker),55,53
220,2,0:38.0,K. Towns makes 2-pt hook shot from 9 ft (assist by J. Teague),,57,53
221,2,0:31.0,,J. Crawford makes 2-pt jump shot from 19 ft,57,55
222,2,0:09.0,K. Towns misses 2-pt jump shot from 10 ft,,57,55
223,2,0:08.0,Offensive rebound by A. Wiggins,,57,55
224,2,0:08.0,Shooting foul by R. Holmes (drawn by A. Wiggins),,57,55
225,2,0:08.0,A. Wiggins makes free throw 1 of 2,,58,55
226,2,0:08.0,G. Dieng enters the game for K. Towns,,58,55
227,2,0:08.0,A. Wiggins misses free throw 2 of 2,,58,55
228,2,0:06.0,,Defensive rebound by D. Booker,58,55
229,2,0:00.0,,Shooting foul by R. Covington (drawn by D. Booker),58,55
230,2,0:00.0,,D. Booker makes free throw 1 of 2,58,56
231,2,0:00.0,,D. Booker misses free throw 2 of 2,58,56
232,2,0:00.0,Defensive rebound by D. Šarić,,58,56
233,3,11:47.0,,T. Warren misses 2-pt jump shot from 8 ft,58,56
234,3,11:46.0,,Offensive rebound by D. Ayton,58,56
235,3,11:43.0,,D. Booker makes 3-pt jump shot from 26 ft (assist by D. Ayton),58,59
236,3,11:17.0,R. Covington makes 3-pt jump shot from 25 ft (assist by K. Towns),,61,59
237,3,10:53.0,,Shooting foul by R. Covington (drawn by D. Booker),61,59
238,3,10:53.0,,D. Booker makes free throw 1 of 2,61,60
239,3,10:53.0,,D. Booker makes free throw 2 of 2,61,61
240,3,10:35.0,K. Towns misses 2-pt layup from 7 ft,,61,61
241,3,10:33.0,,Defensive rebound by D. Ayton,61,61
242,3,10:30.0,,Personal foul by R. Covington (drawn by D. Booker),61,61
243,3,10:24.0,,T. Warren misses 2-pt jump shot from 7 ft,61,61
244,3,10:22.0,Defensive rebound by K. Towns,,61,61
245,3,10:19.0,R. Covington misses 3-pt jump shot from 26 ft,,61,61
246,3,10:16.0,,Defensive rebound by D. Ayton,61,61
247,3,10:05.0,,D. Ayton misses 2-pt hook shot from 6 ft,61,61
248,3,10:03.0,Defensive rebound by R. Covington,,61,61
249,3,9:56.0,R. Covington misses 2-pt jump shot from 9 ft,,61,61
250,3,9:53.0,,Defensive rebound by D. Booker,61,61
251,3,9:49.0,,D. Booker makes 2-pt jump shot from 22 ft,61,63
252,3,9:35.0,Shooting foul by D. Ayton (drawn by K. Towns),,61,63
253,3,9:35.0,K. Towns makes free throw 1 of 2,,62,63
254,3,9:35.0,K. Towns makes free throw 2 of 2,,63,63
255,3,9:22.0,,T. Warren misses 3-pt jump shot from 23 ft,63,63
256,3,9:19.0,Defensive rebound by D. Šarić,,63,63
257,3,9:17.0,Personal foul by T. Warren (drawn by J. Teague),,63,63
258,3,9:06.0,A. Wiggins makes 3-pt jump shot from 26 ft (assist by J. Teague),,66,63
259,3,8:43.0,,D. Melton makes 2-pt layup at rim (assist by D. Booker),66,65
260,3,8:30.0,Personal foul by D. Melton (drawn by K. Towns),,66,65
261,3,8:22.0,K. Towns misses 3-pt jump shot from 26 ft,,66,65
262,3,8:19.0,Offensive rebound by R. Covington,,66,65
263,3,8:08.0,R. Covington misses 3-pt jump shot from 26 ft,,66,65
264,3,8:05.0,,Defensive rebound by T. Warren,66,65
265,3,7:58.0,,T. Warren makes 3-pt jump shot from 27 ft (assist by D. Melton),66,68
266,3,7:50.0,A. Wiggins makes 2-pt jump shot from 22 ft (assist by J. Teague),,68,68
267,3,7:24.0,,T. Warren misses 2-pt layup from 2 ft (block by R. Covington),68,68
268,3,7:24.0,,Offensive rebound by Team,68,68
269,3,7:22.0,,D. Booker misses 2-pt layup from 1 ft,68,68
270,3,7:19.0,Defensive rebound by A. Wiggins,,68,68
271,3,7:12.0,Personal foul by D. Booker (drawn by D. Šarić),,68,68
272,3,7:02.0,A. Wiggins misses 2-pt layup from 4 ft (block by D. Ayton),,68,68
273,3,7:01.0,Offensive rebound by Team,,68,68
274,3,6:58.0,A. Wiggins misses 2-pt jump shot from 20 ft,,68,68
275,3,6:56.0,,Defensive rebound by D. Melton,68,68
276,3,6:50.0,,D. Ayton misses 2-pt dunk from 1 ft,68,68
277,3,6:49.0,,Offensive rebound by M. Bridges,68,68
278,3,6:43.0,,Turnover by M. Bridges (bad pass; steal by K. Towns),68,68
279,3,6:37.0,D. Šarić misses 3-pt jump shot from 24 ft,,68,68
280,3,6:33.0,,Defensive rebound by T. Warren,68,68
281,3,6:28.0,,M. Bridges misses 3-pt jump shot from 23 ft,68,68
282,3,6:24.0,Defensive rebound by R. Covington,,68,68
283,3,6:19.0,Shooting foul by D. Melton (drawn by J. Teague),,68,68
284,3,6:19.0,,Phoenix full timeout,68,68
285,3,6:19.0,,R. Holmes enters the game for D. Ayton,68,68
286,3,6:19.0,,J. Jackson enters the game for M. Bridges,68,68
287,3,6:19.0,J. Teague misses free throw 1 of 2,,68,68
288,3,6:19.0,Offensive rebound by Team,,68,68
289,3,6:19.0,J. Teague makes free throw 2 of 2,,69,68
290,3,6:05.0,,T. Warren misses 2-pt jump shot from 8 ft (block by K. Towns),69,68
291,3,6:02.0,Defensive rebound by K. Towns,,69,68
292,3,5:57.0,J. Teague makes 2-pt layup at rim,,71,68
293,3,5:36.0,,T. Warren makes 3-pt jump shot from 25 ft (assist by J. Jackson),71,71
294,3,5:20.0,J. Teague misses 2-pt jump shot from 3 ft,,71,71
295,3,5:20.0,,Defensive rebound by R. Holmes,71,71
296,3,5:12.0,,D. Melton misses 3-pt jump shot from 22 ft,71,71
297,3,5:10.0,Defensive rebound by D. Šarić,,71,71
298,3,5:03.0,Personal foul by J. Jackson (drawn by J. Teague),,71,71
299,3,5:03.0,J. Teague makes free throw 1 of 2,,72,71
300,3,5:03.0,D. Rose enters the game for R. Covington,,72,71
301,3,5:03.0,J. Teague makes free throw 2 of 2,,73,71
302,3,4:50.0,,D. Melton makes 3-pt jump shot from 23 ft (assist by D. Booker),73,74
303,3,4:31.0,J. Teague misses 2-pt jump shot from 6 ft,,73,74
304,3,4:29.0,,Defensive rebound by J. Jackson,73,74
305,3,4:14.0,,Shooting foul by K. Towns (drawn by D. Booker),73,74
306,3,4:14.0,,D. Booker makes free throw 1 of 2,73,75
307,3,4:14.0,,D. Booker makes free throw 2 of 2,73,76
308,3,4:08.0,A. Wiggins misses 3-pt jump shot from 25 ft,,73,76
309,3,4:02.0,,Defensive rebound by R. Holmes,73,76
310,3,3:57.0,,Turnover by D. Melton (step out of bounds),73,76
311,3,3:47.0,D. Šarić misses 3-pt jump shot from 25 ft,,73,76
312,3,3:45.0,,Defensive rebound by J. Jackson,73,76
313,3,3:37.0,,J. Jackson misses 2-pt jump shot from 13 ft,73,76
314,3,3:37.0,,Offensive rebound by R. Holmes,73,76
315,3,3:37.0,,R. Holmes makes 2-pt layup from 1 ft,73,78
316,3,3:37.0,,Shooting foul by D. Šarić (drawn by R. Holmes),73,78
317,3,3:37.0,T. Jones enters the game for J. Teague,,73,78
318,3,3:37.0,,M. Bridges enters the game for D. Melton,73,78
319,3,3:37.0,,J. Evans enters the game for T. Warren,73,78
320,3,3:37.0,,R. Holmes makes free throw 1 of 1,73,79
321,3,3:27.0,D. Rose makes 2-pt jump shot from 16 ft,,75,79
322,3,3:06.0,,M. Bridges misses 3-pt jump shot from 25 ft,75,79
323,3,3:04.0,Defensive rebound by K. Towns,,75,79
324,3,2:57.0,K. Towns misses 3-pt jump shot from 26 ft,,75,79
325,3,2:54.0,,Defensive rebound by J. Evans,75,79
326,3,2:41.0,,J. Jackson misses 3-pt jump shot from 25 ft,75,79
327,3,2:38.0,Defensive rebound by K. Towns,,75,79
328,3,2:22.0,D. Rose makes 2-pt jump shot from 16 ft (assist by A. Wiggins),,77,79
329,3,1:59.0,,D. Booker makes 2-pt layup from 2 ft,77,81
330,3,1:50.0,A. Wiggins misses 3-pt jump shot from 23 ft,,77,81
331,3,1:47.0,Offensive rebound by D. Šarić,,77,81
332,3,1:40.0,K. Towns misses 3-pt jump shot from 27 ft,,77,81
333,3,1:39.0,,Defensive rebound by J. Evans,77,81
334,3,1:33.0,,D. Booker makes 2-pt jump shot from 11 ft (assist by J. Evans),77,83
335,3,1:27.0,A. Wiggins misses 2-pt layup from 3 ft (block by M. Bridges),,77,83
336,3,1:25.0,,Defensive rebound by M. Bridges,77,83
337,3,1:20.0,,J. Jackson makes 2-pt dunk from 1 ft (assist by J. Evans),77,85
338,3,1:18.0,Minnesota full timeout,,77,85
339,3,1:18.0,G. Dieng enters the game for K. Towns,,77,85
340,3,1:03.0,Offensive foul by G. Dieng (drawn by R. Holmes),,77,85
341,3,1:03.0,Turnover by G. Dieng (offensive foul),,77,85
342,3,0:46.0,,D. Booker misses 3-pt jump shot from 26 ft,77,85
343,3,0:44.0,Defensive rebound by G. Dieng,,77,85
344,3,0:31.0,D. Šarić makes 3-pt jump shot from 26 ft (assist by T. Jones),,80,85
345,3,0:10.0,,J. Jackson misses 2-pt jump shot from 19 ft,80,85
346,3,0:06.0,Defensive rebound by A. Wiggins,,80,85
347,3,0:03.0,A. Wiggins makes 2-pt jump shot from 19 ft,,82,85
348,3,0:00.0,,J. Evans misses 3-pt jump shot from 41 ft,82,85
349,3,0:00.0,,Offensive rebound by Team,82,85
350,4,11:48.0,D. Rose makes 2-pt jump shot from 10 ft (assist by G. Dieng),,84,85
351,4,11:33.0,,Personal foul by R. Covington (drawn by J. Evans),84,85
352,4,11:21.0,,J. Jackson makes 2-pt jump shot from 11 ft (assist by M. Bridges),84,87
353,4,11:02.0,Personal foul by J. Jackson (drawn by G. Dieng),,84,87
354,4,10:55.0,R. Covington misses 3-pt jump shot from 25 ft,,84,87
355,4,10:52.0,,Defensive rebound by J. Evans,84,87
356,4,10:43.0,,R. Holmes misses 2-pt layup from 1 ft,84,87
357,4,10:40.0,Defensive rebound by G. Dieng,,84,87
358,4,10:34.0,G. Dieng misses 2-pt hook shot from 8 ft,,84,87
359,4,10:34.0,,Defensive rebound by J. Evans,84,87
360,4,10:21.0,,J. Crawford misses 2-pt jump shot from 22 ft,84,87
361,4,10:18.0,Defensive rebound by Team,,84,87
362,4,10:18.0,,D. Ayton enters the game for R. Holmes,84,87
363,4,10:02.0,D. Rose misses 3-pt jump shot from 26 ft,,84,87
364,4,9:59.0,,Defensive rebound by D. Ayton,84,87
365,4,9:49.0,,Turnover by J. Jackson (traveling),84,87
366,4,9:39.0,D. Rose misses 2-pt layup from 1 ft,,84,87
367,4,9:36.0,,Defensive rebound by J. Crawford,84,87
368,4,9:24.0,,Turnover by J. Jackson (lost ball; steal by R. Covington),84,87
369,4,9:24.0,,T. Warren enters the game for J. Jackson,84,87
370,4,9:04.0,T. Jones misses 3-pt jump shot from 26 ft,,84,87
371,4,9:02.0,,Defensive rebound by Team,84,87
372,4,8:48.0,,D. Ayton makes 2-pt layup from 1 ft (assist by J. Crawford),84,89
373,4,8:29.0,Turnover by D. Rose (bad pass),,84,89
374,4,8:24.0,,Personal foul by G. Dieng (drawn by D. Ayton),84,89
375,4,8:24.0,K. Towns enters the game for G. Dieng,,84,89
376,4,8:16.0,,D. Ayton makes 2-pt layup from 1 ft (assist by J. Evans),84,91
377,4,8:16.0,,Shooting foul by A. Tolliver (drawn by D. Ayton),84,91
378,4,8:16.0,,D. Ayton makes free throw 1 of 1,84,92
379,4,8:00.0,R. Covington misses 3-pt jump shot from 25 ft,,84,92
380,4,7:58.0,,Defensive rebound by D. Ayton,84,92
381,4,7:45.0,,J. Evans misses 2-pt jump shot from 12 ft,84,92
382,4,7:44.0,,Offensive rebound by J. Evans,84,92
383,4,7:43.0,,Phoenix full timeout,84,92
384,4,7:35.0,,M. Bridges makes 2-pt layup from 1 ft (assist by J. Crawford),84,94
385,4,7:16.0,K. Towns misses 3-pt jump shot from 25 ft,,84,94
386,4,7:14.0,,Defensive rebound by M. Bridges,84,94
