,QUARTER,TIME_REMAINING,PORTLAND_ACTION,CHARLOTTE_ACTION,PORTLAND_SCORE,CHARLOTTE_SCORE
381,4,7:00.0,Defensive rebound by E. Freedom,,97,93
382,4,6:46.0,E. Freedom misses 3-pt jump shot from 27 ft,,97,93
383,4,6:43.0,,Defensive rebound by N. Batum,97,93
384,4,6:37.0,,Charlotte full timeout,97,93
385,4,6:37.0,A. Aminu enters the game for Z. Collins,,97,93
386,4,6:37.0,D. Lillard enters the game for S. Curry,,97,93
387,4,6:37.0,J. Nurkić enters the game for E. Freedom,,97,93
388,4,6:37.0,,J. Lamb enters the game for B. Biyombo,97,93
389,4,6:37.0,,M. Williams enters the game for F. Kaminsky,97,93
390,4,6:37.0,,C. Zeller enters the game for T. Parker,97,93
391,4,6:22.0,,K. Walker makes 3-pt jump shot from 26 ft,97,96
392,4,6:03.0,R. Hood misses 2-pt dunk from 1 ft,,97,96
393,4,6:03.0,Offensive rebound by Team,,97,96
394,4,5:57.0,Turnover by J. Nurkić (bad pass; steal by C. Zeller),,97,96
395,4,5:49.0,,K. Walker misses 2-pt jump shot from 2 ft,97,96
396,4,5:47.0,Defensive rebound by D. Lillard,,97,96
397,4,5:42.0,J. Nurkić makes 2-pt layup from 3 ft (assist by R. Hood),,99,96
398,4,5:42.0,Shooting foul by N. Batum (drawn by J. Nurkić),,99,96
399,4,5:42.0,J. Nurkić makes free throw 1 of 1,,100,96
400,4,5:33.0,,Personal foul by D. Lillard (drawn by K. Walker),100,96
401,4,5:16.0,,K. Walker misses 3-pt jump shot from 24 ft,100,96
402,4,5:12.0,,Offensive rebound by M. Williams,100,96
403,4,5:12.0,,M. Williams misses 2-pt layup from 1 ft,100,96
404,4,5:11.0,Defensive rebound by A. Aminu,,100,96
405,4,5:10.0,J. Nurkić makes 2-pt layup from 2 ft (assist by A. Aminu),,102,96
406,4,4:49.0,,C. Zeller makes 2-pt jump shot from 12 ft (assist by K. Walker),102,98
407,4,4:48.0,Portland full timeout,,102,98
408,4,4:25.0,R. Hood makes 2-pt jump shot from 20 ft,,104,98
409,4,4:12.0,,M. Williams misses 3-pt jump shot from 25 ft,104,98
410,4,4:10.0,Defensive rebound by J. Nurkić,,104,98
411,4,3:54.0,A. Aminu misses 3-pt jump shot from 25 ft,,104,98
412,4,3:52.0,Offensive rebound by Team,,104,98
413,4,3:41.0,R. Hood misses 2-pt jump shot from 17 ft,,104,98
414,4,3:39.0,Offensive rebound by J. Nurkić,,104,98
415,4,3:39.0,J. Nurkić misses 2-pt layup from 2 ft (block by C. Zeller),,104,98
416,4,3:39.0,Offensive rebound by A. Aminu,,104,98
417,4,3:39.0,A. Aminu makes 2-pt layup at rim,,106,98
418,4,3:39.0,Shooting foul by M. Williams (drawn by A. Aminu),,106,98
419,4,3:39.0,,F. Kaminsky enters the game for M. Williams,106,98
420,4,3:39.0,A. Aminu makes free throw 1 of 1,,107,98
421,4,3:24.0,,C. Zeller misses 2-pt layup from 1 ft,107,98
422,4,3:22.0,Defensive rebound by J. Nurkić,,107,98
423,4,3:14.0,J. Nurkić makes 2-pt layup from 1 ft (assist by A. Aminu),,109,98
424,4,3:14.0,,Charlotte full timeout,109,98
425,4,3:14.0,Portland full timeout,,109,98
426,4,3:14.0,,M. Williams enters the game for C. Zeller,109,98
427,4,3:05.0,,K. Walker misses 3-pt jump shot from 25 ft,109,98
428,4,3:03.0,Defensive rebound by J. Nurkić,,109,98
429,4,2:43.0,R. Hood makes 3-pt jump shot from 27 ft,,112,98
430,4,2:33.0,,Shooting foul by D. Lillard (drawn by F. Kaminsky),112,98
431,4,2:33.0,,F. Kaminsky makes free throw 1 of 2,112,99
432,4,2:33.0,,F. Kaminsky makes free throw 2 of 2,112,100
433,4,2:12.0,Turnover by A. Aminu (traveling),,112,100
434,4,1:58.0,,K. Walker makes 3-pt jump shot from 23 ft (assist by M. Williams),112,103
435,4,1:42.0,A. Aminu makes 2-pt layup from 4 ft,,114,103
436,4,1:33.0,,Personal foul by J. Nurkić (drawn by F. Kaminsky),114,103
437,4,1:33.0,,F. Kaminsky makes free throw 1 of 2,114,104
438,4,1:33.0,,M. Bridges enters the game for M. Williams,114,104
439,4,1:33.0,,F. Kaminsky makes free throw 2 of 2,114,105
440,4,1:11.0,J. Nurkić misses 2-pt jump shot from 21 ft,,114,105
441,4,1:09.0,,Defensive rebound by M. Bridges,114,105
442,4,1:02.0,,Turnover by F. Kaminsky (lost ball; steal by J. Nurkić),114,105
443,4,0:52.0,D. Lillard makes 2-pt layup from 2 ft,,116,105
444,4,0:42.0,,F. Kaminsky makes 3-pt jump shot from 27 ft (assist by K. Walker),116,108
445,4,0:42.0,Portland full timeout,,116,108
446,4,0:42.0,J. Layman enters the game for J. Nurkić,,116,108
447,4,0:39.0,Turnover by D. Lillard (bad pass),,116,108
448,4,0:39.0,M. Harkless enters the game for J. Layman,,116,108
449,4,0:31.0,,K. Walker misses 3-pt jump shot from 27 ft,116,108
450,4,0:31.0,Defensive rebound by Team,,116,108
451,4,0:22.0,Personal foul by M. Bridges (drawn by R. Hood),,116,108
452,4,0:22.0,R. Hood makes free throw 1 of 2,,117,108
453,4,0:22.0,R. Hood makes free throw 2 of 2,,118,108
