,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,DETROIT_ACTION,GOLDEN STATE_SCORE,DETROIT_SCORE
0,1,11:45.0,,R. Jackson misses 3-pt jump shot from 27 ft,0,0
1,1,11:41.0,Defensive rebound by K. Durant,,0,0
2,1,11:24.0,J. Jerebko misses 3-pt jump shot from 23 ft,,0,0
3,1,11:19.0,Offensive rebound by D. Jones,,0,0
4,1,11:17.0,D. Jones misses 2-pt layup from 1 ft (block by A. Drummond),,0,0
5,1,11:16.0,,Defensive rebound by Team,0,0
6,1,11:02.0,,R. Bullock misses 3-pt jump shot from 30 ft,0,0
7,1,10:58.0,,Offensive rebound by A. Drummond,0,0
8,1,10:55.0,,A. Drummond makes 2-pt layup from 2 ft,0,2
9,1,10:49.0,K. Durant misses 3-pt jump shot from 28 ft,,0,2
10,1,10:46.0,,Defensive rebound by Team,0,2
11,1,10:28.0,,A. Drummond misses 2-pt layup from 3 ft,0,2
12,1,10:25.0,Defensive rebound by J. Jerebko,,0,2
13,1,10:20.0,K. Thompson makes 2-pt jump shot from 8 ft,,2,2
14,1,9:57.0,,R. Bullock misses 3-pt jump shot from 28 ft,2,2
15,1,9:57.0,Defensive rebound by D. Jones,,2,2
16,1,9:50.0,K. Thompson misses 2-pt jump shot from 16 ft,,2,2
17,1,9:44.0,,Defensive rebound by A. Drummond,2,2
18,1,9:26.0,,R. Bullock misses 2-pt jump shot from 11 ft,2,2
19,1,9:21.0,,Offensive rebound by A. Drummond,2,2
20,1,9:21.0,,Turnover by A. Drummond (bad pass; steal by K. Thompson),2,2
21,1,9:17.0,J. Jerebko makes 2-pt layup at rim,,4,2
22,1,9:02.0,,R. Bullock misses 3-pt jump shot from 27 ft,4,2
23,1,8:57.0,Defensive rebound by K. Thompson,,4,2
24,1,8:54.0,S. Curry misses 3-pt jump shot from 28 ft,,4,2
25,1,8:51.0,,Defensive rebound by R. Jackson,4,2
26,1,8:47.0,,G. Robinson misses 2-pt layup from 4 ft (block by K. Durant),4,2
27,1,8:43.0,Defensive rebound by S. Curry,,4,2
28,1,8:39.0,K. Thompson makes 2-pt layup from 1 ft (assist by S. Curry),,6,2
29,1,8:22.0,,Turnover by B. Griffin (bad pass; steal by J. Jerebko),6,2
30,1,8:17.0,Turnover by K. Durant (bad pass),,6,2
31,1,8:03.0,,R. Jackson makes 3-pt jump shot from 28 ft (assist by B. Griffin),6,5
32,1,7:48.0,K. Thompson misses 2-pt jump shot from 17 ft,,6,5
33,1,7:44.0,,Defensive rebound by A. Drummond,6,5
34,1,7:42.0,,Offensive foul by B. Griffin (drawn by J. Jerebko),6,5
35,1,7:42.0,,Turnover by B. Griffin (offensive foul),6,5
36,1,7:32.0,S. Curry misses 3-pt jump shot from 28 ft,,6,5
37,1,7:29.0,,Defensive rebound by A. Drummond,6,5
38,1,7:17.0,,Personal foul by D. Jones (drawn by A. Drummond),6,5
39,1,7:17.0,,R. Jackson misses 2-pt jump shot from 13 ft,6,5
40,1,7:17.0,,Offensive rebound by Team,6,5
41,1,7:09.0,,B. Griffin misses 2-pt jump shot from 14 ft,6,5
42,1,7:05.0,,Offensive rebound by A. Drummond,6,5
43,1,7:04.0,,A. Drummond makes 2-pt layup from 3 ft,6,7
44,1,6:56.0,Shooting foul by R. Bullock (drawn by D. Jones),,6,7
45,1,6:56.0,,Detroit full timeout,6,7
46,1,6:56.0,D. Jones makes free throw 1 of 2,,7,7
47,1,6:56.0,D. Jones makes free throw 2 of 2,,8,7
48,1,6:48.0,,Personal foul by J. Jerebko (drawn by B. Griffin),8,7
49,1,6:44.0,,Offensive foul by R. Jackson (drawn by K. Thompson),8,7
50,1,6:44.0,,Turnover by R. Jackson (offensive foul),8,7
51,1,6:26.0,K. Durant makes 2-pt jump shot from 12 ft,,10,7
52,1,6:06.0,,B. Griffin makes 2-pt dunk from 1 ft (assist by R. Bullock),10,9
53,1,5:53.0,K. Durant misses 2-pt jump shot from 16 ft,,10,9
54,1,5:50.0,,Defensive rebound by A. Drummond,10,9
55,1,5:44.0,,B. Griffin misses 3-pt jump shot from 27 ft,10,9
56,1,5:40.0,Defensive rebound by K. Thompson,,10,9
57,1,5:30.0,K. Thompson misses 3-pt jump shot from 28 ft,,10,9
58,1,5:25.0,,Defensive rebound by B. Griffin,10,9
59,1,5:15.0,,B. Griffin misses 2-pt hook shot from 4 ft,10,9
60,1,5:15.0,,Offensive rebound by Team,10,9
61,1,5:15.0,Loose ball foul by D. Jones (drawn by A. Drummond),,10,9
62,1,5:15.0,J. Bell enters the game for J. Jerebko,,10,9
63,1,5:15.0,K. Looney enters the game for D. Jones,,10,9
64,1,5:09.0,,A. Drummond makes 2-pt layup from 4 ft (assist by R. Jackson),10,11
65,1,5:03.0,Turnover by K. Thompson (out of bounds lost ball),,10,11
66,1,4:37.0,,B. Griffin misses 3-pt jump shot from 23 ft,10,11
67,1,4:37.0,,Offensive rebound by Team,10,11
68,1,4:37.0,Loose ball foul by K. Looney (drawn by A. Drummond),,10,11
69,1,4:37.0,,S. Johnson enters the game for G. Robinson,10,11
70,1,4:23.0,,B. Griffin makes 2-pt hook shot from 8 ft,10,13
71,1,4:04.0,S. Curry misses 3-pt jump shot from 27 ft,,10,13
72,1,4:02.0,,Defensive rebound by B. Griffin,10,13
73,1,3:56.0,Violation by Team (kicked ball),,10,13
74,1,3:56.0,,I. Smith enters the game for R. Jackson,10,13
75,1,3:43.0,,S. Johnson makes 3-pt jump shot from 26 ft (assist by R. Bullock),10,16
76,1,3:28.0,K. Durant makes 2-pt dunk from 2 ft,,12,16
77,1,3:05.0,,R. Bullock makes 2-pt jump shot from 20 ft (assist by B. Griffin),12,18
78,1,2:53.0,K. Durant makes 3-pt jump shot from 27 ft,,15,18
79,1,2:49.0,,Detroit full timeout,15,18
80,1,2:49.0,Q. Cook enters the game for J. Bell,,15,18
81,1,2:49.0,A. Iguodala enters the game for S. Curry,,15,18
82,1,2:49.0,,L. Galloway enters the game for R. Bullock,15,18
83,1,2:33.0,,S. Johnson misses 3-pt jump shot from 27 ft,15,18
84,1,2:30.0,Defensive rebound by A. Iguodala,,15,18
85,1,2:20.0,K. Thompson makes 2-pt jump shot from 20 ft (assist by A. Iguodala),,17,18
86,1,2:05.0,,L. Galloway makes 3-pt jump shot from 24 ft (assist by I. Smith),17,21
87,1,1:49.0,K. Thompson makes 2-pt jump shot from 18 ft (assist by K. Looney),,19,21
88,1,1:30.0,,B. Griffin misses 3-pt jump shot from 29 ft,19,21
89,1,1:27.0,Defensive rebound by K. Thompson,,19,21
90,1,1:20.0,K. Thompson makes 2-pt layup from 4 ft (assist by K. Looney),,21,21
91,1,1:10.0,,Shooting foul by K. Looney (drawn by A. Drummond),21,21
92,1,1:10.0,,A. Drummond makes free throw 1 of 2,21,22
93,1,1:10.0,D. Jones enters the game for K. Looney,,21,22
94,1,1:10.0,,B. Brown enters the game for B. Griffin,21,22
95,1,1:10.0,,A. Drummond misses free throw 2 of 2,21,22
96,1,1:06.0,Defensive rebound by A. Iguodala,,21,22
97,1,0:57.0,K. Thompson misses 2-pt jump shot from 19 ft,,21,22
98,1,0:53.0,,Defensive rebound by S. Johnson,21,22
99,1,0:44.0,,I. Smith misses 2-pt jump shot from 21 ft,21,22
100,1,0:40.0,Defensive rebound by Q. Cook,,21,22
101,1,0:33.0,D. Jones makes 2-pt dunk from 2 ft (assist by K. Durant),,23,22
102,1,0:18.0,,B. Brown misses 2-pt layup from 3 ft,23,22
103,1,0:18.0,,Offensive rebound by A. Drummond,23,22
104,1,0:18.0,,A. Drummond makes 2-pt dunk from 1 ft,23,24
105,1,0:11.0,Personal foul by S. Johnson (drawn by K. Durant),,23,24
106,1,0:04.0,Shooting foul by A. Drummond (drawn by D. Jones),,23,24
107,1,0:04.0,,Technical foul by A. Drummond,23,24
108,1,0:04.0,Technical foul by K. Durant,,23,24
109,1,0:04.0,D. Jones makes free throw 1 of 2,,24,24
110,1,0:04.0,J. Evans enters the game for Q. Cook,,24,24
111,1,0:04.0,D. Lee enters the game for K. Thompson,,24,24
112,1,0:04.0,D. Jones misses free throw 2 of 2,,24,24
113,1,0:04.0,,Defensive rebound by A. Drummond,24,24
114,1,0:04.0,Q. Cook enters the game for K. Durant,,24,24
115,1,0:01.0,,A. Drummond misses 3-pt jump shot from 45 ft,24,24
116,1,0:00.0,,Offensive rebound by Team,24,24
117,2,11:47.0,S. Curry makes 2-pt layup from 2 ft,,26,24
118,2,11:47.0,Shooting foul by Z. Pachulia (drawn by S. Curry),,26,24
119,2,11:47.0,S. Curry makes free throw 1 of 1,,27,24
120,2,11:34.0,,Z. Pachulia makes 2-pt layup from 4 ft (assist by L. Galloway),27,26
121,2,11:21.0,J. Bell misses 2-pt jump shot from 9 ft,,27,26
122,2,11:18.0,,Defensive rebound by S. Johnson,27,26
123,2,11:16.0,,Turnover by S. Johnson (traveling),27,26
124,2,11:00.0,Personal foul by B. Brown (drawn by A. Iguodala),,27,26
125,2,10:54.0,Personal foul by B. Brown (drawn by J. Bell),,27,26
126,2,10:47.0,S. Curry misses 2-pt layup from 2 ft,,27,26
127,2,10:44.0,,Defensive rebound by I. Smith,27,26
128,2,10:42.0,,Shooting foul by J. Jerebko (drawn by L. Galloway),27,26
129,2,10:42.0,,L. Galloway makes free throw 1 of 3,27,27
130,2,10:42.0,,L. Galloway makes free throw 2 of 3,27,28
131,2,10:42.0,,L. Galloway misses free throw 3 of 3,27,28
132,2,10:38.0,Defensive rebound by J. Bell,,27,28
133,2,10:22.0,S. Curry misses 2-pt jump shot from 17 ft,,27,28
134,2,10:21.0,,Defensive rebound by Team,27,28
135,2,10:21.0,Loose ball foul by J. Jerebko (drawn by Z. Pachulia),,27,28
136,2,10:21.0,D. Lee enters the game for J. Jerebko,,27,28
137,2,10:16.0,,Personal foul by A. Iguodala (drawn by L. Galloway),27,28
138,2,10:00.0,,S. Johnson misses 2-pt jump shot from 5 ft,27,28
139,2,9:55.0,,S. Johnson makes 2-pt layup from 1 ft,27,30
140,2,9:55.0,,Offensive rebound by S. Johnson,27,30
141,2,9:40.0,A. Iguodala misses 3-pt jump shot from 26 ft,,27,30
142,2,9:37.0,,Defensive rebound by Z. Pachulia,27,30
143,2,9:29.0,,S. Johnson makes 2-pt layup from 3 ft,27,32
144,2,9:24.0,Golden State full timeout,,27,32
145,2,9:24.0,K. Durant enters the game for A. Iguodala,,27,32
146,2,9:08.0,S. Curry makes 2-pt jump shot from 15 ft,,29,32
