,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,NEW ORLEANS_ACTION,OKLAHOMA CITY_SCORE,NEW ORLEANS_SCORE
0,1,11:45.0,P. George makes 2-pt jump shot from 12 ft,,2,0
1,1,11:31.0,,Turnover by J. Holiday (bad pass),2,0
2,1,11:21.0,J. Grant misses 2-pt jump shot from 22 ft,,2,0
3,1,11:17.0,,Defensive rebound by J. Randle,2,0
4,1,11:10.0,,J. Holiday misses 3-pt jump shot from 26 ft,2,0
5,1,11:06.0,,Offensive rebound by T. Frazier,2,0
6,1,11:03.0,,A. Davis makes 2-pt dunk from 1 ft (assist by S. Hill),2,2
7,1,10:53.0,S. Adams makes 2-pt jump shot from 6 ft (assist by R. Westbrook),,4,2
8,1,10:38.0,,Personal foul by J. Grant (drawn by J. Randle),4,2
9,1,10:25.0,,T. Frazier misses 2-pt jump shot from 3 ft,4,2
10,1,10:24.0,,Offensive rebound by Team,4,2
11,1,10:24.0,,Turnover by Team (shot clock),4,2
12,1,10:10.0,Turnover by R. Westbrook (bad pass; steal by J. Holiday),,4,2
13,1,10:01.0,,J. Randle makes 2-pt jump shot from 6 ft (assist by J. Holiday),4,4
14,1,9:42.0,Turnover by P. George (bad pass; steal by S. Hill),,4,4
15,1,9:38.0,,T. Frazier makes 2-pt layup from 1 ft (assist by J. Holiday),4,6
16,1,9:18.0,S. Adams makes 2-pt layup from 1 ft,,6,6
17,1,9:03.0,,A. Davis makes 2-pt jump shot from 3 ft (assist by T. Frazier),6,8
18,1,8:52.0,Turnover by R. Westbrook (bad pass; steal by A. Davis),,6,8
19,1,8:42.0,,A. Davis misses 2-pt layup from 2 ft,6,8
20,1,8:37.0,Defensive rebound by J. Grant,,6,8
21,1,8:30.0,Turnover by R. Westbrook (bad pass; steal by S. Hill),,6,8
22,1,8:25.0,,S. Hill misses 3-pt jump shot from 27 ft,6,8
23,1,8:21.0,Defensive rebound by J. Grant,,6,8
24,1,8:16.0,Oklahoma City full timeout,,6,8
25,1,8:09.0,R. Westbrook makes 2-pt layup from 1 ft,,8,8
26,1,7:49.0,,J. Randle misses 3-pt jump shot from 27 ft,8,8
27,1,7:46.0,Defensive rebound by S. Adams,,8,8
28,1,7:39.0,J. Grant misses 3-pt jump shot from 24 ft,,8,8
29,1,7:34.0,,Defensive rebound by A. Davis,8,8
30,1,7:27.0,,A. Davis makes 3-pt jump shot from 26 ft (assist by T. Frazier),8,11
31,1,7:12.0,P. George misses 3-pt jump shot from 24 ft,,8,11
32,1,7:09.0,,Defensive rebound by A. Davis,8,11
33,1,7:05.0,,J. Holiday makes 2-pt layup from 2 ft (assist by T. Frazier),8,13
34,1,7:05.0,,Shooting foul by P. George (drawn by J. Holiday),8,13
35,1,7:05.0,,J. Holiday makes free throw 1 of 1,8,14
36,1,6:57.0,T. Ferguson misses 3-pt jump shot from 25 ft,,8,14
37,1,6:52.0,,Defensive rebound by J. Randle,8,14
38,1,6:44.0,,J. Randle misses 2-pt jump shot from 6 ft,8,14
39,1,6:42.0,,Offensive rebound by J. Holiday,8,14
40,1,6:40.0,,S. Hill misses 3-pt jump shot from 26 ft,8,14
41,1,6:40.0,,Offensive rebound by T. Frazier,8,14
42,1,6:34.0,,New Orleans full timeout,8,14
43,1,6:34.0,,A. Harrison enters the game for J. Holiday,8,14
44,1,6:26.0,,T. Frazier misses 3-pt jump shot from 26 ft,8,14
45,1,6:23.0,,Offensive rebound by S. Hill,8,14
46,1,6:22.0,,Turnover by S. Hill (bad pass; steal by P. George),8,14
47,1,6:17.0,P. George makes 2-pt jump shot from 15 ft,,10,14
48,1,5:52.0,,J. Randle makes 2-pt layup from 1 ft (assist by A. Harrison),10,16
49,1,5:36.0,Personal foul by A. Davis (drawn by R. Westbrook),,10,16
50,1,5:36.0,D. Schröder enters the game for T. Ferguson,,10,16
51,1,5:36.0,,D. Miller enters the game for S. Hill,10,16
52,1,5:29.0,Shooting foul by A. Harrison (drawn by R. Westbrook),,10,16
53,1,5:29.0,R. Westbrook makes free throw 1 of 2,,11,16
54,1,5:29.0,R. Westbrook misses free throw 2 of 2,,11,16
55,1,5:27.0,,Defensive rebound by T. Frazier,11,16
56,1,5:05.0,,J. Randle makes 2-pt jump shot from 20 ft,11,18
57,1,4:47.0,J. Grant makes 2-pt dunk at rim (assist by R. Westbrook),,13,18
58,1,4:25.0,,A. Davis misses 2-pt jump shot from 6 ft,13,18
59,1,4:24.0,Defensive rebound by Team,,13,18
60,1,4:24.0,,C. Diallo enters the game for J. Randle,13,18
61,1,4:10.0,Personal foul by T. Frazier (drawn by S. Adams),,13,18
62,1,4:03.0,J. Grant makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,16,18
63,1,3:46.0,,A. Davis misses 3-pt jump shot from 25 ft,16,18
64,1,3:43.0,,Offensive rebound by C. Diallo,16,18
65,1,3:39.0,,Turnover by D. Miller (bad pass; steal by R. Westbrook),16,18
66,1,3:34.0,Turnover by R. Westbrook (lost ball; steal by C. Diallo),,16,18
67,1,3:28.0,,A. Davis makes 2-pt dunk from 2 ft (assist by T. Frazier),16,20
68,1,3:16.0,P. George misses 3-pt jump shot from 26 ft,,16,20
69,1,3:12.0,,Defensive rebound by A. Davis,16,20
70,1,2:59.0,,T. Frazier misses 2-pt layup from 2 ft,16,20
71,1,2:59.0,Defensive rebound by Team,,16,20
72,1,2:59.0,,Loose ball foul by C. Diallo (drawn by D. Schröder),16,20
73,1,2:47.0,S. Adams makes 2-pt hook shot from 7 ft,,18,20
74,1,2:28.0,,T. Frazier misses 2-pt layup from 2 ft,18,20
75,1,2:26.0,Defensive rebound by S. Adams,,18,20
76,1,2:18.0,Turnover by P. George (lost ball; steal by T. Frazier),,18,20
77,1,2:13.0,,Personal foul by P. George (drawn by A. Harrison),18,20
78,1,2:13.0,Á. Abrines enters the game for S. Adams,,18,20
79,1,2:13.0,N. Noel enters the game for R. Westbrook,,18,20
80,1,2:13.0,,J. Holiday enters the game for A. Davis,18,20
81,1,2:13.0,,J. Randle enters the game for T. Frazier,18,20
82,1,2:05.0,,C. Diallo misses 2-pt layup from 4 ft,18,20
83,1,2:01.0,Defensive rebound by P. George,,18,20
84,1,1:55.0,P. George makes 3-pt jump shot from 25 ft,,21,20
85,1,1:42.0,,Turnover by J. Holiday (bad pass; steal by P. George),21,20
86,1,1:33.0,D. Schröder makes 2-pt jump shot from 11 ft,,23,20
87,1,1:21.0,,Shooting foul by N. Noel (drawn by J. Randle),23,20
88,1,1:21.0,,J. Randle makes free throw 1 of 2,23,21
89,1,1:21.0,P. Patterson enters the game for J. Grant,,23,21
90,1,1:21.0,,J. Randle makes free throw 2 of 2,23,22
91,1,1:13.0,Personal foul by J. Holiday (drawn by D. Schröder),,23,22
92,1,1:13.0,D. Schröder makes free throw 1 of 2,,24,22
93,1,1:13.0,D. Schröder makes free throw 2 of 2,,25,22
94,1,1:01.0,,J. Holiday misses 3-pt jump shot from 26 ft,25,22
95,1,0:58.0,Defensive rebound by Á. Abrines,,25,22
96,1,0:48.0,Personal foul by A. Harrison (drawn by P. Patterson),,25,22
97,1,0:48.0,P. Patterson misses free throw 1 of 2,,25,22
98,1,0:48.0,Offensive rebound by Team,,25,22
99,1,0:48.0,P. Patterson makes free throw 2 of 2,,26,22
100,1,0:34.0,,J. Randle makes 2-pt jump shot from 11 ft (assist by D. Miller),26,24
101,1,0:22.0,Shooting foul by C. Diallo (drawn by N. Noel),,26,24
102,1,0:22.0,N. Noel makes free throw 1 of 2,,27,24
103,1,0:22.0,T. Ferguson enters the game for P. George,,27,24
104,1,0:22.0,N. Noel makes free throw 2 of 2,,28,24
105,1,0:03.0,,Shooting foul by T. Ferguson (drawn by J. Holiday),28,24
106,1,0:03.0,,J. Holiday makes free throw 1 of 2,28,25
107,1,0:03.0,,J. Holiday misses free throw 2 of 2,28,25
108,1,0:01.0,Defensive rebound by P. Patterson,,28,25
109,1,0:00.0,D. Schröder misses 3-pt jump shot from 47 ft,,28,25
110,1,0:00.0,Offensive rebound by Team,,28,25
111,2,11:35.0,,F. Jackson makes 3-pt jump shot from 25 ft (assist by J. Randle),28,28
112,2,11:19.0,Á. Abrines makes 2-pt dunk from 1 ft (assist by D. Schröder),,30,28
113,2,11:12.0,,F. Jackson makes 2-pt layup from 2 ft (assist by J. Holiday),30,30
114,2,10:58.0,Á. Abrines misses 3-pt jump shot from 27 ft,,30,30
115,2,10:55.0,Offensive rebound by P. Patterson,,30,30
116,2,10:44.0,D. Schröder makes 3-pt jump shot from 26 ft,,33,30
117,2,10:34.0,,J. Holiday makes 2-pt jump shot from 16 ft,33,32
118,2,10:20.0,Turnover by D. Schröder (lost ball; steal by C. Diallo),,33,32
119,2,10:14.0,,J. Holiday makes 2-pt layup from 2 ft,33,34
120,2,9:59.0,Á. Abrines makes 3-pt jump shot from 25 ft (assist by N. Noel),,36,34
121,2,9:49.0,,J. Holiday makes 2-pt layup from 2 ft,36,36
122,2,9:49.0,,Shooting foul by P. Patterson (drawn by J. Holiday),36,36
123,2,9:49.0,,A. Davis enters the game for C. Diallo,36,36
124,2,9:49.0,,J. Holiday makes free throw 1 of 1,36,37
125,2,9:34.0,Turnover by D. Schröder (bad pass; steal by A. Davis),,36,37
126,2,9:31.0,,Turnover by J. Randle (traveling),36,37
127,2,9:23.0,D. Schröder misses 2-pt jump shot from 7 ft,,36,37
128,2,9:21.0,,Defensive rebound by J. Holiday,36,37
129,2,9:16.0,,Turnover by A. Davis (bad pass; steal by P. Patterson),36,37
130,2,9:02.0,H. Diallo misses 2-pt layup from 2 ft,,36,37
131,2,8:58.0,Offensive rebound by N. Noel,,36,37
132,2,8:58.0,N. Noel misses 2-pt layup at rim (block by J. Randle),,36,37
133,2,8:58.0,,Defensive rebound by J. Randle,36,37
134,2,8:58.0,,Turnover by A. Davis (offensive foul),36,37
135,2,8:58.0,,Offensive foul by A. Davis (drawn by D. Schröder),36,37
136,2,8:58.0,,T. Frazier enters the game for J. Holiday,36,37
137,2,8:50.0,P. Patterson makes 2-pt layup from 2 ft (assist by Á. Abrines),,38,37
138,2,8:36.0,,D. Miller makes 2-pt jump shot from 22 ft (assist by T. Frazier),38,39
139,2,8:19.0,N. Noel misses 2-pt jump shot from 18 ft,,38,39
140,2,8:15.0,,Defensive rebound by A. Davis,38,39
141,2,8:13.0,,Personal foul by D. Schröder (drawn by T. Frazier),38,39
142,2,8:13.0,R. Westbrook enters the game for D. Schröder,,38,39
143,2,8:03.0,,A. Davis misses 2-pt jump shot from 22 ft,38,39
144,2,8:01.0,Defensive rebound by N. Noel,,38,39
145,2,7:54.0,R. Westbrook misses 2-pt jump shot from 13 ft,,38,39
146,2,7:49.0,,Defensive rebound by A. Davis,38,39
147,2,7:43.0,,J. Randle misses 2-pt layup from 3 ft (block by N. Noel),38,39
148,2,7:43.0,Defensive rebound by Team,,38,39
149,2,7:36.0,H. Diallo misses 3-pt jump shot from 22 ft,,38,39
150,2,7:34.0,,Defensive rebound by J. Randle,38,39
151,2,7:23.0,,T. Frazier makes 2-pt layup from 2 ft (assist by J. Randle),38,41
152,2,7:08.0,Á. Abrines misses 3-pt jump shot from 27 ft,,38,41
153,2,7:05.0,,Defensive rebound by A. Davis,38,41
154,2,6:59.0,,Turnover by T. Frazier (bad pass),38,41
155,2,6:59.0,,New Orleans full timeout,38,41
156,2,6:59.0,S. Adams enters the game for H. Diallo,,38,41
157,2,6:59.0,T. Ferguson enters the game for N. Noel,,38,41
158,2,6:59.0,J. Grant enters the game for P. Patterson,,38,41
159,2,6:59.0,,C. Diallo enters the game for D. Miller,38,41
160,2,6:59.0,,S. Hill enters the game for J. Randle,38,41
161,2,6:48.0,T. Ferguson misses 3-pt jump shot from 23 ft,,38,41
162,2,6:41.0,Offensive rebound by S. Adams,,38,41
163,2,6:41.0,S. Adams makes 2-pt layup at rim,,40,41
164,2,6:33.0,,Turnover by C. Diallo (offensive foul),40,41
165,2,6:33.0,,Offensive foul by C. Diallo (drawn by Á. Abrines),40,41
166,2,6:18.0,R. Westbrook misses 3-pt jump shot from 25 ft,,40,41
167,2,6:15.0,,Defensive rebound by A. Davis,40,41
168,2,6:06.0,,A. Davis misses 2-pt layup from 2 ft,40,41
169,2,6:05.0,,Offensive rebound by C. Diallo,40,41
170,2,6:01.0,,Turnover by C. Diallo (bad pass; steal by Á. Abrines),40,41
171,2,5:57.0,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),,42,41
172,2,5:36.0,,T. Frazier makes 2-pt layup from 3 ft,42,43
173,2,5:23.0,Turnover by R. Westbrook (bad pass; steal by T. Frazier),,42,43
174,2,5:23.0,,Personal foul by T. Ferguson (drawn by T. Frazier),42,43
175,2,5:23.0,P. George enters the game for Á. Abrines,,42,43
176,2,5:05.0,,F. Jackson misses 2-pt layup from 2 ft (block by R. Westbrook),42,43
177,2,5:05.0,,Offensive rebound by Team,42,43
178,2,5:05.0,D. Schröder enters the game for T. Ferguson,,42,43
179,2,5:00.0,,T. Frazier misses 3-pt jump shot from 25 ft,42,43
180,2,4:57.0,Defensive rebound by P. George,,42,43
181,2,4:41.0,D. Schröder misses 3-pt jump shot from 24 ft,,42,43
182,2,4:36.0,Offensive rebound by J. Grant,,42,43
183,2,4:33.0,P. George makes 2-pt layup from 5 ft,,44,43
184,2,4:17.0,,A. Davis makes 2-pt jump shot from 7 ft,44,45
185,2,4:17.0,,Shooting foul by S. Adams (drawn by A. Davis),44,45
186,2,4:17.0,,J. Holiday enters the game for F. Jackson,44,45
187,2,4:17.0,,A. Davis makes free throw 1 of 1,44,46
188,2,4:09.0,P. George misses 2-pt jump shot from 16 ft,,44,46
189,2,4:06.0,,Defensive rebound by S. Hill,44,46
190,2,3:58.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by A. Davis),44,49
191,2,3:38.0,R. Westbrook misses 3-pt jump shot from 27 ft,,44,49
192,2,3:33.0,Offensive rebound by J. Grant,,44,49
193,2,3:32.0,D. Schröder makes 3-pt jump shot from 26 ft (assist by J. Grant),,47,49
194,2,3:19.0,,J. Holiday misses 2-pt layup from 1 ft (block by P. George),47,49
195,2,3:19.0,Defensive rebound by P. George,,47,49
196,2,3:08.0,J. Grant makes 2-pt dunk from 1 ft (assist by R. Westbrook),,49,49
197,2,2:50.0,,A. Davis misses 2-pt jump shot from 17 ft,49,49
198,2,2:44.0,Defensive rebound by P. George,,49,49
199,2,2:42.0,D. Schröder misses 3-pt jump shot from 25 ft,,49,49
200,2,2:39.0,,Defensive rebound by T. Frazier,49,49
201,2,2:29.0,,J. Holiday misses 3-pt jump shot from 26 ft,49,49
202,2,2:26.0,Defensive rebound by P. George,,49,49
203,2,2:21.0,D. Schröder makes 3-pt jump shot from 24 ft (assist by P. George),,52,49
204,2,2:12.0,,New Orleans full timeout,52,49
205,2,2:12.0,,J. Randle enters the game for C. Diallo,52,49
206,2,2:04.0,,J. Randle makes 2-pt layup from 1 ft (assist by J. Holiday),52,51
207,2,1:43.0,S. Adams makes 2-pt jump shot from 3 ft,,54,51
208,2,1:18.0,,A. Davis misses 2-pt jump shot from 13 ft,54,51
209,2,1:16.0,,Offensive rebound by S. Hill,54,51
210,2,1:13.0,,Personal foul by J. Grant (drawn by A. Davis),54,51
211,2,1:13.0,,A. Davis makes free throw 1 of 2,54,52
212,2,1:13.0,,A. Davis makes free throw 2 of 2,54,53
213,2,1:04.0,Personal foul by J. Randle (drawn by S. Adams),,54,53
214,2,0:51.0,D. Schröder misses 3-pt jump shot from 24 ft,,54,53
215,2,0:49.0,,Defensive rebound by T. Frazier,54,53
216,2,0:45.0,,Personal foul by J. Grant (drawn by A. Davis),54,53
217,2,0:45.0,,A. Davis makes free throw 1 of 2,54,54
218,2,0:45.0,P. Patterson enters the game for J. Grant,,54,54
219,2,0:45.0,,A. Davis makes free throw 2 of 2,54,55
220,2,0:32.0,S. Adams misses 2-pt hook shot from 6 ft,,54,55
221,2,0:29.0,,Defensive rebound by A. Davis,54,55
222,2,0:08.0,,A. Davis makes 2-pt dunk from 1 ft (assist by J. Holiday),54,57
223,2,0:03.0,D. Schröder makes 2-pt layup from 1 ft,,56,57
224,2,0:01.0,,J. Randle misses 3-pt jump shot from 32 ft,56,57
225,2,0:00.0,,Offensive rebound by Team,56,57
226,3,11:48.0,,Shooting foul by J. Grant (drawn by J. Randle),56,57
227,3,11:48.0,,J. Randle makes free throw 1 of 2,56,58
228,3,11:48.0,,J. Randle misses free throw 2 of 2,56,58
229,3,11:46.0,Defensive rebound by R. Westbrook,,56,58
230,3,11:29.0,J. Grant misses 3-pt jump shot from 23 ft,,56,58
231,3,11:26.0,,Defensive rebound by J. Holiday,56,58
232,3,11:10.0,,J. Randle misses 2-pt layup from 2 ft,56,58
233,3,11:08.0,Defensive rebound by J. Grant,,56,58
234,3,11:05.0,P. George makes 2-pt jump shot from 17 ft,,58,58
235,3,10:44.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),58,60
236,3,10:36.0,Personal foul by J. Holiday (drawn by S. Adams),,58,60
237,3,10:30.0,T. Ferguson makes 3-pt jump shot from 24 ft (assist by R. Westbrook),,61,60
238,3,10:11.0,,Personal foul by J. Grant (drawn by A. Davis),61,60
239,3,10:11.0,D. Schröder enters the game for J. Grant,,61,60
240,3,10:04.0,,A. Davis makes 2-pt layup from 3 ft (assist by J. Holiday),61,62
241,3,10:04.0,,Shooting foul by D. Schröder (drawn by A. Davis),61,62
242,3,10:04.0,,A. Davis makes free throw 1 of 1,61,63
243,3,9:54.0,R. Westbrook makes 3-pt jump shot from 26 ft (assist by D. Schröder),,64,63
244,3,9:39.0,,J. Holiday misses 2-pt layup from 8 ft,64,63
245,3,9:37.0,Defensive rebound by S. Adams,,64,63
246,3,9:23.0,P. George misses 2-pt jump shot from 18 ft (block by S. Hill),,64,63
247,3,9:22.0,Offensive rebound by P. George,,64,63
248,3,9:14.0,Turnover by T. Ferguson (bad pass; steal by J. Holiday),,64,63
249,3,9:08.0,,J. Holiday misses 3-pt jump shot from 25 ft,64,63
250,3,9:04.0,Defensive rebound by D. Schröder,,64,63
251,3,9:02.0,Shooting foul by J. Randle (drawn by S. Adams),,64,63
252,3,9:02.0,S. Adams makes free throw 1 of 2,,65,63
253,3,9:02.0,S. Adams misses free throw 2 of 2,,65,63
254,3,9:00.0,,Defensive rebound by J. Randle,65,63
255,3,8:43.0,,J. Holiday makes 2-pt jump shot from 7 ft (assist by S. Hill),65,65
256,3,8:33.0,P. George misses 3-pt jump shot from 26 ft,,65,65
257,3,8:30.0,,Defensive rebound by A. Davis,65,65
258,3,8:17.0,,J. Randle misses 2-pt jump shot from 10 ft,65,65
259,3,8:15.0,Defensive rebound by R. Westbrook,,65,65
260,3,7:59.0,S. Adams misses 2-pt layup from 2 ft,,65,65
261,3,7:57.0,,Defensive rebound by A. Davis,65,65
262,3,7:48.0,,A. Davis makes 2-pt layup from 1 ft (assist by J. Holiday),65,67
263,3,7:30.0,D. Schröder makes 2-pt jump shot from 3 ft,,67,67
264,3,7:25.0,,Personal foul by D. Schröder (drawn by T. Frazier),67,67
265,3,7:09.0,,J. Randle makes 2-pt layup from 1 ft (assist by J. Holiday),67,69
266,3,6:49.0,Turnover by P. George (lost ball; steal by S. Hill),,67,69
267,3,6:44.0,,T. Frazier misses 2-pt jump shot from 5 ft,67,69
268,3,6:44.0,,Offensive rebound by A. Davis,67,69
269,3,6:44.0,,A. Davis makes 2-pt dunk at rim,67,71
270,3,6:44.0,Oklahoma City full timeout,,67,71
271,3,6:44.0,P. Patterson enters the game for T. Ferguson,,67,71
272,3,6:31.0,R. Westbrook misses 2-pt layup from 3 ft,,67,71
273,3,6:28.0,,Defensive rebound by S. Hill,67,71
274,3,6:28.0,Technical foul by R. Westbrook,,67,71
275,3,6:28.0,,A. Davis makes technical free throw,67,72
276,3,6:28.0,,Personal foul by R. Westbrook (drawn by S. Hill),67,72
277,3,6:28.0,,S. Hill makes free throw 1 of 2,67,73
278,3,6:28.0,,S. Hill makes free throw 2 of 2,67,74
279,3,6:17.0,P. George makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,70,74
280,3,5:55.0,,S. Hill makes 2-pt layup from 3 ft (assist by T. Frazier),70,76
281,3,5:45.0,Personal foul by S. Hill (drawn by P. Patterson),,70,76
282,3,5:38.0,Shooting foul by J. Randle (drawn by S. Adams),,70,76
283,3,5:38.0,S. Adams misses free throw 1 of 2,,70,76
284,3,5:38.0,Offensive rebound by Team,,70,76
285,3,5:38.0,S. Adams makes free throw 2 of 2,,71,76
286,3,5:23.0,,J. Randle misses 2-pt jump shot from 8 ft,71,76
287,3,5:22.0,,Offensive rebound by J. Randle,71,76
288,3,5:19.0,,Turnover by J. Randle (bad pass; steal by S. Adams),71,76
