,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,UTAH_ACTION,MINNESOTA_SCORE,UTAH_SCORE
0,1,11:46.0,K. Towns misses 3-pt jump shot from 24 ft,,0,0
1,1,11:42.0,,Defensive rebound by R. Gobert,0,0
2,1,11:28.0,,R. Rubio misses 2-pt layup from 2 ft,0,0
3,1,11:26.0,Defensive rebound by K. Towns,,0,0
4,1,11:04.0,K. Towns makes 2-pt hook shot from 9 ft,,2,0
5,1,10:51.0,,Def 3 sec tech foul by Team,2,0
6,1,10:51.0,,R. Rubio makes technical free throw,2,1
7,1,10:44.0,,J. Ingles misses 2-pt layup from 5 ft,2,1
8,1,10:42.0,Defensive rebound by K. Towns,,2,1
9,1,10:28.0,Turnover by J. Bayless (bad pass; steal by D. Mitchell),,2,1
10,1,10:17.0,,D. Favors misses 3-pt jump shot from 24 ft,2,1
11,1,10:13.0,Defensive rebound by T. Gibson,,2,1
12,1,10:04.0,T. Gibson makes 2-pt jump shot from 13 ft,,4,1
13,1,9:51.0,,D. Mitchell misses 2-pt jump shot from 10 ft,4,1
14,1,9:45.0,Defensive rebound by T. Gibson,,4,1
15,1,9:42.0,J. Bayless makes 2-pt jump shot from 20 ft,,6,1
16,1,9:19.0,,J. Ingles misses 3-pt jump shot from 26 ft,6,1
17,1,9:16.0,Defensive rebound by J. Bayless,,6,1
18,1,9:04.0,A. Wiggins misses 2-pt jump shot from 21 ft,,6,1
19,1,9:01.0,,Defensive rebound by Team,6,1
20,1,9:01.0,Loose ball foul by K. Towns (drawn by R. Gobert),,6,1
21,1,8:51.0,,R. Gobert makes 2-pt layup from 4 ft (assist by R. Rubio),6,3
22,1,8:25.0,T. Gibson makes 2-pt jump shot from 18 ft,,8,3
23,1,7:59.0,,D. Mitchell makes 3-pt jump shot from 25 ft (assist by R. Gobert),8,6
24,1,7:53.0,Personal foul by J. Ingles (drawn by A. Wiggins),,8,6
25,1,7:51.0,Offensive foul by K. Towns (drawn by J. Ingles),,8,6
26,1,7:51.0,Turnover by K. Towns (offensive foul),,8,6
27,1,7:51.0,G. Dieng enters the game for K. Towns,,8,6
28,1,7:43.0,,Shooting foul by T. Gibson (drawn by D. Favors),8,6
29,1,7:43.0,,D. Favors makes free throw 1 of 2,8,7
30,1,7:43.0,,D. Favors makes free throw 2 of 2,8,8
31,1,7:34.0,J. Bayless makes 3-pt jump shot from 25 ft (assist by G. Dieng),,11,8
32,1,7:11.0,,R. Gobert misses 2-pt layup from 1 ft,11,8
33,1,7:09.0,Defensive rebound by T. Gibson,,11,8
34,1,6:51.0,A. Wiggins makes 3-pt jump shot from 24 ft,,14,8
35,1,6:48.0,,Utah full timeout,14,8
36,1,6:48.0,,J. Crowder enters the game for D. Favors,14,8
37,1,6:48.0,,K. Korver enters the game for J. Ingles,14,8
38,1,6:48.0,,R. O'Neale enters the game for R. Rubio,14,8
39,1,6:39.0,,D. Mitchell misses 3-pt jump shot from 26 ft,14,8
40,1,6:34.0,,Offensive rebound by R. Gobert,14,8
