,QUARTER,TIME_REMAINING,UTAH_ACTION,CHICAGO_ACTION,UTAH_SCORE,CHICAGO_SCORE
0,1,11:45.0,,R. Lopez misses 2-pt hook shot from 5 ft,0,0
1,1,11:43.0,Defensive rebound by R. Rubio,,0,0
2,1,11:32.0,R. Rubio misses 2-pt jump shot from 19 ft,,0,0
3,1,11:28.0,,Defensive rebound by L. Markkanen,0,0
4,1,11:22.0,,L. Markkanen misses 2-pt layup from 3 ft,0,0
5,1,11:16.0,,Offensive rebound by L. Markkanen,0,0
6,1,11:16.0,,L. Markkanen misses 2-pt layup from 1 ft,0,0
7,1,11:16.0,Defensive rebound by J. Ingles,,0,0
8,1,11:04.0,J. Ingles misses 3-pt jump shot from 25 ft,,0,0
9,1,11:01.0,,Defensive rebound by L. Markkanen,0,0
10,1,10:47.0,,A. Blakeney makes 2-pt jump shot from 21 ft (assist by R. Lopez),0,2
11,1,10:32.0,J. Ingles misses 3-pt jump shot from 24 ft,,0,2
12,1,10:28.0,Offensive rebound by D. Favors,,0,2
13,1,10:23.0,R. Rubio makes 2-pt layup from 1 ft (assist by D. Mitchell),,2,2
14,1,9:59.0,,K. Dunn misses 2-pt jump shot from 8 ft,2,2
15,1,9:54.0,,Offensive rebound by R. Lopez,2,2
16,1,9:54.0,,R. Lopez misses 2-pt layup from 1 ft,2,2
17,1,9:53.0,Defensive rebound by D. Mitchell,,2,2
18,1,9:48.0,R. Rubio makes 2-pt layup from 2 ft,,4,2
19,1,9:37.0,,K. Dunn misses 2-pt jump shot from 14 ft,4,2
20,1,9:33.0,Defensive rebound by J. Ingles,,4,2
21,1,9:24.0,R. Gobert misses 2-pt layup from 6 ft (block by S. Harrison),,4,2
22,1,9:24.0,,Defensive rebound by S. Harrison,4,2
23,1,9:19.0,,L. Markkanen makes 2-pt layup from 2 ft,4,4
24,1,8:51.0,D. Favors makes 2-pt hook shot from 10 ft (assist by J. Ingles),,6,4
25,1,8:37.0,,L. Markkanen misses 3-pt jump shot from 26 ft,6,4
26,1,8:34.0,Defensive rebound by J. Ingles,,6,4
27,1,8:31.0,Personal foul by A. Blakeney (drawn by D. Mitchell),,6,4
28,1,8:24.0,J. Ingles makes 2-pt jump shot from 5 ft,,8,4
29,1,8:08.0,,R. Lopez makes 2-pt hook shot from 5 ft (assist by K. Dunn),8,6
30,1,7:48.0,R. Gobert misses 2-pt hook shot from 5 ft,,8,6
31,1,7:46.0,Offensive rebound by R. Gobert,,8,6
32,1,7:42.0,D. Mitchell makes 3-pt jump shot from 27 ft,,11,6
33,1,7:26.0,,A. Blakeney makes 2-pt jump shot from 7 ft (assist by S. Harrison),11,8
34,1,7:16.0,D. Favors makes 2-pt dunk from 1 ft (assist by R. Rubio),,13,8
35,1,7:16.0,,Chicago full timeout,13,8
36,1,7:16.0,J. Crowder enters the game for D. Favors,,13,8
37,1,7:16.0,R. O'Neale enters the game for J. Ingles,,13,8
38,1,7:01.0,,A. Blakeney misses 2-pt jump shot from 12 ft,13,8
39,1,6:59.0,Defensive rebound by R. Gobert,,13,8
40,1,6:40.0,R. Rubio makes 2-pt jump shot from 9 ft,,15,8
41,1,6:23.0,,K. Dunn misses 2-pt jump shot from 21 ft,15,8
42,1,6:21.0,Defensive rebound by R. O'Neale,,15,8
43,1,6:17.0,R. Rubio misses 3-pt jump shot from 22 ft,,15,8
44,1,6:12.0,,Defensive rebound by S. Harrison,15,8
45,1,5:58.0,,Turnover by R. Lopez (bad pass),15,8
46,1,5:39.0,D. Mitchell makes 2-pt layup from 1 ft (assist by R. Gobert),,17,8
47,1,5:26.0,,L. Markkanen makes 2-pt jump shot from 7 ft (assist by K. Dunn),17,10
48,1,5:03.0,D. Mitchell makes 3-pt jump shot from 26 ft,,20,10
49,1,4:47.0,,Turnover by L. Markkanen (lost ball; steal by R. Rubio),20,10
50,1,4:42.0,R. Gobert makes 2-pt dunk from 1 ft (assist by R. Rubio),,22,10
51,1,4:42.0,,Chicago full timeout,22,10
52,1,4:42.0,K. Korver enters the game for R. Rubio,,22,10
53,1,4:42.0,,R. Arcidiacono enters the game for K. Dunn,22,10
54,1,4:42.0,,C. Felício enters the game for R. Lopez,22,10
55,1,4:28.0,,A. Blakeney makes 2-pt jump shot from 15 ft,22,12
56,1,4:09.0,J. Crowder misses 3-pt jump shot from 23 ft,,22,12
57,1,4:06.0,,Defensive rebound by L. Markkanen,22,12
58,1,3:54.0,,L. Markkanen misses 3-pt jump shot from 25 ft,22,12
59,1,3:52.0,Defensive rebound by D. Mitchell,,22,12
60,1,3:41.0,Shooting foul by C. Felício (drawn by R. Gobert),,22,12
61,1,3:41.0,R. Gobert makes free throw 1 of 2,,23,12
62,1,3:41.0,R. Gobert misses free throw 2 of 2,,23,12
63,1,3:39.0,,Defensive rebound by L. Markkanen,23,12
64,1,3:28.0,,R. Arcidiacono misses 2-pt layup from 1 ft (block by R. Gobert),23,12
65,1,3:25.0,,Offensive rebound by R. Arcidiacono,23,12
66,1,3:17.0,,S. Harrison misses 2-pt layup from 3 ft,23,12
67,1,3:17.0,,Offensive rebound by Team,23,12
68,1,3:13.0,,L. Markkanen misses 2-pt layup from 4 ft,23,12
69,1,3:12.0,,Offensive rebound by L. Markkanen,23,12
70,1,3:05.0,,Turnover by A. Blakeney (lost ball; steal by J. Crowder),23,12
71,1,3:00.0,J. Crowder misses 2-pt layup from 2 ft,,23,12
72,1,3:00.0,Offensive rebound by R. Gobert,,23,12
73,1,3:00.0,Shooting foul by L. Markkanen (drawn by R. Gobert),,23,12
74,1,3:00.0,R. Gobert makes free throw 1 of 2,,24,12
75,1,3:00.0,J. Ingles enters the game for D. Mitchell,,24,12
76,1,3:00.0,R. Neto enters the game for R. O'Neale,,24,12
77,1,3:00.0,,T. Luwawu-Cabarrot enters the game for A. Blakeney,24,12
78,1,3:00.0,R. Gobert misses free throw 2 of 2,,24,12
79,1,2:56.0,,Defensive rebound by S. Harrison,24,12
80,1,2:44.0,,Personal foul by R. Neto (drawn by R. Arcidiacono),24,12
81,1,2:44.0,D. Favors enters the game for R. Gobert,,24,12
82,1,2:40.0,,R. Arcidiacono misses 2-pt jump shot from 14 ft,24,12
83,1,2:37.0,Defensive rebound by J. Ingles,,24,12
84,1,2:24.0,D. Favors misses 2-pt jump shot from 13 ft,,24,12
85,1,2:21.0,,Defensive rebound by C. Felício,24,12
86,1,2:10.0,,Shooting foul by J. Crowder (drawn by L. Markkanen),24,12
87,1,2:10.0,,L. Markkanen makes free throw 1 of 2,24,13
88,1,2:10.0,,L. Markkanen makes free throw 2 of 2,24,14
89,1,1:56.0,J. Crowder makes 3-pt jump shot from 24 ft (assist by K. Korver),,27,14
90,1,1:37.0,,R. Arcidiacono misses 2-pt jump shot from 4 ft,27,14
91,1,1:34.0,Defensive rebound by R. Neto,,27,14
92,1,1:26.0,Personal foul by L. Markkanen (drawn by D. Favors),,27,14
93,1,1:26.0,,W. Selden enters the game for L. Markkanen,27,14
94,1,1:18.0,K. Korver misses 3-pt jump shot from 23 ft,,27,14
95,1,1:14.0,,Defensive rebound by T. Luwawu-Cabarrot,27,14
96,1,1:06.0,,C. Felício makes 2-pt layup from 2 ft (assist by R. Arcidiacono),27,16
97,1,0:54.0,K. Korver misses 2-pt jump shot from 22 ft,,27,16
98,1,0:51.0,,Defensive rebound by R. Arcidiacono,27,16
99,1,0:40.0,,Turnover by S. Harrison (bad pass),27,16
100,1,0:33.0,J. Ingles makes 3-pt jump shot from 25 ft (assist by J. Crowder),,30,16
101,1,0:14.0,,W. Selden misses 3-pt jump shot from 25 ft,30,16
102,1,0:11.0,,Offensive rebound by C. Felício,30,16
103,1,0:11.0,,C. Felício makes 2-pt layup from 1 ft,30,18
104,1,0:04.0,D. Favors makes 2-pt layup from 1 ft (assist by R. Neto),,32,18
105,1,0:04.0,Shooting foul by R. Arcidiacono (drawn by D. Favors),,32,18
106,1,0:04.0,D. Favors makes free throw 1 of 1,,33,18
