,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PHILADELPHIA_ACTION,BROOKLYN_SCORE,PHILADELPHIA_SCORE
0,1,11:47.0,,Turnover by B. Simmons (lost ball; steal by J. Dudley),0,0
1,1,11:28.0,D. Russell misses 2-pt jump shot from 20 ft,,0,0
2,1,11:25.0,,Defensive rebound by J. Embiid,0,0
3,1,11:14.0,,B. Simmons misses 2-pt layup from 3 ft,0,0
4,1,11:09.0,,Offensive rebound by J. Embiid,0,0
5,1,11:09.0,,J. Embiid makes 2-pt layup at rim,0,2
6,1,10:55.0,J. Allen misses 2-pt jump shot from 10 ft,,0,2
7,1,10:53.0,,Defensive rebound by J. Embiid,0,2
8,1,10:42.0,,J. Embiid makes 2-pt jump shot from 14 ft (assist by T. Harris),0,4
9,1,10:26.0,J. Harris misses 2-pt jump shot from 11 ft,,0,4
10,1,10:23.0,,Defensive rebound by J. Embiid,0,4
11,1,10:19.0,,J. Redick misses 3-pt jump shot from 26 ft,0,4
12,1,10:17.0,Defensive rebound by J. Allen,,0,4
13,1,10:09.0,C. LeVert misses 2-pt jump shot from 11 ft,,0,4
14,1,10:06.0,,Defensive rebound by J. Embiid,0,4
15,1,10:01.0,,J. Embiid misses 2-pt jump shot from 12 ft,0,4
16,1,9:57.0,Defensive rebound by D. Russell,,0,4
17,1,9:52.0,D. Russell misses 3-pt jump shot from 26 ft,,0,4
18,1,9:49.0,,Defensive rebound by B. Simmons,0,4
19,1,9:30.0,,J. Embiid makes 2-pt dunk from 1 ft (assist by B. Simmons),0,6
20,1,9:17.0,Personal foul by J. Redick (drawn by C. LeVert),,0,6
21,1,9:15.0,Turnover by J. Harris (bad pass; steal by J. Butler),,0,6
22,1,9:13.0,,J. Butler makes 2-pt dunk from 1 ft,0,8
23,1,9:13.0,Brooklyn full timeout,,0,8
24,1,8:58.0,Turnover by J. Dudley (bad pass; steal by T. Harris),,0,8
25,1,8:53.0,,J. Butler misses 3-pt jump shot from 23 ft,0,8
26,1,8:49.0,Defensive rebound by J. Harris,,0,8
27,1,8:44.0,J. Dudley misses 3-pt jump shot from 27 ft,,0,8
28,1,8:41.0,Offensive rebound by J. Allen,,0,8
29,1,8:27.0,Turnover by Team (shot clock),,0,8
30,1,8:13.0,,J. Butler makes 2-pt jump shot from 8 ft,0,10
31,1,8:03.0,J. Harris misses 3-pt jump shot from 25 ft,,0,10
32,1,8:00.0,,Defensive rebound by B. Simmons,0,10
33,1,7:56.0,,T. Harris misses 3-pt jump shot from 26 ft,0,10
34,1,7:50.0,Defensive rebound by J. Allen,,0,10
35,1,7:34.0,Turnover by C. LeVert (back court),,0,10
36,1,7:18.0,,J. Embiid makes 2-pt jump shot from 4 ft,0,12
37,1,6:57.0,D. Russell misses 2-pt jump shot from 11 ft,,0,12
38,1,6:55.0,,Defensive rebound by T. Harris,0,12
39,1,6:45.0,,J. Embiid misses 2-pt hook shot from 5 ft,0,12
40,1,6:43.0,,Offensive rebound by T. Harris,0,12
41,1,6:41.0,,Shooting foul by J. Dudley (drawn by J. Embiid),0,12
42,1,6:41.0,,J. Embiid makes free throw 1 of 2,0,13
43,1,6:41.0,S. Dinwiddie enters the game for J. Dudley,,0,13
44,1,6:41.0,T. Graham enters the game for C. LeVert,,0,13
45,1,6:41.0,,J. Embiid makes free throw 2 of 2,0,14
46,1,6:34.0,Turnover by J. Harris (bad pass),,0,14
47,1,6:34.0,,B. Marjanović enters the game for J. Embiid,0,14
48,1,6:34.0,,Philadelphia full timeout,0,14
49,1,6:34.0,,J. Ennis enters the game for J. Redick,0,14
50,1,6:34.0,,M. Scott enters the game for B. Simmons,0,14
51,1,6:17.0,,Turnover by M. Scott (out of bounds lost ball),0,14
52,1,6:08.0,J. Allen makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),,2,14
53,1,5:54.0,,T. Harris makes 2-pt jump shot from 14 ft (assist by B. Marjanović),2,16
54,1,5:37.0,Turnover by D. Russell (bad pass; steal by T. Harris),,2,16
55,1,5:33.0,,Turnover by M. Scott (bad pass; steal by S. Dinwiddie),2,16
56,1,5:28.0,D. Russell misses 3-pt jump shot from 25 ft (block by J. Butler),,2,16
57,1,5:23.0,,Defensive rebound by M. Scott,2,16
58,1,5:19.0,,J. Butler misses 2-pt layup from 3 ft,2,16
59,1,5:19.0,Defensive rebound by T. Graham,,2,16
60,1,5:19.0,Personal take foul by B. Marjanović (drawn by T. Graham),,2,16
61,1,5:04.0,S. Dinwiddie misses 2-pt layup from 1 ft,,2,16
62,1,5:04.0,,Defensive rebound by Team,2,16
63,1,4:51.0,,J. Ennis makes 2-pt layup from 2 ft (assist by B. Marjanović),2,18
64,1,4:39.0,D. Russell misses 2-pt jump shot from 9 ft,,2,18
65,1,4:36.0,,Defensive rebound by T. Harris,2,18
66,1,4:27.0,,B. Marjanović makes 2-pt hook shot from 6 ft (assist by T. Harris),2,20
67,1,4:15.0,J. Allen misses 2-pt layup from 2 ft,,2,20
68,1,4:13.0,Offensive rebound by S. Dinwiddie,,2,20
69,1,4:08.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,2,20
70,1,4:04.0,,Defensive rebound by B. Marjanović,2,20
71,1,3:54.0,,B. Marjanović misses 2-pt jump shot from 17 ft,2,20
72,1,3:51.0,Defensive rebound by J. Harris,,2,20
73,1,3:44.0,S. Dinwiddie misses 2-pt jump shot from 7 ft,,2,20
74,1,3:42.0,,Defensive rebound by B. Marjanović,2,20
75,1,3:35.0,,T. Harris misses 2-pt jump shot from 11 ft,2,20
76,1,3:33.0,,Offensive rebound by J. Butler,2,20
77,1,3:32.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by J. Butler),2,23
78,1,3:19.0,Shooting foul by J. Ennis (drawn by S. Dinwiddie),,2,23
79,1,3:19.0,S. Dinwiddie misses free throw 1 of 2,,2,23
80,1,3:19.0,Offensive rebound by Team,,2,23
81,1,3:19.0,D. Carroll enters the game for J. Allen,,2,23
