,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,PHOENIX_ACTION,GOLDEN STATE_SCORE,PHOENIX_SCORE
0,1,11:44.0,,D. Ayton misses 2-pt jump shot from 11 ft,0,0
1,1,11:41.0,Defensive rebound by D. Cousins,,0,0
2,1,11:27.0,Shooting foul by J. Jackson (drawn by K. Thompson),,0,0
3,1,11:27.0,K. Thompson makes free throw 1 of 2,,1,0
4,1,11:27.0,K. Thompson misses free throw 2 of 2,,1,0
5,1,11:24.0,Offensive rebound by D. Cousins,,1,0
6,1,11:17.0,D. Green makes 2-pt layup from 2 ft (assist by D. Cousins),,3,0
7,1,10:57.0,,D. Bender misses 3-pt jump shot from 25 ft,3,0
8,1,10:55.0,Defensive rebound by D. Green,,3,0
9,1,10:49.0,Turnover by D. Green (bad pass; steal by E. Okobo),,3,0
10,1,10:45.0,,J. Jackson makes 2-pt layup from 1 ft (assist by E. Okobo),3,2
11,1,10:40.0,K. Durant makes 2-pt layup from 1 ft (assist by K. Thompson),,5,2
12,1,10:20.0,,J. Jackson makes 3-pt jump shot from 23 ft (assist by D. Bender),5,5
13,1,9:57.0,Turnover by D. Cousins (lost ball; steal by D. Ayton),,5,5
14,1,9:39.0,,D. Ayton makes 2-pt dunk at rim (assist by D. Bender),5,7
15,1,9:23.0,S. Curry misses 3-pt jump shot from 24 ft,,5,7
16,1,9:20.0,,Defensive rebound by J. Jackson,5,7
17,1,9:12.0,,Turnover by J. Jackson (bad pass; steal by S. Curry),5,7
18,1,9:12.0,Personal foul by M. Bridges (drawn by S. Curry),,5,7
19,1,8:58.0,Turnover by D. Green (bad pass; steal by D. Ayton),,5,7
20,1,8:52.0,,M. Bridges misses 3-pt jump shot from 23 ft,5,7
21,1,8:50.0,,Offensive rebound by J. Jackson,5,7
22,1,8:48.0,,J. Jackson misses 2-pt hook shot from 10 ft,5,7
23,1,8:46.0,Defensive rebound by K. Durant,,5,7
24,1,8:31.0,K. Thompson misses 2-pt jump shot from 16 ft,,5,7
25,1,8:29.0,Offensive rebound by Team,,5,7
26,1,8:23.0,K. Thompson misses 3-pt jump shot from 23 ft,,5,7
27,1,8:21.0,,Defensive rebound by M. Bridges,5,7
28,1,8:08.0,,D. Ayton makes 2-pt dunk from 1 ft (assist by D. Bender),5,9
29,1,7:55.0,D. Green makes 2-pt layup from 3 ft (assist by K. Durant),,7,9
30,1,7:36.0,,D. Bender misses 3-pt jump shot from 26 ft,7,9
31,1,7:35.0,Defensive rebound by K. Durant,,7,9
32,1,7:26.0,D. Cousins misses 2-pt dunk from 2 ft,,7,9
33,1,7:24.0,,Defensive rebound by D. Bender,7,9
34,1,7:22.0,,E. Okobo makes 2-pt layup at rim,7,11
35,1,7:22.0,,Shooting foul by K. Durant (drawn by E. Okobo),7,11
36,1,7:22.0,,E. Okobo makes free throw 1 of 1,7,12
37,1,7:09.0,S. Curry misses 2-pt jump shot from 21 ft,,7,12
38,1,7:07.0,,Defensive rebound by D. Bender,7,12
39,1,6:58.0,,E. Okobo misses 2-pt layup from 2 ft,7,12
40,1,6:56.0,,Offensive rebound by D. Ayton,7,12
41,1,6:55.0,,D. Ayton makes 2-pt dunk from 1 ft,7,14
42,1,6:41.0,K. Durant misses 2-pt jump shot from 5 ft,,7,14
43,1,6:36.0,,Defensive rebound by D. Ayton,7,14
44,1,6:29.0,,Personal foul by S. Curry (drawn by J. Jackson),7,14
45,1,6:29.0,,Phoenix full timeout,7,14
46,1,6:23.0,,D. Ayton makes 2-pt layup from 1 ft (assist by M. Bridges),7,16
47,1,6:10.0,Turnover by D. Cousins (lost ball),,7,16
48,1,5:55.0,,D. Ayton makes 2-pt layup from 2 ft (assist by J. Jackson),7,18
49,1,5:39.0,K. Thompson misses 2-pt layup from 2 ft,,7,18
50,1,5:37.0,,Defensive rebound by J. Jackson,7,18
51,1,5:32.0,,M. Bridges makes 3-pt jump shot from 23 ft (assist by J. Jackson),7,21
52,1,5:10.0,S. Curry misses 3-pt jump shot from 27 ft,,7,21
53,1,5:06.0,,Defensive rebound by J. Jackson,7,21
54,1,4:53.0,,J. Jackson makes 2-pt layup from 2 ft,7,23
55,1,4:43.0,D. Green makes 2-pt layup from 1 ft (assist by S. Curry),,9,23
56,1,4:36.0,,Offensive foul by D. Bender (drawn by D. Cousins),9,23
57,1,4:36.0,,Turnover by D. Bender (offensive foul),9,23
58,1,4:36.0,Technical foul by D. Green,,9,23
59,1,4:36.0,,M. Bridges makes technical free throw,9,24
60,1,4:36.0,A. Iguodala enters the game for D. Cousins,,9,24
61,1,4:36.0,K. Looney enters the game for D. Green,,9,24
62,1,4:36.0,,T. Johnson enters the game for J. Jackson,9,24
63,1,4:36.0,,K. Oubre enters the game for E. Okobo,9,24
