,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,MIAMI_ACTION,SACRAMENTO_SCORE,MIAMI_SCORE
376,4,10:31.0,F. Mason misses free throw 2 of 2,,99,86
377,4,10:28.0,,Defensive rebound by B. Adebayo,99,86
378,4,10:13.0,,Shooting foul by F. Mason (drawn by T. Johnson),99,86
379,4,10:13.0,,T. Johnson makes free throw 1 of 2,99,87
380,4,10:13.0,,T. Johnson makes free throw 2 of 2,99,88
381,4,9:57.0,J. Jackson misses 3-pt jump shot from 25 ft,,99,88
382,4,9:55.0,,Defensive rebound by T. Johnson,99,88
383,4,9:51.0,,Shooting foul by F. Mason (drawn by T. Johnson),99,88
384,4,9:51.0,,T. Johnson makes free throw 1 of 2,99,89
385,4,9:51.0,,T. Johnson makes free throw 2 of 2,99,90
386,4,9:37.0,Turnover by D. Fox (bad pass; steal by J. Richardson),,99,90
387,4,9:34.0,,Turnover by B. Adebayo (out of bounds lost ball),99,90
388,4,9:34.0,,Technical foul by B. Adebayo,99,90
389,4,9:34.0,F. Mason misses technical free throw,,99,90
390,4,9:34.0,Offensive rebound by Team,,99,90
391,4,9:23.0,N. Bjelica makes 3-pt jump shot from 26 ft (assist by J. Jackson),,102,90
392,4,9:10.0,,T. Johnson misses 3-pt jump shot from 25 ft,102,90
393,4,9:06.0,Defensive rebound by F. Mason,,102,90
394,4,9:06.0,Personal foul by D. Wade (drawn by W. Cauley-Stein),,102,90
395,4,9:00.0,Turnover by N. Bjelica (traveling),,102,90
396,4,8:46.0,,J. Richardson misses 3-pt jump shot from 25 ft,102,90
397,4,8:43.0,Defensive rebound by J. Jackson,,102,90
398,4,8:22.0,N. Bjelica misses 2-pt layup from 1 ft (block by J. Richardson),,102,90
399,4,8:22.0,Offensive rebound by N. Bjelica,,102,90
400,4,8:22.0,Shooting foul by J. Richardson (drawn by N. Bjelica),,102,90
401,4,8:22.0,N. Bjelica makes free throw 1 of 2,,103,90
402,4,8:22.0,B. Hield enters the game for F. Mason,,103,90
403,4,8:22.0,,R. McGruder enters the game for J. Winslow,103,90
404,4,8:22.0,N. Bjelica misses free throw 2 of 2,,103,90
405,4,8:19.0,,Defensive rebound by B. Adebayo,103,90
406,4,8:12.0,,D. Wade misses 2-pt jump shot from 11 ft,103,90
407,4,8:08.0,Defensive rebound by W. Cauley-Stein,,103,90
408,4,8:05.0,D. Fox misses 2-pt layup from 2 ft (block by J. Richardson),,103,90
409,4,8:02.0,,Defensive rebound by T. Johnson,103,90
410,4,7:50.0,,J. Richardson makes 3-pt jump shot from 26 ft,103,93
411,4,7:23.0,J. Jackson misses 3-pt jump shot from 26 ft,,103,93
412,4,7:21.0,,Defensive rebound by B. Adebayo,103,93
413,4,7:13.0,,Shooting foul by N. Bjelica (drawn by D. Wade),103,93
414,4,7:13.0,,D. Wade makes free throw 1 of 2,103,94
415,4,7:13.0,,D. Wade makes free throw 2 of 2,103,95
416,4,7:05.0,Personal foul by R. McGruder (drawn by B. Hield),,103,95
417,4,6:52.0,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by B. Hield),,105,95
418,4,6:48.0,,Miami full timeout,105,95
419,4,6:48.0,I. Shumpert enters the game for J. Jackson,,105,95
420,4,6:38.0,,J. Richardson misses 2-pt jump shot from 23 ft,105,95
421,4,6:38.0,Defensive rebound by Team,,105,95
422,4,6:23.0,B. Hield misses 2-pt jump shot from 1 ft,,105,95
423,4,6:21.0,,Defensive rebound by B. Adebayo,105,95
424,4,6:04.0,,T. Johnson misses 3-pt jump shot from 25 ft,105,95
425,4,6:01.0,Defensive rebound by W. Cauley-Stein,,105,95
426,4,5:57.0,D. Fox makes 2-pt layup from 1 ft,,107,95
427,4,5:46.0,,Shooting foul by N. Bjelica (drawn by B. Adebayo),107,95
428,4,5:46.0,,B. Adebayo misses free throw 1 of 2,107,95
429,4,5:46.0,,Offensive rebound by Team,107,95
430,4,5:46.0,,G. Dragić enters the game for T. Johnson,107,95
431,4,5:46.0,,B. Adebayo makes free throw 2 of 2,107,96
432,4,5:30.0,I. Shumpert makes 3-pt jump shot from 24 ft (assist by D. Fox),,110,96
433,4,5:13.0,,R. McGruder makes 2-pt layup from 1 ft (assist by G. Dragić),110,98
434,4,4:55.0,I. Shumpert makes 3-pt jump shot from 24 ft (assist by D. Fox),,113,98
435,4,4:38.0,,R. McGruder misses 2-pt jump shot from 2 ft,113,98
436,4,4:35.0,Defensive rebound by D. Fox,,113,98
437,4,4:29.0,Turnover by D. Fox (bad pass; steal by J. Richardson),,113,98
438,4,4:15.0,,G. Dragić makes 3-pt jump shot from 23 ft (assist by D. Wade),113,101
439,4,3:53.0,W. Cauley-Stein makes 2-pt hook shot from 4 ft (assist by D. Fox),,115,101
440,4,3:51.0,,Miami full timeout,115,101
441,4,3:51.0,Sacramento full timeout,,115,101
442,4,3:51.0,J. Jackson enters the game for N. Bjelica,,115,101
443,4,3:51.0,,H. Whiteside enters the game for B. Adebayo,115,101
444,4,3:40.0,,Turnover by R. McGruder (bad pass; steal by D. Fox),115,101
445,4,3:39.0,Personal foul by J. Richardson (drawn by D. Fox),,115,101
446,4,3:39.0,D. Fox makes free throw 1 of 2,,116,101
447,4,3:39.0,D. Fox makes free throw 2 of 2,,117,101
448,4,3:26.0,,D. Wade misses 2-pt jump shot from 12 ft,117,101
449,4,3:23.0,Defensive rebound by W. Cauley-Stein,,117,101
450,4,3:15.0,Personal foul by H. Whiteside (drawn by W. Cauley-Stein),,117,101
451,4,3:15.0,W. Cauley-Stein misses free throw 1 of 2,,117,101
452,4,3:15.0,Offensive rebound by Team,,117,101
453,4,3:15.0,W. Cauley-Stein makes free throw 2 of 2,,118,101
454,4,3:06.0,,Shooting foul by I. Shumpert (drawn by J. Richardson),118,101
455,4,3:06.0,,J. Richardson makes free throw 1 of 2,118,102
456,4,3:06.0,N. Bjelica enters the game for J. Jackson,,118,102
457,4,3:06.0,,T. Johnson enters the game for D. Wade,118,102
458,4,3:06.0,,J. Richardson makes free throw 2 of 2,118,103
459,4,3:06.0,Sacramento full timeout,,118,103
460,4,2:49.0,N. Bjelica misses 3-pt jump shot from 29 ft,,118,103
461,4,2:47.0,,Defensive rebound by R. McGruder,118,103
462,4,2:41.0,,J. Richardson misses 3-pt jump shot from 23 ft (block by D. Fox),118,103
463,4,2:41.0,,Offensive rebound by Team,118,103
464,4,2:36.0,,H. Whiteside makes 2-pt hook shot from 6 ft (assist by G. Dragić),118,105
465,4,2:25.0,Shooting foul by H. Whiteside (drawn by W. Cauley-Stein),,118,105
466,4,2:25.0,W. Cauley-Stein misses free throw 1 of 2,,118,105
467,4,2:25.0,Offensive rebound by Team,,118,105
468,4,2:25.0,W. Cauley-Stein misses free throw 2 of 2,,118,105
469,4,2:23.0,,Defensive rebound by H. Whiteside,118,105
470,4,2:11.0,,J. Richardson makes 2-pt layup from 2 ft,118,107
471,4,1:49.0,W. Cauley-Stein misses 2-pt hook shot from 6 ft,,118,107
472,4,1:46.0,,Defensive rebound by H. Whiteside,118,107
473,4,1:41.0,,G. Dragić misses 3-pt jump shot from 23 ft,118,107
474,4,1:41.0,,Offensive rebound by H. Whiteside,118,107
475,4,1:40.0,,Shooting foul by B. Hield (drawn by H. Whiteside),118,107
476,4,1:40.0,,H. Whiteside misses free throw 1 of 2,118,107
477,4,1:40.0,,Offensive rebound by Team,118,107
478,4,1:40.0,,H. Whiteside makes free throw 2 of 2,118,108
479,4,1:28.0,Personal foul by T. Johnson (drawn by W. Cauley-Stein),,118,108
480,4,1:28.0,W. Cauley-Stein makes free throw 1 of 2,,119,108
481,4,1:28.0,W. Cauley-Stein makes free throw 2 of 2,,120,108
482,4,1:18.0,,Personal foul by I. Shumpert (drawn by T. Johnson),120,108
483,4,1:18.0,,T. Johnson misses free throw 1 of 2,120,108
484,4,1:18.0,,Offensive rebound by Team,120,108
485,4,1:18.0,,T. Johnson misses free throw 2 of 2,120,108
486,4,1:14.0,Defensive rebound by W. Cauley-Stein,,120,108
487,4,1:05.0,Shooting foul by G. Dragić (drawn by N. Bjelica),,120,108
488,4,1:05.0,N. Bjelica misses free throw 1 of 2,,120,108
489,4,1:05.0,Offensive rebound by Team,,120,108
490,4,1:05.0,N. Bjelica makes free throw 2 of 2,,121,108
491,4,0:53.0,,G. Dragić misses 3-pt jump shot from 26 ft,121,108
492,4,0:53.0,,Offensive rebound by H. Whiteside,121,108
493,4,0:51.0,,H. Whiteside makes 2-pt layup from 2 ft,121,110
494,4,0:32.0,D. Fox makes 2-pt jump shot from 11 ft,,123,110
495,4,0:24.0,,R. McGruder makes 3-pt jump shot from 24 ft (assist by T. Johnson),123,113
496,4,0:00.0,Turnover by Team (shot clock),,123,113
